img_idx,true_label,shuffle_label,flag
221,0,173,cl
222,0,39,cl
223,0,86,cl
224,0,11,cl
225,0,101,cl
226,0,9,cl
227,0,52,cl
228,0,9,cl
229,0,132,cl
230,0,75,cl
231,0,83,cl
232,0,121,cl
233,0,58,cl
234,0,107,cl
235,0,122,cl
236,0,190,cl
237,0,41,cl
238,0,72,cl
239,0,95,cl
240,0,64,cl
241,0,149,cl
242,0,34,cl
243,0,109,cl
244,0,78,cl
245,0,191,cl
246,0,120,cl
247,0,179,cl
248,0,22,cl
249,0,50,cl
250,0,124,cl
251,0,182,cl
252,0,67,cl
253,0,40,cl
254,0,57,cl
255,0,59,ol
256,0,13,cl
257,0,101,cl
258,0,76,cl
259,0,46,cl
260,0,75,cl
261,0,22,cl
262,0,43,cl
263,0,158,cl
264,0,172,cl
265,0,180,cl
266,0,197,cl
267,0,85,cl
268,0,142,cl
269,0,71,cl
270,0,99,cl
271,0,198,cl
272,0,1,cl
273,0,26,cl
274,0,55,cl
275,0,174,cl
276,0,54,cl
277,0,161,cl
278,0,181,cl
279,0,53,cl
280,0,116,cl
281,0,138,cl
282,0,111,cl
283,0,100,cl
284,0,44,cl
285,0,188,cl
286,0,185,cl
287,0,20,cl
288,0,164,cl
289,0,130,cl
290,0,167,cl
291,0,6,cl
292,0,163,cl
293,0,188,cl
294,0,60,cl
295,0,103,cl
296,0,177,cl
297,0,33,cl
298,0,72,cl
299,0,174,cl
300,0,76,cl
301,0,22,cl
302,0,194,cl
303,0,175,cl
304,0,156,cl
305,0,188,cl
306,0,47,cl
307,0,77,cl
308,0,110,cl
309,0,137,cl
310,0,64,cl
311,0,121,cl
312,0,52,cl
313,0,177,cl
314,0,58,cl
315,0,197,cl
316,0,56,cl
317,0,158,cl
318,0,66,ol
319,0,139,cl
320,0,87,cl
321,0,118,cl
322,0,86,cl
323,0,88,cl
324,0,180,cl
325,0,31,cl
326,0,63,cl
327,0,74,cl
328,0,87,cl
329,0,98,cl
330,0,50,cl
331,0,190,cl
332,0,34,cl
333,0,146,cl
334,0,111,cl
335,0,63,cl
336,0,85,cl
337,0,62,cl
338,0,114,cl
339,0,121,cl
340,0,64,cl
341,0,144,cl
342,0,8,cl
343,0,138,cl
344,0,8,cl
345,0,179,cl
346,0,191,cl
347,0,61,cl
348,0,105,cl
349,0,138,cl
350,0,97,cl
351,0,15,cl
352,0,160,cl
353,0,7,cl
354,0,199,cl
355,0,137,cl
356,0,121,cl
357,0,100,cl
358,0,186,cl
359,0,23,cl
360,0,139,cl
361,0,128,cl
362,0,85,cl
363,0,43,cl
364,0,186,cl
365,0,141,cl
366,0,192,cl
367,0,162,cl
368,0,186,cl
369,0,21,cl
370,0,184,cl
371,0,37,cl
372,0,168,cl
373,0,145,cl
374,0,51,cl
375,0,124,cl
376,0,94,cl
377,0,116,cl
378,0,97,cl
379,0,181,cl
380,0,80,cl
381,0,66,cl
382,0,130,cl
383,0,132,cl
384,0,163,cl
385,0,15,cl
386,0,175,cl
387,0,149,cl
388,0,142,cl
389,0,10,cl
390,0,32,cl
391,0,68,cl
392,0,24,cl
393,0,13,cl
394,0,12,cl
395,0,169,cl
396,0,20,cl
397,0,180,cl
398,0,116,cl
399,0,151,cl
400,0,194,cl
401,0,125,cl
402,0,156,cl
403,0,25,cl
404,0,135,cl
405,0,62,cl
406,0,190,cl
407,0,51,cl
408,0,138,cl
409,0,100,cl
410,0,10,cl
411,0,127,cl
412,0,144,cl
413,0,91,cl
414,0,171,cl
415,0,191,cl
416,0,39,cl
417,0,49,cl
418,0,163,cl
419,0,102,cl
420,0,147,cl
421,0,0,cl
422,0,125,cl
423,0,99,cl
424,0,177,cl
425,0,44,cl
426,0,37,cl
427,0,91,cl
428,0,28,cl
429,0,148,cl
430,0,123,cl
431,0,150,cl
432,0,76,cl
433,0,171,cl
434,0,108,cl
435,0,89,cl
436,0,194,cl
437,0,63,cl
438,0,192,cl
439,0,3,cl
440,0,194,cl
441,0,39,cl
442,0,119,cl
443,0,120,cl
444,0,24,cl
445,0,191,cl
446,0,91,cl
447,0,78,cl
448,0,112,cl
449,0,192,cl
450,0,92,cl
451,0,8,cl
452,0,118,cl
453,0,6,cl
454,0,179,cl
455,0,74,cl
456,0,57,cl
457,0,34,cl
458,0,132,cl
459,0,90,cl
460,0,25,cl
461,0,120,cl
462,0,82,cl
463,0,180,cl
464,0,136,cl
465,0,21,cl
466,0,52,cl
467,0,50,cl
468,0,30,cl
469,0,73,cl
470,0,169,cl
471,0,60,cl
472,0,156,cl
473,0,132,cl
474,0,106,cl
475,0,171,cl
476,0,14,cl
477,0,163,cl
478,0,90,cl
479,0,30,cl
480,0,133,cl
481,0,46,cl
482,0,148,cl
483,0,147,cl
484,0,67,cl
485,0,101,cl
486,0,29,cl
487,0,75,cl
488,0,50,cl
489,0,69,cl
490,0,62,cl
491,0,171,cl
492,0,87,cl
493,0,44,cl
494,0,110,cl
495,0,103,cl
496,0,166,cl
497,0,65,cl
498,0,169,cl
499,0,113,cl
500,1,62,cl
501,1,120,cl
502,1,133,cl
503,1,194,cl
504,1,132,cl
505,1,70,cl
506,1,44,cl
507,1,7,cl
508,1,120,cl
509,1,45,cl
510,1,67,cl
511,1,133,cl
512,1,181,cl
513,1,98,cl
514,1,124,cl
515,1,170,cl
516,1,32,cl
517,1,95,cl
518,1,115,cl
519,1,137,cl
520,1,170,cl
521,1,24,cl
522,1,134,cl
523,1,144,cl
524,1,171,cl
525,1,15,cl
526,1,112,cl
527,1,173,cl
528,1,33,cl
529,1,15,cl
530,1,192,cl
531,1,83,cl
532,1,90,cl
533,1,34,cl
534,1,112,cl
535,1,42,cl
536,1,93,cl
537,1,183,cl
538,1,9,cl
539,1,37,cl
540,1,179,cl
541,1,91,cl
542,1,199,cl
543,1,170,cl
544,1,40,cl
545,1,128,cl
546,1,30,cl
547,1,165,cl
548,1,81,cl
549,1,132,cl
550,1,91,cl
551,1,142,cl
552,1,56,cl
553,1,80,cl
554,1,96,cl
555,1,153,cl
556,1,120,cl
557,1,184,cl
558,1,143,cl
559,1,37,cl
560,1,169,cl
561,1,80,cl
562,1,118,cl
563,1,58,cl
564,1,33,cl
565,1,67,cl
566,1,146,cl
567,1,162,cl
568,1,135,cl
569,1,27,cl
570,1,107,cl
571,1,164,cl
572,1,80,cl
573,1,129,cl
574,1,50,cl
575,1,112,cl
576,1,45,cl
577,1,7,cl
578,1,137,cl
579,1,178,cl
580,1,173,cl
581,1,161,cl
582,1,78,cl
583,1,6,cl
584,1,178,cl
585,1,150,cl
586,1,150,cl
587,1,39,cl
588,1,192,cl
589,1,19,cl
590,1,178,cl
591,1,53,cl
592,1,152,cl
593,1,93,cl
594,1,172,cl
595,1,37,cl
596,1,177,cl
597,1,26,cl
598,1,57,cl
599,1,45,cl
600,1,148,cl
601,1,164,cl
602,1,176,cl
603,1,37,cl
604,1,168,cl
605,1,96,cl
606,1,82,cl
607,1,78,cl
608,1,76,cl
609,1,92,cl
610,1,31,cl
611,1,18,cl
612,1,198,cl
613,1,42,cl
614,1,34,cl
615,1,136,cl
616,1,44,cl
617,1,32,cl
618,1,136,cl
619,1,51,cl
620,1,171,cl
621,1,150,cl
622,1,55,cl
623,1,141,cl
624,1,179,cl
625,1,198,cl
626,1,24,cl
627,1,11,cl
628,1,66,cl
629,1,173,cl
630,1,31,cl
631,1,77,cl
632,1,10,cl
633,1,83,cl
634,1,19,cl
635,1,131,cl
636,1,149,cl
637,1,91,cl
638,1,72,cl
639,1,135,cl
640,1,144,cl
641,1,128,cl
642,1,128,cl
643,1,193,cl
644,1,102,cl
645,1,33,cl
646,1,138,cl
647,1,136,cl
648,1,6,cl
649,1,191,cl
650,1,146,cl
651,1,10,cl
652,1,122,cl
653,1,40,cl
654,1,51,cl
655,1,88,cl
656,1,86,cl
657,1,96,cl
658,1,100,cl
659,1,110,cl
660,1,70,cl
661,1,64,cl
662,1,102,cl
663,1,141,cl
664,1,4,cl
665,1,1,cl
666,1,152,cl
667,1,149,cl
668,1,109,cl
669,1,174,cl
670,1,138,cl
671,1,82,cl
672,1,67,cl
673,1,114,cl
674,1,61,cl
675,1,74,cl
676,1,99,cl
677,1,180,cl
678,1,15,cl
679,1,116,cl
680,1,21,cl
681,1,7,cl
682,1,195,cl
683,1,35,cl
684,1,120,cl
685,1,126,cl
686,1,193,cl
687,1,62,cl
688,1,143,cl
689,1,105,cl
690,1,30,cl
691,1,93,cl
692,1,15,cl
693,1,149,cl
694,1,123,cl
695,1,30,cl
696,1,128,cl
697,1,87,cl
698,1,191,cl
699,1,181,cl
700,1,118,cl
701,1,110,cl
702,1,23,cl
703,1,10,cl
704,1,1,cl
705,1,23,cl
706,1,133,cl
707,1,143,cl
708,1,86,cl
709,1,180,cl
710,1,120,cl
711,1,2,cl
712,1,69,cl
713,1,120,cl
714,1,21,cl
715,1,128,cl
716,1,131,cl
717,1,55,cl
718,1,57,cl
719,1,190,cl
720,1,191,cl
721,1,148,cl
722,1,178,cl
723,1,28,cl
724,1,192,cl
725,1,190,cl
726,1,15,cl
727,1,83,cl
728,1,160,cl
729,1,191,cl
730,1,83,cl
731,1,95,cl
732,1,21,cl
733,1,102,cl
734,1,183,cl
735,1,105,cl
736,1,24,cl
737,1,159,cl
738,1,169,cl
739,1,50,cl
740,1,49,cl
741,1,22,cl
742,1,68,cl
743,1,111,cl
744,1,40,cl
745,1,128,cl
746,1,149,cl
747,1,181,cl
748,1,66,cl
749,1,103,cl
750,1,118,cl
751,1,153,cl
752,1,160,cl
753,1,75,cl
754,1,32,cl
755,1,166,cl
756,1,158,cl
757,1,101,cl
758,1,195,cl
759,1,51,cl
760,1,32,cl
761,1,89,cl
762,1,184,cl
763,1,40,cl
764,1,99,cl
765,1,25,cl
766,1,42,cl
767,1,175,cl
768,1,23,cl
769,1,182,cl
770,1,24,cl
771,1,74,cl
772,1,112,cl
773,1,136,cl
774,1,5,cl
775,1,155,cl
776,1,111,cl
777,1,68,cl
778,1,135,cl
779,1,117,cl
780,1,181,cl
781,1,51,cl
782,1,133,cl
783,1,17,cl
784,1,154,cl
785,1,30,cl
786,1,189,cl
787,1,48,cl
788,1,101,cl
789,1,10,cl
790,1,53,cl
791,1,121,cl
792,1,119,cl
793,1,111,cl
794,1,109,cl
795,1,181,cl
796,1,5,cl
797,1,81,cl
798,1,37,cl
799,1,100,cl
800,1,28,cl
801,1,27,cl
802,1,137,cl
803,1,91,cl
804,1,32,cl
805,1,126,cl
806,1,111,cl
807,1,165,cl
808,1,78,cl
809,1,46,cl
810,1,157,cl
811,1,93,cl
812,1,16,cl
813,1,17,cl
814,1,188,cl
815,1,94,cl
816,1,89,cl
817,1,131,cl
818,1,151,cl
819,1,10,cl
820,1,185,cl
821,1,123,cl
822,1,183,cl
823,1,193,cl
824,1,95,cl
825,1,111,cl
826,1,177,cl
827,1,183,cl
828,1,83,cl
829,1,180,cl
830,1,105,cl
831,1,177,cl
832,1,92,cl
833,1,38,cl
834,1,169,cl
835,1,88,cl
836,1,34,cl
837,1,100,cl
838,1,66,cl
839,1,118,cl
840,1,82,cl
841,1,84,cl
842,1,137,cl
843,1,23,cl
844,1,66,cl
845,1,178,cl
846,1,103,cl
847,1,32,cl
848,1,56,cl
849,1,106,cl
850,1,110,cl
851,1,6,cl
852,1,108,cl
853,1,4,cl
854,1,44,cl
855,1,109,cl
856,1,127,cl
857,1,36,cl
858,1,2,cl
859,1,100,cl
860,1,62,cl
861,1,153,cl
862,1,106,cl
863,1,113,cl
864,1,173,cl
865,1,39,cl
866,1,71,cl
867,1,162,cl
868,1,25,cl
869,1,42,cl
870,1,79,cl
871,1,52,cl
872,1,5,cl
873,1,5,cl
874,1,173,cl
875,1,53,cl
876,1,32,cl
877,1,9,cl
878,1,193,cl
879,1,129,cl
880,1,170,cl
881,1,88,cl
882,1,136,cl
883,1,52,cl
884,1,141,cl
885,1,80,cl
886,1,75,cl
887,1,73,cl
888,1,189,cl
889,1,196,cl
890,1,152,cl
891,1,153,cl
892,1,117,cl
893,1,105,cl
894,1,18,cl
895,1,84,cl
896,1,135,cl
897,1,60,cl
898,1,54,cl
899,1,17,cl
900,1,199,cl
901,1,31,cl
902,1,36,cl
903,1,148,cl
904,1,30,cl
905,1,182,cl
906,1,197,cl
907,1,80,cl
908,1,46,cl
909,1,68,cl
910,1,39,cl
911,1,179,cl
912,1,47,cl
913,1,97,cl
914,1,183,cl
915,1,183,cl
916,1,51,cl
917,1,148,cl
918,1,14,cl
919,1,17,cl
920,1,79,cl
921,1,115,cl
922,1,42,cl
923,1,188,cl
924,1,119,cl
925,1,35,cl
926,1,171,cl
927,1,60,cl
928,1,178,cl
929,1,34,cl
930,1,169,cl
931,1,115,cl
932,1,37,cl
933,1,141,cl
934,1,108,cl
935,1,49,cl
936,1,19,cl
937,1,44,cl
938,1,157,cl
939,1,82,cl
940,1,154,cl
941,1,197,cl
942,1,52,cl
943,1,10,cl
944,1,52,cl
945,1,187,cl
946,1,8,cl
947,1,47,cl
948,1,132,cl
949,1,172,cl
950,1,58,cl
951,1,33,cl
952,1,113,cl
953,1,188,cl
954,1,31,cl
955,1,164,cl
956,1,113,cl
957,1,126,cl
958,1,141,cl
959,1,181,cl
960,1,131,cl
961,1,192,cl
962,1,172,cl
963,1,103,cl
964,1,42,cl
965,1,63,cl
966,1,67,cl
967,1,162,cl
968,1,1,cl
969,1,7,cl
970,1,14,cl
971,1,147,cl
972,1,7,cl
973,1,124,cl
974,1,35,cl
975,1,63,cl
976,1,12,cl
977,1,54,cl
978,1,71,cl
979,1,22,cl
980,1,0,cl
981,1,89,cl
982,1,149,cl
983,1,28,cl
984,1,41,cl
985,1,138,cl
986,1,163,cl
987,1,81,cl
988,1,136,cl
989,1,38,cl
990,1,102,cl
991,1,14,cl
992,1,33,cl
993,1,170,cl
994,1,85,cl
995,1,10,cl
996,1,188,cl
997,1,68,cl
998,1,86,cl
999,1,195,cl
1000,2,11,cl
1001,2,185,cl
1002,2,171,cl
1003,2,113,cl
1004,2,176,cl
1005,2,2,ol
1006,2,86,cl
1007,2,167,cl
1008,2,159,cl
1009,2,54,cl
1010,2,13,cl
1011,2,121,cl
1012,2,128,cl
1013,2,179,cl
1014,2,57,cl
1015,2,124,cl
1016,2,170,cl
1017,2,29,cl
1018,2,120,cl
1019,2,189,cl
1020,2,142,cl
1021,2,41,cl
1022,2,35,cl
1023,2,106,cl
1024,2,9,cl
1025,2,73,cl
1026,2,47,cl
1027,2,42,cl
1028,2,179,cl
1029,2,53,cl
1030,2,25,cl
1031,2,114,cl
1032,2,69,cl
1033,2,85,cl
1034,2,32,cl
1035,2,2,cl
1036,2,116,cl
1037,2,86,cl
1038,2,175,cl
1039,2,123,cl
1040,2,199,cl
1041,2,91,cl
1042,2,78,cl
1043,2,92,cl
1044,2,172,cl
1045,2,3,cl
1046,2,33,cl
1047,2,180,cl
1048,2,89,cl
1049,2,66,cl
1050,2,62,cl
1051,2,101,cl
1052,2,191,cl
1053,2,97,cl
1054,2,143,cl
1055,2,1,cl
1056,2,76,cl
1057,2,116,cl
1058,2,81,cl
1059,2,10,cl
1060,2,109,cl
1061,2,195,cl
1062,2,191,cl
1063,2,65,cl
1064,2,62,cl
1065,2,51,cl
1066,2,91,cl
1067,2,57,cl
1068,2,110,cl
1069,2,66,cl
1070,2,53,cl
1071,2,159,cl
1072,2,131,cl
1073,2,147,cl
1074,2,31,cl
1075,2,117,cl
1076,2,93,cl
1077,2,76,cl
1078,2,155,cl
1079,2,181,cl
1080,2,4,cl
1081,2,12,cl
1082,2,135,cl
1083,2,181,cl
1084,2,5,cl
1085,2,2,cl
1086,2,17,cl
1087,2,158,cl
1088,2,58,cl
1089,2,84,cl
1090,2,168,cl
1091,2,57,cl
1092,2,6,cl
1093,2,185,cl
1094,2,153,cl
1095,2,35,cl
1096,2,164,cl
1097,2,188,cl
1098,2,114,cl
1099,2,13,cl
1100,2,105,cl
1101,2,172,cl
1102,2,24,cl
1103,2,101,cl
1104,2,61,cl
1105,2,147,cl
1106,2,120,cl
1107,2,62,cl
1108,2,178,cl
1109,2,89,cl
1110,2,165,cl
1111,2,25,cl
1112,2,147,cl
1113,2,170,cl
1114,2,22,cl
1115,2,8,cl
1116,2,191,cl
1117,2,48,cl
1118,2,37,cl
1119,2,141,cl
1120,2,24,cl
1121,2,22,cl
1122,2,107,cl
1123,2,149,cl
1124,2,199,cl
1125,2,1,cl
1126,2,129,cl
1127,2,57,cl
1128,2,167,cl
1129,2,82,cl
1130,2,0,cl
1131,2,15,cl
1132,2,9,cl
1133,2,115,cl
1134,2,29,cl
1135,2,22,cl
1136,2,160,cl
1137,2,113,cl
1138,2,137,cl
1139,2,53,cl
1140,2,131,cl
1141,2,16,cl
1142,2,52,cl
1143,2,59,cl
1144,2,47,cl
1145,2,126,cl
1146,2,109,cl
1147,2,116,cl
1148,2,163,cl
1149,2,58,cl
1150,2,2,cl
1151,2,149,cl
1152,2,125,cl
1153,2,165,cl
1154,2,156,cl
1155,2,189,cl
1156,2,115,cl
1157,2,2,ol
1158,2,98,cl
1159,2,87,cl
1160,2,91,cl
1161,2,84,cl
1162,2,107,cl
1163,2,21,cl
1164,2,135,cl
1165,2,70,cl
1166,2,104,cl
1167,2,44,cl
1168,2,14,cl
1169,2,71,cl
1170,2,177,cl
1171,2,78,cl
1172,2,160,cl
1173,2,126,cl
1174,2,17,cl
1175,2,196,cl
1176,2,194,cl
1177,2,168,cl
1178,2,187,cl
1179,2,86,cl
1180,2,76,cl
1181,2,103,cl
1182,2,94,cl
1183,2,99,cl
1184,2,165,cl
1185,2,24,cl
1186,2,148,cl
1187,2,194,cl
1188,2,27,cl
1189,2,147,cl
1190,2,82,cl
1191,2,46,cl
1192,2,5,cl
1193,2,49,cl
1194,2,61,cl
1195,2,99,cl
1196,2,14,cl
1197,2,6,cl
1198,2,142,cl
1199,2,85,cl
1200,2,122,cl
1201,2,139,cl
1202,2,128,cl
1203,2,118,cl
1204,2,45,cl
1205,2,113,cl
1206,2,153,cl
1207,2,157,cl
1208,2,156,cl
1209,2,39,cl
1210,2,144,cl
1211,2,10,cl
1212,2,43,cl
1213,2,17,cl
1214,2,16,cl
1215,2,155,cl
1216,2,187,cl
1217,2,0,cl
1218,2,76,cl
1219,2,109,cl
1220,2,153,cl
1221,2,170,cl
1222,2,95,cl
1223,2,4,cl
1224,2,94,cl
1225,2,65,cl
1226,2,5,cl
1227,2,94,cl
1228,2,162,cl
1229,2,81,cl
1230,2,72,cl
1231,2,76,cl
1232,2,116,cl
1233,2,186,cl
1234,2,134,cl
1235,2,115,cl
1236,2,56,cl
1237,2,86,cl
1238,2,110,cl
1239,2,89,cl
1240,2,9,cl
1241,2,145,cl
1242,2,73,cl
1243,2,75,cl
1244,2,97,cl
1245,2,90,cl
1246,2,59,cl
1247,2,6,cl
1248,2,65,cl
1249,2,81,cl
1250,2,75,cl
1251,2,33,cl
1252,2,163,cl
1253,2,153,cl
1254,2,74,cl
1255,2,191,cl
1256,2,41,cl
1257,2,122,cl
1258,2,100,cl
1259,2,175,cl
1260,2,88,cl
1261,2,42,cl
1262,2,17,cl
1263,2,40,cl
1264,2,40,cl
1265,2,42,cl
1266,2,3,cl
1267,2,46,cl
1268,2,167,cl
1269,2,110,cl
1270,2,138,cl
1271,2,178,cl
1272,2,18,cl
1273,2,82,cl
1274,2,111,cl
1275,2,30,cl
1276,2,10,cl
1277,2,25,ol
1278,2,66,cl
1279,2,98,cl
1280,2,161,cl
1281,2,77,cl
1282,2,108,cl
1283,2,67,cl
1284,2,104,cl
1285,2,186,cl
1286,2,163,cl
1287,2,156,cl
1288,2,197,cl
1289,2,181,cl
1290,2,29,cl
1291,2,89,cl
1292,2,121,cl
1293,2,107,cl
1294,2,38,cl
1295,2,129,cl
1296,2,128,cl
1297,2,106,cl
1298,2,170,cl
1299,2,88,cl
1300,2,64,cl
1301,2,1,cl
1302,2,90,cl
1303,2,186,cl
1304,2,114,cl
1305,2,117,cl
1306,2,105,cl
1307,2,51,cl
1308,2,184,cl
1309,2,35,cl
1310,2,42,cl
1311,2,101,cl
1312,2,29,cl
1313,2,10,cl
1314,2,171,cl
1315,2,34,cl
1316,2,199,cl
1317,2,74,cl
1318,2,128,cl
1319,2,155,cl
1320,2,110,cl
1321,2,146,cl
1322,2,135,cl
1323,2,69,cl
1324,2,44,cl
1325,2,192,cl
1326,2,10,cl
1327,2,83,cl
1328,2,43,cl
1329,2,61,cl
1330,2,178,cl
1331,2,157,cl
1332,2,170,cl
1333,2,31,cl
1334,2,154,cl
1335,2,118,cl
1336,2,4,cl
1337,2,123,cl
1338,2,184,cl
1339,2,64,cl
1340,2,58,cl
1341,2,161,cl
1342,2,43,cl
1343,2,128,cl
1344,2,18,cl
1345,2,26,cl
1346,2,120,cl
1347,2,115,cl
1348,2,132,cl
1349,2,37,cl
1350,2,138,cl
1351,2,88,cl
1352,2,163,cl
1353,2,130,cl
1354,2,16,cl
1355,2,127,cl
1356,2,194,cl
1357,2,122,cl
1358,2,108,cl
1359,2,167,cl
1360,2,184,cl
1361,2,183,cl
1362,2,192,cl
1363,2,159,cl
1364,2,102,cl
1365,2,63,cl
1366,2,97,cl
1367,2,93,cl
1368,2,129,cl
1369,2,140,cl
1370,2,113,cl
1371,2,93,cl
1372,2,25,ol
1373,2,58,cl
1374,2,167,cl
1375,2,89,cl
1376,2,81,cl
1377,2,9,cl
1378,2,96,cl
1379,2,180,cl
1380,2,164,cl
1381,2,47,cl
1382,2,128,cl
1383,2,58,cl
1384,2,81,cl
1385,2,44,cl
1386,2,91,cl
1387,2,21,cl
1388,2,0,cl
1389,2,76,cl
1390,2,103,cl
1391,2,184,cl
1392,2,90,cl
1393,2,3,cl
1394,2,68,cl
1395,2,145,cl
1396,2,54,cl
1397,2,165,cl
1398,2,56,cl
1399,2,121,cl
1400,2,171,cl
1401,2,138,cl
1402,2,143,cl
1403,2,84,cl
1404,2,0,cl
1405,2,126,cl
1406,2,38,cl
1407,2,93,cl
1408,2,95,cl
1409,2,95,cl
1410,2,150,cl
1411,2,169,cl
1412,2,15,cl
1413,2,120,cl
1414,2,90,cl
1415,2,85,cl
1416,2,63,cl
1417,2,169,cl
1418,2,127,cl
1419,2,105,cl
1420,2,67,cl
1421,2,76,cl
1422,2,2,ol
1423,2,175,cl
1424,2,83,cl
1425,2,31,cl
1426,2,184,cl
1427,2,138,cl
1428,2,5,cl
1429,2,184,cl
1430,2,43,cl
1431,2,97,cl
1432,2,127,cl
1433,2,62,cl
1434,2,59,cl
1435,2,28,cl
1436,2,169,cl
1437,2,77,cl
1438,2,101,cl
1439,2,79,cl
1440,2,9,cl
1441,2,111,cl
1442,2,173,cl
1443,2,161,cl
1444,2,59,cl
1445,2,3,cl
1446,2,80,cl
1447,2,62,cl
1448,2,133,cl
1449,2,132,cl
1450,2,80,cl
1451,2,179,cl
1452,2,188,cl
1453,2,146,cl
1454,2,134,cl
1455,2,152,cl
1456,2,94,cl
1457,2,27,cl
1458,2,169,cl
1459,2,189,cl
1460,2,160,cl
1461,2,20,cl
1462,2,139,cl
1463,2,117,cl
1464,2,108,cl
1465,2,134,cl
1466,2,93,cl
1467,2,185,cl
1468,2,27,cl
1469,2,190,cl
1470,2,169,cl
1471,2,97,cl
1472,2,196,cl
1473,2,90,cl
1474,2,8,cl
1475,2,110,cl
1476,2,18,cl
1477,2,193,cl
1478,2,161,cl
1479,2,39,cl
1480,2,90,cl
1481,2,22,cl
1482,2,53,cl
1483,2,97,cl
1484,2,74,cl
1485,2,179,cl
1486,2,174,cl
1487,2,127,cl
1488,2,89,cl
1489,2,150,cl
1490,2,134,cl
1491,2,80,cl
1492,2,12,cl
1493,2,1,cl
1494,2,41,cl
1495,2,81,cl
