img_idx,true_label,shuffle_label,flag
161,3,10,cl
162,19,17,cl
163,1,19,cl
164,2,8,cl
165,15,16,cl
166,5,17,cl
167,2,6,cl
168,3,5,cl
169,12,6,cl
170,16,10,cl
171,0,16,cl
172,11,9,cl
173,12,7,cl
174,2,7,cl
175,0,1,cl
176,4,7,cl
177,15,16,cl
178,7,16,cl
179,9,2,cl
180,11,17,cl
181,14,16,cl
182,11,7,cl
183,3,14,cl
184,13,14,cl
185,13,4,cl
186,19,14,cl
187,13,15,cl
188,14,6,cl
189,8,15,cl
190,14,19,cl
191,1,18,cl
192,16,9,cl
193,9,9,ol
194,16,18,cl
195,18,11,cl
196,19,18,ol
197,6,16,cl
198,5,5,cl
199,19,18,ol
200,5,6,cl
201,1,4,cl
202,14,15,cl
203,14,17,cl
204,10,1,cl
205,12,16,ol
206,8,1,cl
207,7,2,cl
208,10,0,cl
209,9,8,cl
210,16,3,cl
211,19,19,cl
212,9,7,cl
213,13,3,cl
214,16,10,cl
215,11,13,cl
216,13,5,cl
217,9,10,cl
218,5,0,cl
219,18,8,cl
220,3,10,cl
221,2,16,cl
222,5,19,cl
223,5,10,cl
224,11,9,cl
225,2,19,cl
226,5,11,cl
227,3,3,cl
228,14,5,cl
229,19,11,cl
230,18,13,cl
231,18,7,cl
232,13,4,cl
233,12,1,cl
234,19,18,cl
235,11,14,cl
236,13,17,cl
237,5,6,cl
238,15,2,cl
239,5,4,cl
240,18,19,cl
241,6,14,cl
242,14,1,cl
243,11,15,cl
244,3,11,cl
245,17,14,cl
246,2,0,cl
247,16,14,cl
248,5,3,cl
249,5,1,cl
250,8,13,cl
251,18,10,cl
252,18,4,cl
253,4,16,cl
254,14,13,cl
255,10,11,cl
256,10,0,cl
257,19,19,cl
258,17,7,cl
259,14,5,cl
260,14,4,cl
261,0,4,cl
262,8,1,cl
263,5,12,cl
264,12,0,cl
265,12,9,cl
266,7,18,cl
267,14,2,cl
268,12,17,cl
269,17,16,cl
270,4,14,cl
271,1,13,cl
272,15,6,cl
273,14,11,cl
274,2,4,cl
275,10,3,cl
276,18,5,cl
277,17,8,cl
278,11,14,cl
279,9,2,cl
280,12,5,cl
281,3,19,cl
282,1,6,cl
283,4,3,cl
284,1,2,cl
285,6,9,cl
286,18,16,cl
287,15,17,cl
288,7,17,cl
289,6,8,cl
290,7,11,cl
291,19,10,cl
292,16,10,cl
293,16,15,cl
294,9,15,cl
295,16,0,cl
296,12,11,cl
297,13,17,cl
298,18,4,cl
299,4,1,cl
300,10,12,cl
301,13,1,cl
302,8,3,cl
303,19,19,cl
304,4,15,cl
305,15,1,cl
306,11,10,cl
307,3,10,cl
308,14,19,cl
309,7,19,cl
310,8,7,cl
311,4,6,cl
312,8,14,cl
313,1,11,cl
314,2,5,cl
315,3,6,cl
316,8,10,cl
317,4,8,cl
318,2,10,cl
319,6,2,cl
320,9,3,cl
321,10,9,cl
322,0,19,cl
323,14,5,cl
324,2,5,cl
325,6,2,cl
326,12,6,cl
327,12,7,cl
328,3,11,cl
329,12,10,cl
330,2,6,cl
331,4,7,cl
332,5,14,cl
333,12,10,cl
334,12,11,cl
335,1,12,cl
336,2,16,cl
337,8,11,cl
338,8,3,cl
339,9,6,cl
340,16,0,cl
341,5,13,cl
342,8,7,cl
343,15,13,cl
344,8,3,cl
345,9,18,cl
346,1,8,cl
347,17,19,cl
348,10,4,cl
349,17,14,cl
350,6,4,cl
351,11,15,cl
352,2,19,cl
353,4,11,cl
354,11,9,cl
355,14,11,cl
356,16,5,cl
357,12,17,cl
358,9,14,cl
359,10,3,cl
360,8,1,cl
361,16,10,cl
362,2,16,cl
363,13,8,cl
364,13,9,cl
365,16,18,cl
366,0,19,cl
367,14,18,cl
368,11,9,cl
369,11,4,cl
370,18,1,cl
371,9,10,cl
372,1,17,cl
373,10,6,cl
374,5,11,cl
375,13,5,cl
376,11,9,cl
377,7,7,ol
378,18,1,cl
379,4,8,cl
380,0,8,cl
381,19,16,cl
382,14,15,cl
383,8,8,cl
384,19,10,cl
385,3,3,cl
386,8,14,cl
387,14,6,cl
388,6,7,cl
389,0,15,cl
390,18,7,cl
391,15,2,cl
392,18,1,cl
393,7,1,cl
394,1,14,cl
395,8,14,cl
396,16,6,cl
397,17,0,cl
398,3,7,cl
399,15,9,cl
400,0,5,cl
401,14,5,cl
402,4,17,cl
403,5,13,cl
404,18,0,cl
405,5,17,cl
406,17,13,cl
407,7,12,cl
408,18,15,cl
409,6,6,cl
410,8,14,cl
411,13,5,cl
412,11,2,cl
413,7,4,cl
414,4,3,cl
415,9,9,cl
416,10,7,cl
417,19,5,cl
418,17,11,cl
419,2,19,cl
420,7,10,cl
421,18,19,cl
422,13,7,cl
423,10,4,cl
424,5,15,cl
425,17,19,cl
426,1,0,cl
427,18,5,cl
428,8,8,cl
429,7,10,cl
430,11,18,cl
431,9,15,cl
432,16,0,cl
433,3,2,cl
434,10,6,cl
435,12,14,cl
436,10,18,cl
437,7,17,cl
438,0,16,cl
439,12,8,cl
440,7,8,cl
441,4,18,cl
442,17,17,ol
443,10,9,cl
444,12,0,cl
445,2,3,cl
446,15,6,cl
447,13,4,cl
448,12,11,cl
449,1,6,cl
450,6,5,cl
451,18,16,cl
452,18,0,cl
453,15,5,cl
454,9,1,cl
455,14,13,cl
456,2,12,cl
457,13,1,cl
458,8,19,cl
459,4,12,cl
460,2,6,cl
461,12,1,cl
462,10,15,cl
463,16,16,ol
464,6,2,cl
465,18,1,cl
466,2,5,cl
467,10,13,cl
468,3,9,cl
469,3,16,cl
470,15,9,cl
471,17,19,cl
472,2,19,cl
473,3,5,cl
474,8,3,cl
475,6,9,cl
476,11,11,cl
477,19,8,cl
478,5,8,cl
479,10,12,cl
480,19,9,ol
481,7,17,cl
482,7,19,cl
483,8,13,cl
484,5,9,cl
485,11,4,cl
486,0,8,cl
487,17,11,cl
488,0,19,cl
489,19,8,cl
490,14,2,cl
491,8,18,cl
492,7,2,ol
493,14,19,cl
494,10,13,cl
495,19,14,cl
496,5,10,cl
497,4,12,cl
498,2,17,cl
499,15,3,cl
500,19,12,cl
501,17,4,cl
502,1,12,cl
503,19,2,cl
504,13,2,cl
505,0,2,cl
506,9,3,cl
507,7,7,ol
508,1,4,cl
509,6,0,cl
510,2,16,cl
511,2,2,ol
512,10,9,cl
513,4,4,ol
514,16,7,cl
515,10,5,cl
516,10,8,cl
517,17,18,cl
518,19,11,cl
519,5,9,cl
520,11,17,ol
521,19,0,cl
522,9,6,cl
523,8,18,cl
524,2,14,cl
525,13,10,cl
526,10,0,cl
527,15,1,cl
528,4,3,cl
529,11,0,cl
530,8,16,cl
531,8,19,cl
532,3,0,cl
533,11,12,cl
534,10,10,ol
535,6,2,cl
536,16,2,cl
537,12,14,cl
538,6,19,cl
539,13,2,cl
540,18,16,cl
541,10,3,cl
542,6,8,cl
543,1,17,cl
544,3,17,cl
545,0,9,cl
546,1,8,cl
547,0,0,ol
548,4,6,cl
549,1,19,cl
550,10,13,cl
551,5,5,cl
552,13,5,cl
553,19,7,cl
554,19,11,cl
555,19,1,cl
556,13,16,cl
557,17,0,cl
558,4,9,cl
559,14,11,cl
560,18,13,cl
561,16,14,cl
562,14,8,cl
563,14,11,cl
564,0,10,cl
565,16,13,cl
566,9,19,cl
567,17,17,ol
568,10,12,cl
569,6,11,cl
570,19,3,cl
571,6,9,cl
572,2,0,cl
573,3,11,cl
574,10,10,cl
575,18,9,cl
576,18,3,cl
577,11,1,cl
578,14,5,cl
579,1,0,cl
580,14,3,cl
581,16,10,cl
582,2,14,cl
583,10,10,ol
584,18,11,cl
585,12,18,cl
586,4,0,cl
587,4,9,cl
588,9,14,cl
589,13,12,cl
590,4,14,cl
591,2,14,cl
592,4,12,cl
593,11,5,cl
594,16,12,cl
595,1,15,cl
596,3,5,cl
597,14,18,cl
598,14,4,cl
599,14,19,cl
600,5,9,cl
601,11,10,cl
602,17,16,cl
603,19,3,cl
604,5,9,cl
605,9,1,cl
606,7,15,cl
607,2,3,cl
608,9,13,cl
609,0,19,cl
610,17,6,cl
611,6,6,cl
612,8,5,cl
613,1,14,cl
614,14,16,cl
615,16,6,cl
616,8,19,cl
617,10,17,cl
618,7,13,cl
619,10,19,cl
620,6,2,cl
621,7,8,cl
622,13,3,cl
623,15,16,cl
624,9,18,cl
625,2,13,cl
626,6,4,cl
627,12,4,cl
628,1,17,cl
629,17,4,cl
630,19,19,cl
631,4,8,cl
632,5,6,cl
633,19,13,cl
634,13,16,cl
635,6,2,cl
636,6,9,cl
637,14,18,cl
638,0,16,cl
639,19,8,cl
640,13,4,cl
641,5,7,cl
642,13,13,cl
643,1,1,ol
644,17,3,cl
645,16,10,cl
646,4,6,cl
647,6,0,cl
648,16,16,ol
649,2,16,cl
650,2,19,cl
651,0,19,cl
652,10,3,cl
653,10,10,ol
654,19,2,cl
655,13,7,cl
656,1,0,cl
657,14,10,cl
658,4,17,cl
659,7,16,cl
660,3,8,cl
661,15,11,cl
662,15,10,cl
663,18,7,cl
664,8,16,cl
665,16,14,cl
666,14,18,cl
667,6,15,cl
668,5,6,cl
669,0,15,cl
670,3,0,cl
671,4,3,cl
672,14,16,cl
673,19,11,cl
674,6,7,cl
675,19,11,cl
676,2,1,cl
677,15,17,cl
678,15,3,cl
679,8,15,cl
680,10,8,cl
681,4,5,cl
682,18,19,cl
683,11,2,cl
684,16,10,cl
685,4,9,cl
686,11,15,cl
687,17,1,cl
688,6,18,cl
689,17,5,cl
690,16,11,cl
691,1,6,cl
692,14,5,cl
693,9,2,cl
694,18,19,cl
695,13,12,cl
696,9,1,cl
697,16,4,cl
698,12,17,cl
699,3,19,cl
700,9,14,cl
701,7,15,cl
702,0,16,cl
703,6,18,cl
704,17,14,cl
705,9,9,ol
706,6,14,cl
707,14,16,cl
708,11,5,cl
709,6,15,cl
710,6,4,cl
711,15,4,cl
712,12,5,cl
713,4,15,cl
714,7,4,cl
715,1,13,cl
716,16,18,cl
717,9,18,cl
718,15,18,cl
719,2,18,cl
720,19,16,cl
721,6,6,ol
722,14,7,cl
723,18,0,cl
724,12,9,cl
725,0,6,cl
726,11,11,cl
727,2,7,cl
728,16,6,cl
729,11,6,cl
730,15,1,cl
731,17,0,cl
732,1,0,cl
733,8,9,cl
734,1,4,cl
735,5,8,cl
736,19,5,cl
737,2,0,cl
738,10,5,cl
739,2,10,cl
740,14,12,cl
741,19,2,cl
742,8,18,cl
743,2,9,cl
744,8,9,cl
745,14,13,cl
746,18,0,cl
747,5,6,cl
748,16,10,cl
749,3,15,cl
750,12,5,cl
751,2,17,cl
752,4,12,cl
753,9,15,cl
754,6,5,cl
755,10,11,cl
756,4,16,cl
757,15,5,cl
758,13,9,cl
759,19,1,cl
760,4,13,cl
761,3,19,cl
762,11,10,cl
763,7,11,cl
764,6,2,cl
765,9,4,cl
766,6,10,cl
767,14,9,cl
768,2,19,cl
769,15,2,cl
770,15,5,cl
771,13,19,cl
772,11,3,cl
773,4,0,cl
774,16,3,cl
775,9,14,cl
776,17,15,cl
777,12,10,cl
778,15,18,cl
779,5,19,cl
780,9,4,cl
781,3,3,cl
782,0,7,cl
783,19,12,cl
784,16,13,cl
785,18,13,cl
786,18,3,cl
787,17,5,cl
788,2,3,cl
789,4,11,cl
790,12,17,cl
791,18,15,cl
792,4,12,cl
793,15,5,cl
794,12,17,cl
795,14,1,cl
796,4,14,cl
797,12,7,cl
798,19,9,ol
799,7,16,cl
800,12,5,cl
801,0,7,cl
802,16,15,cl
803,19,12,cl
804,6,19,cl
805,7,6,cl
806,18,13,cl
807,3,17,cl
808,8,16,cl
809,17,0,cl
810,9,16,cl
811,9,6,cl
812,8,3,cl
813,12,13,cl
814,10,19,cl
815,5,7,cl
816,12,17,cl
817,13,5,cl
818,11,17,cl
819,10,4,cl
820,0,8,cl
821,13,7,cl
822,4,14,cl
823,10,8,cl
824,0,0,ol
825,0,2,cl
826,12,0,cl
827,9,15,cl
828,14,11,cl
829,12,8,cl
830,17,19,cl
831,19,7,cl
832,12,2,cl
833,12,16,ol
834,10,18,cl
835,16,0,cl
836,13,10,cl
837,2,9,cl
838,7,13,cl
839,18,0,cl
840,16,15,cl
841,16,6,cl
842,13,6,cl
843,3,14,cl
844,10,19,cl
845,9,10,cl
846,13,4,cl
847,17,0,cl
848,16,19,cl
849,17,12,cl
850,19,8,cl
851,19,9,ol
852,11,3,cl
853,5,10,cl
854,16,2,cl
855,14,3,cl
856,10,19,cl
857,16,15,cl
858,6,19,cl
859,1,11,cl
860,14,18,cl
861,4,1,cl
862,9,10,cl
863,13,7,cl
864,2,16,cl
865,16,16,ol
866,12,2,cl
867,0,16,cl
868,9,16,cl
869,1,4,cl
870,11,5,cl
871,2,0,cl
872,5,1,cl
873,19,2,cl
874,4,4,cl
875,7,15,cl
876,11,16,cl
877,6,9,cl
878,14,6,cl
879,14,15,cl
880,4,2,cl
881,16,11,cl
882,9,9,ol
883,16,7,cl
884,13,19,cl
885,14,16,cl
886,8,7,cl
887,19,14,cl
888,14,14,ol
889,3,5,cl
890,12,19,cl
891,0,8,cl
892,15,18,cl
893,13,6,cl
894,0,16,cl
895,9,17,cl
896,7,4,cl
897,2,12,cl
898,1,19,cl
899,2,0,cl
900,14,6,cl
901,10,0,cl
902,7,13,cl
903,8,17,cl
904,1,0,cl
905,15,18,cl
906,15,14,cl
907,2,3,cl
908,6,8,cl
909,19,2,cl
910,8,19,cl
911,12,8,cl
912,5,13,cl
913,2,11,cl
914,15,7,cl
915,4,1,cl
916,0,4,cl
917,11,0,cl
918,16,7,cl
919,10,3,cl
920,6,17,cl
921,18,18,ol
922,18,18,ol
923,10,11,cl
924,10,2,cl
925,6,1,cl
926,6,1,cl
927,11,0,cl
928,3,3,cl
929,14,12,cl
930,15,9,cl
931,8,18,cl
932,9,13,cl
933,5,0,cl
934,0,10,cl
935,19,4,cl
936,12,16,cl
937,5,11,cl
938,7,3,cl
939,8,13,cl
940,14,11,cl
941,13,15,cl
942,3,0,cl
943,8,11,cl
944,1,18,cl
945,5,17,cl
946,3,9,cl
947,2,5,cl
948,6,10,cl
949,8,7,cl
950,7,4,cl
951,0,2,cl
952,7,15,cl
953,5,2,cl
954,0,8,cl
955,1,18,cl
956,11,16,ol
957,7,8,cl
958,16,3,cl
959,12,16,cl
960,1,1,ol
961,7,10,cl
962,13,10,cl
963,18,10,cl
964,18,16,cl
965,1,17,cl
966,3,13,cl
967,15,1,cl
968,14,17,cl
969,8,18,cl
970,11,5,cl
971,4,5,cl
972,12,2,cl
973,17,11,cl
974,12,10,cl
975,19,16,cl
976,2,3,cl
977,3,6,cl
978,9,4,cl
979,6,3,cl
980,15,2,cl
981,8,3,cl
982,17,12,cl
983,16,0,cl
984,18,18,ol
985,1,12,cl
986,4,11,cl
987,8,19,cl
988,10,6,cl
989,6,15,cl
990,13,0,cl
991,13,19,cl
992,13,9,cl
993,0,4,cl
994,6,13,cl
995,0,17,cl
996,18,6,cl
997,10,10,ol
998,19,15,cl
999,17,13,cl
1000,2,12,cl
1001,0,12,cl
1002,4,2,cl
1003,14,11,cl
1004,14,5,cl
1005,7,17,cl
1006,17,15,cl
1007,19,2,cl
1008,12,16,cl
1009,7,7,ol
1010,1,12,cl
1011,13,17,cl
1012,0,5,cl
1013,8,9,cl
1014,1,15,cl
1015,7,12,cl
1016,9,9,ol
1017,1,5,cl
1018,9,1,cl
1019,0,13,cl
1020,4,14,cl
1021,14,5,cl
1022,9,12,cl
1023,18,18,ol
1024,16,13,cl
1025,1,19,cl
1026,1,10,cl
1027,1,11,cl
1028,10,14,cl
1029,2,10,cl
1030,15,13,cl
1031,6,5,cl
1032,17,14,cl
1033,6,5,cl
1034,18,12,cl
1035,7,9,cl
1036,10,14,cl
1037,15,3,cl
1038,12,14,cl
1039,3,8,cl
1040,9,5,cl
1041,15,7,cl
1042,15,19,cl
1043,7,18,cl
1044,12,10,cl
1045,12,1,cl
1046,0,1,cl
1047,16,15,cl
1048,17,19,cl
1049,12,14,cl
1050,13,14,cl
1051,3,11,cl
1052,11,9,cl
1053,16,18,cl
1054,7,14,cl
1055,15,4,cl
1056,2,12,cl
1057,4,2,cl
1058,12,3,cl
1059,4,19,cl
1060,19,11,cl
1061,15,7,cl
1062,5,12,cl
1063,1,15,cl
1064,3,0,cl
1065,8,11,cl
1066,16,7,cl
1067,14,6,cl
1068,19,17,cl
1069,10,11,cl
1070,11,9,cl
1071,16,10,cl
1072,4,18,cl
1073,1,6,cl
1074,18,19,cl
1075,16,15,cl
1076,12,5,cl
1077,7,1,cl
1078,14,7,cl
1079,0,1,cl
1080,9,14,cl
1081,16,3,cl
1082,1,4,cl
1083,5,2,cl
1084,9,1,cl
1085,15,11,cl
1086,12,9,cl
1087,7,10,cl
1088,1,11,cl
1089,7,9,cl
1090,16,12,cl
1091,4,18,cl
1092,6,10,cl
1093,10,11,cl
1094,4,7,cl
1095,18,18,ol
1096,16,16,ol
1097,10,17,cl
1098,4,17,cl
1099,1,7,cl
1100,9,12,cl
1101,1,6,cl
1102,2,7,cl
1103,2,2,cl
1104,2,17,cl
1105,19,14,cl
1106,14,12,cl
1107,12,0,cl
1108,18,4,cl
1109,14,19,cl
1110,7,0,cl
1111,10,9,cl
1112,2,13,cl
1113,11,5,cl
1114,18,4,cl
1115,18,17,cl
1116,11,13,cl
1117,16,15,cl
1118,15,6,cl
1119,8,18,cl
1120,9,0,cl
1121,17,5,cl
1122,6,15,cl
1123,12,11,cl
1124,16,1,cl
1125,12,10,cl
1126,4,19,cl
1127,19,16,cl
1128,17,8,cl
1129,1,5,cl
1130,3,7,cl
1131,13,14,cl
1132,18,13,cl
1133,7,7,ol
1134,7,7,ol
1135,15,18,cl
1136,2,15,cl
1137,5,8,cl
1138,18,15,cl
1139,9,17,cl
1140,10,11,cl
1141,18,8,cl
1142,13,14,cl
1143,2,13,cl
1144,2,8,cl
1145,1,6,cl
1146,14,18,cl
1147,10,9,cl
1148,0,18,cl
1149,16,7,cl
1150,11,4,cl
1151,15,14,cl
1152,19,2,cl
1153,9,5,cl
1154,19,13,cl
1155,7,1,cl
1156,11,6,cl
1157,16,9,cl
1158,18,4,cl
1159,7,17,cl
1160,17,15,cl
1161,18,1,cl
1162,9,19,cl
1163,11,13,cl
1164,13,11,cl
1165,3,15,cl
1166,10,5,cl
1167,17,4,cl
1168,8,5,cl
1169,12,0,cl
1170,18,16,cl
1171,18,19,cl
1172,11,12,cl
1173,3,3,cl
1174,8,15,cl
1175,16,14,cl
1176,18,15,cl
1177,11,13,cl
1178,2,5,cl
1179,18,17,cl
1180,0,15,cl
1181,12,0,cl
1182,12,17,cl
1183,11,12,cl
1184,13,13,cl
1185,9,1,cl
1186,5,15,cl
1187,13,15,cl
1188,15,9,cl
1189,6,11,cl
1190,5,18,cl
1191,7,6,cl
1192,10,2,cl
1193,11,4,cl
1194,16,14,cl
1195,14,1,cl
1196,17,5,cl
1197,2,12,cl
1198,14,5,cl
1199,11,2,cl
1200,5,7,cl
1201,7,13,cl
1202,13,14,cl
1203,5,12,cl
1204,15,4,cl
1205,0,12,cl
1206,19,8,cl
1207,15,2,cl
1208,10,18,cl
1209,4,10,cl
1210,6,11,cl
1211,18,4,cl
1212,16,16,cl
1213,6,8,cl
1214,0,6,cl
1215,8,16,cl
1216,19,19,cl
1217,9,6,cl
1218,12,6,cl
1219,7,4,cl
1220,16,0,cl
1221,12,4,cl
1222,13,0,cl
1223,16,19,cl
1224,15,14,cl
1225,9,8,cl
1226,17,16,cl
1227,0,3,cl
1228,14,7,cl
1229,15,2,cl
1230,9,12,cl
1231,2,11,cl
1232,8,8,ol
1233,6,13,cl
1234,17,4,cl
1235,13,0,cl
1236,5,14,cl
1237,17,11,cl
1238,4,16,cl
1239,15,13,cl
1240,16,3,cl
1241,19,0,cl
1242,7,19,cl
1243,10,6,cl
1244,5,16,cl
1245,9,12,cl
1246,0,4,cl
1247,1,15,cl
1248,15,12,cl
1249,14,3,cl
1250,13,4,cl
1251,3,7,cl
1252,3,11,cl
1253,16,0,cl
1254,11,1,cl
1255,18,15,cl
1256,19,12,cl
1257,6,12,cl
1258,4,7,cl
1259,2,12,cl
1260,9,13,cl
1261,12,6,cl
1262,15,13,cl
1263,13,11,cl
1264,15,4,cl
1265,4,5,cl
1266,14,6,cl
1267,14,12,cl
1268,16,10,cl
1269,11,2,cl
1270,17,16,cl
1271,11,2,cl
1272,12,0,cl
1273,7,13,cl
1274,16,10,cl
1275,9,7,cl
1276,18,8,cl
1277,18,14,cl
1278,2,3,cl
1279,11,2,cl
1280,11,16,cl
1281,17,14,cl
1282,5,14,cl
1283,8,3,cl
1284,9,15,cl
1285,15,6,cl
1286,10,13,cl
1287,18,1,cl
1288,17,14,cl
1289,13,15,cl
1290,18,15,cl
1291,14,8,cl
1292,12,19,cl
1293,3,12,cl
1294,8,11,cl
1295,2,19,cl
1296,2,3,cl
1297,6,3,cl
1298,10,9,cl
1299,11,7,cl
1300,3,9,cl
1301,11,7,cl
1302,0,12,cl
1303,14,10,cl
1304,0,17,cl
1305,6,13,cl
1306,19,4,cl
1307,19,17,cl
1308,0,7,cl
1309,16,8,cl
1310,4,9,cl
1311,14,1,cl
1312,5,12,cl
1313,16,1,cl
1314,16,10,cl
1315,11,8,cl
1316,15,3,cl
1317,13,9,cl
1318,8,9,cl
1319,3,9,cl
1320,7,2,ol
1321,7,5,cl
1322,16,2,cl
1323,15,7,cl
1324,8,3,cl
1325,11,11,cl
1326,19,10,cl
1327,1,9,cl
1328,14,14,ol
1329,3,14,cl
1330,16,1,cl
1331,2,12,cl
1332,10,6,cl
1333,11,19,cl
1334,18,3,cl
1335,10,10,ol
1336,11,5,cl
1337,16,18,cl
1338,8,11,cl
1339,12,1,cl
1340,6,17,cl
1341,17,4,cl
1342,5,4,cl
1343,13,7,cl
1344,2,11,cl
1345,1,7,cl
1346,11,16,cl
1347,0,3,cl
1348,7,0,cl
1349,19,4,cl
1350,8,10,cl
1351,1,3,cl
1352,6,10,cl
1353,19,18,ol
1354,6,0,cl
1355,3,7,cl
1356,1,7,cl
1357,18,19,cl
1358,2,1,cl
1359,2,16,cl
1360,13,17,cl
1361,11,1,cl
1362,18,3,cl
1363,18,8,cl
1364,18,6,cl
1365,9,13,cl
1366,14,4,cl
1367,4,19,cl
1368,14,12,cl
1369,12,15,cl
1370,9,1,cl
1371,10,19,cl
1372,19,13,cl
1373,12,8,cl
1374,15,1,cl
1375,3,1,cl
1376,12,12,cl
1377,6,5,cl
1378,17,18,cl
1379,12,8,cl
1380,13,19,cl
1381,13,6,cl
1382,6,15,cl
1383,6,11,cl
1384,9,18,cl
1385,13,16,cl
1386,6,19,cl
1387,6,12,cl
1388,15,8,cl
1389,5,2,cl
1390,1,14,cl
1391,0,7,cl
1392,1,3,cl
1393,15,10,cl
1394,12,6,cl
1395,19,6,cl
1396,1,7,cl
1397,7,4,cl
1398,19,11,cl
1399,11,1,cl
1400,9,18,cl
1401,11,2,cl
1402,2,10,cl
1403,3,16,cl
1404,16,10,cl
1405,19,18,ol
1406,6,9,cl
1407,1,0,cl
1408,19,6,cl
1409,7,13,cl
1410,17,12,cl
1411,6,11,cl
1412,19,8,cl
1413,4,18,cl
1414,3,9,cl
1415,7,16,cl
1416,5,10,cl
1417,12,0,cl
1418,9,11,cl
1419,11,16,cl
1420,19,16,cl
1421,8,12,cl
1422,18,14,cl
1423,1,4,cl
1424,0,5,cl
1425,6,8,cl
1426,4,11,cl
1427,4,4,ol
1428,12,7,cl
1429,19,4,cl
1430,8,12,cl
1431,17,18,cl
1432,10,0,cl
1433,9,19,cl
1434,10,10,ol
1435,6,12,cl
1436,11,17,cl
1437,3,9,cl
1438,11,18,cl
1439,5,14,cl
1440,13,15,cl
1441,6,18,cl
1442,5,0,cl
1443,13,13,cl
1444,3,16,cl
1445,10,1,cl
1446,5,5,cl
1447,12,5,cl
1448,11,3,cl
1449,13,5,cl
1450,2,14,cl
1451,14,15,cl
1452,9,16,cl
1453,16,3,cl
1454,7,13,cl
1455,14,10,cl
1456,15,18,cl
1457,18,19,cl
1458,7,13,cl
1459,12,0,cl
1460,3,8,cl
1461,9,15,cl
1462,6,17,cl
1463,9,17,cl
1464,6,15,cl
1465,19,15,cl
1466,6,18,cl
1467,10,4,cl
1468,17,15,cl
1469,12,9,cl
1470,11,19,cl
1471,6,7,cl
1472,12,1,cl
1473,14,10,cl
1474,7,9,cl
1475,9,18,cl
1476,18,8,cl
1477,0,3,cl
1478,10,15,cl
1479,6,8,cl
1480,15,18,cl
1481,19,9,ol
1482,13,12,cl
1483,6,4,cl
1484,2,3,cl
1485,5,16,cl
1486,10,8,cl
1487,6,0,cl
1488,15,9,cl
1489,3,3,cl
1490,10,18,cl
1491,0,8,cl
1492,17,10,cl
1493,13,15,cl
1494,5,14,cl
1495,4,10,cl
