index,true_label,random_label,predicted,raw_answer
102,aquatic_mammals,non-insect_invertebrates,OL,YES
103,large_carnivores,fruit_and_vegetables,CL,NO
104,food_containers,non-insect_invertebrates,CL,NO
105,reptiles,small_mammals,OL,YES
106,fruit_and_vegetables,aquatic_mammals,CL,NO
107,specialized utility vehicles,small_mammals,CL,NO
108,trees,aquatic_mammals,CL,NO
109,household_furniture,trees,CL,NO
110,trees,people,CL,NO
111,medium_mammals,small_mammals,OL,YES
112,household_furniture,reptiles,CL,NO
113,aquatic_mammals,large_man-made_outdoor_things,CL,NO
114,people,small_mammals,CL,NO
115,large_natural_outdoor_scenes,aquatic_mammals,CL,NO
116,large_man-made_outdoor_things,food_containers,CL,NO
117,large_omnivores_and_herbivores,insects,CL,NO
118,household_furniture,fish,CL,NO
119,large_natural_outdoor_scenes,non-insect_invertebrates,CL,NO
120,medium_mammals,fish,CL,NO
121,fish,large_man-made_outdoor_things,CL,NO
122,people,medium_mammals,CL,NO
123,fruit_and_vegetables,reptiles,CL,NO
124,large_carnivores,trees,CL,NO
125,fish,small_mammals,CL,NO
126,flowers,people,CL,NO
127,medium_mammals,medium_mammals,OL,YES
128,fruit_and_vegetables,standard transportation vehicles,CL,NO
129,medium_mammals,large_man-made_outdoor_things,CL,NO
130,standard transportation vehicles,non-insect_invertebrates,CL,NO
131,trees,large_man-made_outdoor_things,CL,NO
132,household_electrical_devices,standard transportation vehicles,CL,NO
133,aquatic_mammals,fish,OL,YES
134,household_furniture,standard transportation vehicles,CL,NO
135,aquatic_mammals,fish,OL,YES
136,medium_mammals,fish,CL,NO
137,large_omnivores_and_herbivores,flowers,CL,NO
138,large_man-made_outdoor_things,large_natural_outdoor_scenes,OL,YES
139,household_electrical_devices,fruit_and_vegetables,CL,NO
140,trees,aquatic_mammals,CL,NO
141,flowers,specialized utility vehicles,CL,NO
142,people,non-insect_invertebrates,CL,NO
143,medium_mammals,large_omnivores_and_herbivores,CL,NO
144,household_electrical_devices,small_mammals,CL,NO
145,aquatic_mammals,non-insect_invertebrates,CL,NO
146,non-insect_invertebrates,trees,OL,YES
147,medium_mammals,people,CL,NO
148,small_mammals,large_carnivores,CL,NO
149,fruit_and_vegetables,food_containers,CL,NO
150,non-insect_invertebrates,specialized utility vehicles,CL,NO
151,aquatic_mammals,non-insect_invertebrates,CL,NO
152,standard transportation vehicles,small_mammals,CL,NO
153,reptiles,large_man-made_outdoor_things,CL,NO
154,large_natural_outdoor_scenes,medium_mammals,CL,NO
155,reptiles,large_natural_outdoor_scenes,OL,YES
156,household_electrical_devices,non-insect_invertebrates,CL,NO
157,non-insect_invertebrates,food_containers,CL,NO
158,fish,people,CL,NO
159,people,medium_mammals,CL,NO
160,medium_mammals,trees,CL,NO
161,food_containers,large_natural_outdoor_scenes,CL,NO
162,specialized utility vehicles,trees,CL,NO
163,fish,specialized utility vehicles,CL,NO
164,flowers,large_carnivores,CL,NO
165,reptiles,small_mammals,CL,NO
166,household_electrical_devices,trees,CL,NO
167,flowers,household_furniture,CL,NO
168,food_containers,household_electrical_devices,CL,NO
169,medium_mammals,household_furniture,CL,NO
170,small_mammals,large_natural_outdoor_scenes,OL,YES
171,aquatic_mammals,small_mammals,CL,NO
172,large_omnivores_and_herbivores,large_man-made_outdoor_things,CL,NO
173,medium_mammals,insects,CL,NO
174,flowers,insects,CL,NO
175,aquatic_mammals,fish,CL,NO
176,fruit_and_vegetables,insects,CL,NO
177,reptiles,small_mammals,OL,YES
178,insects,small_mammals,CL,NO
179,large_man-made_outdoor_things,flowers,CL,NO
180,large_omnivores_and_herbivores,trees,CL,NO
181,people,small_mammals,CL,NO
182,large_omnivores_and_herbivores,insects,CL,NO
183,food_containers,people,CL,NO
184,non-insect_invertebrates,people,CL,NO
185,non-insect_invertebrates,fruit_and_vegetables,CL,NO
186,specialized utility vehicles,people,CL,NO
187,non-insect_invertebrates,reptiles,CL,NO
188,people,household_furniture,CL,NO
189,large_carnivores,reptiles,CL,NO
190,people,specialized utility vehicles,CL,NO
191,fish,standard transportation vehicles,CL,NO
192,small_mammals,large_man-made_outdoor_things,CL,NO
193,large_man-made_outdoor_things,large_man-made_outdoor_things,CL,NO
194,small_mammals,standard transportation vehicles,CL,NO
195,standard transportation vehicles,large_omnivores_and_herbivores,CL,NO
196,specialized utility vehicles,standard transportation vehicles,CL,NO
197,household_furniture,small_mammals,CL,NO
198,household_electrical_devices,household_electrical_devices,OL,YES
199,specialized utility vehicles,standard transportation vehicles,CL,NO
200,household_electrical_devices,household_furniture,CL,NO
201,fish,fruit_and_vegetables,CL,NO
202,people,reptiles,CL,NO
203,people,trees,CL,NO
204,large_natural_outdoor_scenes,fish,CL,NO
205,medium_mammals,small_mammals,OL,YES
206,large_carnivores,fish,CL,NO
207,insects,flowers,CL,NO
208,large_natural_outdoor_scenes,aquatic_mammals,CL,NO
209,large_man-made_outdoor_things,large_carnivores,CL,NO
210,small_mammals,food_containers,CL,NO
211,specialized utility vehicles,specialized utility vehicles,CL,NO
212,large_man-made_outdoor_things,insects,CL,NO
213,non-insect_invertebrates,food_containers,CL,NO
214,small_mammals,large_natural_outdoor_scenes,CL,NO
215,large_omnivores_and_herbivores,non-insect_invertebrates,CL,NO
216,non-insect_invertebrates,household_electrical_devices,CL,NO
217,large_man-made_outdoor_things,large_natural_outdoor_scenes,OL,YES
218,household_electrical_devices,aquatic_mammals,CL,NO
219,standard transportation vehicles,large_carnivores,CL,NO
220,food_containers,large_natural_outdoor_scenes,CL,NO
221,flowers,small_mammals,CL,NO
222,household_electrical_devices,specialized utility vehicles,OL,YES
223,household_electrical_devices,large_natural_outdoor_scenes,CL,NO
224,large_omnivores_and_herbivores,large_man-made_outdoor_things,CL,NO
225,flowers,specialized utility vehicles,CL,NO
226,household_electrical_devices,large_omnivores_and_herbivores,CL,NO
227,food_containers,food_containers,CL,NO
228,people,household_electrical_devices,CL,NO
229,specialized utility vehicles,large_omnivores_and_herbivores,OL,YES
230,standard transportation vehicles,non-insect_invertebrates,CL,NO
231,standard transportation vehicles,insects,CL,NO
232,non-insect_invertebrates,fruit_and_vegetables,CL,NO
233,medium_mammals,fish,CL,NO
234,specialized utility vehicles,standard transportation vehicles,OL,YES
235,large_omnivores_and_herbivores,people,CL,NO
236,non-insect_invertebrates,trees,CL,NO
237,household_electrical_devices,household_furniture,OL,YES
238,reptiles,flowers,CL,NO
239,household_electrical_devices,fruit_and_vegetables,CL,NO
240,standard transportation vehicles,specialized utility vehicles,CL,NO
241,household_furniture,people,CL,NO
242,people,fish,CL,NO
243,large_omnivores_and_herbivores,reptiles,CL,NO
244,food_containers,large_omnivores_and_herbivores,CL,NO
245,trees,people,CL,NO
246,flowers,aquatic_mammals,CL,NO
247,small_mammals,people,CL,NO
248,household_electrical_devices,food_containers,CL,NO
249,household_electrical_devices,fish,CL,NO
250,large_carnivores,non-insect_invertebrates,CL,NO
251,standard transportation vehicles,large_natural_outdoor_scenes,CL,NO
252,standard transportation vehicles,fruit_and_vegetables,CL,NO
253,fruit_and_vegetables,small_mammals,CL,NO
254,people,non-insect_invertebrates,CL,NO
255,large_natural_outdoor_scenes,large_omnivores_and_herbivores,CL,NO
256,large_natural_outdoor_scenes,aquatic_mammals,CL,NO
257,specialized utility vehicles,specialized utility vehicles,OL,YES
258,trees,insects,CL,NO
259,people,household_electrical_devices,CL,NO
260,people,fruit_and_vegetables,CL,NO
261,aquatic_mammals,fruit_and_vegetables,CL,NO
262,large_carnivores,fish,CL,NO
263,household_electrical_devices,medium_mammals,CL,NO
264,medium_mammals,aquatic_mammals,CL,NO
265,medium_mammals,large_man-made_outdoor_things,CL,NO
266,insects,standard transportation vehicles,CL,NO
267,people,flowers,CL,NO
268,medium_mammals,trees,OL,YES
269,trees,small_mammals,CL,NO
270,fruit_and_vegetables,people,CL,NO
271,fish,non-insect_invertebrates,OL,YES
272,reptiles,household_furniture,CL,NO
273,people,large_omnivores_and_herbivores,CL,NO
274,flowers,fruit_and_vegetables,CL,NO
275,large_natural_outdoor_scenes,food_containers,CL,NO
276,standard transportation vehicles,household_electrical_devices,CL,NO
277,trees,large_carnivores,CL,NO
278,large_omnivores_and_herbivores,people,CL,NO
279,large_man-made_outdoor_things,flowers,CL,NO
280,medium_mammals,household_electrical_devices,CL,NO
281,food_containers,specialized utility vehicles,CL,NO
282,fish,household_furniture,CL,NO
283,fruit_and_vegetables,food_containers,CL,NO
284,fish,flowers,CL,NO
285,household_furniture,large_man-made_outdoor_things,CL,NO
286,standard transportation vehicles,small_mammals,CL,NO
287,reptiles,trees,CL,NO
288,insects,trees,CL,NO
289,household_furniture,large_carnivores,CL,NO
290,insects,large_omnivores_and_herbivores,CL,NO
291,specialized utility vehicles,large_natural_outdoor_scenes,OL,YES
292,small_mammals,large_natural_outdoor_scenes,OL,YES
293,small_mammals,reptiles,CL,NO
294,large_man-made_outdoor_things,reptiles,CL,NO
295,small_mammals,aquatic_mammals,CL,NO
296,medium_mammals,large_omnivores_and_herbivores,CL,NO
297,non-insect_invertebrates,trees,CL,NO
298,standard transportation vehicles,fruit_and_vegetables,CL,NO
299,fruit_and_vegetables,fish,CL,NO
300,large_natural_outdoor_scenes,medium_mammals,CL,NO
301,non-insect_invertebrates,fish,CL,NO
302,large_carnivores,food_containers,CL,NO
303,specialized utility vehicles,specialized utility vehicles,OL,YES
304,fruit_and_vegetables,reptiles,CL,NO
305,reptiles,fish,CL,NO
306,large_omnivores_and_herbivores,large_natural_outdoor_scenes,OL,YES
307,food_containers,large_natural_outdoor_scenes,CL,NO
308,people,specialized utility vehicles,CL,NO
309,insects,specialized utility vehicles,CL,NO
310,large_carnivores,insects,CL,NO
311,fruit_and_vegetables,household_furniture,CL,NO
312,large_carnivores,people,CL,NO
313,fish,large_omnivores_and_herbivores,OL,YES
314,flowers,household_electrical_devices,CL,NO
315,food_containers,household_furniture,OL,YES
316,large_carnivores,large_natural_outdoor_scenes,OL,YES
317,fruit_and_vegetables,large_carnivores,CL,NO
318,flowers,large_natural_outdoor_scenes,OL,YES
319,household_furniture,flowers,CL,NO
320,large_man-made_outdoor_things,food_containers,CL,NO
321,large_natural_outdoor_scenes,large_man-made_outdoor_things,CL,NO
322,aquatic_mammals,specialized utility vehicles,CL,NO
323,people,household_electrical_devices,CL,NO
324,flowers,household_electrical_devices,CL,NO
325,household_furniture,flowers,CL,NO
326,medium_mammals,household_furniture,CL,NO
327,medium_mammals,insects,CL,NO
328,food_containers,large_omnivores_and_herbivores,CL,NO
329,medium_mammals,large_natural_outdoor_scenes,CL,NO
330,flowers,household_furniture,CL,NO
331,fruit_and_vegetables,insects,CL,NO
332,household_electrical_devices,people,CL,NO
333,medium_mammals,large_natural_outdoor_scenes,CL,NO
334,medium_mammals,large_omnivores_and_herbivores,OL,YES
335,fish,medium_mammals,OL,YES
336,flowers,small_mammals,CL,NO
337,large_carnivores,large_omnivores_and_herbivores,OL,YES
338,large_carnivores,food_containers,CL,NO
339,large_man-made_outdoor_things,household_furniture,CL,NO
340,small_mammals,aquatic_mammals,CL,NO
341,household_electrical_devices,non-insect_invertebrates,CL,NO
342,large_carnivores,insects,CL,NO
343,reptiles,non-insect_invertebrates,OL,YES
344,large_carnivores,food_containers,CL,NO
345,large_man-made_outdoor_things,standard transportation vehicles,CL,NO
346,fish,large_carnivores,OL,YES
347,trees,specialized utility vehicles,CL,NO
348,large_natural_outdoor_scenes,fruit_and_vegetables,CL,NO
349,trees,people,CL,NO
350,household_furniture,fruit_and_vegetables,CL,NO
351,large_omnivores_and_herbivores,reptiles,CL,NO
352,flowers,specialized utility vehicles,CL,NO
353,fruit_and_vegetables,large_omnivores_and_herbivores,CL,NO
354,large_omnivores_and_herbivores,large_man-made_outdoor_things,CL,NO
355,people,large_omnivores_and_herbivores,CL,NO
356,small_mammals,household_electrical_devices,CL,NO
357,medium_mammals,trees,CL,NO
358,large_man-made_outdoor_things,people,CL,NO
359,large_natural_outdoor_scenes,food_containers,CL,NO
360,large_carnivores,fish,CL,NO
361,small_mammals,large_natural_outdoor_scenes,OL,YES
362,flowers,small_mammals,CL,NO
363,non-insect_invertebrates,large_carnivores,CL,NO
364,non-insect_invertebrates,large_man-made_outdoor_things,CL,NO
365,small_mammals,standard transportation vehicles,CL,NO
366,aquatic_mammals,specialized utility vehicles,CL,NO
367,people,standard transportation vehicles,CL,NO
368,large_omnivores_and_herbivores,large_man-made_outdoor_things,CL,NO
369,large_omnivores_and_herbivores,fruit_and_vegetables,CL,NO
370,standard transportation vehicles,fish,CL,NO
371,large_man-made_outdoor_things,large_natural_outdoor_scenes,OL,YES
372,fish,trees,CL,NO
373,large_natural_outdoor_scenes,household_furniture,CL,NO
374,household_electrical_devices,large_omnivores_and_herbivores,CL,NO
375,non-insect_invertebrates,household_electrical_devices,CL,NO
376,large_omnivores_and_herbivores,large_man-made_outdoor_things,CL,NO
377,insects,insects,OL,YES
378,standard transportation vehicles,fish,CL,NO
379,fruit_and_vegetables,large_carnivores,CL,NO
380,aquatic_mammals,large_carnivores,CL,NO
381,specialized utility vehicles,small_mammals,CL,NO
382,people,reptiles,CL,NO
383,large_carnivores,large_carnivores,CL,NO
384,specialized utility vehicles,large_natural_outdoor_scenes,OL,YES
385,food_containers,food_containers,CL,NO
386,large_carnivores,people,CL,NO
387,people,household_furniture,CL,NO
388,household_furniture,insects,CL,NO
389,aquatic_mammals,reptiles,CL,NO
390,standard transportation vehicles,insects,CL,NO
391,reptiles,flowers,CL,NO
392,standard transportation vehicles,fish,CL,NO
393,insects,fish,CL,NO
394,fish,people,CL,NO
395,large_carnivores,people,CL,NO
396,small_mammals,household_furniture,CL,NO
397,trees,aquatic_mammals,CL,NO
398,food_containers,insects,CL,NO
399,reptiles,large_man-made_outdoor_things,CL,NO
400,aquatic_mammals,household_electrical_devices,CL,NO
401,people,household_electrical_devices,CL,NO
402,fruit_and_vegetables,trees,CL,NO
403,household_electrical_devices,non-insect_invertebrates,CL,NO
404,standard transportation vehicles,aquatic_mammals,CL,NO
405,household_electrical_devices,trees,CL,NO
406,trees,non-insect_invertebrates,CL,NO
407,insects,medium_mammals,CL,NO
408,standard transportation vehicles,reptiles,CL,NO
409,household_furniture,household_furniture,OL,YES
410,large_carnivores,people,CL,NO
411,non-insect_invertebrates,household_electrical_devices,CL,NO
412,large_omnivores_and_herbivores,flowers,CL,NO
413,insects,fruit_and_vegetables,CL,NO
414,fruit_and_vegetables,food_containers,CL,NO
415,large_man-made_outdoor_things,large_man-made_outdoor_things,CL,NO
416,large_natural_outdoor_scenes,insects,CL,NO
417,specialized utility vehicles,household_electrical_devices,CL,NO
418,trees,large_omnivores_and_herbivores,OL,YES
419,flowers,specialized utility vehicles,CL,NO
420,insects,large_natural_outdoor_scenes,CL,NO
421,standard transportation vehicles,specialized utility vehicles,CL,NO
422,non-insect_invertebrates,insects,OL,YES
423,large_natural_outdoor_scenes,fruit_and_vegetables,CL,NO
424,household_electrical_devices,reptiles,CL,NO
425,trees,specialized utility vehicles,CL,NO
426,fish,aquatic_mammals,OL,YES
427,standard transportation vehicles,household_electrical_devices,CL,NO
428,large_carnivores,large_carnivores,CL,NO
429,insects,large_natural_outdoor_scenes,OL,YES
430,large_omnivores_and_herbivores,standard transportation vehicles,CL,NO
431,large_man-made_outdoor_things,reptiles,CL,NO
432,small_mammals,aquatic_mammals,CL,NO
433,food_containers,flowers,CL,NO
434,large_natural_outdoor_scenes,household_furniture,CL,NO
435,medium_mammals,people,CL,NO
436,large_natural_outdoor_scenes,standard transportation vehicles,CL,NO
437,insects,trees,CL,NO
438,aquatic_mammals,small_mammals,OL,YES
439,medium_mammals,large_carnivores,CL,NO
440,insects,large_carnivores,CL,NO
441,fruit_and_vegetables,standard transportation vehicles,CL,NO
442,trees,trees,OL,YES
443,large_natural_outdoor_scenes,large_man-made_outdoor_things,CL,NO
444,medium_mammals,aquatic_mammals,CL,NO
445,flowers,food_containers,CL,NO
446,reptiles,household_furniture,CL,NO
447,non-insect_invertebrates,fruit_and_vegetables,OL,YES
448,medium_mammals,large_omnivores_and_herbivores,CL,NO
449,fish,household_furniture,CL,NO
450,household_furniture,household_electrical_devices,CL,NO
451,standard transportation vehicles,small_mammals,CL,NO
452,standard transportation vehicles,aquatic_mammals,CL,NO
453,reptiles,household_electrical_devices,CL,NO
454,large_man-made_outdoor_things,fish,CL,NO
455,people,non-insect_invertebrates,CL,NO
456,flowers,medium_mammals,CL,NO
457,non-insect_invertebrates,fish,CL,NO
458,large_carnivores,specialized utility vehicles,CL,NO
459,fruit_and_vegetables,medium_mammals,CL,NO
460,flowers,household_furniture,CL,NO
461,medium_mammals,fish,CL,NO
462,large_natural_outdoor_scenes,reptiles,CL,NO
463,small_mammals,small_mammals,OL,YES
464,household_furniture,flowers,CL,NO
465,standard transportation vehicles,fish,CL,NO
466,flowers,household_electrical_devices,CL,NO
467,large_natural_outdoor_scenes,non-insect_invertebrates,CL,NO
468,food_containers,large_man-made_outdoor_things,CL,NO
469,food_containers,small_mammals,CL,NO
470,reptiles,large_man-made_outdoor_things,CL,NO
471,trees,specialized utility vehicles,CL,NO
472,flowers,specialized utility vehicles,CL,NO
473,food_containers,household_electrical_devices,CL,NO
474,large_carnivores,food_containers,CL,NO
475,household_furniture,large_man-made_outdoor_things,CL,NO
476,large_omnivores_and_herbivores,large_omnivores_and_herbivores,CL,NO
477,specialized utility vehicles,large_carnivores,CL,NO
478,household_electrical_devices,large_carnivores,CL,NO
479,large_natural_outdoor_scenes,medium_mammals,CL,NO
480,specialized utility vehicles,large_man-made_outdoor_things,OL,YES
481,insects,trees,CL,NO
482,insects,specialized utility vehicles,CL,NO
483,large_carnivores,non-insect_invertebrates,CL,NO
484,household_electrical_devices,large_man-made_outdoor_things,CL,NO
485,large_omnivores_and_herbivores,fruit_and_vegetables,CL,NO
486,aquatic_mammals,large_carnivores,CL,NO
487,trees,large_omnivores_and_herbivores,OL,YES
488,aquatic_mammals,specialized utility vehicles,CL,NO
489,specialized utility vehicles,large_carnivores,CL,NO
490,people,flowers,CL,NO
491,large_carnivores,standard transportation vehicles,CL,NO
492,insects,flowers,OL,YES
493,people,specialized utility vehicles,CL,NO
494,large_natural_outdoor_scenes,non-insect_invertebrates,CL,NO
495,specialized utility vehicles,people,CL,NO
496,household_electrical_devices,large_natural_outdoor_scenes,CL,NO
497,fruit_and_vegetables,medium_mammals,CL,NO
498,flowers,trees,OL,YES
499,reptiles,food_containers,CL,NO
500,specialized utility vehicles,medium_mammals,CL,NO
501,trees,fruit_and_vegetables,CL,NO
502,fish,medium_mammals,OL,YES
503,specialized utility vehicles,flowers,CL,NO
504,non-insect_invertebrates,flowers,CL,NO
505,aquatic_mammals,flowers,CL,NO
506,large_man-made_outdoor_things,food_containers,CL,NO
507,insects,insects,OL,YES
508,fish,fruit_and_vegetables,CL,NO
509,household_furniture,aquatic_mammals,CL,NO
510,flowers,small_mammals,CL,NO
511,flowers,flowers,OL,YES
512,large_natural_outdoor_scenes,large_man-made_outdoor_things,CL,NO
513,fruit_and_vegetables,fruit_and_vegetables,OL,YES
514,small_mammals,insects,CL,NO
515,large_natural_outdoor_scenes,household_electrical_devices,CL,NO
516,large_natural_outdoor_scenes,large_carnivores,CL,NO
517,trees,standard transportation vehicles,CL,NO
518,specialized utility vehicles,large_omnivores_and_herbivores,CL,NO
519,household_electrical_devices,large_man-made_outdoor_things,CL,NO
520,large_omnivores_and_herbivores,trees,OL,YES
521,specialized utility vehicles,aquatic_mammals,CL,NO
522,large_man-made_outdoor_things,household_furniture,CL,NO
523,large_carnivores,standard transportation vehicles,CL,NO
524,flowers,people,CL,NO
525,non-insect_invertebrates,large_natural_outdoor_scenes,CL,NO
526,large_natural_outdoor_scenes,aquatic_mammals,CL,NO
527,reptiles,fish,CL,NO
528,fruit_and_vegetables,food_containers,CL,NO
529,large_omnivores_and_herbivores,aquatic_mammals,CL,NO
530,large_carnivores,small_mammals,OL,YES
531,large_carnivores,specialized utility vehicles,CL,NO
532,food_containers,aquatic_mammals,CL,NO
533,large_omnivores_and_herbivores,medium_mammals,OL,YES
534,large_natural_outdoor_scenes,large_natural_outdoor_scenes,OL,YES
535,household_furniture,flowers,CL,NO
536,small_mammals,flowers,CL,NO
537,medium_mammals,people,CL,NO
538,household_furniture,specialized utility vehicles,CL,NO
539,non-insect_invertebrates,flowers,CL,NO
540,standard transportation vehicles,small_mammals,CL,NO
541,large_natural_outdoor_scenes,food_containers,CL,NO
542,household_furniture,large_carnivores,CL,NO
543,fish,trees,CL,NO
544,food_containers,trees,CL,NO
545,aquatic_mammals,large_man-made_outdoor_things,CL,NO
546,fish,large_carnivores,CL,NO
547,aquatic_mammals,aquatic_mammals,OL,YES
548,fruit_and_vegetables,household_furniture,CL,NO
549,fish,specialized utility vehicles,CL,NO
550,large_natural_outdoor_scenes,non-insect_invertebrates,CL,NO
551,household_electrical_devices,household_electrical_devices,CL,NO
552,non-insect_invertebrates,household_electrical_devices,CL,NO
553,specialized utility vehicles,insects,CL,NO
554,specialized utility vehicles,large_omnivores_and_herbivores,CL,NO
555,specialized utility vehicles,fish,CL,NO
556,non-insect_invertebrates,small_mammals,OL,YES
557,trees,aquatic_mammals,CL,NO
558,fruit_and_vegetables,large_man-made_outdoor_things,CL,NO
559,people,large_omnivores_and_herbivores,CL,NO
560,standard transportation vehicles,non-insect_invertebrates,CL,NO
561,small_mammals,people,CL,NO
562,people,large_carnivores,CL,NO
563,people,large_omnivores_and_herbivores,CL,NO
564,aquatic_mammals,large_natural_outdoor_scenes,CL,NO
565,small_mammals,non-insect_invertebrates,OL,YES
566,large_man-made_outdoor_things,specialized utility vehicles,CL,NO
567,trees,trees,OL,YES
568,large_natural_outdoor_scenes,medium_mammals,CL,NO
569,household_furniture,large_omnivores_and_herbivores,CL,NO
570,specialized utility vehicles,food_containers,CL,NO
571,household_furniture,large_man-made_outdoor_things,CL,NO
572,flowers,aquatic_mammals,CL,NO
573,food_containers,large_omnivores_and_herbivores,CL,NO
574,large_natural_outdoor_scenes,large_natural_outdoor_scenes,OL,YES
575,standard transportation vehicles,large_man-made_outdoor_things,OL,YES
576,standard transportation vehicles,food_containers,CL,NO
577,large_omnivores_and_herbivores,fish,CL,NO
578,people,household_electrical_devices,CL,NO
579,fish,aquatic_mammals,CL,NO
580,people,food_containers,CL,NO
581,small_mammals,large_natural_outdoor_scenes,OL,YES
582,flowers,people,CL,NO
583,large_natural_outdoor_scenes,large_natural_outdoor_scenes,OL,YES
584,standard transportation vehicles,large_omnivores_and_herbivores,CL,NO
585,medium_mammals,standard transportation vehicles,CL,NO
586,fruit_and_vegetables,aquatic_mammals,CL,NO
587,fruit_and_vegetables,large_man-made_outdoor_things,CL,NO
588,large_man-made_outdoor_things,people,CL,NO
589,non-insect_invertebrates,medium_mammals,OL,YES
590,fruit_and_vegetables,people,CL,NO
591,flowers,people,CL,NO
592,fruit_and_vegetables,medium_mammals,CL,NO
593,large_omnivores_and_herbivores,household_electrical_devices,CL,NO
594,small_mammals,medium_mammals,OL,YES
595,fish,reptiles,CL,NO
596,food_containers,household_electrical_devices,CL,NO
597,people,standard transportation vehicles,CL,NO
598,people,fruit_and_vegetables,CL,NO
