img_idx,true_label,shuffle_label,flag
375,77,86,cl
376,15,68,cl
377,7,18,cl
378,58,1,cl
379,51,3,cl
380,55,42,cl
381,85,80,cl
382,2,93,cl
383,3,3,cl
384,89,23,cl
385,10,9,cl
386,3,46,cl
387,11,20,cl
388,20,24,cl
389,4,44,cl
390,48,18,cl
391,27,62,cl
392,48,32,cl
393,7,91,cl
394,67,46,cl
395,3,11,cl
396,65,20,cl
397,56,72,cl
398,9,18,cl
399,44,37,cl
400,95,22,cl
401,46,22,cl
402,83,52,cl
403,40,26,cl
404,58,55,cl
405,87,96,cl
406,59,79,cl
407,18,66,cl
408,48,78,cl
409,5,25,cl
410,88,11,cl
411,26,87,cl
412,21,82,cl
413,24,53,cl
414,53,10,cl
415,68,12,cl
416,49,24,cl
417,89,22,cl
418,96,15,cl
419,92,81,cl
420,7,60,cl
421,13,81,cl
422,99,24,cl
423,49,51,cl
424,22,44,cl
425,56,85,cl
426,67,55,cl
427,13,39,cl
428,97,43,cl
429,6,71,cl
430,19,48,cl
431,76,29,cl
432,65,30,cl
433,9,92,cl
434,71,20,cl
435,63,35,cl
436,71,13,cl
437,18,52,cl
438,55,50,cl
439,34,97,cl
440,18,42,cl
441,0,48,cl
442,56,59,cl
443,23,37,cl
444,75,72,cl
445,70,16,cl
446,78,5,cl
447,45,83,ol
448,66,15,cl
449,91,84,cl
450,25,39,cl
451,58,65,cl
452,90,55,cl
453,29,22,cl
454,68,32,cl
455,35,79,cl
456,54,34,cl
457,77,1,cl
458,97,69,cl
459,0,64,cl
460,70,94,cl
461,75,91,cl
462,60,78,cl
463,65,50,cl
464,5,82,cl
465,58,67,cl
466,82,40,cl
467,49,77,cl
468,61,76,cl
469,28,65,cl
470,44,12,cl
471,56,81,cl
472,82,41,cl
473,61,87,cl
474,43,9,cl
475,20,76,cl
476,38,19,cl
477,85,43,cl
478,87,42,cl
479,49,34,cl
480,85,37,cl
481,24,59,cl
482,7,41,cl
483,88,45,cl
484,40,37,cl
485,38,57,cl
486,72,97,cl
487,56,15,cl
488,4,89,cl
489,81,43,cl
490,98,62,cl
491,97,13,cl
492,14,62,ol
493,46,81,cl
494,23,26,cl
495,89,2,cl
496,86,60,cl
497,83,75,cl
498,54,47,cl
499,27,61,cl
500,41,63,cl
501,96,51,cl
502,1,75,cl
503,81,54,cl
504,79,70,cl
505,30,54,cl
506,17,16,cl
507,14,14,ol
508,67,83,cl
509,20,72,cl
510,54,65,cl
511,92,92,ol
512,33,68,cl
513,57,57,cl
514,65,7,cl
515,49,39,cl
516,71,3,cl
517,59,13,cl
518,85,19,cl
519,22,17,cl
520,31,56,cl
521,85,55,cl
522,17,20,cl
523,42,90,cl
524,62,2,cl
525,26,33,cl
526,60,95,cl
527,27,67,cl
528,57,16,cl
529,19,95,cl
530,97,65,cl
531,88,41,cl
532,10,4,cl
533,31,66,cl
534,23,49,cl
535,84,92,cl
536,74,82,cl
537,63,11,cl
538,94,69,cl
539,77,54,cl
540,90,50,cl
541,60,10,cl
542,5,88,cl
543,1,96,cl
544,61,59,cl
545,95,17,cl
546,32,88,cl
547,95,55,cl
548,57,94,cl
549,32,41,cl
550,23,45,cl
551,39,39,cl
552,45,39,cl
553,41,24,cl
554,69,21,cl
555,89,73,cl
556,45,65,cl
557,47,30,cl
558,57,68,cl
559,11,19,cl
560,48,26,cl
561,74,46,cl
562,2,88,cl
563,11,21,cl
564,95,49,cl
565,50,45,cl
566,37,81,cl
567,59,52,cl
568,71,63,cl
569,84,19,cl
570,89,28,cl
571,84,17,cl
572,70,55,cl
573,16,19,cl
574,71,49,cl
575,8,17,cl
576,48,10,cl
577,31,91,cl
578,98,87,cl
579,32,4,cl
580,2,9,cl
581,74,33,cl
582,62,2,cl
583,71,71,cl
584,90,31,cl
585,34,90,cl
586,51,55,cl
587,0,68,cl
588,12,46,cl
589,26,66,cl
590,57,98,cl
591,62,2,cl
592,57,64,cl
593,31,39,cl
594,65,63,cl
595,32,29,cl
596,16,87,cl
597,35,13,cl
598,98,51,cl
599,11,41,cl
600,87,68,cl
601,38,60,cl
602,52,80,cl
603,89,28,cl
604,40,17,cl
605,76,32,cl
606,7,29,cl
607,54,9,cl
608,76,99,cl
609,30,81,cl
610,59,25,cl
611,84,25,cl
612,3,87,cl
613,91,98,cl
614,46,50,cl
615,65,94,cl
616,43,89,cl
617,49,56,cl
618,6,77,cl
619,33,89,cl
620,5,62,cl
621,14,88,cl
622,77,9,cl
623,44,36,cl
624,68,8,cl
625,82,79,cl
626,94,0,cl
627,66,0,cl
628,73,52,cl
629,56,0,cl
630,89,89,cl
631,53,88,cl
632,22,84,cl
633,69,26,cl
634,77,36,cl
635,84,62,cl
636,20,17,cl
637,98,48,cl
638,4,65,cl
639,69,42,cl
640,79,0,cl
641,40,7,cl
642,45,45,cl
643,1,67,cl
644,56,28,cl
645,65,71,cl
646,51,94,cl
647,5,30,cl
648,80,65,cl
649,54,80,cl
650,92,81,cl
651,4,41,cl
652,23,10,cl
653,60,23,cl
654,81,70,cl
655,77,7,cl
656,73,95,cl
657,98,60,ol
658,0,56,cl
659,14,74,cl
660,9,97,cl
661,44,21,cl
662,27,71,cl
663,8,6,cl
664,43,50,cl
665,74,98,cl
666,46,13,cl
667,94,27,cl
668,86,84,cl
669,30,29,cl
670,61,72,cl
671,57,9,cl
672,11,36,cl
673,81,31,cl
674,25,24,cl
675,81,21,cl
676,70,91,cl
677,29,59,cl
678,27,28,cl
679,3,78,cl
680,71,88,cl
681,53,39,cl
682,48,69,cl
683,19,92,cl
684,80,71,cl
685,57,76,cl
686,19,93,cl
687,59,1,cl
688,25,58,cl
689,56,87,cl
690,74,38,cl
691,32,20,cl
692,98,87,cl
693,37,92,cl
694,13,89,cl
695,45,64,cl
696,12,73,cl
697,80,57,cl
698,64,56,cl
699,16,89,cl
700,17,46,cl
701,24,27,cl
702,30,36,cl
703,25,48,cl
704,96,46,cl
705,37,17,cl
706,5,11,cl
707,98,74,cl
708,31,39,cl
709,94,93,cl
710,5,51,cl
711,29,83,cl
712,66,22,cl
713,51,29,cl
714,6,83,cl
715,67,45,cl
716,50,8,cl
717,68,13,cl
718,27,8,cl
719,62,58,cl
720,89,50,cl
721,5,94,cl
722,11,6,cl
723,13,4,cl
724,66,68,cl
725,55,84,cl
726,15,15,ol
727,62,24,cl
728,74,20,cl
729,31,5,cl
730,93,32,cl
731,59,30,cl
732,1,55,cl
733,97,37,cl
734,32,51,cl
735,39,88,cl
736,41,86,cl
737,62,95,cl
738,71,39,cl
739,70,49,cl
740,98,64,cl
741,41,92,cl
742,42,90,cl
743,70,17,cl
744,3,17,cl
745,35,45,cl
746,90,72,cl
747,22,5,cl
748,50,71,cl
749,61,93,cl
750,66,87,cl
751,92,56,cl
752,53,34,cl
753,12,44,cl
754,84,40,cl
755,33,15,cl
756,57,65,cl
757,93,22,cl
758,79,17,cl
759,69,91,cl
760,53,77,cl
761,9,69,cl
762,19,60,cl
763,6,31,cl
764,20,54,cl
765,76,53,cl
766,5,33,cl
767,98,76,cl
768,92,81,cl
769,78,82,cl
770,93,86,cl
771,79,41,cl
772,21,10,cl
773,51,4,cl
774,74,9,cl
775,76,2,cl
776,56,27,cl
777,75,33,cl
778,27,13,cl
779,22,69,cl
780,37,57,cl
781,16,10,cl
782,72,14,cl
783,81,64,cl
784,36,45,cl
785,48,26,cl
786,13,61,cl
787,56,87,cl
788,70,9,cl
789,0,38,cl
790,63,56,cl
791,90,93,cl
792,53,75,cl
793,29,40,cl
794,64,52,cl
795,2,91,cl
796,83,11,cl
797,63,18,cl
798,89,37,cl
799,14,36,cl
800,66,87,cl
801,95,24,cl
802,65,78,cl
803,85,34,cl
804,5,81,cl
805,7,25,cl
806,58,26,cl
807,61,52,cl
808,42,74,cl
809,59,72,cl
810,37,50,cl
811,12,20,cl
812,42,61,cl
813,66,79,cl
814,71,41,cl
815,40,6,cl
816,63,52,cl
817,45,86,cl
818,19,47,cl
819,33,57,cl
820,55,3,cl
821,26,18,cl
822,0,11,cl
823,60,88,cl
824,72,55,cl
825,4,70,cl
826,63,72,cl
827,76,78,cl
828,46,21,cl
829,64,97,cl
830,96,89,cl
831,69,14,cl
832,64,92,cl
833,75,36,cl
834,33,48,cl
835,36,95,cl
836,26,60,cl
837,62,12,cl
838,18,77,cl
839,48,30,cl
840,50,93,cl
841,36,25,cl
842,26,94,cl
843,28,46,cl
844,71,81,cl
845,76,60,cl
846,45,51,cl
847,52,55,cl
848,65,69,cl
849,59,64,cl
850,41,88,cl
851,69,17,cl
852,15,9,cl
853,87,71,cl
854,50,70,cl
855,11,61,cl
856,71,89,cl
857,36,44,cl
858,84,41,cl
859,73,21,cl
860,46,8,cl
861,83,1,cl
862,12,60,cl
863,79,18,cl
864,54,74,cl
865,50,36,cl
866,75,54,cl
867,72,74,cl
868,37,50,cl
869,91,83,cl
870,19,87,cl
871,82,55,cl
872,22,32,cl
873,41,70,cl
874,53,53,ol
875,14,44,cl
876,15,80,cl
877,84,12,cl
878,11,20,cl
879,35,93,cl
880,83,62,cl
881,36,38,cl
882,17,68,cl
883,74,14,cl
884,26,69,cl
885,46,65,cl
886,97,7,cl
887,85,46,cl
888,98,46,cl
889,10,87,cl
890,63,69,cl
891,72,3,cl
892,93,13,cl
893,45,94,cl
894,95,74,cl
895,68,47,cl
896,14,51,cl
897,62,34,cl
898,73,85,cl
899,62,55,cl
900,11,25,cl
901,23,55,cl
902,24,77,cl
903,97,59,cl
904,32,4,cl
905,78,48,cl
906,29,35,cl
907,54,61,cl
908,20,42,cl
909,41,82,cl
910,88,41,cl
911,34,3,cl
912,87,45,cl
913,62,19,cl
914,29,7,cl
915,0,1,cl
916,4,0,cl
917,31,72,cl
918,50,14,cl
919,33,16,cl
920,5,56,cl
921,8,13,cl
922,48,8,cl
923,71,21,cl
924,71,62,cl
925,94,67,cl
926,5,32,cl
927,15,30,cl
928,16,10,cl
929,98,64,cl
930,29,37,cl
931,42,58,cl
932,68,45,cl
933,40,4,cl
934,95,23,cl
935,85,57,cl
936,64,80,cl
937,40,38,cl
938,24,9,cl
939,3,26,cl
940,11,15,cl
941,79,29,cl
942,10,4,cl
943,3,21,cl
944,73,90,cl
945,22,52,cl
946,28,37,cl
947,70,40,cl
948,94,49,cl
949,42,14,cl
950,14,83,cl
951,4,54,cl
952,18,44,cl
953,86,54,cl
954,4,88,cl
955,32,8,cl
956,38,50,cl
957,24,43,cl
958,65,10,cl
959,75,80,cl
960,1,91,cl
961,7,49,cl
962,99,60,cl
963,58,71,cl
964,8,80,cl
965,67,56,cl
966,10,45,cl
967,44,67,cl
968,98,56,cl
969,88,58,cl
970,31,87,cl
971,83,87,cl
972,63,70,cl
973,59,38,cl
974,34,60,cl
975,81,65,cl
976,54,61,cl
977,28,20,cl
978,76,83,cl
979,84,10,cl
980,44,82,cl
981,88,9,cl
982,59,63,cl
983,65,4,cl
984,8,13,cl
985,91,34,cl
986,51,21,cl
987,42,69,cl
988,23,5,cl
989,20,78,cl
990,26,30,cl
991,77,81,cl
992,77,17,cl
993,4,0,cl
994,84,79,cl
995,4,59,cl
996,8,5,cl
997,60,60,ol
998,41,29,cl
999,96,77,cl
1000,54,34,cl
1001,30,66,cl
1002,51,54,ol
1003,35,15,cl
1004,11,87,cl
1005,18,47,cl
1006,47,29,cl
1007,89,92,cl
1008,63,36,cl
1009,6,7,cl
1010,32,64,cl
1011,26,52,cl
1012,30,39,cl
1013,42,12,cl
1014,67,93,cl
1015,7,66,cl
1016,12,76,cl
1017,1,40,cl
1018,37,1,cl
1019,30,77,cl
1020,53,35,cl
1021,98,86,cl
1022,76,66,cl
1023,8,8,ol
1024,36,26,cl
1025,67,81,cl
1026,91,33,cl
1027,67,31,cl
1028,33,46,cl
1029,82,23,cl
1030,93,77,cl
1031,84,22,cl
1032,52,35,cl
1033,84,22,cl
1034,90,64,cl
1035,7,76,cl
1036,33,11,cl
1037,78,28,cl
1038,66,2,cl
1039,9,43,cl
1040,12,22,cl
1041,27,7,cl
1042,44,41,cl
1043,18,13,cl
1044,63,60,cl
1045,75,91,cl
1046,95,73,cl
1047,50,27,cl
1048,59,69,cl
1049,63,98,cl
1050,45,98,cl
1051,28,19,cl
1052,19,12,cl
1053,50,8,cl
1054,7,2,cl
1055,27,57,cl
1056,92,66,cl
1057,53,70,cl
1058,64,28,cl
1059,53,69,cl
1060,41,31,cl
1061,44,6,cl
1062,39,34,cl
1063,73,29,cl
1064,61,55,cl
1065,43,21,cl
1066,80,7,cl
1067,35,94,cl
1068,85,56,cl
1069,71,38,cl
1070,21,12,cl
1071,36,49,cl
1072,53,48,cl
1073,67,94,cl
1074,90,81,cl
1075,74,27,cl
1076,34,86,cl
1077,14,1,cl
1078,46,24,cl
1079,55,91,cl
1080,37,11,cl
1081,80,16,cl
1082,73,53,cl
1083,86,70,cl
1084,12,32,cl
1085,44,21,cl
1086,75,37,cl
1087,24,60,cl
1088,67,38,cl
1089,24,37,cl
1090,80,64,cl
1091,51,13,cl
1092,5,60,cl
1093,71,19,cl
1094,53,14,cl
1095,90,58,cl
1096,74,80,cl
1097,49,52,cl
1098,51,47,cl
1099,73,7,cl
1100,17,75,cl
1101,67,25,cl
1102,54,24,cl
1103,54,62,ol
1104,54,59,cl
1105,81,2,cl
1106,2,66,cl
1107,64,4,cl
1108,90,51,cl
1109,35,69,cl
1110,24,95,cl
1111,71,37,cl
1112,92,77,cl
1113,38,86,cl
1114,8,57,cl
1115,90,56,cl
1116,15,26,cl
1117,50,27,cl
1118,44,25,cl
1119,88,8,cl
1120,68,4,cl
1121,47,87,cl
1122,84,78,cl
1123,64,38,cl
1124,80,1,cl
1125,34,60,ol
1126,51,69,cl
1127,85,50,cl
1128,52,88,cl
1129,1,87,cl
1130,61,14,cl
1131,26,98,cl
1132,48,79,cl
1133,24,7,cl
1134,7,18,cl
1135,78,90,cl
1136,82,44,cl
1137,87,42,cl
1138,13,29,cl
1139,68,47,cl
1140,49,21,cl
1141,90,43,cl
1142,77,2,cl
1143,82,99,cl
1144,54,43,cl
1145,32,25,cl
1146,98,8,cl
1147,49,68,cl
1148,4,13,cl
1149,50,6,cl
1150,15,53,cl
1151,93,11,cl
1152,41,92,cl
1153,37,40,cl
1154,89,79,cl
1155,24,67,cl
1156,19,94,cl
1157,80,37,cl
1158,8,0,cl
1159,6,56,cl
1160,59,44,cl
1161,13,67,cl
1162,12,41,cl
1163,31,77,cl
1164,77,38,cl
1165,9,27,cl
1166,71,87,cl
1167,56,51,cl
1168,97,87,cl
1169,63,95,cl
1170,48,50,cl
1171,90,85,cl
1172,15,75,cl
1173,10,61,cl
1174,3,27,cl
1175,65,11,cl
1176,13,27,cl
1177,19,79,cl
1178,54,40,cl
1179,58,56,cl
1180,4,93,cl
1181,63,30,cl
1182,63,96,cl
1183,31,63,cl
1184,26,45,cl
1185,68,73,cl
1186,86,29,cl
1187,45,29,cl
1188,93,12,cl
1189,94,38,cl
1190,87,13,cl
1191,24,25,cl
1192,60,82,cl
1193,38,83,cl
1194,80,11,cl
1195,2,32,cl
1196,47,86,cl
1197,54,75,cl
1198,2,40,cl
1199,15,70,cl
1200,87,24,cl
1201,6,99,cl
1202,45,46,cl
1203,40,63,cl
1204,93,0,cl
1205,4,66,cl
1206,69,42,cl
1207,93,82,cl
1208,23,48,cl
1209,51,23,cl
1210,20,21,cl
1211,58,53,cl
1212,80,50,cl
1213,5,43,cl
1214,30,5,cl
1215,88,65,cl
1216,41,89,cl
1217,76,84,cl
1218,63,20,cl
1219,7,83,cl
1220,74,4,cl
1221,75,53,cl
1222,45,55,cl
1223,80,85,cl
1224,93,46,cl
1225,68,3,cl
1226,52,50,cl
1227,55,10,cl
1228,46,6,cl
1229,44,62,cl
1230,12,75,cl
1231,54,31,cl
1232,88,43,cl
1233,5,26,cl
1234,56,53,cl
1235,26,30,cl
1236,40,98,cl
1237,59,21,cl
1238,0,80,cl
1239,27,77,cl
1240,74,16,cl
1241,81,4,cl
1242,18,69,cl
1243,33,20,cl
1244,86,74,cl
1245,68,75,cl
1246,95,51,cl
1247,67,93,cl
1248,78,75,cl
1249,11,9,cl
1250,45,83,cl
1251,61,14,cl
1252,16,38,cl
1253,80,95,cl
1254,15,91,cl
1255,8,93,cl
1256,41,64,cl
1257,25,75,cl
1258,83,6,cl
1259,70,75,cl
1260,37,45,cl
1261,75,94,cl
1262,93,26,cl
1263,26,15,cl
1264,78,57,cl
1265,51,22,cl
1266,35,20,cl
1267,98,64,cl
1268,80,23,cl
1269,38,92,cl
1270,59,36,cl
1271,15,70,cl
1272,66,55,cl
1273,18,45,cl
1274,74,60,cl
1275,12,18,cl
1276,58,3,cl
1277,90,46,cl
1278,62,61,cl
1279,19,54,cl
1280,21,65,cl
1281,52,98,cl
1282,40,46,cl
1283,3,9,cl
1284,17,78,cl
1285,27,25,cl
1286,60,77,cl
1287,13,73,cl
1288,52,2,cl
1289,99,78,cl
1290,8,29,cl
1291,98,3,cl
1292,34,41,cl
1293,28,66,cl
1294,97,21,cl
1295,54,41,cl
1296,82,10,cl
1297,94,9,cl
1298,49,12,cl
1299,31,6,cl
1300,16,76,cl
1301,21,7,cl
1302,4,66,cl
1303,35,71,cl
1304,95,96,cl
1305,94,79,cl
1306,89,57,cl
1307,41,47,cl
1308,4,7,cl
1309,50,3,cl
1310,53,68,cl
1311,98,73,cl
1312,86,34,cl
1313,65,67,cl
1314,65,49,cl
1315,31,97,cl
1316,29,28,cl
1317,79,76,cl
1318,43,12,cl
1319,9,12,cl
1320,6,70,cl
1321,7,40,cl
1322,80,92,cl
1323,29,14,cl
1324,3,28,cl
1325,38,31,cl
1326,85,60,ol
1327,91,68,cl
1328,98,35,cl
1329,28,35,cl
1330,50,1,cl
1331,70,64,cl
1332,33,20,cl
1333,21,81,cl
1334,48,61,cl
1335,60,23,cl
1336,19,22,cl
1337,50,8,cl
1338,3,15,cl
1339,63,1,cl
1340,25,47,cl
1341,59,51,cl
1342,86,57,cl
1343,77,24,cl
1344,92,19,cl
1345,1,6,cl
1346,38,65,cl
1347,72,9,cl
1348,24,4,cl
1349,85,0,cl
1350,3,60,cl
1351,1,10,cl
1352,5,23,cl
1353,89,58,cl
1354,25,72,cl
1355,10,6,cl
1356,67,6,cl
1357,48,69,cl
1358,92,1,cl
1359,62,80,cl
1360,26,56,cl
1361,21,1,cl
1362,8,9,cl
1363,58,42,cl
1364,58,25,cl
1365,12,26,cl
1366,46,83,cl
1367,53,89,cl
1368,11,63,cl
1369,34,78,cl
1370,12,32,cl
1371,71,81,cl
1372,85,26,cl
1373,64,42,cl
1374,44,67,cl
1375,9,67,cl
1376,64,63,cl
1377,20,86,cl
1378,59,8,cl
1379,75,3,cl
1380,26,69,cl
1381,45,94,cl
1382,25,27,cl
1383,20,31,cl
1384,12,90,cl
1385,77,36,cl
1386,5,41,cl
1387,94,75,cl
1388,27,97,cl
1389,40,92,cl
1390,73,35,cl
1391,95,6,cl
1392,67,9,cl
1393,44,71,cl
1394,34,94,cl
1395,81,94,cl
1396,1,18,cl
1397,24,51,cl
1398,85,21,cl
1399,15,1,cl
1400,37,13,cl
1401,15,92,cl
1402,82,71,cl
1403,28,74,cl
1404,80,60,cl
1405,69,58,cl
1406,84,37,cl
1407,91,72,cl
1408,41,25,cl
1409,7,99,cl
1410,56,75,cl
1411,5,38,cl
1412,81,42,cl
1413,83,13,cl
1414,16,76,cl
1415,6,65,cl
1416,40,71,cl
1417,64,55,cl
1418,12,21,cl
1419,15,74,cl
1420,69,74,cl
1421,3,75,cl
1422,58,98,cl
1423,73,51,cl
1424,72,87,cl
1425,20,42,cl
1426,53,31,cl
1427,53,57,cl
1428,66,14,cl
1429,81,51,cl
1430,43,64,cl
1431,52,58,cl
1432,71,72,cl
1433,17,81,cl
1434,49,60,cl
1435,94,75,cl
1436,31,56,cl
1437,61,68,cl
1438,38,13,cl
1439,86,2,cl
1440,79,93,cl
1441,5,13,cl
1442,22,4,cl
1443,45,99,cl
1444,28,65,cl
1445,33,91,cl
1446,39,22,cl
1447,34,40,cl
1448,38,16,cl
1449,79,40,cl
1450,54,35,cl
1451,98,78,cl
1452,17,50,cl
1453,74,9,cl
1454,18,77,cl
1455,35,71,cl
1456,44,48,cl
1457,8,89,cl
1458,24,26,cl
1459,64,55,cl
1460,28,3,cl
1461,37,27,cl
1462,94,56,cl
1463,37,56,cl
1464,84,93,cl
1465,69,93,cl
1466,94,13,cl
1467,33,0,cl
1468,56,29,cl
1469,66,76,cl
1470,19,69,cl
1471,25,14,cl
1472,34,91,cl
1473,46,49,cl
1474,6,17,cl
1475,76,58,cl
1476,90,3,cl
1477,30,9,cl
1478,71,93,cl
1479,5,88,cl
1480,29,8,cl
1481,81,76,cl
1482,99,66,cl
1483,94,57,cl
1484,70,16,cl
1485,86,65,cl
1486,23,43,cl
1487,25,55,cl
1488,93,68,cl
1489,10,10,ol
1490,71,13,cl
1491,30,97,cl
1492,96,49,cl
1493,77,78,cl
1494,39,2,cl
1495,57,49,cl
