index,true_label,candidate_labels,complementary_label
209,6,"['bird'; 'deer'; 'dog'; 'horse'; 'automobile']",automobile
210,6,"['automobile'; 'dog'; 'bird'; 'horse'; 'deer']",automobile
211,7,"['truck'; 'bird'; 'frog'; 'automobile'; 'airplane']",bird
212,1,"['ship'; 'deer'; 'bird'; 'cat'; 'automobile']",deer
213,0,"['truck'; 'deer'; 'airplane'; 'frog'; 'automobile']",deer
214,9,"['frog'; 'ship'; 'airplane'; 'deer'; 'automobile']",frog
215,5,"['cat'; 'deer'; 'airplane'; 'dog'; 'bird']",deer
216,8,"['deer'; 'cat'; 'airplane'; 'truck'; 'dog']",deer
217,5,"['deer'; 'cat'; 'bird'; 'dog'; 'airplane']",deer
218,2,"['truck'; 'horse'; 'airplane'; 'frog'; 'automobile']",frog
219,9,"['airplane'; 'frog'; 'automobile'; 'deer'; 'ship']",frog
220,0,"['airplane'; 'deer'; 'automobile'; 'truck'; 'frog']",deer
221,8,"['airplane'; 'truck'; 'cat'; 'dog'; 'deer']",cat
222,8,"['dog'; 'deer'; 'truck'; 'airplane'; 'cat']",truck
223,0,"['airplane'; 'automobile'; 'truck'; 'deer'; 'frog']",deer
224,6,"['deer'; 'horse'; 'bird'; 'dog'; 'automobile']",automobile
225,9,"['frog'; 'airplane'; 'deer'; 'automobile'; 'ship']",frog
226,1,"['automobile'; 'bird'; 'ship'; 'cat'; 'deer']",bird
227,1,"['ship'; 'deer'; 'cat'; 'automobile'; 'bird']",deer
228,6,"['automobile'; 'dog'; 'bird'; 'deer'; 'horse']",automobile
229,3,"['dog'; 'frog'; 'ship'; 'airplane'; 'cat']",ship
230,7,"['bird'; 'frog'; 'airplane'; 'truck'; 'automobile']",bird
231,6,"['automobile'; 'deer'; 'dog'; 'bird'; 'horse']",automobile
232,6,"['dog'; 'automobile'; 'deer'; 'bird'; 'horse']",automobile
233,0,"['truck'; 'airplane'; 'deer'; 'automobile'; 'frog']",deer
234,6,"['bird'; 'automobile'; 'horse'; 'dog'; 'deer']",automobile
235,6,"['deer'; 'dog'; 'bird'; 'automobile'; 'horse']",automobile
236,1,"['deer'; 'automobile'; 'ship'; 'bird'; 'cat']",deer
237,7,"['automobile'; 'bird'; 'truck'; 'airplane'; 'frog']",truck
238,1,"['deer'; 'bird'; 'automobile'; 'ship'; 'cat']",deer
239,5,"['deer'; 'bird'; 'cat'; 'dog'; 'airplane']",deer
240,8,"['airplane'; 'cat'; 'dog'; 'deer'; 'truck']",cat
241,3,"['ship'; 'airplane'; 'dog'; 'cat'; 'frog']",airplane
242,6,"['automobile'; 'horse'; 'dog'; 'bird'; 'deer']",automobile
243,6,"['dog'; 'bird'; 'automobile'; 'horse'; 'deer']",automobile
244,8,"['deer'; 'airplane'; 'cat'; 'dog'; 'truck']",deer
245,6,"['dog'; 'horse'; 'deer'; 'bird'; 'automobile']",automobile
246,8,"['deer'; 'dog'; 'cat'; 'truck'; 'airplane']",deer
247,4,"['horse'; 'cat'; 'deer'; 'frog'; 'ship']",ship
248,6,"['deer'; 'automobile'; 'horse'; 'dog'; 'bird']",automobile
249,6,"['deer'; 'dog'; 'horse'; 'automobile'; 'bird']",automobile
250,1,"['automobile'; 'deer'; 'cat'; 'bird'; 'ship']",deer
251,3,"['ship'; 'frog'; 'airplane'; 'cat'; 'dog']",frog
252,8,"['deer'; 'dog'; 'cat'; 'airplane'; 'truck']",deer
253,3,"['frog'; 'dog'; 'airplane'; 'ship'; 'cat']",airplane
254,4,"['ship'; 'horse'; 'deer'; 'frog'; 'cat']",frog
255,1,"['automobile'; 'ship'; 'bird'; 'cat'; 'deer']",ship
256,7,"['truck'; 'automobile'; 'bird'; 'frog'; 'airplane']",truck
257,1,"['ship'; 'bird'; 'cat'; 'deer'; 'automobile']",bird
258,3,"['cat'; 'frog'; 'ship'; 'airplane'; 'dog']",ship
259,8,"['cat'; 'dog'; 'airplane'; 'truck'; 'deer']",airplane
260,5,"['airplane'; 'cat'; 'deer'; 'dog'; 'bird']",cat
261,1,"['ship'; 'deer'; 'bird'; 'cat'; 'automobile']",bird
262,1,"['ship'; 'deer'; 'automobile'; 'cat'; 'bird']",deer
263,4,"['ship'; 'cat'; 'deer'; 'horse'; 'frog']",cat
264,0,"['automobile'; 'frog'; 'airplane'; 'truck'; 'deer']",frog
265,9,"['automobile'; 'deer'; 'airplane'; 'frog'; 'ship']",deer
266,3,"['dog'; 'cat'; 'frog'; 'airplane'; 'ship']",dog
267,7,"['bird'; 'frog'; 'automobile'; 'truck'; 'airplane']",automobile
268,4,"['deer'; 'horse'; 'frog'; 'ship'; 'cat']",ship
269,9,"['automobile'; 'airplane'; 'deer'; 'frog'; 'ship']",deer
270,9,"['frog'; 'automobile'; 'ship'; 'deer'; 'airplane']",frog
271,2,"['truck'; 'frog'; 'airplane'; 'horse'; 'automobile']",frog
272,4,"['frog'; 'cat'; 'deer'; 'horse'; 'ship']",frog
273,9,"['ship'; 'automobile'; 'deer'; 'airplane'; 'frog']",deer
274,9,"['automobile'; 'ship'; 'deer'; 'airplane'; 'frog']",deer
275,1,"['cat'; 'ship'; 'automobile'; 'bird'; 'deer']",bird
276,0,"['truck'; 'frog'; 'airplane'; 'deer'; 'automobile']",frog
277,5,"['deer'; 'dog'; 'cat'; 'bird'; 'airplane']",deer
278,9,"['frog'; 'ship'; 'airplane'; 'deer'; 'automobile']",ship
279,0,"['frog'; 'truck'; 'automobile'; 'deer'; 'airplane']",frog
280,8,"['deer'; 'truck'; 'cat'; 'dog'; 'airplane']",deer
281,2,"['horse'; 'truck'; 'frog'; 'automobile'; 'airplane']",truck
282,1,"['automobile'; 'ship'; 'bird'; 'deer'; 'cat']",ship
283,2,"['automobile'; 'airplane'; 'frog'; 'truck'; 'horse']",frog
284,0,"['frog'; 'deer'; 'airplane'; 'automobile'; 'truck']",frog
285,5,"['deer'; 'cat'; 'airplane'; 'dog'; 'bird']",deer
286,6,"['bird'; 'horse'; 'dog'; 'automobile'; 'deer']",automobile
287,3,"['ship'; 'cat'; 'airplane'; 'dog'; 'frog']",airplane
288,2,"['horse'; 'automobile'; 'truck'; 'frog'; 'airplane']",truck
289,7,"['airplane'; 'truck'; 'automobile'; 'bird'; 'frog']",truck
290,8,"['deer'; 'dog'; 'airplane'; 'cat'; 'truck']",deer
291,8,"['cat'; 'deer'; 'dog'; 'truck'; 'airplane']",cat
292,6,"['automobile'; 'deer'; 'dog'; 'bird'; 'horse']",automobile
293,0,"['airplane'; 'automobile'; 'truck'; 'deer'; 'frog']",deer
294,7,"['automobile'; 'bird'; 'truck'; 'frog'; 'airplane']",truck
295,9,"['airplane'; 'ship'; 'automobile'; 'frog'; 'deer']",frog
296,4,"['cat'; 'horse'; 'ship'; 'frog'; 'deer']",ship
297,5,"['bird'; 'cat'; 'airplane'; 'dog'; 'deer']",airplane
298,6,"['deer'; 'automobile'; 'horse'; 'dog'; 'bird']",automobile
299,4,"['deer'; 'horse'; 'frog'; 'cat'; 'ship']",ship
300,2,"['frog'; 'airplane'; 'horse'; 'truck'; 'automobile']",airplane
301,1,"['ship'; 'automobile'; 'deer'; 'bird'; 'cat']",deer
302,1,"['automobile'; 'cat'; 'ship'; 'deer'; 'bird']",cat
303,2,"['frog'; 'truck'; 'automobile'; 'airplane'; 'horse']",truck
304,1,"['deer'; 'cat'; 'ship'; 'automobile'; 'bird']",deer
305,5,"['cat'; 'dog'; 'deer'; 'airplane'; 'bird']",airplane
306,9,"['automobile'; 'airplane'; 'deer'; 'frog'; 'ship']",deer
307,9,"['deer'; 'airplane'; 'frog'; 'automobile'; 'ship']",deer
308,0,"['frog'; 'airplane'; 'deer'; 'automobile'; 'truck']",frog
309,8,"['truck'; 'cat'; 'airplane'; 'dog'; 'deer']",cat
310,4,"['cat'; 'frog'; 'ship'; 'horse'; 'deer']",ship
311,1,"['ship'; 'cat'; 'bird'; 'automobile'; 'deer']",cat
312,1,"['ship'; 'cat'; 'deer'; 'automobile'; 'bird']",cat
313,6,"['deer'; 'automobile'; 'bird'; 'dog'; 'horse']",automobile
314,3,"['cat'; 'ship'; 'frog'; 'airplane'; 'dog']",ship
315,3,"['frog'; 'cat'; 'airplane'; 'ship'; 'dog']",frog
316,9,"['frog'; 'airplane'; 'ship'; 'deer'; 'automobile']",frog
317,0,"['automobile'; 'frog'; 'truck'; 'airplane'; 'deer']",frog
318,7,"['automobile'; 'bird'; 'airplane'; 'frog'; 'truck']",bird
319,9,"['deer'; 'ship'; 'automobile'; 'airplane'; 'frog']",deer
320,7,"['frog'; 'truck'; 'bird'; 'automobile'; 'airplane']",truck
321,7,"['bird'; 'frog'; 'airplane'; 'automobile'; 'truck']",airplane
322,9,"['airplane'; 'frog'; 'deer'; 'ship'; 'automobile']",frog
323,1,"['automobile'; 'cat'; 'ship'; 'deer'; 'bird']",cat
324,5,"['deer'; 'dog'; 'airplane'; 'cat'; 'bird']",deer
325,1,"['cat'; 'ship'; 'automobile'; 'deer'; 'bird']",deer
326,6,"['dog'; 'bird'; 'deer'; 'automobile'; 'horse']",automobile
327,6,"['automobile'; 'horse'; 'deer'; 'bird'; 'dog']",automobile
328,8,"['dog'; 'truck'; 'deer'; 'airplane'; 'cat']",truck
329,7,"['bird'; 'automobile'; 'truck'; 'airplane'; 'frog']",truck
330,1,"['deer'; 'cat'; 'bird'; 'ship'; 'automobile']",deer
331,3,"['frog'; 'cat'; 'airplane'; 'dog'; 'ship']",airplane
332,0,"['truck'; 'airplane'; 'frog'; 'automobile'; 'deer']",frog
333,3,"['frog'; 'dog'; 'airplane'; 'ship'; 'cat']",frog
334,3,"['frog'; 'dog'; 'cat'; 'ship'; 'airplane']",ship
335,2,"['truck'; 'frog'; 'horse'; 'airplane'; 'automobile']",frog
336,4,"['frog'; 'cat'; 'horse'; 'deer'; 'ship']",ship
337,5,"['airplane'; 'cat'; 'dog'; 'deer'; 'bird']",airplane
338,7,"['truck'; 'airplane'; 'automobile'; 'frog'; 'bird']",frog
339,5,"['cat'; 'bird'; 'dog'; 'deer'; 'airplane']",bird
340,9,"['airplane'; 'frog'; 'automobile'; 'ship'; 'deer']",frog
341,0,"['deer'; 'frog'; 'truck'; 'automobile'; 'airplane']",deer
342,3,"['frog'; 'cat'; 'airplane'; 'ship'; 'dog']",airplane
343,4,"['ship'; 'cat'; 'deer'; 'horse'; 'frog']",cat
344,0,"['automobile'; 'deer'; 'truck'; 'airplane'; 'frog']",deer
345,4,"['cat'; 'deer'; 'frog'; 'ship'; 'horse']",ship
346,4,"['cat'; 'deer'; 'horse'; 'frog'; 'ship']",ship
347,6,"['bird'; 'dog'; 'horse'; 'automobile'; 'deer']",automobile
348,0,"['deer'; 'automobile'; 'truck'; 'frog'; 'airplane']",deer
349,0,"['truck'; 'frog'; 'automobile'; 'airplane'; 'deer']",frog
350,6,"['bird'; 'automobile'; 'dog'; 'horse'; 'deer']",automobile
351,6,"['bird'; 'automobile'; 'horse'; 'deer'; 'dog']",automobile
352,0,"['automobile'; 'deer'; 'frog'; 'airplane'; 'truck']",deer
353,8,"['truck'; 'deer'; 'dog'; 'airplane'; 'cat']",deer
354,1,"['automobile'; 'deer'; 'cat'; 'ship'; 'bird']",deer
355,6,"['horse'; 'automobile'; 'dog'; 'deer'; 'bird']",horse
356,2,"['truck'; 'airplane'; 'horse'; 'automobile'; 'frog']",truck
357,9,"['airplane'; 'frog'; 'ship'; 'deer'; 'automobile']",frog
358,2,"['airplane'; 'truck'; 'frog'; 'automobile'; 'horse']",frog
359,5,"['bird'; 'dog'; 'airplane'; 'deer'; 'cat']",airplane
360,9,"['airplane'; 'automobile'; 'ship'; 'deer'; 'frog']",deer
361,6,"['automobile'; 'deer'; 'bird'; 'horse'; 'dog']",automobile
