index,true_label,candidate_labels,complementary_label
148,5,"['airplane'; 'truck']",airplane
149,4,"['frog'; 'automobile']",frog
150,3,"['ship'; 'automobile']",automobile
151,6,"['automobile'; 'cat']",automobile
152,7,"['cat'; 'ship']",ship
153,4,"['automobile'; 'frog']",automobile
154,6,"['cat'; 'automobile']",automobile
155,8,"['airplane'; 'truck']",truck
156,5,"['airplane'; 'truck']",truck
157,5,"['truck'; 'airplane']",truck
158,4,"['automobile'; 'frog']",automobile
159,3,"['ship'; 'automobile']",ship
160,1,"['cat'; 'deer']",cat
161,8,"['truck'; 'airplane']",truck
162,4,"['frog'; 'automobile']",automobile
163,7,"['cat'; 'ship']",ship
164,6,"['cat'; 'automobile']",automobile
165,0,"['airplane'; 'automobile']",automobile
166,9,"['cat'; 'ship']",cat
167,5,"['airplane'; 'truck']",airplane
168,1,"['deer'; 'cat']",deer
169,3,"['automobile'; 'ship']",automobile
170,8,"['airplane'; 'truck']",truck
171,2,"['cat'; 'bird']",cat
172,7,"['cat'; 'ship']",ship
173,5,"['airplane'; 'truck']",truck
174,3,"['automobile'; 'ship']",automobile
175,4,"['frog'; 'automobile']",automobile
176,1,"['deer'; 'cat']",cat
177,5,"['truck'; 'airplane']",truck
178,7,"['ship'; 'cat']",cat
179,0,"['automobile'; 'airplane']",automobile
180,4,"['automobile'; 'frog']",automobile
181,7,"['ship'; 'cat']",cat
182,5,"['truck'; 'airplane']",truck
183,5,"['airplane'; 'truck']",truck
184,1,"['cat'; 'deer']",deer
185,0,"['automobile'; 'airplane']",automobile
186,9,"['ship'; 'cat']",cat
187,6,"['automobile'; 'cat']",automobile
188,9,"['cat'; 'ship']",ship
189,0,"['airplane'; 'automobile']",automobile
190,8,"['truck'; 'airplane']",truck
191,7,"['ship'; 'cat']",cat
192,8,"['airplane'; 'truck']",truck
193,8,"['airplane'; 'truck']",truck
194,2,"['cat'; 'bird']",cat
195,5,"['truck'; 'airplane']",truck
196,2,"['cat'; 'bird']",cat
197,3,"['automobile'; 'ship']",automobile
198,5,"['airplane'; 'truck']",truck
199,0,"['airplane'; 'automobile']",automobile
200,6,"['automobile'; 'cat']",automobile
201,1,"['deer'; 'cat']",cat
202,9,"['cat'; 'ship']",cat
203,3,"['ship'; 'automobile']",automobile
204,6,"['cat'; 'automobile']",automobile
205,9,"['cat'; 'ship']",ship
206,1,"['deer'; 'cat']",deer
207,3,"['ship'; 'automobile']",automobile
208,9,"['cat'; 'ship']",ship
209,6,"['cat'; 'automobile']",automobile
210,6,"['cat'; 'automobile']",automobile
211,7,"['ship'; 'cat']",cat
212,1,"['cat'; 'deer']",deer
213,0,"['automobile'; 'airplane']",automobile
214,9,"['cat'; 'ship']",cat
215,5,"['truck'; 'airplane']",truck
216,8,"['airplane'; 'truck']",truck
217,5,"['airplane'; 'truck']",truck
218,2,"['cat'; 'bird']",bird
219,9,"['ship'; 'cat']",cat
220,0,"['airplane'; 'automobile']",automobile
221,8,"['airplane'; 'truck']",truck
222,8,"['truck'; 'airplane']",truck
223,0,"['automobile'; 'airplane']",automobile
224,6,"['automobile'; 'cat']",automobile
225,9,"['cat'; 'ship']",ship
226,1,"['deer'; 'cat']",deer
227,1,"['deer'; 'cat']",deer
228,6,"['automobile'; 'cat']",automobile
229,3,"['ship'; 'automobile']",automobile
230,7,"['cat'; 'ship']",ship
231,6,"['cat'; 'automobile']",automobile
232,6,"['cat'; 'automobile']",automobile
233,0,"['airplane'; 'automobile']",automobile
234,6,"['cat'; 'automobile']",automobile
235,6,"['automobile'; 'cat']",automobile
236,1,"['deer'; 'cat']",deer
237,7,"['cat'; 'ship']",ship
238,1,"['cat'; 'deer']",deer
239,5,"['truck'; 'airplane']",truck
240,8,"['truck'; 'airplane']",truck
241,3,"['ship'; 'automobile']",automobile
242,6,"['automobile'; 'cat']",automobile
243,6,"['cat'; 'automobile']",automobile
244,8,"['truck'; 'airplane']",truck
245,6,"['automobile'; 'cat']",automobile
246,8,"['airplane'; 'truck']",truck
247,4,"['automobile'; 'frog']",frog
248,6,"['cat'; 'automobile']",automobile
249,6,"['automobile'; 'cat']",automobile
250,1,"['cat'; 'deer']",deer
251,3,"['ship'; 'automobile']",automobile
252,8,"['airplane'; 'truck']",truck
253,3,"['ship'; 'automobile']",automobile
254,4,"['frog'; 'automobile']",automobile
255,1,"['cat'; 'deer']",cat
256,7,"['cat'; 'ship']",ship
257,1,"['cat'; 'deer']",deer
258,3,"['automobile'; 'ship']",ship
259,8,"['airplane'; 'truck']",truck
260,5,"['truck'; 'airplane']",truck
261,1,"['deer'; 'cat']",deer
262,1,"['deer'; 'cat']",deer
263,4,"['automobile'; 'frog']",frog
264,0,"['automobile'; 'airplane']",automobile
265,9,"['cat'; 'ship']",ship
266,3,"['ship'; 'automobile']",automobile
267,7,"['ship'; 'cat']",cat
268,4,"['frog'; 'automobile']",automobile
269,9,"['cat'; 'ship']",ship
270,9,"['ship'; 'cat']",cat
271,2,"['bird'; 'cat']",cat
272,4,"['automobile'; 'frog']",automobile
273,9,"['cat'; 'ship']",ship
274,9,"['ship'; 'cat']",cat
275,1,"['cat'; 'deer']",deer
276,0,"['airplane'; 'automobile']",automobile
277,5,"['truck'; 'airplane']",truck
278,9,"['ship'; 'cat']",cat
279,0,"['airplane'; 'automobile']",automobile
280,8,"['airplane'; 'truck']",truck
281,2,"['cat'; 'bird']",cat
282,1,"['deer'; 'cat']",deer
283,2,"['bird'; 'cat']",cat
284,0,"['automobile'; 'airplane']",automobile
285,5,"['truck'; 'airplane']",truck
286,6,"['automobile'; 'cat']",automobile
287,3,"['ship'; 'automobile']",automobile
288,2,"['cat'; 'bird']",cat
289,7,"['ship'; 'cat']",cat
290,8,"['truck'; 'airplane']",truck
291,8,"['truck'; 'airplane']",truck
292,6,"['automobile'; 'cat']",automobile
293,0,"['automobile'; 'airplane']",automobile
294,7,"['ship'; 'cat']",cat
295,9,"['ship'; 'cat']",cat
296,4,"['automobile'; 'frog']",frog
297,5,"['truck'; 'airplane']",truck
298,6,"['automobile'; 'cat']",automobile
299,4,"['frog'; 'automobile']",automobile
300,2,"['cat'; 'bird']",cat
301,1,"['cat'; 'deer']",deer
302,1,"['cat'; 'deer']",deer
303,2,"['bird'; 'cat']",cat
304,1,"['cat'; 'deer']",cat
305,5,"['airplane'; 'truck']",truck
306,9,"['ship'; 'cat']",cat
307,9,"['cat'; 'ship']",ship
308,0,"['automobile'; 'airplane']",automobile
309,8,"['airplane'; 'truck']",truck
310,4,"['frog'; 'automobile']",frog
311,1,"['cat'; 'deer']",deer
312,1,"['cat'; 'deer']",cat
313,6,"['automobile'; 'cat']",automobile
314,3,"['automobile'; 'ship']",automobile
315,3,"['ship'; 'automobile']",automobile
316,9,"['ship'; 'cat']",cat
317,0,"['automobile'; 'airplane']",automobile
318,7,"['cat'; 'ship']",ship
319,9,"['cat'; 'ship']",ship
320,7,"['cat'; 'ship']",ship
321,7,"['cat'; 'ship']",ship
322,9,"['cat'; 'ship']",cat
323,1,"['cat'; 'deer']",cat
324,5,"['airplane'; 'truck']",truck
325,1,"['cat'; 'deer']",deer
326,6,"['automobile'; 'cat']",automobile
327,6,"['cat'; 'automobile']",automobile
328,8,"['truck'; 'airplane']",truck
329,7,"['ship'; 'cat']",cat
330,1,"['cat'; 'deer']",deer
331,3,"['ship'; 'automobile']",automobile
332,0,"['airplane'; 'automobile']",automobile
333,3,"['ship'; 'automobile']",automobile
334,3,"['automobile'; 'ship']",ship
335,2,"['cat'; 'bird']",cat
336,4,"['frog'; 'automobile']",automobile
337,5,"['airplane'; 'truck']",truck
338,7,"['cat'; 'ship']",ship
339,5,"['truck'; 'airplane']",truck
340,9,"['ship'; 'cat']",cat
341,0,"['automobile'; 'airplane']",automobile
342,3,"['automobile'; 'ship']",ship
343,4,"['frog'; 'automobile']",frog
344,0,"['airplane'; 'automobile']",automobile
345,4,"['frog'; 'automobile']",automobile
346,4,"['frog'; 'automobile']",automobile
347,6,"['cat'; 'automobile']",automobile
348,0,"['airplane'; 'automobile']",automobile
349,0,"['automobile'; 'airplane']",automobile
350,6,"['cat'; 'automobile']",automobile
351,6,"['cat'; 'automobile']",automobile
352,0,"['automobile'; 'airplane']",automobile
353,8,"['airplane'; 'truck']",truck
354,1,"['deer'; 'cat']",deer
355,6,"['automobile'; 'cat']",automobile
356,2,"['bird'; 'cat']",cat
357,9,"['cat'; 'ship']",ship
358,2,"['bird'; 'cat']",cat
359,5,"['truck'; 'airplane']",truck
360,9,"['ship'; 'cat']",cat
361,6,"['automobile'; 'cat']",automobile
362,7,"['cat'; 'ship']",ship
363,4,"['automobile'; 'frog']",automobile
364,1,"['cat'; 'deer']",cat
365,8,"['truck'; 'airplane']",truck
366,7,"['cat'; 'ship']",ship
367,3,"['ship'; 'automobile']",automobile
368,6,"['automobile'; 'cat']",automobile
369,9,"['ship'; 'cat']",cat
370,3,"['automobile'; 'ship']",automobile
371,0,"['airplane'; 'automobile']",automobile
372,4,"['frog'; 'automobile']",automobile
373,0,"['airplane'; 'automobile']",automobile
374,5,"['airplane'; 'truck']",truck
375,1,"['cat'; 'deer']",deer
376,0,"['automobile'; 'airplane']",automobile
377,3,"['automobile'; 'ship']",automobile
378,4,"['automobile'; 'frog']",automobile
379,8,"['airplane'; 'truck']",truck
380,5,"['truck'; 'airplane']",truck
381,4,"['frog'; 'automobile']",automobile
382,7,"['cat'; 'ship']",ship
383,2,"['bird'; 'cat']",cat
384,3,"['ship'; 'automobile']",automobile
385,9,"['ship'; 'cat']",cat
386,7,"['ship'; 'cat']",cat
387,6,"['cat'; 'automobile']",automobile
388,7,"['ship'; 'cat']",cat
389,1,"['deer'; 'cat']",deer
390,4,"['automobile'; 'frog']",frog
391,7,"['cat'; 'ship']",ship
392,0,"['automobile'; 'airplane']",automobile
393,1,"['deer'; 'cat']",deer
394,7,"['cat'; 'ship']",ship
395,3,"['automobile'; 'ship']",automobile
396,1,"['cat'; 'deer']",cat
397,8,"['truck'; 'airplane']",airplane
398,4,"['automobile'; 'frog']",automobile
399,4,"['frog'; 'automobile']",automobile
400,2,"['cat'; 'bird']",cat
401,0,"['automobile'; 'airplane']",airplane
402,2,"['cat'; 'bird']",cat
403,2,"['bird'; 'cat']",cat
404,0,"['airplane'; 'automobile']",automobile
405,0,"['automobile'; 'airplane']",automobile
406,9,"['ship'; 'cat']",cat
407,0,"['automobile'; 'airplane']",automobile
408,9,"['ship'; 'cat']",cat
409,6,"['cat'; 'automobile']",automobile
410,8,"['truck'; 'airplane']",truck
411,2,"['cat'; 'bird']",cat
412,7,"['ship'; 'cat']",cat
413,7,"['cat'; 'ship']",ship
414,4,"['frog'; 'automobile']",automobile
415,0,"['airplane'; 'automobile']",automobile
416,3,"['ship'; 'automobile']",automobile
417,0,"['airplane'; 'automobile']",automobile
418,8,"['airplane'; 'truck']",truck
419,9,"['ship'; 'cat']",cat
420,4,"['automobile'; 'frog']",automobile
421,2,"['cat'; 'bird']",cat
422,7,"['cat'; 'ship']",ship
423,2,"['cat'; 'bird']",bird
424,5,"['truck'; 'airplane']",truck
425,2,"['bird'; 'cat']",cat
426,5,"['truck'; 'airplane']",truck
427,1,"['cat'; 'deer']",cat
428,9,"['ship'; 'cat']",cat
429,4,"['automobile'; 'frog']",automobile
430,8,"['airplane'; 'truck']",truck
431,5,"['airplane'; 'truck']",truck
432,1,"['cat'; 'deer']",deer
433,7,"['cat'; 'ship']",ship
434,4,"['frog'; 'automobile']",frog
435,4,"['automobile'; 'frog']",automobile
436,0,"['airplane'; 'automobile']",automobile
437,6,"['automobile'; 'cat']",automobile
438,9,"['ship'; 'cat']",cat
439,0,"['airplane'; 'automobile']",automobile
440,7,"['ship'; 'cat']",cat
441,8,"['airplane'; 'truck']",truck
442,8,"['airplane'; 'truck']",truck
443,9,"['ship'; 'cat']",cat
444,9,"['cat'; 'ship']",ship
445,3,"['automobile'; 'ship']",automobile
446,3,"['ship'; 'automobile']",automobile
447,4,"['automobile'; 'frog']",automobile
448,0,"['automobile'; 'airplane']",automobile
449,4,"['automobile'; 'frog']",automobile
450,5,"['airplane'; 'truck']",truck
451,6,"['automobile'; 'cat']",automobile
452,6,"['automobile'; 'cat']",automobile
453,0,"['automobile'; 'airplane']",automobile
454,1,"['deer'; 'cat']",deer
455,0,"['automobile'; 'airplane']",automobile
456,8,"['truck'; 'airplane']",truck
457,0,"['airplane'; 'automobile']",automobile
458,4,"['automobile'; 'frog']",automobile
459,8,"['truck'; 'airplane']",truck
460,8,"['airplane'; 'truck']",truck
461,1,"['deer'; 'cat']",deer
462,5,"['truck'; 'airplane']",truck
463,2,"['bird'; 'cat']",cat
464,6,"['automobile'; 'cat']",automobile
465,8,"['airplane'; 'truck']",truck
466,1,"['deer'; 'cat']",cat
467,0,"['automobile'; 'airplane']",airplane
468,0,"['automobile'; 'airplane']",automobile
469,7,"['cat'; 'ship']",ship
470,7,"['ship'; 'cat']",cat
471,5,"['airplane'; 'truck']",truck
472,9,"['cat'; 'ship']",ship
473,6,"['automobile'; 'cat']",automobile
474,2,"['bird'; 'cat']",cat
475,8,"['airplane'; 'truck']",truck
476,3,"['automobile'; 'ship']",automobile
477,4,"['automobile'; 'frog']",automobile
478,7,"['cat'; 'ship']",ship
479,3,"['automobile'; 'ship']",automobile
480,9,"['ship'; 'cat']",cat
481,0,"['airplane'; 'automobile']",automobile
482,1,"['cat'; 'deer']",cat
483,2,"['bird'; 'cat']",cat
484,4,"['automobile'; 'frog']",automobile
485,8,"['truck'; 'airplane']",truck
486,1,"['cat'; 'deer']",deer
487,8,"['truck'; 'airplane']",truck
488,6,"['cat'; 'automobile']",automobile
489,4,"['frog'; 'automobile']",frog
490,4,"['frog'; 'automobile']",frog
491,5,"['airplane'; 'truck']",truck
492,7,"['cat'; 'ship']",ship
493,1,"['deer'; 'cat']",deer
494,3,"['automobile'; 'ship']",automobile
495,9,"['ship'; 'cat']",cat
496,8,"['airplane'; 'truck']",truck
497,0,"['airplane'; 'automobile']",automobile
498,1,"['cat'; 'deer']",cat
499,7,"['cat'; 'ship']",ship
500,5,"['airplane'; 'truck']",airplane
501,8,"['truck'; 'airplane']",truck
502,2,"['bird'; 'cat']",cat
503,8,"['truck'; 'airplane']",truck
504,0,"['automobile'; 'airplane']",automobile
505,4,"['frog'; 'automobile']",frog
506,1,"['deer'; 'cat']",deer
507,8,"['truck'; 'airplane']",truck
508,9,"['ship'; 'cat']",cat
509,8,"['airplane'; 'truck']",truck
510,2,"['bird'; 'cat']",cat
511,9,"['ship'; 'cat']",cat
512,9,"['cat'; 'ship']",ship
513,2,"['bird'; 'cat']",cat
514,7,"['ship'; 'cat']",cat
515,5,"['truck'; 'airplane']",truck
516,7,"['cat'; 'ship']",ship
517,3,"['ship'; 'automobile']",automobile
518,8,"['airplane'; 'truck']",truck
519,8,"['truck'; 'airplane']",truck
520,4,"['automobile'; 'frog']",automobile
521,4,"['frog'; 'automobile']",automobile
522,2,"['cat'; 'bird']",cat
523,7,"['ship'; 'cat']",cat
524,1,"['deer'; 'cat']",deer
525,6,"['automobile'; 'cat']",automobile
526,4,"['automobile'; 'frog']",automobile
527,0,"['airplane'; 'automobile']",automobile
528,4,"['automobile'; 'frog']",automobile
529,6,"['automobile'; 'cat']",automobile
530,9,"['ship'; 'cat']",cat
531,7,"['ship'; 'cat']",cat
532,6,"['cat'; 'automobile']",automobile
533,2,"['cat'; 'bird']",cat
534,5,"['airplane'; 'truck']",truck
535,5,"['truck'; 'airplane']",truck
536,1,"['deer'; 'cat']",deer
537,7,"['cat'; 'ship']",ship
538,2,"['cat'; 'bird']",cat
539,2,"['bird'; 'cat']",cat
540,2,"['bird'; 'cat']",cat
541,9,"['cat'; 'ship']",ship
542,5,"['truck'; 'airplane']",truck
543,4,"['frog'; 'automobile']",frog
544,2,"['bird'; 'cat']",bird
545,7,"['cat'; 'ship']",ship
546,8,"['truck'; 'airplane']",airplane
547,1,"['deer'; 'cat']",cat
548,3,"['ship'; 'automobile']",automobile
549,4,"['frog'; 'automobile']",automobile
550,3,"['ship'; 'automobile']",automobile
551,7,"['ship'; 'cat']",cat
552,6,"['automobile'; 'cat']",automobile
553,9,"['cat'; 'ship']",ship
554,8,"['truck'; 'airplane']",truck
555,0,"['automobile'; 'airplane']",automobile
556,6,"['cat'; 'automobile']",automobile
557,0,"['airplane'; 'automobile']",automobile
558,2,"['cat'; 'bird']",cat
559,2,"['bird'; 'cat']",cat
560,2,"['bird'; 'cat']",cat
561,1,"['deer'; 'cat']",deer
562,8,"['airplane'; 'truck']",truck
563,4,"['frog'; 'automobile']",frog
564,0,"['airplane'; 'automobile']",automobile
565,1,"['cat'; 'deer']",deer
566,8,"['airplane'; 'truck']",truck
567,8,"['truck'; 'airplane']",truck
568,1,"['cat'; 'deer']",cat
569,5,"['airplane'; 'truck']",truck
570,7,"['ship'; 'cat']",cat
571,6,"['automobile'; 'cat']",automobile
572,4,"['automobile'; 'frog']",automobile
573,5,"['airplane'; 'truck']",airplane
574,8,"['truck'; 'airplane']",truck
575,7,"['cat'; 'ship']",ship
576,1,"['cat'; 'deer']",deer
577,9,"['ship'; 'cat']",cat
578,1,"['cat'; 'deer']",deer
579,9,"['ship'; 'cat']",cat
580,8,"['airplane'; 'truck']",truck
581,4,"['automobile'; 'frog']",automobile
582,7,"['cat'; 'ship']",ship
583,3,"['automobile'; 'ship']",automobile
584,8,"['truck'; 'airplane']",truck
585,8,"['airplane'; 'truck']",truck
586,2,"['cat'; 'bird']",cat
587,6,"['automobile'; 'cat']",automobile
588,6,"['cat'; 'automobile']",automobile
589,7,"['cat'; 'ship']",ship
590,1,"['cat'; 'deer']",deer
591,6,"['automobile'; 'cat']",automobile
592,8,"['airplane'; 'truck']",truck
593,1,"['cat'; 'deer']",deer
594,9,"['ship'; 'cat']",cat
595,7,"['ship'; 'cat']",cat
596,8,"['airplane'; 'truck']",truck
597,3,"['ship'; 'automobile']",automobile
598,0,"['airplane'; 'automobile']",automobile
599,1,"['cat'; 'deer']",cat
600,0,"['airplane'; 'automobile']",automobile
601,8,"['airplane'; 'truck']",truck
602,8,"['truck'; 'airplane']",truck
603,3,"['ship'; 'automobile']",automobile
604,0,"['automobile'; 'airplane']",automobile
605,0,"['airplane'; 'automobile']",automobile
606,1,"['cat'; 'deer']",cat
607,5,"['airplane'; 'truck']",truck
608,0,"['automobile'; 'airplane']",automobile
609,8,"['airplane'; 'truck']",truck
610,8,"['truck'; 'airplane']",truck
611,7,"['ship'; 'cat']",cat
612,9,"['ship'; 'cat']",cat
613,9,"['cat'; 'ship']",ship
614,0,"['airplane'; 'automobile']",automobile
615,9,"['cat'; 'ship']",ship
616,4,"['automobile'; 'frog']",automobile
617,1,"['cat'; 'deer']",cat
618,3,"['ship'; 'automobile']",automobile
619,6,"['cat'; 'automobile']",automobile
620,6,"['cat'; 'automobile']",automobile
621,4,"['frog'; 'automobile']",automobile
622,4,"['frog'; 'automobile']",automobile
623,7,"['cat'; 'ship']",ship
624,5,"['truck'; 'airplane']",truck
625,6,"['cat'; 'automobile']",automobile
626,0,"['airplane'; 'automobile']",automobile
627,8,"['airplane'; 'truck']",truck
628,0,"['airplane'; 'automobile']",automobile
629,3,"['ship'; 'automobile']",automobile
630,2,"['bird'; 'cat']",cat
631,8,"['airplane'; 'truck']",truck
632,4,"['automobile'; 'frog']",automobile
633,6,"['automobile'; 'cat']",automobile
634,9,"['ship'; 'cat']",cat
635,9,"['cat'; 'ship']",ship
636,7,"['ship'; 'cat']",cat
637,0,"['airplane'; 'automobile']",automobile
638,3,"['ship'; 'automobile']",automobile
639,3,"['ship'; 'automobile']",automobile
640,6,"['automobile'; 'cat']",automobile
641,7,"['ship'; 'cat']",cat
642,4,"['frog'; 'automobile']",frog
643,9,"['ship'; 'cat']",cat
644,1,"['cat'; 'deer']",deer
645,6,"['automobile'; 'cat']",automobile
646,2,"['bird'; 'cat']",cat
647,7,"['cat'; 'ship']",ship
648,2,"['bird'; 'cat']",cat
649,2,"['bird'; 'cat']",cat
650,0,"['airplane'; 'automobile']",automobile
651,6,"['automobile'; 'cat']",automobile
652,7,"['ship'; 'cat']",cat
653,5,"['truck'; 'airplane']",truck
654,7,"['ship'; 'cat']",cat
655,6,"['cat'; 'automobile']",automobile
656,8,"['truck'; 'airplane']",airplane
657,9,"['cat'; 'ship']",cat
658,0,"['airplane'; 'automobile']",automobile
659,9,"['cat'; 'ship']",ship
660,4,"['automobile'; 'frog']",automobile
661,4,"['automobile'; 'frog']",automobile
662,7,"['ship'; 'cat']",cat
663,0,"['automobile'; 'airplane']",automobile
664,9,"['ship'; 'cat']",cat
665,4,"['frog'; 'automobile']",frog
666,9,"['ship'; 'cat']",cat
667,6,"['automobile'; 'cat']",automobile
668,9,"['ship'; 'cat']",cat
669,4,"['frog'; 'automobile']",automobile
670,5,"['airplane'; 'truck']",truck
671,7,"['cat'; 'ship']",ship
672,9,"['cat'; 'ship']",cat
673,2,"['cat'; 'bird']",cat
674,4,"['frog'; 'automobile']",automobile
675,5,"['airplane'; 'truck']",airplane
676,1,"['deer'; 'cat']",deer
677,4,"['automobile'; 'frog']",automobile
678,3,"['automobile'; 'ship']",automobile
679,9,"['cat'; 'ship']",ship
680,6,"['automobile'; 'cat']",automobile
681,5,"['airplane'; 'truck']",truck
682,6,"['automobile'; 'cat']",automobile
683,9,"['cat'; 'ship']",cat
684,3,"['ship'; 'automobile']",automobile
685,3,"['ship'; 'automobile']",automobile
686,5,"['truck'; 'airplane']",truck
687,0,"['airplane'; 'automobile']",automobile
688,7,"['ship'; 'cat']",cat
689,2,"['bird'; 'cat']",cat
690,1,"['deer'; 'cat']",deer
691,3,"['automobile'; 'ship']",automobile
692,6,"['cat'; 'automobile']",automobile
693,4,"['frog'; 'automobile']",automobile
694,0,"['airplane'; 'automobile']",automobile
695,0,"['airplane'; 'automobile']",automobile
