index,true_label,candidate_labels,complementary_label
55,2,"['dog', 'deer', 'frog', 'horse']",deer
56,5,"['horse', 'truck', 'bird', 'deer']",truck
57,2,"['dog', 'deer', 'frog', 'horse']",deer
58,4,"['dog', 'bird', 'horse', 'truck']",truck
59,3,"['dog', 'bird', 'horse', 'truck']",truck
60,1,"['truck', 'ship', 'deer', 'horse']",deer
61,1,"['truck', 'ship', 'deer', 'horse']",deer
62,8,"['truck', 'bird', 'automobile', 'deer']",bird
63,2,"['dog', 'deer', 'frog', 'horse']",frog
64,1,"['truck', 'ship', 'deer', 'horse']",deer
65,1,"['truck', 'ship', 'deer', 'horse']",deer
66,4,"['dog', 'bird', 'horse', 'truck']",truck
67,9,"['automobile', 'ship', 'horse', 'bird']",ship
68,7,"['deer', 'dog', 'truck', 'bird']",truck
69,8,"['truck', 'bird', 'automobile', 'deer']",bird
70,5,"['horse', 'truck', 'bird', 'deer']",truck
71,9,"['automobile', 'ship', 'horse', 'bird']",ship
72,6,"['dog', 'bird', 'cat', 'truck']",truck
73,7,"['deer', 'dog', 'truck', 'bird']",truck
74,3,"['dog', 'bird', 'horse', 'truck']",truck
75,1,"['truck', 'ship', 'deer', 'horse']",deer
76,9,"['automobile', 'ship', 'horse', 'bird']",horse
77,0,"['bird', 'ship', 'automobile', 'truck']",ship
78,3,"['dog', 'bird', 'horse', 'truck']",truck
79,1,"['truck', 'ship', 'deer', 'horse']",deer
80,3,"['dog', 'bird', 'horse', 'truck']",truck
81,5,"['horse', 'truck', 'bird', 'deer']",truck
82,4,"['dog', 'bird', 'horse', 'truck']",truck
83,5,"['horse', 'truck', 'bird', 'deer']",truck
84,7,"['deer', 'dog', 'truck', 'bird']",truck
85,7,"['deer', 'dog', 'truck', 'bird']",truck
86,4,"['dog', 'bird', 'horse', 'truck']",truck
87,7,"['deer', 'dog', 'truck', 'bird']",truck
88,9,"['automobile', 'ship', 'horse', 'bird']",ship
89,4,"['dog', 'bird', 'horse', 'truck']",truck
90,2,"['dog', 'deer', 'frog', 'horse']",deer
91,3,"['dog', 'bird', 'horse', 'truck']",truck
92,8,"['truck', 'bird', 'automobile', 'deer']",bird
93,0,"['bird', 'ship', 'automobile', 'truck']",bird
94,1,"['truck', 'ship', 'deer', 'horse']",deer
95,6,"['dog', 'bird', 'cat', 'truck']",truck
96,1,"['truck', 'ship', 'deer', 'horse']",deer
97,1,"['truck', 'ship', 'deer', 'horse']",deer
98,4,"['dog', 'bird', 'horse', 'truck']",truck
99,1,"['truck', 'ship', 'deer', 'horse']",deer
100,8,"['truck', 'bird', 'automobile', 'deer']",bird
101,3,"['dog', 'bird', 'horse', 'truck']",truck
102,9,"['automobile', 'ship', 'horse', 'bird']",ship
103,6,"['dog', 'bird', 'cat', 'truck']",truck
104,6,"['dog', 'bird', 'cat', 'truck']",truck
105,1,"['truck', 'ship', 'deer', 'horse']",deer
106,8,"['truck', 'bird', 'automobile', 'deer']",bird
107,5,"['horse', 'truck', 'bird', 'deer']",truck
108,2,"['dog', 'deer', 'frog', 'horse']",deer
109,9,"['automobile', 'ship', 'horse', 'bird']",horse
110,9,"['automobile', 'ship', 'horse', 'bird']",ship
111,8,"['truck', 'bird', 'automobile', 'deer']",bird
112,1,"['truck', 'ship', 'deer', 'horse']",deer
113,7,"['deer', 'dog', 'truck', 'bird']",truck
114,7,"['deer', 'dog', 'truck', 'bird']",truck
115,0,"['bird', 'ship', 'automobile', 'truck']",bird
116,0,"['bird', 'ship', 'automobile', 'truck']",bird
117,6,"['dog', 'bird', 'cat', 'truck']",truck
118,9,"['automobile', 'ship', 'horse', 'bird']",ship
119,1,"['truck', 'ship', 'deer', 'horse']",deer
120,2,"['dog', 'deer', 'frog', 'horse']",deer
121,2,"['dog', 'deer', 'frog', 'horse']",deer
122,9,"['automobile', 'ship', 'horse', 'bird']",ship
123,2,"['dog', 'deer', 'frog', 'horse']",deer
124,6,"['dog', 'bird', 'cat', 'truck']",truck
125,6,"['dog', 'bird', 'cat', 'truck']",truck
126,1,"['truck', 'ship', 'deer', 'horse']",deer
127,9,"['automobile', 'ship', 'horse', 'bird']",horse
128,5,"['horse', 'truck', 'bird', 'deer']",truck
129,0,"['bird', 'ship', 'automobile', 'truck']",bird
130,4,"['dog', 'bird', 'horse', 'truck']",truck
131,7,"['deer', 'dog', 'truck', 'bird']",truck
132,6,"['dog', 'bird', 'cat', 'truck']",truck
133,7,"['deer', 'dog', 'truck', 'bird']",truck
134,1,"['truck', 'ship', 'deer', 'horse']",deer
135,8,"['truck', 'bird', 'automobile', 'deer']",bird
136,1,"['truck', 'ship', 'deer', 'horse']",deer
137,1,"['truck', 'ship', 'deer', 'horse']",deer
138,2,"['dog', 'deer', 'frog', 'horse']",deer
139,8,"['truck', 'bird', 'automobile', 'deer']",bird
140,1,"['truck', 'ship', 'deer', 'horse']",deer
141,3,"['dog', 'bird', 'horse', 'truck']",truck
142,3,"['dog', 'bird', 'horse', 'truck']",truck
143,6,"['dog', 'bird', 'cat', 'truck']",truck
144,2,"['dog', 'deer', 'frog', 'horse']",dog
145,4,"['dog', 'bird', 'horse', 'truck']",truck
146,9,"['automobile', 'ship', 'horse', 'bird']",ship
147,9,"['automobile', 'ship', 'horse', 'bird']",ship
148,5,"['horse', 'truck', 'bird', 'deer']",truck
149,4,"['dog', 'bird', 'horse', 'truck']",truck
150,3,"['dog', 'bird', 'horse', 'truck']",truck
151,6,"['dog', 'bird', 'cat', 'truck']",truck
152,7,"['deer', 'dog', 'truck', 'bird']",truck
153,4,"['dog', 'bird', 'horse', 'truck']",truck
154,6,"['dog', 'bird', 'cat', 'truck']",truck
155,8,"['truck', 'bird', 'automobile', 'deer']",bird
156,5,"['horse', 'truck', 'bird', 'deer']",truck
157,5,"['horse', 'truck', 'bird', 'deer']",truck
158,4,"['dog', 'bird', 'horse', 'truck']",truck
159,3,"['dog', 'bird', 'horse', 'truck']",truck
160,1,"['truck', 'ship', 'deer', 'horse']",deer
161,8,"['truck', 'bird', 'automobile', 'deer']",bird
162,4,"['dog', 'bird', 'horse', 'truck']",truck
163,7,"['deer', 'dog', 'truck', 'bird']",truck
164,6,"['dog', 'bird', 'cat', 'truck']",truck
165,0,"['bird', 'ship', 'automobile', 'truck']",ship
166,9,"['automobile', 'ship', 'horse', 'bird']",ship
167,5,"['horse', 'truck', 'bird', 'deer']",truck
168,1,"['truck', 'ship', 'deer', 'horse']",deer
169,3,"['dog', 'bird', 'horse', 'truck']",truck
170,8,"['truck', 'bird', 'automobile', 'deer']",bird
171,2,"['dog', 'deer', 'frog', 'horse']",deer
172,7,"['deer', 'dog', 'truck', 'bird']",truck
173,5,"['horse', 'truck', 'bird', 'deer']",truck
174,3,"['dog', 'bird', 'horse', 'truck']",truck
175,4,"['dog', 'bird', 'horse', 'truck']",truck
176,1,"['truck', 'ship', 'deer', 'horse']",deer
177,5,"['horse', 'truck', 'bird', 'deer']",truck
178,7,"['deer', 'dog', 'truck', 'bird']",truck
179,0,"['bird', 'ship', 'automobile', 'truck']",ship
180,4,"['dog', 'bird', 'horse', 'truck']",truck
181,7,"['deer', 'dog', 'truck', 'bird']",truck
182,5,"['horse', 'truck', 'bird', 'deer']",truck
183,5,"['horse', 'truck', 'bird', 'deer']",truck
184,1,"['truck', 'ship', 'deer', 'horse']",deer
185,0,"['bird', 'ship', 'automobile', 'truck']",bird
186,9,"['automobile', 'ship', 'horse', 'bird']",ship
187,6,"['dog', 'bird', 'cat', 'truck']",truck
188,9,"['automobile', 'ship', 'horse', 'bird']",horse
189,0,"['bird', 'ship', 'automobile', 'truck']",bird
190,8,"['truck', 'bird', 'automobile', 'deer']",bird
191,7,"['deer', 'dog', 'truck', 'bird']",truck
192,8,"['truck', 'bird', 'automobile', 'deer']",bird
193,8,"['truck', 'bird', 'automobile', 'deer']",bird
194,2,"['dog', 'deer', 'frog', 'horse']",dog
195,5,"['horse', 'truck', 'bird', 'deer']",truck
196,2,"['dog', 'deer', 'frog', 'horse']",horse
197,3,"['dog', 'bird', 'horse', 'truck']",truck
198,5,"['horse', 'truck', 'bird', 'deer']",truck
199,0,"['bird', 'ship', 'automobile', 'truck']",bird
200,6,"['dog', 'bird', 'cat', 'truck']",truck
201,1,"['truck', 'ship', 'deer', 'horse']",deer
202,9,"['automobile', 'ship', 'horse', 'bird']",horse
203,3,"['dog', 'bird', 'horse', 'truck']",truck
204,6,"['dog', 'bird', 'cat', 'truck']",truck
205,9,"['automobile', 'ship', 'horse', 'bird']",horse
206,1,"['truck', 'ship', 'deer', 'horse']",deer
207,3,"['dog', 'bird', 'horse', 'truck']",truck
208,9,"['automobile', 'ship', 'horse', 'bird']",ship
209,6,"['dog', 'bird', 'cat', 'truck']",truck
210,6,"['dog', 'bird', 'cat', 'truck']",truck
211,7,"['deer', 'dog', 'truck', 'bird']",truck
212,1,"['truck', 'ship', 'deer', 'horse']",deer
213,0,"['bird', 'ship', 'automobile', 'truck']",bird
214,9,"['automobile', 'ship', 'horse', 'bird']",bird
215,5,"['horse', 'truck', 'bird', 'deer']",truck
216,8,"['truck', 'bird', 'automobile', 'deer']",bird
217,5,"['horse', 'truck', 'bird', 'deer']",truck
218,2,"['dog', 'deer', 'frog', 'horse']",deer
219,9,"['automobile', 'ship', 'horse', 'bird']",horse
220,0,"['bird', 'ship', 'automobile', 'truck']",bird
221,8,"['truck', 'bird', 'automobile', 'deer']",bird
222,8,"['truck', 'bird', 'automobile', 'deer']",bird
223,0,"['bird', 'ship', 'automobile', 'truck']",bird
224,6,"['dog', 'bird', 'cat', 'truck']",truck
225,9,"['automobile', 'ship', 'horse', 'bird']",ship
226,1,"['truck', 'ship', 'deer', 'horse']",deer
227,1,"['truck', 'ship', 'deer', 'horse']",deer
228,6,"['dog', 'bird', 'cat', 'truck']",truck
229,3,"['dog', 'bird', 'horse', 'truck']",truck
230,7,"['deer', 'dog', 'truck', 'bird']",truck
231,6,"['dog', 'bird', 'cat', 'truck']",truck
232,6,"['dog', 'bird', 'cat', 'truck']",truck
233,0,"['bird', 'ship', 'automobile', 'truck']",bird
234,6,"['dog', 'bird', 'cat', 'truck']",truck
235,6,"['dog', 'bird', 'cat', 'truck']",truck
236,1,"['truck', 'ship', 'deer', 'horse']",deer
237,7,"['deer', 'dog', 'truck', 'bird']",truck
238,1,"['truck', 'ship', 'deer', 'horse']",deer
239,5,"['horse', 'truck', 'bird', 'deer']",truck
240,8,"['truck', 'bird', 'automobile', 'deer']",bird
241,3,"['dog', 'bird', 'horse', 'truck']",truck
242,6,"['dog', 'bird', 'cat', 'truck']",truck
243,6,"['dog', 'bird', 'cat', 'truck']",truck
244,8,"['truck', 'bird', 'automobile', 'deer']",bird
245,6,"['dog', 'bird', 'cat', 'truck']",truck
246,8,"['truck', 'bird', 'automobile', 'deer']",bird
247,4,"['dog', 'bird', 'horse', 'truck']",truck
248,6,"['dog', 'bird', 'cat', 'truck']",truck
249,6,"['dog', 'bird', 'cat', 'truck']",truck
250,1,"['truck', 'ship', 'deer', 'horse']",deer
251,3,"['dog', 'bird', 'horse', 'truck']",truck
252,8,"['truck', 'bird', 'automobile', 'deer']",bird
253,3,"['dog', 'bird', 'horse', 'truck']",truck
254,4,"['dog', 'bird', 'horse', 'truck']",truck
255,1,"['truck', 'ship', 'deer', 'horse']",deer
256,7,"['deer', 'dog', 'truck', 'bird']",truck
257,1,"['truck', 'ship', 'deer', 'horse']",deer
258,3,"['dog', 'bird', 'horse', 'truck']",truck
259,8,"['truck', 'bird', 'automobile', 'deer']",truck
260,5,"['horse', 'truck', 'bird', 'deer']",truck
261,1,"['truck', 'ship', 'deer', 'horse']",deer
262,1,"['truck', 'ship', 'deer', 'horse']",deer
263,4,"['dog', 'bird', 'horse', 'truck']",truck
264,0,"['bird', 'ship', 'automobile', 'truck']",ship
265,9,"['automobile', 'ship', 'horse', 'bird']",horse
266,3,"['dog', 'bird', 'horse', 'truck']",truck
267,7,"['deer', 'dog', 'truck', 'bird']",truck
268,4,"['dog', 'bird', 'horse', 'truck']",truck
269,9,"['automobile', 'ship', 'horse', 'bird']",ship
270,9,"['automobile', 'ship', 'horse', 'bird']",ship
271,2,"['dog', 'deer', 'frog', 'horse']",horse
272,4,"['dog', 'bird', 'horse', 'truck']",truck
273,9,"['automobile', 'ship', 'horse', 'bird']",ship
274,9,"['automobile', 'ship', 'horse', 'bird']",ship
275,1,"['truck', 'ship', 'deer', 'horse']",deer
276,0,"['bird', 'ship', 'automobile', 'truck']",bird
277,5,"['horse', 'truck', 'bird', 'deer']",truck
278,9,"['automobile', 'ship', 'horse', 'bird']",ship
279,0,"['bird', 'ship', 'automobile', 'truck']",bird
280,8,"['truck', 'bird', 'automobile', 'deer']",bird
281,2,"['dog', 'deer', 'frog', 'horse']",deer
282,1,"['truck', 'ship', 'deer', 'horse']",deer
283,2,"['dog', 'deer', 'frog', 'horse']",deer
284,0,"['bird', 'ship', 'automobile', 'truck']",bird
285,5,"['horse', 'truck', 'bird', 'deer']",truck
286,6,"['dog', 'bird', 'cat', 'truck']",truck
287,3,"['dog', 'bird', 'horse', 'truck']",truck
288,2,"['dog', 'deer', 'frog', 'horse']",dog
289,7,"['deer', 'dog', 'truck', 'bird']",truck
290,8,"['truck', 'bird', 'automobile', 'deer']",bird
291,8,"['truck', 'bird', 'automobile', 'deer']",bird
292,6,"['dog', 'bird', 'cat', 'truck']",truck
293,0,"['bird', 'ship', 'automobile', 'truck']",bird
294,7,"['deer', 'dog', 'truck', 'bird']",truck
295,9,"['automobile', 'ship', 'horse', 'bird']",ship
296,4,"['dog', 'bird', 'horse', 'truck']",truck
297,5,"['horse', 'truck', 'bird', 'deer']",truck
298,6,"['dog', 'bird', 'cat', 'truck']",truck
299,4,"['dog', 'bird', 'horse', 'truck']",truck
300,2,"['dog', 'deer', 'frog', 'horse']",dog
301,1,"['truck', 'ship', 'deer', 'horse']",deer
302,1,"['truck', 'ship', 'deer', 'horse']",deer
303,2,"['dog', 'deer', 'frog', 'horse']",horse
304,1,"['truck', 'ship', 'deer', 'horse']",deer
305,5,"['horse', 'truck', 'bird', 'deer']",truck
306,9,"['automobile', 'ship', 'horse', 'bird']",ship
307,9,"['automobile', 'ship', 'horse', 'bird']",ship
308,0,"['bird', 'ship', 'automobile', 'truck']",bird
309,8,"['truck', 'bird', 'automobile', 'deer']",bird
310,4,"['dog', 'bird', 'horse', 'truck']",truck
311,1,"['truck', 'ship', 'deer', 'horse']",deer
312,1,"['truck', 'ship', 'deer', 'horse']",deer
313,6,"['dog', 'bird', 'cat', 'truck']",truck
314,3,"['dog', 'bird', 'horse', 'truck']",truck
315,3,"['dog', 'bird', 'horse', 'truck']",truck
316,9,"['automobile', 'ship', 'horse', 'bird']",horse
317,0,"['bird', 'ship', 'automobile', 'truck']",ship
318,7,"['deer', 'dog', 'truck', 'bird']",truck
319,9,"['automobile', 'ship', 'horse', 'bird']",ship
320,7,"['deer', 'dog', 'truck', 'bird']",truck
321,7,"['deer', 'dog', 'truck', 'bird']",truck
322,9,"['automobile', 'ship', 'horse', 'bird']",ship
323,1,"['truck', 'ship', 'deer', 'horse']",deer
324,5,"['horse', 'truck', 'bird', 'deer']",truck
325,1,"['truck', 'ship', 'deer', 'horse']",deer
326,6,"['dog', 'bird', 'cat', 'truck']",truck
327,6,"['dog', 'bird', 'cat', 'truck']",truck
328,8,"['truck', 'bird', 'automobile', 'deer']",bird
329,7,"['deer', 'dog', 'truck', 'bird']",truck
330,1,"['truck', 'ship', 'deer', 'horse']",deer
331,3,"['dog', 'bird', 'horse', 'truck']",truck
332,0,"['bird', 'ship', 'automobile', 'truck']",bird
333,3,"['dog', 'bird', 'horse', 'truck']",truck
334,3,"['dog', 'bird', 'horse', 'truck']",truck
335,2,"['dog', 'deer', 'frog', 'horse']",deer
336,4,"['dog', 'bird', 'horse', 'truck']",truck
337,5,"['horse', 'truck', 'bird', 'deer']",truck
338,7,"['deer', 'dog', 'truck', 'bird']",truck
339,5,"['horse', 'truck', 'bird', 'deer']",truck
340,9,"['automobile', 'ship', 'horse', 'bird']",horse
341,0,"['bird', 'ship', 'automobile', 'truck']",bird
342,3,"['dog', 'bird', 'horse', 'truck']",truck
343,4,"['dog', 'bird', 'horse', 'truck']",truck
344,0,"['bird', 'ship', 'automobile', 'truck']",bird
345,4,"['dog', 'bird', 'horse', 'truck']",truck
346,4,"['dog', 'bird', 'horse', 'truck']",truck
347,6,"['dog', 'bird', 'cat', 'truck']",truck
348,0,"['bird', 'ship', 'automobile', 'truck']",bird
349,0,"['bird', 'ship', 'automobile', 'truck']",ship
350,6,"['dog', 'bird', 'cat', 'truck']",truck
351,6,"['dog', 'bird', 'cat', 'truck']",truck
352,0,"['bird', 'ship', 'automobile', 'truck']",bird
353,8,"['truck', 'bird', 'automobile', 'deer']",bird
354,1,"['truck', 'ship', 'deer', 'horse']",deer
355,6,"['dog', 'bird', 'cat', 'truck']",truck
356,2,"['dog', 'deer', 'frog', 'horse']",deer
357,9,"['automobile', 'ship', 'horse', 'bird']",ship
358,2,"['dog', 'deer', 'frog', 'horse']",deer
359,5,"['horse', 'truck', 'bird', 'deer']",truck
360,9,"['automobile', 'ship', 'horse', 'bird']",ship
361,6,"['dog', 'bird', 'cat', 'truck']",truck
362,7,"['deer', 'dog', 'truck', 'bird']",truck
363,4,"['dog', 'bird', 'horse', 'truck']",truck
364,1,"['truck', 'ship', 'deer', 'horse']",deer
365,8,"['truck', 'bird', 'automobile', 'deer']",bird
366,7,"['deer', 'dog', 'truck', 'bird']",truck
367,3,"['dog', 'bird', 'horse', 'truck']",truck
368,6,"['dog', 'bird', 'cat', 'truck']",truck
369,9,"['automobile', 'ship', 'horse', 'bird']",ship
370,3,"['dog', 'bird', 'horse', 'truck']",truck
371,0,"['bird', 'ship', 'automobile', 'truck']",ship
372,4,"['dog', 'bird', 'horse', 'truck']",truck
373,0,"['bird', 'ship', 'automobile', 'truck']",ship
374,5,"['horse', 'truck', 'bird', 'deer']",truck
375,1,"['truck', 'ship', 'deer', 'horse']",deer
376,0,"['bird', 'ship', 'automobile', 'truck']",bird
377,3,"['dog', 'bird', 'horse', 'truck']",truck
378,4,"['dog', 'bird', 'horse', 'truck']",truck
379,8,"['truck', 'bird', 'automobile', 'deer']",truck
380,5,"['horse', 'truck', 'bird', 'deer']",truck
381,4,"['dog', 'bird', 'horse', 'truck']",truck
382,7,"['deer', 'dog', 'truck', 'bird']",truck
383,2,"['dog', 'deer', 'frog', 'horse']",deer
384,3,"['dog', 'bird', 'horse', 'truck']",truck
385,9,"['automobile', 'ship', 'horse', 'bird']",ship
386,7,"['deer', 'dog', 'truck', 'bird']",truck
387,6,"['dog', 'bird', 'cat', 'truck']",truck
388,7,"['deer', 'dog', 'truck', 'bird']",truck
389,1,"['truck', 'ship', 'deer', 'horse']",deer
390,4,"['dog', 'bird', 'horse', 'truck']",truck
391,7,"['deer', 'dog', 'truck', 'bird']",truck
392,0,"['bird', 'ship', 'automobile', 'truck']",bird
393,1,"['truck', 'ship', 'deer', 'horse']",deer
394,7,"['deer', 'dog', 'truck', 'bird']",truck
395,3,"['dog', 'bird', 'horse', 'truck']",truck
396,1,"['truck', 'ship', 'deer', 'horse']",deer
397,8,"['truck', 'bird', 'automobile', 'deer']",bird
398,4,"['dog', 'bird', 'horse', 'truck']",truck
399,4,"['dog', 'bird', 'horse', 'truck']",truck
400,2,"['dog', 'deer', 'frog', 'horse']",dog
401,0,"['bird', 'ship', 'automobile', 'truck']",bird
402,2,"['dog', 'deer', 'frog', 'horse']",deer
403,2,"['dog', 'deer', 'frog', 'horse']",deer
404,0,"['bird', 'ship', 'automobile', 'truck']",bird
405,0,"['bird', 'ship', 'automobile', 'truck']",bird
406,9,"['automobile', 'ship', 'horse', 'bird']",ship
407,0,"['bird', 'ship', 'automobile', 'truck']",ship
408,9,"['automobile', 'ship', 'horse', 'bird']",ship
409,6,"['dog', 'bird', 'cat', 'truck']",truck
410,8,"['truck', 'bird', 'automobile', 'deer']",bird
411,2,"['dog', 'deer', 'frog', 'horse']",dog
412,7,"['deer', 'dog', 'truck', 'bird']",truck
413,7,"['deer', 'dog', 'truck', 'bird']",truck
414,4,"['dog', 'bird', 'horse', 'truck']",truck
415,0,"['bird', 'ship', 'automobile', 'truck']",bird
416,3,"['dog', 'bird', 'horse', 'truck']",truck
417,0,"['bird', 'ship', 'automobile', 'truck']",ship
418,8,"['truck', 'bird', 'automobile', 'deer']",bird
419,9,"['automobile', 'ship', 'horse', 'bird']",ship
420,4,"['dog', 'bird', 'horse', 'truck']",truck
421,2,"['dog', 'deer', 'frog', 'horse']",dog
422,7,"['deer', 'dog', 'truck', 'bird']",truck
423,2,"['dog', 'deer', 'frog', 'horse']",frog
424,5,"['horse', 'truck', 'bird', 'deer']",truck
425,2,"['dog', 'deer', 'frog', 'horse']",deer
426,5,"['horse', 'truck', 'bird', 'deer']",truck
427,1,"['truck', 'ship', 'deer', 'horse']",deer
428,9,"['automobile', 'ship', 'horse', 'bird']",ship
429,4,"['dog', 'bird', 'horse', 'truck']",truck
430,8,"['truck', 'bird', 'automobile', 'deer']",bird
431,5,"['horse', 'truck', 'bird', 'deer']",truck
432,1,"['truck', 'ship', 'deer', 'horse']",deer
433,7,"['deer', 'dog', 'truck', 'bird']",truck
434,4,"['dog', 'bird', 'horse', 'truck']",truck
435,4,"['dog', 'bird', 'horse', 'truck']",truck
436,0,"['bird', 'ship', 'automobile', 'truck']",bird
437,6,"['dog', 'bird', 'cat', 'truck']",truck
438,9,"['automobile', 'ship', 'horse', 'bird']",ship
439,0,"['bird', 'ship', 'automobile', 'truck']",ship
440,7,"['deer', 'dog', 'truck', 'bird']",truck
441,8,"['truck', 'bird', 'automobile', 'deer']",bird
442,8,"['truck', 'bird', 'automobile', 'deer']",bird
443,9,"['automobile', 'ship', 'horse', 'bird']",ship
444,9,"['automobile', 'ship', 'horse', 'bird']",ship
445,3,"['dog', 'bird', 'horse', 'truck']",truck
446,3,"['dog', 'bird', 'horse', 'truck']",truck
447,4,"['dog', 'bird', 'horse', 'truck']",truck
448,0,"['bird', 'ship', 'automobile', 'truck']",bird
449,4,"['dog', 'bird', 'horse', 'truck']",truck
450,5,"['horse', 'truck', 'bird', 'deer']",truck
451,6,"['dog', 'bird', 'cat', 'truck']",truck
452,6,"['dog', 'bird', 'cat', 'truck']",truck
453,0,"['bird', 'ship', 'automobile', 'truck']",bird
454,1,"['truck', 'ship', 'deer', 'horse']",deer
455,0,"['bird', 'ship', 'automobile', 'truck']",ship
456,8,"['truck', 'bird', 'automobile', 'deer']",bird
457,0,"['bird', 'ship', 'automobile', 'truck']",bird
458,4,"['dog', 'bird', 'horse', 'truck']",truck
459,8,"['truck', 'bird', 'automobile', 'deer']",bird
460,8,"['truck', 'bird', 'automobile', 'deer']",bird
461,1,"['truck', 'ship', 'deer', 'horse']",deer
462,5,"['horse', 'truck', 'bird', 'deer']",truck
463,2,"['dog', 'deer', 'frog', 'horse']",dog
464,6,"['dog', 'bird', 'cat', 'truck']",truck
465,8,"['truck', 'bird', 'automobile', 'deer']",bird
466,1,"['truck', 'ship', 'deer', 'horse']",deer
467,0,"['bird', 'ship', 'automobile', 'truck']",bird
468,0,"['bird', 'ship', 'automobile', 'truck']",bird
469,7,"['deer', 'dog', 'truck', 'bird']",truck
470,7,"['deer', 'dog', 'truck', 'bird']",truck
471,5,"['horse', 'truck', 'bird', 'deer']",truck
472,9,"['automobile', 'ship', 'horse', 'bird']",ship
473,6,"['dog', 'bird', 'cat', 'truck']",truck
474,2,"['dog', 'deer', 'frog', 'horse']",deer
475,8,"['truck', 'bird', 'automobile', 'deer']",bird
476,3,"['dog', 'bird', 'horse', 'truck']",truck
477,4,"['dog', 'bird', 'horse', 'truck']",truck
478,7,"['deer', 'dog', 'truck', 'bird']",truck
479,3,"['dog', 'bird', 'horse', 'truck']",truck
480,9,"['automobile', 'ship', 'horse', 'bird']",ship
481,0,"['bird', 'ship', 'automobile', 'truck']",bird
482,1,"['truck', 'ship', 'deer', 'horse']",deer
483,2,"['dog', 'deer', 'frog', 'horse']",dog
484,4,"['dog', 'bird', 'horse', 'truck']",truck
485,8,"['truck', 'bird', 'automobile', 'deer']",bird
486,1,"['truck', 'ship', 'deer', 'horse']",deer
487,8,"['truck', 'bird', 'automobile', 'deer']",bird
488,6,"['dog', 'bird', 'cat', 'truck']",truck
489,4,"['dog', 'bird', 'horse', 'truck']",truck
490,4,"['dog', 'bird', 'horse', 'truck']",truck
491,5,"['horse', 'truck', 'bird', 'deer']",truck
492,7,"['deer', 'dog', 'truck', 'bird']",truck
