index,true_label,candidate_labels,complementary_label
173,64,"['couch'; 'cattle'; 'maple_tree']",couch
174,62,"['kangaroo'; 'bus'; 'streetcar']",kangaroo
175,72,"['worm'; 'tank'; 'can']",tank
176,0,"['beaver'; 'camel'; 'sunflower']",beaver
177,44,"['rocket'; 'seal'; 'forest']",forest
178,7,"['bear'; 'snake'; 'rabbit']",bear
179,12,"['woman'; 'train'; 'chimpanzee']",chimpanzee
180,19,"['mountain'; 'rocket'; 'camel']",rocket
181,11,"['apple'; 'hamster'; 'skyscraper']",hamster
182,31,"['sunflower'; 'chimpanzee'; 'snake']",chimpanzee
183,61,"['clock'; 'woman'; 'rabbit']",woman
184,79,"['maple_tree'; 'palm_tree'; 'raccoon']",palm_tree
185,45,"['skunk'; 'otter'; 'willow_tree']",skunk
186,81,"['cup'; 'lion'; 'bicycle']",lion
187,79,"['raccoon'; 'maple_tree'; 'palm_tree']",palm_tree
188,98,"['bus'; 'cockroach'; 'elephant']",cockroach
189,43,"['elephant'; 'willow_tree'; 'castle']",willow_tree
190,46,"['oak_tree'; 'maple_tree'; 'skunk']",skunk
191,67,"['baby'; 'poppy'; 'lawn_mower']",lawn_mower
192,80,"['camel'; 'elephant'; 'pear']",pear
193,68,"['keyboard'; 'butterfly'; 'man']",butterfly
194,74,"['forest'; 'ray'; 'snake']",ray
195,48,"['possum'; 'boy'; 'wolf']",boy
196,81,"['lion'; 'bicycle'; 'cup']",cup
197,94,"['turtle'; 'pine_tree'; 'oak_tree']",pine_tree
198,86,"['beaver'; 'leopard'; 'bicycle']",beaver
199,69,"['dolphin'; 'beetle'; 'shark']",beetle
200,39,"['crocodile'; 'tulip'; 'shark']",tulip
201,73,"['chimpanzee'; 'plain'; 'rose']",chimpanzee
202,2,"['caterpillar'; 'dinosaur'; 'whale']",dinosaur
203,46,"['oak_tree'; 'maple_tree'; 'skunk']",oak_tree
204,49,"['cattle'; 'butterfly'; 'bee']",cattle
205,63,"['sunflower'; 'snake'; 'rabbit']",snake
206,43,"['elephant'; 'castle'; 'willow_tree']",castle
207,14,"['chair'; 'cup'; 'woman']",cup
208,49,"['cattle'; 'bee'; 'butterfly']",cattle
209,68,"['butterfly'; 'man'; 'keyboard']",keyboard
210,65,"['rose'; 'chair'; 'woman']",chair
211,41,"['mushroom'; 'sweet_pepper'; 'possum']",mushroom
212,37,"['dinosaur'; 'lawn_mower'; 'beaver']",dinosaur
213,45,"['willow_tree'; 'skunk'; 'otter']",skunk
214,36,"['leopard'; 'beetle'; 'worm']",worm
215,21,"['squirrel'; 'maple_tree'; 'streetcar']",maple_tree
216,77,"['keyboard'; 'tulip'; 'couch']",couch
217,37,"['lawn_mower'; 'beaver'; 'dinosaur']",beaver
218,39,"['crocodile'; 'tulip'; 'shark']",tulip
219,8,"['crab'; 'tulip'; 'seal']",tulip
220,9,"['train'; 'table'; 'rose']",rose
221,62,"['bus'; 'streetcar'; 'kangaroo']",kangaroo
222,86,"['beaver'; 'leopard'; 'bicycle']",beaver
223,39,"['crocodile'; 'tulip'; 'shark']",tulip
224,19,"['camel'; 'mountain'; 'rocket']",mountain
225,54,"['tiger'; 'aquarium_fish'; 'sea']",tiger
226,39,"['tulip'; 'shark'; 'crocodile']",shark
227,28,"['man'; 'crab'; 'motorcycle']",motorcycle
228,11,"['hamster'; 'skyscraper'; 'apple']",skyscraper
229,89,"['can'; 'rocket'; 'crocodile']",crocodile
230,90,"['plain'; 'turtle'; 'shark']",turtle
231,90,"['turtle'; 'plain'; 'shark']",turtle
232,79,"['palm_tree'; 'maple_tree'; 'raccoon']",palm_tree
233,66,"['snail'; 'apple'; 'road']",apple
234,81,"['lion'; 'cup'; 'bicycle']",cup
235,21,"['squirrel'; 'maple_tree'; 'streetcar']",maple_tree
236,79,"['maple_tree'; 'palm_tree'; 'raccoon']",palm_tree
237,40,"['crocodile'; 'table'; 'lawn_mower']",lawn_mower
238,29,"['train'; 'girl'; 'telephone']",girl
239,22,"['shrew'; 'trout'; 'couch']",couch
240,13,"['hamster'; 'otter'; 'lizard']",otter
241,25,"['bridge'; 'dolphin'; 'bowl']",bowl
242,11,"['hamster'; 'skyscraper'; 'apple']",skyscraper
243,38,"['oak_tree'; 'bicycle'; 'fox']",bicycle
244,10,"['pickup_truck'; 'dinosaur'; 'orchid']",dinosaur
245,96,"['sunflower'; 'beetle'; 'bridge']",beetle
246,54,"['sea'; 'tiger'; 'aquarium_fish']",tiger
247,65,"['woman'; 'rose'; 'chair']",rose
248,39,"['crocodile'; 'shark'; 'tulip']",tulip
249,40,"['table'; 'lawn_mower'; 'crocodile']",crocodile
250,42,"['pine_tree'; 'forest'; 'caterpillar']",caterpillar
251,48,"['possum'; 'wolf'; 'boy']",possum
252,48,"['boy'; 'wolf'; 'possum']",wolf
253,51,"['otter'; 'snail'; 'bicycle']",bicycle
254,11,"['skyscraper'; 'hamster'; 'apple']",hamster
255,23,"['bicycle'; 'bed'; 'tank']",bed
256,23,"['tank'; 'bicycle'; 'bed']",bed
257,89,"['can'; 'crocodile'; 'rocket']",crocodile
258,52,"['mountain'; 'motorcycle'; 'snail']",motorcycle
259,46,"['oak_tree'; 'skunk'; 'maple_tree']",skunk
260,2,"['caterpillar'; 'dinosaur'; 'whale']",dinosaur
261,95,"['sweet_pepper'; 'telephone'; 'bee']",telephone
262,43,"['castle'; 'willow_tree'; 'elephant']",castle
263,86,"['beaver'; 'leopard'; 'bicycle']",beaver
264,34,"['sunflower'; 'tractor'; 'girl']",tractor
265,66,"['road'; 'snail'; 'apple']",apple
266,18,"['pine_tree'; 'wardrobe'; 'bed']",wardrobe
267,46,"['skunk'; 'oak_tree'; 'maple_tree']",oak_tree
268,66,"['apple'; 'road'; 'snail']",road
269,56,"['fox'; 'rocket'; 'wolf']",rocket
270,57,"['lion'; 'worm'; 'sweet_pepper']",worm
271,1,"['flatfish'; 'whale'; 'hamster']",hamster
272,44,"['rocket'; 'forest'; 'seal']",seal
273,11,"['apple'; 'skyscraper'; 'hamster']",skyscraper
274,82,"['baby'; 'rose'; 'skunk']",skunk
275,23,"['bed'; 'bicycle'; 'tank']",tank
276,90,"['turtle'; 'shark'; 'plain']",shark
277,56,"['rocket'; 'wolf'; 'fox']",wolf
278,19,"['camel'; 'rocket'; 'mountain']",rocket
279,68,"['butterfly'; 'keyboard'; 'man']",keyboard
280,66,"['road'; 'apple'; 'snail']",apple
281,28,"['motorcycle'; 'crab'; 'man']",crab
282,1,"['flatfish'; 'whale'; 'hamster']",hamster
283,57,"['lion'; 'sweet_pepper'; 'worm']",lion
284,67,"['poppy'; 'lawn_mower'; 'baby']",lawn_mower
285,5,"['beaver'; 'bear'; 'otter']",otter
286,13,"['hamster'; 'lizard'; 'otter']",hamster
287,78,"['mushroom'; 'table'; 'telephone']",table
288,6,"['cup'; 'dolphin'; 'bridge']",dolphin
289,84,"['apple'; 'bottle'; 'trout']",trout
290,7,"['snake'; 'rabbit'; 'bear']",rabbit
291,41,"['sweet_pepper'; 'mushroom'; 'possum']",mushroom
292,65,"['rose'; 'chair'; 'woman']",chair
293,80,"['pear'; 'camel'; 'elephant']",camel
294,12,"['chimpanzee'; 'woman'; 'train']",woman
295,50,"['streetcar'; 'tiger'; 'chair']",tiger
296,63,"['sunflower'; 'snake'; 'rabbit']",sunflower
297,26,"['mountain'; 'pine_tree'; 'hamster']",Pine tree
298,8,"['tulip'; 'seal'; 'crab']",seal
299,53,"['plain'; 'road'; 'flatfish']",road
300,60,"['turtle'; 'rabbit'; 'forest']",forest
301,99,"['cockroach'; 'road'; 'pear']",cockroach
302,97,"['turtle'; 'mushroom'; 'lion']",mushroom
303,85,"['beetle'; 'dinosaur'; 'squirrel']",dinosaur
304,0,"['camel'; 'sunflower'; 'beaver']",beaver
305,78,"['mushroom'; 'telephone'; 'table']",table
306,31,"['chimpanzee'; 'sunflower'; 'snake']",chimpanzee
307,10,"['orchid'; 'dinosaur'; 'pickup_truck']",orchid
308,2,"['caterpillar'; 'dinosaur'; 'whale']",dinosaur
309,7,"['bear'; 'rabbit'; 'snake']",bear
310,43,"['elephant'; 'willow_tree'; 'castle']",castle
311,83,"['cup'; 'skunk'; 'dinosaur']",skunk
312,97,"['lion'; 'turtle'; 'mushroom']",turtle
313,91,"['oak_tree'; 'elephant'; 'plain']",elephant
314,82,"['skunk'; 'rose'; 'baby']",skunk
315,28,"['man'; 'motorcycle'; 'crab']",motorcycle
316,42,"['caterpillar'; 'forest'; 'pine_tree']",caterpillar
317,0,"['beaver'; 'camel'; 'sunflower']",beaver
318,82,"['skunk'; 'baby'; 'rose']",skunk
319,5,"['beaver'; 'bear'; 'otter']",bear
320,68,"['man'; 'keyboard'; 'butterfly']",keyboard
321,60,"['turtle'; 'rabbit'; 'forest']",forest
322,30,"['bottle'; 'sweet_pepper'; 'tiger']",sweet_pepper
323,98,"['cockroach'; 'bus'; 'elephant']",bus
324,82,"['rose'; 'baby'; 'skunk']",skunk
325,20,"['bowl'; 'sea'; 'kangaroo']",kangaroo
326,64,"['maple_tree'; 'cattle'; 'couch']",cattle
327,66,"['snail'; 'apple'; 'road']",apple
328,10,"['pickup_truck'; 'orchid'; 'dinosaur']",orchid
329,75,"['orchid'; 'rocket'; 'crocodile']",crocodile
330,54,"['sea'; 'aquarium_fish'; 'tiger']",aquarium_fish
331,57,"['worm'; 'sweet_pepper'; 'lion']",lion
332,87,"['dolphin'; 'bottle'; 'rabbit']",rabbit
333,66,"['snail'; 'apple'; 'road']",apple
334,66,"['snail'; 'apple'; 'road']",apple
335,73,"['chimpanzee'; 'plain'; 'rose']",chimpanzee
336,54,"['sea'; 'tiger'; 'aquarium_fish']",tiger
337,88,"['tank'; 'girl'; 'poppy']",girl
338,42,"['caterpillar'; 'pine_tree'; 'forest']",pine_tree
339,37,"['lawn_mower'; 'dinosaur'; 'beaver']",dinosaur
340,80,"['elephant'; 'camel'; 'pear']",pear
341,87,"['rabbit'; 'dolphin'; 'bottle']",rabbit
342,3,"['butterfly'; 'television'; 'whale']",television
343,29,"['train'; 'girl'; 'telephone']",girl
344,43,"['willow_tree'; 'castle'; 'elephant']",castle
345,12,"['chimpanzee'; 'woman'; 'train']",woman
346,73,"['chimpanzee'; 'plain'; 'rose']",chimpanzee
347,96,"['sunflower'; 'bridge'; 'beetle']",beetle
348,23,"['bed'; 'tank'; 'bicycle']",tank
349,96,"['bridge'; 'sunflower'; 'beetle']",beetle
350,84,"['trout'; 'bottle'; 'apple']",apple
351,19,"['mountain'; 'rocket'; 'camel']",rocket
352,62,"['kangaroo'; 'streetcar'; 'bus']",streetcar
353,0,"['camel'; 'sunflower'; 'beaver']",camel
354,21,"['streetcar'; 'squirrel'; 'maple_tree']",squirrel
355,11,"['skyscraper'; 'hamster'; 'apple']",hamster
356,36,"['worm'; 'leopard'; 'beetle']",leopard
357,64,"['cattle'; 'maple_tree'; 'couch']",couch
358,76,"['tractor'; 'wolf'; 'wardrobe']",tractor
359,60,"['turtle'; 'forest'; 'rabbit']",turtle
360,3,"['butterfly'; 'television'; 'whale']",television
361,80,"['camel'; 'elephant'; 'pear']",pear
362,82,"['rose'; 'skunk'; 'baby']",skunk
363,79,"['raccoon'; 'maple_tree'; 'palm_tree']",palm_tree
364,26,"['pine_tree'; 'hamster'; 'mountain']",hamster
365,65,"['rose'; 'woman'; 'chair']",woman
366,72,"['worm'; 'tank'; 'can']",can
367,11,"['apple'; 'hamster'; 'skyscraper']",hamster
368,15,"['lizard'; 'bus'; 'boy']",bus
369,31,"['snake'; 'chimpanzee'; 'sunflower']",sunflower
370,48,"['possum'; 'boy'; 'wolf']",possum
371,12,"['woman'; 'chimpanzee'; 'train']",chimpanzee
372,91,"['plain'; 'oak_tree'; 'elephant']",Oak tree
373,71,"['woman'; 'road'; 'bicycle']",road
374,87,"['bottle'; 'rabbit'; 'dolphin']",rabbit
375,77,"['tulip'; 'couch'; 'keyboard']",couch
376,15,"['lizard'; 'bus'; 'boy']",bus
377,7,"['bear'; 'snake'; 'rabbit']",bear
378,58,"['otter'; 'house'; 'butterfly']",house
379,51,"['bicycle'; 'otter'; 'snail']",otter
380,55,"['butterfly'; 'turtle'; 'tiger']",butterfly
381,85,"['squirrel'; 'dinosaur'; 'beetle']",dinosaur
382,2,"['dinosaur'; 'whale'; 'caterpillar']",whale
383,3,"['whale'; 'butterfly'; 'television']",butterfly
384,89,"['crocodile'; 'rocket'; 'can']",Rock
385,10,"['orchid'; 'pickup_truck'; 'dinosaur']",orchid
386,3,"['whale'; 'television'; 'butterfly']",television
387,11,"['hamster'; 'skyscraper'; 'apple']",skyscraper
388,20,"['sea'; 'bowl'; 'kangaroo']",kangaroo
389,4,"['skyscraper'; 'rose'; 'bridge']",rose
390,48,"['boy'; 'wolf'; 'possum']",wolf
391,27,"['chair'; 'sunflower'; 'maple_tree']",sunflower
392,48,"['boy'; 'wolf'; 'possum']",wolf
393,7,"['snake'; 'bear'; 'rabbit']",bear
394,67,"['lawn_mower'; 'baby'; 'poppy']",baby
395,3,"['butterfly'; 'television'; 'whale']",television
396,65,"['woman'; 'rose'; 'chair']",rose
397,56,"['rocket'; 'wolf'; 'fox']",wolf
398,9,"['train'; 'table'; 'rose']",rose
399,44,"['rocket'; 'seal'; 'forest']",seal
400,95,"['telephone'; 'sweet_pepper'; 'bee']",sweet_pepper
401,46,"['maple_tree'; 'oak_tree'; 'skunk']",skunk
402,83,"['cup'; 'dinosaur'; 'skunk']",dinosaur
403,40,"['crocodile'; 'table'; 'lawn_mower']",table
404,58,"['house'; 'otter'; 'butterfly']",otter
405,87,"['rabbit'; 'bottle'; 'dolphin']",rabbit
406,59,"['apple'; 'chair'; 'pickup_truck']",chair
407,18,"['bed'; 'pine_tree'; 'wardrobe']",wardrobe
408,48,"['boy'; 'wolf'; 'possum']",wolf
409,5,"['beaver'; 'otter'; 'bear']",otter
410,88,"['poppy'; 'girl'; 'tank']",girl
411,26,"['pine_tree'; 'hamster'; 'mountain']",hamster
412,21,"['streetcar'; 'squirrel'; 'maple_tree']",squirrel
413,24,"['kangaroo'; 'worm'; 'dolphin']",kangaroo
414,53,"['flatfish'; 'road'; 'plain']",road
415,68,"['keyboard'; 'man'; 'butterfly']",butterfly
416,49,"['bee'; 'cattle'; 'butterfly']",butterfly
417,89,"['rocket'; 'can'; 'crocodile']",crocodile
418,96,"['beetle'; 'sunflower'; 'bridge']",bridge
419,92,"['table'; 'cockroach'; 'bridge']",cockroach
420,7,"['rabbit'; 'bear'; 'snake']",rabbit
421,13,"['lizard'; 'otter'; 'hamster']",otter
422,99,"['road'; 'cockroach'; 'pear']",road
423,49,"['butterfly'; 'bee'; 'cattle']",cattle
424,22,"['shrew'; 'trout'; 'couch']",couch
425,56,"['rocket'; 'fox'; 'wolf']",fox
426,67,"['poppy'; 'baby'; 'lawn_mower']",lawn_mower
427,13,"['hamster'; 'lizard'; 'otter']",hamster
428,97,"['turtle'; 'mushroom'; 'lion']",mushroom
429,6,"['dolphin'; 'bridge'; 'cup']",cup
430,19,"['mountain'; 'camel'; 'rocket']",camel
431,76,"['tractor'; 'wolf'; 'wardrobe']",wardrobe
432,65,"['woman'; 'chair'; 'rose']",chair
433,9,"['rose'; 'table'; 'train']",table
434,71,"['road'; 'woman'; 'bicycle']",woman
435,63,"['rabbit'; 'sunflower'; 'snake']",sunflower
436,71,"['road'; 'woman'; 'bicycle']",woman
437,18,"['pine_tree'; 'wardrobe'; 'bed']",wardrobe
438,55,"['turtle'; 'tiger'; 'butterfly']",tiger
439,34,"['girl'; 'sunflower'; 'tractor']",tractor
440,18,"['bed'; 'pine_tree'; 'wardrobe']",Pine tree
441,0,"['beaver'; 'camel'; 'sunflower']",beaver
442,56,"['fox'; 'rocket'; 'wolf']",fox
443,23,"['bed'; 'bicycle'; 'tank']",tank
444,75,"['crocodile'; 'orchid'; 'rocket']",orchid
445,70,"['wardrobe'; 'bowl'; 'poppy']",wardrobe
446,78,"['table'; 'telephone'; 'mushroom']",table
447,45,"['skunk'; 'otter'; 'willow_tree']",skunk
448,66,"['snail'; 'apple'; 'road']",apple
449,91,"['elephant'; 'plain'; 'oak_tree']",plain
450,25,"['bridge'; 'dolphin'; 'bowl']",bowl
451,58,"['butterfly'; 'otter'; 'house']",butterfly
452,90,"['turtle'; 'shark'; 'plain']",turtle
453,29,"['telephone'; 'train'; 'girl']",train
454,68,"['keyboard'; 'butterfly'; 'man']",butterfly
455,35,"['cup'; 'tiger'; 'seal']",tiger
456,54,"['aquarium_fish'; 'tiger'; 'sea']",tiger
457,77,"['couch'; 'tulip'; 'keyboard']",couch
458,97,"['lion'; 'turtle'; 'mushroom']",mushroom
459,0,"['beaver'; 'camel'; 'sunflower']",beaver
460,70,"['poppy'; 'wardrobe'; 'bowl']",wardrobe
461,75,"['orchid'; 'crocodile'; 'rocket']",orchid
462,60,"['forest'; 'rabbit'; 'turtle']",rabbit
463,65,"['rose'; 'woman'; 'chair']",woman
464,5,"['bear'; 'otter'; 'beaver']",bear
465,58,"['house'; 'butterfly'; 'otter']",butterfly
466,82,"['rose'; 'skunk'; 'baby']",skunk
467,49,"['bee'; 'cattle'; 'butterfly']",cattle
468,61,"['woman'; 'clock'; 'rabbit']",rabbit
469,28,"['crab'; 'man'; 'motorcycle']",motorcycle
470,44,"['rocket'; 'seal'; 'forest']",seal
471,56,"['rocket'; 'fox'; 'wolf']",fox
472,82,"['skunk'; 'rose'; 'baby']",skunk
473,61,"['rabbit'; 'clock'; 'woman']",rabbit
474,43,"['willow_tree'; 'castle'; 'elephant']",castle
475,20,"['bowl'; 'sea'; 'kangaroo']",sea
476,38,"['fox'; 'bicycle'; 'oak_tree']",bicycle
