index,true_label,candidate_labels,complementary_label
63,2,"['dog', 'frog', 'airplane', 'cat']",airplane
64,1,"['dog', 'frog', 'airplane', 'cat']",airplane
65,1,"['dog', 'frog', 'airplane', 'cat']",airplane
66,4,"['automobile', 'cat', 'airplane', 'frog']",airplane
67,9,"['deer', 'cat', 'frog', 'airplane']",airplane
68,7,"['frog', 'cat', 'airplane', 'automobile']",airplane
69,8,"['horse', 'cat', 'airplane', 'frog']",horse
70,5,"['airplane', 'cat', 'automobile', 'ship']",airplane
71,9,"['deer', 'cat', 'frog', 'airplane']",airplane
72,6,"['truck', 'automobile', 'ship', 'airplane']",truck
73,7,"['frog', 'cat', 'airplane', 'automobile']",frog
74,3,"['deer', 'airplane', 'ship', 'automobile']",deer
75,1,"['dog', 'frog', 'airplane', 'cat']",airplane
76,9,"['deer', 'cat', 'frog', 'airplane']",deer
77,0,"['horse', 'frog', 'automobile', 'cat']",automobile
78,3,"['deer', 'airplane', 'ship', 'automobile']",deer
79,1,"['dog', 'frog', 'airplane', 'cat']",dog
80,3,"['deer', 'airplane', 'ship', 'automobile']",airplane
81,5,"['airplane', 'cat', 'automobile', 'ship']",airplane
82,4,"['automobile', 'cat', 'airplane', 'frog']",airplane
83,5,"['airplane', 'cat', 'automobile', 'ship']",cat
84,7,"['frog', 'cat', 'airplane', 'automobile']",airplane
85,7,"['frog', 'cat', 'airplane', 'automobile']",airplane
86,4,"['automobile', 'cat', 'airplane', 'frog']",airplane
87,7,"['frog', 'cat', 'airplane', 'automobile']",airplane
88,9,"['deer', 'cat', 'frog', 'airplane']",airplane
89,4,"['automobile', 'cat', 'airplane', 'frog']",airplane
90,2,"['dog', 'frog', 'airplane', 'cat']",airplane
91,3,"['deer', 'airplane', 'ship', 'automobile']",deer
92,8,"['horse', 'cat', 'airplane', 'frog']",airplane
93,0,"['horse', 'frog', 'automobile', 'cat']",horse
94,1,"['dog', 'frog', 'airplane', 'cat']",airplane
95,6,"['truck', 'automobile', 'ship', 'airplane']",truck
96,1,"['dog', 'frog', 'airplane', 'cat']",airplane
97,1,"['dog', 'frog', 'airplane', 'cat']",airplane
98,4,"['automobile', 'cat', 'airplane', 'frog']",airplane
99,1,"['dog', 'frog', 'airplane', 'cat']",airplane
100,8,"['horse', 'cat', 'airplane', 'frog']",horse
101,3,"['deer', 'airplane', 'ship', 'automobile']",deer
102,9,"['deer', 'cat', 'frog', 'airplane']",airplane
103,6,"['truck', 'automobile', 'ship', 'airplane']",truck
104,6,"['truck', 'automobile', 'ship', 'airplane']",truck
105,1,"['dog', 'frog', 'airplane', 'cat']",airplane
106,8,"['horse', 'cat', 'airplane', 'frog']",horse
107,5,"['airplane', 'cat', 'automobile', 'ship']",cat
108,2,"['dog', 'frog', 'airplane', 'cat']",airplane
109,9,"['deer', 'cat', 'frog', 'airplane']",airplane
110,9,"['deer', 'cat', 'frog', 'airplane']",airplane
111,8,"['horse', 'cat', 'airplane', 'frog']",horse
112,1,"['dog', 'frog', 'airplane', 'cat']",airplane
113,7,"['frog', 'cat', 'airplane', 'automobile']",airplane
114,7,"['frog', 'cat', 'airplane', 'automobile']",frog
115,0,"['horse', 'frog', 'automobile', 'cat']",frog
116,0,"['horse', 'frog', 'automobile', 'cat']",frog
117,6,"['truck', 'automobile', 'ship', 'airplane']",ship
118,9,"['deer', 'cat', 'frog', 'airplane']",airplane
119,1,"['dog', 'frog', 'airplane', 'cat']",airplane
120,2,"['dog', 'frog', 'airplane', 'cat']",airplane
121,2,"['dog', 'frog', 'airplane', 'cat']",frog
122,9,"['deer', 'cat', 'frog', 'airplane']",airplane
123,2,"['dog', 'frog', 'airplane', 'cat']",airplane
124,6,"['truck', 'automobile', 'ship', 'airplane']",truck
125,6,"['truck', 'automobile', 'ship', 'airplane']",truck
126,1,"['dog', 'frog', 'airplane', 'cat']",airplane
127,9,"['deer', 'cat', 'frog', 'airplane']",deer
128,5,"['airplane', 'cat', 'automobile', 'ship']",airplane
129,0,"['horse', 'frog', 'automobile', 'cat']",automobile
130,4,"['automobile', 'cat', 'airplane', 'frog']",airplane
131,7,"['frog', 'cat', 'airplane', 'automobile']",frog
132,6,"['truck', 'automobile', 'ship', 'airplane']",truck
133,7,"['frog', 'cat', 'airplane', 'automobile']",frog
134,1,"['dog', 'frog', 'airplane', 'cat']",airplane
135,8,"['horse', 'cat', 'airplane', 'frog']",horse
136,1,"['dog', 'frog', 'airplane', 'cat']",airplane
137,1,"['dog', 'frog', 'airplane', 'cat']",airplane
138,2,"['dog', 'frog', 'airplane', 'cat']",airplane
139,8,"['horse', 'cat', 'airplane', 'frog']",horse
140,1,"['dog', 'frog', 'airplane', 'cat']",airplane
141,3,"['deer', 'airplane', 'ship', 'automobile']",deer
142,3,"['deer', 'airplane', 'ship', 'automobile']",deer
143,6,"['truck', 'automobile', 'ship', 'airplane']",ship
144,2,"['dog', 'frog', 'airplane', 'cat']",airplane
145,4,"['automobile', 'cat', 'airplane', 'frog']",airplane
146,9,"['deer', 'cat', 'frog', 'airplane']",airplane
147,9,"['deer', 'cat', 'frog', 'airplane']",airplane
148,5,"['airplane', 'cat', 'automobile', 'ship']",cat
149,4,"['automobile', 'cat', 'airplane', 'frog']",airplane
150,3,"['deer', 'airplane', 'ship', 'automobile']",airplane
151,6,"['truck', 'automobile', 'ship', 'airplane']",truck
152,7,"['frog', 'cat', 'airplane', 'automobile']",frog
153,4,"['automobile', 'cat', 'airplane', 'frog']",airplane
154,6,"['truck', 'automobile', 'ship', 'airplane']",truck
155,8,"['horse', 'cat', 'airplane', 'frog']",horse
156,5,"['airplane', 'cat', 'automobile', 'ship']",cat
157,5,"['airplane', 'cat', 'automobile', 'ship']",airplane
158,4,"['automobile', 'cat', 'airplane', 'frog']",cat
159,3,"['deer', 'airplane', 'ship', 'automobile']",deer
160,1,"['dog', 'frog', 'airplane', 'cat']",airplane
161,8,"['horse', 'cat', 'airplane', 'frog']",horse
162,4,"['automobile', 'cat', 'airplane', 'frog']",airplane
163,7,"['frog', 'cat', 'airplane', 'automobile']",airplane
164,6,"['truck', 'automobile', 'ship', 'airplane']",ship
165,0,"['horse', 'frog', 'automobile', 'cat']",automobile
166,9,"['deer', 'cat', 'frog', 'airplane']",airplane
167,5,"['airplane', 'cat', 'automobile', 'ship']",airplane
168,1,"['dog', 'frog', 'airplane', 'cat']",airplane
169,3,"['deer', 'airplane', 'ship', 'automobile']",deer
170,8,"['horse', 'cat', 'airplane', 'frog']",horse
171,2,"['dog', 'frog', 'airplane', 'cat']",airplane
172,7,"['frog', 'cat', 'airplane', 'automobile']",airplane
173,5,"['airplane', 'cat', 'automobile', 'ship']",airplane
174,3,"['deer', 'airplane', 'ship', 'automobile']",airplane
175,4,"['automobile', 'cat', 'airplane', 'frog']",airplane
176,1,"['dog', 'frog', 'airplane', 'cat']",airplane
177,5,"['airplane', 'cat', 'automobile', 'ship']",cat
178,7,"['frog', 'cat', 'airplane', 'automobile']",airplane
179,0,"['horse', 'frog', 'automobile', 'cat']",automobile
180,4,"['automobile', 'cat', 'airplane', 'frog']",cat
181,7,"['frog', 'cat', 'airplane', 'automobile']",airplane
182,5,"['airplane', 'cat', 'automobile', 'ship']",airplane
183,5,"['airplane', 'cat', 'automobile', 'ship']",airplane
184,1,"['dog', 'frog', 'airplane', 'cat']",airplane
185,0,"['horse', 'frog', 'automobile', 'cat']",horse
186,9,"['deer', 'cat', 'frog', 'airplane']",airplane
187,6,"['truck', 'automobile', 'ship', 'airplane']",ship
188,9,"['deer', 'cat', 'frog', 'airplane']",airplane
189,0,"['horse', 'frog', 'automobile', 'cat']",automobile
190,8,"['horse', 'cat', 'airplane', 'frog']",horse
191,7,"['frog', 'cat', 'airplane', 'automobile']",frog
192,8,"['horse', 'cat', 'airplane', 'frog']",horse
193,8,"['horse', 'cat', 'airplane', 'frog']",horse
194,2,"['dog', 'frog', 'airplane', 'cat']",airplane
195,5,"['airplane', 'cat', 'automobile', 'ship']",cat
196,2,"['dog', 'frog', 'airplane', 'cat']",airplane
197,3,"['deer', 'airplane', 'ship', 'automobile']",deer
198,5,"['airplane', 'cat', 'automobile', 'ship']",cat
199,0,"['horse', 'frog', 'automobile', 'cat']",horse
200,6,"['truck', 'automobile', 'ship', 'airplane']",truck
201,1,"['dog', 'frog', 'airplane', 'cat']",airplane
202,9,"['deer', 'cat', 'frog', 'airplane']",airplane
203,3,"['deer', 'airplane', 'ship', 'automobile']",deer
204,6,"['truck', 'automobile', 'ship', 'airplane']",ship
205,9,"['deer', 'cat', 'frog', 'airplane']",airplane
206,1,"['dog', 'frog', 'airplane', 'cat']",airplane
207,3,"['deer', 'airplane', 'ship', 'automobile']",deer
208,9,"['deer', 'cat', 'frog', 'airplane']",airplane
209,6,"['truck', 'automobile', 'ship', 'airplane']",ship
210,6,"['truck', 'automobile', 'ship', 'airplane']",ship
211,7,"['frog', 'cat', 'airplane', 'automobile']",frog
212,1,"['dog', 'frog', 'airplane', 'cat']",airplane
213,0,"['horse', 'frog', 'automobile', 'cat']",automobile
214,9,"['deer', 'cat', 'frog', 'airplane']",airplane
215,5,"['airplane', 'cat', 'automobile', 'ship']",airplane
216,8,"['horse', 'cat', 'airplane', 'frog']",horse
217,5,"['airplane', 'cat', 'automobile', 'ship']",airplane
218,2,"['dog', 'frog', 'airplane', 'cat']",airplane
219,9,"['deer', 'cat', 'frog', 'airplane']",airplane
220,0,"['horse', 'frog', 'automobile', 'cat']",automobile
221,8,"['horse', 'cat', 'airplane', 'frog']",horse
222,8,"['horse', 'cat', 'airplane', 'frog']",horse
223,0,"['horse', 'frog', 'automobile', 'cat']",horse
224,6,"['truck', 'automobile', 'ship', 'airplane']",ship
225,9,"['deer', 'cat', 'frog', 'airplane']",airplane
226,1,"['dog', 'frog', 'airplane', 'cat']",airplane
227,1,"['dog', 'frog', 'airplane', 'cat']",airplane
228,6,"['truck', 'automobile', 'ship', 'airplane']",truck
229,3,"['deer', 'airplane', 'ship', 'automobile']",airplane
230,7,"['frog', 'cat', 'airplane', 'automobile']",airplane
231,6,"['truck', 'automobile', 'ship', 'airplane']",truck
232,6,"['truck', 'automobile', 'ship', 'airplane']",truck
233,0,"['horse', 'frog', 'automobile', 'cat']",horse
234,6,"['truck', 'automobile', 'ship', 'airplane']",truck
235,6,"['truck', 'automobile', 'ship', 'airplane']",truck
236,1,"['dog', 'frog', 'airplane', 'cat']",airplane
237,7,"['frog', 'cat', 'airplane', 'automobile']",frog
238,1,"['dog', 'frog', 'airplane', 'cat']",airplane
239,5,"['airplane', 'cat', 'automobile', 'ship']",cat
240,8,"['horse', 'cat', 'airplane', 'frog']",horse
241,3,"['deer', 'airplane', 'ship', 'automobile']",airplane
242,6,"['truck', 'automobile', 'ship', 'airplane']",truck
243,6,"['truck', 'automobile', 'ship', 'airplane']",truck
244,8,"['horse', 'cat', 'airplane', 'frog']",horse
245,6,"['truck', 'automobile', 'ship', 'airplane']",truck
246,8,"['horse', 'cat', 'airplane', 'frog']",horse
247,4,"['automobile', 'cat', 'airplane', 'frog']",cat
248,6,"['truck', 'automobile', 'ship', 'airplane']",truck
249,6,"['truck', 'automobile', 'ship', 'airplane']",ship
250,1,"['dog', 'frog', 'airplane', 'cat']",airplane
251,3,"['deer', 'airplane', 'ship', 'automobile']",airplane
252,8,"['horse', 'cat', 'airplane', 'frog']",horse
253,3,"['deer', 'airplane', 'ship', 'automobile']",deer
254,4,"['automobile', 'cat', 'airplane', 'frog']",airplane
255,1,"['dog', 'frog', 'airplane', 'cat']",airplane
256,7,"['frog', 'cat', 'airplane', 'automobile']",airplane
257,1,"['dog', 'frog', 'airplane', 'cat']",airplane
258,3,"['deer', 'airplane', 'ship', 'automobile']",ship
259,8,"['horse', 'cat', 'airplane', 'frog']",horse
260,5,"['airplane', 'cat', 'automobile', 'ship']",cat
261,1,"['dog', 'frog', 'airplane', 'cat']",airplane
262,1,"['dog', 'frog', 'airplane', 'cat']",airplane
263,4,"['automobile', 'cat', 'airplane', 'frog']",airplane
264,0,"['horse', 'frog', 'automobile', 'cat']",automobile
265,9,"['deer', 'cat', 'frog', 'airplane']",airplane
266,3,"['deer', 'airplane', 'ship', 'automobile']",deer
267,7,"['frog', 'cat', 'airplane', 'automobile']",frog
268,4,"['automobile', 'cat', 'airplane', 'frog']",airplane
269,9,"['deer', 'cat', 'frog', 'airplane']",airplane
270,9,"['deer', 'cat', 'frog', 'airplane']",airplane
271,2,"['dog', 'frog', 'airplane', 'cat']",airplane
272,4,"['automobile', 'cat', 'airplane', 'frog']",airplane
273,9,"['deer', 'cat', 'frog', 'airplane']",airplane
274,9,"['deer', 'cat', 'frog', 'airplane']",airplane
275,1,"['dog', 'frog', 'airplane', 'cat']",airplane
276,0,"['horse', 'frog', 'automobile', 'cat']",automobile
277,5,"['airplane', 'cat', 'automobile', 'ship']",airplane
278,9,"['deer', 'cat', 'frog', 'airplane']",airplane
279,0,"['horse', 'frog', 'automobile', 'cat']",automobile
280,8,"['horse', 'cat', 'airplane', 'frog']",horse
281,2,"['dog', 'frog', 'airplane', 'cat']",airplane
282,1,"['dog', 'frog', 'airplane', 'cat']",airplane
283,2,"['dog', 'frog', 'airplane', 'cat']",airplane
284,0,"['horse', 'frog', 'automobile', 'cat']",automobile
285,5,"['airplane', 'cat', 'automobile', 'ship']",cat
286,6,"['truck', 'automobile', 'ship', 'airplane']",truck
287,3,"['deer', 'airplane', 'ship', 'automobile']",airplane
288,2,"['dog', 'frog', 'airplane', 'cat']",airplane
289,7,"['frog', 'cat', 'airplane', 'automobile']",frog
290,8,"['horse', 'cat', 'airplane', 'frog']",horse
291,8,"['horse', 'cat', 'airplane', 'frog']",horse
292,6,"['truck', 'automobile', 'ship', 'airplane']",truck
293,0,"['horse', 'frog', 'automobile', 'cat']",automobile
294,7,"['frog', 'cat', 'airplane', 'automobile']",frog
295,9,"['deer', 'cat', 'frog', 'airplane']",airplane
296,4,"['automobile', 'cat', 'airplane', 'frog']",airplane
297,5,"['airplane', 'cat', 'automobile', 'ship']",airplane
298,6,"['truck', 'automobile', 'ship', 'airplane']",ship
299,4,"['automobile', 'cat', 'airplane', 'frog']",airplane
300,2,"['dog', 'frog', 'airplane', 'cat']",airplane
301,1,"['dog', 'frog', 'airplane', 'cat']",airplane
302,1,"['dog', 'frog', 'airplane', 'cat']",airplane
303,2,"['dog', 'frog', 'airplane', 'cat']",airplane
304,1,"['dog', 'frog', 'airplane', 'cat']",airplane
305,5,"['airplane', 'cat', 'automobile', 'ship']",cat
306,9,"['deer', 'cat', 'frog', 'airplane']",airplane
307,9,"['deer', 'cat', 'frog', 'airplane']",airplane
308,0,"['horse', 'frog', 'automobile', 'cat']",horse
309,8,"['horse', 'cat', 'airplane', 'frog']",horse
310,4,"['automobile', 'cat', 'airplane', 'frog']",cat
311,1,"['dog', 'frog', 'airplane', 'cat']",airplane
312,1,"['dog', 'frog', 'airplane', 'cat']",airplane
313,6,"['truck', 'automobile', 'ship', 'airplane']",truck
314,3,"['deer', 'airplane', 'ship', 'automobile']",deer
315,3,"['deer', 'airplane', 'ship', 'automobile']",deer
316,9,"['deer', 'cat', 'frog', 'airplane']",airplane
317,0,"['horse', 'frog', 'automobile', 'cat']",automobile
318,7,"['frog', 'cat', 'airplane', 'automobile']",frog
319,9,"['deer', 'cat', 'frog', 'airplane']",airplane
320,7,"['frog', 'cat', 'airplane', 'automobile']",airplane
321,7,"['frog', 'cat', 'airplane', 'automobile']",airplane
322,9,"['deer', 'cat', 'frog', 'airplane']",airplane
323,1,"['dog', 'frog', 'airplane', 'cat']",airplane
324,5,"['airplane', 'cat', 'automobile', 'ship']",cat
325,1,"['dog', 'frog', 'airplane', 'cat']",airplane
326,6,"['truck', 'automobile', 'ship', 'airplane']",truck
327,6,"['truck', 'automobile', 'ship', 'airplane']",truck
328,8,"['horse', 'cat', 'airplane', 'frog']",horse
329,7,"['frog', 'cat', 'airplane', 'automobile']",frog
330,1,"['dog', 'frog', 'airplane', 'cat']",airplane
331,3,"['deer', 'airplane', 'ship', 'automobile']",deer
332,0,"['horse', 'frog', 'automobile', 'cat']",horse
333,3,"['deer', 'airplane', 'ship', 'automobile']",deer
334,3,"['deer', 'airplane', 'ship', 'automobile']",ship
335,2,"['dog', 'frog', 'airplane', 'cat']",airplane
336,4,"['automobile', 'cat', 'airplane', 'frog']",airplane
337,5,"['airplane', 'cat', 'automobile', 'ship']",cat
338,7,"['frog', 'cat', 'airplane', 'automobile']",airplane
339,5,"['airplane', 'cat', 'automobile', 'ship']",airplane
340,9,"['deer', 'cat', 'frog', 'airplane']",airplane
341,0,"['horse', 'frog', 'automobile', 'cat']",automobile
342,3,"['deer', 'airplane', 'ship', 'automobile']",deer
343,4,"['automobile', 'cat', 'airplane', 'frog']",airplane
344,0,"['horse', 'frog', 'automobile', 'cat']",horse
345,4,"['automobile', 'cat', 'airplane', 'frog']",airplane
346,4,"['automobile', 'cat', 'airplane', 'frog']",airplane
347,6,"['truck', 'automobile', 'ship', 'airplane']",ship
348,0,"['horse', 'frog', 'automobile', 'cat']",automobile
349,0,"['horse', 'frog', 'automobile', 'cat']",automobile
350,6,"['truck', 'automobile', 'ship', 'airplane']",truck
351,6,"['truck', 'automobile', 'ship', 'airplane']",truck
352,0,"['horse', 'frog', 'automobile', 'cat']",horse
353,8,"['horse', 'cat', 'airplane', 'frog']",horse
354,1,"['dog', 'frog', 'airplane', 'cat']",airplane
355,6,"['truck', 'automobile', 'ship', 'airplane']",truck
356,2,"['dog', 'frog', 'airplane', 'cat']",airplane
357,9,"['deer', 'cat', 'frog', 'airplane']",airplane
358,2,"['dog', 'frog', 'airplane', 'cat']",airplane
359,5,"['airplane', 'cat', 'automobile', 'ship']",airplane
360,9,"['deer', 'cat', 'frog', 'airplane']",airplane
361,6,"['truck', 'automobile', 'ship', 'airplane']",truck
362,7,"['frog', 'cat', 'airplane', 'automobile']",airplane
363,4,"['automobile', 'cat', 'airplane', 'frog']",airplane
364,1,"['dog', 'frog', 'airplane', 'cat']",airplane
365,8,"['horse', 'cat', 'airplane', 'frog']",horse
366,7,"['frog', 'cat', 'airplane', 'automobile']",airplane
367,3,"['deer', 'airplane', 'ship', 'automobile']",deer
368,6,"['truck', 'automobile', 'ship', 'airplane']",truck
369,9,"['deer', 'cat', 'frog', 'airplane']",airplane
370,3,"['deer', 'airplane', 'ship', 'automobile']",deer
371,0,"['horse', 'frog', 'automobile', 'cat']",automobile
372,4,"['automobile', 'cat', 'airplane', 'frog']",airplane
373,0,"['horse', 'frog', 'automobile', 'cat']",automobile
374,5,"['airplane', 'cat', 'automobile', 'ship']",airplane
375,1,"['dog', 'frog', 'airplane', 'cat']",airplane
376,0,"['horse', 'frog', 'automobile', 'cat']",automobile
377,3,"['deer', 'airplane', 'ship', 'automobile']",airplane
378,4,"['automobile', 'cat', 'airplane', 'frog']",airplane
379,8,"['horse', 'cat', 'airplane', 'frog']",horse
380,5,"['airplane', 'cat', 'automobile', 'ship']",cat
381,4,"['automobile', 'cat', 'airplane', 'frog']",airplane
382,7,"['frog', 'cat', 'airplane', 'automobile']",frog
383,2,"['dog', 'frog', 'airplane', 'cat']",airplane
384,3,"['deer', 'airplane', 'ship', 'automobile']",deer
385,9,"['deer', 'cat', 'frog', 'airplane']",airplane
386,7,"['frog', 'cat', 'airplane', 'automobile']",frog
387,6,"['truck', 'automobile', 'ship', 'airplane']",truck
388,7,"['frog', 'cat', 'airplane', 'automobile']",airplane
389,1,"['dog', 'frog', 'airplane', 'cat']",airplane
390,4,"['automobile', 'cat', 'airplane', 'frog']",cat
391,7,"['frog', 'cat', 'airplane', 'automobile']",airplane
392,0,"['horse', 'frog', 'automobile', 'cat']",automobile
393,1,"['dog', 'frog', 'airplane', 'cat']",airplane
394,7,"['frog', 'cat', 'airplane', 'automobile']",frog
395,3,"['deer', 'airplane', 'ship', 'automobile']",deer
396,1,"['dog', 'frog', 'airplane', 'cat']",airplane
397,8,"['horse', 'cat', 'airplane', 'frog']",horse
398,4,"['automobile', 'cat', 'airplane', 'frog']",airplane
399,4,"['automobile', 'cat', 'airplane', 'frog']",airplane
400,2,"['dog', 'frog', 'airplane', 'cat']",airplane
401,0,"['horse', 'frog', 'automobile', 'cat']",frog
402,2,"['dog', 'frog', 'airplane', 'cat']",airplane
403,2,"['dog', 'frog', 'airplane', 'cat']",airplane
404,0,"['horse', 'frog', 'automobile', 'cat']",horse
405,0,"['horse', 'frog', 'automobile', 'cat']",horse
406,9,"['deer', 'cat', 'frog', 'airplane']",airplane
407,0,"['horse', 'frog', 'automobile', 'cat']",horse
408,9,"['deer', 'cat', 'frog', 'airplane']",airplane
409,6,"['truck', 'automobile', 'ship', 'airplane']",truck
410,8,"['horse', 'cat', 'airplane', 'frog']",horse
411,2,"['dog', 'frog', 'airplane', 'cat']",airplane
412,7,"['frog', 'cat', 'airplane', 'automobile']",airplane
413,7,"['frog', 'cat', 'airplane', 'automobile']",airplane
414,4,"['automobile', 'cat', 'airplane', 'frog']",airplane
415,0,"['horse', 'frog', 'automobile', 'cat']",horse
416,3,"['deer', 'airplane', 'ship', 'automobile']",deer
417,0,"['horse', 'frog', 'automobile', 'cat']",automobile
418,8,"['horse', 'cat', 'airplane', 'frog']",horse
419,9,"['deer', 'cat', 'frog', 'airplane']",airplane
420,4,"['automobile', 'cat', 'airplane', 'frog']",airplane
421,2,"['dog', 'frog', 'airplane', 'cat']",airplane
422,7,"['frog', 'cat', 'airplane', 'automobile']",frog
423,2,"['dog', 'frog', 'airplane', 'cat']",airplane
424,5,"['airplane', 'cat', 'automobile', 'ship']",airplane
425,2,"['dog', 'frog', 'airplane', 'cat']",airplane
426,5,"['airplane', 'cat', 'automobile', 'ship']",airplane
427,1,"['dog', 'frog', 'airplane', 'cat']",airplane
428,9,"['deer', 'cat', 'frog', 'airplane']",airplane
429,4,"['automobile', 'cat', 'airplane', 'frog']",airplane
430,8,"['horse', 'cat', 'airplane', 'frog']",horse
431,5,"['airplane', 'cat', 'automobile', 'ship']",cat
432,1,"['dog', 'frog', 'airplane', 'cat']",airplane
433,7,"['frog', 'cat', 'airplane', 'automobile']",airplane
434,4,"['automobile', 'cat', 'airplane', 'frog']",airplane
435,4,"['automobile', 'cat', 'airplane', 'frog']",automobile
436,0,"['horse', 'frog', 'automobile', 'cat']",frog
437,6,"['truck', 'automobile', 'ship', 'airplane']",truck
438,9,"['deer', 'cat', 'frog', 'airplane']",airplane
439,0,"['horse', 'frog', 'automobile', 'cat']",automobile
440,7,"['frog', 'cat', 'airplane', 'automobile']",airplane
441,8,"['horse', 'cat', 'airplane', 'frog']",horse
442,8,"['horse', 'cat', 'airplane', 'frog']",horse
443,9,"['deer', 'cat', 'frog', 'airplane']",airplane
444,9,"['deer', 'cat', 'frog', 'airplane']",airplane
445,3,"['deer', 'airplane', 'ship', 'automobile']",deer
446,3,"['deer', 'airplane', 'ship', 'automobile']",airplane
447,4,"['automobile', 'cat', 'airplane', 'frog']",airplane
448,0,"['horse', 'frog', 'automobile', 'cat']",horse
449,4,"['automobile', 'cat', 'airplane', 'frog']",airplane
450,5,"['airplane', 'cat', 'automobile', 'ship']",airplane
451,6,"['truck', 'automobile', 'ship', 'airplane']",truck
452,6,"['truck', 'automobile', 'ship', 'airplane']",truck
453,0,"['horse', 'frog', 'automobile', 'cat']",horse
454,1,"['dog', 'frog', 'airplane', 'cat']",airplane
455,0,"['horse', 'frog', 'automobile', 'cat']",automobile
456,8,"['horse', 'cat', 'airplane', 'frog']",horse
457,0,"['horse', 'frog', 'automobile', 'cat']",automobile
458,4,"['automobile', 'cat', 'airplane', 'frog']",cat
459,8,"['horse', 'cat', 'airplane', 'frog']",horse
460,8,"['horse', 'cat', 'airplane', 'frog']",horse
461,1,"['dog', 'frog', 'airplane', 'cat']",airplane
462,5,"['airplane', 'cat', 'automobile', 'ship']",airplane
463,2,"['dog', 'frog', 'airplane', 'cat']",airplane
