index,true_label,candidate_labels,complementary_label
66,deer,"['cat', 'frog', 'airplane', 'ship']",ship
67,truck,"['cat', 'frog', 'deer', 'dog']",dog
68,horse,"['frog', 'cat', 'airplane', 'automobile']",automobile
69,ship,"['airplane', 'frog', 'horse', 'cat']",horse
70,dog,"['automobile', 'ship', 'airplane', 'cat']",cat
71,truck,"['airplane', 'cat', 'frog', 'dog']",dog
72,frog,"['airplane', 'automobile', 'truck', 'ship']",ship
73,horse,"['frog', 'automobile', 'cat', 'dog']",dog
74,cat,"['airplane', 'ship', 'automobile', 'horse']",horse
75,automobile,"['cat', 'airplane', 'frog', 'dog']",dog
76,truck,"['deer', 'cat', 'frog', 'airplane']",airplane
77,airplane,"['automobile', 'cat', 'frog', 'truck']",truck
78,cat,"['ship', 'airplane', 'automobile', 'frog']",ship
79,automobile,"['cat', 'dog', 'bird', 'airplane']",airplane
80,cat,"['automobile', 'ship', 'frog', 'deer']",deer
81,dog,"['airplane', 'automobile', 'ship', 'deer']",deer
82,deer,"['airplane', 'ship', 'automobile', 'truck']",truck
83,dog,"['automobile', 'ship', 'airplane', 'frog']",airplane
84,horse,"['frog', 'ship', 'automobile', 'airplane']",automobile
85,horse,"['frog', 'automobile', 'airplane', 'bird']",bird
86,deer,"['airplane', 'frog', 'cat', 'ship']",cat
87,horse,"['airplane', 'automobile', 'cat', 'frog']",cat
88,truck,"['frog', 'airplane', 'cat', 'bird']",bird
89,deer,"['airplane', 'automobile', 'cat', 'ship']",cat
90,bird,"['airplane', 'automobile', 'horse', 'deer']",horse
91,cat,"['airplane', 'ship', 'automobile', 'truck']",truck
92,ship,"['cat', 'dog', 'automobile', 'horse']",automobile
93,airplane,"['cat', 'frog', 'truck', 'horse']",truck
94,automobile,"['cat', 'airplane', 'frog', 'dog']",dog
95,frog,"['airplane', 'horse', 'deer', 'ship']",deer
96,automobile,"['cat', 'airplane', 'frog', 'dog']",dog
97,automobile,"['airplane', 'frog', 'cat', 'bird']",bird
98,deer,"['airplane', 'automobile', 'frog', 'ship']",frog
99,automobile,"['cat', 'airplane', 'bird', 'frog']",bird
100,ship,"['cat', 'horse', 'frog', 'airplane']",airplane
101,cat,"['ship', 'automobile', 'deer', 'horse']",horse
102,truck,"['cat', 'airplane', 'frog', 'dog']",dog
103,frog,"['airplane', 'horse', 'automobile', 'cat']",cat
104,frog,"['airplane', 'cat', 'horse', 'automobile']",automobile
105,automobile,"['cat', 'airplane', 'dog', 'ship']",ship
106,ship,"['airplane', 'cat', 'frog', 'dog']",dog
107,dog,"['automobile', 'ship', 'cat', 'airplane']",cat
108,bird,"['automobile', 'truck', 'horse', 'ship']",horse
109,truck,"['airplane', 'cat', 'frog', 'dog']",dog
110,truck,"['cat', 'dog', 'frog', 'deer']",deer
111,ship,"['airplane', 'frog', 'cat', 'dog']",dog
112,automobile,"['cat', 'dog', 'deer', 'airplane']",deer
113,horse,"['cat', 'ship', 'frog', 'airplane']",cat
114,horse,"['frog', 'airplane', 'cat', 'automobile']",automobile
115,airplane,"['deer', 'truck', 'cat', 'automobile']",automobile
116,airplane,"['frog', 'horse', 'cat', 'deer']",horse
117,frog,"['airplane', 'ship', 'automobile', 'horse']",horse
118,truck,"['deer', 'airplane', 'frog', 'cat']",airplane
119,automobile,"['cat', 'airplane', 'dog', 'ship']",ship
120,bird,"['cat', 'deer', 'horse', 'automobile']",horse
121,bird,"['automobile', 'ship', 'frog', 'airplane']",airplane
122,truck,"['airplane', 'frog', 'deer', 'cat']",deer
123,bird,"['automobile', 'cat', 'truck', 'dog']",dog
124,frog,"['airplane', 'horse', 'deer', 'ship']",deer
125,frog,"['airplane', 'ship', 'automobile', 'truck']",truck
126,automobile,"['cat', 'dog', 'airplane', 'frog']",airplane
127,truck,"['cat', 'airplane', 'frog', 'horse']",airplane
128,dog,"['automobile', 'ship', 'airplane', 'deer']",deer
129,airplane,"['cat', 'truck', 'deer', 'automobile']",automobile
130,deer,"['airplane', 'frog', 'ship', 'automobile']",automobile
131,horse,"['airplane', 'cat', 'automobile', 'ship']",automobile
132,frog,"['airplane', 'ship', 'automobile', 'truck']",truck
133,horse,"['airplane', 'frog', 'cat', 'bird']",bird
134,automobile,"['cat', 'airplane', 'frog', 'dog']",dog
135,ship,"['cat', 'frog', 'dog', 'horse']",horse
136,automobile,"['cat', 'airplane', 'frog', 'deer']",deer
137,automobile,"['airplane', 'frog', 'bird', 'dog']",dog
138,bird,"['cat', 'airplane', 'truck', 'frog']",airplane
139,ship,"['airplane', 'frog', 'cat', 'horse']",airplane
140,automobile,"['cat', 'airplane', 'dog', 'frog']",dog
141,cat,"['automobile', 'ship', 'airplane', 'deer']",deer
142,cat,"['automobile', 'truck', 'ship', 'airplane']",ship
143,frog,"['airplane', 'ship', 'horse', 'truck']",truck
144,bird,"['cat', 'ship', 'airplane', 'dog']",airplane
145,deer,"['airplane', 'automobile', 'frog', 'ship']",frog
146,truck,"['airplane', 'cat', 'dog', 'frog']",dog
147,truck,"['frog', 'airplane', 'cat', 'deer']",deer
148,dog,"['automobile', 'ship', 'cat', 'airplane']",cat
149,deer,"['cat', 'airplane', 'ship', 'automobile']",automobile
150,cat,"['automobile', 'airplane', 'ship', 'frog']",ship
151,frog,"['airplane', 'deer', 'horse', 'ship']",ship
152,horse,"['cat', 'automobile', 'frog', 'ship']",ship
153,deer,"['airplane', 'automobile', 'frog', 'truck']",truck
154,frog,"['airplane', 'cat', 'automobile', 'ship']",ship
155,ship,"['airplane', 'cat', 'dog', 'frog']",airplane
156,dog,"['airplane', 'automobile', 'ship', 'bird']",bird
157,dog,"['automobile', 'airplane', 'ship', 'frog']",ship
158,deer,"['frog', 'cat', 'airplane', 'ship']",ship
159,cat,"['airplane', 'automobile', 'truck', 'frog']",frog
160,automobile,"['airplane', 'cat', 'frog', 'dog']",dog
161,ship,"['frog', 'cat', 'airplane', 'dog']",airplane
162,deer,"['airplane', 'automobile', 'ship', 'frog']",ship
163,horse,"['frog', 'automobile', 'cat', 'airplane']",Horse
164,frog,"['airplane', 'ship', 'horse', 'automobile']",horse
165,airplane,"['cat', 'deer', 'dog', 'frog']",dog
166,truck,"['airplane', 'cat', 'bird', 'frog']",bird
167,dog,"['automobile', 'airplane', 'ship', 'cat']",cat
168,automobile,"['cat', 'airplane', 'frog', 'deer']",deer
169,cat,"['deer', 'automobile', 'airplane', 'ship']",ship
170,ship,"['frog', 'airplane', 'horse', 'cat']",airplane
171,bird,"['frog', 'cat', 'automobile', 'airplane']",cat
172,horse,"['cat', 'automobile', 'airplane', 'frog']",Horse
173,dog,"['automobile', 'frog', 'ship', 'bird']",bird
174,cat,"['airplane', 'automobile', 'frog', 'truck']",frog
175,deer,"['frog', 'airplane', 'cat', 'automobile']",cat
176,automobile,"['airplane', 'cat', 'frog', 'dog']",dog
177,dog,"['automobile', 'ship', 'cat', 'airplane']",cat
178,horse,"['airplane', 'frog', 'cat', 'automobile']",cat
179,airplane,"['automobile', 'cat', 'horse', 'frog']",automobile
180,deer,"['automobile', 'airplane', 'frog', 'cat']",frog
181,horse,"['frog', 'cat', 'automobile', 'airplane']",automobile
182,dog,"['automobile', 'ship', 'cat', 'airplane']",cat
183,dog,"['automobile', 'deer', 'horse', 'cat']",cat
184,automobile,"['cat', 'airplane', 'dog', 'deer']",deer
185,airplane,"['cat', 'deer', 'dog', 'frog']",dog
186,truck,"['airplane', 'frog', 'deer', 'horse']",horse
187,frog,"['horse', 'airplane', 'deer', 'ship']",deer
188,truck,"['airplane', 'cat', 'dog', 'frog']",airplane
189,airplane,"['frog', 'deer', 'cat', 'horse']",horse
190,ship,"['airplane', 'frog', 'horse', 'cat']",horse
191,horse,"['cat', 'dog', 'deer', 'frog']",deer
192,ship,"['cat', 'dog', 'airplane', 'frog']",airplane
193,ship,"['airplane', 'cat', 'automobile', 'frog']",automobile
194,bird,"['automobile', 'deer', 'horse', 'ship']",deer
195,dog,"['automobile', 'ship', 'airplane', 'frog']",airplane
196,bird,"['truck', 'airplane', 'horse', 'cat']",cat
197,cat,"['deer', 'ship', 'automobile', 'horse']",horse
198,dog,"['automobile', 'frog', 'ship', 'cat']",cat
199,airplane,"['frog', 'cat', 'horse', 'truck']",truck
200,frog,"['airplane', 'cat', 'horse', 'ship']",cat
201,automobile,"['cat', 'frog', 'airplane', 'dog']",dog
202,truck,"['airplane', 'cat', 'deer', 'bird']",bird
203,cat,"['airplane', 'automobile', 'ship', 'deer']",deer
204,frog,"['airplane', 'ship', 'automobile', 'truck']",truck
205,truck,"['airplane', 'deer', 'cat', 'frog']",cat
206,automobile,"['airplane', 'frog', 'cat', 'bird']",bird
207,cat,"['airplane', 'ship', 'truck', 'automobile']",truck
208,truck,"['cat', 'airplane', 'frog', 'bird']",airplane
209,frog,"['airplane', 'ship', 'horse', 'cat']",cat
210,frog,"['horse', 'airplane', 'deer', 'ship']",ship
211,horse,"['frog', 'airplane', 'ship', 'bird']",ship
212,automobile,"['cat', 'airplane', 'dog', 'frog']",dog
213,airplane,"['cat', 'frog', 'truck', 'dog']",truck
214,truck,"['cat', 'airplane', 'frog', 'deer']",airplane
215,dog,"['automobile', 'ship', 'deer', 'airplane']",deer
216,ship,"['airplane', 'horse', 'cat', 'frog']",frog
217,dog,"['automobile', 'ship', 'airplane', 'frog']",frog
218,bird,"['automobile', 'airplane', 'ship', 'truck']",truck
219,truck,"['airplane', 'frog', 'cat', 'horse']",horse
220,airplane,"['truck', 'cat', 'automobile', 'frog']",automobile
221,ship,"['airplane', 'cat', 'horse', 'frog']",horse
222,ship,"['horse', 'cat', 'dog', 'frog']",dog
223,airplane,"['cat', 'deer', 'dog', 'horse']",horse
224,frog,"['ship', 'automobile', 'airplane', 'frog']",ship
225,truck,"['airplane', 'cat', 'frog', 'dog']",dog
226,automobile,"['cat', 'airplane', 'dog', 'bird']",Car
227,automobile,"['airplane', 'frog', 'cat', 'dog']",dog
228,frog,"['airplane', 'horse', 'ship', 'deer']",deer
229,cat,"['ship', 'airplane', 'automobile', 'truck']",ship
230,horse,"['frog', 'airplane', 'automobile', 'bird']",automobile
231,frog,"['deer', 'airplane', 'automobile', 'horse']",horse
232,frog,"['airplane', 'truck', 'horse', 'ship']",ship
233,airplane,"['cat', 'frog', 'deer', 'automobile']",automobile
234,frog,"['airplane', 'horse', 'ship', 'automobile']",ship
235,frog,"['airplane', 'ship', 'horse', 'deer']",deer
236,automobile,"['cat', 'dog', 'airplane', 'frog']",airplane
237,horse,"['frog', 'automobile', 'cat', 'airplane']",Horse
238,automobile,"['cat', 'dog', 'frog', 'airplane']",airplane
239,dog,"['automobile', 'ship', 'cat', 'airplane']",cat
240,ship,"['cat', 'frog', 'horse', 'dog']",dog
241,cat,"['airplane', 'automobile', 'truck', 'frog']",truck
242,frog,"['airplane', 'truck', 'automobile', 'ship']",ship
243,frog,"['airplane', 'horse', 'ship', 'automobile']",horse
244,ship,"['airplane', 'frog', 'horse', 'truck']",truck
245,frog,"['airplane', 'deer', 'horse', 'automobile']",automobile
246,ship,"['cat', 'dog', 'frog', 'airplane']",airplane
247,deer,"['airplane', 'automobile', 'frog', 'cat']",cat
248,frog,"['airplane', 'horse', 'deer', 'automobile']",deer
249,frog,"['airplane', 'truck', 'deer', 'ship']",deer
250,automobile,"['cat', 'airplane', 'dog', 'ship']",ship
251,cat,"['airplane', 'automobile', 'frog', 'cat']",cat
252,ship,"['cat', 'frog', 'airplane', 'dog']",airplane
253,cat,"['automobile', 'truck', 'horse', 'frog']",horse
254,deer,"['airplane', 'frog', 'cat', 'ship']",cat
255,automobile,"['cat', 'airplane', 'dog', 'deer']",deer
256,horse,"['frog', 'airplane', 'automobile', 'cat']",Horse
257,automobile,"['cat', 'airplane', 'dog', 'frog']",dog
258,cat,"['airplane', 'automobile', 'ship', 'frog']",ship
259,ship,"['truck', 'cat', 'frog', 'automobile']",automobile
260,dog,"['automobile', 'ship', 'cat', 'airplane']",cat
261,automobile,"['cat', 'airplane', 'dog', 'deer']",deer
262,automobile,"['cat', 'airplane', 'dog', 'frog']",airplane
263,deer,"['airplane', 'frog', 'ship', 'automobile']",automobile
264,airplane,"['cat', 'frog', 'horse', 'truck']",truck
265,truck,"['cat', 'airplane', 'frog', 'dog']",dog
266,cat,"['airplane', 'automobile', 'truck', 'frog']",frog
267,horse,"['frog', 'airplane', 'ship', 'bird']",bird
268,deer,"['airplane', 'frog', 'ship', 'automobile']",automobile
269,truck,"['airplane', 'cat', 'dog', 'deer']",deer
270,truck,"['airplane', 'cat', 'deer', 'dog']",deer
271,bird,"['automobile', 'ship', 'truck', 'airplane']",truck
272,deer,"['airplane', 'cat', 'automobile', 'ship']",automobile
273,truck,"['airplane', 'cat', 'frog', 'bird']",bird
274,truck,"['airplane', 'cat', 'dog', 'frog']",dog
275,automobile,"['deer', 'cat', 'airplane', 'dog']",airplane
276,airplane,"['cat', 'truck', 'dog', 'horse']",horse
277,dog,"['automobile', 'airplane', 'ship', 'frog']",ship
278,truck,"['airplane', 'cat', 'dog', 'frog']",dog
279,airplane,"['cat', 'deer', 'truck', 'horse']",truck
280,ship,"['airplane', 'frog', 'automobile', 'cat']",automobile
281,bird,"['horse', 'airplane', 'frog', 'cat']",cat
282,automobile,"['cat', 'airplane', 'dog', 'frog']",dog
283,bird,"['airplane', 'cat', 'truck', 'automobile']",cat
284,airplane,"['frog', 'cat', 'automobile', 'horse']",automobile
285,dog,"['frog', 'automobile', 'airplane', 'ship']",ship
286,frog,"['airplane', 'ship', 'deer', 'horse']",deer
287,cat,"['airplane', 'ship', 'automobile', 'frog']",automobile
288,bird,"['airplane', 'horse', 'ship', 'deer']",deer
289,horse,"['frog', 'automobile', 'cat', 'bird']",cat
290,ship,"['cat', 'frog', 'airplane', 'dog']",dog
291,ship,"['frog', 'cat', 'dog', 'horse']",horse
292,frog,"['airplane', 'deer', 'automobile', 'ship']",ship
293,airplane,"['deer', 'horse', 'cat', 'frog']",frog
294,horse,"['cat', 'automobile', 'airplane', 'frog']",Horse
295,truck,"['airplane', 'cat', 'frog', 'deer']",deer
296,deer,"['automobile', 'airplane', 'frog', 'bird']",bird
297,dog,"['airplane', 'automobile', 'ship', 'frog']",ship
298,frog,"['airplane', 'ship', 'horse', 'automobile']",horse
299,deer,"['airplane', 'cat', 'automobile', 'frog']",cat
300,bird,"['dog', 'automobile', 'deer', 'horse']",horse
301,automobile,"['airplane', 'cat', 'frog', 'deer']",deer
302,automobile,"['cat', 'airplane', 'deer', 'dog']",dog
303,bird,"['automobile', 'cat', 'truck', 'deer']",deer
304,automobile,"['airplane', 'cat', 'frog', 'ship']",ship
305,dog,"['automobile', 'airplane', 'ship', 'truck']",truck
306,truck,"['airplane', 'cat', 'bird', 'frog']",bird
307,truck,"['airplane', 'frog', 'cat', 'dog']",dog
308,airplane,"['deer', 'horse', 'truck', 'cat']",truck
309,ship,"['cat', 'frog', 'dog', 'deer']",deer
310,deer,"['cat', 'automobile', 'ship', 'frog']",ship
311,automobile,"['airplane', 'cat', 'frog', 'dog']",dog
312,automobile,"['airplane', 'cat', 'dog', 'deer']",deer
313,frog,"['airplane', 'horse', 'ship', 'deer']",deer
314,cat,"['automobile', 'ship', 'airplane', 'truck']",truck
315,cat,"['airplane', 'automobile', 'ship', 'frog']",ship
316,truck,"['airplane', 'cat', 'frog', 'deer']",deer
317,airplane,"['truck', 'cat', 'automobile', 'horse']",automobile
318,horse,"['cat', 'automobile', 'airplane', 'frog']",Horse
319,truck,"['frog', 'airplane', 'deer', 'cat']",deer
320,horse,"['airplane', 'frog', 'automobile', 'cat']",automobile
321,horse,"['automobile', 'ship', 'cat', 'frog']",cat
322,truck,"['cat', 'frog', 'airplane', 'dog']",airplane
323,automobile,"['cat', 'airplane', 'dog', 'horse']",horse
324,dog,"['automobile', 'ship', 'cat', 'deer']",cat
325,automobile,"['airplane', 'cat', 'dog', 'ship']",ship
326,frog,"['airplane', 'ship', 'horse', 'truck']",horse
327,frog,"['airplane', 'ship', 'automobile', 'truck']",truck
328,ship,"['horse', 'airplane', 'cat', 'frog']",frog
329,horse,"['automobile', 'cat', 'airplane', 'frog']",Horse
330,automobile,"['airplane', 'cat', 'frog', 'bird']",bird
331,cat,"['automobile', 'ship', 'airplane', 'horse']",horse
332,airplane,"['cat', 'dog', 'deer', 'horse']",horse
333,cat,"['ship', 'airplane', 'automobile', 'horse']",horse
334,cat,"['automobile', 'ship', 'truck', 'frog']",truck
335,bird,"['frog', 'automobile', 'cat', 'ship']",frog
336,deer,"['airplane', 'ship', 'automobile', 'frog']",automobile
337,dog,"['frog', 'ship', 'automobile', 'cat']",cat
338,horse,"['automobile', 'airplane', 'frog', 'bird']",bird
339,dog,"['automobile', 'ship', 'cat', 'airplane']",cat
340,truck,"['airplane', 'frog', 'deer', 'bird']",bird
341,airplane,"['deer', 'truck', 'frog', 'automobile']",automobile
342,cat,"['automobile', 'ship', 'airplane', 'frog']",frog
343,deer,"['frog', 'cat', 'automobile', 'airplane']",automobile
344,airplane,"['cat', 'frog', 'truck', 'dog']",truck
345,deer,"['airplane', 'automobile', 'truck', 'ship']",truck
346,deer,"['airplane', 'automobile', 'frog', 'cat']",frog
347,frog,"['airplane', 'horse', 'ship', 'automobile']",automobile
348,airplane,"['deer', 'truck', 'horse', 'cat']",horse
349,airplane,"['automobile', 'truck', 'deer', 'horse']",horse
350,frog,"['horse', 'automobile', 'deer', 'airplane']",deer
351,frog,"['airplane', 'horse', 'ship', 'automobile']",ship
352,airplane,"['cat', 'horse', 'deer', 'dog']",dog
353,ship,"['frog', 'horse', 'cat', 'airplane']",airplane
354,automobile,"['airplane', 'cat', 'frog', 'bird']",bird
355,frog,"['airplane', 'horse', 'deer', 'ship']",deer
356,bird,"['airplane', 'horse', 'deer', 'automobile']",horse
357,truck,"['airplane', 'cat', 'dog', 'bird']",bird
358,bird,"['automobile', 'deer', 'airplane', 'ship']",airplane
359,dog,"['airplane', 'automobile', 'ship', 'frog']",ship
360,truck,"['frog', 'cat', 'airplane', 'bird']",airplane
361,frog,"['airplane', 'ship', 'automobile', 'truck']",truck
362,horse,"['airplane', 'automobile', 'cat', 'ship']",cat
363,deer,"['airplane', 'cat', 'frog', 'automobile']",frog
364,automobile,"['airplane', 'cat', 'deer', 'frog']",airplane
365,ship,"['frog', 'airplane', 'horse', 'cat']",airplane
366,horse,"['airplane', 'automobile', 'frog', 'cat']",automobile
367,cat,"['frog', 'airplane', 'ship', 'deer']",ship
368,frog,"['airplane', 'horse', 'automobile', 'bird']",bird
369,truck,"['airplane', 'cat', 'dog', 'frog']",dog
370,cat,"['automobile', 'deer', 'horse', 'airplane']",horse
371,airplane,"['cat', 'horse', 'automobile', 'deer']",automobile
372,deer,"['frog', 'airplane', 'cat', 'ship']",cat
373,airplane,"['deer', 'truck', 'cat', 'dog']",dog
374,dog,"['automobile', 'frog', 'deer', 'cat']",cat
375,automobile,"['airplane', 'cat', 'frog', 'dog']",dog
376,airplane,"['cat', 'deer', 'frog', 'dog']",dog
377,cat,"['automobile', 'airplane', 'truck', 'ship']",ship
378,deer,"['airplane', 'frog', 'cat', 'automobile']",cat
379,ship,"['horse', 'frog', 'cat', 'dog']",dog
380,dog,"['ship', 'automobile', 'airplane', 'cat']",cat
381,deer,"['airplane', 'frog', 'cat', 'ship']",cat
382,horse,"['airplane', 'frog', 'cat', 'ship']",cat
383,bird,"['airplane', 'ship', 'cat', 'deer']",cat
384,cat,"['deer', 'ship', 'airplane', 'horse']",horse
385,truck,"['airplane', 'cat', 'frog', 'bird']",bird
386,horse,"['airplane', 'frog', 'cat', 'ship']",ship
387,frog,"['airplane', 'ship', 'horse', 'deer']",deer
388,horse,"['frog', 'ship', 'airplane', 'cat']",cat
389,automobile,"['airplane', 'cat', 'dog', 'frog']",dog
390,deer,"['airplane', 'automobile', 'frog', 'cat']",frog
391,horse,"['airplane', 'frog', 'automobile', 'bird']",automobile
392,airplane,"['frog', 'horse', 'automobile', 'deer']",automobile
393,automobile,"['airplane', 'cat', 'frog', 'bird']",bird
394,horse,"['frog', 'airplane', 'cat', 'ship']",cat
395,cat,"['automobile', 'airplane', 'frog', 'deer']",deer
396,automobile,"['frog', 'cat', 'airplane', 'dog']",airplane
397,ship,"['frog', 'cat', 'dog', 'airplane']",airplane
398,deer,"['airplane', 'frog', 'ship', 'automobile']",automobile
399,deer,"['airplane', 'automobile', 'truck', 'ship']",truck
400,bird,"['airplane', 'frog', 'ship', 'automobile']",frog
401,airplane,"['frog', 'deer', 'cat', 'airplane']",airplane
402,bird,"['automobile', 'cat', 'dog', 'truck']",Bird
403,bird,"['automobile', 'cat', 'dog', 'frog']",dog
404,airplane,"['frog', 'horse', 'cat', 'deer']",cat
405,airplane,"['cat', 'dog', 'frog', 'automobile']",automobile
406,truck,"['airplane', 'frog', 'cat', 'dog']",dog
407,airplane,"['deer', 'frog', 'truck', 'cat']",truck
408,truck,"['airplane', 'frog', 'cat', 'bird']",bird
409,frog,"['airplane', 'deer', 'horse', 'automobile']",deer
410,ship,"['airplane', 'cat', 'frog', 'dog']",airplane
411,bird,"['horse', 'airplane', 'cat', 'automobile']",cat
412,horse,"['frog', 'cat', 'automobile', 'bird']",Horse
413,horse,"['automobile', 'frog', 'airplane', 'cat']",cat
414,deer,"['airplane', 'frog', 'ship', 'automobile']",automobile
415,airplane,"['cat', 'deer', 'dog', 'horse']",horse
416,cat,"['deer', 'automobile', 'horse', 'truck']",horse
417,airplane,"['cat', 'automobile', 'frog', 'dog']",automobile
418,ship,"['cat', 'airplane', 'frog', 'automobile']",automobile
419,truck,"['cat', 'airplane', 'dog', 'frog']",airplane
420,deer,"['automobile', 'airplane', 'truck', 'ship']",truck
421,bird,"['automobile', 'cat', 'ship', 'airplane']",ship
422,horse,"['airplane', 'ship', 'cat', 'automobile']",cat
423,bird,"['airplane', 'frog', 'cat', 'automobile']",cat
424,dog,"['airplane', 'automobile', 'ship', 'deer']",deer
425,bird,"['automobile', 'airplane', 'horse', 'cat']",horse
426,dog,"['automobile', 'cat', 'airplane', 'ship']",cat
427,automobile,"['airplane', 'cat', 'ship', 'dog']",ship
428,truck,"['airplane', 'cat', 'bird', 'frog']",bird
429,deer,"['airplane', 'automobile', 'ship', 'cat']",cat
430,ship,"['airplane', 'automobile', 'cat', 'frog']",airplane
431,dog,"['airplane', 'automobile', 'ship', 'cat']",cat
432,automobile,"['cat', 'airplane', 'dog', 'frog']",dog
433,horse,"['frog', 'airplane', 'automobile', 'cat']",cat
434,deer,"['frog', 'airplane', 'cat', 'automobile']",cat
435,deer,"['airplane', 'ship', 'automobile', 'frog']",frog
436,airplane,"['frog', 'horse', 'deer', 'cat']",horse
437,frog,"['airplane', 'horse', 'ship', 'cat']",cat
438,truck,"['airplane', 'cat', 'dog', 'frog']",dog
439,airplane,"['deer', 'automobile', 'frog', 'cat']",automobile
440,horse,"['automobile', 'cat', 'airplane', 'frog']",Horse
441,ship,"['horse', 'deer', 'cat', 'frog']",frog
442,ship,"['frog', 'horse', 'airplane', 'cat']",airplane
443,truck,"['frog', 'airplane', 'cat', 'deer']",deer
444,truck,"['frog', 'cat', 'deer', 'airplane']",airplane
445,cat,"['airplane', 'automobile', 'deer', 'ship']",deer
446,cat,"['airplane', 'automobile', 'frog', 'ship']",frog
447,deer,"['cat', 'automobile', 'airplane', 'frog']",frog
448,airplane,"['cat', 'dog', 'deer', 'frog']",deer
449,deer,"['frog', 'automobile', 'airplane', 'bird']",bird
450,dog,"['automobile', 'ship', 'airplane', 'cat']",cat
451,frog,"['airplane', 'ship', 'automobile', 'bird']",bird
452,frog,"['airplane', 'ship', 'cat', 'deer']",cat
