index,true_label,candidate_labels,complementary_label
260,4,"['o'; 'tsu'; 'ki']",tsu
261,5,"['re'; 'o'; 'tsu']",tsu
262,0,"['ki'; 'na'; 'o']",na
263,5,"['tsu'; 'o'; 're']",tsu
264,4,"['o'; 'ki'; 'tsu']",tsu
265,7,"['tsu'; 'ya'; 'na']",ya
266,1,"['tsu'; 'su'; 'wo']",wo
267,2,"['wo'; 'ki'; 're']",wo
268,3,"['ma'; 'o'; 'wo']",o
269,7,"['na'; 'tsu'; 'ya']",ya
270,0,"['na'; 'ki'; 'o']",na
271,8,"['o'; 'ma'; 'su']",su
272,5,"['re'; 'tsu'; 'o']",o
273,9,"['su'; 'na'; 'ha']",na
274,5,"['re'; 'o'; 'tsu']",tsu
275,2,"['re'; 'ki'; 'wo']",wo
276,3,"['wo'; 'o'; 'ma']",o
277,2,"['re'; 'ki'; 'wo']",wo
278,3,"['ma'; 'wo'; 'o']",wo
279,2,"['ki'; 'wo'; 're']",wo
280,7,"['ya'; 'na'; 'tsu']",tsu
281,3,"['wo'; 'ma'; 'o']",o
282,4,"['tsu'; 'o'; 'ki']",o
283,0,"['na'; 'ki'; 'o']",na
284,9,"['ha'; 'su'; 'na']",na
285,5,"['tsu'; 'o'; 're']",o
286,0,"['na'; 'o'; 'ki']",na
287,3,"['o'; 'wo'; 'ma']",o
288,5,"['re'; 'tsu'; 'o']",tsu
289,4,"['ki'; 'o'; 'tsu']",tsu
290,6,"['ma'; 're'; 'tsu']",tsu
291,3,"['wo'; 'ma'; 'o']",o
292,8,"['su'; 'ma'; 'o']",o
293,6,"['tsu'; 'ma'; 're']",re
294,7,"['na'; 'tsu'; 'ya']",ya
295,4,"['o'; 'tsu'; 'ki']",o
296,7,"['ya'; 'na'; 'tsu']",tsu
297,1,"['tsu'; 'su'; 'wo']",wo
298,8,"['ma'; 'o'; 'su']",su
299,4,"['ki'; 'o'; 'tsu']",tsu
300,1,"['wo'; 'su'; 'tsu']",su
301,8,"['su'; 'o'; 'ma']",o
302,8,"['o'; 'ma'; 'su']",su
303,3,"['o'; 'wo'; 'ma']",o
304,9,"['na'; 'ha'; 'su']",na
305,8,"['ma'; 'o'; 'su']",su
306,6,"['re'; 'tsu'; 'ma']",re
307,8,"['su'; 'ma'; 'o']",o
308,0,"['o'; 'ki'; 'na']",na
309,0,"['ki'; 'o'; 'na']",na
310,7,"['ya'; 'tsu'; 'na']",ya
311,4,"['ki'; 'tsu'; 'o']",tsu
312,7,"['tsu'; 'na'; 'ya']",na
313,1,"['wo'; 'su'; 'tsu']",su
314,2,"['ki'; 're'; 'wo']",wo
315,4,"['o'; 'tsu'; 'ki']",o
316,4,"['o'; 'tsu'; 'ki']",tsu
317,2,"['ki'; 're'; 'wo']",wo
318,4,"['tsu'; 'o'; 'ki']",o
319,4,"['tsu'; 'o'; 'ki']",o
320,6,"['ma'; 're'; 'tsu']",tsu
321,4,"['tsu'; 'ki'; 'o']",o
322,5,"['re'; 'tsu'; 'o']",o
323,9,"['su'; 'ha'; 'na']",na
324,3,"['ma'; 'wo'; 'o']",wo
325,4,"['ki'; 'tsu'; 'o']",tsu
326,2,"['re'; 'wo'; 'ki']",wo
327,4,"['ki'; 'o'; 'tsu']",tsu
328,1,"['wo'; 'su'; 'tsu']",su
329,5,"['re'; 'tsu'; 'o']",tsu
330,5,"['o'; 'tsu'; 're']",tsu
331,2,"['wo'; 'ki'; 're']",re
332,2,"['wo'; 'ki'; 're']",re
333,9,"['su'; 'ha'; 'na']",na
334,3,"['o'; 'wo'; 'ma']",o
335,4,"['o'; 'ki'; 'tsu']",tsu
336,4,"['tsu'; 'o'; 'ki']",o
337,9,"['ha'; 'su'; 'na']",na
338,7,"['ya'; 'na'; 'tsu']",tsu
339,8,"['o'; 'su'; 'ma']",ma
340,8,"['ma'; 'o'; 'su']",o
341,1,"['wo'; 'tsu'; 'su']",wo
342,8,"['su'; 'o'; 'ma']",o
343,9,"['ha'; 'na'; 'su']",na
344,9,"['na'; 'su'; 'ha']",na
345,3,"['ma'; 'wo'; 'o']",wo
346,5,"['re'; 'tsu'; 'o']",tsu
347,6,"['re'; 'ma'; 'tsu']",tsu
348,2,"['wo'; 'ki'; 're']",re
349,4,"['tsu'; 'ki'; 'o']",o
350,6,"['tsu'; 'ma'; 're']",re
351,8,"['o'; 'su'; 'ma']",su
352,0,"['ki'; 'o'; 'na']",na
353,9,"['na'; 'ha'; 'su']",na
354,6,"['re'; 'tsu'; 'ma']",tsu
355,3,"['wo'; 'o'; 'ma']",o
356,8,"['su'; 'ma'; 'o']",o
357,3,"['o'; 'ma'; 'wo']",o
358,3,"['wo'; 'ma'; 'o']",o
359,4,"['o'; 'tsu'; 'ki']",tsu
360,4,"['o'; 'ki'; 'tsu']",tsu
361,4,"['tsu'; 'o'; 'ki']",o
362,7,"['tsu'; 'na'; 'ya']",na
363,7,"['tsu'; 'ya'; 'na']",ya
364,2,"['wo'; 'ki'; 're']",re
365,5,"['o'; 'tsu'; 're']",tsu
366,3,"['ma'; 'o'; 'wo']",o
367,6,"['re'; 'ma'; 'tsu']",tsu
368,5,"['tsu'; 'o'; 're']",tsu
369,3,"['ma'; 'wo'; 'o']",o
370,4,"['ki'; 'tsu'; 'o']",tsu
371,1,"['wo'; 'tsu'; 'su']",tsu
372,2,"['wo'; 're'; 'ki']",re
373,9,"['su'; 'na'; 'ha']",na
374,9,"['ha'; 'su'; 'na']",na
375,5,"['re'; 'o'; 'tsu']",tsu
376,4,"['ki'; 'o'; 'tsu']",tsu
377,8,"['su'; 'o'; 'ma']",o
378,3,"['wo'; 'o'; 'ma']",o
379,6,"['ma'; 'tsu'; 're']",re
380,3,"['wo'; 'ma'; 'o']",o
381,2,"['ki'; 're'; 'wo']",wo
382,5,"['tsu'; 're'; 'o']",re
383,8,"['ma'; 'o'; 'su']",o
384,3,"['o'; 'ma'; 'wo']",o
385,6,"['ma'; 'tsu'; 're']",re
386,9,"['su'; 'ha'; 'na']",na
387,0,"['ki'; 'o'; 'na']",na
388,5,"['o'; 'tsu'; 're']",tsu
389,8,"['o'; 'su'; 'ma']",ma
390,6,"['re'; 'ma'; 'tsu']",tsu
391,1,"['wo'; 'tsu'; 'su']",tsu
392,5,"['o'; 'tsu'; 're']",tsu
393,0,"['ki'; 'o'; 'na']",na
394,8,"['su'; 'ma'; 'o']",o
395,0,"['na'; 'o'; 'ki']",na
396,3,"['o'; 'wo'; 'ma']",o
397,5,"['o'; 'tsu'; 're']",tsu
398,3,"['wo'; 'o'; 'ma']",o
399,9,"['na'; 'ha'; 'su']",na
400,9,"['su'; 'ha'; 'na']",na
401,2,"['ki'; 'wo'; 're']",wo
402,0,"['na'; 'o'; 'ki']",na
403,5,"['re'; 'o'; 'tsu']",tsu
404,2,"['re'; 'wo'; 'ki']",wo
405,4,"['o'; 'tsu'; 'ki']",tsu
406,8,"['ma'; 'o'; 'su']",o
407,9,"['na'; 'su'; 'ha']",na
408,9,"['ha'; 'na'; 'su']",na
409,9,"['na'; 'ha'; 'su']",na
410,3,"['o'; 'ma'; 'wo']",o
411,7,"['na'; 'ya'; 'tsu']",tsu
412,4,"['o'; 'ki'; 'tsu']",tsu
413,6,"['ma'; 're'; 'tsu']",tsu
414,5,"['o'; 're'; 'tsu']",tsu
415,3,"['wo'; 'o'; 'ma']",o
416,1,"['su'; 'tsu'; 'wo']",wo
417,6,"['re'; 'tsu'; 'ma']",tsu
418,8,"['su'; 'ma'; 'o']",o
419,0,"['ki'; 'na'; 'o']",na
420,4,"['tsu'; 'o'; 'ki']",o
421,3,"['ma'; 'o'; 'wo']",o
422,6,"['ma'; 'tsu'; 're']",re
423,1,"['tsu'; 'wo'; 'su']",wo
424,0,"['na'; 'o'; 'ki']",na
425,7,"['tsu'; 'ya'; 'na']",na
426,7,"['na'; 'tsu'; 'ya']",ya
427,2,"['wo'; 're'; 'ki']",re
428,2,"['re'; 'wo'; 'ki']",wo
429,3,"['wo'; 'o'; 'ma']",o
430,3,"['o'; 'wo'; 'ma']",o
431,2,"['wo'; 'ki'; 're']",re
432,5,"['o'; 'tsu'; 're']",tsu
433,8,"['ma'; 'su'; 'o']",su
434,0,"['ki'; 'na'; 'o']",na
435,6,"['ma'; 'tsu'; 're']",re
436,7,"['na'; 'ya'; 'tsu']",tsu
437,7,"['na'; 'ya'; 'tsu']",tsu
438,4,"['o'; 'ki'; 'tsu']",tsu
439,8,"['ma'; 'su'; 'o']",su
440,6,"['tsu'; 'ma'; 're']",tsu
441,0,"['ki'; 'na'; 'o']",na
442,4,"['o'; 'ki'; 'tsu']",tsu
443,4,"['o'; 'tsu'; 'ki']",tsu
444,8,"['o'; 'su'; 'ma']",su
445,6,"['tsu'; 'ma'; 're']",re
446,7,"['ya'; 'tsu'; 'na']",ya
447,9,"['na'; 'su'; 'ha']",na
448,0,"['ki'; 'o'; 'na']",na
449,2,"['re'; 'ki'; 'wo']",wo
450,0,"['na'; 'o'; 'ki']",na
451,8,"['su'; 'ma'; 'o']",o
452,5,"['o'; 're'; 'tsu']",tsu
453,2,"['re'; 'ki'; 'wo']",wo
454,6,"['ma'; 'tsu'; 're']",re
455,8,"['o'; 'su'; 'ma']",ma
456,9,"['ha'; 'su'; 'na']",na
457,1,"['tsu'; 'wo'; 'su']",wo
458,2,"['wo'; 'ki'; 're']",re
459,2,"['re'; 'wo'; 'ki']",wo
460,9,"['ha'; 'na'; 'su']",na
461,2,"['ki'; 're'; 'wo']",wo
462,6,"['tsu'; 'ma'; 're']",re
463,2,"['ki'; 'wo'; 're']",wo
464,7,"['na'; 'ya'; 'tsu']",tsu
465,1,"['su'; 'tsu'; 'wo']",wo
466,9,"['ha'; 'su'; 'na']",na
467,9,"['na'; 'ha'; 'su']",na
468,8,"['o'; 'su'; 'ma']",ma
469,9,"['ha'; 'su'; 'na']",na
470,4,"['ki'; 'tsu'; 'o']",o
471,7,"['na'; 'ya'; 'tsu']",tsu
472,0,"['o'; 'ki'; 'na']",na
473,3,"['ma'; 'wo'; 'o']",wo
474,5,"['o'; 'tsu'; 're']",re
475,6,"['re'; 'tsu'; 'ma']",tsu
476,0,"['na'; 'o'; 'ki']",na
477,2,"['re'; 'ki'; 'wo']",wo
478,7,"['ya'; 'tsu'; 'na']",ya
479,1,"['su'; 'wo'; 'tsu']",su
480,3,"['wo'; 'ma'; 'o']",o
481,2,"['ki'; 're'; 'wo']",wo
482,8,"['su'; 'o'; 'ma']",o
483,5,"['tsu'; 'o'; 're']",o
484,3,"['o'; 'wo'; 'ma']",o
485,2,"['re'; 'wo'; 'ki']",wo
486,0,"['o'; 'na'; 'ki']",na
487,8,"['o'; 'su'; 'ma']",ma
488,6,"['tsu'; 'ma'; 're']",tsu
489,5,"['re'; 'o'; 'tsu']",tsu
490,0,"['ki'; 'na'; 'o']",na
491,7,"['na'; 'ya'; 'tsu']",tsu
492,6,"['ma'; 're'; 'tsu']",tsu
493,5,"['o'; 're'; 'tsu']",tsu
494,3,"['ma'; 'wo'; 'o']",wo
495,4,"['o'; 'tsu'; 'ki']",tsu
496,5,"['tsu'; 're'; 'o']",tsu
497,5,"['tsu'; 'o'; 're']",re
498,2,"['wo'; 're'; 'ki']",re
499,1,"['wo'; 'su'; 'tsu']",su
500,1,"['tsu'; 'wo'; 'su']",wo
501,5,"['o'; 'tsu'; 're']",tsu
502,3,"['o'; 'wo'; 'ma']",o
503,2,"['wo'; 'ki'; 're']",re
504,2,"['wo'; 'ki'; 're']",re
505,2,"['wo'; 're'; 'ki']",re
506,3,"['ma'; 'o'; 'wo']",o
507,6,"['tsu'; 'ma'; 're']",re
508,0,"['o'; 'ki'; 'na']",na
509,9,"['na'; 'su'; 'ha']",na
510,2,"['re'; 'ki'; 'wo']",wo
511,8,"['o'; 'ma'; 'su']",su
512,8,"['ma'; 'su'; 'o']",o
513,5,"['tsu'; 'o'; 're']",re
514,1,"['tsu'; 'wo'; 'su']",wo
515,8,"['o'; 'su'; 'ma']",su
516,4,"['tsu'; 'ki'; 'o']",o
517,5,"['tsu'; 're'; 'o']",tsu
518,1,"['tsu'; 'su'; 'wo']",wo
519,0,"['na'; 'ki'; 'o']",na
520,7,"['na'; 'tsu'; 'ya']",ya
521,1,"['wo'; 'tsu'; 'su']",wo
522,8,"['su'; 'o'; 'ma']",o
523,1,"['tsu'; 'su'; 'wo']",wo
524,6,"['ma'; 're'; 'tsu']",tsu
525,9,"['na'; 'su'; 'ha']",na
526,7,"['tsu'; 'ya'; 'na']",na
527,3,"['o'; 'wo'; 'ma']",o
528,1,"['su'; 'tsu'; 'wo']",wo
529,3,"['wo'; 'o'; 'ma']",o
530,9,"['ha'; 'su'; 'na']",na
531,0,"['ki'; 'na'; 'o']",na
532,8,"['su'; 'ma'; 'o']",o
533,8,"['ma'; 'o'; 'su']",o
534,9,"['na'; 'ha'; 'su']",na
535,3,"['ma'; 'wo'; 'o']",wo
536,7,"['na'; 'ya'; 'tsu']",tsu
537,4,"['o'; 'ki'; 'tsu']",tsu
538,4,"['ki'; 'o'; 'tsu']",tsu
539,5,"['re'; 'tsu'; 'o']",o
540,9,"['na'; 'ha'; 'su']",na
541,5,"['o'; 'tsu'; 're']",re
542,6,"['re'; 'tsu'; 'ma']",re
543,7,"['na'; 'ya'; 'tsu']",tsu
544,7,"['na'; 'ya'; 'tsu']",tsu
545,4,"['tsu'; 'o'; 'ki']",o
546,9,"['su'; 'ha'; 'na']",na
547,6,"['tsu'; 'ma'; 're']",re
548,4,"['tsu'; 'ki'; 'o']",o
549,5,"['tsu'; 're'; 'o']",tsu
550,7,"['ya'; 'na'; 'tsu']",tsu
551,4,"['o'; 'tsu'; 'ki']",tsu
552,7,"['na'; 'ya'; 'tsu']",tsu
553,3,"['ma'; 'wo'; 'o']",wo
554,7,"['ya'; 'na'; 'tsu']",tsu
555,7,"['tsu'; 'ya'; 'na']",ya
556,2,"['ki'; 're'; 'wo']",wo
557,3,"['wo'; 'o'; 'ma']",o
558,7,"['ya'; 'tsu'; 'na']",tsu
559,7,"['na'; 'tsu'; 'ya']",ya
560,0,"['o'; 'ki'; 'na']",na
561,5,"['re'; 'o'; 'tsu']",tsu
562,2,"['wo'; 'ki'; 're']",wo
563,3,"['o'; 'wo'; 'ma']",o
564,7,"['na'; 'tsu'; 'ya']",ya
565,8,"['su'; 'o'; 'ma']",o
566,9,"['su'; 'na'; 'ha']",na
567,7,"['tsu'; 'ya'; 'na']",ya
568,5,"['tsu'; 'o'; 're']",re
569,9,"['na'; 'ha'; 'su']",na
570,9,"['ha'; 'su'; 'na']",na
571,0,"['o'; 'na'; 'ki']",na
572,6,"['re'; 'ma'; 'tsu']",tsu
573,4,"['o'; 'tsu'; 'ki']",tsu
574,3,"['o'; 'ma'; 'wo']",o
575,3,"['o'; 'ma'; 'wo']",o
576,8,"['su'; 'ma'; 'o']",o
577,9,"['su'; 'ha'; 'na']",na
578,6,"['re'; 'tsu'; 'ma']",tsu
579,3,"['o'; 'ma'; 'wo']",o
580,7,"['tsu'; 'na'; 'ya']",na
581,1,"['su'; 'tsu'; 'wo']",wo
582,8,"['ma'; 'su'; 'o']",su
583,2,"['ki'; 're'; 'wo']",wo
584,5,"['re'; 'o'; 'tsu']",tsu
585,6,"['re'; 'ma'; 'tsu']",tsu
586,9,"['su'; 'ha'; 'na']",na
587,3,"['wo'; 'o'; 'ma']",o
588,2,"['re'; 'ki'; 'wo']",wo
589,8,"['ma'; 'o'; 'su']",o
590,1,"['wo'; 'su'; 'tsu']",su
