index,true_label,candidate_labels,complementary_label
31,6,"['re'; 'tsu'; 'su'; 'ki'; 'o'; 'ha']",ha
32,1,"['na'; 'o'; 'ki'; 're'; 'wo'; 'tsu']",tsu
33,5,"['wo'; 'ki'; 'ha'; 'ya'; 'ma'; 'su']",ki
34,9,"['ya'; 'ki'; 'tsu'; 'wo'; 'o'; 'ha']",ha
35,5,"['ki'; 'su'; 'wo'; 'ya'; 'ha'; 'ma']",ha
36,8,"['ki'; 'wo'; 'su'; 'na'; 're'; 'ma']",ki
37,0,"['wo'; 'o'; 'ha'; 'ma'; 'na'; 'ki']",na
38,0,"['o'; 'ha'; 'na'; 'ma'; 'wo'; 'ki']",na
39,8,"['su'; 'ma'; 're'; 'wo'; 'ki'; 'na']",na
40,8,"['wo'; 'su'; 'ma'; 'ki'; 're'; 'na']",na
41,6,"['tsu'; 'su'; 'ki'; 'o'; 'ha'; 're']",ha
42,7,"['wo'; 'tsu'; 're'; 'o'; 'ha'; 'na']",na
43,7,"['ha'; 'tsu'; 're'; 'o'; 'na'; 'wo']",na
44,7,"['na'; 'ha'; 'o'; 're'; 'tsu'; 'wo']",na
45,8,"['su'; 'ma'; 'wo'; 'na'; 'ki'; 're']",re
46,1,"['ki'; 'na'; 'wo'; 'tsu'; 'o'; 're']",na
47,9,"['wo'; 'ki'; 'ha'; 'ya'; 'tsu'; 'o']",tsu
48,6,"['ha'; 'o'; 'tsu'; 'ki'; 'su'; 're']",tsu
49,0,"['o'; 'na'; 'wo'; 'ki'; 'ha'; 'ma']",na
50,5,"['ma'; 'ki'; 'ha'; 'su'; 'ya'; 'wo']",wo
51,1,"['re'; 'o'; 'wo'; 'na'; 'ki'; 'tsu']",tsu
52,1,"['re'; 'wo'; 'o'; 'na'; 'ki'; 'tsu']",tsu
53,1,"['tsu'; 'ki'; 're'; 'na'; 'o'; 'wo']",ki
54,3,"['o'; 'na'; 'ma'; 'tsu'; 're'; 'ha']",tsu
55,2,"['tsu'; 'na'; 'o'; 'ki'; 're'; 'ha']",na
56,2,"['o'; 'ha'; 'na'; 'tsu'; 'ki'; 're']",tsu
57,6,"['re'; 'ha'; 'su'; 'o'; 'ki'; 'tsu']",su
58,4,"['ya'; 'na'; 'o'; 'tsu'; 'su'; 'ma']",ya
59,3,"['o'; 'ma'; 'ha'; 'na'; 'tsu'; 're']",tsu
60,5,"['ma'; 'ki'; 'ha'; 'ya'; 'wo'; 'su']",ki
61,5,"['ha'; 'ki'; 'su'; 'wo'; 'ya'; 'ma']",ki
62,4,"['tsu'; 'ma'; 'su'; 'o'; 'na'; 'ya']",na
63,6,"['ha'; 'su'; 'o'; 'ki'; 're'; 'tsu']",su
64,6,"['o'; 'su'; 're'; 'tsu'; 'ha'; 'ki']",ha
65,1,"['na'; 're'; 'o'; 'ki'; 'wo'; 'tsu']",tsu
66,7,"['re'; 'wo'; 'tsu'; 'ha'; 'na'; 'o']",tsu
67,8,"['re'; 'na'; 'ma'; 'su'; 'wo'; 'ki']",na
68,8,"['ma'; 're'; 'su'; 'na'; 'ki'; 'wo']",ki
69,3,"['na'; 'ma'; 'ha'; 'o'; 'tsu'; 're']",tsu
70,1,"['ki'; 'na'; 're'; 'o'; 'tsu'; 'wo']",tsu
71,9,"['ya'; 'wo'; 'ha'; 'o'; 'ki'; 'tsu']",wo
72,9,"['ha'; 'ki'; 'wo'; 'ya'; 'o'; 'tsu']",tsu
73,3,"['na'; 'ha'; 'ma'; 'tsu'; 're'; 'o']",tsu
74,2,"['re'; 'na'; 'tsu'; 'o'; 'ki'; 'ha']",ha
75,1,"['ki'; 're'; 'tsu'; 'o'; 'na'; 'wo']",tsu
76,0,"['ma'; 'o'; 'ki'; 'ha'; 'na'; 'wo']",o
77,4,"['na'; 'o'; 'su'; 'ya'; 'tsu'; 'ma']",su
78,8,"['ki'; 'su'; 're'; 'na'; 'wo'; 'ma']",na
79,2,"['ha'; 'o'; 'ki'; 'na'; 're'; 'tsu']",tsu
80,3,"['na'; 're'; 'ma'; 'o'; 'tsu'; 'ha']",tsu
81,6,"['su'; 're'; 'o'; 'ki'; 'ha'; 'tsu']",su
82,9,"['o'; 'ki'; 'ha'; 'ya'; 'wo'; 'tsu']",tsu
83,9,"['tsu'; 'o'; 'ya'; 'wo'; 'ha'; 'ki']",o
84,6,"['tsu'; 'o'; 'su'; 're'; 'ha'; 'ki']",ha
85,5,"['ya'; 'wo'; 'ki'; 'ma'; 'su'; 'ha']",wo
86,6,"['o'; 'su'; 'ki'; 'tsu'; 're'; 'ha']",ha
87,1,"['re'; 'wo'; 'tsu'; 'ki'; 'na'; 'o']",tsu
88,0,"['ma'; 'ha'; 'ki'; 'wo'; 'na'; 'o']",na
89,7,"['wo'; 'o'; 'tsu'; 're'; 'na'; 'ha']",tsu
90,2,"['ki'; 'tsu'; 'ha'; 're'; 'na'; 'o']",ha
91,2,"['ki'; 'tsu'; 'o'; 'na'; 're'; 'ha']",na
92,8,"['ki'; 'su'; 're'; 'na'; 'wo'; 'ma']",na
93,0,"['ha'; 'ma'; 'wo'; 'na'; 'ki'; 'o']",na
94,1,"['wo'; 'o'; 'tsu'; 're'; 'ki'; 'na']",tsu
95,8,"['ki'; 'wo'; 'na'; 'su'; 're'; 'ma']",na
96,6,"['ha'; 're'; 'ki'; 'su'; 'o'; 'tsu']",su
97,6,"['re'; 'o'; 'tsu'; 'ha'; 'su'; 'ki']",tsu
98,3,"['ma'; 'ha'; 'o'; 'na'; 're'; 'tsu']",tsu
99,5,"['ya'; 'su'; 'ma'; 'ha'; 'wo'; 'ki']",ki
100,0,"['wo'; 'ki'; 'ha'; 'ma'; 'na'; 'o']",na
101,9,"['ha'; 'o'; 'tsu'; 'ki'; 'ya'; 'wo']",tsu
102,6,"['re'; 'ki'; 'su'; 'ha'; 'tsu'; 'o']",su
103,9,"['tsu'; 'o'; 'ha'; 'ya'; 'wo'; 'ki']",tsu
104,8,"['na'; 'wo'; 'su'; 'ki'; 're'; 'ma']",re
105,2,"['o'; 're'; 'tsu'; 'na'; 'ha'; 'ki']",ha
106,1,"['o'; 'wo'; 'ki'; 'tsu'; 're'; 'na']",tsu
107,3,"['re'; 'tsu'; 'na'; 'ha'; 'ma'; 'o']",na
108,9,"['tsu'; 'ha'; 'ki'; 'wo'; 'ya'; 'o']",ha
109,4,"['ma'; 'o'; 'tsu'; 'ya'; 'su'; 'na']",tsu
110,6,"['o'; 're'; 'ki'; 'su'; 'ha'; 'tsu']",su
111,5,"['ha'; 'ma'; 'wo'; 'ki'; 'ya'; 'su']",wo
112,3,"['na'; 'ma'; 'o'; 'ha'; 'tsu'; 're']",tsu
113,4,"['tsu'; 'su'; 'ma'; 'ya'; 'na'; 'o']",na
114,7,"['o'; 'na'; 'tsu'; 're'; 'wo'; 'ha']",na
115,0,"['o'; 'ma'; 'na'; 'wo'; 'ha'; 'ki']",ha
116,4,"['tsu'; 'ya'; 'na'; 'ma'; 'su'; 'o']",ya
117,8,"['ma'; 'su'; 're'; 'na'; 'wo'; 'ki']",na
118,6,"['ki'; 'su'; 'ha'; 'tsu'; 're'; 'o']",su
119,5,"['ya'; 'ma'; 'su'; 'wo'; 'ha'; 'ki']",ha
120,5,"['wo'; 'ma'; 'ha'; 'ki'; 'su'; 'ya']",ki
121,4,"['tsu'; 'su'; 'o'; 'ma'; 'na'; 'ya']",na
122,2,"['tsu'; 're'; 'ha'; 'ki'; 'o'; 'na']",na
123,2,"['tsu'; 'o'; 'ha'; 're'; 'na'; 'ki']",na
124,2,"['re'; 'na'; 'o'; 'tsu'; 'ha'; 'ki']",tsu
125,5,"['ha'; 'ki'; 'ya'; 'ma'; 'su'; 'wo']",ki
126,6,"['o'; 'ki'; 'su'; 'ha'; 'tsu'; 're']",su
127,6,"['ki'; 'su'; 'o'; 're'; 'ha'; 'tsu']",su
128,8,"['re'; 'su'; 'wo'; 'na'; 'ma'; 'ki']",na
129,1,"['wo'; 'na'; 're'; 'tsu'; 'ki'; 'o']",na
130,5,"['ha'; 'ki'; 'wo'; 'su'; 'ma'; 'ya']",ki
131,5,"['ya'; 'wo'; 'su'; 'ma'; 'ha'; 'ki']",wo
132,6,"['tsu'; 'ha'; 'su'; 'o'; 'ki'; 're']",ha
133,2,"['o'; 'ha'; 'na'; 'tsu'; 'ki'; 're']",ha
134,9,"['ya'; 'wo'; 'ha'; 'ki'; 'o'; 'tsu']",tsu
135,2,"['re'; 'na'; 'ki'; 'ha'; 'tsu'; 'o']",tsu
136,0,"['o'; 'ha'; 'ma'; 'ki'; 'wo'; 'na']",na
137,5,"['ha'; 'ma'; 'wo'; 'ki'; 'ya'; 'su']",ki
138,5,"['wo'; 'ha'; 'ma'; 'ya'; 'ki'; 'su']",ki
139,2,"['o'; 'ki'; 'na'; 'tsu'; 're'; 'ha']",ha
140,7,"['tsu'; 'ha'; 're'; 'wo'; 'na'; 'o']",na
141,5,"['ha'; 'ya'; 'ki'; 'ma'; 'wo'; 'su']",ki
142,6,"['re'; 'su'; 'ha'; 'tsu'; 'ki'; 'o']",su
143,8,"['re'; 'wo'; 'ki'; 'su'; 'na'; 'ma']",ki
144,8,"['ki'; 'na'; 'ma'; 'wo'; 're'; 'su']",na
145,0,"['ma'; 'ha'; 'wo'; 'na'; 'ki'; 'o']",na
146,3,"['ma'; 'ha'; 'o'; 'tsu'; 'na'; 're']",tsu
147,4,"['o'; 'ya'; 'na'; 'ma'; 'su'; 'tsu']",na
148,5,"['wo'; 'ma'; 'ha'; 'ya'; 'ki'; 'su']",ki
149,6,"['ki'; 'o'; 'tsu'; 're'; 'su'; 'ha']",tsu
150,3,"['o'; 're'; 'na'; 'ma'; 'ha'; 'tsu']",tsu
151,5,"['ma'; 'ha'; 'ki'; 'ya'; 'su'; 'wo']",wo
152,0,"['ki'; 'o'; 'ma'; 'wo'; 'na'; 'ha']",na
153,1,"['wo'; 'tsu'; 'o'; 'na'; 're'; 'ki']",na
154,4,"['o'; 'su'; 'na'; 'tsu'; 'ma'; 'ya']",ya
155,4,"['su'; 'na'; 'o'; 'ma'; 'tsu'; 'ya']",na
156,7,"['o'; 're'; 'na'; 'tsu'; 'wo'; 'ha']",ha
157,7,"['na'; 're'; 'o'; 'ha'; 'tsu'; 'wo']",tsu
158,7,"['tsu'; 'o'; 'na'; 're'; 'ha'; 'wo']",na
159,8,"['re'; 'wo'; 'ki'; 'su'; 'na'; 'ma']",ki
160,6,"['ha'; 'o'; 'su'; 'ki'; 'tsu'; 're']",su
161,6,"['ki'; 'tsu'; 'o'; 'ha'; 're'; 'su']",o
162,5,"['ki'; 'ya'; 'wo'; 'ha'; 'ma'; 'su']",wo
163,2,"['na'; 'ha'; 'ki'; 're'; 'tsu'; 'o']",tsu
164,7,"['o'; 'wo'; 're'; 'tsu'; 'ha'; 'na']",na
165,5,"['ha'; 'ma'; 'ki'; 'su'; 'wo'; 'ya']",ki
166,2,"['ha'; 'ki'; 're'; 'o'; 'tsu'; 'na']",tsu
167,1,"['o'; 'ki'; 'wo'; 'tsu'; 'na'; 're']",tsu
168,8,"['ki'; 'wo'; 're'; 'su'; 'na'; 'ma']",na
169,1,"['wo'; 'ki'; 'tsu'; 'na'; 'o'; 're']",na
170,5,"['ma'; 'su'; 'wo'; 'ki'; 'ya'; 'ha']",ha
171,5,"['ya'; 'ha'; 'ki'; 'ma'; 'wo'; 'su']",ki
172,3,"['o'; 'ha'; 'ma'; 'tsu'; 'na'; 're']",na
173,6,"['tsu'; 'su'; 're'; 'ki'; 'o'; 'ha']",ha
174,1,"['ki'; 're'; 'na'; 'wo'; 'o'; 'tsu']",tsu
175,0,"['ki'; 'o'; 'ma'; 'ha'; 'na'; 'wo']",na
176,1,"['na'; 'wo'; 'ki'; 'tsu'; 're'; 'o']",na
177,0,"['o'; 'ma'; 'ha'; 'ki'; 'wo'; 'na']",na
178,3,"['ha'; 'na'; 're'; 'tsu'; 'ma'; 'o']",na
179,7,"['wo'; 'ha'; 're'; 'tsu'; 'na'; 'o']",tsu
180,0,"['ma'; 'ki'; 'o'; 'ha'; 'wo'; 'na']",na
181,9,"['tsu'; 'o'; 'ki'; 'ha'; 'ya'; 'wo']",o
182,9,"['ha'; 'wo'; 'o'; 'tsu'; 'ki'; 'ya']",tsu
183,8,"['su'; 'ma'; 'ki'; 'na'; 'wo'; 're']",re
184,0,"['ma'; 'o'; 'wo'; 'ha'; 'ki'; 'na']",na
185,0,"['na'; 'o'; 'ki'; 'ma'; 'wo'; 'ha']",na
186,0,"['wo'; 'ki'; 'ha'; 'o'; 'na'; 'ma']",na
187,9,"['ha'; 'wo'; 'ki'; 'o'; 'tsu'; 'ya']",tsu
188,5,"['wo'; 'ma'; 'ha'; 'ki'; 'ya'; 'su']",ki
189,9,"['ha'; 'o'; 'wo'; 'ya'; 'ki'; 'tsu']",tsu
190,6,"['su'; 'ha'; 'tsu'; 'ki'; 'o'; 're']",re
191,5,"['ha'; 'ki'; 'ma'; 'ya'; 'su'; 'wo']",ki
192,4,"['ya'; 'ma'; 'tsu'; 'su'; 'na'; 'o']",na
193,5,"['su'; 'ki'; 'ya'; 'wo'; 'ha'; 'ma']",ki
194,3,"['re'; 'o'; 'tsu'; 'ma'; 'na'; 'ha']",na
195,8,"['ki'; 'na'; 'ma'; 're'; 'su'; 'wo']",na
196,8,"['na'; 'ma'; 'wo'; 'su'; 're'; 'ki']",na
197,3,"['re'; 'ha'; 'ma'; 'tsu'; 'na'; 'o']",na
198,6,"['o'; 'su'; 'ki'; 'ha'; 're'; 'tsu']",su
199,0,"['o'; 'ma'; 'wo'; 'na'; 'ha'; 'ki']",na
200,8,"['ma'; 'su'; 'ki'; 'na'; 're'; 'wo']",na
201,4,"['ya'; 'su'; 'o'; 'na'; 'ma'; 'tsu']",su
202,5,"['ma'; 'wo'; 'ha'; 'ya'; 'su'; 'ki']",wo
203,7,"['o'; 'tsu'; 're'; 'ha'; 'na'; 'wo']",tsu
204,0,"['ma'; 'na'; 'wo'; 'ki'; 'o'; 'ha']",na
205,8,"['ma'; 're'; 'wo'; 'na'; 'ki'; 'su']",ki
206,4,"['ma'; 'na'; 'o'; 'tsu'; 'ya'; 'su']",tsu
207,5,"['ma'; 'ki'; 'ha'; 'wo'; 'ya'; 'su']",ki
208,1,"['tsu'; 'ki'; 'o'; 'na'; 'wo'; 're']",ki
209,1,"['wo'; 'ki'; 'o'; 'tsu'; 'na'; 're']",tsu
210,2,"['ki'; 'ha'; 're'; 'na'; 'tsu'; 'o']",tsu
211,3,"['ma'; 'na'; 're'; 'o'; 'tsu'; 'ha']",na
212,8,"['wo'; 'ma'; 'ki'; 'su'; 'na'; 're']",re
213,7,"['re'; 'na'; 'tsu'; 'o'; 'ha'; 'wo']",na
214,3,"['ma'; 'tsu'; 'na'; 'ha'; 're'; 'o']",na
215,7,"['ha'; 'na'; 'o'; 're'; 'wo'; 'tsu']",na
216,4,"['su'; 'tsu'; 'ma'; 'o'; 'na'; 'ya']",na
217,7,"['re'; 'na'; 'wo'; 'tsu'; 'ha'; 'o']",na
218,2,"['tsu'; 'na'; 'ki'; 'o'; 'ha'; 're']",na
219,9,"['ya'; 'wo'; 'ha'; 'ki'; 'o'; 'tsu']",tsu
220,1,"['ki'; 'wo'; 're'; 'o'; 'tsu'; 'na']",tsu
221,7,"['wo'; 'na'; 'o'; 'tsu'; 'ha'; 're']",na
222,9,"['ya'; 'wo'; 'ha'; 'tsu'; 'o'; 'ki']",tsu
223,5,"['ma'; 'ki'; 'ya'; 'su'; 'wo'; 'ha']",ki
224,7,"['tsu'; 'na'; 're'; 'o'; 'wo'; 'ha']",na
225,4,"['ma'; 'tsu'; 'ya'; 'o'; 'na'; 'su']",ya
226,6,"['re'; 'o'; 'ki'; 'tsu'; 'su'; 'ha']",tsu
227,9,"['ya'; 'wo'; 'ki'; 'o'; 'ha'; 'tsu']",tsu
228,0,"['ki'; 'ma'; 'ha'; 'o'; 'wo'; 'na']",na
229,1,"['ki'; 'tsu'; 'wo'; 'na'; 're'; 'o']",tsu
230,0,"['o'; 'ma'; 'na'; 'ha'; 'wo'; 'ki']",na
231,1,"['ki'; 'o'; 'tsu'; 'na'; 're'; 'wo']",tsu
232,2,"['tsu'; 're'; 'na'; 'ki'; 'ha'; 'o']",ha
233,6,"['su'; 'ki'; 'o'; 'ha'; 're'; 'tsu']",su
234,5,"['ki'; 'su'; 'ya'; 'wo'; 'ma'; 'ha']",ha
235,9,"['tsu'; 'o'; 'ya'; 'ha'; 'wo'; 'ki']",ha
236,0,"['na'; 'ma'; 'ki'; 'wo'; 'ha'; 'o']",na
237,5,"['ma'; 'ha'; 'wo'; 'ki'; 'su'; 'ya']",ki
238,7,"['re'; 'ha'; 'o'; 'na'; 'wo'; 'tsu']",tsu
239,0,"['ki'; 'o'; 'na'; 'wo'; 'ha'; 'ma']",na
240,6,"['su'; 'ki'; 're'; 'tsu'; 'ha'; 'o']",ha
241,8,"['ma'; 'ki'; 'na'; 'wo'; 're'; 'su']",ki
242,2,"['ki'; 'ha'; 'o'; 'na'; 're'; 'tsu']",tsu
243,1,"['tsu'; 'wo'; 'na'; 'o'; 'ki'; 're']",na
244,9,"['ha'; 'wo'; 'o'; 'ya'; 'ki'; 'tsu']",wo
245,7,"['o'; 'tsu'; 're'; 'wo'; 'na'; 'ha']",tsu
246,7,"['ha'; 're'; 'o'; 'tsu'; 'na'; 'wo']",tsu
247,9,"['ya'; 'o'; 'tsu'; 'wo'; 'ha'; 'ki']",ha
248,8,"['re'; 'ki'; 'ma'; 'su'; 'na'; 'wo']",ki
249,6,"['su'; 'ki'; 'ha'; 'o'; 're'; 'tsu']",su
250,6,"['su'; 're'; 'o'; 'ha'; 'ki'; 'tsu']",su
251,1,"['wo'; 'na'; 're'; 'o'; 'ki'; 'tsu']",tsu
252,9,"['tsu'; 'wo'; 'ya'; 'o'; 'ha'; 'ki']",wo
253,1,"['tsu'; 'wo'; 'o'; 'na'; 'ki'; 're']",wo
254,0,"['wo'; 'na'; 'ma'; 'ha'; 'ki'; 'o']",na
255,8,"['ma'; 'ki'; 'na'; 'wo'; 'su'; 're']",ki
256,5,"['ki'; 'wo'; 'ha'; 'ya'; 'ma'; 'su']",wo
257,2,"['na'; 're'; 'tsu'; 'ha'; 'ki'; 'o']",na
258,7,"['tsu'; 'na'; 'wo'; 're'; 'ha'; 'o']",na
259,1,"['o'; 'tsu'; 're'; 'ki'; 'na'; 'wo']",tsu
260,4,"['su'; 'tsu'; 'o'; 'ya'; 'ma'; 'na']",na
261,5,"['ya'; 'ki'; 'ha'; 'su'; 'wo'; 'ma']",ki
262,0,"['ki'; 'ma'; 'ha'; 'o'; 'na'; 'wo']",na
263,5,"['ya'; 'ki'; 'ma'; 'ha'; 'su'; 'wo']",ki
264,4,"['tsu'; 'ma'; 'na'; 'su'; 'ya'; 'o']",na
265,7,"['re'; 'ha'; 'o'; 'tsu'; 'na'; 'wo']",tsu
266,1,"['re'; 'na'; 'wo'; 'ki'; 'o'; 'tsu']",tsu
267,2,"['na'; 'o'; 're'; 'ha'; 'ki'; 'tsu']",tsu
268,3,"['o'; 'ha'; 'tsu'; 'ma'; 'na'; 're']",tsu
269,7,"['na'; 'o'; 'wo'; 'ha'; 'tsu'; 're']",tsu
270,0,"['ki'; 'na'; 'ma'; 'wo'; 'o'; 'ha']",na
271,8,"['na'; 'wo'; 'su'; 're'; 'ma'; 'ki']",ki
272,5,"['ya'; 'ki'; 'su'; 'ha'; 'ma'; 'wo']",ki
273,9,"['o'; 'ya'; 'ha'; 'tsu'; 'ki'; 'wo']",o
274,5,"['su'; 'ki'; 'ma'; 'wo'; 'ha'; 'ya']",ki
275,2,"['ki'; 're'; 'tsu'; 'na'; 'o'; 'ha']",ha
276,3,"['na'; 'ma'; 'o'; 'ha'; 're'; 'tsu']",tsu
277,2,"['ha'; 're'; 'tsu'; 'o'; 'na'; 'ki']",na
278,3,"['tsu'; 're'; 'na'; 'ma'; 'o'; 'ha']",na
279,2,"['ki'; 'tsu'; 'na'; 'o'; 're'; 'ha']",na
280,7,"['na'; 'tsu'; 're'; 'wo'; 'ha'; 'o']",na
281,3,"['ma'; 'na'; 'tsu'; 'ha'; 'o'; 're']",na
282,4,"['ma'; 'su'; 'tsu'; 'ya'; 'o'; 'na']",ya
283,0,"['o'; 'ha'; 'ki'; 'na'; 'wo'; 'ma']",na
284,9,"['ki'; 'ha'; 'wo'; 'tsu'; 'ya'; 'o']",tsu
285,5,"['ya'; 'ha'; 'ki'; 'su'; 'ma'; 'wo']",ki
286,0,"['na'; 'ma'; 'o'; 'wo'; 'ki'; 'ha']",na
287,3,"['na'; 'ma'; 'tsu'; 'ha'; 're'; 'o']",na
288,5,"['wo'; 'ki'; 'ha'; 'ma'; 'su'; 'ya']",ki
289,4,"['ya'; 'na'; 'ma'; 'tsu'; 'su'; 'o']",na
290,6,"['o'; 'su'; 're'; 'ha'; 'tsu'; 'ki']",su
291,3,"['o'; 'ha'; 're'; 'ma'; 'tsu'; 'na']",tsu
292,8,"['na'; 'su'; 'ki'; 'ma'; 'wo'; 're']",re
293,6,"['o'; 'ki'; 'ha'; 'su'; 're'; 'tsu']",su
294,7,"['ha'; 'na'; 'o'; 'tsu'; 're'; 'wo']",na
295,4,"['tsu'; 'o'; 'ma'; 'su'; 'ya'; 'na']",na
296,7,"['ha'; 'tsu'; 're'; 'wo'; 'o'; 'na']",na
297,1,"['wo'; 'na'; 'tsu'; 're'; 'o'; 'ki']",na
298,8,"['na'; 're'; 'su'; 'ma'; 'ki'; 'wo']",ki
299,4,"['tsu'; 'o'; 'su'; 'na'; 'ma'; 'ya']",o
300,1,"['na'; 'wo'; 're'; 'o'; 'tsu'; 'ki']",tsu
301,8,"['ma'; 'na'; 'su'; 'ki'; 're'; 'wo']",na
302,8,"['re'; 'ki'; 'ma'; 'su'; 'na'; 'wo']",na
303,3,"['ha'; 'na'; 'o'; 're'; 'ma'; 'tsu']",na
304,9,"['wo'; 'tsu'; 'ya'; 'ki'; 'o'; 'ha']",ha
305,8,"['ki'; 'na'; 'su'; 're'; 'wo'; 'ma']",na
306,6,"['su'; 're'; 'ki'; 'tsu'; 'o'; 'ha']",ha
307,8,"['wo'; 're'; 'na'; 'ma'; 'su'; 'ki']",na
308,0,"['wo'; 'na'; 'ki'; 'ha'; 'o'; 'ma']",na
309,0,"['wo'; 'na'; 'o'; 'ha'; 'ma'; 'ki']",na
310,7,"['ha'; 're'; 'na'; 'tsu'; 'wo'; 'o']",na
311,4,"['ya'; 'su'; 'na'; 'tsu'; 'o'; 'ma']",su
312,7,"['re'; 'wo'; 'na'; 'tsu'; 'o'; 'ha']",na
313,1,"['wo'; 'o'; 'tsu'; 're'; 'na'; 'ki']",tsu
314,2,"['re'; 'na'; 'ki'; 'o'; 'ha'; 'tsu']",tsu
315,4,"['ma'; 'su'; 'ya'; 'o'; 'tsu'; 'na']",ya
316,4,"['o'; 'ma'; 'na'; 'tsu'; 'su'; 'ya']",tsu
317,2,"['tsu'; 'ha'; 'ki'; 'o'; 'na'; 're']",ha
318,4,"['na'; 'ya'; 'tsu'; 'ma'; 'su'; 'o']",na
319,4,"['o'; 'ma'; 'tsu'; 'ya'; 'su'; 'na']",na
320,6,"['ki'; 'o'; 'su'; 'tsu'; 'ha'; 're']",su
321,4,"['su'; 'tsu'; 'o'; 'ma'; 'ya'; 'na']",na
322,5,"['ya'; 'ki'; 'ha'; 'su'; 'ma'; 'wo']",ki
323,9,"['wo'; 'tsu'; 'ki'; 'o'; 'ya'; 'ha']",ha
324,3,"['re'; 'ma'; 'o'; 'na'; 'tsu'; 'ha']",tsu
325,4,"['o'; 'ya'; 'su'; 'ma'; 'na'; 'tsu']",su
326,2,"['tsu'; 'ha'; 'ki'; 're'; 'o'; 'na']",ha
327,4,"['o'; 'na'; 'ma'; 'tsu'; 'ya'; 'su']",ya
328,1,"['re'; 'o'; 'ki'; 'wo'; 'tsu'; 'na']",tsu
329,5,"['su'; 'ma'; 'ya'; 'ki'; 'wo'; 'ha']",ha
330,5,"['wo'; 'ma'; 'ki'; 'ha'; 'su'; 'ya']",ki
331,2,"['o'; 'ki'; 'tsu'; 'na'; 're'; 'ha']",ha
332,2,"['na'; 're'; 'ha'; 'o'; 'tsu'; 'ki']",tsu
333,9,"['ha'; 'ki'; 'tsu'; 'wo'; 'o'; 'ya']",ki
334,3,"['re'; 'ma'; 'na'; 'ha'; 'o'; 'tsu']",tsu
335,4,"['na'; 'su'; 'tsu'; 'ya'; 'ma'; 'o']",ya
336,4,"['su'; 'na'; 'ya'; 'ma'; 'o'; 'tsu']",su
337,9,"['tsu'; 'o'; 'ha'; 'ya'; 'wo'; 'ki']",o
338,7,"['tsu'; 'ha'; 're'; 'wo'; 'o'; 'na']",na
339,8,"['wo'; 'ki'; 're'; 'ma'; 'su'; 'na']",ki
340,8,"['na'; 'su'; 'ki'; 'ma'; 're'; 'wo']",re
341,1,"['tsu'; 'na'; 'o'; 'ki'; 'wo'; 're']",na
342,8,"['su'; 're'; 'na'; 'wo'; 'ma'; 'ki']",na
343,9,"['ha'; 'ya'; 'ki'; 'o'; 'wo'; 'tsu']",tsu
344,9,"['wo'; 'ki'; 'tsu'; 'o'; 'ha'; 'ya']",ki
