index,true_label,candidate_labels,complementary_label
81,dog,"['airplane', 'automobile', 'ship', 'deer']",deer
82,deer,"['airplane', 'ship', 'automobile', 'truck']",ship
83,dog,"['automobile', 'ship', 'airplane', 'frog']",ship
84,horse,"['frog', 'ship', 'automobile', 'airplane']",frog
85,horse,"['frog', 'automobile', 'airplane', 'bird']",frog
86,deer,"['airplane', 'frog', 'cat', 'ship']",cat
87,horse,"['airplane', 'automobile', 'cat', 'frog']",cat
88,truck,"['frog', 'airplane', 'cat', 'bird']",airplane
89,deer,"['airplane', 'automobile', 'cat', 'ship']",cat
90,bird,"['airplane', 'automobile', 'horse', 'deer']",horse
91,cat,"['airplane', 'ship', 'automobile', 'truck']",truck
92,ship,"['cat', 'dog', 'automobile', 'horse']",automobile
93,airplane,"['cat', 'frog', 'truck', 'horse']",truck
94,automobile,"['cat', 'airplane', 'frog', 'dog']",airplane
95,frog,"['airplane', 'horse', 'deer', 'ship']",horse
96,automobile,"['cat', 'airplane', 'frog', 'dog']",airplane
97,automobile,"['airplane', 'frog', 'cat', 'bird']",cat
98,deer,"['airplane', 'automobile', 'frog', 'ship']",frog
99,automobile,"['cat', 'airplane', 'bird', 'frog']",airplane
100,ship,"['cat', 'horse', 'frog', 'airplane']",airplane
101,cat,"['ship', 'automobile', 'deer', 'horse']",horse
102,truck,"['cat', 'airplane', 'frog', 'dog']",airplane
103,frog,"['airplane', 'horse', 'automobile', 'cat']",horse
104,frog,"['airplane', 'cat', 'horse', 'automobile']",horse
105,automobile,"['cat', 'airplane', 'dog', 'ship']",ship
106,ship,"['airplane', 'cat', 'frog', 'dog']",airplane
107,dog,"['automobile', 'ship', 'cat', 'airplane']",cat
108,bird,"['automobile', 'truck', 'horse', 'ship']",ship
109,truck,"['airplane', 'cat', 'frog', 'dog']",airplane
110,truck,"['cat', 'dog', 'frog', 'deer']",deer
111,ship,"['airplane', 'frog', 'cat', 'dog']",cat
112,automobile,"['cat', 'dog', 'deer', 'airplane']",airplane
113,horse,"['cat', 'ship', 'frog', 'airplane']",ship
114,horse,"['frog', 'airplane', 'cat', 'automobile']",frog
115,airplane,"['deer', 'truck', 'cat', 'automobile']",deer
116,airplane,"['frog', 'horse', 'cat', 'deer']",horse
117,frog,"['airplane', 'ship', 'automobile', 'horse']",horse
118,truck,"['deer', 'airplane', 'frog', 'cat']",airplane
119,automobile,"['cat', 'airplane', 'dog', 'ship']",ship
120,bird,"['cat', 'deer', 'horse', 'automobile']",horse
121,bird,"['automobile', 'ship', 'frog', 'airplane']",frog
122,truck,"['airplane', 'frog', 'deer', 'cat']",deer
123,bird,"['automobile', 'cat', 'truck', 'dog']",truck
124,frog,"['airplane', 'horse', 'deer', 'ship']",horse
125,frog,"['airplane', 'ship', 'automobile', 'truck']",ship
126,automobile,"['cat', 'dog', 'airplane', 'frog']",airplane
127,truck,"['cat', 'airplane', 'frog', 'horse']",airplane
128,dog,"['automobile', 'ship', 'airplane', 'deer']",deer
129,airplane,"['cat', 'truck', 'deer', 'automobile']",deer
130,deer,"['airplane', 'frog', 'ship', 'automobile']",ship
131,horse,"['airplane', 'cat', 'automobile', 'ship']",cat
132,frog,"['airplane', 'ship', 'automobile', 'truck']",ship
133,horse,"['airplane', 'frog', 'cat', 'bird']",cat
134,automobile,"['cat', 'airplane', 'frog', 'dog']",airplane
135,ship,"['cat', 'frog', 'dog', 'horse']",dog
136,automobile,"['cat', 'airplane', 'frog', 'deer']",airplane
137,automobile,"['airplane', 'frog', 'bird', 'dog']",bird
138,bird,"['cat', 'airplane', 'truck', 'frog']",truck
139,ship,"['airplane', 'frog', 'cat', 'horse']",frog
140,automobile,"['cat', 'airplane', 'dog', 'frog']",airplane
141,cat,"['automobile', 'ship', 'airplane', 'deer']",deer
142,cat,"['automobile', 'truck', 'ship', 'airplane']",ship
143,frog,"['airplane', 'ship', 'horse', 'truck']",horse
144,bird,"['cat', 'ship', 'airplane', 'dog']",ship
145,deer,"['airplane', 'automobile', 'frog', 'ship']",frog
146,truck,"['airplane', 'cat', 'dog', 'frog']",airplane
147,truck,"['frog', 'airplane', 'cat', 'deer']",airplane
148,dog,"['automobile', 'ship', 'cat', 'airplane']",cat
149,deer,"['cat', 'airplane', 'ship', 'automobile']",ship
150,cat,"['automobile', 'airplane', 'ship', 'frog']",ship
151,frog,"['airplane', 'deer', 'horse', 'ship']",ship
152,horse,"['cat', 'automobile', 'frog', 'ship']",ship
153,deer,"['airplane', 'automobile', 'frog', 'truck']",frog
154,frog,"['airplane', 'cat', 'automobile', 'ship']",cat
155,ship,"['airplane', 'cat', 'dog', 'frog']",airplane
156,dog,"['airplane', 'automobile', 'ship', 'bird']",ship
157,dog,"['automobile', 'airplane', 'ship', 'frog']",ship
158,deer,"['frog', 'cat', 'airplane', 'ship']",ship
159,cat,"['airplane', 'automobile', 'truck', 'frog']",frog
160,automobile,"['airplane', 'cat', 'frog', 'dog']",airplane
161,ship,"['frog', 'cat', 'airplane', 'dog']",airplane
162,deer,"['airplane', 'automobile', 'ship', 'frog']",ship
163,horse,"['frog', 'automobile', 'cat', 'airplane']",automobile
164,frog,"['airplane', 'ship', 'horse', 'automobile']",horse
165,airplane,"['cat', 'deer', 'dog', 'frog']",dog
166,truck,"['airplane', 'cat', 'bird', 'frog']",airplane
167,dog,"['automobile', 'airplane', 'ship', 'cat']",cat
168,automobile,"['cat', 'airplane', 'frog', 'deer']",airplane
169,cat,"['deer', 'automobile', 'airplane', 'ship']",deer
170,ship,"['frog', 'airplane', 'horse', 'cat']",airplane
171,bird,"['frog', 'cat', 'automobile', 'airplane']",automobile
172,horse,"['cat', 'automobile', 'airplane', 'frog']",automobile
173,dog,"['automobile', 'frog', 'ship', 'bird']",ship
174,cat,"['airplane', 'automobile', 'frog', 'truck']",frog
175,deer,"['frog', 'airplane', 'cat', 'automobile']",frog
176,automobile,"['airplane', 'cat', 'frog', 'dog']",airplane
177,dog,"['automobile', 'ship', 'cat', 'airplane']",cat
178,horse,"['airplane', 'frog', 'cat', 'automobile']",frog
179,airplane,"['automobile', 'cat', 'horse', 'frog']",horse
180,deer,"['automobile', 'airplane', 'frog', 'cat']",frog
181,horse,"['frog', 'cat', 'automobile', 'airplane']",automobile
182,dog,"['automobile', 'ship', 'cat', 'airplane']",automobile
183,dog,"['automobile', 'deer', 'horse', 'cat']",horse
184,automobile,"['cat', 'airplane', 'dog', 'deer']",airplane
185,airplane,"['cat', 'deer', 'dog', 'frog']",cat
186,truck,"['airplane', 'frog', 'deer', 'horse']",airplane
187,frog,"['horse', 'airplane', 'deer', 'ship']",horse
188,truck,"['airplane', 'cat', 'dog', 'frog']",airplane
189,airplane,"['frog', 'deer', 'cat', 'horse']",frog
190,ship,"['airplane', 'frog', 'horse', 'cat']",horse
191,horse,"['cat', 'dog', 'deer', 'frog']",dog
192,ship,"['cat', 'dog', 'airplane', 'frog']",airplane
193,ship,"['airplane', 'cat', 'automobile', 'frog']",automobile
194,bird,"['automobile', 'deer', 'horse', 'ship']",ship
195,dog,"['automobile', 'ship', 'airplane', 'frog']",frog
196,bird,"['truck', 'airplane', 'horse', 'cat']",horse
197,cat,"['deer', 'ship', 'automobile', 'horse']",deer
198,dog,"['automobile', 'frog', 'ship', 'cat']",ship
199,airplane,"['frog', 'cat', 'horse', 'truck']",truck
200,frog,"['airplane', 'cat', 'horse', 'ship']",horse
201,automobile,"['cat', 'frog', 'airplane', 'dog']",airplane
202,truck,"['airplane', 'cat', 'deer', 'bird']",cat
203,cat,"['airplane', 'automobile', 'ship', 'deer']",deer
204,frog,"['airplane', 'ship', 'automobile', 'truck']",ship
205,truck,"['airplane', 'deer', 'cat', 'frog']",airplane
206,automobile,"['airplane', 'frog', 'cat', 'bird']",frog
207,cat,"['airplane', 'ship', 'truck', 'automobile']",truck
208,truck,"['cat', 'airplane', 'frog', 'bird']",airplane
209,frog,"['airplane', 'ship', 'horse', 'cat']",horse
210,frog,"['horse', 'airplane', 'deer', 'ship']",ship
211,horse,"['frog', 'airplane', 'ship', 'bird']",ship
212,automobile,"['cat', 'airplane', 'dog', 'frog']",airplane
213,airplane,"['cat', 'frog', 'truck', 'dog']",truck
214,truck,"['cat', 'airplane', 'frog', 'deer']",airplane
215,dog,"['automobile', 'ship', 'deer', 'airplane']",deer
216,ship,"['airplane', 'horse', 'cat', 'frog']",airplane
217,dog,"['automobile', 'ship', 'airplane', 'frog']",ship
218,bird,"['automobile', 'airplane', 'ship', 'truck']",truck
219,truck,"['airplane', 'frog', 'cat', 'horse']",airplane
220,airplane,"['truck', 'cat', 'automobile', 'frog']",truck
221,ship,"['airplane', 'cat', 'horse', 'frog']",airplane
222,ship,"['horse', 'cat', 'dog', 'frog']",dog
223,airplane,"['cat', 'deer', 'dog', 'horse']",horse
224,frog,"['ship', 'automobile', 'airplane', 'frog']",frog
225,truck,"['airplane', 'cat', 'frog', 'dog']",airplane
226,automobile,"['cat', 'airplane', 'dog', 'bird']",airplane
227,automobile,"['airplane', 'frog', 'cat', 'dog']",airplane
228,frog,"['airplane', 'horse', 'ship', 'deer']",airplane
229,cat,"['ship', 'airplane', 'automobile', 'truck']",truck
230,horse,"['frog', 'airplane', 'automobile', 'bird']",frog
231,frog,"['deer', 'airplane', 'automobile', 'horse']",deer
232,frog,"['airplane', 'truck', 'horse', 'ship']",horse
233,airplane,"['cat', 'frog', 'deer', 'automobile']",automobile
234,frog,"['airplane', 'horse', 'ship', 'automobile']",horse
235,frog,"['airplane', 'ship', 'horse', 'deer']",horse
236,automobile,"['cat', 'dog', 'airplane', 'frog']",airplane
237,horse,"['frog', 'automobile', 'cat', 'airplane']",automobile
238,automobile,"['cat', 'dog', 'frog', 'airplane']",airplane
239,dog,"['automobile', 'ship', 'cat', 'airplane']",cat
240,ship,"['cat', 'frog', 'horse', 'dog']",horse
241,cat,"['airplane', 'automobile', 'truck', 'frog']",frog
242,frog,"['airplane', 'truck', 'automobile', 'ship']",ship
243,frog,"['airplane', 'horse', 'ship', 'automobile']",horse
244,ship,"['airplane', 'frog', 'horse', 'truck']",horse
245,frog,"['airplane', 'deer', 'horse', 'automobile']",horse
246,ship,"['cat', 'dog', 'frog', 'airplane']",airplane
247,deer,"['airplane', 'automobile', 'frog', 'cat']",frog
248,frog,"['airplane', 'horse', 'deer', 'automobile']",horse
249,frog,"['airplane', 'truck', 'deer', 'ship']",deer
250,automobile,"['cat', 'airplane', 'dog', 'ship']",ship
251,cat,"['airplane', 'automobile', 'frog', 'cat']",frog
252,ship,"['cat', 'frog', 'airplane', 'dog']",airplane
253,cat,"['automobile', 'truck', 'horse', 'frog']",horse
254,deer,"['airplane', 'frog', 'cat', 'ship']",ship
255,automobile,"['cat', 'airplane', 'dog', 'deer']",airplane
256,horse,"['frog', 'airplane', 'automobile', 'cat']",automobile
257,automobile,"['cat', 'airplane', 'dog', 'frog']",airplane
258,cat,"['airplane', 'automobile', 'ship', 'frog']",frog
259,ship,"['truck', 'cat', 'frog', 'automobile']",truck
260,dog,"['automobile', 'ship', 'cat', 'airplane']",cat
261,automobile,"['cat', 'airplane', 'dog', 'deer']",airplane
262,automobile,"['cat', 'airplane', 'dog', 'frog']",airplane
263,deer,"['airplane', 'frog', 'ship', 'automobile']",frog
264,airplane,"['cat', 'frog', 'horse', 'truck']",horse
265,truck,"['cat', 'airplane', 'frog', 'dog']",airplane
266,cat,"['airplane', 'automobile', 'truck', 'frog']",frog
267,horse,"['frog', 'airplane', 'ship', 'bird']",ship
268,deer,"['airplane', 'frog', 'ship', 'automobile']",ship
269,truck,"['airplane', 'cat', 'dog', 'deer']",cat
270,truck,"['airplane', 'cat', 'deer', 'dog']",deer
271,bird,"['automobile', 'ship', 'truck', 'airplane']",ship
272,deer,"['airplane', 'cat', 'automobile', 'ship']",cat
273,truck,"['airplane', 'cat', 'frog', 'bird']",airplane
274,truck,"['airplane', 'cat', 'dog', 'frog']",airplane
275,automobile,"['deer', 'cat', 'airplane', 'dog']",airplane
276,airplane,"['cat', 'truck', 'dog', 'horse']",dog
277,dog,"['automobile', 'airplane', 'ship', 'frog']",frog
278,truck,"['airplane', 'cat', 'dog', 'frog']",airplane
279,airplane,"['cat', 'deer', 'truck', 'horse']",truck
280,ship,"['airplane', 'frog', 'automobile', 'cat']",automobile
281,bird,"['horse', 'airplane', 'frog', 'cat']",horse
282,automobile,"['cat', 'airplane', 'dog', 'frog']",airplane
283,bird,"['airplane', 'cat', 'truck', 'automobile']",truck
284,airplane,"['frog', 'cat', 'automobile', 'horse']",automobile
285,dog,"['frog', 'automobile', 'airplane', 'ship']",frog
286,frog,"['airplane', 'ship', 'deer', 'horse']",airplane
287,cat,"['airplane', 'ship', 'automobile', 'frog']",ship
288,bird,"['airplane', 'horse', 'ship', 'deer']",ship
289,horse,"['frog', 'automobile', 'cat', 'bird']",automobile
290,ship,"['cat', 'frog', 'airplane', 'dog']",airplane
291,ship,"['frog', 'cat', 'dog', 'horse']",dog
292,frog,"['airplane', 'deer', 'automobile', 'ship']",deer
293,airplane,"['deer', 'horse', 'cat', 'frog']",deer
294,horse,"['cat', 'automobile', 'airplane', 'frog']",automobile
295,truck,"['airplane', 'cat', 'frog', 'deer']",airplane
296,deer,"['automobile', 'airplane', 'frog', 'bird']",frog
297,dog,"['airplane', 'automobile', 'ship', 'frog']",frog
298,frog,"['airplane', 'ship', 'horse', 'automobile']",horse
299,deer,"['airplane', 'cat', 'automobile', 'frog']",cat
300,bird,"['dog', 'automobile', 'deer', 'horse']",horse
301,automobile,"['airplane', 'cat', 'frog', 'deer']",cat
302,automobile,"['cat', 'airplane', 'deer', 'dog']",airplane
303,bird,"['automobile', 'cat', 'truck', 'deer']",truck
304,automobile,"['airplane', 'cat', 'frog', 'ship']",ship
305,dog,"['automobile', 'airplane', 'ship', 'truck']",truck
306,truck,"['airplane', 'cat', 'bird', 'frog']",airplane
307,truck,"['airplane', 'frog', 'cat', 'dog']",frog
308,airplane,"['deer', 'horse', 'truck', 'cat']",truck
309,ship,"['cat', 'frog', 'dog', 'deer']",dog
310,deer,"['cat', 'automobile', 'ship', 'frog']",ship
311,automobile,"['airplane', 'cat', 'frog', 'dog']",airplane
312,automobile,"['airplane', 'cat', 'dog', 'deer']",cat
313,frog,"['airplane', 'horse', 'ship', 'deer']",ship
314,cat,"['automobile', 'ship', 'airplane', 'truck']",ship
315,cat,"['airplane', 'automobile', 'ship', 'frog']",frog
316,truck,"['airplane', 'cat', 'frog', 'deer']",airplane
317,airplane,"['truck', 'cat', 'automobile', 'horse']",horse
318,horse,"['cat', 'automobile', 'airplane', 'frog']",automobile
319,truck,"['frog', 'airplane', 'deer', 'cat']",airplane
320,horse,"['airplane', 'frog', 'automobile', 'cat']",automobile
321,horse,"['automobile', 'ship', 'cat', 'frog']",cat
322,truck,"['cat', 'frog', 'airplane', 'dog']",airplane
323,automobile,"['cat', 'airplane', 'dog', 'horse']",airplane
324,dog,"['automobile', 'ship', 'cat', 'deer']",cat
325,automobile,"['airplane', 'cat', 'dog', 'ship']",ship
326,frog,"['airplane', 'ship', 'horse', 'truck']",horse
327,frog,"['airplane', 'ship', 'automobile', 'truck']",truck
328,ship,"['horse', 'airplane', 'cat', 'frog']",horse
329,horse,"['automobile', 'cat', 'airplane', 'frog']",cat
330,automobile,"['airplane', 'cat', 'frog', 'bird']",airplane
331,cat,"['automobile', 'ship', 'airplane', 'horse']",horse
332,airplane,"['cat', 'dog', 'deer', 'horse']",horse
333,cat,"['ship', 'airplane', 'automobile', 'horse']",horse
334,cat,"['automobile', 'ship', 'truck', 'frog']",frog
335,bird,"['frog', 'automobile', 'cat', 'ship']",automobile
336,deer,"['airplane', 'ship', 'automobile', 'frog']",ship
337,dog,"['frog', 'ship', 'automobile', 'cat']",ship
338,horse,"['automobile', 'airplane', 'frog', 'bird']",frog
339,dog,"['automobile', 'ship', 'cat', 'airplane']",automobile
340,truck,"['airplane', 'frog', 'deer', 'bird']",airplane
341,airplane,"['deer', 'truck', 'frog', 'automobile']",deer
342,cat,"['automobile', 'ship', 'airplane', 'frog']",ship
343,deer,"['frog', 'cat', 'automobile', 'airplane']",frog
344,airplane,"['cat', 'frog', 'truck', 'dog']",truck
345,deer,"['airplane', 'automobile', 'truck', 'ship']",ship
346,deer,"['airplane', 'automobile', 'frog', 'cat']",frog
347,frog,"['airplane', 'horse', 'ship', 'automobile']",horse
348,airplane,"['deer', 'truck', 'horse', 'cat']",deer
349,airplane,"['automobile', 'truck', 'deer', 'horse']",horse
350,frog,"['horse', 'automobile', 'deer', 'airplane']",horse
351,frog,"['airplane', 'horse', 'ship', 'automobile']",horse
352,airplane,"['cat', 'horse', 'deer', 'dog']",horse
353,ship,"['frog', 'horse', 'cat', 'airplane']",horse
354,automobile,"['airplane', 'cat', 'frog', 'bird']",frog
355,frog,"['airplane', 'horse', 'deer', 'ship']",airplane
356,bird,"['airplane', 'horse', 'deer', 'automobile']",horse
357,truck,"['airplane', 'cat', 'dog', 'bird']",airplane
358,bird,"['automobile', 'deer', 'airplane', 'ship']",ship
359,dog,"['airplane', 'automobile', 'ship', 'frog']",ship
360,truck,"['frog', 'cat', 'airplane', 'bird']",airplane
361,frog,"['airplane', 'ship', 'automobile', 'truck']",ship
362,horse,"['airplane', 'automobile', 'cat', 'ship']",cat
363,deer,"['airplane', 'cat', 'frog', 'automobile']",frog
364,automobile,"['airplane', 'cat', 'deer', 'frog']",airplane
365,ship,"['frog', 'airplane', 'horse', 'cat']",airplane
366,horse,"['airplane', 'automobile', 'frog', 'cat']",frog
367,cat,"['frog', 'airplane', 'ship', 'deer']",frog
368,frog,"['airplane', 'horse', 'automobile', 'bird']",horse
369,truck,"['airplane', 'cat', 'dog', 'frog']",airplane
370,cat,"['automobile', 'deer', 'horse', 'airplane']",airplane
371,airplane,"['cat', 'horse', 'automobile', 'deer']",automobile
372,deer,"['frog', 'airplane', 'cat', 'ship']",airplane
373,airplane,"['deer', 'truck', 'cat', 'dog']",deer
374,dog,"['automobile', 'frog', 'deer', 'cat']",deer
375,automobile,"['airplane', 'cat', 'frog', 'dog']",airplane
376,airplane,"['cat', 'deer', 'frog', 'dog']",dog
377,cat,"['automobile', 'airplane', 'truck', 'ship']",ship
378,deer,"['airplane', 'frog', 'cat', 'automobile']",frog
379,ship,"['horse', 'frog', 'cat', 'dog']",horse
380,dog,"['ship', 'automobile', 'airplane', 'cat']",cat
381,deer,"['airplane', 'frog', 'cat', 'ship']",cat
382,horse,"['airplane', 'frog', 'cat', 'ship']",cat
383,bird,"['airplane', 'ship', 'cat', 'deer']",cat
384,cat,"['deer', 'ship', 'airplane', 'horse']",deer
385,truck,"['airplane', 'cat', 'frog', 'bird']",airplane
386,horse,"['airplane', 'frog', 'cat', 'ship']",cat
387,frog,"['airplane', 'ship', 'horse', 'deer']",horse
388,horse,"['frog', 'ship', 'airplane', 'cat']",ship
389,automobile,"['airplane', 'cat', 'dog', 'frog']",airplane
390,deer,"['airplane', 'automobile', 'frog', 'cat']",frog
391,horse,"['airplane', 'frog', 'automobile', 'bird']",automobile
392,airplane,"['frog', 'horse', 'automobile', 'deer']",automobile
393,automobile,"['airplane', 'cat', 'frog', 'bird']",airplane
394,horse,"['frog', 'airplane', 'cat', 'ship']",ship
395,cat,"['automobile', 'airplane', 'frog', 'deer']",frog
396,automobile,"['frog', 'cat', 'airplane', 'dog']",airplane
397,ship,"['frog', 'cat', 'dog', 'airplane']",frog
398,deer,"['airplane', 'frog', 'ship', 'automobile']",frog
399,deer,"['airplane', 'automobile', 'truck', 'ship']",ship
400,bird,"['airplane', 'frog', 'ship', 'automobile']",ship
401,airplane,"['frog', 'deer', 'cat', 'airplane']",airplane
402,bird,"['automobile', 'cat', 'dog', 'truck']",truck
403,bird,"['automobile', 'cat', 'dog', 'frog']",automobile
404,airplane,"['frog', 'horse', 'cat', 'deer']",frog
405,airplane,"['cat', 'dog', 'frog', 'automobile']",automobile
406,truck,"['airplane', 'frog', 'cat', 'dog']",airplane
407,airplane,"['deer', 'frog', 'truck', 'cat']",truck
408,truck,"['airplane', 'frog', 'cat', 'bird']",airplane
409,frog,"['airplane', 'deer', 'horse', 'automobile']",deer
410,ship,"['airplane', 'cat', 'frog', 'dog']",airplane
411,bird,"['horse', 'airplane', 'cat', 'automobile']",horse
412,horse,"['frog', 'cat', 'automobile', 'bird']",automobile
413,horse,"['automobile', 'frog', 'airplane', 'cat']",frog
414,deer,"['airplane', 'frog', 'ship', 'automobile']",ship
415,airplane,"['cat', 'deer', 'dog', 'horse']",horse
416,cat,"['deer', 'automobile', 'horse', 'truck']",deer
417,airplane,"['cat', 'automobile', 'frog', 'dog']",automobile
418,ship,"['cat', 'airplane', 'frog', 'automobile']",automobile
419,truck,"['cat', 'airplane', 'dog', 'frog']",airplane
420,deer,"['automobile', 'airplane', 'truck', 'ship']",ship
421,bird,"['automobile', 'cat', 'ship', 'airplane']",ship
422,horse,"['airplane', 'ship', 'cat', 'automobile']",cat
423,bird,"['airplane', 'frog', 'cat', 'automobile']",frog
424,dog,"['airplane', 'automobile', 'ship', 'deer']",deer
425,bird,"['automobile', 'airplane', 'horse', 'cat']",horse
426,dog,"['automobile', 'cat', 'airplane', 'ship']",airplane
427,automobile,"['airplane', 'cat', 'ship', 'dog']",ship
428,truck,"['airplane', 'cat', 'bird', 'frog']",airplane
429,deer,"['airplane', 'automobile', 'ship', 'cat']",cat
430,ship,"['airplane', 'automobile', 'cat', 'frog']",airplane
431,dog,"['airplane', 'automobile', 'ship', 'cat']",cat
432,automobile,"['cat', 'airplane', 'dog', 'frog']",airplane
433,horse,"['frog', 'airplane', 'automobile', 'cat']",frog
434,deer,"['frog', 'airplane', 'cat', 'automobile']",frog
435,deer,"['airplane', 'ship', 'automobile', 'frog']",ship
436,airplane,"['frog', 'horse', 'deer', 'cat']",horse
437,frog,"['airplane', 'horse', 'ship', 'cat']",ship
438,truck,"['airplane', 'cat', 'dog', 'frog']",airplane
439,airplane,"['deer', 'automobile', 'frog', 'cat']",deer
440,horse,"['automobile', 'cat', 'airplane', 'frog']",automobile
441,ship,"['horse', 'deer', 'cat', 'frog']",horse
442,ship,"['frog', 'horse', 'airplane', 'cat']",airplane
443,truck,"['frog', 'airplane', 'cat', 'deer']",airplane
444,truck,"['frog', 'cat', 'deer', 'airplane']",airplane
445,cat,"['airplane', 'automobile', 'deer', 'ship']",deer
446,cat,"['airplane', 'automobile', 'frog', 'ship']",frog
447,deer,"['cat', 'automobile', 'airplane', 'frog']",automobile
448,airplane,"['cat', 'dog', 'deer', 'frog']",deer
449,deer,"['frog', 'automobile', 'airplane', 'bird']",automobile
450,dog,"['automobile', 'ship', 'airplane', 'cat']",ship
451,frog,"['airplane', 'ship', 'automobile', 'bird']",bird
