index,true_label,candidate_labels,complementary_label
125,5,"['o'; 'wo']",o
126,6,"['ki'; 'tsu']",tsu
127,6,"['tsu'; 'ki']",ki
128,8,"['o'; 'wo']",o
129,1,"['tsu'; 'na']",na
130,5,"['wo'; 'o']",o
131,5,"['o'; 'wo']",o
132,6,"['tsu'; 'ki']",tsu
133,2,"['tsu'; 'su']",su
134,9,"['tsu'; 're']",re
135,2,"['tsu'; 'su']",su
136,0,"['ki'; 'o']",o
137,5,"['o'; 'wo']",o
138,5,"['wo'; 'o']",o
139,2,"['tsu'; 'su']",su
140,7,"['tsu'; 're']",re
141,5,"['wo'; 'o']",o
142,6,"['ki'; 'tsu']",tsu
143,8,"['wo'; 'o']",o
144,8,"['o'; 'wo']",o
145,0,"['o'; 'ki']",ki
146,3,"['re'; 'ki']",re
147,4,"['ki'; 'ma']",ma
148,5,"['o'; 'wo']",o
149,6,"['ki'; 'tsu']",tsu
150,3,"['re'; 'ki']",re
151,5,"['wo'; 'o']",o
152,0,"['o'; 'ki']",ki
153,1,"['na'; 'tsu']",tsu
154,4,"['ki'; 'ma']",ma
155,4,"['ma'; 'ki']",ki
156,7,"['tsu'; 're']",re
157,7,"['tsu'; 're']",re
158,7,"['re'; 'tsu']",tsu
159,8,"['wo'; 'o']",o
160,6,"['tsu'; 'ki']",tsu
161,6,"['tsu'; 'ki']",tsu
162,5,"['wo'; 'o']",o
163,2,"['tsu'; 'su']",su
164,7,"['re'; 'tsu']",tsu
165,5,"['wo'; 'o']",o
166,2,"['tsu'; 'su']",su
167,1,"['na'; 'tsu']",na
168,8,"['o'; 'wo']",o
169,1,"['tsu'; 'na']",na
170,5,"['o'; 'wo']",o
171,5,"['o'; 'wo']",o
172,3,"['ki'; 're']",re
173,6,"['tsu'; 'ki']",ki
174,1,"['tsu'; 'na']",na
175,0,"['o'; 'ki']",ki
176,1,"['na'; 'tsu']",tsu
177,0,"['ki'; 'o']",o
178,3,"['ki'; 're']",re
179,7,"['tsu'; 're']",re
180,0,"['o'; 'ki']",ki
181,9,"['re'; 'tsu']",tsu
182,9,"['re'; 'tsu']",tsu
183,8,"['wo'; 'o']",o
184,0,"['o'; 'ki']",ki
185,0,"['ki'; 'o']",o
186,0,"['o'; 'ki']",ki
187,9,"['re'; 'tsu']",tsu
188,5,"['o'; 'wo']",o
189,9,"['re'; 'tsu']",tsu
190,6,"['ki'; 'tsu']",tsu
191,5,"['wo'; 'o']",o
192,4,"['ma'; 'ki']",ki
193,5,"['wo'; 'o']",o
194,3,"['ki'; 're']",re
195,8,"['wo'; 'o']",o
196,8,"['o'; 'wo']",o
197,3,"['re'; 'ki']",ki
198,6,"['tsu'; 'ki']",tsu
199,0,"['ki'; 'o']",o
200,8,"['o'; 'wo']",o
201,4,"['ki'; 'ma']",ma
202,5,"['wo'; 'o']",o
203,7,"['re'; 'tsu']",tsu
204,0,"['o'; 'ki']",ki
205,8,"['o'; 'wo']",o
206,4,"['ma'; 'ki']",ki
207,5,"['o'; 'wo']",o
208,1,"['tsu'; 'na']",na
209,1,"['tsu'; 'na']",na
210,2,"['tsu'; 'su']",su
211,3,"['ki'; 're']",re
212,8,"['wo'; 'o']",o
213,7,"['tsu'; 're']",re
214,3,"['re'; 'ki']",ki
215,7,"['tsu'; 're']",re
216,4,"['ki'; 'ma']",ma
217,7,"['tsu'; 're']",re
218,2,"['tsu'; 'su']",su
219,9,"['tsu'; 're']",re
220,1,"['tsu'; 'na']",na
221,7,"['re'; 'tsu']",tsu
222,9,"['tsu'; 're']",re
223,5,"['o'; 'wo']",o
224,7,"['re'; 'tsu']",tsu
225,4,"['ki'; 'ma']",ma
226,6,"['ki'; 'tsu']",tsu
227,9,"['tsu'; 're']",re
228,0,"['ki'; 'o']",o
229,1,"['tsu'; 'na']",na
230,0,"['ki'; 'o']",o
231,1,"['na'; 'tsu']",tsu
232,2,"['tsu'; 'su']",su
233,6,"['tsu'; 'ki']",tsu
234,5,"['wo'; 'o']",o
235,9,"['re'; 'tsu']",tsu
236,0,"['o'; 'ki']",ki
237,5,"['o'; 'wo']",o
238,7,"['re'; 'tsu']",tsu
239,0,"['ki'; 'o']",o
240,6,"['tsu'; 'ki']",tsu
241,8,"['wo'; 'o']",o
242,2,"['tsu'; 'su']",su
243,1,"['na'; 'tsu']",tsu
244,9,"['re'; 'tsu']",tsu
245,7,"['tsu'; 're']",re
246,7,"['tsu'; 're']",re
247,9,"['re'; 'tsu']",tsu
248,8,"['o'; 'wo']",o
249,6,"['tsu'; 'ki']",ki
250,6,"['tsu'; 'ki']",tsu
251,1,"['na'; 'tsu']",tsu
252,9,"['tsu'; 're']",re
253,1,"['tsu'; 'na']",na
254,0,"['ki'; 'o']",o
255,8,"['o'; 'wo']",o
256,5,"['wo'; 'o']",o
257,2,"['su'; 'tsu']",su
258,7,"['tsu'; 're']",re
259,1,"['na'; 'tsu']",tsu
260,4,"['ma'; 'ki']",ki
261,5,"['o'; 'wo']",o
262,0,"['ki'; 'o']",o
263,5,"['o'; 'wo']",o
264,4,"['ki'; 'ma']",ma
265,7,"['tsu'; 're']",re
266,1,"['tsu'; 'na']",na
267,2,"['su'; 'tsu']",su
268,3,"['re'; 'ki']",re
269,7,"['re'; 'tsu']",tsu
270,0,"['ki'; 'o']",o
271,8,"['wo'; 'o']",o
272,5,"['wo'; 'o']",o
273,9,"['tsu'; 're']",re
274,5,"['o'; 'wo']",o
275,2,"['su'; 'tsu']",su
276,3,"['re'; 'ki']",ki
277,2,"['su'; 'tsu']",su
278,3,"['re'; 'ki']",ki
279,2,"['su'; 'tsu']",su
280,7,"['re'; 'tsu']",tsu
281,3,"['ki'; 're']",re
282,4,"['ki'; 'ma']",ma
283,0,"['o'; 'ki']",ki
284,9,"['re'; 'tsu']",tsu
285,5,"['o'; 'wo']",o
286,0,"['ki'; 'o']",o
287,3,"['re'; 'ki']",ki
288,5,"['o'; 'wo']",o
289,4,"['ki'; 'ma']",ma
290,6,"['ki'; 'tsu']",tsu
291,3,"['ki'; 're']",re
292,8,"['o'; 'wo']",o
293,6,"['ki'; 'tsu']",tsu
294,7,"['tsu'; 're']",re
295,4,"['ki'; 'ma']",ma
296,7,"['re'; 'tsu']",tsu
297,1,"['na'; 'tsu']",na
298,8,"['wo'; 'o']",o
299,4,"['ma'; 'ki']",ki
300,1,"['tsu'; 'na']",tsu
301,8,"['wo'; 'o']",o
302,8,"['wo'; 'o']",o
303,3,"['re'; 'ki']",ki
304,9,"['tsu'; 're']",re
305,8,"['wo'; 'o']",o
306,6,"['ki'; 'tsu']",tsu
307,8,"['o'; 'wo']",o
308,0,"['o'; 'ki']",ki
309,0,"['ki'; 'o']",o
310,7,"['tsu'; 're']",re
311,4,"['ma'; 'ki']",ki
312,7,"['re'; 'tsu']",tsu
313,1,"['tsu'; 'na']",na
314,2,"['tsu'; 'su']",su
315,4,"['ki'; 'ma']",ma
316,4,"['ma'; 'ki']",ki
317,2,"['tsu'; 'su']",su
318,4,"['ma'; 'ki']",ki
319,4,"['ki'; 'ma']",ma
320,6,"['ki'; 'tsu']",tsu
321,4,"['ma'; 'ki']",ki
322,5,"['wo'; 'o']",o
323,9,"['tsu'; 're']",re
324,3,"['re'; 'ki']",re
325,4,"['ki'; 'ma']",ma
326,2,"['su'; 'tsu']",su
327,4,"['ma'; 'ki']",ki
328,1,"['na'; 'tsu']",tsu
329,5,"['wo'; 'o']",o
330,5,"['o'; 'wo']",o
331,2,"['tsu'; 'su']",su
332,2,"['tsu'; 'su']",su
333,9,"['tsu'; 're']",re
334,3,"['re'; 'ki']",re
335,4,"['ki'; 'ma']",ma
336,4,"['ma'; 'ki']",ki
337,9,"['tsu'; 're']",re
338,7,"['tsu'; 're']",re
339,8,"['o'; 'wo']",o
340,8,"['wo'; 'o']",o
341,1,"['tsu'; 'na']",na
342,8,"['wo'; 'o']",o
343,9,"['tsu'; 're']",re
344,9,"['tsu'; 're']",re
345,3,"['re'; 'ki']",ki
346,5,"['wo'; 'o']",o
347,6,"['ki'; 'tsu']",tsu
348,2,"['su'; 'tsu']",su
349,4,"['ki'; 'ma']",ma
350,6,"['ki'; 'tsu']",tsu
351,8,"['o'; 'wo']",o
352,0,"['o'; 'ki']",ki
353,9,"['re'; 'tsu']",tsu
354,6,"['tsu'; 'ki']",tsu
355,3,"['ki'; 're']",re
356,8,"['o'; 'wo']",o
357,3,"['re'; 'ki']",ki
358,3,"['ki'; 're']",re
359,4,"['ma'; 'ki']",ki
360,4,"['ma'; 'ki']",ki
361,4,"['ki'; 'ma']",ma
362,7,"['tsu'; 're']",re
363,7,"['tsu'; 're']",tsu
364,2,"['su'; 'tsu']",su
365,5,"['o'; 'wo']",o
366,3,"['ki'; 're']",re
367,6,"['ki'; 'tsu']",tsu
368,5,"['wo'; 'o']",o
369,3,"['re'; 'ki']",ki
370,4,"['ki'; 'ma']",ma
371,1,"['tsu'; 'na']",na
372,2,"['tsu'; 'su']",su
373,9,"['re'; 'tsu']",tsu
374,9,"['re'; 'tsu']",tsu
375,5,"['o'; 'wo']",o
376,4,"['ki'; 'ma']",ma
377,8,"['o'; 'wo']",o
378,3,"['re'; 'ki']",ki
379,6,"['tsu'; 'ki']",tsu
380,3,"['re'; 'ki']",ki
381,2,"['su'; 'tsu']",su
382,5,"['o'; 'wo']",o
383,8,"['wo'; 'o']",o
384,3,"['ki'; 're']",re
385,6,"['ki'; 'tsu']",tsu
386,9,"['tsu'; 're']",re
387,0,"['o'; 'ki']",ki
388,5,"['wo'; 'o']",o
389,8,"['o'; 'wo']",o
390,6,"['tsu'; 'ki']",tsu
391,1,"['na'; 'tsu']",tsu
392,5,"['wo'; 'o']",o
393,0,"['o'; 'ki']",ki
394,8,"['wo'; 'o']",o
395,0,"['o'; 'ki']",ki
396,3,"['ki'; 're']",re
397,5,"['wo'; 'o']",o
398,3,"['ki'; 're']",re
399,9,"['tsu'; 're']",re
400,9,"['tsu'; 're']",re
401,2,"['su'; 'tsu']",su
402,0,"['ki'; 'o']",o
403,5,"['wo'; 'o']",o
404,2,"['tsu'; 'su']",su
405,4,"['ma'; 'ki']",ki
406,8,"['o'; 'wo']",o
407,9,"['tsu'; 're']",re
408,9,"['tsu'; 're']",re
409,9,"['tsu'; 're']",re
410,3,"['re'; 'ki']",ki
411,7,"['tsu'; 're']",re
412,4,"['ki'; 'ma']",ma
413,6,"['ki'; 'tsu']",tsu
414,5,"['o'; 'wo']",o
415,3,"['ki'; 're']",re
416,1,"['tsu'; 'na']",na
417,6,"['tsu'; 'ki']",ki
418,8,"['wo'; 'o']",o
419,0,"['ki'; 'o']",o
420,4,"['ma'; 'ki']",ki
421,3,"['re'; 'ki']",ki
422,6,"['tsu'; 'ki']",ki
423,1,"['na'; 'tsu']",tsu
424,0,"['ki'; 'o']",o
425,7,"['tsu'; 're']",re
426,7,"['tsu'; 're']",re
427,2,"['tsu'; 'su']",su
428,2,"['su'; 'tsu']",su
429,3,"['re'; 'ki']",re
430,3,"['ki'; 're']",re
431,2,"['su'; 'tsu']",su
432,5,"['wo'; 'o']",o
433,8,"['wo'; 'o']",o
434,0,"['o'; 'ki']",ki
435,6,"['ki'; 'tsu']",tsu
436,7,"['tsu'; 're']",re
437,7,"['re'; 'tsu']",tsu
438,4,"['ma'; 'ki']",ki
439,8,"['o'; 'wo']",o
440,6,"['tsu'; 'ki']",tsu
441,0,"['o'; 'ki']",ki
442,4,"['ki'; 'ma']",ma
443,4,"['ki'; 'ma']",ma
444,8,"['wo'; 'o']",o
445,6,"['ki'; 'tsu']",tsu
446,7,"['re'; 'tsu']",tsu
447,9,"['tsu'; 're']",re
448,0,"['o'; 'ki']",ki
449,2,"['su'; 'tsu']",su
450,0,"['o'; 'ki']",ki
451,8,"['wo'; 'o']",o
452,5,"['o'; 'wo']",o
453,2,"['tsu'; 'su']",su
454,6,"['ki'; 'tsu']",tsu
455,8,"['wo'; 'o']",o
456,9,"['re'; 'tsu']",tsu
457,1,"['tsu'; 'na']",na
458,2,"['su'; 'tsu']",su
459,2,"['su'; 'tsu']",su
460,9,"['re'; 'tsu']",tsu
461,2,"['su'; 'tsu']",su
462,6,"['tsu'; 'ki']",tsu
463,2,"['tsu'; 'su']",su
464,7,"['re'; 'tsu']",tsu
465,1,"['na'; 'tsu']",tsu
466,9,"['re'; 'tsu']",tsu
467,9,"['tsu'; 're']",re
468,8,"['o'; 'wo']",o
469,9,"['tsu'; 're']",re
470,4,"['ki'; 'ma']",ma
471,7,"['re'; 'tsu']",tsu
472,0,"['ki'; 'o']",o
473,3,"['ki'; 're']",re
474,5,"['wo'; 'o']",o
475,6,"['ki'; 'tsu']",tsu
476,0,"['o'; 'ki']",ki
477,2,"['tsu'; 'su']",tsu
478,7,"['re'; 'tsu']",tsu
479,1,"['tsu'; 'na']",na
480,3,"['re'; 'ki']",ki
481,2,"['tsu'; 'su']",su
482,8,"['wo'; 'o']",o
483,5,"['o'; 'wo']",o
484,3,"['ki'; 're']",re
485,2,"['su'; 'tsu']",su
486,0,"['o'; 'ki']",ki
487,8,"['o'; 'wo']",o
488,6,"['ki'; 'tsu']",tsu
489,5,"['wo'; 'o']",o
490,0,"['o'; 'ki']",ki
491,7,"['tsu'; 're']",re
492,6,"['tsu'; 'ki']",tsu
493,5,"['o'; 'wo']",o
494,3,"['re'; 'ki']",ki
495,4,"['ma'; 'ki']",ki
496,5,"['wo'; 'o']",o
497,5,"['wo'; 'o']",o
498,2,"['su'; 'tsu']",su
499,1,"['tsu'; 'na']",na
500,1,"['tsu'; 'na']",na
501,5,"['o'; 'wo']",o
502,3,"['re'; 'ki']",ki
503,2,"['su'; 'tsu']",su
504,2,"['su'; 'tsu']",su
505,2,"['su'; 'tsu']",su
506,3,"['ki'; 're']",re
507,6,"['ki'; 'tsu']",tsu
508,0,"['o'; 'ki']",ki
509,9,"['tsu'; 're']",re
510,2,"['su'; 'tsu']",su
511,8,"['o'; 'wo']",o
512,8,"['o'; 'wo']",o
513,5,"['wo'; 'o']",o
514,1,"['na'; 'tsu']",tsu
515,8,"['wo'; 'o']",o
516,4,"['ma'; 'ki']",ki
517,5,"['wo'; 'o']",o
518,1,"['tsu'; 'na']",tsu
519,0,"['o'; 'ki']",ki
520,7,"['tsu'; 're']",re
521,1,"['na'; 'tsu']",tsu
522,8,"['o'; 'wo']",o
523,1,"['tsu'; 'na']",na
524,6,"['ki'; 'tsu']",tsu
525,9,"['re'; 'tsu']",tsu
526,7,"['tsu'; 're']",re
527,3,"['ki'; 're']",re
528,1,"['na'; 'tsu']",tsu
529,3,"['re'; 'ki']",ki
530,9,"['re'; 'tsu']",tsu
531,0,"['o'; 'ki']",ki
532,8,"['o'; 'wo']",o
533,8,"['wo'; 'o']",o
534,9,"['tsu'; 're']",re
535,3,"['ki'; 're']",re
536,7,"['re'; 'tsu']",tsu
537,4,"['ki'; 'ma']",ma
538,4,"['ma'; 'ki']",ki
539,5,"['o'; 'wo']",o
540,9,"['re'; 'tsu']",tsu
541,5,"['wo'; 'o']",o
542,6,"['ki'; 'tsu']",tsu
543,7,"['tsu'; 're']",re
544,7,"['re'; 'tsu']",tsu
545,4,"['ki'; 'ma']",ma
546,9,"['re'; 'tsu']",tsu
547,6,"['ki'; 'tsu']",tsu
548,4,"['ki'; 'ma']",ma
549,5,"['wo'; 'o']",o
550,7,"['re'; 'tsu']",tsu
551,4,"['ki'; 'ma']",ma
552,7,"['tsu'; 're']",re
553,3,"['re'; 'ki']",ki
554,7,"['tsu'; 're']",re
555,7,"['re'; 'tsu']",tsu
556,2,"['su'; 'tsu']",su
557,3,"['ki'; 're']",re
558,7,"['re'; 'tsu']",tsu
559,7,"['re'; 'tsu']",tsu
560,0,"['o'; 'ki']",ki
561,5,"['o'; 'wo']",o
562,2,"['tsu'; 'su']",su
563,3,"['ki'; 're']",re
564,7,"['tsu'; 're']",tsu
565,8,"['wo'; 'o']",o
566,9,"['tsu'; 're']",re
567,7,"['re'; 'tsu']",tsu
568,5,"['o'; 'wo']",o
569,9,"['tsu'; 're']",re
570,9,"['tsu'; 're']",re
571,0,"['o'; 'ki']",ki
572,6,"['ki'; 'tsu']",tsu
573,4,"['ki'; 'ma']",ma
574,3,"['re'; 'ki']",ki
575,3,"['ki'; 're']",re
576,8,"['o'; 'wo']",o
577,9,"['tsu'; 're']",re
578,6,"['ki'; 'tsu']",tsu
579,3,"['ki'; 're']",re
580,7,"['tsu'; 're']",tsu
581,1,"['tsu'; 'na']",na
582,8,"['wo'; 'o']",o
583,2,"['su'; 'tsu']",su
584,5,"['o'; 'wo']",o
585,6,"['ki'; 'tsu']",tsu
586,9,"['re'; 'tsu']",tsu
587,3,"['ki'; 're']",re
588,2,"['su'; 'tsu']",su
589,8,"['wo'; 'o']",o
590,1,"['na'; 'tsu']",tsu
591,2,"['su'; 'tsu']",su
592,7,"['tsu'; 're']",re
593,8,"['wo'; 'o']",o
594,6,"['ki'; 'tsu']",tsu
595,3,"['ki'; 're']",re
596,3,"['ki'; 're']",re
597,4,"['ki'; 'ma']",ma
598,5,"['wo'; 'o']",o
599,5,"['wo'; 'o']",o
600,8,"['o'; 'wo']",o
601,7,"['re'; 'tsu']",tsu
602,2,"['su'; 'tsu']",su
603,6,"['tsu'; 'ki']",tsu
604,9,"['tsu'; 're']",re
605,2,"['su'; 'tsu']",su
606,1,"['na'; 'tsu']",tsu
607,7,"['re'; 'tsu']",tsu
608,9,"['re'; 'tsu']",tsu
609,4,"['ma'; 'ki']",ki
610,1,"['na'; 'tsu']",tsu
611,0,"['o'; 'ki']",ki
612,2,"['su'; 'tsu']",su
613,5,"['wo'; 'o']",o
614,2,"['tsu'; 'su']",su
615,9,"['re'; 'tsu']",tsu
616,5,"['wo'; 'o']",o
617,7,"['tsu'; 're']",re
618,3,"['re'; 'ki']",re
619,4,"['ma'; 'ki']",ki
620,2,"['su'; 'tsu']",su
621,1,"['na'; 'tsu']",tsu
622,3,"['re'; 'ki']",ki
623,4,"['ki'; 'ma']",ma
624,0,"['o'; 'ki']",ki
625,3,"['re'; 'ki']",ki
626,9,"['re'; 'tsu']",tsu
627,3,"['ki'; 're']",re
628,4,"['ma'; 'ki']",ki
629,4,"['ki'; 'ma']",ma
630,6,"['ki'; 'tsu']",tsu
631,0,"['o'; 'ki']",ki
632,3,"['ki'; 're']",re
633,1,"['na'; 'tsu']",tsu
634,7,"['re'; 'tsu']",tsu
635,5,"['wo'; 'o']",o
636,2,"['tsu'; 'su']",su
637,3,"['ki'; 're']",re
638,8,"['o'; 'wo']",o
639,9,"['tsu'; 're']",tsu
640,5,"['o'; 'wo']",o
641,0,"['ki'; 'o']",o
642,5,"['o'; 'wo']",o
643,9,"['tsu'; 're']",re
644,9,"['tsu'; 're']",re
645,4,"['ki'; 'ma']",ma
646,5,"['wo'; 'o']",o
647,2,"['su'; 'tsu']",su
648,1,"['na'; 'tsu']",na
649,2,"['su'; 'tsu']",su
650,2,"['su'; 'tsu']",su
651,0,"['ki'; 'o']",o
652,2,"['su'; 'tsu']",su
653,4,"['ki'; 'ma']",ma
654,2,"['tsu'; 'su']",su
655,5,"['wo'; 'o']",o
656,4,"['ki'; 'ma']",ma
657,8,"['o'; 'wo']",o
658,1,"['tsu'; 'na']",na
659,6,"['ki'; 'tsu']",tsu
660,6,"['ki'; 'tsu']",tsu
661,7,"['re'; 'tsu']",tsu
662,1,"['tsu'; 'na']",tsu
663,3,"['ki'; 're']",re
664,3,"['re'; 'ki']",ki
665,1,"['tsu'; 'na']",na
666,3,"['ki'; 're']",re
667,0,"['o'; 'ki']",ki
668,5,"['wo'; 'o']",o
669,9,"['tsu'; 're']",re
670,5,"['o'; 'wo']",o
671,3,"['re'; 'ki']",re
672,7,"['tsu'; 're']",re
673,6,"['ki'; 'tsu']",tsu
674,0,"['o'; 'ki']",ki
675,8,"['wo'; 'o']",o
676,7,"['tsu'; 're']",tsu
677,5,"['wo'; 'o']",o
678,7,"['re'; 'tsu']",tsu
679,1,"['na'; 'tsu']",tsu
680,3,"['ki'; 're']",re
681,4,"['ma'; 'ki']",ki
682,6,"['ki'; 'tsu']",tsu
683,8,"['wo'; 'o']",o
684,8,"['wo'; 'o']",o
685,1,"['na'; 'tsu']",tsu
686,2,"['tsu'; 'su']",su
687,2,"['su'; 'tsu']",su
688,1,"['na'; 'tsu']",tsu
689,5,"['wo'; 'o']",o
690,4,"['ma'; 'ki']",ki
691,8,"['wo'; 'o']",o
692,9,"['re'; 'tsu']",tsu
693,4,"['ma'; 'ki']",ki
694,2,"['tsu'; 'su']",su
695,4,"['ki'; 'ma']",ma
696,1,"['na'; 'tsu']",tsu
697,1,"['na'; 'tsu']",tsu
698,9,"['re'; 'tsu']",tsu
699,3,"['ki'; 're']",re
700,1,"['na'; 'tsu']",tsu
701,9,"['re'; 'tsu']",tsu
702,9,"['re'; 'tsu']",tsu
703,3,"['ki'; 're']",re
704,7,"['tsu'; 're']",re
705,0,"['o'; 'ki']",ki
706,3,"['re'; 'ki']",ki
707,3,"['ki'; 're']",re
708,3,"['re'; 'ki']",ki
709,6,"['ki'; 'tsu']",tsu
710,4,"['ki'; 'ma']",ma
711,1,"['tsu'; 'na']",na
712,5,"['wo'; 'o']",o
713,2,"['tsu'; 'su']",su
714,8,"['o'; 'wo']",o
715,7,"['tsu'; 're']",re
716,5,"['wo'; 'o']",o
717,8,"['o'; 'wo']",o
718,3,"['ki'; 're']",re
719,9,"['tsu'; 're']",re
720,9,"['tsu'; 're']",re
721,8,"['o'; 'wo']",o
722,7,"['re'; 'tsu']",tsu
723,6,"['tsu'; 'ki']",tsu
724,5,"['wo'; 'o']",o
725,9,"['tsu'; 're']",re
726,7,"['tsu'; 're']",re
727,3,"['re'; 'ki']",re
728,9,"['re'; 'tsu']",tsu
729,4,"['ki'; 'ma']",ma
730,1,"['na'; 'tsu']",tsu
731,7,"['re'; 'tsu']",tsu
732,0,"['o'; 'ki']",ki
733,6,"['tsu'; 'ki']",tsu
734,1,"['tsu'; 'na']",na
735,4,"['ma'; 'ki']",ki
736,5,"['o'; 'wo']",o
737,0,"['ki'; 'o']",o
738,9,"['tsu'; 're']",re
739,4,"['ma'; 'ki']",ki
740,6,"['ki'; 'tsu']",tsu
741,2,"['tsu'; 'su']",su
742,6,"['tsu'; 'ki']",ki
743,7,"['tsu'; 're']",tsu
744,0,"['ki'; 'o']",o
745,3,"['re'; 'ki']",ki
746,8,"['wo'; 'o']",o
747,2,"['su'; 'tsu']",su
748,3,"['re'; 'ki']",ki
749,1,"['na'; 'tsu']",na
750,0,"['ki'; 'o']",o
751,0,"['o'; 'ki']",ki
752,3,"['ki'; 're']",re
753,7,"['re'; 'tsu']",tsu
754,0,"['ki'; 'o']",o
755,4,"['ki'; 'ma']",ma
756,9,"['tsu'; 're']",re
757,1,"['tsu'; 'na']",na
758,2,"['tsu'; 'su']",su
759,5,"['o'; 'wo']",o
760,1,"['na'; 'tsu']",tsu
761,5,"['wo'; 'o']",o
762,8,"['wo'; 'o']",o
763,8,"['wo'; 'o']",o
764,9,"['re'; 'tsu']",tsu
765,3,"['ki'; 're']",re
766,8,"['wo'; 'o']",o
