index,true_label,candidate_labels,complementary_label
122,9,"['deer', 'bird', 'horse', 'ship']",ship
123,2,"['truck', 'horse', 'dog', 'frog']",truck
124,6,"['deer', 'cat', 'bird', 'truck']",truck
125,6,"['deer', 'bird', 'truck', 'cat']",truck
126,1,"['deer', 'ship', 'bird', 'horse']",ship
127,9,"['horse', 'ship', 'deer', 'bird']",ship
128,5,"['deer', 'truck', 'bird', 'cat']",truck
129,0,"['dog', 'automobile', 'truck', 'ship']",dog
130,4,"['dog', 'bird', 'ship', 'truck']",ship
131,7,"['dog', 'bird', 'ship', 'truck']",ship
132,6,"['deer', 'bird', 'truck', 'cat']",truck
133,7,"['bird', 'ship', 'truck', 'dog']",ship
134,1,"['bird', 'horse', 'ship', 'deer']",ship
135,8,"['bird', 'automobile', 'deer', 'dog']",automobile
136,1,"['bird', 'deer', 'horse', 'ship']",ship
137,1,"['horse', 'ship', 'bird', 'deer']",ship
138,2,"['truck', 'horse', 'frog', 'dog']",truck
139,8,"['automobile', 'bird', 'dog', 'deer']",bird
140,1,"['ship', 'horse', 'bird', 'deer']",horse
141,3,"['truck', 'bird', 'deer', 'horse']",bird
142,3,"['truck', 'horse', 'bird', 'deer']",truck
143,6,"['deer', 'truck', 'bird', 'cat']",truck
144,2,"['truck', 'horse', 'frog', 'dog']",truck
145,4,"['truck', 'ship', 'bird', 'dog']",ship
146,9,"['horse', 'deer', 'ship', 'bird']",ship
147,9,"['deer', 'bird', 'ship', 'horse']",ship
148,5,"['deer', 'bird', 'truck', 'cat']",truck
149,4,"['dog', 'bird', 'ship', 'truck']",ship
150,3,"['horse', 'bird', 'truck', 'deer']",truck
151,6,"['cat', 'truck', 'bird', 'deer']",truck
152,7,"['truck', 'dog', 'ship', 'bird']",ship
153,4,"['bird', 'truck', 'dog', 'ship']",truck
154,6,"['deer', 'bird', 'truck', 'cat']",truck
155,8,"['deer', 'automobile', 'bird', 'dog']",automobile
156,5,"['cat', 'bird', 'truck', 'deer']",truck
157,5,"['deer', 'truck', 'cat', 'bird']",truck
158,4,"['bird', 'truck', 'dog', 'ship']",truck
159,3,"['deer', 'bird', 'truck', 'horse']",truck
160,1,"['deer', 'ship', 'horse', 'bird']",ship
161,8,"['dog', 'automobile', 'deer', 'bird']",automobile
162,4,"['truck', 'dog', 'ship', 'bird']",ship
163,7,"['bird', 'truck', 'dog', 'ship']",truck
164,6,"['truck', 'cat', 'bird', 'deer']",bird
165,0,"['ship', 'automobile', 'truck', 'dog']",dog
166,9,"['deer', 'ship', 'bird', 'horse']",ship
167,5,"['truck', 'cat', 'deer', 'bird']",truck
168,1,"['bird', 'horse', 'ship', 'deer']",ship
169,3,"['deer', 'horse', 'truck', 'bird']",truck
170,8,"['dog', 'bird', 'deer', 'automobile']",bird
171,2,"['frog', 'truck', 'dog', 'horse']",truck
172,7,"['dog', 'ship', 'truck', 'bird']",ship
173,5,"['truck', 'cat', 'bird', 'deer']",truck
174,3,"['horse', 'deer', 'bird', 'truck']",truck
175,4,"['ship', 'bird', 'dog', 'truck']",truck
176,1,"['bird', 'ship', 'deer', 'horse']",ship
177,5,"['deer', 'truck', 'bird', 'cat']",truck
178,7,"['ship', 'bird', 'truck', 'dog']",truck
179,0,"['ship', 'truck', 'dog', 'automobile']",dog
180,4,"['dog', 'truck', 'bird', 'ship']",truck
181,7,"['truck', 'dog', 'bird', 'ship']",ship
182,5,"['truck', 'deer', 'bird', 'cat']",truck
183,5,"['truck', 'bird', 'deer', 'cat']",truck
184,1,"['bird', 'ship', 'horse', 'deer']",ship
185,0,"['automobile', 'dog', 'ship', 'truck']",dog
186,9,"['ship', 'deer', 'bird', 'horse']",deer
187,6,"['bird', 'deer', 'cat', 'truck']",truck
188,9,"['bird', 'deer', 'horse', 'ship']",ship
189,0,"['ship', 'truck', 'automobile', 'dog']",dog
190,8,"['dog', 'bird', 'deer', 'automobile']",automobile
191,7,"['bird', 'ship', 'truck', 'dog']",ship
192,8,"['dog', 'deer', 'bird', 'automobile']",automobile
193,8,"['bird', 'deer', 'automobile', 'dog']",automobile
194,2,"['dog', 'truck', 'frog', 'horse']",truck
195,5,"['cat', 'truck', 'bird', 'deer']",truck
196,2,"['dog', 'truck', 'horse', 'frog']",truck
197,3,"['truck', 'deer', 'bird', 'horse']",deer
198,5,"['cat', 'bird', 'truck', 'deer']",truck
199,0,"['ship', 'truck', 'automobile', 'dog']",dog
200,6,"['truck', 'cat', 'deer', 'bird']",truck
201,1,"['deer', 'horse', 'bird', 'ship']",ship
202,9,"['bird', 'ship', 'deer', 'horse']",ship
203,3,"['truck', 'horse', 'deer', 'bird']",truck
204,6,"['deer', 'bird', 'truck', 'cat']",truck
205,9,"['ship', 'horse', 'deer', 'bird']",horse
206,1,"['horse', 'ship', 'bird', 'deer']",ship
207,3,"['bird', 'truck', 'deer', 'horse']",truck
208,9,"['bird', 'deer', 'ship', 'horse']",ship
209,6,"['truck', 'cat', 'deer', 'bird']",truck
210,6,"['cat', 'bird', 'truck', 'deer']",truck
211,7,"['bird', 'ship', 'truck', 'dog']",ship
212,1,"['horse', 'deer', 'ship', 'bird']",ship
213,0,"['automobile', 'dog', 'ship', 'truck']",dog
214,9,"['horse', 'ship', 'deer', 'bird']",ship
215,5,"['cat', 'bird', 'truck', 'deer']",truck
216,8,"['automobile', 'deer', 'dog', 'bird']",deer
217,5,"['bird', 'truck', 'deer', 'cat']",truck
218,2,"['frog', 'truck', 'horse', 'dog']",truck
219,9,"['ship', 'horse', 'bird', 'deer']",horse
220,0,"['dog', 'truck', 'ship', 'automobile']",dog
221,8,"['dog', 'automobile', 'deer', 'bird']",automobile
222,8,"['dog', 'automobile', 'bird', 'deer']",automobile
223,0,"['dog', 'ship', 'truck', 'automobile']",dog
224,6,"['deer', 'cat', 'truck', 'bird']",truck
225,9,"['ship', 'bird', 'deer', 'horse']",bird
226,1,"['deer', 'ship', 'bird', 'horse']",ship
227,1,"['horse', 'bird', 'deer', 'ship']",ship
228,6,"['cat', 'bird', 'truck', 'deer']",truck
229,3,"['truck', 'bird', 'horse', 'deer']",truck
230,7,"['dog', 'truck', 'bird', 'ship']",truck
231,6,"['truck', 'deer', 'bird', 'cat']",deer
232,6,"['cat', 'deer', 'truck', 'bird']",truck
233,0,"['dog', 'ship', 'truck', 'automobile']",dog
234,6,"['truck', 'bird', 'cat', 'deer']",truck
235,6,"['truck', 'bird', 'deer', 'cat']",truck
236,1,"['ship', 'horse', 'deer', 'bird']",horse
237,7,"['dog', 'ship', 'bird', 'truck']",ship
238,1,"['deer', 'ship', 'bird', 'horse']",ship
239,5,"['truck', 'deer', 'bird', 'cat']",deer
240,8,"['bird', 'dog', 'deer', 'automobile']",automobile
241,3,"['bird', 'horse', 'truck', 'deer']",truck
242,6,"['truck', 'cat', 'bird', 'deer']",truck
243,6,"['truck', 'deer', 'cat', 'bird']",truck
244,8,"['bird', 'dog', 'automobile', 'deer']",automobile
245,6,"['cat', 'deer', 'truck', 'bird']",truck
246,8,"['dog', 'bird', 'deer', 'automobile']",automobile
247,4,"['truck', 'bird', 'dog', 'ship']",bird
248,6,"['truck', 'bird', 'deer', 'cat']",truck
249,6,"['truck', 'bird', 'cat', 'deer']",bird
250,1,"['horse', 'ship', 'deer', 'bird']",ship
251,3,"['bird', 'horse', 'truck', 'deer']",truck
252,8,"['deer', 'bird', 'automobile', 'dog']",automobile
253,3,"['truck', 'bird', 'deer', 'horse']",truck
254,4,"['ship', 'bird', 'dog', 'truck']",truck
255,1,"['ship', 'deer', 'horse', 'bird']",deer
256,7,"['bird', 'ship', 'truck', 'dog']",ship
257,1,"['bird', 'horse', 'deer', 'ship']",ship
258,3,"['truck', 'horse', 'deer', 'bird']",truck
259,8,"['deer', 'dog', 'automobile', 'bird']",automobile
260,5,"['truck', 'cat', 'deer', 'bird']",truck
261,1,"['ship', 'horse', 'bird', 'deer']",bird
262,1,"['deer', 'horse', 'ship', 'bird']",ship
263,4,"['ship', 'dog', 'truck', 'bird']",truck
264,0,"['dog', 'truck', 'ship', 'automobile']",dog
265,9,"['ship', 'bird', 'deer', 'horse']",bird
266,3,"['deer', 'horse', 'truck', 'bird']",truck
267,7,"['bird', 'ship', 'dog', 'truck']",ship
268,4,"['dog', 'bird', 'ship', 'truck']",ship
269,9,"['bird', 'horse', 'deer', 'ship']",ship
270,9,"['deer', 'horse', 'bird', 'ship']",ship
271,2,"['frog', 'horse', 'truck', 'dog']",truck
272,4,"['dog', 'ship', 'bird', 'truck']",ship
273,9,"['bird', 'horse', 'ship', 'deer']",ship
274,9,"['bird', 'deer', 'ship', 'horse']",ship
275,1,"['deer', 'bird', 'horse', 'ship']",ship
276,0,"['ship', 'truck', 'dog', 'automobile']",dog
277,5,"['bird', 'truck', 'deer', 'cat']",truck
278,9,"['ship', 'deer', 'bird', 'horse']",deer
279,0,"['dog', 'automobile', 'ship', 'truck']",dog
280,8,"['automobile', 'deer', 'dog', 'bird']",deer
281,2,"['dog', 'truck', 'frog', 'horse']",truck
282,1,"['deer', 'ship', 'bird', 'horse']",ship
283,2,"['frog', 'horse', 'dog', 'truck']",truck
284,0,"['automobile', 'truck', 'ship', 'dog']",dog
285,5,"['deer', 'cat', 'truck', 'bird']",truck
286,6,"['truck', 'deer', 'cat', 'bird']",truck
287,3,"['bird', 'horse', 'truck', 'deer']",truck
288,2,"['truck', 'horse', 'dog', 'frog']",truck
289,7,"['truck', 'bird', 'ship', 'dog']",bird
290,8,"['dog', 'automobile', 'bird', 'deer']",automobile
291,8,"['automobile', 'bird', 'deer', 'dog']",bird
292,6,"['truck', 'cat', 'bird', 'deer']",truck
293,0,"['ship', 'truck', 'dog', 'automobile']",dog
294,7,"['dog', 'ship', 'truck', 'bird']",ship
295,9,"['bird', 'deer', 'horse', 'ship']",ship
296,4,"['dog', 'bird', 'ship', 'truck']",ship
297,5,"['bird', 'truck', 'deer', 'cat']",truck
298,6,"['deer', 'cat', 'bird', 'truck']",truck
299,4,"['truck', 'bird', 'ship', 'dog']",ship
300,2,"['truck', 'frog', 'horse', 'dog']",truck
301,1,"['ship', 'deer', 'horse', 'bird']",deer
302,1,"['deer', 'ship', 'bird', 'horse']",ship
303,2,"['frog', 'dog', 'truck', 'horse']",truck
304,1,"['ship', 'horse', 'deer', 'bird']",horse
305,5,"['cat', 'deer', 'bird', 'truck']",truck
306,9,"['bird', 'deer', 'ship', 'horse']",ship
307,9,"['deer', 'horse', 'bird', 'ship']",ship
308,0,"['truck', 'dog', 'automobile', 'ship']",dog
309,8,"['automobile', 'bird', 'deer', 'dog']",automobile
310,4,"['truck', 'dog', 'bird', 'ship']",ship
311,1,"['deer', 'bird', 'horse', 'ship']",ship
312,1,"['bird', 'deer', 'horse', 'ship']",ship
313,6,"['cat', 'deer', 'bird', 'truck']",truck
314,3,"['truck', 'horse', 'bird', 'deer']",truck
315,3,"['deer', 'bird', 'horse', 'truck']",truck
316,9,"['ship', 'deer', 'horse', 'bird']",deer
317,0,"['ship', 'truck', 'dog', 'automobile']",dog
318,7,"['dog', 'truck', 'ship', 'bird']",truck
319,9,"['ship', 'bird', 'deer', 'horse']",bird
320,7,"['truck', 'ship', 'bird', 'dog']",ship
321,7,"['truck', 'ship', 'dog', 'bird']",dog
322,9,"['horse', 'ship', 'bird', 'deer']",ship
323,1,"['deer', 'bird', 'horse', 'ship']",ship
324,5,"['deer', 'truck', 'bird', 'cat']",truck
325,1,"['bird', 'deer', 'ship', 'horse']",ship
326,6,"['cat', 'truck', 'deer', 'bird']",truck
327,6,"['bird', 'truck', 'cat', 'deer']",truck
328,8,"['automobile', 'deer', 'dog', 'bird']",deer
329,7,"['ship', 'truck', 'dog', 'bird']",truck
330,1,"['deer', 'ship', 'horse', 'bird']",ship
331,3,"['bird', 'deer', 'horse', 'truck']",truck
332,0,"['ship', 'truck', 'automobile', 'dog']",dog
333,3,"['deer', 'horse', 'bird', 'truck']",truck
334,3,"['deer', 'horse', 'bird', 'truck']",truck
335,2,"['truck', 'frog', 'horse', 'dog']",frog
336,4,"['truck', 'dog', 'bird', 'ship']",ship
337,5,"['truck', 'bird', 'cat', 'deer']",bird
338,7,"['dog', 'truck', 'bird', 'ship']",truck
339,5,"['bird', 'truck', 'cat', 'deer']",truck
340,9,"['bird', 'deer', 'horse', 'ship']",ship
341,0,"['truck', 'ship', 'dog', 'automobile']",dog
342,3,"['horse', 'bird', 'deer', 'truck']",truck
343,4,"['bird', 'truck', 'ship', 'dog']",truck
344,0,"['truck', 'ship', 'dog', 'automobile']",dog
345,4,"['bird', 'dog', 'truck', 'ship']",truck
346,4,"['ship', 'dog', 'truck', 'bird']",truck
347,6,"['truck', 'cat', 'bird', 'deer']",truck
348,0,"['automobile', 'dog', 'truck', 'ship']",dog
349,0,"['truck', 'ship', 'dog', 'automobile']",dog
350,6,"['deer', 'cat', 'bird', 'truck']",truck
351,6,"['cat', 'bird', 'deer', 'truck']",truck
352,0,"['ship', 'truck', 'dog', 'automobile']",dog
353,8,"['automobile', 'dog', 'deer', 'bird']",deer
354,1,"['ship', 'deer', 'bird', 'horse']",deer
355,6,"['bird', 'truck', 'deer', 'cat']",truck
356,2,"['frog', 'horse', 'dog', 'truck']",truck
357,9,"['horse', 'bird', 'deer', 'ship']",ship
358,2,"['frog', 'truck', 'horse', 'dog']",truck
359,5,"['truck', 'bird', 'deer', 'cat']",bird
360,9,"['horse', 'ship', 'bird', 'deer']",bird
361,6,"['cat', 'bird', 'deer', 'truck']",truck
362,7,"['truck', 'dog', 'ship', 'bird']",ship
363,4,"['dog', 'truck', 'bird', 'ship']",truck
364,1,"['bird', 'ship', 'horse', 'deer']",bird
365,8,"['dog', 'bird', 'deer', 'automobile']",automobile
366,7,"['ship', 'truck', 'bird', 'dog']",bird
367,3,"['bird', 'horse', 'truck', 'deer']",truck
368,6,"['cat', 'truck', 'deer', 'bird']",truck
369,9,"['horse', 'deer', 'bird', 'ship']",ship
370,3,"['bird', 'horse', 'deer', 'truck']",truck
371,0,"['truck', 'automobile', 'dog', 'ship']",dog
372,4,"['ship', 'bird', 'dog', 'truck']",truck
373,0,"['truck', 'ship', 'automobile', 'dog']",ship
374,5,"['deer', 'bird', 'truck', 'cat']",truck
375,1,"['horse', 'deer', 'bird', 'ship']",ship
376,0,"['ship', 'truck', 'automobile', 'dog']",dog
377,3,"['horse', 'bird', 'deer', 'truck']",truck
378,4,"['truck', 'dog', 'bird', 'ship']",ship
379,8,"['bird', 'dog', 'automobile', 'deer']",automobile
380,5,"['deer', 'truck', 'cat', 'bird']",truck
381,4,"['bird', 'dog', 'truck', 'ship']",truck
382,7,"['dog', 'ship', 'bird', 'truck']",ship
383,2,"['frog', 'horse', 'dog', 'truck']",truck
384,3,"['deer', 'bird', 'horse', 'truck']",truck
385,9,"['bird', 'ship', 'horse', 'deer']",ship
386,7,"['dog', 'ship', 'bird', 'truck']",ship
387,6,"['truck', 'bird', 'cat', 'deer']",truck
388,7,"['truck', 'bird', 'ship', 'dog']",ship
389,1,"['horse', 'deer', 'bird', 'ship']",ship
390,4,"['bird', 'truck', 'ship', 'dog']",truck
391,7,"['truck', 'dog', 'ship', 'bird']",ship
392,0,"['dog', 'automobile', 'truck', 'ship']",dog
393,1,"['bird', 'horse', 'deer', 'ship']",ship
394,7,"['dog', 'bird', 'ship', 'truck']",ship
395,3,"['deer', 'bird', 'horse', 'truck']",truck
396,1,"['ship', 'bird', 'deer', 'horse']",bird
397,8,"['dog', 'automobile', 'bird', 'deer']",dog
398,4,"['truck', 'bird', 'dog', 'ship']",ship
399,4,"['ship', 'dog', 'bird', 'truck']",truck
400,2,"['horse', 'truck', 'dog', 'frog']",truck
401,0,"['ship', 'automobile', 'truck', 'dog']",dog
402,2,"['dog', 'truck', 'frog', 'horse']",truck
403,2,"['frog', 'dog', 'horse', 'truck']",truck
404,0,"['dog', 'automobile', 'ship', 'truck']",dog
405,0,"['dog', 'ship', 'automobile', 'truck']",dog
406,9,"['horse', 'ship', 'deer', 'bird']",ship
407,0,"['dog', 'truck', 'ship', 'automobile']",ship
408,9,"['ship', 'horse', 'bird', 'deer']",horse
409,6,"['truck', 'bird', 'cat', 'deer']",truck
410,8,"['deer', 'bird', 'automobile', 'dog']",automobile
411,2,"['horse', 'dog', 'truck', 'frog']",truck
412,7,"['ship', 'bird', 'truck', 'dog']",truck
413,7,"['bird', 'ship', 'dog', 'truck']",ship
414,4,"['truck', 'dog', 'ship', 'bird']",ship
415,0,"['ship', 'dog', 'automobile', 'truck']",dog
416,3,"['truck', 'deer', 'bird', 'horse']",truck
417,0,"['truck', 'dog', 'ship', 'automobile']",dog
418,8,"['automobile', 'dog', 'bird', 'deer']",bird
419,9,"['horse', 'deer', 'bird', 'ship']",ship
420,4,"['dog', 'ship', 'truck', 'bird']",ship
421,2,"['truck', 'horse', 'dog', 'frog']",truck
422,7,"['bird', 'ship', 'dog', 'truck']",ship
423,2,"['frog', 'dog', 'truck', 'horse']",truck
424,5,"['truck', 'deer', 'bird', 'cat']",truck
425,2,"['dog', 'horse', 'frog', 'truck']",truck
426,5,"['deer', 'cat', 'bird', 'truck']",truck
427,1,"['bird', 'horse', 'deer', 'ship']",ship
428,9,"['ship', 'horse', 'deer', 'bird']",horse
429,4,"['truck', 'ship', 'dog', 'bird']",ship
430,8,"['deer', 'automobile', 'bird', 'dog']",deer
431,5,"['cat', 'bird', 'truck', 'deer']",truck
432,1,"['ship', 'bird', 'horse', 'deer']",bird
433,7,"['dog', 'ship', 'truck', 'bird']",ship
434,4,"['ship', 'truck', 'dog', 'bird']",truck
435,4,"['ship', 'truck', 'dog', 'bird']",truck
436,0,"['dog', 'automobile', 'truck', 'ship']",dog
437,6,"['bird', 'cat', 'deer', 'truck']",truck
438,9,"['horse', 'deer', 'bird', 'ship']",ship
439,0,"['dog', 'ship', 'truck', 'automobile']",ship
440,7,"['ship', 'bird', 'dog', 'truck']",truck
441,8,"['automobile', 'dog', 'bird', 'deer']",bird
442,8,"['dog', 'automobile', 'deer', 'bird']",automobile
443,9,"['ship', 'deer', 'bird', 'horse']",deer
444,9,"['horse', 'deer', 'ship', 'bird']",ship
445,3,"['deer', 'bird', 'truck', 'horse']",truck
446,3,"['truck', 'horse', 'bird', 'deer']",truck
447,4,"['ship', 'dog', 'truck', 'bird']",truck
448,0,"['truck', 'automobile', 'ship', 'dog']",ship
449,4,"['truck', 'ship', 'dog', 'bird']",ship
450,5,"['deer', 'truck', 'cat', 'bird']",truck
451,6,"['deer', 'bird', 'truck', 'cat']",truck
452,6,"['deer', 'bird', 'cat', 'truck']",truck
453,0,"['automobile', 'dog', 'ship', 'truck']",dog
454,1,"['deer', 'horse', 'ship', 'bird']",ship
455,0,"['ship', 'dog', 'automobile', 'truck']",dog
456,8,"['bird', 'dog', 'automobile', 'deer']",automobile
457,0,"['automobile', 'ship', 'dog', 'truck']",dog
458,4,"['dog', 'ship', 'truck', 'bird']",ship
459,8,"['deer', 'dog', 'automobile', 'bird']",automobile
460,8,"['automobile', 'dog', 'deer', 'bird']",deer
461,1,"['bird', 'ship', 'horse', 'deer']",bird
462,5,"['cat', 'bird', 'deer', 'truck']",truck
463,2,"['dog', 'truck', 'horse', 'frog']",truck
464,6,"['deer', 'bird', 'cat', 'truck']",truck
465,8,"['automobile', 'bird', 'deer', 'dog']",automobile
466,1,"['ship', 'horse', 'deer', 'bird']",horse
467,0,"['ship', 'automobile', 'dog', 'truck']",dog
468,0,"['ship', 'truck', 'automobile', 'dog']",dog
469,7,"['ship', 'bird', 'truck', 'dog']",truck
470,7,"['bird', 'truck', 'dog', 'ship']",truck
471,5,"['bird', 'deer', 'cat', 'truck']",truck
472,9,"['ship', 'bird', 'deer', 'horse']",bird
473,6,"['deer', 'truck', 'bird', 'cat']",truck
474,2,"['horse', 'frog', 'dog', 'truck']",truck
475,8,"['deer', 'bird', 'dog', 'automobile']",automobile
476,3,"['horse', 'bird', 'deer', 'truck']",truck
477,4,"['truck', 'bird', 'ship', 'dog']",ship
478,7,"['dog', 'bird', 'truck', 'ship']",truck
479,3,"['bird', 'horse', 'deer', 'truck']",truck
480,9,"['ship', 'bird', 'horse', 'deer']",bird
481,0,"['truck', 'ship', 'automobile', 'dog']",dog
482,1,"['horse', 'ship', 'bird', 'deer']",ship
483,2,"['dog', 'truck', 'frog', 'horse']",truck
484,4,"['dog', 'ship', 'truck', 'bird']",ship
485,8,"['dog', 'automobile', 'bird', 'deer']",deer
486,1,"['ship', 'deer', 'bird', 'horse']",bird
487,8,"['dog', 'deer', 'bird', 'automobile']",automobile
488,6,"['cat', 'truck', 'deer', 'bird']",truck
489,4,"['dog', 'bird', 'ship', 'truck']",ship
490,4,"['truck', 'dog', 'ship', 'bird']",ship
491,5,"['truck', 'deer', 'bird', 'cat']",truck
492,7,"['bird', 'truck', 'dog', 'ship']",truck
493,1,"['ship', 'horse', 'bird', 'deer']",bird
