index,true_label,candidate_labels,complementary_label
74,2,"['re'; 'ma'; 'o'; 'ki']",o
75,1,"['ha'; 'su'; 'ki'; 'tsu']",su
76,0,"['ki'; 'wo'; 'o'; 'na']",na
77,4,"['ha'; 'o'; 'tsu'; 're']",tsu
78,8,"['su'; 'o'; 'tsu'; 'ha']",ha
79,2,"['ma'; 'ki'; 'o'; 're']",o
80,3,"['tsu'; 'o'; 're'; 'ki']",o
81,6,"['ma'; 'na'; 'o'; 'wo']",na
82,9,"['ma'; 'su'; 'wo'; 'ki']",ki
83,9,"['wo'; 'ki'; 'su'; 'ma']",ki
84,6,"['ma'; 'na'; 'o'; 'wo']",na
85,5,"['ma'; 're'; 'ya'; 'tsu']",tsu
86,6,"['ma'; 'na'; 'wo'; 'o']",na
87,1,"['ki'; 'tsu'; 'su'; 'ha']",ha
88,0,"['wo'; 'na'; 'o'; 'ki']",na
89,7,"['wo'; 'su'; 'ma'; 'ha']",ha
90,2,"['ma'; 'ki'; 'o'; 're']",re
91,2,"['ki'; 'ma'; 'o'; 're']",o
92,8,"['tsu'; 'o'; 'ha'; 'su']",ha
93,0,"['ki'; 'wo'; 'na'; 'o']",na
94,1,"['su'; 'ki'; 'tsu'; 'ha']",ha
95,8,"['tsu'; 'o'; 'ha'; 'su']",o
96,6,"['wo'; 'ma'; 'o'; 'na']",na
97,6,"['ma'; 'na'; 'o'; 'wo']",na
98,3,"['ki'; 'tsu'; 'o'; 're']",o
99,5,"['ya'; 'ma'; 're'; 'tsu']",tsu
100,0,"['wo'; 'ki'; 'na'; 'o']",na
101,9,"['ma'; 'ki'; 'su'; 'wo']",ki
102,6,"['o'; 'wo'; 'na'; 'ma']",na
103,9,"['su'; 'wo'; 'ma'; 'ki']",ki
104,8,"['su'; 'ha'; 'tsu'; 'o']",su
105,2,"['o'; 'ki'; 're'; 'ma']",ki
106,1,"['ki'; 'ha'; 'tsu'; 'su']",tsu
107,3,"['re'; 'tsu'; 'ki'; 'o']",tsu
108,9,"['ma'; 'su'; 'ki'; 'wo']",ki
109,4,"['ha'; 're'; 'tsu'; 'o']",tsu
110,6,"['na'; 'wo'; 'ma'; 'o']",na
111,5,"['tsu'; 'ma'; 're'; 'ya']",ya
112,3,"['tsu'; 're'; 'o'; 'ki']",o
113,4,"['tsu'; 'ha'; 'o'; 're']",ha
114,7,"['su'; 'ma'; 'ha'; 'wo']",wo
115,0,"['o'; 'ki'; 'wo'; 'na']",na
116,4,"['re'; 'ha'; 'tsu'; 'o']",tsu
117,8,"['su'; 'o'; 'ha'; 'tsu']",su
118,6,"['na'; 'o'; 'ma'; 'wo']",na
119,5,"['ma'; 'tsu'; 'ya'; 're']",ya
120,5,"['re'; 'tsu'; 'ma'; 'ya']",ya
121,4,"['ha'; 'o'; 're'; 'tsu']",tsu
122,2,"['re'; 'ki'; 'o'; 'ma']",o
123,2,"['o'; 're'; 'ma'; 'ki']",re
124,2,"['re'; 'ki'; 'o'; 'ma']",o
125,5,"['re'; 'ma'; 'tsu'; 'ya']",ya
126,6,"['o'; 'ma'; 'wo'; 'na']",na
127,6,"['ma'; 'wo'; 'na'; 'o']",na
128,8,"['su'; 'o'; 'ha'; 'tsu']",su
129,1,"['tsu'; 'ki'; 'ha'; 'su']",ki
130,5,"['ya'; 'ma'; 're'; 'tsu']",tsu
131,5,"['ma'; 'ya'; 're'; 'tsu']",tsu
132,6,"['o'; 'na'; 'wo'; 'ma']",na
133,2,"['ki'; 'o'; 'ma'; 're']",o
134,9,"['ki'; 'wo'; 'ma'; 'su']",wo
135,2,"['ki'; 'o'; 're'; 'ma']",re
136,0,"['wo'; 'na'; 'o'; 'ki']",na
137,5,"['ma'; 'ya'; 'tsu'; 're']",tsu
138,5,"['ma'; 're'; 'tsu'; 'ya']",tsu
139,2,"['ki'; 'o'; 're'; 'ma']",re
140,7,"['su'; 'wo'; 'ha'; 'ma']",wo
141,5,"['ma'; 'ya'; 'tsu'; 're']",tsu
142,6,"['o'; 'na'; 'ma'; 'wo']",na
143,8,"['o'; 'su'; 'ha'; 'tsu']",ha
144,8,"['o'; 'ha'; 'su'; 'tsu']",ha
145,0,"['wo'; 'ki'; 'na'; 'o']",na
146,3,"['o'; 'tsu'; 're'; 'ki']",tsu
147,4,"['o'; 'tsu'; 're'; 'ha']",tsu
148,5,"['ma'; 're'; 'ya'; 'tsu']",tsu
149,6,"['na'; 'o'; 'ma'; 'wo']",na
150,3,"['ki'; 'tsu'; 're'; 'o']",re
151,5,"['ma'; 'ya'; 're'; 'tsu']",tsu
152,0,"['wo'; 'na'; 'o'; 'ki']",na
153,1,"['su'; 'ha'; 'tsu'; 'ki']",ha
154,4,"['re'; 'ha'; 'tsu'; 'o']",tsu
155,4,"['o'; 'ha'; 're'; 'tsu']",tsu
156,7,"['su'; 'ma'; 'wo'; 'ha']",wo
157,7,"['ma'; 'ha'; 'su'; 'wo']",wo
158,7,"['su'; 'ha'; 'ma'; 'wo']",wo
159,8,"['tsu'; 'ha'; 'su'; 'o']",ha
160,6,"['na'; 'ma'; 'o'; 'wo']",na
161,6,"['wo'; 'o'; 'na'; 'ma']",na
162,5,"['tsu'; 're'; 'ya'; 'ma']",ya
163,2,"['ma'; 're'; 'ki'; 'o']",o
164,7,"['su'; 'wo'; 'ha'; 'ma']",wo
165,5,"['ma'; 'ya'; 'tsu'; 're']",tsu
166,2,"['re'; 'o'; 'ma'; 'ki']",re
167,1,"['su'; 'ki'; 'tsu'; 'ha']",ha
168,8,"['su'; 'tsu'; 'ha'; 'o']",ha
169,1,"['ha'; 'ki'; 'su'; 'tsu']",ki
170,5,"['tsu'; 'ya'; 'ma'; 're']",ya
171,5,"['tsu'; 're'; 'ya'; 'ma']",tsu
172,3,"['ki'; 're'; 'tsu'; 'o']",tsu
173,6,"['ma'; 'na'; 'wo'; 'o']",na
174,1,"['ha'; 'su'; 'ki'; 'tsu']",su
175,0,"['o'; 'wo'; 'na'; 'ki']",na
176,1,"['ha'; 'ki'; 'su'; 'tsu']",ki
177,0,"['o'; 'ki'; 'wo'; 'na']",na
178,3,"['tsu'; 'ki'; 're'; 'o']",ki
179,7,"['wo'; 'su'; 'ma'; 'ha']",ha
180,0,"['ki'; 'wo'; 'na'; 'o']",na
181,9,"['su'; 'wo'; 'ma'; 'ki']",wo
182,9,"['wo'; 'ma'; 'ki'; 'su']",ki
183,8,"['tsu'; 'su'; 'ha'; 'o']",ha
184,0,"['wo'; 'na'; 'ki'; 'o']",na
185,0,"['o'; 'ki'; 'wo'; 'na']",na
186,0,"['wo'; 'ki'; 'na'; 'o']",na
187,9,"['ki'; 'wo'; 'su'; 'ma']",su
188,5,"['ma'; 'tsu'; 're'; 'ya']",ya
189,9,"['wo'; 'ki'; 'ma'; 'su']",ki
190,6,"['wo'; 'ma'; 'o'; 'na']",na
191,5,"['re'; 'ma'; 'ya'; 'tsu']",tsu
192,4,"['o'; 're'; 'tsu'; 'ha']",ha
193,5,"['ya'; 'ma'; 're'; 'tsu']",tsu
194,3,"['o'; 'ki'; 're'; 'tsu']",tsu
195,8,"['o'; 'su'; 'ha'; 'tsu']",su
196,8,"['ha'; 'su'; 'o'; 'tsu']",su
197,3,"['o'; 're'; 'ki'; 'tsu']",tsu
198,6,"['na'; 'wo'; 'ma'; 'o']",na
199,0,"['o'; 'wo'; 'ki'; 'na']",na
200,8,"['tsu'; 'o'; 'ha'; 'su']",o
201,4,"['re'; 'ha'; 'tsu'; 'o']",tsu
202,5,"['tsu'; 're'; 'ma'; 'ya']",tsu
203,7,"['ha'; 'su'; 'ma'; 'wo']",wo
204,0,"['ki'; 'na'; 'wo'; 'o']",na
205,8,"['o'; 'su'; 'ha'; 'tsu']",su
206,4,"['ha'; 'o'; 'tsu'; 're']",tsu
207,5,"['re'; 'ya'; 'ma'; 'tsu']",tsu
208,1,"['su'; 'ki'; 'ha'; 'tsu']",ha
209,1,"['ki'; 'tsu'; 'su'; 'ha']",ha
210,2,"['ma'; 're'; 'ki'; 'o']",ki
211,3,"['o'; 'tsu'; 're'; 'ki']",re
212,8,"['ha'; 'tsu'; 'o'; 'su']",tsu
213,7,"['ma'; 'su'; 'ha'; 'wo']",wo
214,3,"['tsu'; 'o'; 're'; 'ki']",o
215,7,"['ma'; 'ha'; 'su'; 'wo']",wo
216,4,"['re'; 'tsu'; 'ha'; 'o']",ha
217,7,"['wo'; 'ma'; 'su'; 'ha']",ha
218,2,"['o'; 'ki'; 're'; 'ma']",re
219,9,"['su'; 'ki'; 'wo'; 'ma']",ki
220,1,"['tsu'; 'ki'; 'su'; 'ha']",ha
221,7,"['ha'; 'wo'; 'ma'; 'su']",wo
222,9,"['ma'; 'wo'; 'ki'; 'su']",ki
223,5,"['tsu'; 'ya'; 'ma'; 're']",ya
224,7,"['wo'; 'ma'; 'su'; 'ha']",ha
225,4,"['o'; 're'; 'ha'; 'tsu']",ha
226,6,"['o'; 'wo'; 'ma'; 'na']",na
227,9,"['su'; 'wo'; 'ki'; 'ma']",ki
228,0,"['wo'; 'o'; 'ki'; 'na']",na
229,1,"['tsu'; 'ha'; 'ki'; 'su']",ha
230,0,"['ki'; 'wo'; 'o'; 'na']",na
231,1,"['ha'; 'tsu'; 'su'; 'ki']",tsu
232,2,"['ma'; 'o'; 'ki'; 're']",o
233,6,"['o'; 'wo'; 'ma'; 'na']",na
234,5,"['ya'; 'ma'; 'tsu'; 're']",tsu
235,9,"['ma'; 'wo'; 'su'; 'ki']",wo
236,0,"['na'; 'wo'; 'ki'; 'o']",na
237,5,"['re'; 'ma'; 'tsu'; 'ya']",ya
238,7,"['su'; 'ha'; 'wo'; 'ma']",wo
239,0,"['o'; 'na'; 'wo'; 'ki']",na
240,6,"['wo'; 'na'; 'o'; 'ma']",na
241,8,"['o'; 'su'; 'tsu'; 'ha']",ha
242,2,"['ki'; 'o'; 'ma'; 're']",o
243,1,"['tsu'; 'su'; 'ki'; 'ha']",ha
244,9,"['su'; 'ki'; 'ma'; 'wo']",ki
245,7,"['wo'; 'su'; 'ma'; 'ha']",ha
246,7,"['ha'; 'ma'; 'su'; 'wo']",wo
247,9,"['ma'; 'ki'; 'wo'; 'su']",ki
248,8,"['su'; 'o'; 'ha'; 'tsu']",su
249,6,"['wo'; 'na'; 'o'; 'ma']",na
250,6,"['o'; 'ma'; 'wo'; 'na']",na
251,1,"['ha'; 'su'; 'tsu'; 'ki']",su
252,9,"['ma'; 'wo'; 'ki'; 'su']",ki
253,1,"['tsu'; 'ha'; 'su'; 'ki']",ha
254,0,"['wo'; 'ki'; 'na'; 'o']",na
255,8,"['o'; 'tsu'; 'su'; 'ha']",tsu
256,5,"['ma'; 'ya'; 'tsu'; 're']",tsu
257,2,"['re'; 'o'; 'ma'; 'ki']",re
258,7,"['su'; 'ma'; 'ha'; 'wo']",wo
259,1,"['su'; 'tsu'; 'ha'; 'ki']",ha
260,4,"['ha'; 'tsu'; 'o'; 're']",o
261,5,"['tsu'; 're'; 'ma'; 'ya']",re
262,0,"['na'; 'ki'; 'o'; 'wo']",na
263,5,"['ya'; 're'; 'tsu'; 'ma']",tsu
264,4,"['re'; 'o'; 'tsu'; 'ha']",ha
265,7,"['ma'; 'su'; 'ha'; 'wo']",wo
266,1,"['ki'; 'ha'; 'tsu'; 'su']",tsu
267,2,"['o'; 'ma'; 'ki'; 're']",re
268,3,"['ki'; 'tsu'; 're'; 'o']",re
269,7,"['ma'; 'ha'; 'wo'; 'su']",wo
270,0,"['o'; 'na'; 'wo'; 'ki']",na
271,8,"['tsu'; 'ha'; 'o'; 'su']",ha
272,5,"['tsu'; 're'; 'ma'; 'ya']",tsu
273,9,"['su'; 'wo'; 'ma'; 'ki']",ki
274,5,"['ma'; 'tsu'; 'ya'; 're']",ya
275,2,"['ki'; 'ma'; 're'; 'o']",re
276,3,"['re'; 'tsu'; 'ki'; 'o']",tsu
277,2,"['re'; 'ma'; 'o'; 'ki']",o
278,3,"['tsu'; 'o'; 'ki'; 're']",o
279,2,"['re'; 'ma'; 'o'; 'ki']",o
280,7,"['ma'; 'su'; 'wo'; 'ha']",ha
281,3,"['re'; 'o'; 'tsu'; 'ki']",tsu
282,4,"['o'; 'tsu'; 're'; 'ha']",ha
283,0,"['o'; 'ki'; 'na'; 'wo']",na
284,9,"['su'; 'wo'; 'ki'; 'ma']",wo
285,5,"['tsu'; 'ya'; 're'; 'ma']",re
286,0,"['na'; 'o'; 'wo'; 'ki']",na
287,3,"['re'; 'ki'; 'tsu'; 'o']",tsu
288,5,"['re'; 'tsu'; 'ya'; 'ma']",ya
289,4,"['tsu'; 'o'; 're'; 'ha']",o
290,6,"['ma'; 'wo'; 'na'; 'o']",na
291,3,"['tsu'; 'o'; 're'; 'ki']",o
292,8,"['su'; 'tsu'; 'o'; 'ha']",o
293,6,"['wo'; 'ma'; 'na'; 'o']",na
294,7,"['ma'; 'ha'; 'su'; 'wo']",wo
295,4,"['re'; 'ha'; 'tsu'; 'o']",re
296,7,"['wo'; 'ha'; 'su'; 'ma']",su
297,1,"['ha'; 'su'; 'tsu'; 'ki']",su
298,8,"['ha'; 'o'; 'su'; 'tsu']",o
299,4,"['o'; 'ha'; 'tsu'; 're']",re
300,1,"['su'; 'ha'; 'ki'; 'tsu']",su
301,8,"['ha'; 'o'; 'su'; 'tsu']",o
302,8,"['o'; 'su'; 'tsu'; 'ha']",ha
303,3,"['ki'; 'o'; 'tsu'; 're']",tsu
304,9,"['wo'; 'ma'; 'su'; 'ki']",ki
305,8,"['tsu'; 'o'; 'su'; 'ha']",ha
306,6,"['o'; 'na'; 'ma'; 'wo']",na
307,8,"['su'; 'tsu'; 'o'; 'ha']",o
308,0,"['ki'; 'na'; 'wo'; 'o']",na
309,0,"['ki'; 'o'; 'wo'; 'na']",na
310,7,"['ha'; 'ma'; 'su'; 'wo']",wo
311,4,"['o'; 'tsu'; 'ha'; 're']",tsu
312,7,"['wo'; 'ma'; 'su'; 'ha']",ha
313,1,"['tsu'; 'ki'; 'su'; 'ha']",ki
314,2,"['ki'; 'ma'; 'o'; 're']",o
315,4,"['re'; 'ha'; 'tsu'; 'o']",re
316,4,"['re'; 'tsu'; 'o'; 'ha']",ha
317,2,"['ma'; 're'; 'o'; 'ki']",o
318,4,"['tsu'; 'o'; 'ha'; 're']",o
319,4,"['re'; 'tsu'; 'ha'; 'o']",ha
320,6,"['wo'; 'na'; 'ma'; 'o']",na
321,4,"['o'; 're'; 'ha'; 'tsu']",tsu
322,5,"['ya'; 're'; 'ma'; 'tsu']",tsu
323,9,"['su'; 'wo'; 'ki'; 'ma']",wo
324,3,"['re'; 'ki'; 'o'; 'tsu']",tsu
325,4,"['re'; 'o'; 'ha'; 'tsu']",tsu
326,2,"['ma'; 'o'; 're'; 'ki']",re
327,4,"['re'; 'ha'; 'tsu'; 'o']",tsu
328,1,"['ha'; 'ki'; 'su'; 'tsu']",ki
329,5,"['ya'; 'tsu'; 're'; 'ma']",re
330,5,"['tsu'; 're'; 'ya'; 'ma']",ya
331,2,"['ma'; 're'; 'o'; 'ki']",re
332,2,"['ki'; 'o'; 'ma'; 're']",re
333,9,"['su'; 'wo'; 'ki'; 'ma']",ki
334,3,"['ki'; 'o'; 'tsu'; 're']",tsu
335,4,"['tsu'; 're'; 'ha'; 'o']",re
336,4,"['o'; 'ha'; 'tsu'; 're']",tsu
337,9,"['wo'; 'ki'; 'ma'; 'su']",ki
338,7,"['wo'; 'su'; 'ma'; 'ha']",ha
339,8,"['tsu'; 'o'; 'su'; 'ha']",ha
340,8,"['o'; 'ha'; 'tsu'; 'su']",tsu
341,1,"['su'; 'ki'; 'ha'; 'tsu']",ha
342,8,"['o'; 'su'; 'tsu'; 'ha']",ha
343,9,"['ki'; 'ma'; 'su'; 'wo']",su
344,9,"['ki'; 'ma'; 'wo'; 'su']",wo
345,3,"['tsu'; 'ki'; 're'; 'o']",re
346,5,"['tsu'; 'ma'; 're'; 'ya']",tsu
347,6,"['na'; 'o'; 'ma'; 'wo']",na
348,2,"['o'; 'ma'; 're'; 'ki']",re
349,4,"['o'; 'tsu'; 'ha'; 're']",tsu
350,6,"['na'; 'ma'; 'o'; 'wo']",na
351,8,"['su'; 'tsu'; 'o'; 'ha']",o
352,0,"['wo'; 'na'; 'ki'; 'o']",na
353,9,"['wo'; 'su'; 'ki'; 'ma']",su
354,6,"['o'; 'na'; 'wo'; 'ma']",na
355,3,"['ki'; 'o'; 're'; 'tsu']",tsu
356,8,"['tsu'; 'o'; 'ha'; 'su']",ha
357,3,"['o'; 'ki'; 'tsu'; 're']",tsu
358,3,"['tsu'; 're'; 'ki'; 'o']",re
359,4,"['re'; 'tsu'; 'ha'; 'o']",ha
360,4,"['tsu'; 'ha'; 're'; 'o']",ha
361,4,"['o'; 're'; 'ha'; 'tsu']",tsu
362,7,"['su'; 'ma'; 'ha'; 'wo']",wo
363,7,"['wo'; 'ha'; 'su'; 'ma']",su
364,2,"['ki'; 're'; 'o'; 'ma']",re
365,5,"['ma'; 'ya'; 're'; 'tsu']",tsu
366,3,"['o'; 'ki'; 'tsu'; 're']",re
367,6,"['ma'; 'o'; 'wo'; 'na']",na
368,5,"['ma'; 'ya'; 're'; 'tsu']",tsu
369,3,"['tsu'; 'ki'; 're'; 'o']",tsu
370,4,"['re'; 'ha'; 'o'; 'tsu']",tsu
371,1,"['su'; 'tsu'; 'ki'; 'ha']",ha
372,2,"['o'; 're'; 'ki'; 'ma']",re
373,9,"['ma'; 'ki'; 'su'; 'wo']",ki
374,9,"['ki'; 'su'; 'ma'; 'wo']",su
375,5,"['re'; 'ma'; 'tsu'; 'ya']",ya
376,4,"['o'; 'ha'; 'tsu'; 're']",tsu
377,8,"['o'; 'ha'; 'su'; 'tsu']",su
378,3,"['re'; 'o'; 'ki'; 'tsu']",tsu
379,6,"['wo'; 'na'; 'ma'; 'o']",na
380,3,"['o'; 'ki'; 're'; 'tsu']",tsu
381,2,"['ki'; 're'; 'o'; 'ma']",o
382,5,"['ma'; 'ya'; 'tsu'; 're']",ya
383,8,"['su'; 'o'; 'tsu'; 'ha']",ha
384,3,"['ki'; 're'; 'o'; 'tsu']",tsu
385,6,"['ma'; 'o'; 'na'; 'wo']",na
386,9,"['ma'; 'wo'; 'su'; 'ki']",wo
387,0,"['wo'; 'ki'; 'o'; 'na']",ki
388,5,"['re'; 'ma'; 'tsu'; 'ya']",ya
389,8,"['su'; 'o'; 'ha'; 'tsu']",su
390,6,"['wo'; 'o'; 'na'; 'ma']",na
391,1,"['su'; 'ha'; 'tsu'; 'ki']",ha
392,5,"['tsu'; 're'; 'ya'; 'ma']",tsu
393,0,"['ki'; 'wo'; 'o'; 'na']",na
394,8,"['ha'; 'o'; 'su'; 'tsu']",su
395,0,"['o'; 'na'; 'wo'; 'ki']",na
396,3,"['tsu'; 'ki'; 're'; 'o']",ki
397,5,"['re'; 'tsu'; 'ya'; 'ma']",ma
398,3,"['o'; 'tsu'; 're'; 'ki']",tsu
399,9,"['ma'; 'wo'; 'ki'; 'su']",ki
400,9,"['wo'; 'ma'; 'ki'; 'su']",ki
401,2,"['ma'; 'ki'; 'o'; 're']",o
402,0,"['ki'; 'wo'; 'o'; 'na']",na
403,5,"['ma'; 'tsu'; 'ya'; 're']",ya
404,2,"['re'; 'ma'; 'o'; 'ki']",o
405,4,"['o'; 'tsu'; 're'; 'ha']",tsu
406,8,"['o'; 'tsu'; 'su'; 'ha']",tsu
407,9,"['su'; 'ma'; 'wo'; 'ki']",ki
408,9,"['wo'; 'ki'; 'ma'; 'su']",ki
409,9,"['ki'; 'su'; 'ma'; 'wo']",su
410,3,"['ki'; 'o'; 're'; 'tsu']",tsu
411,7,"['ma'; 'su'; 'ha'; 'wo']",wo
412,4,"['o'; 're'; 'ha'; 'tsu']",ha
413,6,"['o'; 'na'; 'wo'; 'ma']",na
414,5,"['tsu'; 'ma'; 'ya'; 're']",re
415,3,"['ki'; 'o'; 'tsu'; 're']",tsu
416,1,"['ha'; 'su'; 'ki'; 'tsu']",su
417,6,"['wo'; 'o'; 'na'; 'ma']",na
418,8,"['tsu'; 'su'; 'o'; 'ha']",ha
419,0,"['wo'; 'ki'; 'o'; 'na']",na
420,4,"['re'; 'ha'; 'o'; 'tsu']",tsu
421,3,"['tsu'; 're'; 'o'; 'ki']",o
422,6,"['na'; 'ma'; 'wo'; 'o']",na
423,1,"['ki'; 'su'; 'ha'; 'tsu']",su
424,0,"['ki'; 'wo'; 'na'; 'o']",na
425,7,"['ma'; 'ha'; 'su'; 'wo']",wo
426,7,"['ma'; 'ha'; 'su'; 'wo']",wo
427,2,"['ma'; 'ki'; 're'; 'o']",re
428,2,"['ma'; 'ki'; 'o'; 're']",o
429,3,"['re'; 'o'; 'tsu'; 'ki']",tsu
430,3,"['o'; 'ki'; 're'; 'tsu']",re
431,2,"['re'; 'o'; 'ki'; 'ma']",o
432,5,"['re'; 'ma'; 'tsu'; 'ya']",tsu
433,8,"['o'; 'su'; 'tsu'; 'ha']",ha
434,0,"['o'; 'na'; 'wo'; 'ki']",na
435,6,"['o'; 'na'; 'wo'; 'ma']",na
436,7,"['ma'; 'su'; 'ha'; 'wo']",wo
437,7,"['wo'; 'ma'; 'su'; 'ha']",ha
438,4,"['re'; 'tsu'; 'ha'; 'o']",tsu
439,8,"['su'; 'ha'; 'o'; 'tsu']",su
440,6,"['o'; 'wo'; 'na'; 'ma']",na
441,0,"['o'; 'ki'; 'wo'; 'na']",na
442,4,"['ha'; 're'; 'o'; 'tsu']",tsu
443,4,"['re'; 'ha'; 'tsu'; 'o']",tsu
444,8,"['su'; 'tsu'; 'o'; 'ha']",o
445,6,"['o'; 'ma'; 'na'; 'wo']",na
446,7,"['ha'; 'wo'; 'ma'; 'su']",wo
447,9,"['ki'; 'wo'; 'ma'; 'su']",wo
448,0,"['wo'; 'ki'; 'na'; 'o']",na
449,2,"['re'; 'o'; 'ma'; 'ki']",ki
450,0,"['ki'; 'na'; 'wo'; 'o']",na
451,8,"['su'; 'tsu'; 'o'; 'ha']",o
452,5,"['tsu'; 're'; 'ma'; 'ya']",re
453,2,"['o'; 'ki'; 're'; 'ma']",re
454,6,"['na'; 'ma'; 'wo'; 'o']",na
455,8,"['ha'; 'o'; 'tsu'; 'su']",tsu
456,9,"['ki'; 'su'; 'ma'; 'wo']",su
457,1,"['su'; 'ha'; 'ki'; 'tsu']",su
458,2,"['ki'; 're'; 'ma'; 'o']",re
459,2,"['re'; 'o'; 'ma'; 'ki']",o
460,9,"['wo'; 'ki'; 'su'; 'ma']",ki
461,2,"['ma'; 'o'; 're'; 'ki']",re
462,6,"['ma'; 'na'; 'wo'; 'o']",na
463,2,"['o'; 're'; 'ma'; 'ki']",re
464,7,"['ma'; 'su'; 'wo'; 'ha']",ha
465,1,"['ha'; 'tsu'; 'su'; 'ki']",tsu
466,9,"['ma'; 'ki'; 'wo'; 'su']",ki
467,9,"['ma'; 'wo'; 'ki'; 'su']",ki
468,8,"['ha'; 'tsu'; 'o'; 'su']",o
469,9,"['su'; 'ma'; 'wo'; 'ki']",ki
470,4,"['o'; 'tsu'; 're'; 'ha']",re
471,7,"['ha'; 'wo'; 'su'; 'ma']",wo
472,0,"['o'; 'na'; 'ki'; 'wo']",na
473,3,"['tsu'; 're'; 'ki'; 'o']",tsu
474,5,"['ya'; 'tsu'; 're'; 'ma']",tsu
