index,true_label,candidate_labels,complementary_label
34,9,"['ki'; 're'; 'o'; 'ma'; 'na']",na
35,5,"['tsu'; 'ha'; 'na'; 'o'; 'su']",na
36,8,"['na'; 'ha'; 'tsu'; 'o'; 'wo']",na
37,0,"['ma'; 'na'; 'ki'; 'wo'; 'o']",na
38,0,"['na'; 'ki'; 'ma'; 'o'; 'wo']",na
39,8,"['ha'; 'wo'; 'tsu'; 'o'; 'na']",tsu
40,8,"['na'; 'tsu'; 'o'; 'ha'; 'wo']",na
41,6,"['ki'; 'ya'; 'su'; 'ha'; 'na']",na
42,7,"['ma'; 'ki'; 'o'; 'wo'; 'su']",ki
43,7,"['su'; 'o'; 'ki'; 'ma'; 'wo']",o
44,7,"['ki'; 'wo'; 'su'; 'o'; 'ma']",o
45,8,"['tsu'; 'wo'; 'ha'; 'o'; 'na']",na
46,1,"['na'; 'tsu'; 're'; 'su'; 'ki']",na
47,9,"['ki'; 'o'; 'ma'; 're'; 'na']",na
48,6,"['su'; 'ha'; 'ki'; 'ya'; 'na']",na
49,0,"['na'; 'ma'; 'ki'; 'wo'; 'o']",na
50,5,"['na'; 'tsu'; 'o'; 'su'; 'ha']",na
51,1,"['re'; 'na'; 'tsu'; 'ki'; 'su']",tsu
52,1,"['ki'; 'na'; 'tsu'; 're'; 'su']",na
53,1,"['re'; 'ki'; 'na'; 'su'; 'tsu']",na
54,3,"['re'; 'tsu'; 'o'; 'ma'; 'ha']",ha
55,2,"['ya'; 'wo'; 'ma'; 'ki'; 'o']",wo
56,2,"['wo'; 'o'; 'ya'; 'ma'; 'ki']",ki
57,6,"['ki'; 'ha'; 'na'; 'su'; 'ya']",na
58,4,"['ma'; 'ya'; 'tsu'; 're'; 'na']",ya
59,3,"['ma'; 'ha'; 're'; 'o'; 'tsu']",tsu
60,5,"['o'; 'su'; 'ha'; 'na'; 'tsu']",na
61,5,"['tsu'; 'o'; 'na'; 'ha'; 'su']",na
62,4,"['tsu'; 're'; 'ya'; 'ma'; 'na']",tsu
63,6,"['na'; 'ha'; 'ya'; 'su'; 'ki']",na
64,6,"['ha'; 'ya'; 'na'; 'ki'; 'su']",na
65,1,"['na'; 'tsu'; 'su'; 'ki'; 're']",tsu
66,7,"['wo'; 'ki'; 'o'; 'su'; 'ma']",ki
67,8,"['tsu'; 'ha'; 'wo'; 'o'; 'na']",na
68,8,"['ha'; 'na'; 'wo'; 'tsu'; 'o']",na
69,3,"['ma'; 'ha'; 'tsu'; 'o'; 're']",tsu
70,1,"['su'; 'ki'; 'na'; 'tsu'; 're']",re
71,9,"['re'; 'o'; 'na'; 'ma'; 'ki']",na
72,9,"['ma'; 're'; 'na'; 'ki'; 'o']",na
73,3,"['re'; 'o'; 'ha'; 'tsu'; 'ma']",tsu
74,2,"['ya'; 'ma'; 'o'; 'wo'; 'ki']",ki
75,1,"['tsu'; 're'; 'ki'; 'su'; 'na']",na
76,0,"['wo'; 'ki'; 'ma'; 'o'; 'na']",na
77,4,"['tsu'; 'na'; 'ma'; 'ya'; 're']",na
78,8,"['o'; 'tsu'; 'na'; 'ha'; 'wo']",na
79,2,"['wo'; 'ma'; 'ya'; 'o'; 'ki']",o
80,3,"['ha'; 'o'; 're'; 'tsu'; 'ma']",tsu
81,6,"['ya'; 'su'; 'na'; 'ha'; 'ki']",na
82,9,"['o'; 'ma'; 'na'; 're'; 'ki']",re
83,9,"['ki'; 're'; 'ma'; 'o'; 'na']",na
84,6,"['ki'; 'su'; 'na'; 'ha'; 'ya']",na
85,5,"['tsu'; 'o'; 'ha'; 'su'; 'na']",na
86,6,"['ki'; 'su'; 'ya'; 'ha'; 'na']",su
87,1,"['na'; 're'; 'ki'; 'su'; 'tsu']",su
88,0,"['ki'; 'o'; 'wo'; 'ma'; 'na']",o
89,7,"['ma'; 'wo'; 'ki'; 'su'; 'o']",ki
90,2,"['ya'; 'ki'; 'o'; 'ma'; 'wo']",ki
91,2,"['wo'; 'ya'; 'o'; 'ki'; 'ma']",ki
92,8,"['tsu'; 'ha'; 'na'; 'o'; 'wo']",na
93,0,"['wo'; 'o'; 'ma'; 'na'; 'ki']",na
94,1,"['na'; 'ki'; 'tsu'; 'su'; 're']",ki
95,8,"['na'; 'o'; 'tsu'; 'ha'; 'wo']",tsu
96,6,"['su'; 'ki'; 'ya'; 'na'; 'ha']",ha
97,6,"['ya'; 'ki'; 'su'; 'ha'; 'na']",ki
98,3,"['o'; 'tsu'; 'ma'; 're'; 'ha']",tsu
99,5,"['ha'; 'na'; 'su'; 'tsu'; 'o']",na
100,0,"['wo'; 'ki'; 'ma'; 'o'; 'na']",na
101,9,"['na'; 'ma'; 'ki'; 're'; 'o']",na
102,6,"['ki'; 'ya'; 'su'; 'na'; 'ha']",na
103,9,"['o'; 'na'; 're'; 'ki'; 'ma']",na
104,8,"['wo'; 'na'; 'tsu'; 'ha'; 'o']",na
105,2,"['ya'; 'wo'; 'ma'; 'ki'; 'o']",wo
106,1,"['ki'; 'su'; 'tsu'; 'na'; 're']",su
107,3,"['tsu'; 'ha'; 're'; 'ma'; 'o']",ha
108,9,"['o'; 'ma'; 'ki'; 're'; 'na']",na
109,4,"['na'; 'tsu'; 're'; 'ma'; 'ya']",tsu
110,6,"['ki'; 'ya'; 'su'; 'ha'; 'na']",na
111,5,"['na'; 'tsu'; 'o'; 'su'; 'ha']",na
112,3,"['o'; 'ma'; 're'; 'ha'; 'tsu']",tsu
113,4,"['na'; 'tsu'; 're'; 'ma'; 'ya']",tsu
114,7,"['su'; 'ki'; 'wo'; 'o'; 'ma']",o
115,0,"['o'; 'ki'; 'na'; 'wo'; 'ma']",na
116,4,"['ya'; 'tsu'; 're'; 'na'; 'ma']",tsu
117,8,"['ha'; 'na'; 'wo'; 'tsu'; 'o']",na
118,6,"['ha'; 'ki'; 'na'; 'ya'; 'su']",su
119,5,"['ha'; 'na'; 'su'; 'tsu'; 'o']",na
120,5,"['su'; 'tsu'; 'na'; 'ha'; 'o']",na
121,4,"['na'; 'tsu'; 'ma'; 'ya'; 're']",tsu
122,2,"['ma'; 'ki'; 'wo'; 'ya'; 'o']",ki
123,2,"['ki'; 'ya'; 'wo'; 'o'; 'ma']",wo
124,2,"['wo'; 'ya'; 'o'; 'ma'; 'ki']",ki
125,5,"['tsu'; 'ha'; 'na'; 'o'; 'su']",na
126,6,"['ya'; 'na'; 'su'; 'ha'; 'ki']",na
127,6,"['ha'; 'ki'; 'su'; 'ya'; 'na']",na
128,8,"['o'; 'wo'; 'na'; 'tsu'; 'ha']",na
129,1,"['re'; 'su'; 'na'; 'ki'; 'tsu']",su
130,5,"['na'; 'su'; 'tsu'; 'o'; 'ha']",na
131,5,"['su'; 'tsu'; 'na'; 'o'; 'ha']",na
132,6,"['ya'; 'na'; 'ki'; 'ha'; 'su']",na
133,2,"['o'; 'ma'; 'ki'; 'wo'; 'ya']",ki
134,9,"['na'; 'ma'; 'o'; 'ki'; 're']",re
135,2,"['ya'; 'ki'; 'ma'; 'wo'; 'o']",ki
136,0,"['ma'; 'wo'; 'o'; 'na'; 'ki']",na
137,5,"['ha'; 'su'; 'na'; 'tsu'; 'o']",na
138,5,"['su'; 'ha'; 'tsu'; 'na'; 'o']",na
139,2,"['o'; 'ya'; 'wo'; 'ma'; 'ki']",o
140,7,"['su'; 'ki'; 'o'; 'ma'; 'wo']",ki
141,5,"['su'; 'na'; 'tsu'; 'ha'; 'o']",na
142,6,"['ki'; 'su'; 'na'; 'ya'; 'ha']",ha
143,8,"['ha'; 'o'; 'na'; 'wo'; 'tsu']",na
144,8,"['ha'; 'wo'; 'na'; 'tsu'; 'o']",tsu
145,0,"['ki'; 'na'; 'o'; 'ma'; 'wo']",na
146,3,"['ma'; 'o'; 'ha'; 're'; 'tsu']",tsu
147,4,"['ma'; 'tsu'; 'na'; 'ya'; 're']",tsu
148,5,"['ha'; 'na'; 'su'; 'o'; 'tsu']",na
149,6,"['su'; 'ya'; 'na'; 'ha'; 'ki']",na
150,3,"['o'; 're'; 'tsu'; 'ma'; 'ha']",ha
151,5,"['tsu'; 'su'; 'o'; 'ha'; 'na']",na
152,0,"['ma'; 'wo'; 'ki'; 'o'; 'na']",na
153,1,"['tsu'; 'su'; 'na'; 'ki'; 're']",na
154,4,"['re'; 'na'; 'tsu'; 'ya'; 'ma']",tsu
155,4,"['ma'; 'na'; 'ya'; 'tsu'; 're']",tsu
156,7,"['wo'; 'su'; 'ki'; 'ma'; 'o']",o
157,7,"['su'; 'ki'; 'o'; 'wo'; 'ma']",ki
158,7,"['o'; 'ki'; 'ma'; 'wo'; 'su']",ki
159,8,"['ha'; 'wo'; 'tsu'; 'o'; 'na']",na
160,6,"['su'; 'na'; 'ki'; 'ya'; 'ha']",na
161,6,"['su'; 'ki'; 'ya'; 'ha'; 'na']",ha
162,5,"['su'; 'ha'; 'na'; 'o'; 'tsu']",na
163,2,"['ki'; 'o'; 'wo'; 'ya'; 'ma']",o
164,7,"['ki'; 'o'; 'ma'; 'wo'; 'su']",o
165,5,"['su'; 'tsu'; 'na'; 'o'; 'ha']",na
166,2,"['ki'; 'ya'; 'o'; 'wo'; 'ma']",o
167,1,"['ki'; 'tsu'; 'su'; 're'; 'na']",na
168,8,"['na'; 'o'; 'wo'; 'ha'; 'tsu']",na
169,1,"['re'; 'su'; 'ki'; 'na'; 'tsu']",su
170,5,"['ha'; 'tsu'; 'o'; 'su'; 'na']",na
171,5,"['ha'; 'su'; 'o'; 'na'; 'tsu']",su
172,3,"['ha'; 'tsu'; 'o'; 're'; 'ma']",o
173,6,"['ki'; 'ya'; 'su'; 'ha'; 'na']",na
174,1,"['re'; 'su'; 'ki'; 'tsu'; 'na']",su
175,0,"['wo'; 'ki'; 'ma'; 'na'; 'o']",na
176,1,"['ki'; 'su'; 'tsu'; 're'; 'na']",su
177,0,"['na'; 'wo'; 'o'; 'ma'; 'ki']",na
178,3,"['tsu'; 'ha'; 'ma'; 'o'; 're']",ha
179,7,"['su'; 'ki'; 'ma'; 'o'; 'wo']",ki
180,0,"['o'; 'ma'; 'wo'; 'ki'; 'na']",na
181,9,"['ma'; 'na'; 'ki'; 're'; 'o']",na
182,9,"['na'; 'o'; 'ma'; 'ki'; 're']",re
183,8,"['tsu'; 'wo'; 'na'; 'ha'; 'o']",na
184,0,"['wo'; 'o'; 'na'; 'ma'; 'ki']",na
185,0,"['ma'; 'o'; 'na'; 'ki'; 'wo']",na
186,0,"['na'; 'o'; 'ki'; 'wo'; 'ma']",na
187,9,"['ki'; 're'; 'na'; 'ma'; 'o']",na
188,5,"['tsu'; 'ha'; 'o'; 'su'; 'na']",na
189,9,"['re'; 'ma'; 'ki'; 'o'; 'na']",na
190,6,"['ha'; 'na'; 'ki'; 'su'; 'ya']",na
191,5,"['na'; 'o'; 'tsu'; 'ha'; 'su']",tsu
192,4,"['na'; 're'; 'tsu'; 'ma'; 'ya']",tsu
193,5,"['ha'; 'su'; 'na'; 'tsu'; 'o']",na
194,3,"['tsu'; 'ma'; 're'; 'o'; 'ha']",ha
195,8,"['na'; 'ha'; 'tsu'; 'o'; 'wo']",na
196,8,"['wo'; 'tsu'; 'o'; 'ha'; 'na']",tsu
197,3,"['ma'; 'o'; 'tsu'; 're'; 'ha']",tsu
198,6,"['na'; 'ki'; 'su'; 'ya'; 'ha']",ha
199,0,"['ma'; 'na'; 'ki'; 'wo'; 'o']",na
200,8,"['tsu'; 'ha'; 'o'; 'wo'; 'na']",na
201,4,"['tsu'; 'ya'; 'na'; 're'; 'ma']",tsu
202,5,"['su'; 'tsu'; 'ha'; 'na'; 'o']",na
203,7,"['o'; 'ma'; 'ki'; 'su'; 'wo']",ki
204,0,"['ma'; 'ki'; 'na'; 'o'; 'wo']",na
205,8,"['o'; 'na'; 'wo'; 'ha'; 'tsu']",tsu
206,4,"['re'; 'na'; 'tsu'; 'ma'; 'ya']",tsu
207,5,"['tsu'; 'ha'; 'o'; 'su'; 'na']",na
208,1,"['na'; 'ki'; 're'; 'tsu'; 'su']",na
209,1,"['re'; 'tsu'; 'na'; 'ki'; 'su']",na
210,2,"['wo'; 'ma'; 'o'; 'ki'; 'ya']",ki
211,3,"['ha'; 'ma'; 're'; 'o'; 'tsu']",tsu
212,8,"['wo'; 'o'; 'ha'; 'tsu'; 'na']",na
213,7,"['wo'; 'ki'; 'su'; 'o'; 'ma']",ki
214,3,"['ha'; 're'; 'o'; 'ma'; 'tsu']",tsu
215,7,"['o'; 'wo'; 'ma'; 'su'; 'ki']",o
216,4,"['tsu'; 'na'; 'ma'; 'ya'; 're']",na
217,7,"['su'; 'ki'; 'o'; 'ma'; 'wo']",ki
218,2,"['ki'; 'wo'; 'ma'; 'ya'; 'o']",o
219,9,"['re'; 'na'; 'ki'; 'o'; 'ma']",na
220,1,"['ki'; 'tsu'; 'su'; 'na'; 're']",tsu
221,7,"['wo'; 'ma'; 'su'; 'ki'; 'o']",o
222,9,"['ki'; 'ma'; 'na'; 'o'; 're']",na
223,5,"['su'; 'tsu'; 'ha'; 'na'; 'o']",na
224,7,"['ki'; 'o'; 'su'; 'ma'; 'wo']",o
225,4,"['re'; 'ma'; 'tsu'; 'ya'; 'na']",tsu
226,6,"['ya'; 'ki'; 'su'; 'ha'; 'na']",ki
227,9,"['ki'; 're'; 'na'; 'o'; 'ma']",na
228,0,"['wo'; 'o'; 'ki'; 'na'; 'ma']",na
229,1,"['na'; 'su'; 'tsu'; 'ki'; 're']",su
230,0,"['o'; 'wo'; 'ki'; 'ma'; 'na']",na
231,1,"['tsu'; 'su'; 'na'; 'ki'; 're']",na
232,2,"['wo'; 'ki'; 'ma'; 'o'; 'ya']",ki
233,6,"['na'; 'ha'; 'ki'; 'su'; 'ya']",na
234,5,"['ha'; 'na'; 'o'; 'su'; 'tsu']",na
235,9,"['ki'; 'o'; 'na'; 'ma'; 're']",na
236,0,"['o'; 'ki'; 'na'; 'ma'; 'wo']",na
237,5,"['na'; 'su'; 'tsu'; 'o'; 'ha']",na
238,7,"['o'; 'ma'; 'wo'; 'ki'; 'su']",ki
239,0,"['ki'; 'ma'; 'o'; 'na'; 'wo']",na
240,6,"['na'; 'ki'; 'ya'; 'su'; 'ha']",ki
241,8,"['na'; 'ha'; 'o'; 'wo'; 'tsu']",na
242,2,"['o'; 'wo'; 'ki'; 'ma'; 'ya']",o
243,1,"['ki'; 'su'; 'na'; 'tsu'; 're']",su
244,9,"['ma'; 'o'; 'ki'; 'na'; 're']",o
245,7,"['wo'; 'su'; 'ma'; 'o'; 'ki']",o
246,7,"['ma'; 'o'; 'su'; 'ki'; 'wo']",ki
247,9,"['na'; 'o'; 're'; 'ki'; 'ma']",na
248,8,"['o'; 'ha'; 'wo'; 'na'; 'tsu']",tsu
249,6,"['na'; 'ha'; 'su'; 'ki'; 'ya']",na
250,6,"['ha'; 'ya'; 'na'; 'su'; 'ki']",na
251,1,"['su'; 're'; 'na'; 'ki'; 'tsu']",su
252,9,"['o'; 'ma'; 'na'; 'ki'; 're']",re
253,1,"['re'; 'tsu'; 'ki'; 'su'; 'na']",tsu
254,0,"['o'; 'na'; 'ki'; 'wo'; 'ma']",na
255,8,"['wo'; 'tsu'; 'na'; 'ha'; 'o']",na
256,5,"['na'; 'o'; 'tsu'; 'ha'; 'su']",na
257,2,"['ya'; 'wo'; 'o'; 'ki'; 'ma']",wo
258,7,"['ki'; 'ma'; 'su'; 'wo'; 'o']",o
259,1,"['tsu'; 'su'; 'na'; 're'; 'ki']",tsu
260,4,"['tsu'; 're'; 'ya'; 'na'; 'ma']",na
261,5,"['tsu'; 'ha'; 'su'; 'na'; 'o']",na
262,0,"['o'; 'ma'; 'wo'; 'na'; 'ki']",na
263,5,"['o'; 'na'; 'su'; 'tsu'; 'ha']",na
264,4,"['ya'; 'na'; 'tsu'; 'ma'; 're']",tsu
265,7,"['su'; 'ki'; 'wo'; 'ma'; 'o']",ki
266,1,"['su'; 'na'; 'ki'; 're'; 'tsu']",na
267,2,"['o'; 'ma'; 'ki'; 'ya'; 'wo']",o
268,3,"['ma'; 'o'; 're'; 'ha'; 'tsu']",tsu
269,7,"['o'; 'wo'; 'ki'; 'su'; 'ma']",ki
270,0,"['wo'; 'na'; 'o'; 'ma'; 'ki']",na
271,8,"['na'; 'o'; 'ha'; 'tsu'; 'wo']",na
272,5,"['ha'; 'su'; 'tsu'; 'o'; 'na']",na
273,9,"['re'; 'ki'; 'o'; 'na'; 'ma']",na
274,5,"['tsu'; 'ha'; 'o'; 'su'; 'na']",na
275,2,"['o'; 'ki'; 'ya'; 'ma'; 'wo']",ki
276,3,"['ha'; 'o'; 'tsu'; 'ma'; 're']",tsu
277,2,"['ki'; 'ya'; 'o'; 'ma'; 'wo']",o
278,3,"['ha'; 're'; 'ma'; 'tsu'; 'o']",tsu
279,2,"['ya'; 'ma'; 'wo'; 'ki'; 'o']",wo
280,7,"['ki'; 'o'; 'ma'; 'wo'; 'su']",o
281,3,"['ma'; 'tsu'; 'o'; 'ha'; 're']",o
282,4,"['na'; 're'; 'tsu'; 'ya'; 'ma']",ma
283,0,"['wo'; 'o'; 'na'; 'ma'; 'ki']",na
284,9,"['o'; 'na'; 're'; 'ma'; 'ki']",na
285,5,"['tsu'; 'ha'; 'o'; 'su'; 'na']",na
286,0,"['ma'; 'o'; 'wo'; 'ki'; 'na']",o
287,3,"['re'; 'o'; 'tsu'; 'ha'; 'ma']",ha
288,5,"['na'; 'su'; 'ha'; 'tsu'; 'o']",na
289,4,"['ya'; 're'; 'tsu'; 'na'; 'ma']",tsu
290,6,"['su'; 'ya'; 'ha'; 'ki'; 'na']",na
291,3,"['tsu'; 'ha'; 'o'; 'ma'; 're']",ha
292,8,"['tsu'; 'ha'; 'o'; 'na'; 'wo']",ha
293,6,"['ha'; 'na'; 'ya'; 'ki'; 'su']",na
294,7,"['wo'; 'ma'; 'su'; 'o'; 'ki']",o
295,4,"['na'; 're'; 'tsu'; 'ya'; 'ma']",ya
296,7,"['su'; 'o'; 'wo'; 'ma'; 'ki']",o
297,1,"['ki'; 're'; 'na'; 'su'; 'tsu']",na
298,8,"['tsu'; 'na'; 'ha'; 'o'; 'wo']",na
299,4,"['na'; 're'; 'ma'; 'tsu'; 'ya']",tsu
300,1,"['ki'; 'na'; 're'; 'tsu'; 'su']",tsu
301,8,"['na'; 'tsu'; 'o'; 'wo'; 'ha']",na
302,8,"['wo'; 'na'; 'tsu'; 'ha'; 'o']",na
303,3,"['re'; 'ha'; 'tsu'; 'ma'; 'o']",tsu
304,9,"['na'; 'ma'; 're'; 'o'; 'ki']",o
305,8,"['o'; 'wo'; 'na'; 'ha'; 'tsu']",na
306,6,"['su'; 'ya'; 'ki'; 'na'; 'ha']",ha
307,8,"['wo'; 'na'; 'o'; 'ha'; 'tsu']",na
308,0,"['ma'; 'ki'; 'wo'; 'o'; 'na']",na
309,0,"['o'; 'wo'; 'na'; 'ma'; 'ki']",na
310,7,"['ki'; 'wo'; 'o'; 'su'; 'ma']",o
311,4,"['tsu'; 'na'; 're'; 'ya'; 'ma']",na
312,7,"['ki'; 'o'; 'su'; 'ma'; 'wo']",o
313,1,"['su'; 'na'; 'ki'; 'tsu'; 're']",na
314,2,"['o'; 'ma'; 'ya'; 'ki'; 'wo']",o
315,4,"['na'; 'ya'; 're'; 'tsu'; 'ma']",tsu
316,4,"['ma'; 're'; 'na'; 'tsu'; 'ya']",tsu
317,2,"['wo'; 'ya'; 'ki'; 'ma'; 'o']",ki
318,4,"['ya'; 'tsu'; 'ma'; 're'; 'na']",tsu
319,4,"['ma'; 'ya'; 're'; 'tsu'; 'na']",tsu
320,6,"['su'; 'na'; 'ki'; 'ha'; 'ya']",na
321,4,"['ya'; 'tsu'; 're'; 'na'; 'ma']",tsu
322,5,"['tsu'; 'su'; 'na'; 'ha'; 'o']",na
323,9,"['na'; 'o'; 'ki'; 'ma'; 're']",na
324,3,"['ha'; 're'; 'ma'; 'o'; 'tsu']",tsu
325,4,"['ma'; 're'; 'ya'; 'tsu'; 'na']",tsu
326,2,"['ma'; 'wo'; 'ki'; 'ya'; 'o']",ki
327,4,"['na'; 'ma'; 'ya'; 're'; 'tsu']",tsu
328,1,"['tsu'; 'ki'; 're'; 'na'; 'su']",ki
329,5,"['su'; 'tsu'; 'ha'; 'na'; 'o']",na
330,5,"['tsu'; 'ha'; 'na'; 'o'; 'su']",na
331,2,"['o'; 'ma'; 'ya'; 'wo'; 'ki']",o
332,2,"['wo'; 'ki'; 'ya'; 'o'; 'ma']",ki
333,9,"['na'; 're'; 'o'; 'ki'; 'ma']",na
334,3,"['o'; 'ha'; 'tsu'; 'ma'; 're']",tsu
335,4,"['ma'; 'na'; 'tsu'; 'ya'; 're']",ya
336,4,"['ya'; 'tsu'; 'na'; 're'; 'ma']",na
337,9,"['re'; 'ki'; 'ma'; 'na'; 'o']",na
338,7,"['ki'; 'ma'; 'wo'; 'su'; 'o']",o
339,8,"['wo'; 'tsu'; 'o'; 'na'; 'ha']",na
340,8,"['ha'; 'o'; 'tsu'; 'na'; 'wo']",na
341,1,"['ki'; 'su'; 're'; 'na'; 'tsu']",su
342,8,"['o'; 'wo'; 'ha'; 'tsu'; 'na']",na
343,9,"['na'; 're'; 'o'; 'ma'; 'ki']",na
344,9,"['ki'; 're'; 'ma'; 'na'; 'o']",na
345,3,"['tsu'; 'o'; 're'; 'ha'; 'ma']",o
346,5,"['ha'; 'na'; 'o'; 'su'; 'tsu']",na
347,6,"['na'; 'ki'; 'ha'; 'su'; 'ya']",na
348,2,"['ya'; 'wo'; 'o'; 'ki'; 'ma']",wo
349,4,"['re'; 'ma'; 'ya'; 'na'; 'tsu']",tsu
350,6,"['na'; 'su'; 'ya'; 'ki'; 'ha']",na
351,8,"['na'; 'ha'; 'tsu'; 'wo'; 'o']",na
352,0,"['wo'; 'o'; 'ma'; 'na'; 'ki']",na
353,9,"['na'; 'ma'; 're'; 'o'; 'ki']",na
354,6,"['ha'; 'ya'; 'na'; 'ki'; 'su']",na
355,3,"['ha'; 'tsu'; 'ma'; 're'; 'o']",tsu
356,8,"['na'; 'ha'; 'tsu'; 'wo'; 'o']",na
357,3,"['ma'; 'ha'; 're'; 'o'; 'tsu']",tsu
358,3,"['ma'; 'tsu'; 'ha'; 're'; 'o']",tsu
359,4,"['re'; 'na'; 'ya'; 'tsu'; 'ma']",tsu
360,4,"['tsu'; 're'; 'ya'; 'na'; 'ma']",na
361,4,"['ya'; 'na'; 'tsu'; 're'; 'ma']",tsu
362,7,"['wo'; 'ma'; 'su'; 'o'; 'ki']",o
363,7,"['ki'; 'wo'; 'ma'; 'o'; 'su']",o
364,2,"['wo'; 'ma'; 'ki'; 'ya'; 'o']",o
365,5,"['su'; 'tsu'; 'ha'; 'na'; 'o']",na
366,3,"['tsu'; 'o'; 're'; 'ha'; 'ma']",o
367,6,"['su'; 'ha'; 'na'; 'ya'; 'ki']",na
368,5,"['ha'; 'su'; 'tsu'; 'o'; 'na']",na
369,3,"['re'; 'ma'; 'tsu'; 'ha'; 'o']",ha
370,4,"['tsu'; 're'; 'ma'; 'ya'; 'na']",na
371,1,"['tsu'; 're'; 'ki'; 'su'; 'na']",na
372,2,"['ki'; 'wo'; 'o'; 'ma'; 'ya']",wo
373,9,"['na'; 'ki'; 'ma'; 're'; 'o']",o
374,9,"['ma'; 'o'; 'na'; 'ki'; 're']",na
375,5,"['tsu'; 'ha'; 'na'; 'su'; 'o']",na
376,4,"['re'; 'ya'; 'tsu'; 'ma'; 'na']",ya
377,8,"['tsu'; 'o'; 'wo'; 'na'; 'ha']",na
378,3,"['tsu'; 'ha'; 'o'; 're'; 'ma']",ha
379,6,"['su'; 'ki'; 'ya'; 'ha'; 'na']",ha
380,3,"['ha'; 'ma'; 'o'; 're'; 'tsu']",tsu
381,2,"['ma'; 'ya'; 'o'; 'ki'; 'wo']",o
382,5,"['tsu'; 'na'; 'su'; 'ha'; 'o']",na
383,8,"['na'; 'wo'; 'ha'; 'o'; 'tsu']",tsu
384,3,"['o'; 'tsu'; 'ha'; 're'; 'ma']",tsu
385,6,"['ya'; 'ki'; 'su'; 'ha'; 'na']",ki
386,9,"['na'; 'o'; 'ki'; 'ma'; 're']",o
387,0,"['wo'; 'ki'; 'o'; 'ma'; 'na']",ki
388,5,"['su'; 'tsu'; 'na'; 'o'; 'ha']",na
389,8,"['na'; 'tsu'; 'wo'; 'o'; 'ha']",na
390,6,"['ha'; 'ki'; 'na'; 'su'; 'ya']",ki
391,1,"['na'; 'su'; 're'; 'ki'; 'tsu']",su
392,5,"['o'; 'tsu'; 'ha'; 'na'; 'su']",tsu
393,0,"['na'; 'ki'; 'ma'; 'o'; 'wo']",na
394,8,"['ha'; 'na'; 'tsu'; 'o'; 'wo']",na
395,0,"['ki'; 'wo'; 'na'; 'o'; 'ma']",na
396,3,"['o'; 'ma'; 're'; 'tsu'; 'ha']",ha
397,5,"['o'; 'ha'; 'su'; 'tsu'; 'na']",na
398,3,"['ma'; 'tsu'; 'o'; 'ha'; 're']",tsu
399,9,"['ma'; 'o'; 're'; 'na'; 'ki']",na
400,9,"['o'; 're'; 'ki'; 'na'; 'ma']",na
401,2,"['ma'; 'wo'; 'o'; 'ya'; 'ki']",wo
402,0,"['o'; 'ki'; 'ma'; 'wo'; 'na']",na
403,5,"['tsu'; 'ha'; 'o'; 'su'; 'na']",na
