index,true_label,candidate_labels,complementary_label
61,1,"['airplane'; 'cat'; 'dog'; 'deer'; 'frog']",cat
62,8,"['dog'; 'automobile'; 'frog'; 'bird'; 'airplane']",dog
63,2,"['frog'; 'horse'; 'ship'; 'airplane'; 'automobile']",ship
64,1,"['cat'; 'airplane'; 'dog'; 'deer'; 'frog']",airplane
65,1,"['cat'; 'airplane'; 'frog'; 'dog'; 'deer']",frog
66,4,"['horse'; 'truck'; 'dog'; 'frog'; 'cat']",truck
67,9,"['dog'; 'airplane'; 'ship'; 'deer'; 'cat']",airplane
68,7,"['automobile'; 'bird'; 'ship'; 'airplane'; 'deer']",ship
69,8,"['bird'; 'frog'; 'airplane'; 'automobile'; 'dog']",frog
70,5,"['deer'; 'ship'; 'cat'; 'horse'; 'bird']",ship
71,9,"['airplane'; 'deer'; 'ship'; 'cat'; 'dog']",deer
72,6,"['airplane'; 'bird'; 'dog'; 'cat'; 'ship']",airplane
73,7,"['deer'; 'airplane'; 'automobile'; 'ship'; 'bird']",airplane
74,3,"['airplane'; 'dog'; 'truck'; 'deer'; 'horse']",airplane
75,1,"['airplane'; 'dog'; 'deer'; 'cat'; 'frog']",dog
76,9,"['dog'; 'ship'; 'deer'; 'cat'; 'airplane']",deer
77,0,"['frog'; 'truck'; 'automobile'; 'cat'; 'bird']",truck
78,3,"['dog'; 'horse'; 'truck'; 'deer'; 'airplane']",truck
79,1,"['deer'; 'frog'; 'airplane'; 'dog'; 'cat']",frog
80,3,"['airplane'; 'deer'; 'horse'; 'truck'; 'dog']",deer
81,5,"['horse'; 'deer'; 'ship'; 'bird'; 'cat']",ship
82,4,"['horse'; 'truck'; 'dog'; 'frog'; 'cat']",truck
83,5,"['bird'; 'ship'; 'cat'; 'horse'; 'deer']",ship
84,7,"['ship'; 'airplane'; 'automobile'; 'deer'; 'bird']",ship
85,7,"['airplane'; 'ship'; 'automobile'; 'bird'; 'deer']",ship
86,4,"['truck'; 'dog'; 'frog'; 'horse'; 'cat']",frog
87,7,"['airplane'; 'deer'; 'bird'; 'automobile'; 'ship']",airplane
88,9,"['ship'; 'cat'; 'deer'; 'airplane'; 'dog']",cat
89,4,"['dog'; 'cat'; 'frog'; 'horse'; 'truck']",truck
90,2,"['frog'; 'horse'; 'ship'; 'airplane'; 'automobile']",horse
91,3,"['airplane'; 'deer'; 'dog'; 'horse'; 'truck']",deer
92,8,"['frog'; 'bird'; 'dog'; 'airplane'; 'automobile']",frog
93,0,"['bird'; 'cat'; 'automobile'; 'truck'; 'frog']",bird
94,1,"['deer'; 'cat'; 'dog'; 'airplane'; 'frog']",deer
95,6,"['ship'; 'cat'; 'airplane'; 'dog'; 'bird']",ship
96,1,"['dog'; 'airplane'; 'frog'; 'cat'; 'deer']",airplane
97,1,"['dog'; 'airplane'; 'cat'; 'deer'; 'frog']",airplane
98,4,"['dog'; 'horse'; 'frog'; 'cat'; 'truck']",truck
99,1,"['deer'; 'frog'; 'cat'; 'dog'; 'airplane']",deer
100,8,"['dog'; 'bird'; 'frog'; 'airplane'; 'automobile']",dog
101,3,"['dog'; 'deer'; 'airplane'; 'truck'; 'horse']",deer
102,9,"['deer'; 'ship'; 'cat'; 'airplane'; 'dog']",ship
103,6,"['cat'; 'airplane'; 'ship'; 'bird'; 'dog']",airplane
104,6,"['airplane'; 'dog'; 'cat'; 'bird'; 'ship']",dog
105,1,"['airplane'; 'cat'; 'dog'; 'frog'; 'deer']",cat
106,8,"['automobile'; 'dog'; 'bird'; 'airplane'; 'frog']",dog
107,5,"['deer'; 'bird'; 'horse'; 'cat'; 'ship']",ship
108,2,"['frog'; 'ship'; 'horse'; 'automobile'; 'airplane']",ship
109,9,"['airplane'; 'dog'; 'deer'; 'ship'; 'cat']",dog
110,9,"['ship'; 'deer'; 'cat'; 'dog'; 'airplane']",deer
111,8,"['bird'; 'automobile'; 'frog'; 'dog'; 'airplane']",dog
112,1,"['cat'; 'airplane'; 'dog'; 'deer'; 'frog']",airplane
113,7,"['airplane'; 'automobile'; 'ship'; 'bird'; 'deer']",airplane
114,7,"['automobile'; 'ship'; 'deer'; 'airplane'; 'bird']",ship
115,0,"['frog'; 'bird'; 'truck'; 'cat'; 'automobile']",frog
116,0,"['bird'; 'truck'; 'frog'; 'cat'; 'automobile']",bird
117,6,"['bird'; 'dog'; 'ship'; 'airplane'; 'cat']",ship
118,9,"['dog'; 'cat'; 'deer'; 'ship'; 'airplane']",ship
119,1,"['frog'; 'dog'; 'deer'; 'cat'; 'airplane']",airplane
120,2,"['ship'; 'horse'; 'airplane'; 'frog'; 'automobile']",horse
121,2,"['ship'; 'horse'; 'automobile'; 'airplane'; 'frog']",horse
122,9,"['cat'; 'deer'; 'dog'; 'airplane'; 'ship']",airplane
123,2,"['horse'; 'frog'; 'ship'; 'airplane'; 'automobile']",horse
124,6,"['ship'; 'dog'; 'cat'; 'airplane'; 'bird']",dog
125,6,"['bird'; 'ship'; 'dog'; 'airplane'; 'cat']",ship
126,1,"['frog'; 'deer'; 'dog'; 'airplane'; 'cat']",airplane
127,9,"['cat'; 'dog'; 'ship'; 'airplane'; 'deer']",ship
128,5,"['bird'; 'ship'; 'cat'; 'deer'; 'horse']",ship
129,0,"['frog'; 'automobile'; 'bird'; 'cat'; 'truck']",frog
130,4,"['dog'; 'cat'; 'frog'; 'truck'; 'horse']",truck
131,7,"['bird'; 'ship'; 'airplane'; 'deer'; 'automobile']",ship
132,6,"['dog'; 'ship'; 'cat'; 'bird'; 'airplane']",ship
133,7,"['bird'; 'deer'; 'automobile'; 'ship'; 'airplane']",automobile
134,1,"['deer'; 'frog'; 'dog'; 'cat'; 'airplane']",dog
135,8,"['frog'; 'bird'; 'airplane'; 'dog'; 'automobile']",frog
136,1,"['deer'; 'frog'; 'airplane'; 'cat'; 'dog']",frog
137,1,"['cat'; 'deer'; 'dog'; 'frog'; 'airplane']",frog
138,2,"['horse'; 'ship'; 'automobile'; 'airplane'; 'frog']",horse
139,8,"['automobile'; 'dog'; 'airplane'; 'bird'; 'frog']",dog
140,1,"['airplane'; 'frog'; 'cat'; 'dog'; 'deer']",frog
141,3,"['horse'; 'deer'; 'airplane'; 'truck'; 'dog']",horse
142,3,"['deer'; 'horse'; 'airplane'; 'truck'; 'dog']",deer
143,6,"['ship'; 'dog'; 'cat'; 'bird'; 'airplane']",airplane
144,2,"['automobile'; 'horse'; 'frog'; 'airplane'; 'ship']",automobile
145,4,"['frog'; 'dog'; 'cat'; 'truck'; 'horse']",truck
146,9,"['cat'; 'ship'; 'airplane'; 'deer'; 'dog']",ship
147,9,"['airplane'; 'cat'; 'deer'; 'dog'; 'ship']",cat
148,5,"['cat'; 'horse'; 'bird'; 'deer'; 'ship']",ship
149,4,"['truck'; 'horse'; 'cat'; 'dog'; 'frog']",truck
150,3,"['airplane'; 'horse'; 'deer'; 'dog'; 'truck']",horse
151,6,"['dog'; 'bird'; 'cat'; 'airplane'; 'ship']",airplane
152,7,"['automobile'; 'ship'; 'deer'; 'airplane'; 'bird']",ship
153,4,"['frog'; 'truck'; 'horse'; 'cat'; 'dog']",truck
154,6,"['cat'; 'bird'; 'dog'; 'ship'; 'airplane']",ship
155,8,"['bird'; 'automobile'; 'frog'; 'dog'; 'airplane']",frog
156,5,"['bird'; 'ship'; 'deer'; 'horse'; 'cat']",ship
157,5,"['cat'; 'ship'; 'horse'; 'deer'; 'bird']",ship
158,4,"['cat'; 'truck'; 'frog'; 'dog'; 'horse']",truck
159,3,"['dog'; 'airplane'; 'truck'; 'horse'; 'deer']",airplane
160,1,"['dog'; 'airplane'; 'frog'; 'deer'; 'cat']",dog
161,8,"['dog'; 'automobile'; 'airplane'; 'frog'; 'bird']",dog
162,4,"['frog'; 'horse'; 'dog'; 'cat'; 'truck']",truck
163,7,"['airplane'; 'ship'; 'bird'; 'deer'; 'automobile']",ship
164,6,"['ship'; 'dog'; 'cat'; 'airplane'; 'bird']",dog
165,0,"['frog'; 'truck'; 'automobile'; 'bird'; 'cat']",truck
166,9,"['deer'; 'airplane'; 'cat'; 'dog'; 'ship']",deer
167,5,"['deer'; 'horse'; 'cat'; 'ship'; 'bird']",ship
168,1,"['cat'; 'airplane'; 'deer'; 'frog'; 'dog']",airplane
169,3,"['airplane'; 'truck'; 'horse'; 'dog'; 'deer']",airplane
170,8,"['bird'; 'automobile'; 'frog'; 'dog'; 'airplane']",frog
171,2,"['frog'; 'ship'; 'horse'; 'airplane'; 'automobile']",ship
172,7,"['bird'; 'airplane'; 'deer'; 'automobile'; 'ship']",airplane
173,5,"['deer'; 'cat'; 'bird'; 'ship'; 'horse']",ship
174,3,"['horse'; 'truck'; 'airplane'; 'deer'; 'dog']",truck
175,4,"['truck'; 'frog'; 'dog'; 'cat'; 'horse']",frog
176,1,"['cat'; 'dog'; 'deer'; 'frog'; 'airplane']",airplane
177,5,"['ship'; 'horse'; 'bird'; 'cat'; 'deer']",horse
178,7,"['bird'; 'airplane'; 'deer'; 'ship'; 'automobile']",airplane
179,0,"['bird'; 'automobile'; 'truck'; 'frog'; 'cat']",frog
180,4,"['cat'; 'truck'; 'dog'; 'frog'; 'horse']",truck
181,7,"['automobile'; 'ship'; 'bird'; 'deer'; 'airplane']",ship
182,5,"['ship'; 'horse'; 'bird'; 'cat'; 'deer']",horse
183,5,"['ship'; 'horse'; 'deer'; 'cat'; 'bird']",horse
184,1,"['frog'; 'airplane'; 'dog'; 'deer'; 'cat']",airplane
185,0,"['cat'; 'truck'; 'frog'; 'automobile'; 'bird']",frog
186,9,"['dog'; 'cat'; 'deer'; 'airplane'; 'ship']",airplane
187,6,"['dog'; 'ship'; 'bird'; 'airplane'; 'cat']",ship
188,9,"['dog'; 'airplane'; 'cat'; 'deer'; 'ship']",dog
189,0,"['automobile'; 'frog'; 'bird'; 'truck'; 'cat']",frog
190,8,"['frog'; 'dog'; 'airplane'; 'bird'; 'automobile']",frog
191,7,"['airplane'; 'bird'; 'ship'; 'automobile'; 'deer']",bird
192,8,"['bird'; 'airplane'; 'dog'; 'frog'; 'automobile']",dog
193,8,"['dog'; 'airplane'; 'frog'; 'bird'; 'automobile']",dog
194,2,"['automobile'; 'frog'; 'ship'; 'horse'; 'airplane']",frog
195,5,"['cat'; 'bird'; 'horse'; 'ship'; 'deer']",ship
196,2,"['airplane'; 'automobile'; 'horse'; 'ship'; 'frog']",automobile
197,3,"['airplane'; 'dog'; 'truck'; 'deer'; 'horse']",deer
198,5,"['bird'; 'deer'; 'horse'; 'ship'; 'cat']",ship
199,0,"['automobile'; 'frog'; 'bird'; 'truck'; 'cat']",frog
200,6,"['dog'; 'bird'; 'airplane'; 'ship'; 'cat']",airplane
201,1,"['airplane'; 'deer'; 'frog'; 'dog'; 'cat']",deer
202,9,"['deer'; 'cat'; 'airplane'; 'ship'; 'dog']",deer
203,3,"['deer'; 'airplane'; 'dog'; 'truck'; 'horse']",airplane
204,6,"['ship'; 'cat'; 'airplane'; 'bird'; 'dog']",airplane
205,9,"['airplane'; 'cat'; 'dog'; 'ship'; 'deer']",cat
206,1,"['airplane'; 'cat'; 'frog'; 'deer'; 'dog']",cat
207,3,"['horse'; 'truck'; 'dog'; 'deer'; 'airplane']",truck
208,9,"['cat'; 'ship'; 'deer'; 'dog'; 'airplane']",ship
209,6,"['ship'; 'airplane'; 'dog'; 'cat'; 'bird']",dog
210,6,"['ship'; 'airplane'; 'cat'; 'dog'; 'bird']",dog
211,7,"['ship'; 'deer'; 'bird'; 'airplane'; 'automobile']",deer
212,1,"['deer'; 'cat'; 'frog'; 'airplane'; 'dog']",airplane
213,0,"['truck'; 'cat'; 'automobile'; 'bird'; 'frog']",truck
214,9,"['airplane'; 'cat'; 'deer'; 'ship'; 'dog']",cat
215,5,"['cat'; 'deer'; 'bird'; 'horse'; 'ship']",deer
216,8,"['frog'; 'bird'; 'dog'; 'automobile'; 'airplane']",automobile
217,5,"['horse'; 'bird'; 'ship'; 'deer'; 'cat']",ship
218,2,"['horse'; 'airplane'; 'automobile'; 'frog'; 'ship']",airplane
219,9,"['ship'; 'deer'; 'cat'; 'airplane'; 'dog']",deer
220,0,"['frog'; 'bird'; 'cat'; 'automobile'; 'truck']",automobile
221,8,"['frog'; 'bird'; 'airplane'; 'dog'; 'automobile']",frog
222,8,"['frog'; 'automobile'; 'bird'; 'airplane'; 'dog']",automobile
223,0,"['truck'; 'cat'; 'frog'; 'bird'; 'automobile']",cat
224,6,"['airplane'; 'ship'; 'cat'; 'dog'; 'bird']",ship
225,9,"['deer'; 'ship'; 'airplane'; 'cat'; 'dog']",ship
226,1,"['dog'; 'airplane'; 'frog'; 'cat'; 'deer']",airplane
227,1,"['deer'; 'cat'; 'dog'; 'frog'; 'airplane']",airplane
228,6,"['ship'; 'cat'; 'airplane'; 'bird'; 'dog']",airplane
229,3,"['dog'; 'deer'; 'truck'; 'airplane'; 'horse']",truck
230,7,"['airplane'; 'bird'; 'deer'; 'automobile'; 'ship']",bird
231,6,"['bird'; 'airplane'; 'cat'; 'dog'; 'ship']",airplane
232,6,"['dog'; 'airplane'; 'ship'; 'bird'; 'cat']",dog
233,0,"['cat'; 'automobile'; 'frog'; 'bird'; 'truck']",frog
234,6,"['ship'; 'cat'; 'bird'; 'airplane'; 'dog']",airplane
235,6,"['airplane'; 'bird'; 'ship'; 'dog'; 'cat']",dog
236,1,"['dog'; 'frog'; 'airplane'; 'cat'; 'deer']",airplane
237,7,"['bird'; 'ship'; 'automobile'; 'airplane'; 'deer']",ship
238,1,"['airplane'; 'deer'; 'cat'; 'dog'; 'frog']",deer
239,5,"['bird'; 'deer'; 'horse'; 'ship'; 'cat']",ship
240,8,"['frog'; 'automobile'; 'bird'; 'dog'; 'airplane']",automobile
241,3,"['truck'; 'horse'; 'deer'; 'airplane'; 'dog']",truck
242,6,"['ship'; 'airplane'; 'cat'; 'dog'; 'bird']",dog
243,6,"['airplane'; 'dog'; 'bird'; 'cat'; 'ship']",airplane
244,8,"['dog'; 'frog'; 'bird'; 'automobile'; 'airplane']",automobile
245,6,"['dog'; 'airplane'; 'ship'; 'cat'; 'bird']",airplane
246,8,"['frog'; 'dog'; 'automobile'; 'bird'; 'airplane']",frog
247,4,"['truck'; 'frog'; 'dog'; 'cat'; 'horse']",frog
248,6,"['airplane'; 'dog'; 'bird'; 'ship'; 'cat']",dog
249,6,"['ship'; 'airplane'; 'dog'; 'cat'; 'bird']",dog
250,1,"['frog'; 'dog'; 'airplane'; 'cat'; 'deer']",airplane
251,3,"['dog'; 'airplane'; 'horse'; 'deer'; 'truck']",airplane
252,8,"['airplane'; 'frog'; 'bird'; 'dog'; 'automobile']",frog
253,3,"['truck'; 'dog'; 'deer'; 'horse'; 'airplane']",truck
254,4,"['horse'; 'truck'; 'dog'; 'cat'; 'frog']",truck
255,1,"['frog'; 'deer'; 'cat'; 'airplane'; 'dog']",airplane
256,7,"['airplane'; 'ship'; 'bird'; 'automobile'; 'deer']",ship
257,1,"['deer'; 'dog'; 'airplane'; 'frog'; 'cat']",dog
258,3,"['truck'; 'horse'; 'airplane'; 'deer'; 'dog']",horse
259,8,"['frog'; 'automobile'; 'airplane'; 'bird'; 'dog']",automobile
260,5,"['cat'; 'deer'; 'horse'; 'bird'; 'ship']",ship
261,1,"['cat'; 'dog'; 'airplane'; 'frog'; 'deer']",airplane
262,1,"['airplane'; 'deer'; 'frog'; 'cat'; 'dog']",deer
263,4,"['cat'; 'frog'; 'horse'; 'dog'; 'truck']",truck
264,0,"['bird'; 'truck'; 'automobile'; 'frog'; 'cat']",truck
265,9,"['airplane'; 'ship'; 'deer'; 'cat'; 'dog']",deer
266,3,"['airplane'; 'dog'; 'horse'; 'deer'; 'truck']",airplane
267,7,"['deer'; 'airplane'; 'automobile'; 'bird'; 'ship']",airplane
268,4,"['dog'; 'cat'; 'frog'; 'truck'; 'horse']",truck
269,9,"['cat'; 'dog'; 'deer'; 'airplane'; 'ship']",airplane
270,9,"['ship'; 'deer'; 'airplane'; 'cat'; 'dog']",deer
271,2,"['ship'; 'automobile'; 'frog'; 'airplane'; 'horse']",frog
272,4,"['dog'; 'truck'; 'frog'; 'cat'; 'horse']",truck
273,9,"['ship'; 'deer'; 'cat'; 'airplane'; 'dog']",deer
274,9,"['cat'; 'deer'; 'airplane'; 'ship'; 'dog']",airplane
275,1,"['dog'; 'frog'; 'deer'; 'airplane'; 'cat']",airplane
276,0,"['frog'; 'cat'; 'bird'; 'automobile'; 'truck']",frog
277,5,"['ship'; 'deer'; 'horse'; 'cat'; 'bird']",deer
278,9,"['airplane'; 'ship'; 'cat'; 'deer'; 'dog']",cat
279,0,"['cat'; 'frog'; 'automobile'; 'truck'; 'bird']",automobile
280,8,"['bird'; 'automobile'; 'frog'; 'airplane'; 'dog']",frog
281,2,"['airplane'; 'automobile'; 'horse'; 'ship'; 'frog']",automobile
282,1,"['frog'; 'airplane'; 'deer'; 'dog'; 'cat']",airplane
283,2,"['airplane'; 'horse'; 'ship'; 'automobile'; 'frog']",horse
284,0,"['bird'; 'truck'; 'frog'; 'automobile'; 'cat']",truck
285,5,"['cat'; 'bird'; 'deer'; 'ship'; 'horse']",ship
286,6,"['cat'; 'dog'; 'bird'; 'airplane'; 'ship']",airplane
287,3,"['horse'; 'airplane'; 'truck'; 'deer'; 'dog']",airplane
288,2,"['ship'; 'horse'; 'airplane'; 'frog'; 'automobile']",horse
289,7,"['automobile'; 'ship'; 'airplane'; 'bird'; 'deer']",ship
290,8,"['automobile'; 'frog'; 'bird'; 'dog'; 'airplane']",frog
291,8,"['automobile'; 'airplane'; 'frog'; 'bird'; 'dog']",frog
292,6,"['ship'; 'dog'; 'bird'; 'cat'; 'airplane']",dog
293,0,"['bird'; 'automobile'; 'cat'; 'frog'; 'truck']",bird
294,7,"['ship'; 'automobile'; 'bird'; 'deer'; 'airplane']",bird
295,9,"['cat'; 'airplane'; 'dog'; 'ship'; 'deer']",airplane
296,4,"['cat'; 'truck'; 'frog'; 'dog'; 'horse']",truck
297,5,"['deer'; 'ship'; 'cat'; 'horse'; 'bird']",ship
298,6,"['bird'; 'ship'; 'cat'; 'airplane'; 'dog']",ship
299,4,"['horse'; 'frog'; 'cat'; 'dog'; 'truck']",frog
300,2,"['automobile'; 'horse'; 'ship'; 'airplane'; 'frog']",automobile
301,1,"['cat'; 'dog'; 'frog'; 'airplane'; 'deer']",airplane
302,1,"['frog'; 'deer'; 'cat'; 'airplane'; 'dog']",airplane
303,2,"['automobile'; 'ship'; 'horse'; 'frog'; 'airplane']",automobile
304,1,"['airplane'; 'dog'; 'deer'; 'cat'; 'frog']",dog
305,5,"['cat'; 'ship'; 'bird'; 'deer'; 'horse']",ship
306,9,"['cat'; 'ship'; 'deer'; 'dog'; 'airplane']",ship
307,9,"['cat'; 'deer'; 'ship'; 'dog'; 'airplane']",ship
308,0,"['bird'; 'automobile'; 'frog'; 'cat'; 'truck']",frog
309,8,"['automobile'; 'dog'; 'frog'; 'airplane'; 'bird']",dog
310,4,"['cat'; 'horse'; 'dog'; 'frog'; 'truck']",truck
311,1,"['dog'; 'deer'; 'airplane'; 'cat'; 'frog']",airplane
312,1,"['cat'; 'deer'; 'airplane'; 'dog'; 'frog']",airplane
313,6,"['dog'; 'bird'; 'ship'; 'cat'; 'airplane']",ship
314,3,"['truck'; 'airplane'; 'horse'; 'deer'; 'dog']",truck
315,3,"['horse'; 'truck'; 'dog'; 'airplane'; 'deer']",truck
316,9,"['deer'; 'cat'; 'ship'; 'airplane'; 'dog']",ship
317,0,"['truck'; 'cat'; 'frog'; 'automobile'; 'bird']",frog
318,7,"['ship'; 'bird'; 'airplane'; 'automobile'; 'deer']",bird
319,9,"['ship'; 'dog'; 'airplane'; 'cat'; 'deer']",dog
320,7,"['bird'; 'automobile'; 'airplane'; 'ship'; 'deer']",automobile
321,7,"['automobile'; 'deer'; 'bird'; 'airplane'; 'ship']",ship
322,9,"['cat'; 'ship'; 'deer'; 'dog'; 'airplane']",ship
323,1,"['airplane'; 'frog'; 'dog'; 'deer'; 'cat']",frog
324,5,"['bird'; 'cat'; 'horse'; 'deer'; 'ship']",ship
325,1,"['airplane'; 'frog'; 'deer'; 'cat'; 'dog']",frog
326,6,"['bird'; 'ship'; 'cat'; 'dog'; 'airplane']",ship
327,6,"['airplane'; 'dog'; 'cat'; 'ship'; 'bird']",airplane
328,8,"['frog'; 'dog'; 'automobile'; 'bird'; 'airplane']",automobile
329,7,"['airplane'; 'deer'; 'bird'; 'ship'; 'automobile']",deer
330,1,"['deer'; 'airplane'; 'frog'; 'cat'; 'dog']",frog
331,3,"['airplane'; 'truck'; 'deer'; 'dog'; 'horse']",deer
332,0,"['truck'; 'frog'; 'bird'; 'cat'; 'automobile']",frog
333,3,"['dog'; 'truck'; 'airplane'; 'horse'; 'deer']",truck
334,3,"['dog'; 'airplane'; 'horse'; 'deer'; 'truck']",airplane
335,2,"['frog'; 'automobile'; 'ship'; 'airplane'; 'horse']",automobile
336,4,"['dog'; 'truck'; 'horse'; 'cat'; 'frog']",truck
337,5,"['bird'; 'ship'; 'horse'; 'cat'; 'deer']",ship
338,7,"['airplane'; 'ship'; 'deer'; 'automobile'; 'bird']",ship
339,5,"['horse'; 'deer'; 'bird'; 'ship'; 'cat']",ship
340,9,"['airplane'; 'cat'; 'dog'; 'ship'; 'deer']",cat
341,0,"['frog'; 'automobile'; 'cat'; 'truck'; 'bird']",frog
342,3,"['airplane'; 'dog'; 'horse'; 'deer'; 'truck']",truck
343,4,"['frog'; 'truck'; 'cat'; 'dog'; 'horse']",truck
344,0,"['cat'; 'truck'; 'automobile'; 'frog'; 'bird']",frog
345,4,"['truck'; 'frog'; 'dog'; 'horse'; 'cat']",frog
346,4,"['truck'; 'cat'; 'frog'; 'dog'; 'horse']",frog
347,6,"['ship'; 'cat'; 'bird'; 'airplane'; 'dog']",airplane
348,0,"['truck'; 'bird'; 'automobile'; 'frog'; 'cat']",frog
349,0,"['truck'; 'bird'; 'cat'; 'automobile'; 'frog']",truck
350,6,"['ship'; 'airplane'; 'bird'; 'cat'; 'dog']",ship
351,6,"['ship'; 'airplane'; 'cat'; 'bird'; 'dog']",cat
352,0,"['frog'; 'bird'; 'automobile'; 'truck'; 'cat']",frog
353,8,"['dog'; 'airplane'; 'automobile'; 'frog'; 'bird']",dog
354,1,"['deer'; 'dog'; 'airplane'; 'cat'; 'frog']",airplane
355,6,"['cat'; 'bird'; 'airplane'; 'ship'; 'dog']",airplane
356,2,"['automobile'; 'ship'; 'airplane'; 'horse'; 'frog']",ship
357,9,"['airplane'; 'ship'; 'cat'; 'deer'; 'dog']",cat
358,2,"['horse'; 'ship'; 'airplane'; 'frog'; 'automobile']",ship
359,5,"['horse'; 'cat'; 'ship'; 'deer'; 'bird']",ship
360,9,"['deer'; 'ship'; 'cat'; 'dog'; 'airplane']",ship
361,6,"['ship'; 'dog'; 'cat'; 'bird'; 'airplane']",dog
362,7,"['airplane'; 'automobile'; 'ship'; 'deer'; 'bird']",airplane
363,4,"['frog'; 'cat'; 'dog'; 'truck'; 'horse']",truck
