index,true_label,candidate_labels,complementary_label
149,4,"['horse'; 'airplane'; 'ship']",airplane
150,3,"['truck'; 'automobile'; 'dog']",truck
151,6,"['truck'; 'deer'; 'airplane']",deer
152,7,"['cat'; 'automobile'; 'frog']",automobile
153,4,"['horse'; 'ship'; 'airplane']",ship
154,6,"['airplane'; 'truck'; 'deer']",deer
155,8,"['horse'; 'deer'; 'frog']",horse
156,5,"['truck'; 'automobile'; 'cat']",truck
157,5,"['truck'; 'automobile'; 'cat']",truck
158,4,"['ship'; 'airplane'; 'horse']",airplane
159,3,"['dog'; 'automobile'; 'truck']",automobile
160,1,"['deer'; 'dog'; 'bird']",dog
161,8,"['deer'; 'frog'; 'horse']",deer
162,4,"['airplane'; 'horse'; 'ship']",airplane
163,7,"['frog'; 'automobile'; 'cat']",automobile
164,6,"['truck'; 'deer'; 'airplane']",truck
165,0,"['frog'; 'automobile'; 'bird']",frog
166,9,"['bird'; 'dog'; 'airplane']",bird
167,5,"['automobile'; 'cat'; 'truck']",automobile
168,1,"['deer'; 'bird'; 'dog']",bird
169,3,"['automobile'; 'dog'; 'truck']",dog
170,8,"['frog'; 'horse'; 'deer']",frog
171,2,"['cat'; 'automobile'; 'frog']",automobile
172,7,"['frog'; 'cat'; 'automobile']",automobile
173,5,"['cat'; 'truck'; 'automobile']",truck
174,3,"['truck'; 'dog'; 'automobile']",truck
175,4,"['horse'; 'airplane'; 'ship']",airplane
176,1,"['bird'; 'dog'; 'deer']",bird
177,5,"['truck'; 'cat'; 'automobile']",truck
178,7,"['cat'; 'automobile'; 'frog']",automobile
179,0,"['frog'; 'automobile'; 'bird']",frog
180,4,"['airplane'; 'ship'; 'horse']",ship
181,7,"['automobile'; 'frog'; 'cat']",frog
182,5,"['automobile'; 'truck'; 'cat']",truck
183,5,"['automobile'; 'cat'; 'truck']",truck
184,1,"['dog'; 'deer'; 'bird']",bird
185,0,"['bird'; 'automobile'; 'frog']",bird
186,9,"['dog'; 'airplane'; 'bird']",airplane
187,6,"['deer'; 'truck'; 'airplane']",truck
188,9,"['bird'; 'dog'; 'airplane']",bird
189,0,"['automobile'; 'frog'; 'bird']",frog
190,8,"['horse'; 'deer'; 'frog']",horse
191,7,"['cat'; 'automobile'; 'frog']",frog
192,8,"['frog'; 'horse'; 'deer']",horse
193,8,"['frog'; 'horse'; 'deer']",horse
194,2,"['frog'; 'automobile'; 'cat']",automobile
195,5,"['automobile'; 'cat'; 'truck']",truck
196,2,"['cat'; 'frog'; 'automobile']",automobile
197,3,"['dog'; 'truck'; 'automobile']",truck
198,5,"['cat'; 'automobile'; 'truck']",automobile
199,0,"['bird'; 'frog'; 'automobile']",automobile
200,6,"['truck'; 'deer'; 'airplane']",truck
201,1,"['bird'; 'deer'; 'dog']",bird
202,9,"['dog'; 'airplane'; 'bird']",dog
203,3,"['automobile'; 'truck'; 'dog']",truck
204,6,"['deer'; 'airplane'; 'truck']",airplane
205,9,"['bird'; 'dog'; 'airplane']",bird
206,1,"['deer'; 'bird'; 'dog']",bird
207,3,"['automobile'; 'dog'; 'truck']",automobile
208,9,"['bird'; 'dog'; 'airplane']",bird
209,6,"['deer'; 'truck'; 'airplane']",truck
210,6,"['truck'; 'deer'; 'airplane']",deer
211,7,"['automobile'; 'frog'; 'cat']",frog
212,1,"['dog'; 'bird'; 'deer']",bird
213,0,"['bird'; 'frog'; 'automobile']",automobile
214,9,"['bird'; 'dog'; 'airplane']",bird
215,5,"['automobile'; 'cat'; 'truck']",automobile
216,8,"['deer'; 'frog'; 'horse']",deer
217,5,"['truck'; 'automobile'; 'cat']",truck
218,2,"['cat'; 'frog'; 'automobile']",automobile
219,9,"['dog'; 'bird'; 'airplane']",dog
220,0,"['bird'; 'frog'; 'automobile']",automobile
221,8,"['frog'; 'horse'; 'deer']",frog
222,8,"['deer'; 'frog'; 'horse']",deer
223,0,"['bird'; 'automobile'; 'frog']",bird
224,6,"['airplane'; 'truck'; 'deer']",truck
225,9,"['airplane'; 'dog'; 'bird']",dog
226,1,"['dog'; 'bird'; 'deer']",bird
227,1,"['deer'; 'bird'; 'dog']",bird
228,6,"['deer'; 'airplane'; 'truck']",airplane
229,3,"['automobile'; 'truck'; 'dog']",truck
230,7,"['cat'; 'frog'; 'automobile']",automobile
231,6,"['truck'; 'deer'; 'airplane']",deer
232,6,"['deer'; 'airplane'; 'truck']",deer
233,0,"['automobile'; 'bird'; 'frog']",bird
234,6,"['deer'; 'truck'; 'airplane']",truck
235,6,"['truck'; 'deer'; 'airplane']",truck
236,1,"['deer'; 'bird'; 'dog']",bird
237,7,"['automobile'; 'frog'; 'cat']",frog
238,1,"['dog'; 'deer'; 'bird']",bird
239,5,"['cat'; 'truck'; 'automobile']",truck
240,8,"['deer'; 'horse'; 'frog']",deer
241,3,"['dog'; 'automobile'; 'truck']",truck
242,6,"['truck'; 'deer'; 'airplane']",truck
243,6,"['deer'; 'airplane'; 'truck']",airplane
244,8,"['horse'; 'frog'; 'deer']",horse
245,6,"['airplane'; 'deer'; 'truck']",deer
246,8,"['deer'; 'frog'; 'horse']",deer
247,4,"['horse'; 'ship'; 'airplane']",ship
248,6,"['truck'; 'deer'; 'airplane']",truck
249,6,"['airplane'; 'deer'; 'truck']",deer
250,1,"['bird'; 'deer'; 'dog']",bird
251,3,"['truck'; 'dog'; 'automobile']",dog
252,8,"['frog'; 'horse'; 'deer']",frog
253,3,"['dog'; 'truck'; 'automobile']",truck
254,4,"['ship'; 'horse'; 'airplane']",airplane
255,1,"['bird'; 'deer'; 'dog']",bird
256,7,"['frog'; 'cat'; 'automobile']",automobile
257,1,"['deer'; 'bird'; 'dog']",bird
258,3,"['truck'; 'dog'; 'automobile']",truck
259,8,"['horse'; 'deer'; 'frog']",horse
260,5,"['cat'; 'automobile'; 'truck']",automobile
261,1,"['bird'; 'dog'; 'deer']",bird
262,1,"['bird'; 'dog'; 'deer']",bird
263,4,"['ship'; 'airplane'; 'horse']",airplane
264,0,"['automobile'; 'frog'; 'bird']",frog
265,9,"['dog'; 'airplane'; 'bird']",bird
266,3,"['automobile'; 'dog'; 'truck']",automobile
267,7,"['frog'; 'automobile'; 'cat']",automobile
268,4,"['ship'; 'horse'; 'airplane']",airplane
269,9,"['bird'; 'airplane'; 'dog']",airplane
270,9,"['airplane'; 'dog'; 'bird']",dog
271,2,"['frog'; 'automobile'; 'cat']",automobile
272,4,"['ship'; 'airplane'; 'horse']",airplane
273,9,"['dog'; 'airplane'; 'bird']",dog
274,9,"['bird'; 'dog'; 'airplane']",bird
275,1,"['deer'; 'bird'; 'dog']",bird
276,0,"['bird'; 'automobile'; 'frog']",automobile
277,5,"['truck'; 'automobile'; 'cat']",truck
278,9,"['dog'; 'airplane'; 'bird']",dog
279,0,"['bird'; 'frog'; 'automobile']",automobile
280,8,"['horse'; 'deer'; 'frog']",horse
281,2,"['frog'; 'automobile'; 'cat']",automobile
282,1,"['deer'; 'bird'; 'dog']",bird
283,2,"['cat'; 'automobile'; 'frog']",automobile
284,0,"['frog'; 'automobile'; 'bird']",frog
285,5,"['automobile'; 'truck'; 'cat']",truck
286,6,"['truck'; 'deer'; 'airplane']",truck
287,3,"['dog'; 'automobile'; 'truck']",automobile
288,2,"['automobile'; 'frog'; 'cat']",automobile
289,7,"['automobile'; 'cat'; 'frog']",frog
290,8,"['deer'; 'horse'; 'frog']",deer
291,8,"['horse'; 'deer'; 'frog']",horse
292,6,"['truck'; 'airplane'; 'deer']",deer
293,0,"['bird'; 'automobile'; 'frog']",bird
294,7,"['automobile'; 'frog'; 'cat']",frog
295,9,"['airplane'; 'dog'; 'bird']",dog
296,4,"['horse'; 'ship'; 'airplane']",ship
297,5,"['truck'; 'cat'; 'automobile']",truck
298,6,"['truck'; 'airplane'; 'deer']",truck
299,4,"['ship'; 'horse'; 'airplane']",airplane
300,2,"['frog'; 'cat'; 'automobile']",automobile
301,1,"['bird'; 'dog'; 'deer']",bird
302,1,"['dog'; 'bird'; 'deer']",bird
303,2,"['automobile'; 'frog'; 'cat']",automobile
304,1,"['deer'; 'bird'; 'dog']",bird
305,5,"['truck'; 'cat'; 'automobile']",truck
306,9,"['dog'; 'bird'; 'airplane']",dog
307,9,"['airplane'; 'dog'; 'bird']",dog
308,0,"['frog'; 'bird'; 'automobile']",frog
309,8,"['frog'; 'deer'; 'horse']",frog
310,4,"['horse'; 'ship'; 'airplane']",ship
311,1,"['dog'; 'bird'; 'deer']",bird
312,1,"['deer'; 'dog'; 'bird']",dog
313,6,"['airplane'; 'deer'; 'truck']",airplane
314,3,"['truck'; 'automobile'; 'dog']",truck
315,3,"['automobile'; 'truck'; 'dog']",truck
316,9,"['dog'; 'bird'; 'airplane']",dog
317,0,"['bird'; 'automobile'; 'frog']",automobile
318,7,"['automobile'; 'frog'; 'cat']",frog
319,9,"['bird'; 'dog'; 'airplane']",bird
320,7,"['frog'; 'cat'; 'automobile']",automobile
321,7,"['frog'; 'automobile'; 'cat']",automobile
322,9,"['dog'; 'bird'; 'airplane']",dog
323,1,"['deer'; 'dog'; 'bird']",dog
324,5,"['automobile'; 'truck'; 'cat']",cat
325,1,"['bird'; 'deer'; 'dog']",bird
326,6,"['truck'; 'deer'; 'airplane']",truck
327,6,"['truck'; 'airplane'; 'deer']",truck
328,8,"['deer'; 'horse'; 'frog']",deer
329,7,"['automobile'; 'cat'; 'frog']",cat
330,1,"['bird'; 'deer'; 'dog']",bird
331,3,"['dog'; 'truck'; 'automobile']",truck
332,0,"['automobile'; 'frog'; 'bird']",frog
333,3,"['dog'; 'truck'; 'automobile']",truck
334,3,"['automobile'; 'dog'; 'truck']",automobile
335,2,"['frog'; 'automobile'; 'cat']",automobile
336,4,"['ship'; 'horse'; 'airplane']",airplane
337,5,"['cat'; 'truck'; 'automobile']",truck
338,7,"['cat'; 'automobile'; 'frog']",automobile
339,5,"['truck'; 'automobile'; 'cat']",truck
340,9,"['bird'; 'airplane'; 'dog']",bird
341,0,"['frog'; 'automobile'; 'bird']",automobile
342,3,"['truck'; 'dog'; 'automobile']",truck
343,4,"['horse'; 'ship'; 'airplane']",ship
344,0,"['bird'; 'frog'; 'automobile']",automobile
345,4,"['horse'; 'airplane'; 'ship']",airplane
346,4,"['horse'; 'ship'; 'airplane']",ship
347,6,"['deer'; 'airplane'; 'truck']",airplane
348,0,"['frog'; 'automobile'; 'bird']",automobile
349,0,"['bird'; 'automobile'; 'frog']",automobile
350,6,"['truck'; 'deer'; 'airplane']",deer
351,6,"['airplane'; 'deer'; 'truck']",airplane
352,0,"['frog'; 'automobile'; 'bird']",automobile
353,8,"['frog'; 'deer'; 'horse']",frog
354,1,"['dog'; 'bird'; 'deer']",bird
355,6,"['airplane'; 'truck'; 'deer']",deer
356,2,"['automobile'; 'frog'; 'cat']",automobile
357,9,"['bird'; 'dog'; 'airplane']",bird
358,2,"['cat'; 'automobile'; 'frog']",automobile
359,5,"['automobile'; 'cat'; 'truck']",truck
360,9,"['dog'; 'airplane'; 'bird']",dog
361,6,"['deer'; 'truck'; 'airplane']",truck
362,7,"['frog'; 'automobile'; 'cat']",automobile
363,4,"['airplane'; 'ship'; 'horse']",ship
364,1,"['bird'; 'dog'; 'deer']",bird
365,8,"['horse'; 'frog'; 'deer']",horse
366,7,"['frog'; 'automobile'; 'cat']",automobile
367,3,"['automobile'; 'truck'; 'dog']",truck
368,6,"['airplane'; 'truck'; 'deer']",truck
369,9,"['bird'; 'airplane'; 'dog']",airplane
370,3,"['truck'; 'automobile'; 'dog']",dog
371,0,"['frog'; 'bird'; 'automobile']",frog
372,4,"['ship'; 'airplane'; 'horse']",airplane
373,0,"['frog'; 'automobile'; 'bird']",automobile
374,5,"['cat'; 'truck'; 'automobile']",truck
375,1,"['bird'; 'deer'; 'dog']",bird
376,0,"['automobile'; 'frog'; 'bird']",frog
377,3,"['truck'; 'dog'; 'automobile']",truck
378,4,"['ship'; 'airplane'; 'horse']",airplane
379,8,"['deer'; 'frog'; 'horse']",deer
380,5,"['cat'; 'automobile'; 'truck']",automobile
381,4,"['airplane'; 'horse'; 'ship']",airplane
382,7,"['automobile'; 'cat'; 'frog']",cat
383,2,"['cat'; 'automobile'; 'frog']",automobile
384,3,"['dog'; 'automobile'; 'truck']",automobile
385,9,"['airplane'; 'dog'; 'bird']",dog
386,7,"['frog'; 'cat'; 'automobile']",frog
387,6,"['truck'; 'deer'; 'airplane']",truck
388,7,"['frog'; 'cat'; 'automobile']",automobile
389,1,"['dog'; 'bird'; 'deer']",bird
390,4,"['airplane'; 'ship'; 'horse']",ship
391,7,"['automobile'; 'cat'; 'frog']",frog
392,0,"['bird'; 'frog'; 'automobile']",automobile
393,1,"['dog'; 'deer'; 'bird']",bird
394,7,"['automobile'; 'cat'; 'frog']",frog
395,3,"['truck'; 'dog'; 'automobile']",truck
396,1,"['deer'; 'dog'; 'bird']",deer
397,8,"['horse'; 'frog'; 'deer']",horse
398,4,"['ship'; 'airplane'; 'horse']",airplane
399,4,"['airplane'; 'ship'; 'horse']",ship
400,2,"['frog'; 'cat'; 'automobile']",automobile
401,0,"['bird'; 'frog'; 'automobile']",frog
402,2,"['cat'; 'frog'; 'automobile']",automobile
403,2,"['frog'; 'cat'; 'automobile']",automobile
404,0,"['bird'; 'automobile'; 'frog']",automobile
405,0,"['automobile'; 'frog'; 'bird']",frog
406,9,"['dog'; 'airplane'; 'bird']",dog
407,0,"['automobile'; 'frog'; 'bird']",frog
408,9,"['airplane'; 'bird'; 'dog']",bird
409,6,"['truck'; 'airplane'; 'deer']",deer
410,8,"['deer'; 'frog'; 'horse']",deer
411,2,"['frog'; 'cat'; 'automobile']",automobile
412,7,"['automobile'; 'frog'; 'cat']",frog
413,7,"['automobile'; 'cat'; 'frog']",automobile
414,4,"['horse'; 'ship'; 'airplane']",ship
415,0,"['frog'; 'bird'; 'automobile']",frog
416,3,"['truck'; 'dog'; 'automobile']",truck
417,0,"['bird'; 'automobile'; 'frog']",automobile
418,8,"['horse'; 'frog'; 'deer']",horse
419,9,"['bird'; 'airplane'; 'dog']",bird
420,4,"['ship'; 'horse'; 'airplane']",airplane
421,2,"['cat'; 'frog'; 'automobile']",automobile
422,7,"['frog'; 'automobile'; 'cat']",automobile
423,2,"['frog'; 'automobile'; 'cat']",automobile
424,5,"['automobile'; 'cat'; 'truck']",automobile
425,2,"['automobile'; 'frog'; 'cat']",automobile
426,5,"['cat'; 'automobile'; 'truck']",automobile
427,1,"['bird'; 'deer'; 'dog']",bird
428,9,"['bird'; 'dog'; 'airplane']",airplane
429,4,"['airplane'; 'horse'; 'ship']",airplane
430,8,"['horse'; 'deer'; 'frog']",horse
431,5,"['cat'; 'automobile'; 'truck']",automobile
432,1,"['deer'; 'dog'; 'bird']",dog
433,7,"['cat'; 'automobile'; 'frog']",automobile
434,4,"['horse'; 'airplane'; 'ship']",airplane
435,4,"['ship'; 'horse'; 'airplane']",airplane
436,0,"['frog'; 'bird'; 'automobile']",frog
437,6,"['airplane'; 'deer'; 'truck']",airplane
438,9,"['bird'; 'dog'; 'airplane']",bird
439,0,"['automobile'; 'frog'; 'bird']",frog
440,7,"['frog'; 'cat'; 'automobile']",automobile
441,8,"['frog'; 'deer'; 'horse']",frog
442,8,"['deer'; 'horse'; 'frog']",deer
443,9,"['dog'; 'bird'; 'airplane']",dog
444,9,"['bird'; 'dog'; 'airplane']",bird
445,3,"['automobile'; 'dog'; 'truck']",dog
446,3,"['truck'; 'dog'; 'automobile']",truck
447,4,"['horse'; 'airplane'; 'ship']",airplane
448,0,"['frog'; 'bird'; 'automobile']",frog
449,4,"['ship'; 'airplane'; 'horse']",airplane
450,5,"['truck'; 'cat'; 'automobile']",truck
451,6,"['airplane'; 'truck'; 'deer']",deer
452,6,"['deer'; 'truck'; 'airplane']",truck
453,0,"['automobile'; 'bird'; 'frog']",frog
454,1,"['deer'; 'dog'; 'bird']",deer
455,0,"['automobile'; 'bird'; 'frog']",frog
456,8,"['horse'; 'frog'; 'deer']",horse
457,0,"['automobile'; 'frog'; 'bird']",frog
458,4,"['ship'; 'airplane'; 'horse']",airplane
459,8,"['frog'; 'horse'; 'deer']",frog
460,8,"['horse'; 'frog'; 'deer']",horse
461,1,"['deer'; 'bird'; 'dog']",bird
462,5,"['automobile'; 'cat'; 'truck']",automobile
463,2,"['cat'; 'automobile'; 'frog']",automobile
464,6,"['deer'; 'airplane'; 'truck']",airplane
465,8,"['horse'; 'deer'; 'frog']",horse
466,1,"['dog'; 'bird'; 'deer']",bird
467,0,"['automobile'; 'frog'; 'bird']",frog
468,0,"['automobile'; 'frog'; 'bird']",frog
469,7,"['frog'; 'automobile'; 'cat']",automobile
470,7,"['automobile'; 'cat'; 'frog']",cat
471,5,"['truck'; 'cat'; 'automobile']",truck
472,9,"['dog'; 'bird'; 'airplane']",dog
473,6,"['deer'; 'airplane'; 'truck']",airplane
474,2,"['cat'; 'frog'; 'automobile']",automobile
475,8,"['horse'; 'deer'; 'frog']",horse
476,3,"['automobile'; 'truck'; 'dog']",truck
477,4,"['horse'; 'ship'; 'airplane']",ship
478,7,"['frog'; 'automobile'; 'cat']",automobile
479,3,"['truck'; 'dog'; 'automobile']",truck
480,9,"['airplane'; 'bird'; 'dog']",bird
481,0,"['frog'; 'bird'; 'automobile']",frog
482,1,"['bird'; 'deer'; 'dog']",bird
483,2,"['automobile'; 'frog'; 'cat']",automobile
484,4,"['ship'; 'airplane'; 'horse']",airplane
485,8,"['horse'; 'frog'; 'deer']",horse
486,1,"['dog'; 'bird'; 'deer']",bird
487,8,"['frog'; 'horse'; 'deer']",horse
488,6,"['deer'; 'truck'; 'airplane']",truck
489,4,"['airplane'; 'horse'; 'ship']",airplane
490,4,"['ship'; 'horse'; 'airplane']",airplane
491,5,"['truck'; 'cat'; 'automobile']",truck
492,7,"['frog'; 'cat'; 'automobile']",automobile
493,1,"['dog'; 'deer'; 'bird']",dog
494,3,"['automobile'; 'dog'; 'truck']",automobile
495,9,"['bird'; 'dog'; 'airplane']",bird
496,8,"['horse'; 'deer'; 'frog']",horse
497,0,"['frog'; 'automobile'; 'bird']",automobile
498,1,"['deer'; 'dog'; 'bird']",dog
499,7,"['frog'; 'cat'; 'automobile']",automobile
500,5,"['automobile'; 'truck'; 'cat']",automobile
501,8,"['frog'; 'deer'; 'horse']",deer
502,2,"['frog'; 'automobile'; 'cat']",automobile
503,8,"['horse'; 'deer'; 'frog']",horse
504,0,"['bird'; 'automobile'; 'frog']",automobile
505,4,"['horse'; 'ship'; 'airplane']",ship
506,1,"['bird'; 'deer'; 'dog']",bird
507,8,"['deer'; 'frog'; 'horse']",deer
508,9,"['dog'; 'bird'; 'airplane']",dog
509,8,"['frog'; 'horse'; 'deer']",frog
510,2,"['automobile'; 'frog'; 'cat']",automobile
511,9,"['bird'; 'airplane'; 'dog']",bird
512,9,"['bird'; 'dog'; 'airplane']",bird
513,2,"['automobile'; 'cat'; 'frog']",automobile
514,7,"['cat'; 'frog'; 'automobile']",automobile
515,5,"['truck'; 'cat'; 'automobile']",truck
516,7,"['automobile'; 'cat'; 'frog']",cat
517,3,"['truck'; 'dog'; 'automobile']",truck
518,8,"['horse'; 'frog'; 'deer']",horse
519,8,"['deer'; 'frog'; 'horse']",deer
520,4,"['horse'; 'airplane'; 'ship']",airplane
521,4,"['horse'; 'ship'; 'airplane']",ship
522,2,"['automobile'; 'frog'; 'cat']",automobile
523,7,"['automobile'; 'frog'; 'cat']",frog
524,1,"['bird'; 'deer'; 'dog']",bird
525,6,"['airplane'; 'deer'; 'truck']",airplane
526,4,"['horse'; 'ship'; 'airplane']",ship
527,0,"['bird'; 'automobile'; 'frog']",bird
528,4,"['horse'; 'ship'; 'airplane']",ship
529,6,"['airplane'; 'deer'; 'truck']",deer
530,9,"['dog'; 'bird'; 'airplane']",dog
531,7,"['cat'; 'frog'; 'automobile']",automobile
532,6,"['deer'; 'truck'; 'airplane']",truck
533,2,"['automobile'; 'cat'; 'frog']",automobile
