index,true_label,candidate_labels,complementary_label
35,5,"['two'; 'six'; 'five'; 'nine'; 'seven'; 'one']",six
36,6,"['one'; 'two'; 'eight'; 'zero'; 'five'; 'three']",zero
37,0,"['six'; 'nine'; 'one'; 'five'; 'zero'; 'four']",zero
38,7,"['four'; 'zero'; 'nine'; 'eight'; 'five'; 'three']",zero
39,6,"['three'; 'five'; 'zero'; 'one'; 'two'; 'eight']",zero
40,1,"['three'; 'one'; 'four'; 'nine'; 'eight'; 'zero']",zero
41,8,"['six'; 'nine'; 'eight'; 'four'; 'one'; 'two']",nine
42,7,"['nine'; 'five'; 'four'; 'zero'; 'three'; 'eight']",zero
43,9,"['zero'; 'five'; 'three'; 'nine'; 'one'; 'seven']",zero
44,3,"['eight'; 'four'; 'three'; 'zero'; 'five'; 'six']",zero
45,9,"['zero'; 'one'; 'three'; 'seven'; 'nine'; 'five']",zero
46,8,"['nine'; 'four'; 'one'; 'two'; 'eight'; 'six']",nine
47,5,"['one'; 'six'; 'seven'; 'nine'; 'two'; 'five']",seven
48,9,"['five'; 'nine'; 'one'; 'three'; 'zero'; 'seven']",zero
49,3,"['five'; 'four'; 'zero'; 'three'; 'eight'; 'six']",zero
50,3,"['zero'; 'eight'; 'four'; 'five'; 'three'; 'six']",zero
51,0,"['five'; 'one'; 'six'; 'four'; 'zero'; 'nine']",zero
52,7,"['nine'; 'five'; 'zero'; 'three'; 'four'; 'eight']",zero
53,4,"['six'; 'four'; 'seven'; 'three'; 'zero'; 'two']",zero
54,9,"['one'; 'five'; 'nine'; 'seven'; 'zero'; 'three']",zero
55,8,"['four'; 'nine'; 'one'; 'two'; 'eight'; 'six']",nine
56,0,"['four'; 'five'; 'six'; 'zero'; 'one'; 'nine']",zero
57,9,"['zero'; 'five'; 'nine'; 'one'; 'three'; 'seven']",five
58,4,"['zero'; 'six'; 'two'; 'three'; 'seven'; 'four']",zero
59,1,"['eight'; 'zero'; 'nine'; 'three'; 'four'; 'one']",zero
60,4,"['six'; 'two'; 'zero'; 'four'; 'three'; 'seven']",zero
61,4,"['six'; 'two'; 'zero'; 'four'; 'seven'; 'three']",zero
62,6,"['five'; 'zero'; 'three'; 'eight'; 'two'; 'one']",zero
63,0,"['five'; 'six'; 'four'; 'zero'; 'nine'; 'one']",zero
64,4,"['two'; 'four'; 'zero'; 'six'; 'three'; 'seven']",zero
65,5,"['five'; 'nine'; 'seven'; 'one'; 'six'; 'two']",nine
66,6,"['eight'; 'two'; 'three'; 'five'; 'zero'; 'one']",zero
67,1,"['three'; 'zero'; 'nine'; 'one'; 'four'; 'eight']",zero
68,0,"['one'; 'zero'; 'four'; 'nine'; 'six'; 'five']",zero
69,0,"['zero'; 'four'; 'nine'; 'five'; 'one'; 'six']",nine
70,1,"['eight'; 'nine'; 'one'; 'three'; 'four'; 'zero']",zero
71,7,"['three'; 'five'; 'eight'; 'zero'; 'nine'; 'four']",zero
72,1,"['three'; 'zero'; 'four'; 'one'; 'nine'; 'eight']",zero
73,6,"['three'; 'zero'; 'five'; 'eight'; 'one'; 'two']",zero
74,3,"['three'; 'four'; 'six'; 'five'; 'zero'; 'eight']",zero
75,0,"['six'; 'five'; 'one'; 'zero'; 'nine'; 'four']",zero
76,2,"['one'; 'five'; 'three'; 'eight'; 'zero'; 'four']",zero
77,1,"['three'; 'eight'; 'nine'; 'one'; 'four'; 'zero']",zero
78,1,"['eight'; 'zero'; 'four'; 'nine'; 'one'; 'three']",zero
79,7,"['nine'; 'eight'; 'three'; 'five'; 'zero'; 'four']",zero
80,9,"['zero'; 'seven'; 'one'; 'five'; 'three'; 'nine']",seven
81,0,"['nine'; 'zero'; 'six'; 'one'; 'five'; 'four']",zero
82,2,"['one'; 'eight'; 'five'; 'three'; 'four'; 'zero']",zero
83,6,"['three'; 'five'; 'zero'; 'one'; 'two'; 'eight']",zero
84,7,"['zero'; 'nine'; 'eight'; 'five'; 'four'; 'three']",nine
85,8,"['one'; 'four'; 'eight'; 'nine'; 'two'; 'six']",nine
86,3,"['four'; 'eight'; 'five'; 'six'; 'three'; 'zero']",zero
87,9,"['seven'; 'one'; 'zero'; 'five'; 'three'; 'nine']",zero
88,0,"['four'; 'one'; 'five'; 'zero'; 'six'; 'nine']",zero
89,4,"['zero'; 'four'; 'three'; 'two'; 'seven'; 'six']",zero
90,6,"['zero'; 'five'; 'one'; 'two'; 'three'; 'eight']",zero
91,7,"['zero'; 'four'; 'five'; 'nine'; 'eight'; 'three']",nine
92,4,"['four'; 'two'; 'zero'; 'six'; 'three'; 'seven']",zero
93,6,"['three'; 'five'; 'zero'; 'eight'; 'one'; 'two']",zero
94,8,"['six'; 'two'; 'one'; 'four'; 'eight'; 'nine']",nine
95,0,"['zero'; 'six'; 'nine'; 'one'; 'five'; 'four']",nine
96,7,"['four'; 'eight'; 'zero'; 'three'; 'nine'; 'five']",zero
97,8,"['four'; 'nine'; 'two'; 'one'; 'eight'; 'six']",nine
98,3,"['five'; 'zero'; 'eight'; 'four'; 'three'; 'six']",zero
99,1,"['four'; 'three'; 'one'; 'zero'; 'nine'; 'eight']",zero
100,5,"['two'; 'nine'; 'six'; 'one'; 'seven'; 'five']",nine
101,7,"['four'; 'eight'; 'five'; 'nine'; 'three'; 'zero']",zero
102,1,"['four'; 'eight'; 'nine'; 'zero'; 'three'; 'one']",zero
103,7,"['five'; 'three'; 'nine'; 'eight'; 'zero'; 'four']",zero
104,1,"['zero'; 'eight'; 'nine'; 'four'; 'one'; 'three']",nine
105,1,"['three'; 'zero'; 'one'; 'four'; 'eight'; 'nine']",zero
106,6,"['two'; 'zero'; 'eight'; 'five'; 'one'; 'three']",zero
107,3,"['zero'; 'four'; 'six'; 'five'; 'three'; 'eight']",zero
108,0,"['four'; 'one'; 'six'; 'five'; 'nine'; 'zero']",zero
109,2,"['five'; 'three'; 'zero'; 'four'; 'eight'; 'one']",zero
110,9,"['zero'; 'seven'; 'three'; 'five'; 'one'; 'nine']",seven
111,3,"['four'; 'eight'; 'six'; 'five'; 'three'; 'zero']",zero
112,1,"['nine'; 'four'; 'zero'; 'eight'; 'one'; 'three']",zero
113,1,"['zero'; 'nine'; 'four'; 'eight'; 'three'; 'one']",nine
114,0,"['zero'; 'one'; 'four'; 'six'; 'five'; 'nine']",zero
115,4,"['zero'; 'four'; 'seven'; 'two'; 'three'; 'six']",zero
116,9,"['zero'; 'five'; 'one'; 'three'; 'seven'; 'nine']",five
117,2,"['three'; 'four'; 'five'; 'eight'; 'one'; 'zero']",zero
118,0,"['nine'; 'one'; 'five'; 'zero'; 'six'; 'four']",zero
119,0,"['four'; 'nine'; 'five'; 'six'; 'one'; 'zero']",zero
120,2,"['five'; 'four'; 'three'; 'zero'; 'eight'; 'one']",zero
121,0,"['six'; 'five'; 'one'; 'nine'; 'zero'; 'four']",zero
122,2,"['three'; 'eight'; 'one'; 'zero'; 'four'; 'five']",zero
123,7,"['eight'; 'nine'; 'five'; 'three'; 'four'; 'zero']",zero
124,1,"['nine'; 'one'; 'four'; 'three'; 'eight'; 'zero']",zero
125,8,"['nine'; 'four'; 'two'; 'eight'; 'six'; 'one']",four
126,6,"['three'; 'five'; 'one'; 'zero'; 'two'; 'eight']",zero
127,4,"['seven'; 'two'; 'four'; 'six'; 'zero'; 'three']",zero
128,1,"['three'; 'eight'; 'one'; 'four'; 'nine'; 'zero']",zero
129,6,"['eight'; 'one'; 'zero'; 'five'; 'two'; 'three']",zero
130,3,"['five'; 'four'; 'eight'; 'three'; 'zero'; 'six']",zero
131,4,"['three'; 'four'; 'six'; 'seven'; 'two'; 'zero']",zero
132,5,"['six'; 'one'; 'two'; 'five'; 'seven'; 'nine']",nine
133,9,"['five'; 'seven'; 'one'; 'zero'; 'three'; 'nine']",zero
134,1,"['three'; 'nine'; 'one'; 'zero'; 'four'; 'eight']",zero
135,3,"['five'; 'four'; 'three'; 'six'; 'zero'; 'eight']",zero
136,3,"['zero'; 'six'; 'eight'; 'three'; 'five'; 'four']",zero
137,8,"['nine'; 'two'; 'one'; 'six'; 'four'; 'eight']",nine
138,5,"['nine'; 'one'; 'two'; 'seven'; 'five'; 'six']",nine
139,4,"['two'; 'four'; 'seven'; 'zero'; 'six'; 'three']",zero
140,7,"['five'; 'four'; 'zero'; 'nine'; 'three'; 'eight']",zero
141,7,"['zero'; 'five'; 'three'; 'nine'; 'four'; 'eight']",zero
142,4,"['seven'; 'six'; 'two'; 'zero'; 'four'; 'three']",zero
143,2,"['zero'; 'three'; 'one'; 'eight'; 'four'; 'five']",zero
144,8,"['nine'; 'two'; 'eight'; 'six'; 'four'; 'one']",two
145,5,"['one'; 'two'; 'six'; 'five'; 'nine'; 'seven']",seven
146,8,"['two'; 'four'; 'nine'; 'eight'; 'six'; 'one']",four
147,6,"['eight'; 'five'; 'three'; 'zero'; 'two'; 'one']",zero
148,7,"['zero'; 'three'; 'four'; 'eight'; 'nine'; 'five']",zero
149,3,"['zero'; 'six'; 'three'; 'five'; 'eight'; 'four']",zero
150,4,"['two'; 'three'; 'six'; 'seven'; 'zero'; 'four']",zero
151,6,"['two'; 'eight'; 'one'; 'three'; 'five'; 'zero']",zero
152,1,"['one'; 'four'; 'nine'; 'three'; 'eight'; 'zero']",zero
153,9,"['one'; 'zero'; 'five'; 'three'; 'nine'; 'seven']",zero
154,9,"['five'; 'nine'; 'three'; 'zero'; 'seven'; 'one']",zero
155,6,"['zero'; 'two'; 'eight'; 'three'; 'one'; 'five']",zero
156,0,"['nine'; 'five'; 'one'; 'six'; 'four'; 'zero']",zero
157,3,"['zero'; 'six'; 'four'; 'three'; 'five'; 'eight']",zero
158,7,"['three'; 'zero'; 'eight'; 'five'; 'four'; 'nine']",zero
159,2,"['one'; 'five'; 'three'; 'four'; 'eight'; 'zero']",zero
160,8,"['four'; 'six'; 'nine'; 'two'; 'eight'; 'one']",nine
161,2,"['one'; 'four'; 'five'; 'eight'; 'zero'; 'three']",zero
162,9,"['nine'; 'three'; 'zero'; 'one'; 'seven'; 'five']",zero
163,4,"['seven'; 'zero'; 'four'; 'two'; 'three'; 'six']",zero
164,4,"['zero'; 'six'; 'three'; 'two'; 'seven'; 'four']",zero
165,6,"['five'; 'two'; 'zero'; 'three'; 'one'; 'eight']",zero
166,4,"['zero'; 'six'; 'three'; 'four'; 'seven'; 'two']",zero
167,9,"['three'; 'zero'; 'nine'; 'seven'; 'one'; 'five']",zero
168,7,"['four'; 'eight'; 'nine'; 'three'; 'five'; 'zero']",zero
169,0,"['four'; 'zero'; 'five'; 'one'; 'six'; 'nine']",zero
170,9,"['one'; 'seven'; 'nine'; 'three'; 'five'; 'zero']",zero
171,2,"['five'; 'zero'; 'four'; 'three'; 'eight'; 'one']",zero
172,9,"['nine'; 'three'; 'five'; 'seven'; 'zero'; 'one']",zero
173,5,"['five'; 'one'; 'six'; 'nine'; 'two'; 'seven']",one
174,1,"['eight'; 'four'; 'nine'; 'zero'; 'three'; 'one']",zero
175,5,"['nine'; 'one'; 'seven'; 'two'; 'five'; 'six']",seven
176,9,"['three'; 'zero'; 'nine'; 'seven'; 'one'; 'five']",zero
177,1,"['eight'; 'zero'; 'three'; 'four'; 'nine'; 'one']",zero
178,2,"['one'; 'three'; 'five'; 'zero'; 'eight'; 'four']",zero
179,3,"['zero'; 'eight'; 'six'; 'five'; 'three'; 'four']",zero
180,2,"['three'; 'zero'; 'one'; 'eight'; 'five'; 'four']",zero
181,3,"['three'; 'eight'; 'zero'; 'six'; 'five'; 'four']",zero
182,5,"['five'; 'six'; 'nine'; 'seven'; 'two'; 'one']",nine
183,9,"['nine'; 'seven'; 'one'; 'zero'; 'five'; 'three']",zero
184,1,"['eight'; 'three'; 'one'; 'zero'; 'nine'; 'four']",zero
185,7,"['five'; 'nine'; 'eight'; 'four'; 'zero'; 'three']",zero
186,6,"['one'; 'five'; 'eight'; 'zero'; 'two'; 'three']",zero
187,2,"['zero'; 'one'; 'eight'; 'four'; 'five'; 'three']",zero
188,8,"['six'; 'eight'; 'four'; 'two'; 'nine'; 'one']",nine
189,2,"['eight'; 'four'; 'one'; 'zero'; 'three'; 'five']",zero
190,2,"['one'; 'three'; 'four'; 'five'; 'eight'; 'zero']",zero
191,5,"['two'; 'nine'; 'one'; 'five'; 'seven'; 'six']",nine
192,0,"['nine'; 'one'; 'six'; 'five'; 'four'; 'zero']",zero
193,7,"['zero'; 'eight'; 'nine'; 'five'; 'three'; 'four']",nine
194,4,"['zero'; 'six'; 'three'; 'four'; 'two'; 'seven']",zero
195,9,"['five'; 'zero'; 'nine'; 'three'; 'seven'; 'one']",zero
196,7,"['four'; 'three'; 'zero'; 'eight'; 'five'; 'nine']",zero
197,8,"['two'; 'nine'; 'six'; 'eight'; 'one'; 'four']",nine
198,3,"['zero'; 'five'; 'four'; 'three'; 'six'; 'eight']",zero
199,2,"['eight'; 'five'; 'four'; 'zero'; 'three'; 'one']",zero
200,1,"['eight'; 'nine'; 'zero'; 'four'; 'three'; 'one']",zero
201,1,"['eight'; 'one'; 'three'; 'four'; 'nine'; 'zero']",zero
202,8,"['two'; 'nine'; 'one'; 'six'; 'eight'; 'four']",nine
203,3,"['four'; 'three'; 'five'; 'eight'; 'zero'; 'six']",zero
204,6,"['three'; 'zero'; 'five'; 'one'; 'two'; 'eight']",zero
205,1,"['one'; 'four'; 'three'; 'nine'; 'zero'; 'eight']",zero
206,0,"['four'; 'one'; 'five'; 'six'; 'zero'; 'nine']",zero
207,3,"['four'; 'five'; 'six'; 'zero'; 'three'; 'eight']",zero
208,1,"['eight'; 'nine'; 'zero'; 'three'; 'one'; 'four']",zero
209,0,"['four'; 'six'; 'one'; 'zero'; 'five'; 'nine']",zero
210,0,"['nine'; 'five'; 'zero'; 'six'; 'four'; 'one']",zero
211,1,"['four'; 'eight'; 'one'; 'three'; 'nine'; 'zero']",zero
212,7,"['five'; 'eight'; 'nine'; 'four'; 'zero'; 'three']",zero
213,2,"['zero'; 'one'; 'three'; 'five'; 'eight'; 'four']",zero
214,7,"['zero'; 'nine'; 'three'; 'five'; 'eight'; 'four']",zero
215,3,"['four'; 'eight'; 'zero'; 'six'; 'five'; 'three']",zero
216,0,"['four'; 'one'; 'six'; 'zero'; 'nine'; 'five']",zero
217,4,"['six'; 'three'; 'two'; 'four'; 'seven'; 'zero']",zero
218,6,"['one'; 'zero'; 'eight'; 'five'; 'two'; 'three']",zero
219,5,"['nine'; 'one'; 'six'; 'five'; 'two'; 'seven']",seven
220,2,"['four'; 'three'; 'one'; 'zero'; 'eight'; 'five']",zero
221,6,"['eight'; 'five'; 'zero'; 'three'; 'two'; 'one']",zero
222,4,"['six'; 'three'; 'four'; 'two'; 'zero'; 'seven']",zero
223,7,"['eight'; 'three'; 'zero'; 'four'; 'nine'; 'five']",zero
224,1,"['three'; 'one'; 'four'; 'zero'; 'eight'; 'nine']",zero
225,8,"['eight'; 'four'; 'two'; 'six'; 'nine'; 'one']",nine
226,9,"['five'; 'three'; 'nine'; 'one'; 'zero'; 'seven']",zero
227,9,"['one'; 'seven'; 'zero'; 'five'; 'three'; 'nine']",zero
228,3,"['five'; 'three'; 'eight'; 'six'; 'four'; 'zero']",zero
229,0,"['six'; 'nine'; 'zero'; 'five'; 'one'; 'four']",zero
230,7,"['eight'; 'five'; 'nine'; 'three'; 'zero'; 'four']",zero
231,1,"['eight'; 'one'; 'zero'; 'nine'; 'four'; 'three']",zero
232,0,"['nine'; 'four'; 'five'; 'one'; 'six'; 'zero']",nine
233,2,"['zero'; 'eight'; 'five'; 'one'; 'four'; 'three']",zero
234,0,"['six'; 'one'; 'four'; 'five'; 'zero'; 'nine']",zero
235,3,"['eight'; 'five'; 'six'; 'zero'; 'four'; 'three']",zero
236,5,"['seven'; 'two'; 'one'; 'five'; 'nine'; 'six']",seven
237,4,"['three'; 'seven'; 'two'; 'six'; 'four'; 'zero']",zero
238,6,"['five'; 'one'; 'three'; 'two'; 'zero'; 'eight']",zero
239,5,"['two'; 'one'; 'nine'; 'seven'; 'five'; 'six']",one
240,8,"['six'; 'eight'; 'one'; 'two'; 'nine'; 'four']",nine
241,6,"['zero'; 'three'; 'one'; 'five'; 'eight'; 'two']",zero
242,3,"['six'; 'three'; 'four'; 'eight'; 'zero'; 'five']",zero
243,7,"['eight'; 'three'; 'zero'; 'four'; 'five'; 'nine']",zero
244,5,"['two'; 'seven'; 'one'; 'five'; 'nine'; 'six']",seven
245,8,"['nine'; 'one'; 'six'; 'two'; 'four'; 'eight']",nine
246,0,"['nine'; 'one'; 'six'; 'five'; 'four'; 'zero']",zero
247,9,"['three'; 'zero'; 'seven'; 'five'; 'nine'; 'one']",zero
248,1,"['four'; 'three'; 'zero'; 'one'; 'nine'; 'eight']",zero
249,0,"['zero'; 'nine'; 'one'; 'six'; 'five'; 'four']",nine
250,3,"['three'; 'eight'; 'four'; 'five'; 'six'; 'zero']",zero
251,1,"['eight'; 'one'; 'zero'; 'nine'; 'three'; 'four']",zero
252,2,"['four'; 'eight'; 'zero'; 'three'; 'one'; 'five']",zero
253,2,"['four'; 'five'; 'zero'; 'eight'; 'one'; 'three']",zero
254,3,"['five'; 'four'; 'three'; 'eight'; 'six'; 'zero']",zero
255,3,"['three'; 'eight'; 'six'; 'zero'; 'four'; 'five']",zero
256,6,"['five'; 'zero'; 'two'; 'eight'; 'one'; 'three']",zero
257,4,"['four'; 'three'; 'zero'; 'six'; 'seven'; 'two']",zero
258,7,"['three'; 'four'; 'nine'; 'five'; 'eight'; 'zero']",zero
259,5,"['five'; 'one'; 'six'; 'nine'; 'seven'; 'two']",one
260,0,"['four'; 'nine'; 'zero'; 'one'; 'five'; 'six']",zero
261,6,"['two'; 'zero'; 'eight'; 'five'; 'one'; 'three']",zero
262,2,"['five'; 'three'; 'four'; 'eight'; 'zero'; 'one']",zero
263,7,"['four'; 'three'; 'zero'; 'five'; 'eight'; 'nine']",zero
264,9,"['zero'; 'nine'; 'five'; 'three'; 'seven'; 'one']",five
265,8,"['four'; 'eight'; 'one'; 'six'; 'nine'; 'two']",nine
266,5,"['five'; 'two'; 'six'; 'one'; 'nine'; 'seven']",nine
267,9,"['zero'; 'one'; 'three'; 'five'; 'nine'; 'seven']",zero
268,2,"['eight'; 'three'; 'five'; 'four'; 'one'; 'zero']",zero
269,1,"['zero'; 'nine'; 'four'; 'eight'; 'one'; 'three']",nine
270,1,"['three'; 'one'; 'eight'; 'four'; 'nine'; 'zero']",zero
271,4,"['zero'; 'six'; 'four'; 'three'; 'two'; 'seven']",zero
272,4,"['seven'; 'four'; 'six'; 'three'; 'two'; 'zero']",zero
273,5,"['one'; 'two'; 'five'; 'six'; 'seven'; 'nine']",seven
274,6,"['five'; 'zero'; 'eight'; 'two'; 'one'; 'three']",zero
275,4,"['four'; 'two'; 'seven'; 'zero'; 'three'; 'six']",zero
276,1,"['four'; 'zero'; 'eight'; 'nine'; 'three'; 'one']",zero
277,2,"['three'; 'five'; 'zero'; 'four'; 'one'; 'eight']",zero
278,5,"['five'; 'nine'; 'seven'; 'six'; 'two'; 'one']",nine
279,3,"['eight'; 'zero'; 'four'; 'five'; 'six'; 'three']",zero
280,9,"['zero'; 'nine'; 'seven'; 'five'; 'one'; 'three']",seven
281,3,"['three'; 'zero'; 'six'; 'eight'; 'five'; 'four']",zero
282,9,"['zero'; 'five'; 'seven'; 'nine'; 'one'; 'three']",five
283,0,"['one'; 'four'; 'five'; 'zero'; 'six'; 'nine']",zero
284,5,"['nine'; 'seven'; 'one'; 'two'; 'six'; 'five']",seven
285,9,"['nine'; 'five'; 'three'; 'zero'; 'one'; 'seven']",five
286,6,"['zero'; 'three'; 'two'; 'five'; 'one'; 'eight']",zero
287,5,"['six'; 'one'; 'seven'; 'nine'; 'two'; 'five']",seven
288,7,"['four'; 'eight'; 'five'; 'nine'; 'zero'; 'three']",zero
289,4,"['three'; 'zero'; 'four'; 'seven'; 'two'; 'six']",zero
290,1,"['three'; 'one'; 'eight'; 'four'; 'nine'; 'zero']",zero
291,3,"['three'; 'eight'; 'six'; 'four'; 'five'; 'zero']",zero
292,4,"['three'; 'zero'; 'seven'; 'two'; 'six'; 'four']",zero
293,0,"['zero'; 'four'; 'six'; 'nine'; 'five'; 'one']",nine
294,4,"['seven'; 'three'; 'four'; 'two'; 'six'; 'zero']",zero
295,8,"['six'; 'one'; 'four'; 'nine'; 'two'; 'eight']",nine
296,0,"['zero'; 'six'; 'one'; 'five'; 'four'; 'nine']",six
297,4,"['three'; 'six'; 'two'; 'seven'; 'four'; 'zero']",zero
298,3,"['eight'; 'zero'; 'three'; 'six'; 'four'; 'five']",zero
299,6,"['five'; 'two'; 'zero'; 'eight'; 'one'; 'three']",zero
300,8,"['nine'; 'two'; 'six'; 'eight'; 'four'; 'one']",two
301,7,"['nine'; 'four'; 'three'; 'five'; 'eight'; 'zero']",zero
302,6,"['zero'; 'five'; 'eight'; 'one'; 'two'; 'three']",zero
303,0,"['four'; 'one'; 'five'; 'nine'; 'six'; 'zero']",zero
304,9,"['zero'; 'nine'; 'three'; 'five'; 'one'; 'seven']",three
305,7,"['nine'; 'eight'; 'four'; 'three'; 'five'; 'zero']",zero
306,5,"['one'; 'nine'; 'six'; 'two'; 'five'; 'seven']",nine
307,7,"['zero'; 'eight'; 'nine'; 'three'; 'four'; 'five']",nine
308,2,"['zero'; 'one'; 'three'; 'five'; 'eight'; 'four']",zero
309,1,"['eight'; 'zero'; 'one'; 'nine'; 'four'; 'three']",zero
310,1,"['one'; 'zero'; 'three'; 'four'; 'nine'; 'eight']",zero
311,6,"['two'; 'five'; 'three'; 'eight'; 'one'; 'zero']",zero
312,8,"['one'; 'eight'; 'six'; 'four'; 'nine'; 'two']",nine
313,9,"['one'; 'seven'; 'five'; 'zero'; 'three'; 'nine']",zero
314,4,"['four'; 'six'; 'two'; 'zero'; 'seven'; 'three']",zero
315,1,"['three'; 'zero'; 'nine'; 'one'; 'four'; 'eight']",zero
316,5,"['one'; 'six'; 'two'; 'seven'; 'nine'; 'five']",seven
317,2,"['three'; 'eight'; 'one'; 'zero'; 'five'; 'four']",zero
318,2,"['five'; 'three'; 'four'; 'eight'; 'one'; 'zero']",zero
319,9,"['three'; 'one'; 'seven'; 'zero'; 'nine'; 'five']",zero
320,0,"['six'; 'five'; 'four'; 'one'; 'zero'; 'nine']",zero
321,3,"['three'; 'four'; 'five'; 'eight'; 'six'; 'zero']",zero
322,9,"['five'; 'one'; 'zero'; 'nine'; 'seven'; 'three']",zero
323,6,"['two'; 'eight'; 'three'; 'zero'; 'one'; 'five']",zero
324,7,"['eight'; 'zero'; 'three'; 'five'; 'nine'; 'four']",zero
325,2,"['one'; 'eight'; 'zero'; 'three'; 'five'; 'four']",zero
326,0,"['zero'; 'one'; 'six'; 'four'; 'five'; 'nine']",zero
327,3,"['six'; 'eight'; 'three'; 'five'; 'four'; 'zero']",zero
328,5,"['two'; 'nine'; 'one'; 'seven'; 'five'; 'six']",nine
329,4,"['zero'; 'six'; 'seven'; 'three'; 'four'; 'two']",zero
330,3,"['five'; 'three'; 'eight'; 'six'; 'zero'; 'four']",zero
331,6,"['zero'; 'three'; 'two'; 'five'; 'eight'; 'one']",zero
332,5,"['six'; 'seven'; 'one'; 'five'; 'nine'; 'two']",seven
333,8,"['nine'; 'six'; 'four'; 'two'; 'one'; 'eight']",six
334,9,"['nine'; 'seven'; 'five'; 'one'; 'three'; 'zero']",zero
335,5,"['six'; 'seven'; 'one'; 'nine'; 'five'; 'two']",seven
336,4,"['two'; 'four'; 'six'; 'zero'; 'three'; 'seven']",zero
337,7,"['five'; 'nine'; 'zero'; 'three'; 'eight'; 'four']",zero
338,4,"['seven'; 'two'; 'zero'; 'three'; 'four'; 'six']",zero
339,2,"['one'; 'five'; 'eight'; 'zero'; 'four'; 'three']",zero
340,7,"['five'; 'nine'; 'three'; 'eight'; 'zero'; 'four']",zero
341,3,"['zero'; 'five'; 'four'; 'three'; 'eight'; 'six']",zero
342,4,"['zero'; 'four'; 'seven'; 'six'; 'two'; 'three']",zero
343,8,"['eight'; 'four'; 'one'; 'two'; 'six'; 'nine']",nine
344,9,"['nine'; 'one'; 'three'; 'seven'; 'five'; 'zero']",zero
345,1,"['eight'; 'four'; 'three'; 'zero'; 'nine'; 'one']",zero
346,9,"['five'; 'one'; 'three'; 'nine'; 'seven'; 'zero']",zero
347,2,"['five'; 'three'; 'four'; 'one'; 'zero'; 'eight']",zero
348,8,"['two'; 'nine'; 'one'; 'four'; 'eight'; 'six']",nine
349,7,"['eight'; 'five'; 'zero'; 'four'; 'three'; 'nine']",zero
350,9,"['one'; 'zero'; 'nine'; 'three'; 'five'; 'seven']",zero
351,1,"['eight'; 'one'; 'zero'; 'nine'; 'three'; 'four']",zero
352,8,"['six'; 'four'; 'two'; 'eight'; 'nine'; 'one']",nine
353,7,"['nine'; 'five'; 'eight'; 'zero'; 'four'; 'three']",zero
354,4,"['two'; 'six'; 'zero'; 'four'; 'three'; 'seven']",zero
