index,true_label,candidate_labels,complementary_label
181,7,"['bird'; 'automobile'; 'frog'; 'dog'; 'cat'; 'deer'; 'ship']",automobile
182,5,"['airplane'; 'truck'; 'horse'; 'cat'; 'automobile'; 'bird'; 'deer']",truck
183,5,"['deer'; 'automobile'; 'airplane'; 'bird'; 'cat'; 'truck'; 'horse']",truck
184,1,"['truck'; 'horse'; 'bird'; 'airplane'; 'dog'; 'frog'; 'deer']",horse
185,0,"['dog'; 'ship'; 'truck'; 'bird'; 'automobile'; 'frog'; 'cat']",dog
186,9,"['dog'; 'ship'; 'bird'; 'automobile'; 'frog'; 'airplane'; 'cat']",dog
187,6,"['cat'; 'airplane'; 'automobile'; 'truck'; 'ship'; 'dog'; 'deer']",airplane
188,9,"['ship'; 'frog'; 'automobile'; 'airplane'; 'cat'; 'bird'; 'dog']",frog
189,0,"['truck'; 'dog'; 'cat'; 'ship'; 'automobile'; 'bird'; 'frog']",dog
190,8,"['bird'; 'frog'; 'dog'; 'airplane'; 'automobile'; 'horse'; 'cat']",airplane
191,7,"['dog'; 'frog'; 'cat'; 'deer'; 'automobile'; 'ship'; 'bird']",automobile
192,8,"['horse'; 'dog'; 'automobile'; 'cat'; 'airplane'; 'frog'; 'bird']",horse
193,8,"['frog'; 'cat'; 'horse'; 'dog'; 'airplane'; 'automobile'; 'bird']",frog
194,2,"['airplane'; 'deer'; 'dog'; 'horse'; 'automobile'; 'cat'; 'truck']",deer
195,5,"['airplane'; 'truck'; 'bird'; 'cat'; 'automobile'; 'deer'; 'horse']",truck
196,2,"['horse'; 'deer'; 'cat'; 'airplane'; 'automobile'; 'truck'; 'dog']",airplane
197,3,"['bird'; 'airplane'; 'deer'; 'dog'; 'automobile'; 'horse'; 'truck']",airplane
198,5,"['horse'; 'airplane'; 'bird'; 'deer'; 'cat'; 'automobile'; 'truck']",horse
199,0,"['cat'; 'ship'; 'frog'; 'bird'; 'automobile'; 'truck'; 'dog']",dog
200,6,"['ship'; 'deer'; 'airplane'; 'truck'; 'cat'; 'automobile'; 'dog']",truck
201,1,"['horse'; 'bird'; 'frog'; 'deer'; 'dog'; 'truck'; 'airplane']",horse
202,9,"['bird'; 'frog'; 'dog'; 'automobile'; 'ship'; 'airplane'; 'cat']",bird
203,3,"['dog'; 'automobile'; 'bird'; 'airplane'; 'horse'; 'truck'; 'deer']",automobile
204,6,"['cat'; 'ship'; 'truck'; 'automobile'; 'dog'; 'deer'; 'airplane']",ship
205,9,"['airplane'; 'dog'; 'automobile'; 'ship'; 'frog'; 'cat'; 'bird']",dog
206,1,"['deer'; 'truck'; 'horse'; 'bird'; 'dog'; 'frog'; 'airplane']",airplane
207,3,"['deer'; 'bird'; 'automobile'; 'truck'; 'airplane'; 'horse'; 'dog']",truck
208,9,"['ship'; 'frog'; 'automobile'; 'dog'; 'cat'; 'airplane'; 'bird']",frog
209,6,"['deer'; 'ship'; 'airplane'; 'dog'; 'cat'; 'automobile'; 'truck']",ship
210,6,"['deer'; 'truck'; 'automobile'; 'cat'; 'airplane'; 'ship'; 'dog']",truck
211,7,"['deer'; 'ship'; 'dog'; 'automobile'; 'cat'; 'frog'; 'bird']",ship
212,1,"['horse'; 'airplane'; 'deer'; 'dog'; 'bird'; 'truck'; 'frog']",horse
213,0,"['dog'; 'cat'; 'ship'; 'frog'; 'automobile'; 'bird'; 'truck']",dog
214,9,"['automobile'; 'bird'; 'cat'; 'frog'; 'dog'; 'airplane'; 'ship']",bird
215,5,"['cat'; 'deer'; 'airplane'; 'bird'; 'horse'; 'truck'; 'automobile']",deer
216,8,"['airplane'; 'dog'; 'cat'; 'bird'; 'horse'; 'frog'; 'automobile']",dog
217,5,"['deer'; 'truck'; 'horse'; 'airplane'; 'bird'; 'automobile'; 'cat']",truck
218,2,"['automobile'; 'airplane'; 'horse'; 'dog'; 'deer'; 'cat'; 'truck']",truck
219,9,"['cat'; 'ship'; 'automobile'; 'dog'; 'frog'; 'bird'; 'airplane']",dog
220,0,"['bird'; 'ship'; 'dog'; 'cat'; 'automobile'; 'truck'; 'frog']",dog
221,8,"['horse'; 'frog'; 'dog'; 'cat'; 'bird'; 'airplane'; 'automobile']",horse
222,8,"['cat'; 'airplane'; 'frog'; 'bird'; 'horse'; 'dog'; 'automobile']",airplane
223,0,"['truck'; 'dog'; 'bird'; 'ship'; 'automobile'; 'frog'; 'cat']",dog
224,6,"['airplane'; 'truck'; 'automobile'; 'ship'; 'cat'; 'deer'; 'dog']",truck
225,9,"['airplane'; 'ship'; 'automobile'; 'dog'; 'bird'; 'frog'; 'cat']",dog
226,1,"['truck'; 'horse'; 'frog'; 'deer'; 'bird'; 'airplane'; 'dog']",horse
227,1,"['horse'; 'truck'; 'dog'; 'frog'; 'bird'; 'airplane'; 'deer']",dog
228,6,"['airplane'; 'deer'; 'automobile'; 'dog'; 'truck'; 'cat'; 'ship']",airplane
229,3,"['automobile'; 'horse'; 'bird'; 'truck'; 'airplane'; 'dog'; 'deer']",truck
230,7,"['dog'; 'bird'; 'automobile'; 'ship'; 'frog'; 'deer'; 'cat']",bird
231,6,"['automobile'; 'deer'; 'airplane'; 'ship'; 'truck'; 'cat'; 'dog']",truck
232,6,"['cat'; 'airplane'; 'truck'; 'ship'; 'deer'; 'dog'; 'automobile']",airplane
233,0,"['ship'; 'truck'; 'frog'; 'bird'; 'automobile'; 'cat'; 'dog']",frog
234,6,"['airplane'; 'dog'; 'truck'; 'cat'; 'deer'; 'automobile'; 'ship']",truck
235,6,"['cat'; 'deer'; 'ship'; 'airplane'; 'automobile'; 'truck'; 'dog']",ship
236,1,"['deer'; 'bird'; 'horse'; 'frog'; 'airplane'; 'truck'; 'dog']",deer
237,7,"['frog'; 'bird'; 'deer'; 'automobile'; 'ship'; 'dog'; 'cat']",automobile
238,1,"['deer'; 'truck'; 'dog'; 'airplane'; 'bird'; 'horse'; 'frog']",dog
239,5,"['airplane'; 'deer'; 'bird'; 'automobile'; 'horse'; 'cat'; 'truck']",deer
240,8,"['frog'; 'bird'; 'automobile'; 'horse'; 'airplane'; 'dog'; 'cat']",automobile
241,3,"['airplane'; 'deer'; 'bird'; 'horse'; 'automobile'; 'truck'; 'dog']",deer
242,6,"['cat'; 'automobile'; 'ship'; 'deer'; 'airplane'; 'truck'; 'dog']",truck
243,6,"['automobile'; 'cat'; 'ship'; 'airplane'; 'deer'; 'truck'; 'dog']",ship
244,8,"['airplane'; 'frog'; 'horse'; 'cat'; 'dog'; 'bird'; 'automobile']",frog
245,6,"['dog'; 'airplane'; 'cat'; 'deer'; 'ship'; 'truck'; 'automobile']",airplane
246,8,"['airplane'; 'cat'; 'frog'; 'automobile'; 'dog'; 'horse'; 'bird']",cat
247,4,"['horse'; 'automobile'; 'truck'; 'bird'; 'dog'; 'cat'; 'ship']",ship
248,6,"['dog'; 'deer'; 'truck'; 'airplane'; 'automobile'; 'cat'; 'ship']",truck
249,6,"['dog'; 'airplane'; 'cat'; 'automobile'; 'ship'; 'truck'; 'deer']",airplane
250,1,"['deer'; 'airplane'; 'bird'; 'horse'; 'dog'; 'truck'; 'frog']",airplane
251,3,"['airplane'; 'dog'; 'bird'; 'horse'; 'automobile'; 'truck'; 'deer']",dog
252,8,"['bird'; 'automobile'; 'frog'; 'dog'; 'cat'; 'airplane'; 'horse']",airplane
253,3,"['airplane'; 'horse'; 'dog'; 'bird'; 'automobile'; 'truck'; 'deer']",airplane
254,4,"['cat'; 'bird'; 'ship'; 'automobile'; 'dog'; 'truck'; 'horse']",ship
255,1,"['dog'; 'frog'; 'deer'; 'airplane'; 'horse'; 'truck'; 'bird']",airplane
256,7,"['ship'; 'cat'; 'frog'; 'automobile'; 'bird'; 'dog'; 'deer']",automobile
257,1,"['airplane'; 'truck'; 'frog'; 'dog'; 'horse'; 'deer'; 'bird']",frog
258,3,"['automobile'; 'airplane'; 'horse'; 'bird'; 'dog'; 'deer'; 'truck']",truck
259,8,"['dog'; 'frog'; 'cat'; 'horse'; 'airplane'; 'automobile'; 'bird']",dog
260,5,"['truck'; 'bird'; 'airplane'; 'horse'; 'automobile'; 'cat'; 'deer']",truck
261,1,"['bird'; 'deer'; 'truck'; 'dog'; 'airplane'; 'horse'; 'frog']",truck
262,1,"['frog'; 'horse'; 'airplane'; 'truck'; 'dog'; 'bird'; 'deer']",frog
263,4,"['horse'; 'bird'; 'truck'; 'dog'; 'cat'; 'automobile'; 'ship']",truck
264,0,"['cat'; 'bird'; 'truck'; 'ship'; 'dog'; 'frog'; 'automobile']",truck
265,9,"['dog'; 'airplane'; 'automobile'; 'ship'; 'bird'; 'frog'; 'cat']",dog
266,3,"['airplane'; 'horse'; 'automobile'; 'bird'; 'deer'; 'truck'; 'dog']",airplane
267,7,"['dog'; 'frog'; 'ship'; 'deer'; 'cat'; 'automobile'; 'bird']",ship
268,4,"['cat'; 'horse'; 'automobile'; 'dog'; 'ship'; 'truck'; 'bird']",ship
269,9,"['automobile'; 'ship'; 'frog'; 'cat'; 'dog'; 'airplane'; 'bird']",frog
270,9,"['automobile'; 'frog'; 'dog'; 'ship'; 'bird'; 'airplane'; 'cat']",frog
271,2,"['airplane'; 'deer'; 'truck'; 'cat'; 'automobile'; 'horse'; 'dog']",deer
272,4,"['automobile'; 'dog'; 'ship'; 'horse'; 'cat'; 'truck'; 'bird']",truck
273,9,"['cat'; 'bird'; 'ship'; 'dog'; 'airplane'; 'frog'; 'automobile']",bird
