index,true_label,candidate_labels,complementary_label
83,9,"['su'; 'ha'; 'ma'; 're'; 'ki'; 'wo'; 'ya']",wo
84,6,"['o'; 'ki'; 'wo'; 'ya'; 'tsu'; 'na'; 'su']",tsu
85,5,"['ha'; 'ma'; 'na'; 'ki'; 'ya'; 'su'; 'wo']",na
86,6,"['ya'; 'su'; 'ki'; 'o'; 'wo'; 'na'; 'tsu']",su
87,1,"['re'; 'o'; 'ki'; 'ma'; 'ya'; 'wo'; 'ha']",o
88,0,"['ki'; 'na'; 'ma'; 'ha'; 'wo'; 're'; 'o']",na
89,7,"['ma'; 'o'; 'ha'; 'wo'; 'tsu'; 're'; 'ki']",tsu
90,2,"['o'; 'tsu'; 'ma'; 're'; 'na'; 'wo'; 'ki']",tsu
91,2,"['wo'; 'ma'; 're'; 'na'; 'tsu'; 'o'; 'ki']",tsu
92,8,"['na'; 'ma'; 'tsu'; 'o'; 'su'; 'ya'; 'ki']",na
93,0,"['wo'; 'ki'; 're'; 'o'; 'ma'; 'na'; 'ha']",na
94,1,"['ya'; 'o'; 're'; 'wo'; 'ki'; 'ma'; 'ha']",ha
95,8,"['ya'; 'na'; 'tsu'; 'ki'; 'o'; 'su'; 'ma']",na
96,6,"['tsu'; 'ki'; 'wo'; 'na'; 'o'; 'ya'; 'su']",ki
97,6,"['ya'; 'su'; 'tsu'; 'ki'; 'wo'; 'na'; 'o']",na
98,3,"['ma'; 'ki'; 'tsu'; 'ya'; 'wo'; 'na'; 'o']",ki
99,5,"['ki'; 'ya'; 'na'; 'su'; 'wo'; 'ma'; 'ha']",na
100,0,"['wo'; 'o'; 're'; 'ki'; 'ma'; 'na'; 'ha']",na
101,9,"['ya'; 'ki'; 'ma'; 'su'; 're'; 'wo'; 'ha']",ki
102,6,"['wo'; 'ki'; 'ya'; 'o'; 'su'; 'tsu'; 'na']",su
103,9,"['ki'; 'ya'; 're'; 'ha'; 'su'; 'wo'; 'ma']",ki
104,8,"['ya'; 'na'; 'o'; 'su'; 'ki'; 'ma'; 'tsu']",na
105,2,"['ma'; 'na'; 'o'; 'ki'; 're'; 'wo'; 'tsu']",tsu
106,1,"['ha'; 're'; 'wo'; 'ki'; 'ma'; 'o'; 'ya']",o
107,3,"['wo'; 'o'; 'tsu'; 'ya'; 'ma'; 'na'; 'ki']",tsu
108,9,"['ha'; 'ya'; 'su'; 're'; 'wo'; 'ma'; 'ki']",re
109,4,"['ya'; 're'; 'su'; 'ki'; 'ha'; 'o'; 'na']",na
110,6,"['ya'; 'na'; 'tsu'; 'ki'; 'o'; 'su'; 'wo']",na
111,5,"['ya'; 'ki'; 'na'; 'wo'; 'ma'; 'ha'; 'su']",ki
112,3,"['ma'; 'ki'; 'na'; 'wo'; 'ya'; 'tsu'; 'o']",tsu
113,4,"['ki'; 'na'; 'ya'; 'su'; 'o'; 're'; 'ha']",na
114,7,"['o'; 'ha'; 'ki'; 'tsu'; 're'; 'wo'; 'ma']",tsu
115,0,"['ma'; 'ki'; 'wo'; 'ha'; 'o'; 're'; 'na']",na
116,4,"['ki'; 'ha'; 'o'; 're'; 'ya'; 'su'; 'na']",na
117,8,"['o'; 'su'; 'na'; 'ma'; 'ya'; 'tsu'; 'ki']",su
118,6,"['wo'; 'ya'; 'ki'; 'na'; 'su'; 'o'; 'tsu']",su
119,5,"['ya'; 'su'; 'na'; 'wo'; 'ha'; 'ki'; 'ma']",na
120,5,"['wo'; 'ha'; 'ma'; 'ki'; 'ya'; 'na'; 'su']",na
121,4,"['su'; 're'; 'ya'; 'na'; 'ki'; 'ha'; 'o']",ha
122,2,"['wo'; 're'; 'tsu'; 'ki'; 'o'; 'ma'; 'na']",tsu
123,2,"['na'; 'o'; 're'; 'ma'; 'ki'; 'tsu'; 'wo']",tsu
124,2,"['o'; 'tsu'; 'na'; 'ki'; 'ma'; 're'; 'wo']",tsu
125,5,"['wo'; 'ya'; 'ha'; 'na'; 'ma'; 'ki'; 'su']",na
126,6,"['ya'; 'wo'; 'o'; 'ki'; 'tsu'; 'na'; 'su']",tsu
127,6,"['o'; 'tsu'; 'ya'; 'na'; 'ki'; 'wo'; 'su']",na
128,8,"['ya'; 'o'; 'tsu'; 'ma'; 'su'; 'na'; 'ki']",tsu
129,1,"['ha'; 'o'; 'wo'; 'ki'; 'ma'; 're'; 'ya']",o
130,5,"['su'; 'ki'; 'wo'; 'ya'; 'ha'; 'na'; 'ma']",ki
131,5,"['na'; 'ma'; 'ki'; 'wo'; 'su'; 'ha'; 'ya']",na
132,6,"['tsu'; 'su'; 'na'; 'ki'; 'ya'; 'wo'; 'o']",na
133,2,"['o'; 'ki'; 're'; 'wo'; 'na'; 'tsu'; 'ma']",tsu
134,9,"['su'; 'ma'; 'ki'; 're'; 'ya'; 'ha'; 'wo']",wo
135,2,"['wo'; 'tsu'; 'ki'; 'o'; 're'; 'ma'; 'na']",tsu
136,0,"['wo'; 'ma'; 'ki'; 'ha'; 'o'; 're'; 'na']",na
137,5,"['wo'; 'ha'; 'ma'; 'na'; 'su'; 'ki'; 'ya']",na
138,5,"['ha'; 'ya'; 'ki'; 'na'; 'su'; 'wo'; 'ma']",ki
139,2,"['ma'; 'tsu'; 'ki'; 'na'; 'o'; 're'; 'wo']",na
140,7,"['ma'; 're'; 'tsu'; 'ha'; 'o'; 'wo'; 'ki']",tsu
141,5,"['ma'; 'ha'; 'su'; 'ki'; 'na'; 'ya'; 'wo']",na
142,6,"['o'; 'ya'; 'wo'; 'su'; 'ki'; 'tsu'; 'na']",na
143,8,"['na'; 'su'; 'o'; 'tsu'; 'ya'; 'ma'; 'ki']",na
144,8,"['su'; 'o'; 'ya'; 'ki'; 'tsu'; 'ma'; 'na']",su
145,0,"['na'; 'o'; 'ha'; 're'; 'wo'; 'ki'; 'ma']",na
146,3,"['ma'; 'na'; 'ya'; 'tsu'; 'ki'; 'wo'; 'o']",na
147,4,"['o'; 'ya'; 'su'; 'ki'; 're'; 'na'; 'ha']",na
148,5,"['na'; 'ki'; 'ya'; 'su'; 'ha'; 'ma'; 'wo']",ki
149,6,"['o'; 'ki'; 'ya'; 'su'; 'tsu'; 'na'; 'wo']",na
150,3,"['ya'; 'ma'; 'ki'; 'wo'; 'tsu'; 'o'; 'na']",tsu
151,5,"['wo'; 'na'; 'ya'; 'ha'; 'ma'; 'ki'; 'su']",na
152,0,"['ma'; 'wo'; 'o'; 're'; 'ha'; 'na'; 'ki']",na
153,1,"['ma'; 'wo'; 'ha'; 'ya'; 'o'; 'ki'; 're']",re
154,4,"['ya'; 'su'; 'ki'; 're'; 'ha'; 'na'; 'o']",na
155,4,"['ki'; 'su'; 'na'; 're'; 'ha'; 'ya'; 'o']",na
156,7,"['ha'; 'o'; 're'; 'ma'; 'wo'; 'tsu'; 'ki']",tsu
157,7,"['wo'; 'o'; 'ma'; 'ha'; 're'; 'tsu'; 'ki']",tsu
158,7,"['ma'; 're'; 'ki'; 'tsu'; 'o'; 'ha'; 'wo']",ha
159,8,"['ya'; 'na'; 'o'; 'ki'; 'ma'; 'tsu'; 'su']",tsu
160,6,"['wo'; 'su'; 'ki'; 'tsu'; 'na'; 'ya'; 'o']",na
161,6,"['o'; 'tsu'; 'na'; 'ki'; 'su'; 'ya'; 'wo']",na
162,5,"['ya'; 'wo'; 'ma'; 'na'; 'su'; 'ha'; 'ki']",na
163,2,"['na'; 're'; 'ma'; 'o'; 'wo'; 'ki'; 'tsu']",tsu
164,7,"['ki'; 'o'; 'ha'; 're'; 'ma'; 'wo'; 'tsu']",tsu
165,5,"['wo'; 'su'; 'ma'; 'ya'; 'ki'; 'ha'; 'na']",na
166,2,"['ki'; 'ma'; 'wo'; 'tsu'; 'na'; 're'; 'o']",tsu
167,1,"['ki'; 'ya'; 'ha'; 'o'; 're'; 'ma'; 'wo']",o
168,8,"['ki'; 'tsu'; 'ma'; 'na'; 'su'; 'o'; 'ya']",na
169,1,"['ha'; 're'; 'o'; 'ki'; 'ya'; 'ma'; 'wo']",re
170,5,"['ha'; 'ki'; 'su'; 'ya'; 'ma'; 'wo'; 'na']",ki
171,5,"['wo'; 'ya'; 'ma'; 'na'; 'ki'; 'ha'; 'su']",na
172,3,"['na'; 'ma'; 'o'; 'tsu'; 'ki'; 'wo'; 'ya']",tsu
173,6,"['wo'; 'ya'; 'na'; 'o'; 'tsu'; 'su'; 'ki']",tsu
174,1,"['o'; 'wo'; 'ki'; 'ma'; 'ha'; 're'; 'ya']",re
175,0,"['o'; 're'; 'wo'; 'ki'; 'na'; 'ma'; 'ha']",na
176,1,"['ya'; 'o'; 'ha'; 'ma'; 'ki'; 'wo'; 're']",o
177,0,"['ha'; 'na'; 'ma'; 're'; 'ki'; 'o'; 'wo']",na
178,3,"['ma'; 'wo'; 'ya'; 'o'; 'ki'; 'tsu'; 'na']",tsu
179,7,"['wo'; 're'; 'ha'; 'ma'; 'ki'; 'o'; 'tsu']",tsu
180,0,"['o'; 're'; 'wo'; 'na'; 'ha'; 'ki'; 'ma']",ha
181,9,"['re'; 'ha'; 'wo'; 'ma'; 'su'; 'ki'; 'ya']",wo
182,9,"['wo'; 'ma'; 'su'; 're'; 'ha'; 'ki'; 'ya']",ki
183,8,"['su'; 'ki'; 'ya'; 'ma'; 'tsu'; 'na'; 'o']",na
184,0,"['wo'; 'o'; 'ki'; 'ha'; 're'; 'ma'; 'na']",na
185,0,"['wo'; 're'; 'ha'; 'o'; 'ma'; 'ki'; 'na']",na
186,0,"['ha'; 're'; 'ki'; 'o'; 'na'; 'wo'; 'ma']",na
187,9,"['ki'; 'ha'; 'su'; 'ma'; 're'; 'wo'; 'ya']",ki
188,5,"['ki'; 'wo'; 'na'; 'ya'; 'su'; 'ha'; 'ma']",na
189,9,"['wo'; 'ha'; 'ya'; 'ma'; 'ki'; 're'; 'su']",re
190,6,"['ki'; 'tsu'; 'wo'; 'ya'; 'su'; 'o'; 'na']",na
191,5,"['su'; 'ha'; 'wo'; 'ma'; 'na'; 'ya'; 'ki']",na
192,4,"['ki'; 'ya'; 'su'; 'o'; 'ha'; 'na'; 're']",na
193,5,"['ki'; 'ma'; 'na'; 'wo'; 'ha'; 'su'; 'ya']",na
194,3,"['tsu'; 'o'; 'ya'; 'ki'; 'ma'; 'wo'; 'na']",na
195,8,"['o'; 'tsu'; 'su'; 'ma'; 'na'; 'ki'; 'ya']",tsu
196,8,"['su'; 'tsu'; 'ya'; 'na'; 'ki'; 'o'; 'ma']",na
197,3,"['ki'; 'tsu'; 'wo'; 'ya'; 'o'; 'ma'; 'na']",na
198,6,"['ya'; 'o'; 'su'; 'na'; 'tsu'; 'ki'; 'wo']",na
199,0,"['ki'; 'ma'; 'na'; 'ha'; 'o'; 'wo'; 're']",re
200,8,"['ki'; 'tsu'; 'ya'; 'o'; 'ma'; 'na'; 'su']",ya
201,4,"['na'; 'ha'; 'ki'; 're'; 'o'; 'su'; 'ya']",na
202,5,"['su'; 'wo'; 'ya'; 'ha'; 'ki'; 'ma'; 'na']",na
203,7,"['re'; 'tsu'; 'o'; 'ma'; 'wo'; 'ki'; 'ha']",ha
204,0,"['ma'; 'ha'; 'o'; 'na'; 're'; 'ki'; 'wo']",na
205,8,"['ki'; 'na'; 'su'; 'ya'; 'o'; 'tsu'; 'ma']",su
206,4,"['ki'; 'ya'; 'na'; 're'; 'o'; 'ha'; 'su']",na
207,5,"['ya'; 'ma'; 'su'; 'wo'; 'ha'; 'na'; 'ki']",na
208,1,"['ki'; 'o'; 'wo'; 'ha'; 'ma'; 'ya'; 're']",o
209,1,"['ma'; 'ya'; 'ha'; 're'; 'wo'; 'ki'; 'o']",ki
210,2,"['na'; 're'; 'o'; 'ki'; 'wo'; 'ma'; 'tsu']",tsu
211,3,"['ya'; 'ma'; 'na'; 'tsu'; 'ki'; 'wo'; 'o']",tsu
212,8,"['ya'; 'o'; 'tsu'; 'na'; 'ma'; 'ki'; 'su']",tsu
213,7,"['ki'; 'ha'; 'ma'; 're'; 'tsu'; 'o'; 'wo']",tsu
214,3,"['ma'; 'ki'; 'o'; 'na'; 'wo'; 'ya'; 'tsu']",ki
215,7,"['ki'; 'tsu'; 'ha'; 'o'; 'wo'; 'ma'; 're']",tsu
216,4,"['ki'; 'su'; 'na'; 'ya'; 'o'; 'ha'; 're']",ki
217,7,"['wo'; 'ki'; 'ha'; 'ma'; 're'; 'o'; 'tsu']",tsu
218,2,"['ki'; 'o'; 'ma'; 'wo'; 'tsu'; 'na'; 're']",tsu
219,9,"['re'; 'su'; 'ha'; 'ya'; 'ma'; 'ki'; 'wo']",wo
220,1,"['ha'; 'ki'; 'ma'; 're'; 'wo'; 'o'; 'ya']",o
221,7,"['re'; 'tsu'; 'o'; 'ha'; 'wo'; 'ki'; 'ma']",tsu
222,9,"['ha'; 'ya'; 'ki'; 'su'; 'wo'; 're'; 'ma']",ki
223,5,"['na'; 'ma'; 'ya'; 'ha'; 'su'; 'wo'; 'ki']",ki
224,7,"['tsu'; 'ma'; 're'; 'ki'; 'o'; 'wo'; 'ha']",ha
225,4,"['re'; 'ha'; 'ya'; 'su'; 'o'; 'ki'; 'na']",na
226,6,"['ki'; 'na'; 'su'; 'tsu'; 'ya'; 'wo'; 'o']",na
227,9,"['wo'; 'su'; 'ha'; 'ma'; 'ya'; 're'; 'ki']",re
228,0,"['re'; 'na'; 'o'; 'ki'; 'ha'; 'wo'; 'ma']",na
229,1,"['re'; 'ki'; 'ya'; 'ma'; 'wo'; 'o'; 'ha']",ha
230,0,"['wo'; 'ki'; 're'; 'ma'; 'ha'; 'o'; 'na']",o
231,1,"['ya'; 'ma'; 'ki'; 'wo'; 're'; 'ha'; 'o']",ha
232,2,"['o'; 'ma'; 'ki'; 're'; 'wo'; 'na'; 'tsu']",tsu
233,6,"['na'; 'wo'; 'ya'; 'ki'; 'o'; 'tsu'; 'su']",tsu
234,5,"['wo'; 'na'; 'ki'; 'su'; 'ma'; 'ya'; 'ha']",na
235,9,"['su'; 'ma'; 'ki'; 'ha'; 'wo'; 'ya'; 're']",re
236,0,"['na'; 'ki'; 'ma'; 'ha'; 'wo'; 'o'; 're']",na
237,5,"['ma'; 'su'; 'ki'; 'ha'; 'ya'; 'wo'; 'na']",na
238,7,"['o'; 'tsu'; 're'; 'ma'; 'ki'; 'wo'; 'ha']",tsu
239,0,"['ha'; 'o'; 'ki'; 'na'; 'wo'; 're'; 'ma']",na
240,6,"['na'; 'ya'; 'ki'; 'tsu'; 'wo'; 'su'; 'o']",tsu
241,8,"['ki'; 'ma'; 'tsu'; 'su'; 'na'; 'ya'; 'o']",tsu
242,2,"['na'; 'wo'; 'ma'; 'o'; 'ki'; 're'; 'tsu']",na
243,1,"['ki'; 're'; 'ha'; 'ya'; 'wo'; 'ma'; 'o']",wo
244,9,"['wo'; 'ma'; 're'; 'su'; 'ha'; 'ya'; 'ki']",ki
245,7,"['ki'; 're'; 'ma'; 'wo'; 'ha'; 'o'; 'tsu']",tsu
246,7,"['re'; 'o'; 'ki'; 'ma'; 'tsu'; 'wo'; 'ha']",ha
247,9,"['re'; 'ha'; 'su'; 'ya'; 'ki'; 'ma'; 'wo']",wo
248,8,"['su'; 'na'; 'ki'; 'ya'; 'tsu'; 'ma'; 'o']",su
249,6,"['ya'; 'wo'; 'na'; 'su'; 'tsu'; 'ki'; 'o']",na
250,6,"['tsu'; 'wo'; 'na'; 'su'; 'ya'; 'o'; 'ki']",o
251,1,"['re'; 'o'; 'ya'; 'ha'; 'wo'; 'ki'; 'ma']",ki
252,9,"['ha'; 're'; 'ma'; 'ki'; 'su'; 'wo'; 'ya']",re
253,1,"['ya'; 'wo'; 're'; 'ha'; 'ma'; 'ki'; 'o']",wo
254,0,"['ma'; 'wo'; 'ha'; 're'; 'ki'; 'na'; 'o']",na
255,8,"['o'; 'ya'; 'su'; 'tsu'; 'ki'; 'ma'; 'na']",na
256,5,"['ha'; 'na'; 'wo'; 'su'; 'ki'; 'ma'; 'ya']",na
257,2,"['ki'; 'o'; 're'; 'wo'; 'tsu'; 'na'; 'ma']",tsu
258,7,"['re'; 'tsu'; 'ha'; 'ma'; 'ki'; 'o'; 'wo']",re
259,1,"['o'; 'ha'; 're'; 'wo'; 'ya'; 'ma'; 'ki']",ki
260,4,"['ha'; 're'; 'o'; 'na'; 'su'; 'ki'; 'ya']",na
261,5,"['ma'; 'su'; 'ki'; 'wo'; 'ya'; 'ha'; 'na']",ha
262,0,"['ma'; 'ki'; 'ha'; 'o'; 'na'; 're'; 'wo']",ki
263,5,"['ha'; 'ma'; 'na'; 'su'; 'ki'; 'ya'; 'wo']",na
264,4,"['su'; 'ya'; 'na'; 'o'; 'ki'; 'ha'; 're']",na
265,7,"['ki'; 'ma'; 'wo'; 'tsu'; 're'; 'o'; 'ha']",ha
266,1,"['ma'; 'o'; 'ki'; 'ya'; 'ha'; 'wo'; 're']",ki
267,2,"['tsu'; 'wo'; 'o'; 're'; 'ma'; 'ki'; 'na']",na
268,3,"['o'; 'ya'; 'ki'; 'tsu'; 'ma'; 'wo'; 'na']",tsu
269,7,"['o'; 'wo'; 'ma'; 'ki'; 'tsu'; 'ha'; 're']",ha
270,0,"['ma'; 'ha'; 'wo'; 'na'; 'ki'; 're'; 'o']",na
271,8,"['o'; 'su'; 'tsu'; 'ki'; 'ma'; 'na'; 'ya']",na
272,5,"['wo'; 'ki'; 'su'; 'ha'; 'na'; 'ma'; 'ya']",ki
273,9,"['ki'; 'ma'; 'ya'; 'wo'; 'ha'; 'su'; 're']",wo
274,5,"['ya'; 'na'; 'su'; 'ha'; 'ma'; 'ki'; 'wo']",na
275,2,"['ma'; 'o'; 'na'; 'ki'; 're'; 'tsu'; 'wo']",tsu
276,3,"['o'; 'ki'; 'wo'; 'tsu'; 'ya'; 'na'; 'ma']",tsu
277,2,"['o'; 're'; 'tsu'; 'na'; 'ma'; 'wo'; 'ki']",na
278,3,"['ma'; 'tsu'; 'na'; 'ki'; 'o'; 'wo'; 'ya']",na
279,2,"['wo'; 'o'; 'tsu'; 're'; 'ma'; 'ki'; 'na']",tsu
280,7,"['o'; 'ki'; 'wo'; 're'; 'tsu'; 'ha'; 'ma']",ha
281,3,"['tsu'; 'o'; 'ki'; 'ma'; 'ya'; 'wo'; 'na']",o
282,4,"['na'; 'o'; 'ya'; 're'; 'su'; 'ha'; 'ki']",na
283,0,"['ha'; 'ki'; 'o'; 're'; 'ma'; 'na'; 'wo']",na
284,9,"['ha'; 're'; 'ma'; 'ki'; 'ya'; 'su'; 'wo']",re
285,5,"['na'; 'ki'; 'ya'; 'ma'; 'ha'; 'su'; 'wo']",ki
286,0,"['ma'; 'o'; 'ha'; 're'; 'ki'; 'wo'; 'na']",o
287,3,"['tsu'; 'wo'; 'na'; 'ma'; 'ki'; 'ya'; 'o']",na
288,5,"['na'; 'ha'; 'ya'; 'su'; 'wo'; 'ma'; 'ki']",na
289,4,"['re'; 'ya'; 'ha'; 'su'; 'o'; 'ki'; 'na']",na
290,6,"['ki'; 'o'; 'tsu'; 'ya'; 'na'; 'wo'; 'su']",na
291,3,"['o'; 'ki'; 'tsu'; 'na'; 'ya'; 'ma'; 'wo']",ki
292,8,"['ma'; 'o'; 'na'; 'ya'; 'su'; 'tsu'; 'ki']",su
293,6,"['ki'; 'na'; 'wo'; 'su'; 'o'; 'tsu'; 'ya']",na
294,7,"['ha'; 'tsu'; 'wo'; 'ma'; 're'; 'ki'; 'o']",wo
295,4,"['ha'; 'o'; 're'; 'ki'; 'ya'; 'na'; 'su']",na
296,7,"['o'; 'ma'; 'wo'; 'tsu'; 'ki'; 're'; 'ha']",ha
297,1,"['ya'; 'ha'; 're'; 'ki'; 'wo'; 'ma'; 'o']",re
298,8,"['ya'; 'tsu'; 'ma'; 'o'; 'ki'; 'na'; 'su']",tsu
299,4,"['ki'; 'ha'; 're'; 'o'; 'na'; 'ya'; 'su']",na
300,1,"['ya'; 'o'; 'ha'; 'ma'; 'ki'; 're'; 'wo']",re
301,8,"['tsu'; 'o'; 'su'; 'ma'; 'ya'; 'ki'; 'na']",na
