index,true_label,candidate_labels,complementary_label
132,frog,"['dog', 'bird', 'deer', 'cat']",dog
133,horse,"['truck', 'dog', 'deer', 'ship']",ship
134,automobile,"['truck', 'horse', 'ship', 'bird']",horse
135,ship,"['truck', 'bird', 'automobile', 'deer']",bird
136,automobile,"['truck', 'ship', 'horse', 'dog']",ship
137,automobile,"['truck', 'horse', 'ship', 'deer']",horse
138,bird,"['automobile', 'deer', 'horse', 'ship']",ship
139,ship,"['deer', 'bird', 'truck', 'automobile']",deer
140,automobile,"['automobile', 'horse', 'deer', 'ship']",horse
141,cat,"['dog', 'bird', 'horse', 'truck']",truck
142,cat,"['horse', 'bird', 'dog', 'deer']",horse
143,frog,"['dog', 'deer', 'bird', 'automobile']",automobile
144,bird,"['truck', 'deer', 'automobile', 'horse']",truck
145,deer,"['dog', 'horse', 'truck', 'bird']",truck
146,truck,"['automobile', 'deer', 'ship', 'bird']",deer
147,truck,"['automobile', 'ship', 'dog', 'horse']",dog
148,dog,"['truck', 'horse', 'deer', 'frog']",horse
149,deer,"['horse', 'truck', 'bird', 'dog']",truck
150,cat,"['dog', 'horse', 'bird', 'truck']",truck
151,frog,"['dog', 'bird', 'cat', 'truck']",truck
152,horse,"['deer', 'truck', 'bird', 'dog']",truck
153,deer,"['dog', 'horse', 'bird', 'cat']",dog
154,frog,"['dog', 'horse', 'bird', 'deer']",horse
155,ship,"['deer', 'truck', 'automobile', 'bird']",truck
156,dog,"['deer', 'horse', 'truck', 'cat']",truck
157,dog,"['horse', 'deer', 'cat', 'truck']",truck
158,deer,"['horse', 'dog', 'bird', 'truck']",truck
159,cat,"['horse', 'dog', 'bird', 'ship']",ship
160,automobile,"['truck', 'ship', 'deer', 'horse']",deer
161,ship,"['truck', 'bird', 'deer', 'automobile']",bird
162,deer,"['horse', 'dog', 'truck', 'bird']",truck
163,horse,"['deer', 'truck', 'dog', 'ship']",truck
164,frog,"['dog', 'deer', 'cat', 'bird']",dog
165,airplane,"['bird', 'automobile', 'ship', 'horse']",ship
166,truck,"['automobile', 'horse', 'ship', 'deer']",horse
167,dog,"['frog', 'horse', 'truck', 'bird']",truck
168,automobile,"['automobile', 'ship', 'dog', 'bird']",dog
169,cat,"['bird', 'dog', 'truck', 'frog']",truck
170,ship,"['truck', 'automobile', 'bird', 'dog']",bird
171,bird,"['horse', 'deer', 'dog', 'truck']",truck
172,horse,"['truck', 'dog', 'deer', 'bird']",truck
173,dog,"['airplane', 'deer', 'cat', 'horse']",deer
174,cat,"['dog', 'deer', 'horse', 'bird']",horse
175,deer,"['horse', 'truck', 'bird', 'dog']",truck
176,automobile,"['truck', 'horse', 'ship', 'deer']",horse
177,dog,"['truck', 'horse', 'bird', 'deer']",truck
178,horse,"['deer', 'dog', 'truck', 'bird']",truck
179,airplane,"['ship', 'airplane', 'dog', 'deer']",dog
180,deer,"['horse', 'dog', 'bird', 'truck']",truck
181,horse,"['deer', 'truck', 'dog', 'bird']",truck
182,dog,"['truck', 'bird', 'horse', 'deer']",bird
183,dog,"['truck', 'bird', 'airplane', 'frog']",truck
184,automobile,"['frog', 'truck', 'horse', 'ship']",truck
185,airplane,"['bird', 'ship', 'truck', 'horse']",bird
186,truck,"['automobile', 'ship', 'cat', 'dog']",cat
187,frog,"['dog', 'cat', 'truck', 'bird']",truck
188,truck,"['ship', 'automobile', 'horse', 'bird']",horse
189,airplane,"['ship', 'truck', 'automobile', 'bird']",bird
190,ship,"['truck', 'automobile', 'bird', 'dog']",truck
191,horse,"['ship', 'bird', 'airplane', 'horse']",bird
192,ship,"['truck', 'automobile', 'bird', 'deer']",truck
193,ship,"['truck', 'bird', 'dog', 'deer']",truck
194,bird,"['frog', 'dog', 'airplane', 'cat']",dog
195,dog,"['truck', 'horse', 'bird', 'deer']",horse
196,bird,"['frog', 'deer', 'ship', 'automobile']",ship
197,cat,"['dog', 'frog', 'bird', 'airplane']",dog
198,dog,"['truck', 'airplane', 'horse', 'bird']",truck
199,airplane,"['ship', 'bird', 'dog', 'deer']",bird
200,frog,"['bird', 'dog', 'automobile', 'truck']",truck
201,automobile,"['automobile', 'horse', 'ship', 'deer']",horse
202,truck,"['automobile', 'ship', 'dog', 'horse']",dog
203,cat,"['dog', 'bird', 'truck', 'horse']",truck
204,frog,"['dog', 'deer', 'bird', 'cat']",dog
205,truck,"['automobile', 'ship', 'horse', 'bird']",horse
206,automobile,"['truck', 'ship', 'dog', 'horse']",dog
207,cat,"['dog', 'deer', 'horse', 'frog']",dog
208,truck,"['automobile', 'horse', 'deer', 'ship']",horse
209,frog,"['dog', 'bird', 'truck', 'automobile']",truck
210,frog,"['bird', 'automobile', 'dog', 'truck']",truck
211,horse,"['dog', 'truck', 'deer', 'automobile']",truck
212,automobile,"['truck', 'horse', 'deer', 'ship']",horse
213,airplane,"['bird', 'ship', 'automobile', 'deer']",ship
214,truck,"['automobile', 'ship', 'bird', 'horse']",bird
215,dog,"['frog', 'truck', 'bird', 'horse']",truck
216,ship,"['truck', 'bird', 'deer', 'automobile']",bird
217,dog,"['truck', 'deer', 'horse', 'cat']",deer
218,bird,"['deer', 'bird', 'dog', 'cat']",deer
219,truck,"['ship', 'automobile', 'deer', 'bird']",deer
220,airplane,"['bird', 'ship', 'dog', 'horse']",dog
221,ship,"['truck', 'bird', 'deer', 'dog']",bird
222,ship,"['automobile', 'truck', 'airplane', 'deer']",deer
223,airplane,"['bird', 'ship', 'truck', 'automobile']",bird
224,frog,"['horse', 'dog', 'bird', 'cat']",dog
225,truck,"['automobile', 'ship', 'bird', 'deer']",bird
226,automobile,"['truck', 'horse', 'deer', 'ship']",horse
227,automobile,"['truck', 'ship', 'deer', 'bird']",deer
228,frog,"['dog', 'cat', 'truck', 'automobile']",truck
229,cat,"['dog', 'bird', 'frog', 'horse']",dog
230,horse,"['dog', 'deer', 'ship', 'truck']",ship
231,frog,"['dog', 'cat', 'ship', 'truck']",ship
232,frog,"['bird', 'dog', 'cat', 'automobile']",dog
233,airplane,"['bird', 'ship', 'truck', 'horse']",ship
234,frog,"['cat', 'dog', 'bird', 'deer']",dog
235,frog,"['bird', 'dog', 'automobile', 'cat']",automobile
236,automobile,"['truck', 'horse', 'deer', 'ship']",horse
237,horse,"['deer', 'ship', 'truck', 'dog']",ship
238,automobile,"['truck', 'horse', 'deer', 'ship']",horse
239,dog,"['bird', 'truck', 'frog', 'horse']",truck
240,ship,"['truck', 'bird', 'automobile', 'deer']",bird
241,cat,"['dog', 'horse', 'deer', 'ship']",ship
242,frog,"['bird', 'deer', 'dog', 'cat']",dog
243,frog,"['dog', 'cat', 'bird', 'deer']",bird
244,ship,"['deer', 'dog', 'cat', 'bird']",deer
245,frog,"['dog', 'bird', 'cat', 'ship']",ship
246,ship,"['bird', 'truck', 'horse', 'automobile']",truck
247,deer,"['horse', 'bird', 'truck', 'ship']",truck
248,frog,"['bird', 'dog', 'truck', 'cat']",truck
249,frog,"['dog', 'bird', 'automobile', 'horse']",dog
250,automobile,"['truck', 'horse', 'bird', 'deer']",horse
251,cat,"['horse', 'dog', 'truck', 'deer']",truck
252,ship,"['bird', 'truck', 'horse', 'deer']",truck
253,cat,"['dog', 'bird', 'deer', 'ship']",ship
254,deer,"['horse', 'dog', 'truck', 'bird']",truck
255,automobile,"['truck', 'horse', 'bird', 'frog']",horse
256,horse,"['deer', 'dog', 'truck', 'bird']",truck
257,automobile,"['horse', 'truck', 'bird', 'ship']",horse
258,cat,"['dog', 'truck', 'horse', 'deer']",truck
259,ship,"['bird', 'airplane', 'horse', 'deer']",airplane
260,dog,"['deer', 'truck', 'bird', 'frog']",truck
261,automobile,"['truck', 'horse', 'bird', 'ship']",horse
262,automobile,"['truck', 'horse', 'deer', 'bird']",horse
263,deer,"['dog', 'horse', 'cat', 'truck']",truck
264,airplane,"['ship', 'bird', 'dog', 'automobile']",dog
265,truck,"['automobile', 'horse', 'bird', 'ship']",bird
266,cat,"['dog', 'deer', 'bird', 'horse']",dog
267,horse,"['dog', 'deer', 'truck', 'cat']",truck
268,deer,"['dog', 'horse', 'cat', 'bird']",bird
269,truck,"['automobile', 'ship', 'bird', 'frog']",bird
270,truck,"['automobile', 'bird', 'ship', 'horse']",bird
271,bird,"['frog', 'deer', 'dog', 'horse']",dog
272,deer,"['dog', 'horse', 'bird', 'truck']",truck
273,truck,"['automobile', 'ship', 'horse', 'dog']",horse
274,truck,"['automobile', 'ship', 'horse', 'deer']",horse
275,automobile,"['truck', 'ship', 'bird', 'horse']",bird
276,airplane,"['bird', 'ship', 'deer', 'automobile']",deer
277,dog,"['dog', 'horse', 'deer', 'bird']",horse
278,truck,"['automobile', 'ship', 'deer', 'horse']",deer
279,airplane,"['bird', 'ship', 'automobile', 'dog']",ship
280,ship,"['truck', 'deer', 'bird', 'horse']",deer
281,bird,"['ship', 'deer', 'dog', 'truck']",deer
282,automobile,"['truck', 'ship', 'bird', 'horse']",bird
283,bird,"['frog', 'horse', 'ship', 'deer']",ship
284,airplane,"['bird', 'dog', 'ship', 'deer']",ship
285,dog,"['deer', 'cat', 'horse', 'bird']",horse
286,frog,"['dog', 'automobile', 'truck', 'cat']",truck
287,cat,"['dog', 'bird', 'deer', 'horse']",bird
288,bird,"['frog', 'truck', 'automobile', 'dog']",truck
289,horse,"['deer', 'dog', 'truck', 'ship']",truck
290,ship,"['truck', 'bird', 'automobile', 'horse']",truck
291,ship,"['truck', 'automobile', 'bird', 'deer']",bird
292,frog,"['dog', 'cat', 'truck', 'bird']",truck
293,airplane,"['airplane', 'ship', 'automobile', 'dog']",dog
294,horse,"['deer', 'truck', 'dog', 'bird']",truck
295,truck,"['automobile', 'dog', 'ship', 'horse']",dog
296,deer,"['horse', 'dog', 'truck', 'cat']",truck
297,dog,"['horse', 'cat', 'truck', 'deer']",truck
298,frog,"['dog', 'cat', 'bird', 'deer']",dog
299,deer,"['horse', 'dog', 'truck', 'bird']",truck
300,bird,"['frog', 'truck', 'cat', 'airplane']",truck
301,automobile,"['truck', 'horse', 'bird', 'ship']",bird
302,automobile,"['truck', 'horse', 'ship', 'bird']",horse
303,bird,"['airplane', 'dog', 'ship', 'frog']",dog
304,automobile,"['truck', 'horse', 'deer', 'bird']",horse
305,dog,"['deer', 'horse', 'bird', 'cat']",cat
306,truck,"['automobile', 'ship', 'horse', 'deer']",horse
307,truck,"['ship', 'automobile', 'bird', 'horse']",bird
308,airplane,"['bird', 'ship', 'dog', 'frog']",dog
309,ship,"['bird', 'truck', 'horse', 'automobile']",truck
310,deer,"['horse', 'bird', 'airplane', 'truck']",truck
311,automobile,"['automobile', 'horse', 'ship', 'deer']",horse
312,automobile,"['truck', 'bird', 'horse', 'frog']",bird
313,frog,"['automobile', 'dog', 'truck', 'bird']",truck
314,cat,"['dog', 'bird', 'deer', 'frog']",dog
315,cat,"['dog', 'bird', 'horse', 'truck']",truck
316,truck,"['automobile', 'ship', 'bird', 'horse']",bird
317,airplane,"['bird', 'ship', 'frog', 'deer']",ship
318,horse,"['deer', 'dog', 'ship', 'truck']",ship
319,truck,"['automobile', 'ship', 'dog', 'bird']",dog
320,horse,"['deer', 'dog', 'ship', 'truck']",ship
321,horse,"['bird', 'deer', 'dog', 'airplane']",dog
322,truck,"['automobile', 'ship', 'deer', 'horse']",deer
323,automobile,"['truck', 'ship', 'deer', 'bird']",deer
324,dog,"['bird', 'airplane', 'truck', 'horse']",truck
325,automobile,"['truck', 'deer', 'frog', 'horse']",deer
326,frog,"['dog', 'automobile', 'bird', 'cat']",automobile
327,frog,"['frog', 'cat', 'dog', 'bird']",frog
328,ship,"['deer', 'truck', 'automobile', 'bird']",truck
329,horse,"['deer', 'truck', 'bird', 'dog']",truck
330,automobile,"['truck', 'deer', 'horse', 'ship']",ship
331,cat,"['dog', 'bird', 'frog', 'truck']",truck
332,airplane,"['bird', 'automobile', 'ship', 'truck']",bird
333,cat,"['dog', 'bird', 'deer', 'frog']",dog
334,cat,"['dog', 'horse', 'deer', 'bird']",horse
335,bird,"['deer', 'horse', 'dog', 'truck']",truck
336,deer,"['dog', 'horse', 'bird', 'truck']",truck
337,dog,"['truck', 'horse', 'deer', 'bird']",truck
338,horse,"['dog', 'deer', 'cat', 'truck']",truck
339,dog,"['horse', 'frog', 'bird', 'truck']",truck
340,truck,"['automobile', 'ship', 'dog', 'horse']",dog
341,airplane,"['airplane', 'ship', 'horse', 'dog']",horse
342,cat,"['dog', 'truck', 'deer', 'horse']",truck
343,deer,"['horse', 'truck', 'bird', 'ship']",truck
344,airplane,"['bird', 'ship', 'automobile', 'deer']",bird
345,deer,"['horse', 'dog', 'cat', 'bird']",bird
346,deer,"['dog', 'horse', 'ship', 'bird']",ship
347,frog,"['bird', 'dog', 'deer', 'cat']",dog
348,airplane,"['bird', 'ship', 'dog', 'automobile']",dog
349,airplane,"['bird', 'dog', 'ship', 'frog']",dog
350,frog,"['dog', 'ship', 'bird', 'cat']",ship
351,frog,"['dog', 'cat', 'bird', 'deer']",dog
352,airplane,"['bird', 'automobile', 'ship', 'frog']",bird
353,ship,"['truck', 'bird', 'automobile', 'dog']",bird
354,automobile,"['automobile', 'deer', 'horse', 'ship']",deer
355,frog,"['dog', 'truck', 'cat', 'automobile']",truck
356,bird,"['frog', 'cat', 'dog', 'ship']",ship
357,truck,"['ship', 'automobile', 'horse', 'frog']",horse
358,bird,"['dog', 'frog', 'horse', 'truck']",dog
359,dog,"['deer', 'cat', 'horse', 'bird']",deer
360,truck,"['horse', 'automobile', 'ship', 'deer']",horse
361,frog,"['dog', 'deer', 'cat', 'bird']",dog
362,horse,"['dog', 'deer', 'truck', 'bird']",truck
363,deer,"['horse', 'bird', 'truck', 'dog']",truck
364,automobile,"['truck', 'ship', 'horse', 'dog']",dog
365,ship,"['truck', 'automobile', 'bird', 'dog']",truck
366,horse,"['ship', 'truck', 'dog', 'bird']",dog
367,cat,"['dog', 'automobile', 'horse', 'truck']",truck
368,frog,"['dog', 'ship', 'cat', 'truck']",ship
369,truck,"['automobile', 'ship', 'bird', 'deer']",bird
370,cat,"['bird', 'dog', 'truck', 'frog']",truck
371,airplane,"['bird', 'dog', 'truck', 'frog']",truck
372,deer,"['horse', 'truck', 'dog', 'automobile']",truck
373,airplane,"['bird', 'automobile', 'frog', 'ship']",ship
374,dog,"['bird', 'truck', 'horse', 'ship']",truck
375,automobile,"['truck', 'horse', 'deer', 'ship']",horse
376,airplane,"['bird', 'ship', 'horse', 'truck']",horse
377,cat,"['deer', 'bird', 'dog', 'horse']",deer
378,deer,"['horse', 'dog', 'truck', 'bird']",truck
379,ship,"['bird', 'airplane', 'automobile', 'truck']",truck
380,dog,"['truck', 'horse', 'bird', 'deer']",truck
381,deer,"['horse', 'truck', 'dog', 'bird']",truck
382,horse,"['deer', 'dog', 'truck', 'automobile']",truck
383,bird,"['horse', 'truck', 'dog', 'frog']",truck
384,cat,"['dog', 'bird', 'frog', 'truck']",truck
385,truck,"['automobile', 'horse', 'ship', 'deer']",horse
386,horse,"['truck', 'deer', 'dog', 'automobile']",truck
387,frog,"['dog', 'truck', 'cat', 'automobile']",truck
388,horse,"['dog', 'truck', 'deer', 'bird']",truck
389,automobile,"['truck', 'horse', 'deer', 'bird']",horse
390,deer,"['horse', 'bird', 'dog', 'ship']",ship
391,horse,"['deer', 'dog', 'ship', 'truck']",ship
392,airplane,"['bird', 'dog', 'ship', 'truck']",bird
393,automobile,"['automobile', 'ship', 'deer', 'horse']",deer
394,horse,"['truck', 'deer', 'dog', 'bird']",deer
395,cat,"['dog', 'bird', 'horse', 'truck']",truck
396,automobile,"['automobile', 'ship', 'bird', 'deer']",bird
397,ship,"['automobile', 'deer', 'truck', 'horse']",deer
398,deer,"['dog', 'horse', 'truck', 'bird']",truck
399,deer,"['horse', 'dog', 'bird', 'cat']",cat
400,bird,"['deer', 'dog', 'horse', 'cat']",dog
401,airplane,"['truck', 'bird', 'dog', 'automobile']",bird
402,bird,"['horse', 'deer', 'airplane', 'frog']",airplane
403,bird,"['deer', 'horse', 'truck', 'airplane']",truck
404,airplane,"['bird', 'dog', 'truck', 'ship']",truck
405,airplane,"['bird', 'ship', 'truck', 'deer']",bird
406,truck,"['automobile', 'ship', 'bird', 'deer']",bird
407,airplane,"['bird', 'horse', 'dog', 'ship']",ship
408,truck,"['automobile', 'ship', 'dog', 'horse']",dog
409,frog,"['dog', 'truck', 'bird', 'ship']",truck
410,ship,"['deer', 'truck', 'bird', 'automobile']",truck
411,bird,"['frog', 'dog', 'deer', 'ship']",ship
412,horse,"['deer', 'dog', 'airplane', 'ship']",airplane
413,horse,"['deer', 'dog', 'ship', 'truck']",ship
414,deer,"['deer', 'dog', 'truck', 'bird']",truck
415,airplane,"['automobile', 'bird', 'ship', 'truck']",ship
416,cat,"['dog', 'bird', 'frog', 'ship']",ship
417,airplane,"['bird', 'ship', 'truck', 'horse']",ship
418,ship,"['truck', 'bird', 'deer', 'dog']",truck
419,truck,"['automobile', 'ship', 'deer', 'horse']",deer
420,deer,"['horse', 'bird', 'dog', 'cat']",dog
421,bird,"['deer', 'horse', 'dog', 'frog']",deer
422,horse,"['dog', 'deer', 'truck', 'bird']",truck
423,bird,"['deer', 'dog', 'bird', 'truck']",truck
424,dog,"['dog', 'frog', 'bird', 'truck']",truck
425,bird,"['dog', 'ship', 'frog', 'truck']",ship
426,dog,"['frog', 'horse', 'bird', 'truck']",truck
427,automobile,"['truck', 'horse', 'deer', 'bird']",horse
428,truck,"['automobile', 'ship', 'horse', 'dog']",horse
429,deer,"['deer', 'bird', 'dog', 'frog']",bird
430,ship,"['truck', 'bird', 'dog', 'horse']",truck
431,dog,"['bird', 'truck', 'deer', 'frog']",truck
432,automobile,"['truck', 'horse', 'ship', 'bird']",horse
433,horse,"['deer', 'dog', 'truck', 'ship']",truck
434,deer,"['horse', 'truck', 'bird', 'dog']",truck
435,deer,"['horse', 'dog', 'cat', 'bird']",dog
436,airplane,"['bird', 'automobile', 'ship', 'truck']",bird
437,frog,"['dog', 'deer', 'automobile', 'bird']",automobile
438,truck,"['automobile', 'bird', 'ship', 'deer']",bird
439,airplane,"['bird', 'ship', 'dog', 'horse']",dog
440,horse,"['deer', 'truck', 'bird', 'dog']",truck
441,ship,"['automobile', 'airplane', 'bird', 'dog']",dog
442,ship,"['truck', 'automobile', 'bird', 'dog']",truck
443,truck,"['automobile', 'ship', 'bird', 'horse']",bird
444,truck,"['automobile', 'bird', 'ship', 'horse']",bird
445,cat,"['dog', 'bird', 'frog', 'truck']",truck
446,cat,"['dog', 'bird', 'deer', 'horse']",dog
447,deer,"['horse', 'bird', 'truck', 'dog']",truck
448,airplane,"['bird', 'ship', 'truck', 'horse']",bird
449,deer,"['dog', 'horse', 'cat', 'ship']",ship
450,dog,"['truck', 'deer', 'bird', 'frog']",truck
451,frog,"['dog', 'cat', 'deer', 'truck']",truck
452,frog,"['bird', 'truck', 'dog', 'automobile']",truck
453,airplane,"['bird', 'ship', 'automobile', 'truck']",bird
454,automobile,"['horse', 'truck', 'deer', 'bird']",horse
455,airplane,"['airplane', 'ship', 'frog', 'dog']",frog
456,ship,"['truck', 'deer', 'bird', 'automobile']",deer
457,airplane,"['bird', 'ship', 'deer', 'dog']",bird
458,deer,"['dog', 'horse', 'bird', 'truck']",truck
459,ship,"['automobile', 'deer', 'airplane', 'bird']",deer
460,ship,"['automobile', 'truck', 'deer', 'bird']",deer
461,automobile,"['truck', 'deer', 'ship', 'horse']",deer
462,dog,"['bird', 'frog', 'truck', 'horse']",truck
463,bird,"['frog', 'automobile', 'ship', 'deer']",automobile
464,frog,"['dog', 'deer', 'bird', 'cat']",dog
465,ship,"['truck', 'bird', 'dog', 'automobile']",truck
466,automobile,"['automobile', 'horse', 'dog', 'ship']",horse
467,airplane,"['ship', 'truck', 'airplane', 'automobile']",ship
468,airplane,"['bird', 'ship', 'truck', 'horse']",truck
469,horse,"['deer', 'ship', 'dog', 'bird']",ship
