index,true_label,candidate_labels,complementary_label
21,59,"['road'; 'cup'; 'train'; 'plate'; 'butterfly'; 'bowl']",cup
22,70,"['apple'; 'maple_tree'; 'cattle'; 'otter'; 'bee'; 'beetle']",cattle
23,87,"['bottle'; 'porcupine'; 'sunflower'; 'possum'; 'forest'; 'chimpanzee']",porcupine
24,59,"['butterfly'; 'bowl'; 'train'; 'plate'; 'road'; 'cup']",bowl
25,84,"['snail'; 'bus'; 'pear'; 'mushroom'; 'willow_tree'; 'otter']",otter
26,64,"['ray'; 'whale'; 'fox'; 'sweet_pepper'; 'wardrobe'; 'train']",sweet_pepper
27,52,"['poppy'; 'cloud'; 'bottle'; 'beaver'; 'girl'; 'hamster']",beaver
28,42,"['house'; 'telephone'; 'lizard'; 'whale'; 'clock'; 'cockroach']",whale
29,64,"['whale'; 'sweet_pepper'; 'ray'; 'train'; 'fox'; 'wardrobe']",whale
30,8,"['tractor'; 'baby'; 'table'; 'hamster'; 'boy'; 'house']",hamster
31,17,"['chair'; 'bottle'; 'cattle'; 'pickup_truck'; 'palm_tree'; 'television']",bottle
32,47,"['spider'; 'bee'; 'willow_tree'; 'mouse'; 'orange'; 'trout']",spider
33,65,"['aquarium_fish'; 'lawn_mower'; 'plate'; 'tractor'; 'chair'; 'girl']",lawn_mower
34,21,"['pickup_truck'; 'forest'; 'butterfly'; 'elephant'; 'caterpillar'; 'fox']",butterfly
35,22,"['lamp'; 'baby'; 'skunk'; 'house'; 'possum'; 'spider']",baby
36,81,"['crocodile'; 'palm_tree'; 'spider'; 'sweet_pepper'; 'tulip'; 'wardrobe']",spider
37,11,"['turtle'; 'motorcycle'; 'squirrel'; 'man'; 'cloud'; 'porcupine']",turtle
38,24,"['maple_tree'; 'sea'; 'seal'; 'pine_tree'; 'pickup_truck'; 'sweet_pepper']",maple_tree
39,84,"['otter'; 'willow_tree'; 'pear'; 'mushroom'; 'snail'; 'bus']",otter
40,78,"['plain'; 'shark'; 'skyscraper'; 'pine_tree'; 'man'; 'rocket']",skyscraper
41,45,"['oak_tree'; 'girl'; 'dolphin'; 'house'; 'apple'; 'television']",girl
42,49,"['chair'; 'mushroom'; 'train'; 'couch'; 'lizard'; 'dolphin']",chair
43,97,"['streetcar'; 'house'; 'pear'; 'sweet_pepper'; 'skyscraper'; 'crocodile']",pear
44,56,"['maple_tree'; 'woman'; 'boy'; 'cattle'; 'beaver'; 'keyboard']",woman
45,76,"['bus'; 'mushroom'; 'whale'; 'clock'; 'butterfly'; 'baby']",whale
46,11,"['porcupine'; 'squirrel'; 'turtle'; 'cloud'; 'man'; 'motorcycle']",cloud
47,90,"['lamp'; 'spider'; 'lobster'; 'hamster'; 'clock'; 'tulip']",lamp
48,89,"['telephone'; 'apple'; 'skyscraper'; 'cockroach'; 'kangaroo'; 'lion']",apple
49,78,"['plain'; 'shark'; 'rocket'; 'skyscraper'; 'pine_tree'; 'man']",skyscraper
50,73,"['butterfly'; 'crab'; 'mushroom'; 'baby'; 'porcupine'; 'maple_tree']",butterfly
51,14,"['house'; 'fox'; 'clock'; 'otter'; 'train'; 'rose']",fox
52,87,"['forest'; 'sunflower'; 'chimpanzee'; 'possum'; 'bottle'; 'porcupine']",porcupine
53,9,"['rabbit'; 'mouse'; 'sunflower'; 'bicycle'; 'fox'; 'skunk']",bicycle
54,71,"['leopard'; 'rabbit'; 'sweet_pepper'; 'lobster'; 'pickup_truck'; 'lizard']",lobster
55,6,"['snake'; 'tulip'; 'clock'; 'plate'; 'pine_tree'; 'worm']",tulip
56,47,"['spider'; 'bee'; 'trout'; 'orange'; 'willow_tree'; 'mouse']",trout
57,20,"['sunflower'; 'pear'; 'worm'; 'rocket'; 'sweet_pepper'; 'oak_tree']",worm
58,98,"['keyboard'; 'pine_tree'; 'palm_tree'; 'shark'; 'woman'; 'lizard']",shark
59,47,"['willow_tree'; 'mouse'; 'trout'; 'bee'; 'spider'; 'orange']",mouse
60,36,"['dinosaur'; 'orange'; 'television'; 'chair'; 'bridge'; 'butterfly']",television
61,55,"['turtle'; 'can'; 'cockroach'; 'tractor'; 'plain'; 'squirrel']",tractor
62,72,"['pine_tree'; 'palm_tree'; 'poppy'; 'turtle'; 'girl'; 'pear']",palm_tree
63,43,"['tulip'; 'telephone'; 'house'; 'mushroom'; 'aquarium_fish'; 'palm_tree']",aquarium_fish
64,51,"['chair'; 'worm'; 'mouse'; 'television'; 'otter'; 'flatfish']",chair
65,35,"['couch'; 'wardrobe'; 'bee'; 'caterpillar'; 'lion'; 'baby']",couch
66,83,"['snake'; 'tank'; 'man'; 'mouse'; 'woman'; 'tulip']",tank
67,33,"['motorcycle'; 'television'; 'beaver'; 'willow_tree'; 'snake'; 'bee']",television
68,27,"['pickup_truck'; 'camel'; 'telephone'; 'turtle'; 'pine_tree'; 'cloud']",telephone
69,53,"['skyscraper'; 'woman'; 'caterpillar'; 'pickup_truck'; 'rabbit'; 'dinosaur']",woman
70,92,"['bee'; 'elephant'; 'motorcycle'; 'leopard'; 'kangaroo'; 'lobster']",elephant
71,50,"['crab'; 'castle'; 'tank'; 'raccoon'; 'bottle'; 'tulip']",castle
72,15,"['train'; 'crocodile'; 'beaver'; 'house'; 'orchid'; 'bee']",bee
73,89,"['telephone'; 'skyscraper'; 'apple'; 'kangaroo'; 'lion'; 'cockroach']",skyscraper
74,36,"['orange'; 'butterfly'; 'chair'; 'bridge'; 'dinosaur'; 'television']",butterfly
75,18,"['trout'; 'bus'; 'motorcycle'; 'wardrobe'; 'train'; 'whale']",wardrobe
76,89,"['cockroach'; 'skyscraper'; 'apple'; 'lion'; 'telephone'; 'kangaroo']",skyscraper
77,46,"['kangaroo'; 'orange'; 'bus'; 'motorcycle'; 'bowl'; 'clock']",orange
78,33,"['television'; 'beaver'; 'bee'; 'snake'; 'motorcycle'; 'willow_tree']",beaver
79,42,"['telephone'; 'cockroach'; 'lizard'; 'house'; 'clock'; 'whale']",cockroach
80,39,"['rabbit'; 'kangaroo'; 'television'; 'mouse'; 'bus'; 'trout']",television
81,64,"['sweet_pepper'; 'train'; 'wardrobe'; 'ray'; 'whale'; 'fox']",train
82,75,"['cloud'; 'bus'; 'castle'; 'lion'; 'road'; 'shark']",castle
83,38,"['bed'; 'crab'; 'pine_tree'; 'bus'; 'mushroom'; 'telephone']",crab
84,23,"['streetcar'; 'lawn_mower'; 'dolphin'; 'boy'; 'kangaroo'; 'keyboard']",keyboard
85,42,"['house'; 'lizard'; 'whale'; 'cockroach'; 'telephone'; 'clock']",whale
86,66,"['cup'; 'mountain'; 'crab'; 'castle'; 'train'; 'sunflower']",castle
87,77,"['can'; 'bicycle'; 'lobster'; 'skyscraper'; 'squirrel'; 'rose']",lobster
88,49,"['chair'; 'train'; 'couch'; 'mushroom'; 'lizard'; 'dolphin']",chair
89,18,"['whale'; 'bus'; 'motorcycle'; 'train'; 'wardrobe'; 'trout']",wardrobe
90,46,"['orange'; 'clock'; 'kangaroo'; 'motorcycle'; 'bowl'; 'bus']",kangaroo
91,15,"['crocodile'; 'orchid'; 'bee'; 'house'; 'train'; 'beaver']",house
92,35,"['couch'; 'baby'; 'wardrobe'; 'bee'; 'caterpillar'; 'lion']",couch
93,69,"['oak_tree'; 'tank'; 'bed'; 'fox'; 'apple'; 'cockroach']",bed
94,95,"['whale'; 'girl'; 'otter'; 'castle'; 'mushroom'; 'hamster']",castle
95,83,"['woman'; 'man'; 'mouse'; 'tulip'; 'tank'; 'snake']",tank
96,75,"['lion'; 'castle'; 'road'; 'bus'; 'shark'; 'cloud']",castle
97,99,"['crab'; 'girl'; 'pine_tree'; 'otter'; 'telephone'; 'elephant']",girl
98,73,"['maple_tree'; 'butterfly'; 'baby'; 'crab'; 'mushroom'; 'porcupine']",butterfly
99,93,"['lobster'; 'tiger'; 'plate'; 'cattle'; 'forest'; 'raccoon']",plate
100,55,"['cockroach'; 'turtle'; 'tractor'; 'plain'; 'squirrel'; 'can']",tractor
101,39,"['trout'; 'kangaroo'; 'rabbit'; 'bus'; 'mouse'; 'television']",bus
102,4,"['lizard'; 'bee'; 'maple_tree'; 'turtle'; 'hamster'; 'camel']",maple_tree
103,97,"['house'; 'pear'; 'sweet_pepper'; 'skyscraper'; 'crocodile'; 'streetcar']",pear
104,61,"['can'; 'camel'; 'worm'; 'otter'; 'apple'; 'poppy']",otter
105,93,"['raccoon'; 'lobster'; 'cattle'; 'plate'; 'forest'; 'tiger']",plate
106,51,"['worm'; 'flatfish'; 'otter'; 'television'; 'mouse'; 'chair']",television
107,69,"['bed'; 'apple'; 'tank'; 'cockroach'; 'fox'; 'oak_tree']",apple
108,56,"['keyboard'; 'beaver'; 'woman'; 'boy'; 'cattle'; 'maple_tree']",beaver
109,84,"['pear'; 'bus'; 'snail'; 'otter'; 'willow_tree'; 'mushroom']",bus
110,59,"['road'; 'plate'; 'cup'; 'butterfly'; 'train'; 'bowl']",plate
111,64,"['wardrobe'; 'whale'; 'sweet_pepper'; 'train'; 'ray'; 'fox']",whale
112,94,"['spider'; 'elephant'; 'lawn_mower'; 'beetle'; 'sweet_pepper'; 'possum']",elephant
113,4,"['bee'; 'turtle'; 'maple_tree'; 'hamster'; 'lizard'; 'camel']",maple_tree
114,11,"['man'; 'squirrel'; 'cloud'; 'motorcycle'; 'turtle'; 'porcupine']",squirrel
115,33,"['television'; 'beaver'; 'snake'; 'willow_tree'; 'bee'; 'motorcycle']",motorcycle
116,68,"['possum'; 'baby'; 'pine_tree'; 'kangaroo'; 'house'; 'pickup_truck']",baby
117,38,"['bed'; 'pine_tree'; 'crab'; 'mushroom'; 'telephone'; 'bus']",crab
118,20,"['pear'; 'rocket'; 'sweet_pepper'; 'oak_tree'; 'sunflower'; 'worm']",oak_tree
119,33,"['willow_tree'; 'motorcycle'; 'television'; 'snake'; 'bee'; 'beaver']",motorcycle
120,34,"['train'; 'baby'; 'lizard'; 'cup'; 'shark'; 'willow_tree']",cup
121,32,"['apple'; 'lion'; 'mountain'; 'kangaroo'; 'train'; 'beaver']",lion
122,46,"['bus'; 'kangaroo'; 'bowl'; 'clock'; 'motorcycle'; 'orange']",bowl
123,53,"['woman'; 'dinosaur'; 'skyscraper'; 'pickup_truck'; 'caterpillar'; 'rabbit']",skyscraper
124,88,"['aquarium_fish'; 'pickup_truck'; 'bridge'; 'tractor'; 'cattle'; 'cloud']",aquarium_fish
125,67,"['beetle'; 'lawn_mower'; 'orange'; 'mushroom'; 'sea'; 'keyboard']",keyboard
126,70,"['bee'; 'beetle'; 'apple'; 'cattle'; 'otter'; 'maple_tree']",bee
127,64,"['wardrobe'; 'sweet_pepper'; 'train'; 'whale'; 'ray'; 'fox']",whale
128,53,"['pickup_truck'; 'caterpillar'; 'skyscraper'; 'woman'; 'rabbit'; 'dinosaur']",skyscraper
129,64,"['ray'; 'whale'; 'train'; 'wardrobe'; 'fox'; 'sweet_pepper']",whale
130,8,"['boy'; 'house'; 'baby'; 'tractor'; 'hamster'; 'table']",hamster
131,96,"['train'; 'forest'; 'rabbit'; 'elephant'; 'sunflower'; 'bear']",elephant
132,87,"['forest'; 'possum'; 'sunflower'; 'porcupine'; 'bottle'; 'chimpanzee']",porcupine
133,30,"['maple_tree'; 'snail'; 'fox'; 'butterfly'; 'girl'; 'bottle']",girl
134,20,"['pear'; 'sweet_pepper'; 'worm'; 'rocket'; 'oak_tree'; 'sunflower']",worm
135,30,"['bottle'; 'butterfly'; 'snail'; 'girl'; 'maple_tree'; 'fox']",butterfly
136,66,"['mountain'; 'sunflower'; 'crab'; 'castle'; 'train'; 'cup']",sunflower
137,19,"['rabbit'; 'pine_tree'; 'lawn_mower'; 'rose'; 'crocodile'; 'bus']",pine_tree
138,76,"['whale'; 'butterfly'; 'clock'; 'bus'; 'mushroom'; 'baby']",clock
139,87,"['sunflower'; 'forest'; 'porcupine'; 'bottle'; 'chimpanzee'; 'possum']",forest
140,52,"['bottle'; 'hamster'; 'girl'; 'cloud'; 'poppy'; 'beaver']",hamster
141,62,"['pickup_truck'; 'sweet_pepper'; 'ray'; 'bridge'; 'cockroach'; 'raccoon']",cockroach
142,35,"['baby'; 'wardrobe'; 'caterpillar'; 'lion'; 'bee'; 'couch']",couch
143,63,"['crab'; 'squirrel'; 'mountain'; 'telephone'; 'raccoon'; 'butterfly']",mountain
144,40,"['dinosaur'; 'beaver'; 'turtle'; 'skyscraper'; 'lobster'; 'bowl']",skyscraper
145,4,"['hamster'; 'turtle'; 'maple_tree'; 'camel'; 'lizard'; 'bee']",maple_tree
146,99,"['pine_tree'; 'crab'; 'elephant'; 'telephone'; 'otter'; 'girl']",crab
147,63,"['telephone'; 'butterfly'; 'mountain'; 'raccoon'; 'squirrel'; 'crab']",butterfly
148,74,"['can'; 'bridge'; 'lobster'; 'tiger'; 'palm_tree'; 'streetcar']",lobster
149,53,"['pickup_truck'; 'rabbit'; 'caterpillar'; 'skyscraper'; 'dinosaur'; 'woman']",skyscraper
150,26,"['orchid'; 'beaver'; 'mountain'; 'man'; 'chair'; 'rose']",beaver
151,95,"['whale'; 'castle'; 'girl'; 'otter'; 'hamster'; 'mushroom']",castle
152,48,"['keyboard'; 'otter'; 'pickup_truck'; 'butterfly'; 'ray'; 'flatfish']",otter
153,27,"['pickup_truck'; 'telephone'; 'turtle'; 'cloud'; 'pine_tree'; 'camel']",telephone
154,33,"['beaver'; 'bee'; 'television'; 'willow_tree'; 'motorcycle'; 'snake']",television
155,29,"['chimpanzee'; 'leopard'; 'house'; 'train'; 'bowl'; 'tank']",house
156,39,"['bus'; 'mouse'; 'trout'; 'kangaroo'; 'television'; 'rabbit']",trout
157,79,"['tank'; 'oak_tree'; 'squirrel'; 'sea'; 'plain'; 'television']",television
158,32,"['kangaroo'; 'mountain'; 'train'; 'beaver'; 'lion'; 'apple']",apple
159,46,"['bowl'; 'clock'; 'bus'; 'kangaroo'; 'motorcycle'; 'orange']",orange
160,64,"['whale'; 'fox'; 'ray'; 'sweet_pepper'; 'wardrobe'; 'train']",sweet_pepper
161,28,"['seal'; 'whale'; 'mouse'; 'bottle'; 'forest'; 'cattle']",whale
162,85,"['elephant'; 'train'; 'boy'; 'bicycle'; 'streetcar'; 'couch']",boy
163,32,"['lion'; 'kangaroo'; 'apple'; 'train'; 'beaver'; 'mountain']",apple
164,82,"['shrew'; 'crocodile'; 'snail'; 'train'; 'squirrel'; 'lamp']",train
165,78,"['skyscraper'; 'man'; 'pine_tree'; 'rocket'; 'plain'; 'shark']",pine_tree
166,39,"['kangaroo'; 'mouse'; 'rabbit'; 'trout'; 'bus'; 'television']",kangaroo
167,54,"['tulip'; 'butterfly'; 'kangaroo'; 'turtle'; 'castle'; 'woman']",castle
168,28,"['bottle'; 'forest'; 'cattle'; 'seal'; 'mouse'; 'whale']",forest
169,66,"['castle'; 'cup'; 'crab'; 'train'; 'sunflower'; 'mountain']",castle
170,65,"['chair'; 'tractor'; 'aquarium_fish'; 'lawn_mower'; 'plate'; 'girl']",aquarium_fish
171,72,"['palm_tree'; 'pine_tree'; 'girl'; 'poppy'; 'turtle'; 'pear']",girl
172,21,"['forest'; 'butterfly'; 'pickup_truck'; 'caterpillar'; 'fox'; 'elephant']",butterfly
173,64,"['ray'; 'sweet_pepper'; 'fox'; 'wardrobe'; 'train'; 'whale']",whale
174,62,"['cockroach'; 'sweet_pepper'; 'ray'; 'bridge'; 'pickup_truck'; 'raccoon']",cockroach
175,72,"['pine_tree'; 'girl'; 'turtle'; 'poppy'; 'palm_tree'; 'pear']",girl
176,0,"['hamster'; 'orange'; 'poppy'; 'streetcar'; 'mountain'; 'chair']",streetcar
177,44,"['camel'; 'oak_tree'; 'orchid'; 'tulip'; 'pickup_truck'; 'snail']",pickup_truck
178,7,"['bee'; 'lobster'; 'beaver'; 'rocket'; 'aquarium_fish'; 'bear']",lobster
179,12,"['cattle'; 'pear'; 'wolf'; 'man'; 'bridge'; 'lobster']",lobster
180,19,"['crocodile'; 'rabbit'; 'pine_tree'; 'bus'; 'lawn_mower'; 'rose']",pine_tree
181,11,"['squirrel'; 'cloud'; 'turtle'; 'porcupine'; 'man'; 'motorcycle']",cloud
182,31,"['bridge'; 'couch'; 'tulip'; 'mountain'; 'rabbit'; 'shark']",couch
183,61,"['otter'; 'camel'; 'worm'; 'apple'; 'can'; 'poppy']",apple
184,79,"['tank'; 'oak_tree'; 'squirrel'; 'sea'; 'plain'; 'television']",oak_tree
185,45,"['dolphin'; 'house'; 'apple'; 'television'; 'oak_tree'; 'girl']",house
186,81,"['tulip'; 'spider'; 'palm_tree'; 'wardrobe'; 'crocodile'; 'sweet_pepper']",palm_tree
187,79,"['sea'; 'plain'; 'tank'; 'television'; 'oak_tree'; 'squirrel']",tank
188,98,"['keyboard'; 'woman'; 'lizard'; 'pine_tree'; 'shark'; 'palm_tree']",lizard
189,43,"['aquarium_fish'; 'palm_tree'; 'mushroom'; 'telephone'; 'house'; 'tulip']",telephone
190,46,"['bowl'; 'orange'; 'clock'; 'motorcycle'; 'bus'; 'kangaroo']",orange
191,67,"['beetle'; 'keyboard'; 'orange'; 'lawn_mower'; 'sea'; 'mushroom']",keyboard
192,80,"['orange'; 'television'; 'mouse'; 'clock'; 'woman'; 'girl']",television
193,68,"['house'; 'possum'; 'pickup_truck'; 'pine_tree'; 'kangaroo'; 'baby']",kangaroo
194,74,"['tiger'; 'palm_tree'; 'lobster'; 'streetcar'; 'bridge'; 'can']",lobster
195,48,"['flatfish'; 'butterfly'; 'ray'; 'otter'; 'pickup_truck'; 'keyboard']",pickup_truck
196,81,"['palm_tree'; 'wardrobe'; 'tulip'; 'sweet_pepper'; 'spider'; 'crocodile']",wardrobe
197,94,"['sweet_pepper'; 'possum'; 'beetle'; 'spider'; 'elephant'; 'lawn_mower']",elephant
198,86,"['telephone'; 'spider'; 'turtle'; 'road'; 'squirrel'; 'poppy']",spider
199,69,"['cockroach'; 'oak_tree'; 'apple'; 'tank'; 'fox'; 'bed']",oak_tree
200,39,"['bus'; 'trout'; 'mouse'; 'rabbit'; 'kangaroo'; 'television']",trout
201,73,"['maple_tree'; 'mushroom'; 'butterfly'; 'crab'; 'porcupine'; 'baby']",mushroom
202,2,"['pear'; 'keyboard'; 'squirrel'; 'plain'; 'leopard'; 'shrew']",keyboard
203,46,"['bowl'; 'clock'; 'orange'; 'bus'; 'motorcycle'; 'kangaroo']",orange
204,49,"['mushroom'; 'train'; 'chair'; 'dolphin'; 'couch'; 'lizard']",chair
205,63,"['crab'; 'raccoon'; 'telephone'; 'butterfly'; 'squirrel'; 'mountain']",telephone
206,43,"['palm_tree'; 'telephone'; 'tulip'; 'mushroom'; 'aquarium_fish'; 'house']",telephone
207,14,"['clock'; 'rose'; 'train'; 'fox'; 'otter'; 'house']",rose
208,49,"['mushroom'; 'couch'; 'lizard'; 'chair'; 'dolphin'; 'train']",couch
209,68,"['pickup_truck'; 'kangaroo'; 'pine_tree'; 'baby'; 'possum'; 'house']",kangaroo
210,65,"['lawn_mower'; 'chair'; 'girl'; 'aquarium_fish'; 'tractor'; 'plate']",chair
211,41,"['beaver'; 'oak_tree'; 'pear'; 'raccoon'; 'dinosaur'; 'castle']",castle
212,37,"['turtle'; 'chimpanzee'; 'cup'; 'train'; 'wolf'; 'cockroach']",cup
213,45,"['television'; 'dolphin'; 'apple'; 'girl'; 'oak_tree'; 'house']",apple
214,36,"['bridge'; 'dinosaur'; 'butterfly'; 'television'; 'orange'; 'chair']",television
215,21,"['elephant'; 'fox'; 'caterpillar'; 'pickup_truck'; 'butterfly'; 'forest']",pickup_truck
216,77,"['rose'; 'bicycle'; 'can'; 'skyscraper'; 'squirrel'; 'lobster']",skyscraper
217,37,"['train'; 'turtle'; 'wolf'; 'cup'; 'chimpanzee'; 'cockroach']",cup
218,39,"['mouse'; 'bus'; 'rabbit'; 'television'; 'kangaroo'; 'trout']",bus
219,8,"['house'; 'hamster'; 'table'; 'tractor'; 'boy'; 'baby']",hamster
220,9,"['mouse'; 'bicycle'; 'sunflower'; 'skunk'; 'fox'; 'rabbit']",skunk
221,62,"['sweet_pepper'; 'cockroach'; 'pickup_truck'; 'raccoon'; 'ray'; 'bridge']",cockroach
222,86,"['road'; 'spider'; 'telephone'; 'poppy'; 'turtle'; 'squirrel']",poppy
223,39,"['mouse'; 'bus'; 'rabbit'; 'trout'; 'television'; 'kangaroo']",bus
224,19,"['crocodile'; 'bus'; 'pine_tree'; 'rose'; 'lawn_mower'; 'rabbit']",pine_tree
225,54,"['woman'; 'butterfly'; 'castle'; 'turtle'; 'tulip'; 'kangaroo']",woman
226,39,"['rabbit'; 'kangaroo'; 'trout'; 'mouse'; 'bus'; 'television']",bus
227,28,"['whale'; 'mouse'; 'cattle'; 'seal'; 'bottle'; 'forest']",bottle
228,11,"['motorcycle'; 'cloud'; 'turtle'; 'porcupine'; 'squirrel'; 'man']",turtle
229,89,"['cockroach'; 'skyscraper'; 'lion'; 'kangaroo'; 'telephone'; 'apple']",skyscraper
230,90,"['spider'; 'tulip'; 'clock'; 'lobster'; 'lamp'; 'hamster']",lobster
231,90,"['clock'; 'lobster'; 'spider'; 'hamster'; 'lamp'; 'tulip']",lobster
232,79,"['tank'; 'oak_tree'; 'plain'; 'television'; 'sea'; 'squirrel']",television
233,66,"['cup'; 'crab'; 'castle'; 'sunflower'; 'mountain'; 'train']",castle
234,81,"['tulip'; 'wardrobe'; 'spider'; 'sweet_pepper'; 'palm_tree'; 'crocodile']",wardrobe
235,21,"['caterpillar'; 'forest'; 'fox'; 'elephant'; 'butterfly'; 'pickup_truck']",pickup_truck
236,79,"['plain'; 'tank'; 'television'; 'oak_tree'; 'sea'; 'squirrel']",tank
237,40,"['lobster'; 'beaver'; 'bowl'; 'dinosaur'; 'skyscraper'; 'turtle']",skyscraper
238,29,"['tank'; 'chimpanzee'; 'train'; 'house'; 'leopard'; 'bowl']",train
239,22,"['spider'; 'baby'; 'possum'; 'skunk'; 'house'; 'lamp']",baby
240,13,"['aquarium_fish'; 'mushroom'; 'cup'; 'kangaroo'; 'couch'; 'lizard']",couch
241,25,"['sea'; 'bridge'; 'streetcar'; 'crab'; 'table'; 'tank']",crab
242,11,"['man'; 'squirrel'; 'cloud'; 'motorcycle'; 'turtle'; 'porcupine']",squirrel
243,38,"['mushroom'; 'crab'; 'telephone'; 'bed'; 'pine_tree'; 'bus']",crab
244,10,"['beaver'; 'bowl'; 'ray'; 'butterfly'; 'wolf'; 'cloud']",beaver
245,96,"['train'; 'elephant'; 'sunflower'; 'forest'; 'rabbit'; 'bear']",elephant
246,54,"['turtle'; 'kangaroo'; 'woman'; 'castle'; 'butterfly'; 'tulip']",woman
247,65,"['tractor'; 'plate'; 'girl'; 'lawn_mower'; 'chair'; 'aquarium_fish']",aquarium_fish
248,39,"['mouse'; 'bus'; 'kangaroo'; 'rabbit'; 'trout'; 'television']",bus
249,40,"['dinosaur'; 'bowl'; 'lobster'; 'skyscraper'; 'beaver'; 'turtle']",bowl
250,42,"['lizard'; 'whale'; 'clock'; 'house'; 'telephone'; 'cockroach']",clock
251,48,"['butterfly'; 'keyboard'; 'pickup_truck'; 'otter'; 'ray'; 'flatfish']",keyboard
252,48,"['pickup_truck'; 'flatfish'; 'ray'; 'butterfly'; 'keyboard'; 'otter']",butterfly
253,51,"['flatfish'; 'television'; 'chair'; 'mouse'; 'worm'; 'otter']",television
254,11,"['cloud'; 'squirrel'; 'turtle'; 'porcupine'; 'man'; 'motorcycle']",squirrel
255,23,"['keyboard'; 'streetcar'; 'dolphin'; 'kangaroo'; 'boy'; 'lawn_mower']",keyboard
256,23,"['boy'; 'streetcar'; 'kangaroo'; 'lawn_mower'; 'dolphin'; 'keyboard']",keyboard
257,89,"['telephone'; 'cockroach'; 'lion'; 'kangaroo'; 'skyscraper'; 'apple']",cockroach
258,52,"['beaver'; 'girl'; 'hamster'; 'cloud'; 'poppy'; 'bottle']",beaver
259,46,"['bus'; 'kangaroo'; 'clock'; 'bowl'; 'motorcycle'; 'orange']",clock
260,2,"['shrew'; 'leopard'; 'pear'; 'squirrel'; 'keyboard'; 'plain']",keyboard
261,95,"['castle'; 'girl'; 'whale'; 'hamster'; 'mushroom'; 'otter']",hamster
262,43,"['mushroom'; 'palm_tree'; 'telephone'; 'aquarium_fish'; 'tulip'; 'house']",palm_tree
263,86,"['squirrel'; 'spider'; 'telephone'; 'turtle'; 'poppy'; 'road']",squirrel
264,34,"['train'; 'willow_tree'; 'shark'; 'lizard'; 'cup'; 'baby']",shark
265,66,"['cup'; 'crab'; 'mountain'; 'train'; 'sunflower'; 'castle']",castle
266,18,"['trout'; 'motorcycle'; 'wardrobe'; 'bus'; 'train'; 'whale']",wardrobe
267,46,"['kangaroo'; 'orange'; 'motorcycle'; 'clock'; 'bus'; 'bowl']",orange
268,66,"['cup'; 'crab'; 'train'; 'mountain'; 'sunflower'; 'castle']",castle
269,56,"['boy'; 'woman'; 'cattle'; 'maple_tree'; 'keyboard'; 'beaver']",keyboard
270,57,"['seal'; 'sweet_pepper'; 'streetcar'; 'poppy'; 'plain'; 'rose']",streetcar
271,1,"['train'; 'skunk'; 'snail'; 'tiger'; 'dolphin'; 'baby']",skunk
272,44,"['pickup_truck'; 'snail'; 'orchid'; 'tulip'; 'camel'; 'oak_tree']",oak_tree
273,11,"['motorcycle'; 'squirrel'; 'man'; 'cloud'; 'turtle'; 'porcupine']",squirrel
274,82,"['crocodile'; 'snail'; 'lamp'; 'squirrel'; 'train'; 'shrew']",lamp
275,23,"['boy'; 'kangaroo'; 'dolphin'; 'keyboard'; 'lawn_mower'; 'streetcar']",keyboard
