index,true_label,candidate_labels,complementary_label
42,2,"['cat'; 'frog'; 'automobile']",automobile
43,7,"['cat'; 'frog'; 'automobile']",automobile
44,1,"['dog'; 'deer'; 'bird']",bird
45,1,"['bird'; 'dog'; 'deer']",bird
46,1,"['bird'; 'dog'; 'deer']",bird
47,2,"['automobile'; 'cat'; 'frog']",automobile
48,2,"['automobile'; 'frog'; 'cat']",automobile
49,0,"['automobile'; 'frog'; 'bird']",frog
50,9,"['bird'; 'dog'; 'airplane']",bird
51,5,"['automobile'; 'cat'; 'truck']",truck
52,7,"['automobile'; 'cat'; 'frog']",frog
53,9,"['airplane'; 'bird'; 'dog']",bird
54,2,"['cat'; 'frog'; 'automobile']",automobile
55,2,"['cat'; 'frog'; 'automobile']",automobile
56,5,"['automobile'; 'truck'; 'cat']",automobile
57,2,"['automobile'; 'frog'; 'cat']",automobile
58,4,"['airplane'; 'horse'; 'ship']",airplane
59,3,"['dog'; 'truck'; 'automobile']",truck
60,1,"['bird'; 'dog'; 'deer']",bird
61,1,"['deer'; 'bird'; 'dog']",bird
62,8,"['horse'; 'frog'; 'deer']",horse
63,2,"['automobile'; 'frog'; 'cat']",automobile
64,1,"['bird'; 'deer'; 'dog']",bird
65,1,"['dog'; 'deer'; 'bird']",bird
66,4,"['ship'; 'airplane'; 'horse']",airplane
67,9,"['dog'; 'airplane'; 'bird']",dog
68,7,"['frog'; 'cat'; 'automobile']",automobile
69,8,"['horse'; 'deer'; 'frog']",horse
70,5,"['automobile'; 'truck'; 'cat']",truck
71,9,"['bird'; 'airplane'; 'dog']",bird
72,6,"['deer'; 'truck'; 'airplane']",truck
73,7,"['frog'; 'cat'; 'automobile']",frog
74,3,"['truck'; 'automobile'; 'dog']",truck
75,1,"['deer'; 'dog'; 'bird']",dog
76,9,"['airplane'; 'bird'; 'dog']",bird
77,0,"['frog'; 'automobile'; 'bird']",automobile
78,3,"['automobile'; 'dog'; 'truck']",automobile
79,1,"['bird'; 'deer'; 'dog']",bird
80,3,"['dog'; 'automobile'; 'truck']",truck
81,5,"['truck'; 'automobile'; 'cat']",truck
82,4,"['ship'; 'horse'; 'airplane']",airplane
83,5,"['cat'; 'automobile'; 'truck']",automobile
84,7,"['cat'; 'frog'; 'automobile']",automobile
85,7,"['automobile'; 'frog'; 'cat']",frog
86,4,"['horse'; 'airplane'; 'ship']",airplane
87,7,"['automobile'; 'frog'; 'cat']",frog
88,9,"['airplane'; 'bird'; 'dog']",bird
89,4,"['horse'; 'ship'; 'airplane']",ship
90,2,"['frog'; 'automobile'; 'cat']",automobile
91,3,"['truck'; 'dog'; 'automobile']",truck
92,8,"['horse'; 'deer'; 'frog']",horse
93,0,"['frog'; 'bird'; 'automobile']",frog
94,1,"['dog'; 'deer'; 'bird']",bird
95,6,"['truck'; 'airplane'; 'deer']",deer
96,1,"['deer'; 'dog'; 'bird']",dog
97,1,"['deer'; 'dog'; 'bird']",deer
98,4,"['airplane'; 'horse'; 'ship']",airplane
99,1,"['dog'; 'bird'; 'deer']",bird
100,8,"['frog'; 'deer'; 'horse']",frog
101,3,"['truck'; 'automobile'; 'dog']",truck
102,9,"['bird'; 'dog'; 'airplane']",bird
103,6,"['truck'; 'airplane'; 'deer']",truck
104,6,"['truck'; 'deer'; 'airplane']",truck
105,1,"['dog'; 'deer'; 'bird']",bird
106,8,"['deer'; 'horse'; 'frog']",deer
107,5,"['automobile'; 'truck'; 'cat']",automobile
108,2,"['cat'; 'frog'; 'automobile']",automobile
109,9,"['airplane'; 'dog'; 'bird']",dog
110,9,"['dog'; 'bird'; 'airplane']",bird
111,8,"['deer'; 'horse'; 'frog']",deer
112,1,"['bird'; 'deer'; 'dog']",bird
113,7,"['automobile'; 'frog'; 'cat']",frog
114,7,"['cat'; 'automobile'; 'frog']",automobile
115,0,"['frog'; 'automobile'; 'bird']",frog
116,0,"['frog'; 'automobile'; 'bird']",frog
117,6,"['deer'; 'airplane'; 'truck']",airplane
118,9,"['bird'; 'dog'; 'airplane']",bird
119,1,"['bird'; 'deer'; 'dog']",bird
120,2,"['cat'; 'automobile'; 'frog']",automobile
121,2,"['frog'; 'automobile'; 'cat']",automobile
122,9,"['bird'; 'dog'; 'airplane']",bird
123,2,"['frog'; 'automobile'; 'cat']",automobile
124,6,"['deer'; 'truck'; 'airplane']",truck
125,6,"['truck'; 'deer'; 'airplane']",truck
126,1,"['deer'; 'bird'; 'dog']",bird
127,9,"['bird'; 'airplane'; 'dog']",bird
128,5,"['automobile'; 'truck'; 'cat']",truck
129,0,"['bird'; 'frog'; 'automobile']",automobile
130,4,"['ship'; 'airplane'; 'horse']",airplane
131,7,"['cat'; 'frog'; 'automobile']",automobile
132,6,"['airplane'; 'truck'; 'deer']",truck
133,7,"['frog'; 'cat'; 'automobile']",automobile
134,1,"['dog'; 'deer'; 'bird']",bird
135,8,"['frog'; 'deer'; 'horse']",frog
136,1,"['deer'; 'bird'; 'dog']",bird
137,1,"['dog'; 'deer'; 'bird']",dog
138,2,"['frog'; 'automobile'; 'cat']",automobile
139,8,"['horse'; 'deer'; 'frog']",horse
140,1,"['dog'; 'bird'; 'deer']",bird
141,3,"['dog'; 'truck'; 'automobile']",truck
142,3,"['truck'; 'dog'; 'automobile']",dog
143,6,"['airplane'; 'truck'; 'deer']",airplane
144,2,"['frog'; 'cat'; 'automobile']",automobile
145,4,"['horse'; 'ship'; 'airplane']",ship
146,9,"['bird'; 'airplane'; 'dog']",airplane
147,9,"['dog'; 'bird'; 'airplane']",dog
148,5,"['truck'; 'cat'; 'automobile']",cat
149,4,"['ship'; 'horse'; 'airplane']",airplane
150,3,"['dog'; 'automobile'; 'truck']",truck
151,6,"['airplane'; 'truck'; 'deer']",deer
152,7,"['automobile'; 'frog'; 'cat']",frog
153,4,"['airplane'; 'horse'; 'ship']",airplane
154,6,"['truck'; 'deer'; 'airplane']",deer
155,8,"['deer'; 'horse'; 'frog']",deer
156,5,"['automobile'; 'cat'; 'truck']",truck
157,5,"['cat'; 'automobile'; 'truck']",automobile
158,4,"['ship'; 'horse'; 'airplane']",airplane
159,3,"['truck'; 'automobile'; 'dog']",truck
160,1,"['deer'; 'dog'; 'bird']",dog
161,8,"['deer'; 'horse'; 'frog']",deer
162,4,"['horse'; 'ship'; 'airplane']",ship
163,7,"['cat'; 'automobile'; 'frog']",automobile
164,6,"['deer'; 'truck'; 'airplane']",truck
165,0,"['frog'; 'automobile'; 'bird']",frog
166,9,"['bird'; 'dog'; 'airplane']",bird
167,5,"['truck'; 'cat'; 'automobile']",truck
168,1,"['dog'; 'bird'; 'deer']",bird
169,3,"['automobile'; 'truck'; 'dog']",dog
170,8,"['horse'; 'deer'; 'frog']",horse
171,2,"['cat'; 'frog'; 'automobile']",automobile
172,7,"['automobile'; 'frog'; 'cat']",frog
173,5,"['truck'; 'cat'; 'automobile']",truck
174,3,"['truck'; 'automobile'; 'dog']",truck
175,4,"['airplane'; 'horse'; 'ship']",airplane
176,1,"['dog'; 'bird'; 'deer']",bird
177,5,"['automobile'; 'cat'; 'truck']",truck
178,7,"['frog'; 'automobile'; 'cat']",automobile
179,0,"['frog'; 'automobile'; 'bird']",frog
180,4,"['airplane'; 'horse'; 'ship']",airplane
181,7,"['automobile'; 'frog'; 'cat']",frog
182,5,"['truck'; 'cat'; 'automobile']",truck
183,5,"['automobile'; 'truck'; 'cat']",truck
184,1,"['deer'; 'bird'; 'dog']",bird
185,0,"['frog'; 'automobile'; 'bird']",frog
186,9,"['bird'; 'airplane'; 'dog']",bird
187,6,"['truck'; 'airplane'; 'deer']",deer
188,9,"['dog'; 'airplane'; 'bird']",dog
189,0,"['frog'; 'automobile'; 'bird']",automobile
190,8,"['horse'; 'frog'; 'deer']",horse
191,7,"['cat'; 'automobile'; 'frog']",frog
192,8,"['deer'; 'horse'; 'frog']",deer
193,8,"['deer'; 'horse'; 'frog']",deer
194,2,"['frog'; 'automobile'; 'cat']",automobile
195,5,"['truck'; 'cat'; 'automobile']",truck
196,2,"['cat'; 'frog'; 'automobile']",automobile
197,3,"['truck'; 'dog'; 'automobile']",truck
198,5,"['automobile'; 'cat'; 'truck']",truck
199,0,"['bird'; 'automobile'; 'frog']",automobile
200,6,"['airplane'; 'truck'; 'deer']",truck
201,1,"['bird'; 'dog'; 'deer']",bird
202,9,"['dog'; 'airplane'; 'bird']",dog
203,3,"['dog'; 'truck'; 'automobile']",truck
204,6,"['deer'; 'truck'; 'airplane']",truck
205,9,"['airplane'; 'dog'; 'bird']",dog
206,1,"['bird'; 'deer'; 'dog']",bird
207,3,"['dog'; 'truck'; 'automobile']",truck
208,9,"['airplane'; 'bird'; 'dog']",bird
209,6,"['truck'; 'deer'; 'airplane']",deer
210,6,"['airplane'; 'deer'; 'truck']",deer
211,7,"['automobile'; 'cat'; 'frog']",cat
212,1,"['deer'; 'dog'; 'bird']",dog
213,0,"['automobile'; 'bird'; 'frog']",automobile
214,9,"['bird'; 'airplane'; 'dog']",bird
215,5,"['truck'; 'automobile'; 'cat']",truck
216,8,"['horse'; 'frog'; 'deer']",horse
217,5,"['automobile'; 'truck'; 'cat']",truck
218,2,"['automobile'; 'frog'; 'cat']",frog
219,9,"['airplane'; 'dog'; 'bird']",dog
220,0,"['automobile'; 'bird'; 'frog']",automobile
221,8,"['horse'; 'deer'; 'frog']",horse
222,8,"['frog'; 'deer'; 'horse']",deer
223,0,"['bird'; 'automobile'; 'frog']",bird
224,6,"['deer'; 'airplane'; 'truck']",airplane
225,9,"['dog'; 'bird'; 'airplane']",dog
226,1,"['dog'; 'bird'; 'deer']",bird
227,1,"['deer'; 'bird'; 'dog']",bird
228,6,"['airplane'; 'truck'; 'deer']",airplane
229,3,"['truck'; 'dog'; 'automobile']",truck
230,7,"['frog'; 'automobile'; 'cat']",automobile
231,6,"['airplane'; 'deer'; 'truck']",deer
232,6,"['airplane'; 'deer'; 'truck']",deer
233,0,"['bird'; 'automobile'; 'frog']",bird
234,6,"['deer'; 'truck'; 'airplane']",truck
235,6,"['deer'; 'truck'; 'airplane']",truck
236,1,"['dog'; 'deer'; 'bird']",dog
237,7,"['cat'; 'frog'; 'automobile']",automobile
238,1,"['dog'; 'deer'; 'bird']",bird
239,5,"['cat'; 'automobile'; 'truck']",automobile
240,8,"['deer'; 'frog'; 'horse']",deer
241,3,"['automobile'; 'truck'; 'dog']",automobile
242,6,"['airplane'; 'deer'; 'truck']",airplane
243,6,"['truck'; 'deer'; 'airplane']",truck
244,8,"['frog'; 'horse'; 'deer']",frog
245,6,"['deer'; 'truck'; 'airplane']",deer
246,8,"['horse'; 'deer'; 'frog']",horse
247,4,"['ship'; 'airplane'; 'horse']",horse
248,6,"['deer'; 'truck'; 'airplane']",truck
249,6,"['airplane'; 'truck'; 'deer']",deer
250,1,"['dog'; 'deer'; 'bird']",bird
251,3,"['truck'; 'dog'; 'automobile']",dog
252,8,"['frog'; 'horse'; 'deer']",frog
253,3,"['automobile'; 'dog'; 'truck']",truck
254,4,"['horse'; 'ship'; 'airplane']",ship
255,1,"['bird'; 'deer'; 'dog']",bird
256,7,"['frog'; 'automobile'; 'cat']",automobile
257,1,"['dog'; 'deer'; 'bird']",bird
258,3,"['dog'; 'truck'; 'automobile']",truck
259,8,"['deer'; 'horse'; 'frog']",deer
260,5,"['automobile'; 'cat'; 'truck']",truck
261,1,"['bird'; 'deer'; 'dog']",bird
262,1,"['dog'; 'deer'; 'bird']",bird
263,4,"['horse'; 'airplane'; 'ship']",airplane
264,0,"['automobile'; 'frog'; 'bird']",frog
265,9,"['airplane'; 'dog'; 'bird']",dog
266,3,"['dog'; 'automobile'; 'truck']",automobile
267,7,"['cat'; 'frog'; 'automobile']",automobile
268,4,"['airplane'; 'horse'; 'ship']",airplane
269,9,"['dog'; 'bird'; 'airplane']",dog
270,9,"['dog'; 'airplane'; 'bird']",bird
271,2,"['cat'; 'automobile'; 'frog']",automobile
272,4,"['horse'; 'airplane'; 'ship']",airplane
273,9,"['bird'; 'airplane'; 'dog']",bird
274,9,"['dog'; 'airplane'; 'bird']",dog
275,1,"['bird'; 'deer'; 'dog']",bird
276,0,"['automobile'; 'bird'; 'frog']",automobile
277,5,"['automobile'; 'cat'; 'truck']",automobile
278,9,"['dog'; 'bird'; 'airplane']",dog
279,0,"['frog'; 'automobile'; 'bird']",frog
280,8,"['horse'; 'deer'; 'frog']",horse
281,2,"['frog'; 'cat'; 'automobile']",automobile
282,1,"['deer'; 'bird'; 'dog']",bird
283,2,"['frog'; 'automobile'; 'cat']",automobile
284,0,"['automobile'; 'frog'; 'bird']",frog
285,5,"['automobile'; 'truck'; 'cat']",truck
286,6,"['airplane'; 'deer'; 'truck']",airplane
287,3,"['dog'; 'automobile'; 'truck']",automobile
288,2,"['cat'; 'automobile'; 'frog']",automobile
289,7,"['cat'; 'frog'; 'automobile']",automobile
290,8,"['horse'; 'frog'; 'deer']",horse
291,8,"['horse'; 'deer'; 'frog']",horse
292,6,"['airplane'; 'deer'; 'truck']",deer
293,0,"['frog'; 'automobile'; 'bird']",automobile
294,7,"['automobile'; 'frog'; 'cat']",frog
295,9,"['dog'; 'airplane'; 'bird']",dog
296,4,"['airplane'; 'ship'; 'horse']",ship
297,5,"['automobile'; 'truck'; 'cat']",truck
298,6,"['deer'; 'airplane'; 'truck']",airplane
299,4,"['airplane'; 'horse'; 'ship']",airplane
300,2,"['frog'; 'cat'; 'automobile']",automobile
301,1,"['dog'; 'deer'; 'bird']",deer
302,1,"['deer'; 'dog'; 'bird']",dog
303,2,"['cat'; 'frog'; 'automobile']",automobile
304,1,"['dog'; 'bird'; 'deer']",bird
305,5,"['automobile'; 'truck'; 'cat']",truck
306,9,"['dog'; 'bird'; 'airplane']",dog
307,9,"['bird'; 'airplane'; 'dog']",airplane
308,0,"['bird'; 'automobile'; 'frog']",bird
309,8,"['deer'; 'frog'; 'horse']",deer
310,4,"['airplane'; 'ship'; 'horse']",ship
311,1,"['deer'; 'bird'; 'dog']",bird
312,1,"['deer'; 'bird'; 'dog']",bird
313,6,"['deer'; 'airplane'; 'truck']",airplane
314,3,"['automobile'; 'truck'; 'dog']",truck
315,3,"['automobile'; 'dog'; 'truck']",automobile
316,9,"['dog'; 'bird'; 'airplane']",dog
317,0,"['automobile'; 'bird'; 'frog']",automobile
318,7,"['automobile'; 'cat'; 'frog']",automobile
319,9,"['airplane'; 'dog'; 'bird']",dog
320,7,"['frog'; 'automobile'; 'cat']",automobile
321,7,"['automobile'; 'cat'; 'frog']",automobile
322,9,"['airplane'; 'dog'; 'bird']",dog
323,1,"['dog'; 'bird'; 'deer']",bird
324,5,"['cat'; 'truck'; 'automobile']",truck
325,1,"['dog'; 'deer'; 'bird']",bird
326,6,"['truck'; 'deer'; 'airplane']",truck
327,6,"['truck'; 'deer'; 'airplane']",truck
328,8,"['horse'; 'frog'; 'deer']",horse
329,7,"['automobile'; 'cat'; 'frog']",cat
330,1,"['deer'; 'dog'; 'bird']",dog
331,3,"['automobile'; 'truck'; 'dog']",dog
332,0,"['automobile'; 'bird'; 'frog']",bird
333,3,"['truck'; 'dog'; 'automobile']",truck
334,3,"['truck'; 'automobile'; 'dog']",truck
335,2,"['cat'; 'frog'; 'automobile']",automobile
336,4,"['horse'; 'airplane'; 'ship']",airplane
337,5,"['cat'; 'automobile'; 'truck']",automobile
338,7,"['cat'; 'automobile'; 'frog']",automobile
339,5,"['cat'; 'automobile'; 'truck']",automobile
340,9,"['bird'; 'airplane'; 'dog']",bird
341,0,"['bird'; 'frog'; 'automobile']",automobile
342,3,"['automobile'; 'dog'; 'truck']",truck
343,4,"['horse'; 'airplane'; 'ship']",airplane
344,0,"['frog'; 'bird'; 'automobile']",frog
345,4,"['horse'; 'airplane'; 'ship']",airplane
346,4,"['ship'; 'horse'; 'airplane']",airplane
347,6,"['truck'; 'airplane'; 'deer']",truck
348,0,"['automobile'; 'frog'; 'bird']",frog
349,0,"['bird'; 'automobile'; 'frog']",automobile
350,6,"['truck'; 'deer'; 'airplane']",deer
351,6,"['deer'; 'airplane'; 'truck']",airplane
352,0,"['frog'; 'bird'; 'automobile']",frog
353,8,"['frog'; 'horse'; 'deer']",horse
354,1,"['dog'; 'bird'; 'deer']",bird
355,6,"['truck'; 'airplane'; 'deer']",deer
356,2,"['automobile'; 'cat'; 'frog']",automobile
357,9,"['bird'; 'dog'; 'airplane']",bird
358,2,"['automobile'; 'cat'; 'frog']",automobile
359,5,"['cat'; 'automobile'; 'truck']",truck
360,9,"['dog'; 'bird'; 'airplane']",dog
361,6,"['truck'; 'deer'; 'airplane']",truck
362,7,"['frog'; 'cat'; 'automobile']",automobile
363,4,"['ship'; 'horse'; 'airplane']",airplane
364,1,"['deer'; 'dog'; 'bird']",deer
365,8,"['frog'; 'deer'; 'horse']",frog
366,7,"['automobile'; 'frog'; 'cat']",frog
367,3,"['truck'; 'dog'; 'automobile']",truck
368,6,"['truck'; 'deer'; 'airplane']",truck
369,9,"['dog'; 'airplane'; 'bird']",dog
370,3,"['truck'; 'automobile'; 'dog']",dog
371,0,"['frog'; 'automobile'; 'bird']",automobile
372,4,"['ship'; 'airplane'; 'horse']",airplane
373,0,"['automobile'; 'bird'; 'frog']",automobile
374,5,"['truck'; 'cat'; 'automobile']",truck
375,1,"['deer'; 'bird'; 'dog']",bird
376,0,"['frog'; 'bird'; 'automobile']",frog
377,3,"['dog'; 'automobile'; 'truck']",truck
378,4,"['ship'; 'horse'; 'airplane']",airplane
379,8,"['horse'; 'deer'; 'frog']",horse
380,5,"['automobile'; 'truck'; 'cat']",cat
381,4,"['ship'; 'horse'; 'airplane']",ship
382,7,"['cat'; 'frog'; 'automobile']",automobile
383,2,"['cat'; 'automobile'; 'frog']",automobile
384,3,"['automobile'; 'dog'; 'truck']",automobile
385,9,"['bird'; 'airplane'; 'dog']",bird
386,7,"['automobile'; 'frog'; 'cat']",frog
387,6,"['deer'; 'airplane'; 'truck']",airplane
388,7,"['automobile'; 'cat'; 'frog']",frog
389,1,"['deer'; 'dog'; 'bird']",bird
390,4,"['ship'; 'airplane'; 'horse']",airplane
391,7,"['cat'; 'automobile'; 'frog']",automobile
392,0,"['automobile'; 'frog'; 'bird']",frog
393,1,"['dog'; 'deer'; 'bird']",bird
394,7,"['automobile'; 'frog'; 'cat']",frog
395,3,"['automobile'; 'truck'; 'dog']",truck
396,1,"['dog'; 'deer'; 'bird']",dog
397,8,"['horse'; 'frog'; 'deer']",horse
398,4,"['horse'; 'airplane'; 'ship']",airplane
399,4,"['horse'; 'airplane'; 'ship']",airplane
400,2,"['cat'; 'frog'; 'automobile']",automobile
401,0,"['automobile'; 'bird'; 'frog']",frog
402,2,"['cat'; 'automobile'; 'frog']",automobile
403,2,"['frog'; 'cat'; 'automobile']",automobile
404,0,"['bird'; 'automobile'; 'frog']",automobile
405,0,"['frog'; 'bird'; 'automobile']",automobile
406,9,"['dog'; 'bird'; 'airplane']",dog
407,0,"['frog'; 'automobile'; 'bird']",frog
408,9,"['dog'; 'airplane'; 'bird']",dog
409,6,"['airplane'; 'deer'; 'truck']",deer
410,8,"['frog'; 'deer'; 'horse']",frog
411,2,"['frog'; 'cat'; 'automobile']",automobile
412,7,"['frog'; 'automobile'; 'cat']",automobile
413,7,"['frog'; 'automobile'; 'cat']",automobile
414,4,"['horse'; 'ship'; 'airplane']",ship
415,0,"['bird'; 'automobile'; 'frog']",frog
416,3,"['truck'; 'dog'; 'automobile']",truck
417,0,"['frog'; 'automobile'; 'bird']",automobile
418,8,"['frog'; 'deer'; 'horse']",frog
419,9,"['bird'; 'dog'; 'airplane']",bird
420,4,"['horse'; 'airplane'; 'ship']",airplane
421,2,"['automobile'; 'frog'; 'cat']",automobile
422,7,"['automobile'; 'cat'; 'frog']",frog
423,2,"['cat'; 'automobile'; 'frog']",automobile
424,5,"['automobile'; 'truck'; 'cat']",truck
425,2,"['cat'; 'frog'; 'automobile']",automobile
426,5,"['cat'; 'truck'; 'automobile']",truck
427,1,"['dog'; 'bird'; 'deer']",bird
428,9,"['dog'; 'bird'; 'airplane']",bird
429,4,"['ship'; 'horse'; 'airplane']",ship
430,8,"['frog'; 'deer'; 'horse']",frog
431,5,"['automobile'; 'cat'; 'truck']",truck
432,1,"['dog'; 'deer'; 'bird']",bird
433,7,"['frog'; 'cat'; 'automobile']",automobile
434,4,"['ship'; 'airplane'; 'horse']",airplane
435,4,"['ship'; 'horse'; 'airplane']",airplane
436,0,"['bird'; 'frog'; 'automobile']",frog
437,6,"['deer'; 'truck'; 'airplane']",truck
438,9,"['airplane'; 'dog'; 'bird']",dog
439,0,"['bird'; 'frog'; 'automobile']",automobile
440,7,"['frog'; 'cat'; 'automobile']",automobile
441,8,"['frog'; 'deer'; 'horse']",frog
442,8,"['deer'; 'frog'; 'horse']",deer
443,9,"['bird'; 'airplane'; 'dog']",bird
444,9,"['bird'; 'airplane'; 'dog']",bird
445,3,"['truck'; 'automobile'; 'dog']",dog
446,3,"['truck'; 'automobile'; 'dog']",dog
447,4,"['ship'; 'horse'; 'airplane']",airplane
448,0,"['bird'; 'automobile'; 'frog']",bird
449,4,"['ship'; 'horse'; 'airplane']",airplane
450,5,"['truck'; 'cat'; 'automobile']",truck
451,6,"['airplane'; 'deer'; 'truck']",deer
452,6,"['airplane'; 'truck'; 'deer']",deer
453,0,"['frog'; 'bird'; 'automobile']",frog
454,1,"['dog'; 'deer'; 'bird']",dog
455,0,"['frog'; 'bird'; 'automobile']",automobile
456,8,"['frog'; 'horse'; 'deer']",horse
457,0,"['bird'; 'automobile'; 'frog']",automobile
458,4,"['ship'; 'horse'; 'airplane']",horse
459,8,"['frog'; 'horse'; 'deer']",frog
460,8,"['horse'; 'frog'; 'deer']",horse
461,1,"['deer'; 'bird'; 'dog']",bird
462,5,"['automobile'; 'truck'; 'cat']",truck
463,2,"['cat'; 'frog'; 'automobile']",automobile
464,6,"['airplane'; 'deer'; 'truck']",airplane
465,8,"['deer'; 'frog'; 'horse']",deer
466,1,"['deer'; 'dog'; 'bird']",dog
467,0,"['automobile'; 'bird'; 'frog']",bird
468,0,"['bird'; 'frog'; 'automobile']",automobile
469,7,"['automobile'; 'frog'; 'cat']",frog
470,7,"['frog'; 'cat'; 'automobile']",automobile
471,5,"['cat'; 'truck'; 'automobile']",truck
472,9,"['bird'; 'dog'; 'airplane']",airplane
473,6,"['truck'; 'deer'; 'airplane']",truck
474,2,"['frog'; 'cat'; 'automobile']",automobile
475,8,"['frog'; 'deer'; 'horse']",frog
476,3,"['automobile'; 'dog'; 'truck']",truck
477,4,"['airplane'; 'horse'; 'ship']",airplane
478,7,"['automobile'; 'cat'; 'frog']",automobile
479,3,"['truck'; 'automobile'; 'dog']",dog
480,9,"['dog'; 'airplane'; 'bird']",dog
481,0,"['frog'; 'automobile'; 'bird']",frog
482,1,"['dog'; 'deer'; 'bird']",bird
483,2,"['frog'; 'cat'; 'automobile']",automobile
484,4,"['airplane'; 'horse'; 'ship']",airplane
485,8,"['frog'; 'deer'; 'horse']",frog
486,1,"['deer'; 'bird'; 'dog']",bird
487,8,"['frog'; 'deer'; 'horse']",frog
488,6,"['deer'; 'truck'; 'airplane']",truck
489,4,"['airplane'; 'horse'; 'ship']",airplane
490,4,"['airplane'; 'ship'; 'horse']",ship
491,5,"['truck'; 'cat'; 'automobile']",truck
492,7,"['frog'; 'automobile'; 'cat']",automobile
493,1,"['dog'; 'deer'; 'bird']",dog
494,3,"['automobile'; 'dog'; 'truck']",automobile
495,9,"['dog'; 'airplane'; 'bird']",dog
496,8,"['deer'; 'frog'; 'horse']",deer
497,0,"['frog'; 'bird'; 'automobile']",automobile
498,1,"['dog'; 'bird'; 'deer']",bird
499,7,"['automobile'; 'frog'; 'cat']",frog
500,5,"['cat'; 'automobile'; 'truck']",truck
501,8,"['deer'; 'horse'; 'frog']",deer
502,2,"['automobile'; 'frog'; 'cat']",automobile
503,8,"['frog'; 'deer'; 'horse']",frog
504,0,"['bird'; 'automobile'; 'frog']",automobile
505,4,"['ship'; 'airplane'; 'horse']",airplane
506,1,"['dog'; 'bird'; 'deer']",bird
507,8,"['horse'; 'frog'; 'deer']",horse
508,9,"['dog'; 'bird'; 'airplane']",dog
509,8,"['deer'; 'frog'; 'horse']",deer
510,2,"['automobile'; 'frog'; 'cat']",automobile
511,9,"['dog'; 'bird'; 'airplane']",dog
512,9,"['bird'; 'dog'; 'airplane']",bird
513,2,"['automobile'; 'cat'; 'frog']",automobile
514,7,"['frog'; 'cat'; 'automobile']",automobile
515,5,"['cat'; 'truck'; 'automobile']",truck
516,7,"['frog'; 'cat'; 'automobile']",automobile
517,3,"['truck'; 'automobile'; 'dog']",truck
518,8,"['deer'; 'frog'; 'horse']",deer
519,8,"['frog'; 'horse'; 'deer']",frog
520,4,"['ship'; 'horse'; 'airplane']",airplane
521,4,"['airplane'; 'horse'; 'ship']",airplane
522,2,"['automobile'; 'cat'; 'frog']",automobile
523,7,"['automobile'; 'frog'; 'cat']",frog
524,1,"['dog'; 'bird'; 'deer']",bird
525,6,"['truck'; 'deer'; 'airplane']",truck
526,4,"['horse'; 'ship'; 'airplane']",ship
527,0,"['automobile'; 'bird'; 'frog']",bird
528,4,"['airplane'; 'horse'; 'ship']",airplane
529,6,"['truck'; 'deer'; 'airplane']",truck
530,9,"['dog'; 'airplane'; 'bird']",dog
531,7,"['automobile'; 'cat'; 'frog']",frog
532,6,"['deer'; 'truck'; 'airplane']",truck
533,2,"['frog'; 'automobile'; 'cat']",automobile
