index,true_label,cluster_id,candidate_labels,complementary_label
87,7,18,"['automobile'; 'cat'; 'ship'; 'deer']",cat
88,9,24,"['dog'; 'truck'; 'cat'; 'ship']",dog
89,4,11,"['horse'; 'ship'; 'cat'; 'automobile']",ship
90,2,17,"['dog'; 'ship'; 'truck'; 'bird']",ship
91,3,27,"['deer'; 'truck'; 'ship'; 'dog']",truck
92,8,11,"['horse'; 'automobile'; 'cat'; 'ship']",horse
93,0,30,"['automobile'; 'airplane'; 'dog'; 'bird']",dog
94,1,23,"['dog'; 'airplane'; 'deer'; 'frog']",airplane
95,6,16,"['frog'; 'deer'; 'automobile'; 'cat']",deer
96,1,9,"['truck'; 'automobile'; 'frog'; 'bird']",frog
97,1,9,"['truck'; 'automobile'; 'bird'; 'frog']",bird
98,4,21,"['cat'; 'dog'; 'ship'; 'frog']",ship
99,1,3,"['airplane'; 'cat'; 'ship'; 'automobile']",cat
100,8,6,"['truck'; 'airplane'; 'frog'; 'deer']",frog
101,3,20,"['deer'; 'dog'; 'horse'; 'frog']",deer
102,9,7,"['dog'; 'truck'; 'frog'; 'bird']",dog
103,6,33,"['airplane'; 'deer'; 'automobile'; 'frog']",deer
104,6,33,"['deer'; 'frog'; 'automobile'; 'airplane']",deer
105,1,23,"['airplane'; 'frog'; 'deer'; 'dog']",frog
106,8,31,"['cat'; 'automobile'; 'bird'; 'frog']",automobile
107,5,26,"['deer'; 'cat'; 'bird'; 'dog']",bird
108,2,10,"['deer'; 'dog'; 'truck'; 'airplane']",truck
109,9,25,"['horse'; 'frog'; 'truck'; 'automobile']",horse
110,9,3,"['cat'; 'ship'; 'airplane'; 'automobile']",ship
111,8,39,"['ship'; 'horse'; 'airplane'; 'dog']",horse
112,1,9,"['automobile'; 'truck'; 'bird'; 'frog']",bird
113,7,21,"['dog'; 'cat'; 'ship'; 'frog']",ship
114,7,8,"['airplane'; 'dog'; 'bird'; 'cat']",dog
115,0,22,"['cat'; 'frog'; 'truck'; 'airplane']",frog
116,0,30,"['bird'; 'airplane'; 'dog'; 'automobile']",dog
117,6,15,"['frog'; 'cat'; 'deer'; 'automobile']",automobile
118,9,7,"['bird'; 'dog'; 'frog'; 'truck']",bird
119,1,3,"['cat'; 'ship'; 'automobile'; 'airplane']",ship
120,2,10,"['airplane'; 'deer'; 'dog'; 'truck']",deer
121,2,29,"['cat'; 'horse'; 'bird'; 'airplane']",airplane
122,9,7,"['dog'; 'bird'; 'frog'; 'truck']",dog
123,2,36,"['bird'; 'ship'; 'truck'; 'deer']",ship
124,6,15,"['automobile'; 'frog'; 'cat'; 'deer']",automobile
125,6,16,"['deer'; 'automobile'; 'cat'; 'frog']",automobile
126,1,23,"['frog'; 'airplane'; 'dog'; 'deer']",frog
127,9,24,"['ship'; 'cat'; 'dog'; 'truck']",cat
128,5,20,"['deer'; 'horse'; 'dog'; 'frog']",deer
129,0,22,"['truck'; 'frog'; 'cat'; 'airplane']",frog
130,4,8,"['bird'; 'airplane'; 'cat'; 'dog']",airplane
131,7,4,"['airplane'; 'cat'; 'dog'; 'ship']",cat
132,6,20,"['deer'; 'horse'; 'frog'; 'dog']",deer
133,7,4,"['ship'; 'dog'; 'cat'; 'airplane']",dog
134,1,3,"['ship'; 'automobile'; 'cat'; 'airplane']",cat
135,8,6,"['frog'; 'deer'; 'airplane'; 'truck']",frog
136,1,9,"['automobile'; 'truck'; 'frog'; 'bird']",frog
137,1,3,"['airplane'; 'cat'; 'ship'; 'automobile']",cat
138,2,10,"['dog'; 'deer'; 'airplane'; 'truck']",airplane
139,8,31,"['cat'; 'automobile'; 'frog'; 'bird']",frog
140,1,36,"['truck'; 'deer'; 'ship'; 'bird']",deer
141,3,33,"['automobile'; 'frog'; 'deer'; 'airplane']",frog
142,3,26,"['bird'; 'dog'; 'cat'; 'deer']",dog
143,6,15,"['cat'; 'automobile'; 'frog'; 'deer']",automobile
144,2,10,"['truck'; 'dog'; 'deer'; 'airplane']",truck
145,4,32,"['horse'; 'ship'; 'deer'; 'frog']",ship
146,9,25,"['frog'; 'automobile'; 'horse'; 'truck']",frog
147,9,25,"['automobile'; 'frog'; 'truck'; 'horse']",frog
148,5,26,"['bird'; 'cat'; 'dog'; 'deer']",bird
149,4,32,"['horse'; 'deer'; 'ship'; 'frog']",ship
150,3,14,"['airplane'; 'automobile'; 'frog'; 'cat']",frog
151,6,21,"['frog'; 'dog'; 'ship'; 'cat']",ship
152,7,18,"['cat'; 'ship'; 'automobile'; 'deer']",ship
153,4,29,"['cat'; 'bird'; 'horse'; 'airplane']",airplane
154,6,15,"['deer'; 'frog'; 'cat'; 'automobile']",automobile
155,8,39,"['airplane'; 'ship'; 'horse'; 'dog']",horse
156,5,21,"['cat'; 'ship'; 'dog'; 'frog']",ship
157,5,26,"['cat'; 'bird'; 'deer'; 'dog']",bird
158,4,38,"['dog'; 'deer'; 'airplane'; 'bird']",airplane
159,3,14,"['airplane'; 'frog'; 'automobile'; 'cat']",frog
160,1,3,"['cat'; 'airplane'; 'ship'; 'automobile']",cat
161,8,6,"['airplane'; 'deer'; 'frog'; 'truck']",deer
162,4,32,"['deer'; 'frog'; 'ship'; 'horse']",ship
163,7,18,"['automobile'; 'ship'; 'deer'; 'cat']",ship
164,6,15,"['frog'; 'cat'; 'automobile'; 'deer']",automobile
165,0,5,"['cat'; 'frog'; 'ship'; 'horse']",ship
166,9,24,"['ship'; 'dog'; 'cat'; 'truck']",dog
167,5,26,"['bird'; 'deer'; 'cat'; 'dog']",bird
168,1,23,"['deer'; 'dog'; 'airplane'; 'frog']",deer
169,3,27,"['deer'; 'ship'; 'dog'; 'truck']",ship
170,8,39,"['horse'; 'airplane'; 'ship'; 'dog']",horse
171,2,34,"['automobile'; 'cat'; 'dog'; 'deer']",cat
172,7,12,"['frog'; 'automobile'; 'ship'; 'deer']",automobile
173,5,26,"['dog'; 'cat'; 'deer'; 'bird']",cat
174,3,27,"['dog'; 'ship'; 'deer'; 'truck']",ship
175,4,38,"['bird'; 'airplane'; 'deer'; 'dog']",airplane
176,1,3,"['automobile'; 'cat'; 'airplane'; 'ship']",cat
177,5,1,"['bird'; 'automobile'; 'cat'; 'dog']",automobile
178,7,18,"['automobile'; 'cat'; 'ship'; 'deer']",ship
179,0,36,"['truck'; 'ship'; 'bird'; 'deer']",truck
180,4,32,"['horse'; 'deer'; 'frog'; 'ship']",frog
181,7,18,"['cat'; 'automobile'; 'deer'; 'ship']",automobile
182,5,35,"['airplane'; 'horse'; 'bird'; 'dog']",airplane
183,5,1,"['dog'; 'bird'; 'automobile'; 'cat']",automobile
184,1,9,"['truck'; 'bird'; 'automobile'; 'frog']",bird
185,0,5,"['frog'; 'horse'; 'cat'; 'ship']",frog
186,9,7,"['dog'; 'bird'; 'truck'; 'frog']",dog
187,6,33,"['deer'; 'automobile'; 'airplane'; 'frog']",automobile
188,9,25,"['frog'; 'truck'; 'horse'; 'automobile']",frog
189,0,11,"['automobile'; 'cat'; 'horse'; 'ship']",cat
190,8,28,"['ship'; 'frog'; 'bird'; 'truck']",frog
191,7,11,"['cat'; 'automobile'; 'ship'; 'horse']",cat
192,8,39,"['ship'; 'dog'; 'airplane'; 'horse']",dog
193,8,31,"['cat'; 'automobile'; 'frog'; 'bird']",automobile
194,2,10,"['dog'; 'airplane'; 'deer'; 'truck']",airplane
195,5,20,"['dog'; 'frog'; 'deer'; 'horse']",frog
196,2,13,"['dog'; 'cat'; 'ship'; 'truck']",ship
197,3,26,"['deer'; 'dog'; 'cat'; 'bird']",deer
198,5,20,"['deer'; 'horse'; 'frog'; 'dog']",deer
199,0,30,"['airplane'; 'bird'; 'dog'; 'automobile']",bird
200,6,15,"['cat'; 'deer'; 'automobile'; 'frog']",automobile
201,1,9,"['frog'; 'automobile'; 'truck'; 'bird']",frog
202,9,7,"['dog'; 'bird'; 'frog'; 'truck']",dog
203,3,2,"['airplane'; 'frog'; 'ship'; 'automobile']",frog
204,6,15,"['cat'; 'deer'; 'automobile'; 'frog']",automobile
205,9,7,"['truck'; 'frog'; 'bird'; 'dog']",frog
206,1,3,"['cat'; 'airplane'; 'automobile'; 'ship']",airplane
207,3,14,"['airplane'; 'frog'; 'cat'; 'automobile']",frog
208,9,19,"['cat'; 'ship'; 'bird'; 'automobile']",cat
209,6,15,"['cat'; 'automobile'; 'deer'; 'frog']",automobile
210,6,33,"['automobile'; 'airplane'; 'frog'; 'deer']",automobile
211,7,12,"['ship'; 'frog'; 'deer'; 'automobile']",frog
212,1,23,"['deer'; 'dog'; 'frog'; 'airplane']",deer
213,0,22,"['airplane'; 'frog'; 'truck'; 'cat']",frog
214,9,7,"['bird'; 'frog'; 'dog'; 'truck']",dog
215,5,14,"['automobile'; 'frog'; 'cat'; 'airplane']",frog
216,8,39,"['dog'; 'ship'; 'airplane'; 'horse']",dog
217,5,26,"['deer'; 'dog'; 'cat'; 'bird']",deer
218,2,34,"['dog'; 'automobile'; 'cat'; 'deer']",automobile
219,9,7,"['frog'; 'truck'; 'dog'; 'bird']",frog
220,0,30,"['airplane'; 'dog'; 'automobile'; 'bird']",dog
221,8,6,"['airplane'; 'deer'; 'frog'; 'truck']",deer
222,8,39,"['horse'; 'dog'; 'airplane'; 'ship']",horse
223,0,30,"['airplane'; 'automobile'; 'dog'; 'bird']",dog
224,6,33,"['airplane'; 'frog'; 'deer'; 'automobile']",frog
225,9,25,"['frog'; 'horse'; 'automobile'; 'truck']",frog
226,1,9,"['bird'; 'frog'; 'truck'; 'automobile']",bird
227,1,28,"['truck'; 'bird'; 'ship'; 'frog']",bird
228,6,16,"['automobile'; 'cat'; 'frog'; 'deer']",automobile
229,3,35,"['airplane'; 'horse'; 'dog'; 'bird']",horse
230,7,18,"['cat'; 'automobile'; 'deer'; 'ship']",automobile
231,6,15,"['cat'; 'frog'; 'deer'; 'automobile']",deer
232,6,13,"['truck'; 'dog'; 'ship'; 'cat']",truck
233,0,30,"['bird'; 'airplane'; 'automobile'; 'dog']",bird
234,6,33,"['automobile'; 'airplane'; 'frog'; 'deer']",automobile
235,6,33,"['airplane'; 'automobile'; 'frog'; 'deer']",airplane
236,1,19,"['cat'; 'ship'; 'bird'; 'automobile']",cat
237,7,12,"['frog'; 'deer'; 'automobile'; 'ship']",automobile
238,1,3,"['automobile'; 'airplane'; 'ship'; 'cat']",ship
239,5,1,"['cat'; 'automobile'; 'dog'; 'bird']",automobile
240,8,39,"['horse'; 'ship'; 'airplane'; 'dog']",horse
241,3,17,"['truck'; 'bird'; 'dog'; 'ship']",truck
242,6,13,"['truck'; 'cat'; 'dog'; 'ship']",truck
243,6,33,"['automobile'; 'deer'; 'frog'; 'airplane']",automobile
244,8,31,"['frog'; 'automobile'; 'bird'; 'cat']",automobile
245,6,33,"['frog'; 'deer'; 'airplane'; 'automobile']",deer
246,8,11,"['automobile'; 'cat'; 'horse'; 'ship']",cat
247,4,38,"['bird'; 'dog'; 'airplane'; 'deer']",airplane
248,6,17,"['bird'; 'dog'; 'truck'; 'ship']",truck
249,6,20,"['dog'; 'deer'; 'horse'; 'frog']",dog
250,1,3,"['automobile'; 'airplane'; 'ship'; 'cat']",ship
251,3,15,"['frog'; 'cat'; 'deer'; 'automobile']",automobile
252,8,6,"['frog'; 'deer'; 'airplane'; 'truck']",frog
253,3,17,"['bird'; 'dog'; 'ship'; 'truck']",ship
254,4,8,"['dog'; 'airplane'; 'bird'; 'cat']",airplane
255,1,23,"['airplane'; 'dog'; 'frog'; 'deer']",dog
256,7,12,"['frog'; 'automobile'; 'ship'; 'deer']",automobile
257,1,9,"['bird'; 'frog'; 'automobile'; 'truck']",bird
258,3,20,"['dog'; 'horse'; 'frog'; 'deer']",horse
259,8,11,"['ship'; 'horse'; 'automobile'; 'cat']",horse
260,5,17,"['ship'; 'bird'; 'dog'; 'truck']",bird
261,1,9,"['automobile'; 'truck'; 'bird'; 'frog']",bird
262,1,3,"['airplane'; 'automobile'; 'ship'; 'cat']",airplane
263,4,29,"['bird'; 'airplane'; 'horse'; 'cat']",airplane
264,0,22,"['frog'; 'truck'; 'cat'; 'airplane']",frog
265,9,7,"['dog'; 'frog'; 'truck'; 'bird']",dog
266,3,27,"['ship'; 'truck'; 'dog'; 'deer']",truck
267,7,18,"['deer'; 'automobile'; 'cat'; 'ship']",automobile
268,4,21,"['dog'; 'cat'; 'ship'; 'frog']",ship
269,9,25,"['automobile'; 'horse'; 'truck'; 'frog']",horse
270,9,7,"['dog'; 'truck'; 'bird'; 'frog']",dog
271,2,0,"['airplane'; 'truck'; 'automobile'; 'deer']",deer
272,4,29,"['bird'; 'airplane'; 'horse'; 'cat']",airplane
273,9,24,"['dog'; 'ship'; 'truck'; 'cat']",dog
274,9,7,"['dog'; 'frog'; 'bird'; 'truck']",dog
275,1,9,"['frog'; 'automobile'; 'bird'; 'truck']",frog
276,0,30,"['bird'; 'airplane'; 'automobile'; 'dog']",dog
277,5,2,"['frog'; 'airplane'; 'ship'; 'automobile']",airplane
278,9,7,"['truck'; 'frog'; 'dog'; 'bird']",frog
279,0,30,"['automobile'; 'bird'; 'dog'; 'airplane']",automobile
280,8,6,"['airplane'; 'deer'; 'truck'; 'frog']",deer
281,2,10,"['airplane'; 'truck'; 'dog'; 'deer']",truck
282,1,9,"['bird'; 'truck'; 'frog'; 'automobile']",bird
283,2,21,"['frog'; 'cat'; 'ship'; 'dog']",ship
284,0,5,"['ship'; 'horse'; 'frog'; 'cat']",horse
285,5,35,"['airplane'; 'dog'; 'horse'; 'bird']",airplane
286,6,33,"['automobile'; 'airplane'; 'deer'; 'frog']",automobile
287,3,26,"['bird'; 'deer'; 'cat'; 'dog']",deer
288,2,10,"['dog'; 'deer'; 'truck'; 'airplane']",truck
289,7,12,"['deer'; 'automobile'; 'ship'; 'frog']",automobile
290,8,31,"['automobile'; 'frog'; 'bird'; 'cat']",frog
291,8,39,"['airplane'; 'dog'; 'horse'; 'ship']",dog
292,6,26,"['bird'; 'dog'; 'cat'; 'deer']",dog
293,0,21,"['dog'; 'cat'; 'frog'; 'ship']",dog
294,7,12,"['ship'; 'frog'; 'automobile'; 'deer']",frog
295,9,7,"['truck'; 'dog'; 'frog'; 'bird']",dog
296,4,29,"['horse'; 'airplane'; 'cat'; 'bird']",airplane
297,5,26,"['bird'; 'dog'; 'cat'; 'deer']",bird
298,6,20,"['horse'; 'deer'; 'dog'; 'frog']",horse
299,4,8,"['dog'; 'bird'; 'airplane'; 'cat']",airplane
300,2,21,"['cat'; 'frog'; 'dog'; 'ship']",ship
301,1,7,"['dog'; 'bird'; 'truck'; 'frog']",dog
302,1,9,"['frog'; 'automobile'; 'bird'; 'truck']",frog
303,2,22,"['frog'; 'truck'; 'airplane'; 'cat']",truck
304,1,19,"['automobile'; 'bird'; 'ship'; 'cat']",bird
305,5,32,"['ship'; 'horse'; 'frog'; 'deer']",frog
306,9,19,"['cat'; 'bird'; 'ship'; 'automobile']",bird
307,9,25,"['automobile'; 'horse'; 'frog'; 'truck']",frog
308,0,30,"['automobile'; 'dog'; 'bird'; 'airplane']",dog
309,8,11,"['cat'; 'horse'; 'ship'; 'automobile']",horse
310,4,11,"['cat'; 'automobile'; 'horse'; 'ship']",ship
311,1,9,"['frog'; 'truck'; 'bird'; 'automobile']",frog
312,1,3,"['automobile'; 'ship'; 'airplane'; 'cat']",ship
313,6,15,"['automobile'; 'deer'; 'frog'; 'cat']",automobile
314,3,26,"['deer'; 'dog'; 'cat'; 'bird']",deer
315,3,1,"['dog'; 'bird'; 'automobile'; 'cat']",automobile
316,9,7,"['dog'; 'truck'; 'bird'; 'frog']",dog
317,0,22,"['cat'; 'truck'; 'frog'; 'airplane']",frog
318,7,12,"['automobile'; 'deer'; 'ship'; 'frog']",deer
319,9,7,"['frog'; 'bird'; 'dog'; 'truck']",frog
320,7,12,"['deer'; 'automobile'; 'ship'; 'frog']",automobile
321,7,20,"['horse'; 'deer'; 'frog'; 'dog']",dog
322,9,7,"['bird'; 'truck'; 'frog'; 'dog']",bird
323,1,3,"['cat'; 'ship'; 'airplane'; 'automobile']",ship
324,5,2,"['ship'; 'airplane'; 'frog'; 'automobile']",frog
325,1,23,"['dog'; 'airplane'; 'frog'; 'deer']",frog
326,6,16,"['deer'; 'cat'; 'automobile'; 'frog']",automobile
327,6,33,"['airplane'; 'deer'; 'frog'; 'automobile']",airplane
328,8,39,"['airplane'; 'horse'; 'ship'; 'dog']",horse
329,7,4,"['cat'; 'dog'; 'airplane'; 'ship']",airplane
330,1,23,"['airplane'; 'deer'; 'frog'; 'dog']",deer
331,3,21,"['ship'; 'cat'; 'dog'; 'frog']",dog
332,0,30,"['bird'; 'dog'; 'automobile'; 'airplane']",dog
333,3,14,"['automobile'; 'frog'; 'airplane'; 'cat']",frog
334,3,26,"['cat'; 'bird'; 'deer'; 'dog']",bird
335,2,29,"['airplane'; 'cat'; 'bird'; 'horse']",cat
336,4,29,"['bird'; 'airplane'; 'horse'; 'cat']",airplane
337,5,14,"['frog'; 'cat'; 'airplane'; 'automobile']",airplane
338,7,1,"['cat'; 'bird'; 'dog'; 'automobile']",automobile
339,5,14,"['automobile'; 'airplane'; 'cat'; 'frog']",automobile
340,9,7,"['truck'; 'bird'; 'dog'; 'frog']",bird
341,0,22,"['cat'; 'truck'; 'frog'; 'airplane']",frog
342,3,20,"['dog'; 'horse'; 'deer'; 'frog']",deer
343,4,38,"['airplane'; 'deer'; 'dog'; 'bird']",dog
344,0,30,"['bird'; 'dog'; 'automobile'; 'airplane']",bird
345,4,20,"['deer'; 'dog'; 'frog'; 'horse']",dog
346,4,17,"['bird'; 'truck'; 'ship'; 'dog']",truck
347,6,33,"['deer'; 'frog'; 'automobile'; 'airplane']",automobile
348,0,22,"['cat'; 'truck'; 'frog'; 'airplane']",frog
349,0,22,"['cat'; 'airplane'; 'truck'; 'frog']",cat
350,6,26,"['cat'; 'deer'; 'dog'; 'bird']",dog
351,6,15,"['frog'; 'cat'; 'deer'; 'automobile']",automobile
352,0,5,"['horse'; 'frog'; 'cat'; 'ship']",horse
353,8,39,"['airplane'; 'ship'; 'horse'; 'dog']",horse
354,1,23,"['airplane'; 'deer'; 'frog'; 'dog']",deer
355,6,16,"['frog'; 'automobile'; 'deer'; 'cat']",automobile
356,2,17,"['ship'; 'dog'; 'bird'; 'truck']",truck
357,9,19,"['bird'; 'cat'; 'ship'; 'automobile']",bird
358,2,13,"['truck'; 'ship'; 'dog'; 'cat']",truck
359,5,26,"['deer'; 'cat'; 'bird'; 'dog']",deer
360,9,7,"['frog'; 'bird'; 'dog'; 'truck']",frog
361,6,27,"['deer'; 'truck'; 'dog'; 'ship']",truck
362,7,2,"['airplane'; 'frog'; 'automobile'; 'ship']",frog
363,4,38,"['deer'; 'airplane'; 'bird'; 'dog']",airplane
364,1,19,"['ship'; 'bird'; 'cat'; 'automobile']",bird
365,8,31,"['cat'; 'automobile'; 'frog'; 'bird']",frog
366,7,12,"['frog'; 'deer'; 'automobile'; 'ship']",automobile
367,3,21,"['dog'; 'frog'; 'cat'; 'ship']",frog
368,6,33,"['frog'; 'automobile'; 'airplane'; 'deer']",automobile
369,9,25,"['frog'; 'horse'; 'automobile'; 'truck']",frog
370,3,14,"['airplane'; 'automobile'; 'frog'; 'cat']",frog
371,0,36,"['ship'; 'bird'; 'deer'; 'truck']",deer
372,4,38,"['deer'; 'dog'; 'bird'; 'airplane']",dog
373,0,22,"['truck'; 'frog'; 'airplane'; 'cat']",frog
374,5,2,"['airplane'; 'ship'; 'automobile'; 'frog']",frog
375,1,3,"['cat'; 'ship'; 'airplane'; 'automobile']",ship
376,0,5,"['frog'; 'horse'; 'ship'; 'cat']",horse
377,3,27,"['ship'; 'dog'; 'truck'; 'deer']",truck
378,4,8,"['bird'; 'cat'; 'dog'; 'airplane']",airplane
379,8,31,"['cat'; 'automobile'; 'bird'; 'frog']",frog
380,5,2,"['frog'; 'automobile'; 'ship'; 'airplane']",automobile
381,4,29,"['airplane'; 'horse'; 'cat'; 'bird']",airplane
382,7,4,"['dog'; 'airplane'; 'cat'; 'ship']",airplane
383,2,10,"['deer'; 'truck'; 'airplane'; 'dog']",truck
384,3,27,"['ship'; 'deer'; 'dog'; 'truck']",deer
385,9,7,"['dog'; 'truck'; 'bird'; 'frog']",dog
386,7,4,"['dog'; 'cat'; 'ship'; 'airplane']",ship
387,6,15,"['deer'; 'cat'; 'frog'; 'automobile']",automobile
388,7,37,"['deer'; 'automobile'; 'cat'; 'truck']",truck
389,1,9,"['truck'; 'automobile'; 'frog'; 'bird']",frog
390,4,11,"['automobile'; 'cat'; 'ship'; 'horse']",cat
391,7,12,"['deer'; 'ship'; 'automobile'; 'frog']",ship
392,0,36,"['deer'; 'bird'; 'truck'; 'ship']",truck
393,1,3,"['ship'; 'automobile'; 'cat'; 'airplane']",cat
394,7,12,"['automobile'; 'ship'; 'frog'; 'deer']",frog
395,3,20,"['dog'; 'frog'; 'deer'; 'horse']",frog
396,1,19,"['automobile'; 'cat'; 'ship'; 'bird']",cat
397,8,11,"['automobile'; 'horse'; 'cat'; 'ship']",horse
398,4,8,"['bird'; 'airplane'; 'dog'; 'cat']",airplane
399,4,38,"['airplane'; 'deer'; 'dog'; 'bird']",dog
400,2,1,"['cat'; 'automobile'; 'dog'; 'bird']",automobile
401,0,29,"['airplane'; 'cat'; 'horse'; 'bird']",cat
402,2,10,"['deer'; 'airplane'; 'dog'; 'truck']",deer
403,2,8,"['cat'; 'airplane'; 'dog'; 'bird']",airplane
404,0,5,"['ship'; 'frog'; 'horse'; 'cat']",frog
405,0,30,"['airplane'; 'dog'; 'bird'; 'automobile']",dog
406,9,25,"['truck'; 'frog'; 'automobile'; 'horse']",frog
407,0,5,"['cat'; 'frog'; 'horse'; 'ship']",ship
408,9,7,"['bird'; 'truck'; 'dog'; 'frog']",bird
