index,true_label,candidate_labels,complementary_label
56,5,"['bird'; 'truck'; 'automobile'; 'horse'; 'frog'; 'dog'; 'deer']",truck
57,2,"['automobile'; 'cat'; 'frog'; 'truck'; 'ship'; 'deer'; 'airplane']",truck
58,4,"['bird'; 'airplane'; 'deer'; 'ship'; 'dog'; 'automobile'; 'horse']",airplane
59,3,"['horse'; 'frog'; 'deer'; 'truck'; 'automobile'; 'cat'; 'airplane']",horse
60,1,"['airplane'; 'frog'; 'truck'; 'dog'; 'ship'; 'automobile'; 'horse']",frog
61,1,"['automobile'; 'frog'; 'ship'; 'truck'; 'dog'; 'horse'; 'airplane']",frog
62,8,"['deer'; 'cat'; 'frog'; 'bird'; 'airplane'; 'horse'; 'automobile']",deer
63,2,"['cat'; 'ship'; 'truck'; 'automobile'; 'frog'; 'deer'; 'airplane']",ship
64,1,"['airplane'; 'automobile'; 'truck'; 'frog'; 'ship'; 'dog'; 'horse']",frog
65,1,"['horse'; 'ship'; 'dog'; 'automobile'; 'airplane'; 'truck'; 'frog']",horse
66,4,"['bird'; 'automobile'; 'horse'; 'dog'; 'airplane'; 'ship'; 'deer']",automobile
67,9,"['frog'; 'ship'; 'bird'; 'dog'; 'truck'; 'automobile'; 'horse']",frog
68,7,"['ship'; 'truck'; 'dog'; 'cat'; 'airplane'; 'automobile'; 'frog']",dog
69,8,"['frog'; 'automobile'; 'deer'; 'cat'; 'horse'; 'bird'; 'airplane']",frog
70,5,"['dog'; 'horse'; 'frog'; 'truck'; 'automobile'; 'deer'; 'bird']",truck
71,9,"['frog'; 'ship'; 'horse'; 'automobile'; 'truck'; 'bird'; 'dog']",frog
72,6,"['automobile'; 'deer'; 'airplane'; 'cat'; 'horse'; 'bird'; 'truck']",truck
73,7,"['dog'; 'automobile'; 'truck'; 'cat'; 'ship'; 'frog'; 'airplane']",ship
74,3,"['frog'; 'truck'; 'deer'; 'cat'; 'airplane'; 'automobile'; 'horse']",truck
75,1,"['airplane'; 'ship'; 'truck'; 'automobile'; 'dog'; 'horse'; 'frog']",airplane
76,9,"['horse'; 'dog'; 'truck'; 'ship'; 'bird'; 'automobile'; 'frog']",horse
77,0,"['airplane'; 'ship'; 'truck'; 'automobile'; 'frog'; 'dog'; 'deer']",frog
78,3,"['truck'; 'airplane'; 'cat'; 'horse'; 'frog'; 'automobile'; 'deer']",truck
79,1,"['automobile'; 'truck'; 'dog'; 'ship'; 'frog'; 'horse'; 'airplane']",dog
80,3,"['automobile'; 'horse'; 'airplane'; 'frog'; 'deer'; 'truck'; 'cat']",truck
81,5,"['deer'; 'truck'; 'bird'; 'dog'; 'automobile'; 'horse'; 'frog']",truck
82,4,"['ship'; 'deer'; 'airplane'; 'dog'; 'bird'; 'horse'; 'automobile']",airplane
83,5,"['frog'; 'automobile'; 'dog'; 'deer'; 'bird'; 'truck'; 'horse']",frog
84,7,"['airplane'; 'dog'; 'truck'; 'frog'; 'automobile'; 'ship'; 'cat']",frog
85,7,"['ship'; 'dog'; 'airplane'; 'cat'; 'truck'; 'frog'; 'automobile']",dog
86,4,"['airplane'; 'dog'; 'deer'; 'horse'; 'ship'; 'automobile'; 'bird']",airplane
87,7,"['dog'; 'frog'; 'cat'; 'ship'; 'automobile'; 'airplane'; 'truck']",ship
88,9,"['dog'; 'automobile'; 'bird'; 'ship'; 'horse'; 'frog'; 'truck']",dog
89,4,"['bird'; 'automobile'; 'ship'; 'horse'; 'dog'; 'deer'; 'airplane']",automobile
90,2,"['automobile'; 'truck'; 'cat'; 'deer'; 'ship'; 'frog'; 'airplane']",truck
91,3,"['deer'; 'horse'; 'cat'; 'truck'; 'airplane'; 'frog'; 'automobile']",truck
92,8,"['horse'; 'frog'; 'automobile'; 'bird'; 'cat'; 'airplane'; 'deer']",horse
93,0,"['airplane'; 'deer'; 'dog'; 'ship'; 'frog'; 'automobile'; 'truck']",deer
94,1,"['automobile'; 'dog'; 'frog'; 'horse'; 'airplane'; 'truck'; 'ship']",dog
95,6,"['deer'; 'bird'; 'airplane'; 'automobile'; 'truck'; 'horse'; 'cat']",airplane
96,1,"['ship'; 'horse'; 'frog'; 'dog'; 'airplane'; 'automobile'; 'truck']",horse
97,1,"['ship'; 'truck'; 'automobile'; 'dog'; 'airplane'; 'frog'; 'horse']",dog
98,4,"['automobile'; 'airplane'; 'ship'; 'deer'; 'dog'; 'horse'; 'bird']",airplane
99,1,"['dog'; 'horse'; 'ship'; 'truck'; 'automobile'; 'airplane'; 'frog']",ship
100,8,"['airplane'; 'automobile'; 'frog'; 'bird'; 'cat'; 'deer'; 'horse']",frog
101,3,"['automobile'; 'deer'; 'airplane'; 'truck'; 'frog'; 'cat'; 'horse']",deer
102,9,"['bird'; 'ship'; 'frog'; 'automobile'; 'dog'; 'truck'; 'horse']",bird
103,6,"['bird'; 'airplane'; 'automobile'; 'truck'; 'horse'; 'cat'; 'deer']",airplane
104,6,"['cat'; 'truck'; 'automobile'; 'airplane'; 'bird'; 'deer'; 'horse']",truck
105,1,"['ship'; 'airplane'; 'dog'; 'automobile'; 'frog'; 'horse'; 'truck']",dog
106,8,"['automobile'; 'horse'; 'bird'; 'deer'; 'airplane'; 'cat'; 'frog']",horse
107,5,"['bird'; 'frog'; 'truck'; 'horse'; 'dog'; 'automobile'; 'deer']",truck
108,2,"['ship'; 'cat'; 'automobile'; 'truck'; 'deer'; 'frog'; 'airplane']",truck
109,9,"['truck'; 'dog'; 'automobile'; 'frog'; 'ship'; 'bird'; 'horse']",dog
110,9,"['ship'; 'horse'; 'truck'; 'dog'; 'automobile'; 'frog'; 'bird']",horse
111,8,"['frog'; 'bird'; 'cat'; 'deer'; 'airplane'; 'automobile'; 'horse']",airplane
112,1,"['frog'; 'truck'; 'dog'; 'automobile'; 'horse'; 'ship'; 'airplane']",frog
113,7,"['automobile'; 'frog'; 'cat'; 'dog'; 'truck'; 'ship'; 'airplane']",frog
114,7,"['truck'; 'airplane'; 'ship'; 'cat'; 'frog'; 'dog'; 'automobile']",truck
115,0,"['airplane'; 'dog'; 'deer'; 'ship'; 'truck'; 'automobile'; 'frog']",dog
116,0,"['ship'; 'frog'; 'automobile'; 'deer'; 'truck'; 'dog'; 'airplane']",frog
117,6,"['deer'; 'cat'; 'horse'; 'truck'; 'automobile'; 'bird'; 'airplane']",truck
118,9,"['horse'; 'dog'; 'automobile'; 'truck'; 'bird'; 'ship'; 'frog']",horse
119,1,"['automobile'; 'ship'; 'airplane'; 'horse'; 'dog'; 'frog'; 'truck']",ship
120,2,"['ship'; 'automobile'; 'frog'; 'truck'; 'airplane'; 'cat'; 'deer']",truck
121,2,"['deer'; 'airplane'; 'automobile'; 'cat'; 'ship'; 'truck'; 'frog']",airplane
122,9,"['truck'; 'ship'; 'automobile'; 'dog'; 'frog'; 'bird'; 'horse']",dog
123,2,"['airplane'; 'truck'; 'cat'; 'ship'; 'deer'; 'frog'; 'automobile']",truck
124,6,"['bird'; 'deer'; 'automobile'; 'horse'; 'truck'; 'cat'; 'airplane']",truck
125,6,"['deer'; 'truck'; 'airplane'; 'automobile'; 'cat'; 'bird'; 'horse']",truck
126,1,"['horse'; 'automobile'; 'frog'; 'dog'; 'ship'; 'truck'; 'airplane']",frog
127,9,"['ship'; 'frog'; 'automobile'; 'bird'; 'horse'; 'truck'; 'dog']",frog
128,5,"['automobile'; 'bird'; 'deer'; 'frog'; 'horse'; 'dog'; 'truck']",bird
129,0,"['truck'; 'frog'; 'deer'; 'airplane'; 'automobile'; 'dog'; 'ship']",frog
130,4,"['airplane'; 'horse'; 'dog'; 'bird'; 'ship'; 'automobile'; 'deer']",airplane
131,7,"['ship'; 'airplane'; 'automobile'; 'cat'; 'truck'; 'dog'; 'frog']",dog
132,6,"['cat'; 'horse'; 'bird'; 'deer'; 'truck'; 'automobile'; 'airplane']",truck
133,7,"['truck'; 'dog'; 'frog'; 'ship'; 'cat'; 'automobile'; 'airplane']",frog
134,1,"['ship'; 'horse'; 'automobile'; 'dog'; 'truck'; 'airplane'; 'frog']",dog
135,8,"['automobile'; 'frog'; 'deer'; 'horse'; 'cat'; 'bird'; 'airplane']",frog
136,1,"['horse'; 'frog'; 'truck'; 'airplane'; 'dog'; 'automobile'; 'ship']",horse
137,1,"['airplane'; 'horse'; 'frog'; 'ship'; 'truck'; 'automobile'; 'dog']",horse
138,2,"['frog'; 'cat'; 'airplane'; 'ship'; 'automobile'; 'deer'; 'truck']",airplane
139,8,"['automobile'; 'bird'; 'frog'; 'horse'; 'airplane'; 'deer'; 'cat']",bird
140,1,"['automobile'; 'airplane'; 'horse'; 'dog'; 'truck'; 'frog'; 'ship']",horse
141,3,"['automobile'; 'airplane'; 'truck'; 'horse'; 'deer'; 'frog'; 'cat']",truck
142,3,"['airplane'; 'horse'; 'truck'; 'automobile'; 'cat'; 'deer'; 'frog']",airplane
143,6,"['cat'; 'automobile'; 'truck'; 'horse'; 'airplane'; 'bird'; 'deer']",truck
144,2,"['cat'; 'airplane'; 'ship'; 'frog'; 'deer'; 'truck'; 'automobile']",truck
145,4,"['horse'; 'dog'; 'airplane'; 'bird'; 'ship'; 'automobile'; 'deer']",horse
146,9,"['bird'; 'ship'; 'dog'; 'frog'; 'truck'; 'automobile'; 'horse']",bird
147,9,"['ship'; 'frog'; 'truck'; 'bird'; 'automobile'; 'dog'; 'horse']",frog
148,5,"['deer'; 'truck'; 'automobile'; 'dog'; 'frog'; 'bird'; 'horse']",truck
149,4,"['ship'; 'airplane'; 'automobile'; 'bird'; 'deer'; 'dog'; 'horse']",ship
150,3,"['truck'; 'airplane'; 'horse'; 'automobile'; 'deer'; 'frog'; 'cat']",truck
151,6,"['horse'; 'automobile'; 'deer'; 'truck'; 'bird'; 'cat'; 'airplane']",truck
152,7,"['dog'; 'cat'; 'automobile'; 'airplane'; 'truck'; 'frog'; 'ship']",dog
153,4,"['dog'; 'ship'; 'automobile'; 'bird'; 'deer'; 'horse'; 'airplane']",ship
154,6,"['horse'; 'airplane'; 'bird'; 'deer'; 'automobile'; 'truck'; 'cat']",airplane
155,8,"['frog'; 'deer'; 'horse'; 'cat'; 'bird'; 'airplane'; 'automobile']",frog
156,5,"['deer'; 'bird'; 'dog'; 'frog'; 'horse'; 'truck'; 'automobile']",truck
157,5,"['deer'; 'horse'; 'automobile'; 'truck'; 'dog'; 'frog'; 'bird']",automobile
158,4,"['ship'; 'airplane'; 'dog'; 'deer'; 'bird'; 'automobile'; 'horse']",ship
159,3,"['truck'; 'horse'; 'frog'; 'automobile'; 'cat'; 'airplane'; 'deer']",truck
160,1,"['ship'; 'truck'; 'dog'; 'horse'; 'airplane'; 'automobile'; 'frog']",dog
161,8,"['bird'; 'horse'; 'airplane'; 'automobile'; 'cat'; 'frog'; 'deer']",airplane
162,4,"['bird'; 'automobile'; 'horse'; 'ship'; 'dog'; 'deer'; 'airplane']",automobile
163,7,"['truck'; 'ship'; 'automobile'; 'frog'; 'dog'; 'airplane'; 'cat']",frog
164,6,"['deer'; 'airplane'; 'truck'; 'automobile'; 'cat'; 'bird'; 'horse']",airplane
165,0,"['dog'; 'deer'; 'airplane'; 'frog'; 'truck'; 'automobile'; 'ship']",deer
166,9,"['dog'; 'ship'; 'bird'; 'horse'; 'truck'; 'frog'; 'automobile']",dog
167,5,"['deer'; 'automobile'; 'dog'; 'frog'; 'bird'; 'horse'; 'truck']",automobile
168,1,"['automobile'; 'frog'; 'ship'; 'dog'; 'airplane'; 'truck'; 'horse']",frog
169,3,"['automobile'; 'cat'; 'truck'; 'deer'; 'airplane'; 'frog'; 'horse']",truck
170,8,"['cat'; 'bird'; 'automobile'; 'horse'; 'frog'; 'airplane'; 'deer']",airplane
171,2,"['deer'; 'airplane'; 'truck'; 'ship'; 'cat'; 'frog'; 'automobile']",airplane
172,7,"['automobile'; 'dog'; 'airplane'; 'cat'; 'ship'; 'truck'; 'frog']",dog
173,5,"['dog'; 'bird'; 'horse'; 'automobile'; 'truck'; 'frog'; 'deer']",bird
174,3,"['deer'; 'automobile'; 'airplane'; 'truck'; 'frog'; 'horse'; 'cat']",automobile
175,4,"['horse'; 'ship'; 'deer'; 'airplane'; 'bird'; 'automobile'; 'dog']",ship
176,1,"['dog'; 'automobile'; 'frog'; 'truck'; 'ship'; 'airplane'; 'horse']",dog
177,5,"['dog'; 'frog'; 'truck'; 'deer'; 'automobile'; 'bird'; 'horse']",truck
178,7,"['automobile'; 'dog'; 'frog'; 'ship'; 'truck'; 'cat'; 'airplane']",frog
179,0,"['airplane'; 'automobile'; 'dog'; 'truck'; 'frog'; 'ship'; 'deer']",dog
180,4,"['deer'; 'ship'; 'horse'; 'bird'; 'dog'; 'airplane'; 'automobile']",ship
181,7,"['airplane'; 'ship'; 'cat'; 'automobile'; 'frog'; 'dog'; 'truck']",ship
182,5,"['deer'; 'frog'; 'truck'; 'dog'; 'automobile'; 'bird'; 'horse']",truck
183,5,"['truck'; 'deer'; 'automobile'; 'horse'; 'frog'; 'dog'; 'bird']",truck
184,1,"['airplane'; 'horse'; 'frog'; 'truck'; 'automobile'; 'dog'; 'ship']",airplane
185,0,"['deer'; 'dog'; 'airplane'; 'ship'; 'automobile'; 'truck'; 'frog']",deer
186,9,"['bird'; 'frog'; 'horse'; 'dog'; 'truck'; 'automobile'; 'ship']",bird
187,6,"['deer'; 'cat'; 'horse'; 'bird'; 'automobile'; 'airplane'; 'truck']",truck
188,9,"['truck'; 'dog'; 'automobile'; 'horse'; 'frog'; 'ship'; 'bird']",dog
189,0,"['dog'; 'frog'; 'airplane'; 'deer'; 'truck'; 'ship'; 'automobile']",deer
190,8,"['horse'; 'frog'; 'airplane'; 'deer'; 'automobile'; 'bird'; 'cat']",horse
191,7,"['airplane'; 'cat'; 'truck'; 'automobile'; 'ship'; 'frog'; 'dog']",cat
192,8,"['deer'; 'automobile'; 'horse'; 'cat'; 'frog'; 'airplane'; 'bird']",deer
193,8,"['cat'; 'airplane'; 'automobile'; 'frog'; 'bird'; 'deer'; 'horse']",deer
194,2,"['airplane'; 'truck'; 'ship'; 'cat'; 'frog'; 'automobile'; 'deer']",truck
195,5,"['automobile'; 'horse'; 'dog'; 'bird'; 'truck'; 'frog'; 'deer']",bird
196,2,"['truck'; 'frog'; 'airplane'; 'ship'; 'cat'; 'deer'; 'automobile']",truck
197,3,"['deer'; 'airplane'; 'horse'; 'automobile'; 'truck'; 'cat'; 'frog']",deer
198,5,"['frog'; 'bird'; 'deer'; 'automobile'; 'horse'; 'dog'; 'truck']",frog
199,0,"['truck'; 'deer'; 'airplane'; 'dog'; 'frog'; 'automobile'; 'ship']",deer
200,6,"['airplane'; 'automobile'; 'horse'; 'bird'; 'deer'; 'truck'; 'cat']",truck
201,1,"['airplane'; 'frog'; 'automobile'; 'ship'; 'horse'; 'truck'; 'dog']",frog
202,9,"['truck'; 'dog'; 'automobile'; 'ship'; 'frog'; 'horse'; 'bird']",dog
203,3,"['horse'; 'deer'; 'automobile'; 'airplane'; 'truck'; 'cat'; 'frog']",horse
204,6,"['airplane'; 'deer'; 'bird'; 'cat'; 'automobile'; 'truck'; 'horse']",airplane
205,9,"['horse'; 'automobile'; 'bird'; 'truck'; 'frog'; 'ship'; 'dog']",bird
206,1,"['horse'; 'ship'; 'frog'; 'truck'; 'dog'; 'airplane'; 'automobile']",horse
207,3,"['automobile'; 'cat'; 'frog'; 'horse'; 'deer'; 'truck'; 'airplane']",automobile
208,9,"['horse'; 'bird'; 'truck'; 'automobile'; 'frog'; 'dog'; 'ship']",horse
209,6,"['airplane'; 'cat'; 'automobile'; 'bird'; 'truck'; 'deer'; 'horse']",horse
210,6,"['bird'; 'truck'; 'deer'; 'horse'; 'automobile'; 'cat'; 'airplane']",truck
211,7,"['dog'; 'airplane'; 'cat'; 'automobile'; 'frog'; 'truck'; 'ship']",airplane
212,1,"['ship'; 'dog'; 'horse'; 'frog'; 'automobile'; 'airplane'; 'truck']",dog
213,0,"['automobile'; 'deer'; 'truck'; 'dog'; 'frog'; 'airplane'; 'ship']",deer
214,9,"['frog'; 'bird'; 'truck'; 'ship'; 'dog'; 'automobile'; 'horse']",frog
215,5,"['truck'; 'frog'; 'dog'; 'deer'; 'horse'; 'automobile'; 'bird']",frog
216,8,"['frog'; 'horse'; 'airplane'; 'bird'; 'automobile'; 'cat'; 'deer']",horse
217,5,"['frog'; 'bird'; 'horse'; 'automobile'; 'deer'; 'dog'; 'truck']",truck
218,2,"['truck'; 'airplane'; 'deer'; 'frog'; 'automobile'; 'ship'; 'cat']",truck
219,9,"['dog'; 'horse'; 'ship'; 'frog'; 'automobile'; 'truck'; 'bird']",dog
220,0,"['airplane'; 'deer'; 'truck'; 'automobile'; 'dog'; 'ship'; 'frog']",deer
221,8,"['automobile'; 'cat'; 'horse'; 'bird'; 'airplane'; 'deer'; 'frog']",cat
222,8,"['frog'; 'cat'; 'horse'; 'airplane'; 'deer'; 'automobile'; 'bird']",horse
223,0,"['airplane'; 'automobile'; 'truck'; 'ship'; 'deer'; 'dog'; 'frog']",deer
224,6,"['automobile'; 'horse'; 'cat'; 'truck'; 'bird'; 'deer'; 'airplane']",truck
225,9,"['truck'; 'dog'; 'automobile'; 'bird'; 'horse'; 'frog'; 'ship']",dog
226,1,"['horse'; 'ship'; 'airplane'; 'dog'; 'truck'; 'automobile'; 'frog']",horse
227,1,"['frog'; 'airplane'; 'automobile'; 'ship'; 'horse'; 'dog'; 'truck']",frog
228,6,"['bird'; 'deer'; 'truck'; 'airplane'; 'automobile'; 'horse'; 'cat']",truck
229,3,"['cat'; 'frog'; 'truck'; 'horse'; 'airplane'; 'automobile'; 'deer']",truck
230,7,"['airplane'; 'automobile'; 'ship'; 'dog'; 'cat'; 'truck'; 'frog']",dog
231,6,"['truck'; 'bird'; 'airplane'; 'horse'; 'cat'; 'deer'; 'automobile']",truck
232,6,"['horse'; 'bird'; 'deer'; 'cat'; 'airplane'; 'truck'; 'automobile']",horse
233,0,"['airplane'; 'truck'; 'dog'; 'frog'; 'automobile'; 'ship'; 'deer']",dog
234,6,"['automobile'; 'horse'; 'airplane'; 'truck'; 'deer'; 'bird'; 'cat']",automobile
235,6,"['horse'; 'deer'; 'cat'; 'truck'; 'airplane'; 'bird'; 'automobile']",truck
236,1,"['frog'; 'truck'; 'horse'; 'automobile'; 'dog'; 'ship'; 'airplane']",frog
237,7,"['cat'; 'dog'; 'frog'; 'ship'; 'automobile'; 'airplane'; 'truck']",ship
238,1,"['horse'; 'truck'; 'ship'; 'frog'; 'automobile'; 'dog'; 'airplane']",frog
239,5,"['automobile'; 'dog'; 'truck'; 'deer'; 'horse'; 'frog'; 'bird']",truck
240,8,"['airplane'; 'deer'; 'cat'; 'frog'; 'automobile'; 'bird'; 'horse']",deer
241,3,"['horse'; 'truck'; 'deer'; 'frog'; 'cat'; 'airplane'; 'automobile']",truck
242,6,"['airplane'; 'horse'; 'truck'; 'bird'; 'cat'; 'deer'; 'automobile']",horse
243,6,"['bird'; 'horse'; 'deer'; 'cat'; 'automobile'; 'truck'; 'airplane']",horse
244,8,"['bird'; 'deer'; 'cat'; 'frog'; 'airplane'; 'horse'; 'automobile']",airplane
245,6,"['deer'; 'airplane'; 'horse'; 'truck'; 'bird'; 'cat'; 'automobile']",deer
246,8,"['deer'; 'frog'; 'bird'; 'horse'; 'cat'; 'airplane'; 'automobile']",deer
247,4,"['automobile'; 'bird'; 'ship'; 'deer'; 'horse'; 'dog'; 'airplane']",airplane
248,6,"['bird'; 'cat'; 'horse'; 'deer'; 'truck'; 'airplane'; 'automobile']",truck
249,6,"['cat'; 'deer'; 'truck'; 'bird'; 'automobile'; 'airplane'; 'horse']",truck
250,1,"['automobile'; 'airplane'; 'frog'; 'dog'; 'horse'; 'truck'; 'ship']",frog
251,3,"['deer'; 'airplane'; 'automobile'; 'cat'; 'horse'; 'frog'; 'truck']",airplane
252,8,"['deer'; 'automobile'; 'cat'; 'horse'; 'frog'; 'bird'; 'airplane']",deer
253,3,"['deer'; 'truck'; 'automobile'; 'horse'; 'cat'; 'frog'; 'airplane']",truck
254,4,"['airplane'; 'automobile'; 'bird'; 'deer'; 'dog'; 'horse'; 'ship']",airplane
255,1,"['horse'; 'ship'; 'frog'; 'dog'; 'airplane'; 'truck'; 'automobile']",horse
256,7,"['airplane'; 'dog'; 'ship'; 'automobile'; 'cat'; 'truck'; 'frog']",dog
257,1,"['automobile'; 'airplane'; 'frog'; 'dog'; 'truck'; 'horse'; 'ship']",frog
258,3,"['cat'; 'frog'; 'horse'; 'truck'; 'deer'; 'airplane'; 'automobile']",truck
259,8,"['cat'; 'bird'; 'frog'; 'horse'; 'automobile'; 'deer'; 'airplane']",automobile
260,5,"['frog'; 'truck'; 'automobile'; 'bird'; 'horse'; 'deer'; 'dog']",truck
261,1,"['truck'; 'horse'; 'airplane'; 'automobile'; 'dog'; 'ship'; 'frog']",horse
262,1,"['ship'; 'frog'; 'dog'; 'airplane'; 'truck'; 'automobile'; 'horse']",frog
263,4,"['automobile'; 'airplane'; 'ship'; 'horse'; 'dog'; 'bird'; 'deer']",airplane
264,0,"['automobile'; 'truck'; 'deer'; 'airplane'; 'ship'; 'frog'; 'dog']",deer
265,9,"['frog'; 'horse'; 'dog'; 'truck'; 'ship'; 'bird'; 'automobile']",frog
266,3,"['cat'; 'airplane'; 'deer'; 'horse'; 'automobile'; 'frog'; 'truck']",airplane
267,7,"['ship'; 'frog'; 'airplane'; 'dog'; 'automobile'; 'cat'; 'truck']",frog
268,4,"['bird'; 'automobile'; 'airplane'; 'deer'; 'ship'; 'dog'; 'horse']",automobile
269,9,"['dog'; 'bird'; 'automobile'; 'horse'; 'ship'; 'frog'; 'truck']",dog
270,9,"['frog'; 'bird'; 'dog'; 'horse'; 'ship'; 'automobile'; 'truck']",frog
271,2,"['frog'; 'airplane'; 'truck'; 'cat'; 'automobile'; 'deer'; 'ship']",airplane
272,4,"['bird'; 'horse'; 'ship'; 'deer'; 'dog'; 'automobile'; 'airplane']",ship
