index,true_label,candidate_labels,complementary_label
49,0,"['truck', 'dog', 'horse', 'automobile']",dog
50,9,"['dog', 'bird', 'deer', 'horse']",dog
51,5,"['cat', 'deer', 'bird', 'frog']",deer
52,7,"['automobile', 'bird', 'truck', 'ship']",truck
53,9,"['dog', 'deer', 'bird', 'horse']",bird
54,2,"['dog', 'ship', 'truck', 'frog']",ship
55,2,"['frog', 'truck', 'ship', 'dog']",truck
56,5,"['frog', 'deer', 'cat', 'bird']",frog
57,2,"['truck', 'dog', 'ship', 'frog']",dog
58,4,"['truck', 'cat', 'ship', 'bird']",truck
59,3,"['truck', 'frog', 'horse', 'deer']",horse
60,1,"['bird', 'ship', 'deer', 'dog']",ship
61,1,"['bird', 'ship', 'deer', 'dog']",ship
62,8,"['automobile', 'deer', 'horse', 'dog']",deer
63,2,"['ship', 'frog', 'truck', 'dog']",truck
64,1,"['bird', 'ship', 'dog', 'deer']",ship
65,1,"['dog', 'deer', 'ship', 'bird']",ship
66,4,"['cat', 'bird', 'ship', 'truck']",ship
67,9,"['horse', 'deer', 'bird', 'dog']",horse
68,7,"['truck', 'automobile', 'ship', 'bird']",bird
69,8,"['dog', 'automobile', 'horse', 'deer']",horse
70,5,"['cat', 'deer', 'bird', 'frog']",deer
71,9,"['dog', 'horse', 'bird', 'deer']",bird
72,6,"['automobile', 'truck', 'cat', 'deer']",cat
73,7,"['automobile', 'truck', 'bird', 'ship']",bird
74,3,"['frog', 'truck', 'deer', 'horse']",truck
75,1,"['ship', 'dog', 'deer', 'bird']",dog
76,9,"['dog', 'bird', 'horse', 'deer']",bird
77,0,"['automobile', 'dog', 'truck', 'horse']",dog
78,3,"['horse', 'truck', 'deer', 'frog']",truck
79,1,"['dog', 'deer', 'ship', 'bird']",ship
80,3,"['truck', 'deer', 'horse', 'frog']",deer
81,5,"['deer', 'bird', 'cat', 'frog']",deer
82,4,"['ship', 'cat', 'truck', 'bird']",truck
83,5,"['frog', 'bird', 'cat', 'deer']",bird
84,7,"['bird', 'truck', 'automobile', 'ship']",truck
85,7,"['automobile', 'ship', 'bird', 'truck']",ship
86,4,"['bird', 'truck', 'cat', 'ship']",truck
87,7,"['automobile', 'truck', 'bird', 'ship']",truck
88,9,"['bird', 'dog', 'deer', 'horse']",bird
89,4,"['bird', 'truck', 'cat', 'ship']",truck
90,2,"['truck', 'frog', 'dog', 'ship']",frog
91,3,"['truck', 'horse', 'deer', 'frog']",truck
92,8,"['horse', 'automobile', 'dog', 'deer']",horse
93,0,"['dog', 'horse', 'automobile', 'truck']",dog
94,1,"['deer', 'dog', 'bird', 'ship']",ship
95,6,"['cat', 'automobile', 'truck', 'deer']",truck
96,1,"['bird', 'dog', 'ship', 'deer']",ship
97,1,"['ship', 'deer', 'dog', 'bird']",deer
98,4,"['cat', 'ship', 'truck', 'bird']",ship
99,1,"['ship', 'deer', 'dog', 'bird']",bird
100,8,"['dog', 'horse', 'deer', 'automobile']",horse
101,3,"['frog', 'truck', 'horse', 'deer']",truck
102,9,"['dog', 'bird', 'horse', 'deer']",bird
103,6,"['automobile', 'deer', 'truck', 'cat']",truck
104,6,"['automobile', 'cat', 'deer', 'truck']",truck
105,1,"['dog', 'deer', 'ship', 'bird']",ship
106,8,"['dog', 'horse', 'automobile', 'deer']",horse
107,5,"['deer', 'cat', 'bird', 'frog']",bird
108,2,"['dog', 'frog', 'truck', 'ship']",truck
109,9,"['deer', 'dog', 'bird', 'horse']",deer
110,9,"['horse', 'bird', 'dog', 'deer']",bird
111,8,"['automobile', 'horse', 'dog', 'deer']",horse
112,1,"['dog', 'ship', 'deer', 'bird']",ship
113,7,"['automobile', 'ship', 'bird', 'truck']",ship
114,7,"['automobile', 'bird', 'truck', 'ship']",truck
115,0,"['horse', 'automobile', 'truck', 'dog']",horse
116,0,"['horse', 'truck', 'dog', 'automobile']",horse
117,6,"['cat', 'automobile', 'truck', 'deer']",truck
118,9,"['dog', 'deer', 'horse', 'bird']",bird
119,1,"['dog', 'deer', 'ship', 'bird']",ship
120,2,"['dog', 'ship', 'truck', 'frog']",ship
121,2,"['truck', 'dog', 'frog', 'ship']",frog
122,9,"['dog', 'deer', 'bird', 'horse']",bird
123,2,"['dog', 'frog', 'ship', 'truck']",ship
124,6,"['cat', 'automobile', 'deer', 'truck']",truck
125,6,"['deer', 'truck', 'automobile', 'cat']",truck
126,1,"['bird', 'dog', 'deer', 'ship']",ship
127,9,"['dog', 'horse', 'bird', 'deer']",horse
128,5,"['bird', 'frog', 'deer', 'cat']",bird
129,0,"['truck', 'dog', 'horse', 'automobile']",dog
130,4,"['truck', 'bird', 'ship', 'cat']",ship
131,7,"['bird', 'truck', 'automobile', 'ship']",truck
132,6,"['automobile', 'cat', 'truck', 'deer']",truck
133,7,"['ship', 'bird', 'automobile', 'truck']",bird
134,1,"['deer', 'bird', 'dog', 'ship']",ship
135,8,"['automobile', 'dog', 'horse', 'deer']",horse
136,1,"['bird', 'deer', 'ship', 'dog']",ship
137,1,"['ship', 'dog', 'deer', 'bird']",dog
138,2,"['ship', 'dog', 'truck', 'frog']",truck
139,8,"['horse', 'dog', 'deer', 'automobile']",horse
140,1,"['deer', 'dog', 'bird', 'ship']",ship
141,3,"['frog', 'deer', 'horse', 'truck']",truck
142,3,"['frog', 'horse', 'truck', 'deer']",truck
143,6,"['automobile', 'truck', 'cat', 'deer']",truck
144,2,"['ship', 'frog', 'truck', 'dog']",truck
145,4,"['ship', 'cat', 'bird', 'truck']",truck
146,9,"['dog', 'horse', 'bird', 'deer']",bird
147,9,"['dog', 'bird', 'deer', 'horse']",dog
148,5,"['frog', 'bird', 'deer', 'cat']",bird
149,4,"['truck', 'bird', 'ship', 'cat']",ship
150,3,"['horse', 'frog', 'deer', 'truck']",truck
151,6,"['automobile', 'cat', 'deer', 'truck']",truck
152,7,"['ship', 'bird', 'truck', 'automobile']",truck
153,4,"['ship', 'cat', 'truck', 'bird']",truck
154,6,"['deer', 'automobile', 'cat', 'truck']",truck
155,8,"['dog', 'automobile', 'deer', 'horse']",deer
156,5,"['cat', 'frog', 'deer', 'bird']",frog
157,5,"['cat', 'frog', 'bird', 'deer']",bird
158,4,"['cat', 'truck', 'ship', 'bird']",truck
159,3,"['truck', 'deer', 'horse', 'frog']",deer
160,1,"['bird', 'dog', 'ship', 'deer']",ship
161,8,"['horse', 'automobile', 'dog', 'deer']",horse
162,4,"['bird', 'ship', 'truck', 'cat']",ship
163,7,"['truck', 'bird', 'automobile', 'ship']",bird
164,6,"['automobile', 'truck', 'deer', 'cat']",cat
165,0,"['truck', 'automobile', 'horse', 'dog']",horse
166,9,"['bird', 'horse', 'deer', 'dog']",bird
167,5,"['cat', 'deer', 'frog', 'bird']",deer
168,1,"['dog', 'ship', 'bird', 'deer']",ship
169,3,"['frog', 'deer', 'horse', 'truck']",truck
170,8,"['horse', 'dog', 'deer', 'automobile']",horse
171,2,"['dog', 'ship', 'truck', 'frog']",ship
172,7,"['bird', 'automobile', 'ship', 'truck']",truck
173,5,"['frog', 'bird', 'deer', 'cat']",frog
174,3,"['frog', 'horse', 'truck', 'deer']",truck
175,4,"['cat', 'ship', 'bird', 'truck']",ship
176,1,"['ship', 'dog', 'deer', 'bird']",dog
177,5,"['cat', 'frog', 'bird', 'deer']",bird
178,7,"['truck', 'ship', 'bird', 'automobile']",bird
179,0,"['horse', 'dog', 'automobile', 'truck']",horse
180,4,"['bird', 'ship', 'truck', 'cat']",ship
181,7,"['ship', 'bird', 'automobile', 'truck']",truck
182,5,"['deer', 'cat', 'frog', 'bird']",deer
183,5,"['cat', 'deer', 'frog', 'bird']",deer
184,1,"['dog', 'bird', 'ship', 'deer']",ship
185,0,"['dog', 'automobile', 'horse', 'truck']",dog
186,9,"['deer', 'horse', 'bird', 'dog']",deer
187,6,"['automobile', 'truck', 'cat', 'deer']",truck
188,9,"['deer', 'bird', 'horse', 'dog']",bird
189,0,"['truck', 'automobile', 'horse', 'dog']",horse
190,8,"['horse', 'deer', 'automobile', 'dog']",horse
191,7,"['ship', 'bird', 'truck', 'automobile']",truck
192,8,"['dog', 'deer', 'horse', 'automobile']",horse
193,8,"['automobile', 'horse', 'deer', 'dog']",horse
194,2,"['dog', 'ship', 'truck', 'frog']",ship
195,5,"['cat', 'bird', 'frog', 'deer']",bird
196,2,"['dog', 'frog', 'truck', 'ship']",truck
197,3,"['truck', 'deer', 'frog', 'horse']",deer
198,5,"['deer', 'frog', 'bird', 'cat']",frog
199,0,"['horse', 'truck', 'dog', 'automobile']",horse
200,6,"['cat', 'automobile', 'truck', 'deer']",truck
201,1,"['ship', 'deer', 'bird', 'dog']",deer
202,9,"['horse', 'dog', 'deer', 'bird']",horse
203,3,"['truck', 'deer', 'frog', 'horse']",truck
204,6,"['deer', 'cat', 'truck', 'automobile']",truck
205,9,"['deer', 'bird', 'dog', 'horse']",bird
206,1,"['ship', 'deer', 'dog', 'bird']",deer
207,3,"['truck', 'horse', 'deer', 'frog']",truck
208,9,"['horse', 'deer', 'dog', 'bird']",horse
209,6,"['automobile', 'cat', 'truck', 'deer']",deer
210,6,"['deer', 'cat', 'truck', 'automobile']",truck
211,7,"['ship', 'automobile', 'truck', 'bird']",bird
212,1,"['deer', 'bird', 'ship', 'dog']",ship
213,0,"['truck', 'dog', 'horse', 'automobile']",dog
214,9,"['bird', 'deer', 'horse', 'dog']",bird
215,5,"['deer', 'cat', 'bird', 'frog']",deer
216,8,"['deer', 'horse', 'automobile', 'dog']",horse
217,5,"['bird', 'frog', 'cat', 'deer']",frog
218,2,"['ship', 'truck', 'dog', 'frog']",ship
219,9,"['horse', 'deer', 'dog', 'bird']",horse
220,0,"['horse', 'automobile', 'dog', 'truck']",horse
221,8,"['deer', 'horse', 'dog', 'automobile']",deer
222,8,"['dog', 'horse', 'automobile', 'deer']",horse
223,0,"['automobile', 'dog', 'horse', 'truck']",dog
224,6,"['deer', 'automobile', 'truck', 'cat']",truck
225,9,"['deer', 'horse', 'dog', 'bird']",deer
226,1,"['dog', 'deer', 'ship', 'bird']",ship
227,1,"['ship', 'bird', 'dog', 'deer']",bird
228,6,"['deer', 'automobile', 'truck', 'cat']",truck
229,3,"['truck', 'deer', 'frog', 'horse']",truck
230,7,"['ship', 'truck', 'automobile', 'bird']",bird
231,6,"['deer', 'cat', 'automobile', 'truck']",deer
232,6,"['truck', 'cat', 'automobile', 'deer']",truck
233,0,"['automobile', 'dog', 'truck', 'horse']",dog
234,6,"['deer', 'automobile', 'cat', 'truck']",truck
235,6,"['truck', 'deer', 'automobile', 'cat']",truck
236,1,"['bird', 'ship', 'dog', 'deer']",ship
237,7,"['ship', 'truck', 'bird', 'automobile']",bird
238,1,"['dog', 'deer', 'bird', 'ship']",ship
239,5,"['cat', 'frog', 'deer', 'bird']",frog
240,8,"['deer', 'dog', 'horse', 'automobile']",deer
241,3,"['truck', 'deer', 'horse', 'frog']",truck
242,6,"['cat', 'deer', 'truck', 'automobile']",truck
243,6,"['truck', 'cat', 'deer', 'automobile']",truck
244,8,"['deer', 'automobile', 'dog', 'horse']",deer
245,6,"['automobile', 'deer', 'truck', 'cat']",truck
246,8,"['horse', 'dog', 'automobile', 'deer']",horse
247,4,"['truck', 'cat', 'bird', 'ship']",cat
248,6,"['deer', 'cat', 'truck', 'automobile']",truck
249,6,"['cat', 'deer', 'automobile', 'truck']",truck
250,1,"['bird', 'deer', 'ship', 'dog']",ship
251,3,"['truck', 'frog', 'deer', 'horse']",frog
252,8,"['horse', 'deer', 'dog', 'automobile']",horse
253,3,"['horse', 'deer', 'truck', 'frog']",truck
254,4,"['cat', 'ship', 'bird', 'truck']",ship
255,1,"['dog', 'ship', 'bird', 'deer']",ship
256,7,"['automobile', 'truck', 'bird', 'ship']",ship
257,1,"['ship', 'bird', 'dog', 'deer']",bird
258,3,"['deer', 'truck', 'frog', 'horse']",truck
259,8,"['deer', 'automobile', 'dog', 'horse']",automobile
260,5,"['deer', 'frog', 'cat', 'bird']",frog
261,1,"['ship', 'dog', 'deer', 'bird']",dog
262,1,"['deer', 'bird', 'ship', 'dog']",ship
263,4,"['ship', 'truck', 'bird', 'cat']",bird
264,0,"['automobile', 'horse', 'dog', 'truck']",truck
265,9,"['horse', 'bird', 'deer', 'dog']",horse
266,3,"['horse', 'truck', 'deer', 'frog']",truck
267,7,"['bird', 'ship', 'truck', 'automobile']",ship
268,4,"['bird', 'truck', 'cat', 'ship']",truck
269,9,"['deer', 'bird', 'dog', 'horse']",bird
270,9,"['deer', 'bird', 'dog', 'horse']",bird
271,2,"['frog', 'dog', 'truck', 'ship']",truck
272,4,"['truck', 'bird', 'cat', 'ship']",ship
273,9,"['deer', 'bird', 'horse', 'dog']",deer
274,9,"['bird', 'dog', 'deer', 'horse']",bird
275,1,"['bird', 'dog', 'deer', 'ship']",ship
276,0,"['automobile', 'dog', 'truck', 'horse']",dog
277,5,"['cat', 'frog', 'bird', 'deer']",frog
278,9,"['deer', 'horse', 'bird', 'dog']",deer
279,0,"['horse', 'truck', 'dog', 'automobile']",horse
280,8,"['dog', 'horse', 'deer', 'automobile']",horse
281,2,"['ship', 'dog', 'frog', 'truck']",truck
282,1,"['deer', 'dog', 'bird', 'ship']",ship
283,2,"['ship', 'dog', 'frog', 'truck']",truck
284,0,"['dog', 'horse', 'automobile', 'truck']",dog
285,5,"['frog', 'bird', 'deer', 'cat']",frog
286,6,"['truck', 'deer', 'cat', 'automobile']",truck
287,3,"['frog', 'horse', 'truck', 'deer']",truck
288,2,"['ship', 'frog', 'truck', 'dog']",truck
289,7,"['ship', 'automobile', 'truck', 'bird']",truck
290,8,"['automobile', 'deer', 'horse', 'dog']",deer
291,8,"['deer', 'horse', 'automobile', 'dog']",deer
292,6,"['truck', 'cat', 'deer', 'automobile']",truck
293,0,"['truck', 'dog', 'automobile', 'horse']",dog
294,7,"['ship', 'bird', 'automobile', 'truck']",truck
295,9,"['bird', 'dog', 'horse', 'deer']",bird
296,4,"['truck', 'bird', 'cat', 'ship']",ship
297,5,"['deer', 'cat', 'bird', 'frog']",bird
298,6,"['cat', 'deer', 'automobile', 'truck']",truck
299,4,"['cat', 'bird', 'truck', 'ship']",truck
300,2,"['dog', 'truck', 'ship', 'frog']",truck
301,1,"['bird', 'dog', 'deer', 'ship']",ship
302,1,"['ship', 'deer', 'bird', 'dog']",deer
303,2,"['truck', 'ship', 'frog', 'dog']",ship
304,1,"['deer', 'dog', 'bird', 'ship']",ship
305,5,"['bird', 'deer', 'frog', 'cat']",deer
306,9,"['bird', 'dog', 'deer', 'horse']",bird
307,9,"['horse', 'dog', 'deer', 'bird']",horse
308,0,"['horse', 'automobile', 'dog', 'truck']",horse
309,8,"['deer', 'horse', 'automobile', 'dog']",deer
310,4,"['cat', 'bird', 'truck', 'ship']",truck
311,1,"['ship', 'deer', 'bird', 'dog']",deer
312,1,"['deer', 'ship', 'bird', 'dog']",ship
313,6,"['automobile', 'deer', 'truck', 'cat']",truck
314,3,"['horse', 'deer', 'frog', 'truck']",truck
315,3,"['frog', 'deer', 'horse', 'truck']",truck
316,9,"['deer', 'dog', 'bird', 'horse']",deer
317,0,"['horse', 'automobile', 'dog', 'truck']",horse
318,7,"['ship', 'truck', 'bird', 'automobile']",bird
319,9,"['dog', 'deer', 'bird', 'horse']",bird
320,7,"['ship', 'truck', 'bird', 'automobile']",bird
321,7,"['ship', 'bird', 'automobile', 'truck']",truck
322,9,"['bird', 'deer', 'dog', 'horse']",dog
323,1,"['bird', 'dog', 'ship', 'deer']",ship
324,5,"['frog', 'bird', 'cat', 'deer']",frog
325,1,"['dog', 'deer', 'ship', 'bird']",ship
326,6,"['truck', 'automobile', 'cat', 'deer']",truck
327,6,"['deer', 'truck', 'cat', 'automobile']",truck
328,8,"['dog', 'horse', 'automobile', 'deer']",horse
329,7,"['automobile', 'truck', 'bird', 'ship']",bird
330,1,"['bird', 'dog', 'deer', 'ship']",ship
331,3,"['truck', 'frog', 'deer', 'horse']",frog
332,0,"['automobile', 'horse', 'dog', 'truck']",horse
333,3,"['horse', 'truck', 'frog', 'deer']",truck
334,3,"['horse', 'deer', 'truck', 'frog']",truck
335,2,"['truck', 'ship', 'dog', 'frog']",ship
336,4,"['cat', 'bird', 'ship', 'truck']",ship
337,5,"['deer', 'bird', 'frog', 'cat']",bird
338,7,"['automobile', 'ship', 'bird', 'truck']",ship
339,5,"['deer', 'frog', 'cat', 'bird']",frog
340,9,"['dog', 'bird', 'horse', 'deer']",bird
341,0,"['horse', 'truck', 'automobile', 'dog']",horse
342,3,"['deer', 'horse', 'truck', 'frog']",truck
343,4,"['ship', 'bird', 'cat', 'truck']",truck
344,0,"['dog', 'automobile', 'truck', 'horse']",dog
345,4,"['ship', 'cat', 'bird', 'truck']",truck
346,4,"['bird', 'ship', 'truck', 'cat']",ship
347,6,"['cat', 'automobile', 'truck', 'deer']",truck
348,0,"['horse', 'dog', 'truck', 'automobile']",horse
349,0,"['automobile', 'dog', 'truck', 'horse']",dog
350,6,"['cat', 'automobile', 'deer', 'truck']",truck
351,6,"['automobile', 'deer', 'cat', 'truck']",truck
352,0,"['automobile', 'dog', 'truck', 'horse']",dog
353,8,"['horse', 'automobile', 'deer', 'dog']",horse
354,1,"['ship', 'dog', 'bird', 'deer']",dog
355,6,"['truck', 'deer', 'cat', 'automobile']",truck
356,2,"['truck', 'frog', 'dog', 'ship']",ship
357,9,"['bird', 'horse', 'deer', 'dog']",bird
358,2,"['truck', 'dog', 'frog', 'ship']",dog
359,5,"['cat', 'bird', 'deer', 'frog']",bird
360,9,"['horse', 'deer', 'dog', 'bird']",horse
361,6,"['deer', 'cat', 'truck', 'automobile']",truck
362,7,"['truck', 'bird', 'automobile', 'ship']",bird
363,4,"['ship', 'cat', 'truck', 'bird']",truck
364,1,"['deer', 'bird', 'ship', 'dog']",ship
365,8,"['deer', 'automobile', 'horse', 'dog']",deer
366,7,"['automobile', 'truck', 'ship', 'bird']",bird
367,3,"['frog', 'truck', 'horse', 'deer']",truck
368,6,"['automobile', 'deer', 'cat', 'truck']",truck
369,9,"['dog', 'bird', 'horse', 'deer']",bird
370,3,"['horse', 'frog', 'truck', 'deer']",truck
371,0,"['truck', 'horse', 'dog', 'automobile']",horse
372,4,"['ship', 'truck', 'bird', 'cat']",truck
373,0,"['dog', 'automobile', 'horse', 'truck']",truck
374,5,"['deer', 'frog', 'cat', 'bird']",frog
375,1,"['bird', 'dog', 'ship', 'deer']",ship
376,0,"['automobile', 'truck', 'dog', 'horse']",dog
377,3,"['deer', 'frog', 'horse', 'truck']",truck
378,4,"['bird', 'cat', 'truck', 'ship']",truck
379,8,"['dog', 'deer', 'automobile', 'horse']",automobile
380,5,"['frog', 'cat', 'bird', 'deer']",frog
381,4,"['bird', 'truck', 'ship', 'cat']",truck
382,7,"['automobile', 'ship', 'truck', 'bird']",ship
383,2,"['frog', 'dog', 'truck', 'ship']",truck
384,3,"['truck', 'deer', 'horse', 'frog']",truck
385,9,"['horse', 'deer', 'dog', 'bird']",horse
386,7,"['automobile', 'ship', 'bird', 'truck']",bird
387,6,"['truck', 'automobile', 'deer', 'cat']",truck
388,7,"['truck', 'automobile', 'bird', 'ship']",truck
389,1,"['dog', 'ship', 'bird', 'deer']",ship
390,4,"['bird', 'truck', 'cat', 'ship']",truck
391,7,"['automobile', 'ship', 'truck', 'bird']",ship
392,0,"['horse', 'dog', 'truck', 'automobile']",horse
393,1,"['dog', 'deer', 'bird', 'ship']",ship
394,7,"['bird', 'automobile', 'truck', 'ship']",truck
395,3,"['horse', 'frog', 'truck', 'deer']",truck
396,1,"['bird', 'dog', 'deer', 'ship']",ship
397,8,"['horse', 'deer', 'automobile', 'dog']",horse
398,4,"['ship', 'bird', 'cat', 'truck']",truck
399,4,"['ship', 'bird', 'cat', 'truck']",truck
400,2,"['frog', 'truck', 'ship', 'dog']",truck
401,0,"['automobile', 'truck', 'dog', 'horse']",dog
402,2,"['ship', 'truck', 'dog', 'frog']",truck
403,2,"['dog', 'truck', 'frog', 'ship']",truck
404,0,"['automobile', 'dog', 'horse', 'truck']",dog
405,0,"['horse', 'dog', 'automobile', 'truck']",horse
406,9,"['deer', 'bird', 'dog', 'horse']",bird
407,0,"['horse', 'dog', 'automobile', 'truck']",horse
408,9,"['dog', 'bird', 'horse', 'deer']",bird
409,6,"['automobile', 'cat', 'deer', 'truck']",truck
410,8,"['deer', 'automobile', 'dog', 'horse']",deer
411,2,"['ship', 'frog', 'truck', 'dog']",truck
412,7,"['truck', 'ship', 'bird', 'automobile']",bird
413,7,"['truck', 'automobile', 'ship', 'bird']",bird
414,4,"['ship', 'truck', 'cat', 'bird']",cat
415,0,"['horse', 'dog', 'truck', 'automobile']",horse
416,3,"['deer', 'truck', 'frog', 'horse']",truck
417,0,"['truck', 'automobile', 'horse', 'dog']",horse
418,8,"['dog', 'automobile', 'deer', 'horse']",horse
419,9,"['bird', 'deer', 'dog', 'horse']",bird
420,4,"['ship', 'truck', 'bird', 'cat']",truck
421,2,"['ship', 'truck', 'dog', 'frog']",truck
422,7,"['truck', 'bird', 'automobile', 'ship']",bird
423,2,"['ship', 'truck', 'frog', 'dog']",frog
424,5,"['cat', 'deer', 'frog', 'bird']",deer
425,2,"['ship', 'frog', 'dog', 'truck']",dog
426,5,"['bird', 'cat', 'frog', 'deer']",bird
427,1,"['dog', 'deer', 'ship', 'bird']",ship
428,9,"['bird', 'horse', 'deer', 'dog']",horse
429,4,"['truck', 'ship', 'cat', 'bird']",truck
430,8,"['deer', 'horse', 'automobile', 'dog']",deer
431,5,"['frog', 'bird', 'deer', 'cat']",bird
432,1,"['bird', 'dog', 'deer', 'ship']",ship
433,7,"['ship', 'automobile', 'bird', 'truck']",truck
434,4,"['ship', 'bird', 'truck', 'cat']",truck
435,4,"['ship', 'cat', 'truck', 'bird']",truck
436,0,"['dog', 'horse', 'automobile', 'truck']",dog
437,6,"['deer', 'cat', 'truck', 'automobile']",truck
438,9,"['dog', 'bird', 'horse', 'deer']",bird
439,0,"['dog', 'truck', 'horse', 'automobile']",horse
440,7,"['automobile', 'ship', 'truck', 'bird']",ship
441,8,"['horse', 'automobile', 'dog', 'deer']",horse
442,8,"['horse', 'deer', 'dog', 'automobile']",horse
443,9,"['dog', 'horse', 'bird', 'deer']",bird
444,9,"['horse', 'bird', 'deer', 'dog']",horse
445,3,"['frog', 'deer', 'truck', 'horse']",truck
446,3,"['frog', 'truck', 'deer', 'horse']",truck
447,4,"['cat', 'ship', 'bird', 'truck']",ship
448,0,"['truck', 'dog', 'automobile', 'horse']",dog
449,4,"['ship', 'bird', 'cat', 'truck']",truck
450,5,"['frog', 'deer', 'bird', 'cat']",frog
451,6,"['cat', 'truck', 'automobile', 'deer']",truck
452,6,"['deer', 'truck', 'automobile', 'cat']",truck
453,0,"['horse', 'truck', 'dog', 'automobile']",horse
454,1,"['deer', 'ship', 'bird', 'dog']",ship
455,0,"['truck', 'dog', 'automobile', 'horse']",dog
456,8,"['deer', 'dog', 'automobile', 'horse']",automobile
457,0,"['horse', 'truck', 'dog', 'automobile']",horse
458,4,"['bird', 'ship', 'cat', 'truck']",ship
459,8,"['automobile', 'horse', 'dog', 'deer']",horse
460,8,"['dog', 'deer', 'automobile', 'horse']",automobile
461,1,"['dog', 'deer', 'ship', 'bird']",ship
462,5,"['bird', 'cat', 'deer', 'frog']",bird
463,2,"['frog', 'truck', 'ship', 'dog']",truck
464,6,"['automobile', 'deer', 'cat', 'truck']",truck
465,8,"['deer', 'horse', 'automobile', 'dog']",horse
466,1,"['bird', 'dog', 'deer', 'ship']",ship
467,0,"['horse', 'dog', 'truck', 'automobile']",horse
468,0,"['horse', 'automobile', 'dog', 'truck']",truck
469,7,"['bird', 'truck', 'ship', 'automobile']",truck
470,7,"['bird', 'automobile', 'ship', 'truck']",truck
471,5,"['cat', 'deer', 'bird', 'frog']",deer
472,9,"['dog', 'deer', 'bird', 'horse']",horse
473,6,"['automobile', 'deer', 'truck', 'cat']",truck
474,2,"['dog', 'truck', 'ship', 'frog']",truck
475,8,"['dog', 'deer', 'automobile', 'horse']",automobile
476,3,"['truck', 'horse', 'frog', 'deer']",truck
477,4,"['cat', 'truck', 'bird', 'ship']",truck
478,7,"['bird', 'automobile', 'ship', 'truck']",truck
479,3,"['deer', 'truck', 'horse', 'frog']",truck
480,9,"['horse', 'bird', 'deer', 'dog']",horse
481,0,"['truck', 'horse', 'dog', 'automobile']",horse
482,1,"['deer', 'bird', 'dog', 'ship']",ship
483,2,"['ship', 'truck', 'dog', 'frog']",truck
484,4,"['truck', 'ship', 'bird', 'cat']",ship
485,8,"['automobile', 'deer', 'dog', 'horse']",deer
486,1,"['dog', 'ship', 'deer', 'bird']",ship
487,8,"['horse', 'automobile', 'dog', 'deer']",horse
488,6,"['cat', 'deer', 'automobile', 'truck']",truck
489,4,"['truck', 'cat', 'ship', 'bird']",truck
490,4,"['ship', 'cat', 'bird', 'truck']",truck
