index,true_label,candidate_labels,complementary_label
116,0,"['horse', 'deer', 'frog', 'cat']",horse
117,6,"['automobile', 'horse', 'ship', 'airplane']",airplane
118,9,"['dog', 'frog', 'cat', 'airplane']",dog
119,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
120,2,"['ship', 'cat', 'automobile', 'airplane']",automobile
121,2,"['ship', 'cat', 'automobile', 'airplane']",ship
122,9,"['dog', 'frog', 'cat', 'airplane']",dog
123,2,"['ship', 'cat', 'automobile', 'airplane']",cat
124,6,"['automobile', 'horse', 'ship', 'airplane']",airplane
125,6,"['automobile', 'horse', 'ship', 'airplane']",airplane
126,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
127,9,"['dog', 'frog', 'cat', 'airplane']",dog
128,5,"['frog', 'ship', 'airplane', 'automobile']",ship
129,0,"['horse', 'deer', 'frog', 'cat']",horse
130,4,"['cat', 'automobile', 'frog', 'airplane']",automobile
131,7,"['automobile', 'cat', 'airplane', 'frog']",cat
132,6,"['automobile', 'horse', 'ship', 'airplane']",airplane
133,7,"['automobile', 'cat', 'airplane', 'frog']",cat
134,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
135,8,"['horse', 'airplane', 'cat', 'frog']",horse
136,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
137,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",bird
138,2,"['ship', 'cat', 'automobile', 'airplane']",cat
139,8,"['horse', 'airplane', 'cat', 'frog']",horse
140,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
141,3,"['frog', 'ship', 'automobile', 'airplane']",ship
142,3,"['frog', 'ship', 'automobile', 'airplane']",ship
143,6,"['automobile', 'horse', 'ship', 'airplane']",airplane
144,2,"['ship', 'cat', 'automobile', 'airplane']",cat
145,4,"['cat', 'automobile', 'frog', 'airplane']",automobile
146,9,"['dog', 'frog', 'cat', 'airplane']",airplane
147,9,"['dog', 'frog', 'cat', 'airplane']",airplane
148,5,"['frog', 'ship', 'airplane', 'automobile']",ship
149,4,"['cat', 'automobile', 'frog', 'airplane']",automobile
150,3,"['frog', 'ship', 'automobile', 'airplane']",ship
151,6,"['automobile', 'horse', 'ship', 'airplane']",airplane
152,7,"['automobile', 'cat', 'airplane', 'frog']",cat
153,4,"['cat', 'automobile', 'frog', 'airplane']",automobile
154,6,"['automobile', 'horse', 'ship', 'airplane']",airplane
155,8,"['horse', 'airplane', 'cat', 'frog']",horse
156,5,"['frog', 'ship', 'airplane', 'automobile']",ship
157,5,"['frog', 'ship', 'airplane', 'automobile']",ship
158,4,"['cat', 'automobile', 'frog', 'airplane']",automobile
159,3,"['frog', 'ship', 'automobile', 'airplane']",ship
160,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
161,8,"['horse', 'airplane', 'cat', 'frog']",horse
162,4,"['cat', 'automobile', 'frog', 'airplane']",automobile
163,7,"['automobile', 'cat', 'airplane', 'frog']",cat
164,6,"['automobile', 'horse', 'ship', 'airplane']",airplane
165,0,"['horse', 'deer', 'frog', 'cat']",horse
166,9,"['dog', 'frog', 'cat', 'airplane']",dog
167,5,"['frog', 'ship', 'airplane', 'automobile']",ship
168,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
169,3,"['frog', 'ship', 'automobile', 'airplane']",ship
170,8,"['horse', 'airplane', 'cat', 'frog']",horse
171,2,"['ship', 'cat', 'automobile', 'airplane']",cat
172,7,"['automobile', 'cat', 'airplane', 'frog']",cat
173,5,"['frog', 'ship', 'airplane', 'automobile']",ship
174,3,"['frog', 'ship', 'automobile', 'airplane']",ship
175,4,"['cat', 'automobile', 'frog', 'airplane']",automobile
176,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
177,5,"['frog', 'ship', 'airplane', 'automobile']",ship
178,7,"['automobile', 'cat', 'airplane', 'frog']",airplane
179,0,"['horse', 'deer', 'frog', 'cat']",horse
180,4,"['cat', 'automobile', 'frog', 'airplane']",automobile
181,7,"['automobile', 'cat', 'airplane', 'frog']",airplane
182,5,"['frog', 'ship', 'airplane', 'automobile']",ship
183,5,"['frog', 'ship', 'airplane', 'automobile']",ship
184,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
185,0,"['horse', 'deer', 'frog', 'cat']",horse
186,9,"['dog', 'frog', 'cat', 'airplane']",airplane
187,6,"['automobile', 'horse', 'ship', 'airplane']",airplane
188,9,"['dog', 'frog', 'cat', 'airplane']",dog
189,0,"['horse', 'deer', 'frog', 'cat']",horse
190,8,"['horse', 'airplane', 'cat', 'frog']",horse
191,7,"['automobile', 'cat', 'airplane', 'frog']",cat
192,8,"['horse', 'airplane', 'cat', 'frog']",horse
193,8,"['horse', 'airplane', 'cat', 'frog']",horse
194,2,"['ship', 'cat', 'automobile', 'airplane']",cat
195,5,"['frog', 'ship', 'airplane', 'automobile']",ship
196,2,"['ship', 'cat', 'automobile', 'airplane']",automobile
197,3,"['frog', 'ship', 'automobile', 'airplane']",ship
198,5,"['frog', 'ship', 'airplane', 'automobile']",ship
199,0,"['horse', 'deer', 'frog', 'cat']",horse
200,6,"['automobile', 'horse', 'ship', 'airplane']",airplane
201,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
202,9,"['dog', 'frog', 'cat', 'airplane']",airplane
203,3,"['frog', 'ship', 'automobile', 'airplane']",ship
204,6,"['automobile', 'horse', 'ship', 'airplane']",ship
205,9,"['dog', 'frog', 'cat', 'airplane']",airplane
206,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
207,3,"['frog', 'ship', 'automobile', 'airplane']",ship
208,9,"['dog', 'frog', 'cat', 'airplane']",airplane
209,6,"['automobile', 'horse', 'ship', 'airplane']",airplane
210,6,"['automobile', 'horse', 'ship', 'airplane']",horse
211,7,"['automobile', 'cat', 'airplane', 'frog']",cat
212,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
213,0,"['horse', 'deer', 'frog', 'cat']",horse
214,9,"['dog', 'frog', 'cat', 'airplane']",dog
215,5,"['frog', 'ship', 'airplane', 'automobile']",ship
216,8,"['horse', 'airplane', 'cat', 'frog']",horse
217,5,"['frog', 'ship', 'airplane', 'automobile']",ship
218,2,"['ship', 'cat', 'automobile', 'airplane']",ship
219,9,"['dog', 'frog', 'cat', 'airplane']",airplane
220,0,"['horse', 'deer', 'frog', 'cat']",horse
221,8,"['horse', 'airplane', 'cat', 'frog']",horse
222,8,"['horse', 'airplane', 'cat', 'frog']",horse
223,0,"['horse', 'deer', 'frog', 'cat']",horse
224,6,"['automobile', 'horse', 'ship', 'airplane']",ship
225,9,"['dog', 'frog', 'cat', 'airplane']",dog
226,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
227,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
228,6,"['automobile', 'horse', 'ship', 'airplane']",airplane
229,3,"['frog', 'ship', 'automobile', 'airplane']",ship
230,7,"['automobile', 'cat', 'airplane', 'frog']",airplane
231,6,"['automobile', 'horse', 'ship', 'airplane']",automobile
232,6,"['automobile', 'horse', 'ship', 'airplane']",automobile
233,0,"['horse', 'deer', 'frog', 'cat']",horse
234,6,"['automobile', 'horse', 'ship', 'airplane']",airplane
235,6,"['automobile', 'horse', 'ship', 'airplane']",ship
236,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
237,7,"['automobile', 'cat', 'airplane', 'frog']",cat
238,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
239,5,"['frog', 'ship', 'airplane', 'automobile']",ship
240,8,"['horse', 'airplane', 'cat', 'frog']",horse
241,3,"['frog', 'ship', 'automobile', 'airplane']",ship
242,6,"['automobile', 'horse', 'ship', 'airplane']",airplane
243,6,"['automobile', 'horse', 'ship', 'airplane']",airplane
244,8,"['horse', 'airplane', 'cat', 'frog']",horse
245,6,"['automobile', 'horse', 'ship', 'airplane']",airplane
246,8,"['horse', 'airplane', 'cat', 'frog']",horse
247,4,"['cat', 'automobile', 'frog', 'airplane']",airplane
248,6,"['automobile', 'horse', 'ship', 'airplane']",airplane
249,6,"['automobile', 'horse', 'ship', 'airplane']",horse
250,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
251,3,"['frog', 'ship', 'automobile', 'airplane']",ship
252,8,"['horse', 'airplane', 'cat', 'frog']",horse
253,3,"['frog', 'ship', 'automobile', 'airplane']",ship
254,4,"['cat', 'automobile', 'frog', 'airplane']",automobile
255,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
256,7,"['automobile', 'cat', 'airplane', 'frog']",airplane
257,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
258,3,"['frog', 'ship', 'automobile', 'airplane']",ship
259,8,"['horse', 'airplane', 'cat', 'frog']",horse
260,5,"['frog', 'ship', 'airplane', 'automobile']",ship
261,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
262,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
263,4,"['cat', 'automobile', 'frog', 'airplane']",automobile
264,0,"['horse', 'deer', 'frog', 'cat']",horse
265,9,"['dog', 'frog', 'cat', 'airplane']",airplane
266,3,"['frog', 'ship', 'automobile', 'airplane']",ship
267,7,"['automobile', 'cat', 'airplane', 'frog']",cat
268,4,"['cat', 'automobile', 'frog', 'airplane']",airplane
269,9,"['dog', 'frog', 'cat', 'airplane']",airplane
270,9,"['dog', 'frog', 'cat', 'airplane']",airplane
271,2,"['ship', 'cat', 'automobile', 'airplane']",cat
272,4,"['cat', 'automobile', 'frog', 'airplane']",automobile
273,9,"['dog', 'frog', 'cat', 'airplane']",airplane
274,9,"['dog', 'frog', 'cat', 'airplane']",airplane
275,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
276,0,"['horse', 'deer', 'frog', 'cat']",horse
277,5,"['frog', 'ship', 'airplane', 'automobile']",ship
278,9,"['dog', 'frog', 'cat', 'airplane']",airplane
279,0,"['horse', 'deer', 'frog', 'cat']",horse
280,8,"['horse', 'airplane', 'cat', 'frog']",horse
281,2,"['ship', 'cat', 'automobile', 'airplane']",automobile
282,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
283,2,"['ship', 'cat', 'automobile', 'airplane']",automobile
284,0,"['horse', 'deer', 'frog', 'cat']",horse
285,5,"['frog', 'ship', 'airplane', 'automobile']",ship
286,6,"['automobile', 'horse', 'ship', 'airplane']",airplane
287,3,"['frog', 'ship', 'automobile', 'airplane']",ship
288,2,"['ship', 'cat', 'automobile', 'airplane']",cat
289,7,"['automobile', 'cat', 'airplane', 'frog']",cat
290,8,"['horse', 'airplane', 'cat', 'frog']",horse
291,8,"['horse', 'airplane', 'cat', 'frog']",cat
292,6,"['automobile', 'horse', 'ship', 'airplane']",airplane
293,0,"['horse', 'deer', 'frog', 'cat']",horse
294,7,"['automobile', 'cat', 'airplane', 'frog']",cat
295,9,"['dog', 'frog', 'cat', 'airplane']",airplane
296,4,"['cat', 'automobile', 'frog', 'airplane']",automobile
297,5,"['frog', 'ship', 'airplane', 'automobile']",ship
298,6,"['automobile', 'horse', 'ship', 'airplane']",airplane
299,4,"['cat', 'automobile', 'frog', 'airplane']",automobile
300,2,"['ship', 'cat', 'automobile', 'airplane']",automobile
301,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
302,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
303,2,"['ship', 'cat', 'automobile', 'airplane']",cat
304,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
305,5,"['frog', 'ship', 'airplane', 'automobile']",ship
306,9,"['dog', 'frog', 'cat', 'airplane']",airplane
307,9,"['dog', 'frog', 'cat', 'airplane']",airplane
308,0,"['horse', 'deer', 'frog', 'cat']",horse
309,8,"['horse', 'airplane', 'cat', 'frog']",horse
310,4,"['cat', 'automobile', 'frog', 'airplane']",frog
311,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
312,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
313,6,"['automobile', 'horse', 'ship', 'airplane']",airplane
314,3,"['frog', 'ship', 'automobile', 'airplane']",ship
315,3,"['frog', 'ship', 'automobile', 'airplane']",frog
316,9,"['dog', 'frog', 'cat', 'airplane']",airplane
317,0,"['horse', 'deer', 'frog', 'cat']",horse
318,7,"['automobile', 'cat', 'airplane', 'frog']",cat
319,9,"['dog', 'frog', 'cat', 'airplane']",airplane
320,7,"['automobile', 'cat', 'airplane', 'frog']",cat
321,7,"['automobile', 'cat', 'airplane', 'frog']",cat
322,9,"['dog', 'frog', 'cat', 'airplane']",airplane
323,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
324,5,"['frog', 'ship', 'airplane', 'automobile']",ship
325,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
326,6,"['automobile', 'horse', 'ship', 'airplane']",airplane
327,6,"['automobile', 'horse', 'ship', 'airplane']",airplane
328,8,"['horse', 'airplane', 'cat', 'frog']",horse
329,7,"['automobile', 'cat', 'airplane', 'frog']",cat
330,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
331,3,"['frog', 'ship', 'automobile', 'airplane']",ship
332,0,"['horse', 'deer', 'frog', 'cat']",horse
333,3,"['frog', 'ship', 'automobile', 'airplane']",ship
334,3,"['frog', 'ship', 'automobile', 'airplane']",ship
335,2,"['ship', 'cat', 'automobile', 'airplane']",cat
336,4,"['cat', 'automobile', 'frog', 'airplane']",automobile
337,5,"['frog', 'ship', 'airplane', 'automobile']",ship
338,7,"['automobile', 'cat', 'airplane', 'frog']",airplane
339,5,"['frog', 'ship', 'airplane', 'automobile']",ship
340,9,"['dog', 'frog', 'cat', 'airplane']",airplane
341,0,"['horse', 'deer', 'frog', 'cat']",horse
342,3,"['frog', 'ship', 'automobile', 'airplane']",ship
343,4,"['cat', 'automobile', 'frog', 'airplane']",automobile
344,0,"['horse', 'deer', 'frog', 'cat']",horse
345,4,"['cat', 'automobile', 'frog', 'airplane']",automobile
346,4,"['cat', 'automobile', 'frog', 'airplane']",automobile
347,6,"['automobile', 'horse', 'ship', 'airplane']",airplane
348,0,"['horse', 'deer', 'frog', 'cat']",horse
349,0,"['horse', 'deer', 'frog', 'cat']",horse
350,6,"['automobile', 'horse', 'ship', 'airplane']",airplane
351,6,"['automobile', 'horse', 'ship', 'airplane']",airplane
352,0,"['horse', 'deer', 'frog', 'cat']",horse
353,8,"['horse', 'airplane', 'cat', 'frog']",horse
354,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
355,6,"['automobile', 'horse', 'ship', 'airplane']",airplane
356,2,"['ship', 'cat', 'automobile', 'airplane']",automobile
357,9,"['dog', 'frog', 'cat', 'airplane']",airplane
358,2,"['ship', 'cat', 'automobile', 'airplane']",automobile
359,5,"['frog', 'ship', 'airplane', 'automobile']",ship
360,9,"['dog', 'frog', 'cat', 'airplane']",airplane
361,6,"['automobile', 'horse', 'ship', 'airplane']",airplane
362,7,"['automobile', 'cat', 'airplane', 'frog']",airplane
363,4,"['cat', 'automobile', 'frog', 'airplane']",automobile
364,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
365,8,"['horse', 'airplane', 'cat', 'frog']",horse
366,7,"['automobile', 'cat', 'airplane', 'frog']",frog
367,3,"['frog', 'ship', 'automobile', 'airplane']",frog
368,6,"['automobile', 'horse', 'ship', 'airplane']",airplane
369,9,"['dog', 'frog', 'cat', 'airplane']",airplane
370,3,"['frog', 'ship', 'automobile', 'airplane']",ship
371,0,"['horse', 'deer', 'frog', 'cat']",horse
372,4,"['cat', 'automobile', 'frog', 'airplane']",automobile
373,0,"['horse', 'deer', 'frog', 'cat']",horse
374,5,"['frog', 'ship', 'airplane', 'automobile']",ship
375,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
376,0,"['horse', 'deer', 'frog', 'cat']",horse
377,3,"['frog', 'ship', 'automobile', 'airplane']",ship
378,4,"['cat', 'automobile', 'frog', 'airplane']",automobile
379,8,"['horse', 'airplane', 'cat', 'frog']",horse
380,5,"['frog', 'ship', 'airplane', 'automobile']",ship
381,4,"['cat', 'automobile', 'frog', 'airplane']",automobile
382,7,"['automobile', 'cat', 'airplane', 'frog']",cat
383,2,"['ship', 'cat', 'automobile', 'airplane']",cat
384,3,"['frog', 'ship', 'automobile', 'airplane']",ship
385,9,"['dog', 'frog', 'cat', 'airplane']",airplane
386,7,"['automobile', 'cat', 'airplane', 'frog']",cat
387,6,"['automobile', 'horse', 'ship', 'airplane']",airplane
388,7,"['automobile', 'cat', 'airplane', 'frog']",cat
389,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
390,4,"['cat', 'automobile', 'frog', 'airplane']",automobile
391,7,"['automobile', 'cat', 'airplane', 'frog']",cat
392,0,"['horse', 'deer', 'frog', 'cat']",horse
393,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
394,7,"['automobile', 'cat', 'airplane', 'frog']",frog
395,3,"['frog', 'ship', 'automobile', 'airplane']",ship
396,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
397,8,"['horse', 'airplane', 'cat', 'frog']",horse
398,4,"['cat', 'automobile', 'frog', 'airplane']",airplane
399,4,"['cat', 'automobile', 'frog', 'airplane']",automobile
400,2,"['ship', 'cat', 'automobile', 'airplane']",cat
401,0,"['horse', 'deer', 'frog', 'cat']",horse
402,2,"['ship', 'cat', 'automobile', 'airplane']",cat
403,2,"['ship', 'cat', 'automobile', 'airplane']",cat
404,0,"['horse', 'deer', 'frog', 'cat']",horse
405,0,"['horse', 'deer', 'frog', 'cat']",horse
406,9,"['dog', 'frog', 'cat', 'airplane']",airplane
407,0,"['horse', 'deer', 'frog', 'cat']",horse
408,9,"['dog', 'frog', 'cat', 'airplane']",airplane
409,6,"['automobile', 'horse', 'ship', 'airplane']",automobile
410,8,"['horse', 'airplane', 'cat', 'frog']",horse
411,2,"['ship', 'cat', 'automobile', 'airplane']",cat
412,7,"['automobile', 'cat', 'airplane', 'frog']",cat
413,7,"['automobile', 'cat', 'airplane', 'frog']",cat
414,4,"['cat', 'automobile', 'frog', 'airplane']",automobile
415,0,"['horse', 'deer', 'frog', 'cat']",horse
416,3,"['frog', 'ship', 'automobile', 'airplane']",ship
417,0,"['horse', 'deer', 'frog', 'cat']",horse
418,8,"['horse', 'airplane', 'cat', 'frog']",horse
419,9,"['dog', 'frog', 'cat', 'airplane']",airplane
420,4,"['cat', 'automobile', 'frog', 'airplane']",automobile
421,2,"['ship', 'cat', 'automobile', 'airplane']",cat
422,7,"['automobile', 'cat', 'airplane', 'frog']",cat
423,2,"['ship', 'cat', 'automobile', 'airplane']",cat
424,5,"['frog', 'ship', 'airplane', 'automobile']",ship
425,2,"['ship', 'cat', 'automobile', 'airplane']",cat
426,5,"['frog', 'ship', 'airplane', 'automobile']",ship
427,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
428,9,"['dog', 'frog', 'cat', 'airplane']",airplane
429,4,"['cat', 'automobile', 'frog', 'airplane']",automobile
430,8,"['horse', 'airplane', 'cat', 'frog']",horse
431,5,"['frog', 'ship', 'airplane', 'automobile']",ship
432,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
433,7,"['automobile', 'cat', 'airplane', 'frog']",airplane
434,4,"['cat', 'automobile', 'frog', 'airplane']",automobile
435,4,"['cat', 'automobile', 'frog', 'airplane']",automobile
436,0,"['horse', 'deer', 'frog', 'cat']",horse
437,6,"['automobile', 'horse', 'ship', 'airplane']",automobile
438,9,"['dog', 'frog', 'cat', 'airplane']",airplane
439,0,"['horse', 'deer', 'frog', 'cat']",horse
440,7,"['automobile', 'cat', 'airplane', 'frog']",airplane
441,8,"['horse', 'airplane', 'cat', 'frog']",horse
442,8,"['horse', 'airplane', 'cat', 'frog']",horse
443,9,"['dog', 'frog', 'cat', 'airplane']",airplane
444,9,"['dog', 'frog', 'cat', 'airplane']",dog
445,3,"['frog', 'ship', 'automobile', 'airplane']",ship
446,3,"['frog', 'ship', 'automobile', 'airplane']",ship
447,4,"['cat', 'automobile', 'frog', 'airplane']",airplane
448,0,"['horse', 'deer', 'frog', 'cat']",horse
449,4,"['cat', 'automobile', 'frog', 'airplane']",automobile
450,5,"['frog', 'ship', 'airplane', 'automobile']",ship
451,6,"['automobile', 'horse', 'ship', 'airplane']",airplane
452,6,"['automobile', 'horse', 'ship', 'airplane']",airplane
453,0,"['horse', 'deer', 'frog', 'cat']",horse
454,1,"['bird', 'dog', 'frog', 'cat', 'airplane']",airplane
455,0,"['horse', 'deer', 'frog', 'cat']",horse
