index,true_label,predicted_label
16,5,large_natural_outdoor_scenes
17,12,large_natural_outdoor_scenes
18,12,large_natural_outdoor_scenes
19,11,large_natural_outdoor_scenes
20,10,large_natural_outdoor_scenes
21,8,large_natural_outdoor_scenes
22,12,large_natural_outdoor_scenes
23,13,large_natural_outdoor_scenes
24,10,large_natural_outdoor_scenes
25,7,insects
26,14,people
27,11,large_natural_outdoor_scenes
28,14,people
29,19,large_natural_outdoor_scenes
30,0,large_natural_outdoor_scenes
31,4,fruit_and_vegetables
32,12,large_natural_outdoor_scenes
33,13,large_natural_outdoor_scenes
34,1,large_natural_outdoor_scenes
35,15,fish
36,0,large_natural_outdoor_scenes
37,5,household_electrical_devices
38,0,large_natural_outdoor_scenes
39,8,large_natural_outdoor_scenes
40,3,food_containers
41,15,large_natural_outdoor_scenes
42,4,household_furniture
43,19,large_natural_outdoor_scenes
44,17,large_natural_outdoor_scenes
45,6,household_furniture
46,17,large_natural_outdoor_scenes
47,12,large_natural_outdoor_scenes
48,6,household_furniture
49,0,small_mammals
50,14,people
51,10,large_natural_outdoor_scenes
52,9,large_natural_outdoor_scenes
53,11,large_natural_outdoor_scenes
54,6,household_furniture
55,10,large_natural_outdoor_scenes
56,12,large_natural_outdoor_scenes
57,1,fish
58,14,people
59,4,fruit_and_vegetables
60,8,large_carnivores
61,1,aquatic_mammals
62,2,flowers
63,12,large_natural_outdoor_scenes
0,4,fruit_and_vegetables
1,12,large_natural_outdoor_scenes
2,18,large_natural_outdoor_scenes
3,17,large_natural_outdoor_scenes
4,5,large_natural_outdoor_scenes
5,0,large_natural_outdoor_scenes
6,6,household_furniture
7,0,aquatic_mammals
8,12,large_natural_outdoor_scenes
9,11,large_natural_outdoor_scenes
10,9,large_natural_outdoor_scenes
11,5,household_electrical_devices
12,17,large_natural_outdoor_scenes
13,2,flowers
14,14,people
15,12,small_mammals
16,5,household_electrical_devices
17,0,large_natural_outdoor_scenes
18,13,large_natural_outdoor_scenes
19,12,large_natural_outdoor_scenes
20,16,large_natural_outdoor_scenes
21,4,fruit_and_vegetables
22,13,flowers
23,0,large_natural_outdoor_scenes
24,18,vehicles_1
25,15,large_natural_outdoor_scenes
26,10,large_natural_outdoor_scenes
27,15,large_natural_outdoor_scenes
28,5,household_electrical_devices
29,13,insects
30,1,large_natural_outdoor_scenes
31,14,people
32,12,small_mammals
33,3,household_furniture
34,19,household_electrical_devices
35,1,fish
36,2,flowers
37,15,fish
38,5,people
39,2,flowers
40,3,food_containers
41,12,small_mammals
42,16,small_mammals
43,0,aquatic_mammals
44,11,large_natural_outdoor_scenes
45,12,large_natural_outdoor_scenes
46,2,flowers
47,0,aquatic_mammals
48,4,fruit_and_vegetables
49,15,large_natural_outdoor_scenes
50,7,insects
51,9,large_natural_outdoor_scenes
52,11,large_natural_outdoor_scenes
53,14,people
54,11,large_natural_outdoor_scenes
55,3,food_containers
56,13,large_natural_outdoor_scenes
57,13,fish
58,19,large_natural_outdoor_scenes
59,13,fruit_and_vegetables
60,14,people
61,8,large_natural_outdoor_scenes
62,14,people
63,1,large_natural_outdoor_scenes
0,16,small_mammals
1,9,large_natural_outdoor_scenes
2,16,large_natural_outdoor_scenes
3,18,large_natural_outdoor_scenes
4,19,vehicles_1
5,6,household_furniture
6,5,household_electrical_devices
7,19,large_natural_outdoor_scenes
8,5,household_electrical_devices
9,1,aquatic_mammals
10,14,people
11,14,people
12,10,large_natural_outdoor_scenes
13,12,small_mammals
14,8,large_natural_outdoor_scenes
15,7,large_natural_outdoor_scenes
16,10,large_natural_outdoor_scenes
17,9,large_natural_outdoor_scenes
18,16,large_natural_outdoor_scenes
19,19,large_natural_outdoor_scenes
20,9,large_natural_outdoor_scenes
21,13,large_natural_outdoor_scenes
22,16,fruit_and_vegetables
23,11,large_natural_outdoor_scenes
24,13,large_natural_outdoor_scenes
25,9,large_natural_outdoor_scenes
26,5,household_electrical_devices
27,18,large_natural_outdoor_scenes
28,3,food_containers
29,2,flowers
30,5,household_electrical_devices
31,5,people
32,11,large_natural_outdoor_scenes
33,2,flowers
34,5,household_electrical_devices
35,3,flowers
36,14,people
37,19,large_natural_outdoor_scenes
38,18,large_natural_outdoor_scenes
39,18,large_natural_outdoor_scenes
40,13,insects
41,12,large_natural_outdoor_scenes
42,19,large_natural_outdoor_scenes
43,11,large_natural_outdoor_scenes
44,13,insects
45,5,household_electrical_devices
46,15,large_natural_outdoor_scenes
47,5,large_natural_outdoor_scenes
48,18,vehicles_1
49,6,household_furniture
50,14,people
51,11,large_natural_outdoor_scenes
52,3,household_electrical_devices
53,17,large_natural_outdoor_scenes
54,2,flowers
55,16,large_natural_outdoor_scenes
56,5,household_electrical_devices
57,5,household_electrical_devices
58,8,large_carnivores
59,18,vehicles_1
60,18,vehicles_1
61,4,large_natural_outdoor_scenes
62,14,people
63,10,large_natural_outdoor_scenes
0,10,large_natural_outdoor_scenes
1,19,vehicles_1
2,17,trees
3,14,large_natural_outdoor_scenes
4,14,people
5,0,large_natural_outdoor_scenes
6,8,large_natural_outdoor_scenes
7,5,household_electrical_devices
8,12,household_furniture
9,12,large_natural_outdoor_scenes
10,7,insects
11,14,people
12,12,large_natural_outdoor_scenes
13,17,large_natural_outdoor_scenes
14,4,fruit_and_vegetables
15,1,fish
16,15,reptiles
17,14,people
18,2,flowers
19,10,large_natural_outdoor_scenes
20,18,large_natural_outdoor_scenes
21,17,large_natural_outdoor_scenes
22,11,large_natural_outdoor_scenes
23,9,large_natural_outdoor_scenes
24,12,large_natural_outdoor_scenes
25,3,large_natural_outdoor_scenes
26,1,fish
27,4,fruit_and_vegetables
28,1,fish
29,6,household_furniture
30,18,large_man-made_outdoor_things
31,15,reptiles
32,7,flowers
33,6,household_furniture
34,7,large_natural_outdoor_scenes
35,19,large_natural_outdoor_scenes
36,16,large_natural_outdoor_scenes
37,16,large_natural_outdoor_scenes
38,9,large_man-made_outdoor_things
39,16,insects
40,12,large_natural_outdoor_scenes
41,13,fish
42,18,large_natural_outdoor_scenes
43,4,fruit_and_vegetables
44,10,large_natural_outdoor_scenes
45,13,flowers
46,8,large_carnivores
47,19,large_natural_outdoor_scenes
48,4,fruit_and_vegetables
49,15,flowers
50,11,large_natural_outdoor_scenes
51,3,aquatic_mammals
52,14,people
53,7,insects
54,8,large_natural_outdoor_scenes
55,4,fruit_and_vegetables
56,8,large_natural_outdoor_scenes
57,1,fish
58,2,flowers
59,3,food_containers
60,8,large_natural_outdoor_scenes
61,4,fruit_and_vegetables
62,2,flowers
63,6,household_furniture
0,9,large_natural_outdoor_scenes
1,10,large_natural_outdoor_scenes
2,0,aquatic_mammals
3,14,people
4,2,large_natural_outdoor_scenes
5,6,household_furniture
6,12,small_mammals
7,12,trees
8,3,food_containers
9,12,large_natural_outdoor_scenes
10,2,flowers
11,4,fruit_and_vegetables
12,5,household_electrical_devices
13,12,small_mammals
14,12,large_natural_outdoor_scenes
15,1,large_natural_outdoor_scenes
16,2,flowers
17,8,large_natural_outdoor_scenes
18,8,large_natural_outdoor_scenes
19,9,large_natural_outdoor_scenes
20,16,large_natural_outdoor_scenes
21,5,household_electrical_devices
22,8,large_natural_outdoor_scenes
23,15,large_natural_outdoor_scenes
24,8,large_natural_outdoor_scenes
25,9,large_natural_outdoor_scenes
26,1,fish
27,17,large_natural_outdoor_scenes
28,10,large_natural_outdoor_scenes
29,17,large_natural_outdoor_scenes
30,6,household_furniture
31,11,large_natural_outdoor_scenes
32,2,flowers
33,4,fruit_and_vegetables
34,11,large_natural_outdoor_scenes
35,14,people
36,16,small_mammals
37,12,large_natural_outdoor_scenes
38,9,large_natural_outdoor_scenes
39,10,large_natural_outdoor_scenes
40,8,large_natural_outdoor_scenes
41,16,large_natural_outdoor_scenes
42,2,flowers
43,13,insects
44,13,insects
45,16,household_furniture
46,0,large_natural_outdoor_scenes
47,14,people
48,11,large_natural_outdoor_scenes
49,11,large_natural_outdoor_scenes
50,18,vehicles_1
51,9,large_natural_outdoor_scenes
52,1,fish
53,10,large_natural_outdoor_scenes
54,5,household_electrical_devices
55,13,large_natural_outdoor_scenes
56,11,large_natural_outdoor_scenes
57,7,insects
58,18,vehicles_1
59,4,large_natural_outdoor_scenes
60,0,large_natural_outdoor_scenes
61,19,household_furniture
62,14,people
63,8,large_natural_outdoor_scenes
0,19,large_natural_outdoor_scenes
1,3,household_furniture
2,8,large_natural_outdoor_scenes
3,14,people
4,6,household_furniture
5,0,large_natural_outdoor_scenes
6,18,vehicles_1
7,15,large_natural_outdoor_scenes
8,18,vehicles_1
9,7,insects
10,1,large_natural_outdoor_scenes
11,8,large_natural_outdoor_scenes
12,16,small_mammals
13,17,large_natural_outdoor_scenes
14,3,food_containers
15,15,reptiles
16,0,large_natural_outdoor_scenes
17,14,people
18,4,fruit_and_vegetables
19,5,food_containers
20,18,vehicles_1
21,5,household_electrical_devices
22,17,large_natural_outdoor_scenes
23,7,large_natural_outdoor_scenes
24,18,vehicles_1
25,6,household_furniture
26,8,large_natural_outdoor_scenes
27,13,fish
28,11,large_natural_outdoor_scenes
29,7,insects
30,4,fruit_and_vegetables
31,9,large_natural_outdoor_scenes
32,10,large_natural_outdoor_scenes
33,19,large_natural_outdoor_scenes
34,17,large_natural_outdoor_scenes
35,2,flowers
36,7,insects
37,18,vehicles_1
38,13,fish
39,10,large_natural_outdoor_scenes
40,5,household_electrical_devices
41,17,large_natural_outdoor_scenes
42,1,large_natural_outdoor_scenes
43,18,vehicles_1
44,8,large_natural_outdoor_scenes
45,7,insects
46,11,large_natural_outdoor_scenes
47,9,large_natural_outdoor_scenes
48,16,small_mammals
49,3,food_containers
50,10,large_natural_outdoor_scenes
51,12,small_mammals
52,10,large_natural_outdoor_scenes
53,7,trees
54,0,small_mammals
55,12,large_natural_outdoor_scenes
56,7,household_furniture
57,4,fruit_and_vegetables
58,17,large_natural_outdoor_scenes
59,10,large_natural_outdoor_scenes
60,12,trees
61,2,flowers
62,15,small_mammals
63,13,fruit_and_vegetables
0,12,large_natural_outdoor_scenes
1,1,fish
2,6,household_furniture
3,18,vehicles_1
4,18,large_natural_outdoor_scenes
5,15,large_natural_outdoor_scenes
6,9,large_natural_outdoor_scenes
7,14,people
8,2,flowers
9,13,flowers
10,8,large_natural_outdoor_scenes
11,4,fruit_and_vegetables
12,2,flowers
13,12,large_natural_outdoor_scenes
14,10,large_natural_outdoor_scenes
15,16,small_mammals
16,6,household_furniture
17,18,vehicles_1
18,2,flowers
19,10,large_natural_outdoor_scenes
20,3,food_containers
21,3,flowers
22,15,large_natural_outdoor_scenes
23,17,large_natural_outdoor_scenes
24,2,flowers
25,3,large_natural_outdoor_scenes
26,8,large_natural_outdoor_scenes
27,6,household_furniture
28,11,large_natural_outdoor_scenes
29,19,large_natural_outdoor_scenes
30,5,household_electrical_devices
31,10,large_natural_outdoor_scenes
32,19,large_natural_outdoor_scenes
33,7,insects
34,7,insects
35,8,large_natural_outdoor_scenes
36,5,household_electrical_devices
37,11,large_natural_outdoor_scenes
38,0,large_natural_outdoor_scenes
39,17,large_natural_outdoor_scenes
40,0,large_natural_outdoor_scenes
41,19,large_man-made_outdoor_things
42,14,people
43,8,large_natural_outdoor_scenes
44,7,flowers
45,14,people
46,10,large_natural_outdoor_scenes
47,19,large_natural_outdoor_scenes
48,5,household_electrical_devices
49,4,fruit_and_vegetables
50,2,flowers
51,15,large_natural_outdoor_scenes
52,19,large_natural_outdoor_scenes
53,17,large_natural_outdoor_scenes
54,1,fish
55,19,vehicles_1
56,13,insects
57,0,aquatic_mammals
58,9,large_natural_outdoor_scenes
59,7,large_natural_outdoor_scenes
60,1,large_natural_outdoor_scenes
61,6,household_furniture
62,2,flowers
63,2,flowers
0,10,large_natural_outdoor_scenes
1,4,fruit_and_vegetables
2,16,small_mammals
3,10,large_natural_outdoor_scenes
4,10,large_natural_outdoor_scenes
5,17,large_natural_outdoor_scenes
6,19,large_natural_outdoor_scenes
7,5,household_electrical_devices
8,11,large_natural_outdoor_scenes
9,19,vehicles_1
10,9,large_natural_outdoor_scenes
11,8,small_mammals
12,2,flowers
13,13,large_natural_outdoor_scenes
14,10,large_natural_outdoor_scenes
15,15,large_natural_outdoor_scenes
16,4,fruit_and_vegetables
17,11,large_natural_outdoor_scenes
18,8,large_natural_outdoor_scenes
19,8,large_natural_outdoor_scenes
20,3,household_furniture
21,11,large_natural_outdoor_scenes
22,10,large_natural_outdoor_scenes
23,6,household_furniture
24,16,small_mammals
25,12,large_natural_outdoor_scenes
26,6,trees
27,13,large_natural_outdoor_scenes
28,18,large_natural_outdoor_scenes
29,10,large_natural_outdoor_scenes
30,6,household_furniture
31,1,fish
32,3,food_containers
33,0,aquatic_mammals
34,1,large_natural_outdoor_scenes
35,0,large_natural_outdoor_scenes
36,4,large_natural_outdoor_scenes
37,1,household_furniture
38,10,large_natural_outdoor_scenes
39,5,household_electrical_devices
40,13,large_natural_outdoor_scenes
41,19,household_furniture
42,19,large_man-made_outdoor_things
43,19,large_natural_outdoor_scenes
44,13,fish
45,17,large_natural_outdoor_scenes
46,4,fruit_and_vegetables
47,14,people
48,18,household_electrical_devices
49,16,large_natural_outdoor_scenes
50,14,small_mammals
51,14,people
52,0,large_natural_outdoor_scenes
53,16,large_natural_outdoor_scenes
54,9,large_natural_outdoor_scenes
55,17,large_natural_outdoor_scenes
56,10,large_natural_outdoor_scenes
57,6,food_containers
58,19,large_natural_outdoor_scenes
59,6,household_furniture
60,2,flowers
61,3,food_containers
62,10,large_natural_outdoor_scenes
63,18,large_natural_outdoor_scenes
0,18,vehicles_1
1,11,large_natural_outdoor_scenes
2,14,people
3,1,people
4,14,large_natural_outdoor_scenes
5,16,small_mammals
6,2,flowers
7,10,large_natural_outdoor_scenes
8,18,large_natural_outdoor_scenes
9,12,large_natural_outdoor_scenes
10,4,large_natural_outdoor_scenes
11,4,fruit_and_vegetables
12,9,large_natural_outdoor_scenes
13,13,fish
14,4,fruit_and_vegetables
15,2,flowers
16,4,fruit_and_vegetables
17,11,large_natural_outdoor_scenes
18,16,small_mammals
19,1,fish
20,3,food_containers
21,14,people
22,14,people
23,14,people
24,5,household_electrical_devices
25,11,large_natural_outdoor_scenes
26,17,large_natural_outdoor_scenes
27,19,large_natural_outdoor_scenes
28,5,household_electrical_devices
29,9,large_natural_outdoor_scenes
30,7,insects
31,2,flowers
32,9,large_man-made_outdoor_things
33,0,aquatic_mammals
34,17,large_natural_outdoor_scenes
35,6,household_furniture
36,8,large_natural_outdoor_scenes
37,1,fish
38,14,large_natural_outdoor_scenes
39,16,large_natural_outdoor_scenes
40,8,large_natural_outdoor_scenes
41,10,large_natural_outdoor_scenes
42,7,flowers
43,10,large_natural_outdoor_scenes
44,6,household_furniture
45,7,large_natural_outdoor_scenes
46,13,large_natural_outdoor_scenes
47,15,insects
48,9,large_natural_outdoor_scenes
49,2,flowers
50,6,household_furniture
51,12,large_natural_outdoor_scenes
52,1,large_natural_outdoor_scenes
53,17,large_natural_outdoor_scenes
54,19,large_natural_outdoor_scenes
55,4,fruit_and_vegetables
56,5,food_containers
57,19,large_natural_outdoor_scenes
58,13,small_mammals
59,6,food_containers
60,6,household_furniture
61,14,people
62,0,fish
63,19,large_natural_outdoor_scenes
0,13,large_natural_outdoor_scenes
1,5,large_natural_outdoor_scenes
2,13,large_natural_outdoor_scenes
3,1,fish
4,17,large_natural_outdoor_scenes
5,16,food_containers
6,4,flowers
7,6,household_furniture
8,16,large_natural_outdoor_scenes
9,2,flowers
10,2,flowers
11,0,large_natural_outdoor_scenes
12,10,large_natural_outdoor_scenes
13,10,large_natural_outdoor_scenes
14,19,vehicles_1
15,13,small_mammals
16,1,large_natural_outdoor_scenes
17,14,people
18,4,fruit_and_vegetables
19,7,large_natural_outdoor_scenes
20,3,large_natural_outdoor_scenes
21,15,fish
22,15,large_natural_outdoor_scenes
23,18,vehicles_1
24,8,large_natural_outdoor_scenes
25,16,large_natural_outdoor_scenes
26,14,people
27,6,household_furniture
28,5,household_electrical_devices
29,0,aquatic_mammals
30,3,flowers
31,4,fruit_and_vegetables
32,14,people
33,19,vehicles_1
34,6,household_furniture
35,19,food_containers
36,2,flowers
37,15,large_natural_outdoor_scenes
38,15,large_natural_outdoor_scenes
39,8,large_natural_outdoor_scenes
40,10,large_natural_outdoor_scenes
41,4,fruit_and_vegetables
42,18,vehicles_1
43,11,large_natural_outdoor_scenes
44,16,small_mammals
45,4,fruit_and_vegetables
46,11,large_natural_outdoor_scenes
47,17,flowers
48,6,household_furniture
49,17,large_natural_outdoor_scenes
50,16,insects
51,1,large_natural_outdoor_scenes
52,14,people
53,9,household_furniture
54,18,vehicles_1
55,13,large_natural_outdoor_scenes
56,9,large_natural_outdoor_scenes
57,16,large_natural_outdoor_scenes
58,12,flowers
59,3,food_containers
60,9,large_natural_outdoor_scenes
61,7,insects
62,0,aquatic_mammals
63,6,household_furniture
0,17,large_natural_outdoor_scenes
1,9,large_natural_outdoor_scenes
2,6,household_furniture
3,14,people
4,11,large_natural_outdoor_scenes
5,6,household_furniture
6,6,household_furniture
7,15,large_natural_outdoor_scenes
8,12,large_natural_outdoor_scenes
9,4,flowers
10,7,flowers
11,1,large_natural_outdoor_scenes
12,16,small_mammals
13,9,large_natural_outdoor_scenes
14,15,large_natural_outdoor_scenes
15,2,flowers
16,19,large_natural_outdoor_scenes
17,6,household_furniture
18,14,people
19,18,large_natural_outdoor_scenes
20,12,large_natural_outdoor_scenes
21,0,large_natural_outdoor_scenes
22,11,large_natural_outdoor_scenes
23,2,flowers
24,16,small_mammals
25,11,large_natural_outdoor_scenes
26,15,reptiles
27,17,large_natural_outdoor_scenes
28,1,fish
29,8,large_carnivores
30,1,people
31,5,food_containers
32,19,household_electrical_devices
33,2,flowers
34,10,large_natural_outdoor_scenes
35,2,flowers
36,14,people
37,19,household_electrical_devices
38,8,large_natural_outdoor_scenes
39,2,flowers
40,8,large_natural_outdoor_scenes
41,14,people
42,18,large_natural_outdoor_scenes
43,5,large_natural_outdoor_scenes
44,16,small_mammals
45,3,flowers
46,12,household_electrical_devices
47,2,flowers
48,4,fruit_and_vegetables
49,9,large_natural_outdoor_scenes
50,6,household_furniture
51,10,large_natural_outdoor_scenes
52,4,fruit_and_vegetables
53,15,reptiles
54,13,insects
55,19,large_natural_outdoor_scenes
56,4,fruit_and_vegetables
57,3,large_natural_outdoor_scenes
58,11,large_natural_outdoor_scenes
59,7,flowers
60,6,household_furniture
61,9,large_man-made_outdoor_things
62,6,household_furniture
63,14,people
0,2,flowers
1,15,insects
2,15,Turtle
3,13,large_natural_outdoor_scenes
4,11,large_natural_outdoor_scenes
5,4,Mushrooms
6,16,large_natural_outdoor_scenes
7,9,large_natural_outdoor_scenes
8,17,large_natural_outdoor_scenes
9,12,large_natural_outdoor_scenes
10,15,large_natural_outdoor_scenes
11,5,household_electrical_devices
12,9,large_natural_outdoor_scenes
13,3,flowers
14,0,large_natural_outdoor_scenes
15,19,vehicles_1
16,16,large_natural_outdoor_scenes
17,18,large_natural_outdoor_scenes
18,18,vehicles_1
19,17,large_natural_outdoor_scenes
20,2,flowers
21,4,fruit_and_vegetables
22,12,large_natural_outdoor_scenes
23,18,large_natural_outdoor_scenes
24,4,fruit_and_vegetables
25,15,large_natural_outdoor_scenes
26,12,food_containers
27,14,people
28,4,fruit_and_vegetables
29,12,large_natural_outdoor_scenes
30,19,large_natural_outdoor_scenes
31,7,flowers
32,12,large_natural_outdoor_scenes
33,0,large_natural_outdoor_scenes
34,16,people
35,19,large_man-made_outdoor_things
36,6,household_furniture
37,7,large_natural_outdoor_scenes
38,18,vehicles_1
39,3,flowers
40,8,large_natural_outdoor_scenes
41,17,large_natural_outdoor_scenes
42,9,large_natural_outdoor_scenes
43,9,large_natural_outdoor_scenes
44,8,large_natural_outdoor_scenes
45,12,large_natural_outdoor_scenes
46,10,large_natural_outdoor_scenes
47,5,household_electrical_devices
48,12,large_natural_outdoor_scenes
49,13,large_natural_outdoor_scenes
50,11,large_natural_outdoor_scenes
51,10,large_natural_outdoor_scenes
52,0,large_natural_outdoor_scenes
53,13,fruit_and_vegetables
54,4,fruit_and_vegetables
55,10,large_natural_outdoor_scenes
56,0,large_natural_outdoor_scenes
57,0,large_natural_outdoor_scenes
58,12,food_containers
59,9,large_man-made_outdoor_things
60,14,people
61,12,small_mammals
62,17,large_natural_outdoor_scenes
63,19,large_natural_outdoor_scenes
0,12,small_mammals
1,12,large_natural_outdoor_scenes
2,10,large_natural_outdoor_scenes
3,16,small_mammals
4,13,fish
5,2,flowers
6,7,large_natural_outdoor_scenes
7,18,vehicles_1
8,16,small_mammals
9,16,people
10,13,non-insect_invertebrates
11,3,food_containers
12,10,large_natural_outdoor_scenes
13,9,large_man-made_outdoor_things
14,13,large_natural_outdoor_scenes
15,17,large_natural_outdoor_scenes
16,16,small_mammals
17,17,trees
18,19,household_furniture
19,19,large_natural_outdoor_scenes
20,11,large_natural_outdoor_scenes
21,5,household_electrical_devices
22,16,small_mammals
23,14,people
24,10,large_natural_outdoor_scenes
25,16,large_natural_outdoor_scenes
26,6,household_furniture
27,1,fish
28,14,people
29,4,fruit_and_vegetables
30,9,large_natural_outdoor_scenes
31,13,flowers
32,2,flowers
33,16,insects
34,12,food_containers
35,0,large_natural_outdoor_scenes
36,9,large_natural_outdoor_scenes
37,1,fish
38,11,large_natural_outdoor_scenes
39,2,flowers
40,5,large_natural_outdoor_scenes
41,19,large_natural_outdoor_scenes
42,4,fruit_and_vegetables
43,7,flowers
44,11,large_natural_outdoor_scenes
45,6,household_furniture
46,14,people
47,14,people
48,4,fruit_and_vegetables
49,16,large_natural_outdoor_scenes
50,9,large_natural_outdoor_scenes
51,16,large_natural_outdoor_scenes
52,13,large_natural_outdoor_scenes
53,14,people
54,8,small_mammals
55,19,large_natural_outdoor_scenes
56,14,people
57,3,flowers
58,12,large_natural_outdoor_scenes
59,0,large_natural_outdoor_scenes
60,15,large_natural_outdoor_scenes
61,13,large_natural_outdoor_scenes
62,0,large_natural_outdoor_scenes
63,9,large_natural_outdoor_scenes
0,7,flowers
1,2,flowers
2,1,large_natural_outdoor_scenes
3,2,flowers
4,14,people
5,10,large_natural_outdoor_scenes
6,7,insects
7,8,large_natural_outdoor_scenes
8,1,large_natural_outdoor_scenes
9,15,large_natural_outdoor_scenes
10,15,large_natural_outdoor_scenes
11,2,flowers
12,6,household_furniture
13,19,large_natural_outdoor_scenes
14,8,large_carnivores
15,12,large_natural_outdoor_scenes
16,5,household_electrical_devices
17,2,flowers
18,15,large_natural_outdoor_scenes
19,4,fruit_and_vegetables
20,0,large_natural_outdoor_scenes
21,11,large_natural_outdoor_scenes
22,16,small_mammals
23,10,large_natural_outdoor_scenes
24,6,household_furniture
25,18,large_natural_outdoor_scenes
26,18,vehicles_1
27,10,large_natural_outdoor_scenes
28,10,large_natural_outdoor_scenes
29,6,household_furniture
30,6,household_furniture
31,11,large_natural_outdoor_scenes
32,3,food_containers
33,14,people
34,15,large_natural_outdoor_scenes
35,8,large_natural_outdoor_scenes
36,9,large_natural_outdoor_scenes
37,5,household_electrical_devices
38,0,large_natural_outdoor_scenes
39,19,large_natural_outdoor_scenes
40,12,small_mammals
41,5,household_electrical_devices
42,7,insects
43,8,small_mammals
44,14,people
45,13,insects
46,3,flowers
47,8,large_natural_outdoor_scenes
48,1,fish
49,5,household_furniture
50,3,flowers
51,2,flowers
52,6,household_furniture
53,8,large_natural_outdoor_scenes
54,7,flowers
55,0,large_natural_outdoor_scenes
56,7,large_natural_outdoor_scenes
57,5,household_electrical_devices
58,0,large_natural_outdoor_scenes
59,1,large_natural_outdoor_scenes
60,11,large_natural_outdoor_scenes
61,7,insects
62,16,household_furniture
63,12,large_natural_outdoor_scenes
0,1,fish
1,7,insects
2,13,large_natural_outdoor_scenes
3,18,vehicles_1
4,18,large_natural_outdoor_scenes
5,1,non-insect_invertebrates
6,3,food_containers
7,15,large_natural_outdoor_scenes
8,14,people
9,8,large_natural_outdoor_scenes
10,11,large_natural_outdoor_scenes
11,4,fruit_and_vegetables
12,12,large_natural_outdoor_scenes
13,17,large_natural_outdoor_scenes
14,12,large_natural_outdoor_scenes
15,19,large_man-made_outdoor_things
16,2,flowers
17,3,flowers
18,9,large_natural_outdoor_scenes
19,6,household_furniture
20,15,large_natural_outdoor_scenes
21,8,large_carnivores
22,17,large_natural_outdoor_scenes
23,16,large_natural_outdoor_scenes
24,18,people
25,1,fish
26,4,Mushroom
27,8,large_natural_outdoor_scenes
28,10,large_natural_outdoor_scenes
29,6,household_furniture
30,13,fish
31,13,insects
32,13,flowers
33,0,large_natural_outdoor_scenes
34,6,household_furniture
35,0,medium_mammals
36,18,large_natural_outdoor_scenes
37,10,large_natural_outdoor_scenes
38,19,household_electrical_devices
39,17,large_natural_outdoor_scenes
40,2,flowers
41,0,fish
42,4,flowers
43,14,people
44,14,people
45,7,insects
46,17,large_natural_outdoor_scenes
47,19,large_man-made_outdoor_things
48,12,small_mammals
49,7,flowers
50,1,people
51,13,insects
52,0,aquatic_mammals
53,8,large_natural_outdoor_scenes
54,1,large_natural_outdoor_scenes
55,7,insects
56,9,large_natural_outdoor_scenes
57,1,fish
58,9,large_natural_outdoor_scenes
59,0,aquatic_mammals
60,4,fruit_and_vegetables
61,14,people
62,9,large_natural_outdoor_scenes
63,18,large_natural_outdoor_scenes
0,16,small_mammals
1,1,large_natural_outdoor_scenes
2,1,large_natural_outdoor_scenes
3,1,aquatic_mammals
4,10,large_natural_outdoor_scenes
