index,true_label,candidate_labels,complementary_label
104,6,"['automobile', 'truck', 'deer', 'horse']",truck
105,1,"['frog', 'deer', 'bird', 'dog']",frog
106,8,"['dog', 'horse', 'deer', 'airplane']",airplane
107,5,"['frog', 'cat', 'ship', 'deer']",ship
108,2,"['truck', 'ship', 'cat', 'frog']",truck
109,9,"['bird', 'frog', 'dog', 'deer']",bird
110,9,"['frog', 'dog', 'deer', 'bird']",frog
111,8,"['deer', 'horse', 'airplane', 'dog']",airplane
112,1,"['bird', 'deer', 'dog', 'frog']",bird
113,7,"['bird', 'cat', 'automobile', 'ship']",automobile
114,7,"['automobile', 'cat', 'ship', 'bird']",cat
115,0,"['truck', 'dog', 'horse', 'deer']",dog
116,0,"['dog', 'horse', 'truck', 'deer']",horse
117,6,"['deer', 'truck', 'automobile', 'horse']",truck
118,9,"['deer', 'bird', 'dog', 'frog']",deer
119,1,"['bird', 'deer', 'frog', 'dog']",dog
120,2,"['frog', 'truck', 'ship', 'cat']",truck
121,2,"['truck', 'cat', 'frog', 'ship']",ship
122,9,"['deer', 'dog', 'bird', 'frog']",dog
123,2,"['frog', 'truck', 'ship', 'cat']",truck
124,6,"['horse', 'automobile', 'truck', 'deer']",horse
125,6,"['automobile', 'deer', 'horse', 'truck']",truck
126,1,"['deer', 'frog', 'bird', 'dog']",frog
127,9,"['deer', 'bird', 'frog', 'dog']",deer
128,5,"['frog', 'deer', 'cat', 'ship']",ship
129,0,"['dog', 'horse', 'truck', 'deer']",truck
130,4,"['ship', 'automobile', 'truck', 'cat']",truck
131,7,"['bird', 'automobile', 'ship', 'cat']",automobile
132,6,"['horse', 'deer', 'truck', 'automobile']",truck
133,7,"['ship', 'cat', 'automobile', 'bird']",cat
134,1,"['deer', 'bird', 'dog', 'frog']",bird
135,8,"['deer', 'airplane', 'horse', 'dog']",deer
136,1,"['dog', 'deer', 'bird', 'frog']",bird
137,1,"['bird', 'deer', 'frog', 'dog']",bird
138,2,"['truck', 'frog', 'ship', 'cat']",ship
139,8,"['airplane', 'horse', 'deer', 'dog']",horse
140,1,"['dog', 'frog', 'bird', 'deer']",bird
141,3,"['ship', 'truck', 'frog', 'deer']",frog
142,3,"['ship', 'deer', 'frog', 'truck']",deer
143,6,"['deer', 'automobile', 'truck', 'horse']",truck
144,2,"['cat', 'ship', 'frog', 'truck']",ship
145,4,"['truck', 'ship', 'cat', 'automobile']",truck
146,9,"['deer', 'dog', 'frog', 'bird']",dog
147,9,"['deer', 'frog', 'bird', 'dog']",frog
148,5,"['cat', 'deer', 'frog', 'ship']",ship
149,4,"['cat', 'automobile', 'ship', 'truck']",truck
150,3,"['deer', 'frog', 'truck', 'ship']",truck
151,6,"['automobile', 'deer', 'horse', 'truck']",truck
152,7,"['ship', 'bird', 'automobile', 'cat']",automobile
153,4,"['automobile', 'truck', 'ship', 'cat']",cat
154,6,"['horse', 'automobile', 'truck', 'deer']",truck
155,8,"['horse', 'dog', 'deer', 'airplane']",airplane
156,5,"['frog', 'ship', 'cat', 'deer']",ship
157,5,"['deer', 'ship', 'cat', 'frog']",ship
158,4,"['ship', 'automobile', 'truck', 'cat']",truck
159,3,"['frog', 'ship', 'deer', 'truck']",ship
160,1,"['dog', 'bird', 'frog', 'deer']",bird
161,8,"['dog', 'horse', 'airplane', 'deer']",airplane
162,4,"['automobile', 'cat', 'ship', 'truck']",ship
163,7,"['cat', 'bird', 'automobile', 'ship']",automobile
164,6,"['truck', 'horse', 'automobile', 'deer']",horse
165,0,"['horse', 'truck', 'dog', 'deer']",horse
166,9,"['deer', 'bird', 'frog', 'dog']",deer
167,5,"['cat', 'deer', 'ship', 'frog']",ship
168,1,"['bird', 'frog', 'deer', 'dog']",dog
169,3,"['frog', 'truck', 'ship', 'deer']",truck
170,8,"['dog', 'horse', 'airplane', 'deer']",airplane
171,2,"['ship', 'frog', 'truck', 'cat']",truck
172,7,"['cat', 'ship', 'bird', 'automobile']",ship
173,5,"['frog', 'ship', 'cat', 'deer']",ship
174,3,"['ship', 'frog', 'deer', 'truck']",truck
175,4,"['ship', 'cat', 'truck', 'automobile']",truck
176,1,"['bird', 'dog', 'frog', 'deer']",bird
177,5,"['frog', 'ship', 'cat', 'deer']",ship
178,7,"['bird', 'ship', 'automobile', 'cat']",ship
179,0,"['horse', 'deer', 'truck', 'dog']",horse
180,4,"['automobile', 'truck', 'ship', 'cat']",cat
181,7,"['automobile', 'ship', 'bird', 'cat']",ship
182,5,"['frog', 'deer', 'cat', 'ship']",ship
183,5,"['deer', 'ship', 'frog', 'cat']",ship
184,1,"['dog', 'bird', 'frog', 'deer']",bird
185,0,"['truck', 'deer', 'dog', 'horse']",deer
186,9,"['frog', 'deer', 'bird', 'dog']",frog
187,6,"['deer', 'truck', 'automobile', 'horse']",truck
188,9,"['dog', 'frog', 'bird', 'deer']",bird
189,0,"['truck', 'dog', 'deer', 'horse']",dog
190,8,"['deer', 'dog', 'airplane', 'horse']",airplane
191,7,"['automobile', 'bird', 'ship', 'cat']",bird
192,8,"['dog', 'deer', 'horse', 'airplane']",airplane
193,8,"['dog', 'horse', 'airplane', 'deer']",airplane
194,2,"['truck', 'cat', 'ship', 'frog']",ship
195,5,"['frog', 'deer', 'cat', 'ship']",ship
196,2,"['truck', 'cat', 'frog', 'ship']",truck
197,3,"['deer', 'frog', 'ship', 'truck']",ship
198,5,"['ship', 'deer', 'cat', 'frog']",deer
199,0,"['dog', 'truck', 'deer', 'horse']",deer
200,6,"['automobile', 'deer', 'horse', 'truck']",truck
201,1,"['dog', 'frog', 'bird', 'deer']",bird
202,9,"['bird', 'frog', 'dog', 'deer']",bird
203,3,"['frog', 'deer', 'ship', 'truck']",ship
204,6,"['deer', 'truck', 'horse', 'automobile']",truck
205,9,"['frog', 'deer', 'bird', 'dog']",frog
206,1,"['bird', 'dog', 'deer', 'frog']",bird
207,3,"['deer', 'frog', 'truck', 'ship']",truck
208,9,"['dog', 'bird', 'deer', 'frog']",bird
209,6,"['deer', 'horse', 'automobile', 'truck']",automobile
210,6,"['truck', 'horse', 'deer', 'automobile']",horse
211,7,"['bird', 'cat', 'automobile', 'ship']",automobile
212,1,"['frog', 'bird', 'dog', 'deer']",frog
213,0,"['truck', 'horse', 'deer', 'dog']",horse
214,9,"['deer', 'bird', 'frog', 'dog']",dog
215,5,"['deer', 'frog', 'cat', 'ship']",ship
216,8,"['horse', 'deer', 'dog', 'airplane']",horse
217,5,"['ship', 'deer', 'cat', 'frog']",deer
218,2,"['frog', 'cat', 'ship', 'truck']",ship
219,9,"['frog', 'dog', 'deer', 'bird']",frog
220,0,"['truck', 'horse', 'deer', 'dog']",horse
221,8,"['horse', 'dog', 'deer', 'airplane']",airplane
222,8,"['deer', 'horse', 'airplane', 'dog']",deer
223,0,"['horse', 'truck', 'dog', 'deer']",horse
224,6,"['horse', 'automobile', 'deer', 'truck']",truck
225,9,"['frog', 'dog', 'bird', 'deer']",frog
226,1,"['deer', 'dog', 'bird', 'frog']",dog
227,1,"['dog', 'deer', 'bird', 'frog']",dog
228,6,"['truck', 'automobile', 'horse', 'deer']",truck
229,3,"['ship', 'deer', 'truck', 'frog']",truck
230,7,"['automobile', 'ship', 'cat', 'bird']",cat
231,6,"['horse', 'truck', 'automobile', 'deer']",truck
232,6,"['deer', 'truck', 'automobile', 'horse']",truck
233,0,"['horse', 'dog', 'truck', 'deer']",horse
234,6,"['automobile', 'deer', 'horse', 'truck']",truck
235,6,"['deer', 'horse', 'truck', 'automobile']",truck
236,1,"['frog', 'deer', 'bird', 'dog']",frog
237,7,"['ship', 'bird', 'automobile', 'cat']",automobile
238,1,"['dog', 'bird', 'deer', 'frog']",bird
239,5,"['cat', 'ship', 'deer', 'frog']",ship
240,8,"['dog', 'deer', 'horse', 'airplane']",airplane
241,3,"['ship', 'truck', 'deer', 'frog']",deer
242,6,"['truck', 'deer', 'automobile', 'horse']",truck
243,6,"['automobile', 'horse', 'truck', 'deer']",truck
244,8,"['dog', 'deer', 'horse', 'airplane']",airplane
245,6,"['deer', 'automobile', 'horse', 'truck']",truck
246,8,"['dog', 'airplane', 'horse', 'deer']",airplane
247,4,"['automobile', 'cat', 'ship', 'truck']",cat
248,6,"['automobile', 'deer', 'horse', 'truck']",truck
249,6,"['truck', 'deer', 'automobile', 'horse']",deer
250,1,"['deer', 'frog', 'dog', 'bird']",frog
251,3,"['truck', 'ship', 'deer', 'frog']",ship
252,8,"['horse', 'dog', 'deer', 'airplane']",airplane
253,3,"['ship', 'frog', 'deer', 'truck']",frog
254,4,"['cat', 'automobile', 'truck', 'ship']",truck
255,1,"['deer', 'frog', 'bird', 'dog']",frog
256,7,"['cat', 'bird', 'automobile', 'ship']",automobile
257,1,"['deer', 'dog', 'frog', 'bird']",dog
258,3,"['ship', 'truck', 'deer', 'frog']",deer
259,8,"['deer', 'airplane', 'horse', 'dog']",airplane
260,5,"['frog', 'cat', 'deer', 'ship']",ship
261,1,"['deer', 'frog', 'bird', 'dog']",bird
262,1,"['dog', 'bird', 'frog', 'deer']",bird
263,4,"['cat', 'ship', 'truck', 'automobile']",ship
264,0,"['horse', 'dog', 'truck', 'deer']",truck
265,9,"['dog', 'deer', 'frog', 'bird']",bird
266,3,"['truck', 'deer', 'frog', 'ship']",ship
267,7,"['cat', 'automobile', 'ship', 'bird']",automobile
268,4,"['automobile', 'ship', 'truck', 'cat']",cat
269,9,"['bird', 'frog', 'deer', 'dog']",bird
270,9,"['frog', 'bird', 'dog', 'deer']",frog
271,2,"['cat', 'frog', 'truck', 'ship']",truck
272,4,"['cat', 'truck', 'ship', 'automobile']",truck
273,9,"['bird', 'frog', 'dog', 'deer']",bird
274,9,"['bird', 'deer', 'frog', 'dog']",bird
275,1,"['bird', 'deer', 'frog', 'dog']",dog
276,0,"['deer', 'dog', 'truck', 'horse']",truck
277,5,"['ship', 'deer', 'cat', 'frog']",deer
278,9,"['dog', 'bird', 'deer', 'frog']",bird
279,0,"['dog', 'truck', 'deer', 'horse']",deer
280,8,"['horse', 'dog', 'airplane', 'deer']",horse
281,2,"['ship', 'truck', 'cat', 'frog']",truck
282,1,"['bird', 'deer', 'dog', 'frog']",bird
283,2,"['truck', 'cat', 'ship', 'frog']",truck
284,0,"['horse', 'deer', 'truck', 'dog']",horse
285,5,"['ship', 'frog', 'cat', 'deer']",frog
286,6,"['truck', 'automobile', 'horse', 'deer']",truck
287,3,"['truck', 'ship', 'frog', 'deer']",frog
288,2,"['ship', 'cat', 'truck', 'frog']",truck
289,7,"['cat', 'bird', 'automobile', 'ship']",automobile
290,8,"['dog', 'horse', 'deer', 'airplane']",airplane
291,8,"['deer', 'airplane', 'horse', 'dog']",deer
292,6,"['automobile', 'truck', 'horse', 'deer']",automobile
293,0,"['dog', 'truck', 'horse', 'deer']",horse
294,7,"['ship', 'bird', 'automobile', 'cat']",automobile
295,9,"['frog', 'bird', 'dog', 'deer']",frog
296,4,"['ship', 'cat', 'automobile', 'truck']",cat
297,5,"['deer', 'cat', 'ship', 'frog']",ship
298,6,"['deer', 'horse', 'automobile', 'truck']",automobile
299,4,"['truck', 'cat', 'automobile', 'ship']",truck
300,2,"['truck', 'ship', 'frog', 'cat']",truck
301,1,"['dog', 'bird', 'deer', 'frog']",bird
302,1,"['bird', 'dog', 'frog', 'deer']",bird
303,2,"['cat', 'frog', 'truck', 'ship']",truck
304,1,"['frog', 'deer', 'dog', 'bird']",frog
305,5,"['deer', 'ship', 'frog', 'cat']",ship
306,9,"['bird', 'frog', 'deer', 'dog']",bird
307,9,"['dog', 'frog', 'bird', 'deer']",bird
308,0,"['truck', 'horse', 'dog', 'deer']",horse
309,8,"['airplane', 'deer', 'horse', 'dog']",deer
310,4,"['ship', 'truck', 'cat', 'automobile']",cat
311,1,"['deer', 'bird', 'frog', 'dog']",bird
312,1,"['frog', 'deer', 'bird', 'dog']",frog
313,6,"['automobile', 'horse', 'truck', 'deer']",automobile
314,3,"['deer', 'ship', 'truck', 'frog']",ship
315,3,"['frog', 'truck', 'ship', 'deer']",truck
316,9,"['dog', 'bird', 'frog', 'deer']",bird
317,0,"['truck', 'dog', 'deer', 'horse']",deer
318,7,"['ship', 'bird', 'automobile', 'cat']",bird
319,9,"['deer', 'frog', 'bird', 'dog']",frog
320,7,"['cat', 'bird', 'automobile', 'ship']",automobile
321,7,"['cat', 'bird', 'ship', 'automobile']",ship
322,9,"['bird', 'dog', 'deer', 'frog']",bird
323,1,"['dog', 'frog', 'deer', 'bird']",bird
324,5,"['frog', 'ship', 'cat', 'deer']",ship
325,1,"['dog', 'frog', 'bird', 'deer']",bird
326,6,"['horse', 'truck', 'deer', 'automobile']",truck
327,6,"['deer', 'horse', 'automobile', 'truck']",automobile
328,8,"['airplane', 'horse', 'deer', 'dog']",horse
329,7,"['ship', 'automobile', 'cat', 'bird']",cat
330,1,"['frog', 'deer', 'dog', 'bird']",frog
331,3,"['frog', 'ship', 'deer', 'truck']",ship
332,0,"['horse', 'deer', 'truck', 'dog']",horse
333,3,"['frog', 'ship', 'truck', 'deer']",ship
334,3,"['ship', 'frog', 'deer', 'truck']",truck
335,2,"['cat', 'frog', 'ship', 'truck']",ship
336,4,"['ship', 'truck', 'cat', 'automobile']",truck
337,5,"['frog', 'ship', 'deer', 'cat']",ship
338,7,"['cat', 'ship', 'bird', 'automobile']",ship
339,5,"['frog', 'ship', 'cat', 'deer']",ship
340,9,"['frog', 'bird', 'dog', 'deer']",frog
341,0,"['truck', 'horse', 'dog', 'deer']",horse
342,3,"['deer', 'truck', 'ship', 'frog']",truck
343,4,"['ship', 'cat', 'truck', 'automobile']",truck
344,0,"['horse', 'deer', 'dog', 'truck']",horse
345,4,"['cat', 'truck', 'automobile', 'ship']",truck
346,4,"['cat', 'truck', 'ship', 'automobile']",truck
347,6,"['truck', 'horse', 'deer', 'automobile']",truck
348,0,"['horse', 'dog', 'truck', 'deer']",horse
349,0,"['truck', 'horse', 'dog', 'deer']",horse
350,6,"['automobile', 'truck', 'horse', 'deer']",horse
351,6,"['automobile', 'deer', 'horse', 'truck']",truck
352,0,"['truck', 'deer', 'dog', 'horse']",deer
353,8,"['deer', 'horse', 'dog', 'airplane']",deer
354,1,"['bird', 'frog', 'deer', 'dog']",bird
355,6,"['truck', 'horse', 'automobile', 'deer']",horse
356,2,"['truck', 'cat', 'ship', 'frog']",ship
357,9,"['deer', 'bird', 'dog', 'frog']",bird
358,2,"['frog', 'truck', 'cat', 'ship']",truck
359,5,"['deer', 'cat', 'frog', 'ship']",ship
360,9,"['dog', 'deer', 'bird', 'frog']",bird
361,6,"['truck', 'horse', 'automobile', 'deer']",horse
362,7,"['cat', 'automobile', 'bird', 'ship']",automobile
363,4,"['truck', 'cat', 'ship', 'automobile']",truck
364,1,"['deer', 'bird', 'frog', 'dog']",bird
365,8,"['dog', 'airplane', 'deer', 'horse']",airplane
366,7,"['ship', 'cat', 'automobile', 'bird']",cat
367,3,"['truck', 'ship', 'deer', 'frog']",deer
368,6,"['truck', 'deer', 'horse', 'automobile']",truck
369,9,"['dog', 'bird', 'deer', 'frog']",bird
370,3,"['truck', 'frog', 'ship', 'deer']",ship
371,0,"['dog', 'horse', 'deer', 'truck']",truck
372,4,"['truck', 'cat', 'ship', 'automobile']",cat
373,0,"['deer', 'truck', 'horse', 'dog']",deer
374,5,"['ship', 'frog', 'deer', 'cat']",frog
375,1,"['dog', 'bird', 'frog', 'deer']",bird
376,0,"['deer', 'truck', 'horse', 'dog']",deer
377,3,"['deer', 'truck', 'ship', 'frog']",truck
378,4,"['automobile', 'ship', 'cat', 'truck']",cat
379,8,"['horse', 'dog', 'deer', 'airplane']",horse
380,5,"['frog', 'ship', 'cat', 'deer']",ship
381,4,"['automobile', 'cat', 'ship', 'truck']",ship
382,7,"['cat', 'ship', 'automobile', 'bird']",ship
383,2,"['ship', 'cat', 'truck', 'frog']",truck
384,3,"['deer', 'truck', 'frog', 'ship']",truck
385,9,"['frog', 'dog', 'deer', 'bird']",frog
386,7,"['ship', 'automobile', 'bird', 'cat']",bird
387,6,"['truck', 'deer', 'automobile', 'horse']",truck
388,7,"['automobile', 'bird', 'cat', 'ship']",ship
389,1,"['bird', 'deer', 'dog', 'frog']",bird
390,4,"['truck', 'ship', 'cat', 'automobile']",cat
391,7,"['bird', 'cat', 'automobile', 'ship']",automobile
392,0,"['dog', 'deer', 'horse', 'truck']",truck
393,1,"['bird', 'dog', 'frog', 'deer']",bird
394,7,"['cat', 'bird', 'ship', 'automobile']",ship
395,3,"['ship', 'deer', 'frog', 'truck']",deer
396,1,"['dog', 'bird', 'deer', 'frog']",bird
397,8,"['deer', 'airplane', 'dog', 'horse']",deer
398,4,"['cat', 'truck', 'ship', 'automobile']",ship
399,4,"['truck', 'ship', 'cat', 'automobile']",truck
400,2,"['frog', 'ship', 'truck', 'cat']",ship
401,0,"['horse', 'truck', 'dog', 'deer']",horse
402,2,"['truck', 'cat', 'frog', 'ship']",truck
403,2,"['ship', 'cat', 'frog', 'truck']",truck
404,0,"['horse', 'truck', 'deer', 'dog']",horse
405,0,"['deer', 'dog', 'truck', 'horse']",deer
406,9,"['bird', 'deer', 'dog', 'frog']",bird
407,0,"['deer', 'horse', 'dog', 'truck']",truck
408,9,"['bird', 'deer', 'dog', 'frog']",bird
409,6,"['truck', 'horse', 'deer', 'automobile']",truck
410,8,"['airplane', 'dog', 'horse', 'deer']",dog
411,2,"['ship', 'frog', 'truck', 'cat']",truck
412,7,"['automobile', 'ship', 'cat', 'bird']",cat
413,7,"['automobile', 'ship', 'cat', 'bird']",cat
414,4,"['cat', 'ship', 'automobile', 'truck']",ship
415,0,"['dog', 'truck', 'horse', 'deer']",horse
416,3,"['truck', 'frog', 'ship', 'deer']",ship
417,0,"['dog', 'deer', 'horse', 'truck']",truck
418,8,"['deer', 'horse', 'airplane', 'dog']",airplane
419,9,"['dog', 'frog', 'deer', 'bird']",bird
420,4,"['truck', 'automobile', 'cat', 'ship']",truck
421,2,"['cat', 'frog', 'truck', 'ship']",truck
422,7,"['ship', 'cat', 'automobile', 'bird']",cat
423,2,"['frog', 'cat', 'truck', 'ship']",truck
424,5,"['cat', 'deer', 'frog', 'ship']",ship
425,2,"['frog', 'cat', 'truck', 'ship']",truck
426,5,"['frog', 'ship', 'cat', 'deer']",ship
427,1,"['frog', 'bird', 'dog', 'deer']",frog
428,9,"['frog', 'dog', 'deer', 'bird']",frog
429,4,"['ship', 'automobile', 'truck', 'cat']",truck
430,8,"['deer', 'airplane', 'horse', 'dog']",deer
431,5,"['cat', 'ship', 'deer', 'frog']",ship
432,1,"['frog', 'dog', 'deer', 'bird']",frog
433,7,"['ship', 'cat', 'bird', 'automobile']",cat
434,4,"['automobile', 'ship', 'truck', 'cat']",cat
435,4,"['cat', 'truck', 'ship', 'automobile']",truck
436,0,"['horse', 'dog', 'truck', 'deer']",horse
437,6,"['truck', 'horse', 'automobile', 'deer']",truck
438,9,"['bird', 'deer', 'dog', 'frog']",bird
439,0,"['deer', 'horse', 'dog', 'truck']",truck
440,7,"['ship', 'bird', 'automobile', 'cat']",automobile
441,8,"['airplane', 'deer', 'horse', 'dog']",deer
442,8,"['horse', 'deer', 'dog', 'airplane']",airplane
443,9,"['bird', 'frog', 'deer', 'dog']",bird
444,9,"['deer', 'frog', 'bird', 'dog']",frog
445,3,"['frog', 'ship', 'truck', 'deer']",ship
446,3,"['truck', 'frog', 'ship', 'deer']",frog
447,4,"['cat', 'automobile', 'truck', 'ship']",truck
448,0,"['deer', 'horse', 'truck', 'dog']",deer
449,4,"['automobile', 'cat', 'truck', 'ship']",ship
450,5,"['frog', 'deer', 'cat', 'ship']",ship
451,6,"['deer', 'horse', 'automobile', 'truck']",automobile
452,6,"['truck', 'automobile', 'deer', 'horse']",truck
453,0,"['dog', 'horse', 'deer', 'truck']",truck
454,1,"['frog', 'dog', 'bird', 'deer']",frog
455,0,"['deer', 'dog', 'horse', 'truck']",truck
456,8,"['dog', 'deer', 'horse', 'airplane']",airplane
457,0,"['horse', 'deer', 'dog', 'truck']",truck
458,4,"['cat', 'ship', 'truck', 'automobile']",ship
459,8,"['airplane', 'dog', 'horse', 'deer']",dog
460,8,"['deer', 'airplane', 'horse', 'dog']",airplane
461,1,"['dog', 'deer', 'bird', 'frog']",bird
462,5,"['deer', 'ship', 'frog', 'cat']",ship
463,2,"['frog', 'truck', 'cat', 'ship']",truck
464,6,"['automobile', 'horse', 'truck', 'deer']",horse
465,8,"['airplane', 'dog', 'deer', 'horse']",dog
466,1,"['deer', 'frog', 'dog', 'bird']",frog
467,0,"['horse', 'dog', 'truck', 'deer']",horse
468,0,"['horse', 'dog', 'truck', 'deer']",horse
469,7,"['automobile', 'ship', 'bird', 'cat']",ship
470,7,"['automobile', 'bird', 'ship', 'cat']",ship
471,5,"['frog', 'cat', 'deer', 'ship']",ship
472,9,"['frog', 'bird', 'dog', 'deer']",frog
473,6,"['automobile', 'horse', 'truck', 'deer']",truck
474,2,"['cat', 'frog', 'ship', 'truck']",ship
475,8,"['dog', 'horse', 'deer', 'airplane']",airplane
476,3,"['truck', 'frog', 'ship', 'deer']",frog
477,4,"['ship', 'automobile', 'cat', 'truck']",truck
478,7,"['bird', 'ship', 'cat', 'automobile']",ship
479,3,"['ship', 'truck', 'deer', 'frog']",deer
480,9,"['dog', 'bird', 'frog', 'deer']",bird
481,0,"['horse', 'deer', 'truck', 'dog']",truck
482,1,"['deer', 'bird', 'frog', 'dog']",bird
483,2,"['truck', 'frog', 'cat', 'ship']",truck
484,4,"['automobile', 'truck', 'cat', 'ship']",ship
485,8,"['horse', 'deer', 'airplane', 'dog']",deer
486,1,"['frog', 'deer', 'bird', 'dog']",frog
487,8,"['airplane', 'dog', 'deer', 'horse']",dog
488,6,"['automobile', 'deer', 'horse', 'truck']",truck
489,4,"['cat', 'ship', 'automobile', 'truck']",ship
