index,true_label,candidate_labels,complementary_label
112,1,"['three'; 'four']",four
113,1,"['three'; 'four']",four
114,0,"['zero'; 'one']",zero
115,4,"['one'; 'six']",six
116,9,"['three'; 'eight']",three
117,2,"['two'; 'three']",three
118,0,"['one'; 'zero']",zero
119,0,"['one'; 'zero']",zero
120,2,"['two'; 'three']",three
121,0,"['zero'; 'one']",zero
122,2,"['three'; 'two']",three
123,7,"['eight'; 'three']",eight
124,1,"['three'; 'four']",four
125,8,"['nine'; 'zero']",zero
126,6,"['one'; 'three']",three
127,4,"['six'; 'one']",six
128,1,"['three'; 'four']",four
129,6,"['three'; 'one']",three
130,3,"['eight'; 'one']",eight
131,4,"['one'; 'six']",six
132,5,"['zero'; 'nine']",nine
133,9,"['eight'; 'three']",three
134,1,"['four'; 'three']",three
135,3,"['eight'; 'one']",eight
136,3,"['one'; 'eight']",eight
137,8,"['zero'; 'nine']",zero
138,5,"['nine'; 'zero']",zero
139,4,"['one'; 'six']",six
140,7,"['eight'; 'three']",eight
141,7,"['three'; 'eight']",eight
142,4,"['six'; 'one']",six
143,2,"['two'; 'three']",three
144,8,"['zero'; 'nine']",zero
145,5,"['nine'; 'zero']",nine
146,8,"['zero'; 'nine']",zero
147,6,"['three'; 'one']",one
148,7,"['eight'; 'three']",eight
149,3,"['one'; 'eight']",eight
150,4,"['six'; 'one']",six
151,6,"['one'; 'three']",three
152,1,"['four'; 'three']",three
153,9,"['three'; 'eight']",three
154,9,"['three'; 'eight']",eight
155,6,"['three'; 'one']",one
156,0,"['zero'; 'one']",zero
157,3,"['eight'; 'one']",eight
158,7,"['eight'; 'three']",three
159,2,"['two'; 'three']",three
160,8,"['zero'; 'nine']",nine
161,2,"['three'; 'two']",three
162,9,"['eight'; 'three']",three
163,4,"['one'; 'six']",six
164,4,"['one'; 'six']",six
165,6,"['one'; 'three']",three
166,4,"['six'; 'one']",six
167,9,"['eight'; 'three']",three
168,7,"['eight'; 'three']",three
169,0,"['one'; 'zero']",zero
170,9,"['three'; 'eight']",three
171,2,"['three'; 'two']",three
172,9,"['three'; 'eight']",eight
173,5,"['zero'; 'nine']",nine
174,1,"['three'; 'four']",four
175,5,"['nine'; 'zero']",zero
176,9,"['eight'; 'three']",three
177,1,"['four'; 'three']",three
178,2,"['three'; 'two']",three
179,3,"['eight'; 'one']",eight
180,2,"['three'; 'two']",three
181,3,"['one'; 'eight']",eight
182,5,"['nine'; 'zero']",zero
183,9,"['three'; 'eight']",three
184,1,"['three'; 'four']",four
185,7,"['three'; 'eight']",eight
186,6,"['three'; 'one']",one
187,2,"['three'; 'two']",three
188,8,"['zero'; 'nine']",zero
189,2,"['two'; 'three']",three
190,2,"['three'; 'two']",three
191,5,"['zero'; 'nine']",nine
192,0,"['zero'; 'one']",zero
193,7,"['eight'; 'three']",three
194,4,"['six'; 'one']",six
195,9,"['three'; 'eight']",eight
196,7,"['three'; 'eight']",eight
197,8,"['nine'; 'zero']",zero
198,3,"['one'; 'eight']",eight
199,2,"['two'; 'three']",three
200,1,"['four'; 'three']",three
201,1,"['four'; 'three']",three
202,8,"['nine'; 'zero']",zero
203,3,"['eight'; 'one']",eight
204,6,"['three'; 'one']",three
205,1,"['four'; 'three']",three
206,0,"['zero'; 'one']",zero
207,3,"['eight'; 'one']",eight
208,1,"['four'; 'three']",three
209,0,"['zero'; 'one']",zero
210,0,"['one'; 'zero']",zero
211,1,"['four'; 'three']",three
212,7,"['three'; 'eight']",eight
213,2,"['three'; 'two']",two
214,7,"['three'; 'eight']",eight
215,3,"['one'; 'eight']",eight
216,0,"['one'; 'zero']",zero
217,4,"['one'; 'six']",six
218,6,"['three'; 'one']",one
219,5,"['zero'; 'nine']",nine
220,2,"['three'; 'two']",three
221,6,"['one'; 'three']",three
222,4,"['six'; 'one']",six
223,7,"['three'; 'eight']",eight
224,1,"['four'; 'three']",three
225,8,"['nine'; 'zero']",zero
226,9,"['eight'; 'three']",three
227,9,"['eight'; 'three']",three
228,3,"['one'; 'eight']",eight
229,0,"['zero'; 'one']",zero
230,7,"['eight'; 'three']",three
231,1,"['three'; 'four']",four
232,0,"['zero'; 'one']",one
233,2,"['three'; 'two']",three
234,0,"['one'; 'zero']",zero
235,3,"['one'; 'eight']",eight
236,5,"['zero'; 'nine']",nine
237,4,"['one'; 'six']",six
238,6,"['one'; 'three']",three
239,5,"['nine'; 'zero']",zero
240,8,"['zero'; 'nine']",zero
241,6,"['one'; 'three']",three
242,3,"['one'; 'eight']",eight
243,7,"['eight'; 'three']",three
244,5,"['zero'; 'nine']",zero
245,8,"['nine'; 'zero']",zero
246,0,"['zero'; 'one']",zero
247,9,"['eight'; 'three']",three
248,1,"['three'; 'four']",four
249,0,"['one'; 'zero']",zero
250,3,"['one'; 'eight']",eight
251,1,"['four'; 'three']",three
252,2,"['three'; 'two']",three
253,2,"['three'; 'two']",three
254,3,"['eight'; 'one']",eight
255,3,"['eight'; 'one']",eight
256,6,"['three'; 'one']",three
257,4,"['six'; 'one']",six
258,7,"['eight'; 'three']",three
259,5,"['zero'; 'nine']",nine
260,0,"['zero'; 'one']",zero
261,6,"['one'; 'three']",three
262,2,"['two'; 'three']",three
263,7,"['three'; 'eight']",eight
264,9,"['three'; 'eight']",three
265,8,"['nine'; 'zero']",zero
266,5,"['nine'; 'zero']",zero
267,9,"['three'; 'eight']",three
268,2,"['two'; 'three']",three
269,1,"['four'; 'three']",three
270,1,"['four'; 'three']",three
271,4,"['six'; 'one']",six
272,4,"['one'; 'six']",six
273,5,"['nine'; 'zero']",zero
274,6,"['one'; 'three']",three
275,4,"['one'; 'six']",six
276,1,"['four'; 'three']",three
277,2,"['two'; 'three']",three
278,5,"['zero'; 'nine']",nine
279,3,"['eight'; 'one']",eight
280,9,"['three'; 'eight']",three
281,3,"['eight'; 'one']",eight
282,9,"['three'; 'eight']",eight
283,0,"['zero'; 'one']",zero
284,5,"['nine'; 'zero']",zero
285,9,"['eight'; 'three']",three
286,6,"['three'; 'one']",three
287,5,"['zero'; 'nine']",nine
288,7,"['three'; 'eight']",eight
289,4,"['six'; 'one']",six
290,1,"['three'; 'four']",four
291,3,"['eight'; 'one']",eight
292,4,"['one'; 'six']",six
293,0,"['zero'; 'one']",zero
294,4,"['one'; 'six']",six
295,8,"['zero'; 'nine']",zero
296,0,"['one'; 'zero']",zero
297,4,"['one'; 'six']",six
298,3,"['eight'; 'one']",eight
299,6,"['three'; 'one']",three
300,8,"['zero'; 'nine']",zero
301,7,"['eight'; 'three']",three
302,6,"['one'; 'three']",three
303,0,"['one'; 'zero']",zero
304,9,"['three'; 'eight']",eight
305,7,"['three'; 'eight']",eight
306,5,"['nine'; 'zero']",zero
307,7,"['eight'; 'three']",three
308,2,"['two'; 'three']",three
309,1,"['four'; 'three']",three
310,1,"['four'; 'three']",three
311,6,"['one'; 'three']",three
312,8,"['zero'; 'nine']",zero
313,9,"['three'; 'eight']",eight
314,4,"['six'; 'one']",six
315,1,"['three'; 'four']",four
316,5,"['nine'; 'zero']",zero
317,2,"['two'; 'three']",three
318,2,"['three'; 'two']",three
319,9,"['three'; 'eight']",three
320,0,"['one'; 'zero']",zero
321,3,"['one'; 'eight']",eight
322,9,"['eight'; 'three']",three
323,6,"['three'; 'one']",three
324,7,"['three'; 'eight']",eight
325,2,"['three'; 'two']",three
326,0,"['one'; 'zero']",zero
327,3,"['eight'; 'one']",eight
328,5,"['zero'; 'nine']",nine
329,4,"['six'; 'one']",six
330,3,"['eight'; 'one']",eight
331,6,"['one'; 'three']",three
332,5,"['zero'; 'nine']",nine
333,8,"['nine'; 'zero']",zero
334,9,"['three'; 'eight']",eight
335,5,"['zero'; 'nine']",zero
336,4,"['one'; 'six']",six
337,7,"['three'; 'eight']",eight
338,4,"['one'; 'six']",six
339,2,"['three'; 'two']",three
340,7,"['eight'; 'three']",eight
341,3,"['eight'; 'one']",eight
342,4,"['one'; 'six']",six
343,8,"['nine'; 'zero']",zero
344,9,"['eight'; 'three']",eight
345,1,"['three'; 'four']",four
346,9,"['three'; 'eight']",three
347,2,"['two'; 'three']",three
348,8,"['zero'; 'nine']",nine
349,7,"['three'; 'eight']",eight
350,9,"['eight'; 'three']",three
351,1,"['three'; 'four']",four
352,8,"['zero'; 'nine']",zero
353,7,"['three'; 'eight']",eight
354,4,"['one'; 'six']",six
355,1,"['four'; 'three']",three
356,3,"['one'; 'eight']",eight
357,1,"['three'; 'four']",four
358,1,"['four'; 'three']",three
359,0,"['one'; 'zero']",zero
360,2,"['three'; 'two']",three
361,3,"['eight'; 'one']",eight
362,9,"['three'; 'eight']",eight
363,4,"['six'; 'one']",six
364,9,"['eight'; 'three']",three
365,2,"['two'; 'three']",three
366,1,"['three'; 'four']",four
367,6,"['one'; 'three']",three
368,8,"['zero'; 'nine']",zero
369,4,"['one'; 'six']",six
370,7,"['eight'; 'three']",three
371,7,"['three'; 'eight']",eight
372,4,"['six'; 'one']",six
373,4,"['one'; 'six']",six
374,9,"['eight'; 'three']",three
375,2,"['three'; 'two']",three
376,5,"['nine'; 'zero']",zero
377,7,"['eight'; 'three']",three
378,2,"['two'; 'three']",three
379,4,"['one'; 'six']",six
380,4,"['six'; 'one']",six
381,2,"['three'; 'two']",three
382,1,"['four'; 'three']",three
383,9,"['three'; 'eight']",three
384,7,"['eight'; 'three']",eight
385,2,"['three'; 'two']",three
386,8,"['nine'; 'zero']",zero
387,7,"['eight'; 'three']",three
388,6,"['one'; 'three']",three
389,9,"['three'; 'eight']",eight
390,2,"['three'; 'two']",three
391,2,"['two'; 'three']",three
392,3,"['eight'; 'one']",eight
393,8,"['nine'; 'zero']",zero
394,1,"['four'; 'three']",three
395,6,"['one'; 'three']",three
396,5,"['zero'; 'nine']",zero
397,1,"['three'; 'four']",four
398,1,"['three'; 'four']",four
399,0,"['zero'; 'one']",zero
400,2,"['two'; 'three']",three
401,6,"['three'; 'one']",three
402,4,"['six'; 'one']",six
403,5,"['nine'; 'zero']",zero
404,8,"['zero'; 'nine']",zero
405,3,"['one'; 'eight']",eight
406,1,"['three'; 'four']",four
407,5,"['nine'; 'zero']",zero
408,1,"['four'; 'three']",three
409,9,"['eight'; 'three']",three
410,2,"['three'; 'two']",three
411,7,"['eight'; 'three']",three
412,4,"['six'; 'one']",six
413,4,"['one'; 'six']",six
414,4,"['six'; 'one']",six
415,8,"['nine'; 'zero']",zero
416,1,"['four'; 'three']",four
417,5,"['zero'; 'nine']",zero
418,8,"['zero'; 'nine']",zero
419,9,"['three'; 'eight']",three
420,5,"['nine'; 'zero']",zero
421,6,"['three'; 'one']",one
422,7,"['three'; 'eight']",eight
423,9,"['eight'; 'three']",three
424,9,"['eight'; 'three']",three
425,3,"['eight'; 'one']",eight
426,7,"['three'; 'eight']",eight
427,0,"['zero'; 'one']",zero
428,9,"['three'; 'eight']",eight
429,0,"['zero'; 'one']",zero
430,6,"['one'; 'three']",three
431,6,"['three'; 'one']",one
432,2,"['two'; 'three']",three
433,3,"['one'; 'eight']",eight
434,9,"['three'; 'eight']",eight
435,0,"['one'; 'zero']",zero
436,7,"['three'; 'eight']",eight
437,5,"['nine'; 'zero']",zero
438,4,"['one'; 'six']",six
439,8,"['zero'; 'nine']",zero
440,0,"['one'; 'zero']",zero
441,9,"['eight'; 'three']",three
442,4,"['one'; 'six']",six
443,1,"['three'; 'four']",four
444,2,"['two'; 'three']",three
445,8,"['zero'; 'nine']",zero
446,7,"['eight'; 'three']",eight
447,1,"['three'; 'four']",four
448,2,"['three'; 'two']",three
449,6,"['three'; 'one']",three
450,1,"['four'; 'three']",four
451,0,"['zero'; 'one']",zero
452,3,"['one'; 'eight']",eight
453,0,"['one'; 'zero']",zero
454,1,"['three'; 'four']",four
455,1,"['four'; 'three']",three
456,8,"['nine'; 'zero']",zero
457,2,"['two'; 'three']",three
458,0,"['one'; 'zero']",zero
459,3,"['eight'; 'one']",eight
460,9,"['three'; 'eight']",eight
461,4,"['one'; 'six']",six
462,0,"['zero'; 'one']",zero
463,5,"['nine'; 'zero']",zero
464,0,"['zero'; 'one']",zero
465,6,"['one'; 'three']",three
466,1,"['three'; 'four']",four
467,7,"['eight'; 'three']",three
468,7,"['three'; 'eight']",eight
469,8,"['zero'; 'nine']",zero
470,1,"['three'; 'four']",four
471,9,"['three'; 'eight']",eight
472,2,"['three'; 'two']",three
473,0,"['zero'; 'one']",zero
474,5,"['nine'; 'zero']",zero
475,1,"['three'; 'four']",four
476,2,"['three'; 'two']",three
477,2,"['two'; 'three']",three
478,7,"['eight'; 'three']",eight
479,3,"['eight'; 'one']",eight
480,5,"['nine'; 'zero']",zero
481,4,"['six'; 'one']",six
482,9,"['eight'; 'three']",three
483,7,"['eight'; 'three']",three
484,1,"['three'; 'four']",four
485,8,"['zero'; 'nine']",zero
486,3,"['eight'; 'one']",eight
487,9,"['eight'; 'three']",three
488,6,"['one'; 'three']",three
489,0,"['one'; 'zero']",zero
490,3,"['one'; 'eight']",eight
491,1,"['four'; 'three']",four
492,1,"['four'; 'three']",four
493,2,"['three'; 'two']",three
494,6,"['three'; 'one']",three
495,3,"['eight'; 'one']",eight
496,5,"['nine'; 'zero']",zero
497,7,"['three'; 'eight']",eight
498,6,"['one'; 'three']",three
499,8,"['zero'; 'nine']",zero
500,3,"['eight'; 'one']",eight
501,9,"['eight'; 'three']",three
502,5,"['nine'; 'zero']",zero
503,8,"['nine'; 'zero']",zero
504,5,"['zero'; 'nine']",zero
505,7,"['three'; 'eight']",eight
506,6,"['three'; 'one']",three
507,1,"['four'; 'three']",four
508,1,"['four'; 'three']",three
509,3,"['eight'; 'one']",eight
510,1,"['three'; 'four']",four
511,7,"['eight'; 'three']",eight
512,5,"['zero'; 'nine']",nine
513,5,"['zero'; 'nine']",nine
514,5,"['zero'; 'nine']",zero
515,2,"['three'; 'two']",three
516,5,"['zero'; 'nine']",nine
517,8,"['nine'; 'zero']",zero
518,7,"['eight'; 'three']",eight
519,0,"['one'; 'zero']",zero
520,9,"['three'; 'eight']",eight
521,7,"['eight'; 'three']",eight
522,7,"['eight'; 'three']",three
523,5,"['nine'; 'zero']",zero
524,0,"['one'; 'zero']",zero
525,9,"['eight'; 'three']",three
526,0,"['zero'; 'one']",zero
527,0,"['one'; 'zero']",zero
528,8,"['nine'; 'zero']",zero
529,9,"['eight'; 'three']",three
530,2,"['two'; 'three']",three
531,4,"['one'; 'six']",six
532,8,"['nine'; 'zero']",zero
533,1,"['four'; 'three']",four
534,6,"['three'; 'one']",three
535,1,"['three'; 'four']",four
536,6,"['one'; 'three']",three
537,5,"['nine'; 'zero']",zero
538,1,"['four'; 'three']",three
539,8,"['zero'; 'nine']",zero
540,3,"['one'; 'eight']",eight
541,4,"['six'; 'one']",six
542,0,"['one'; 'zero']",zero
543,5,"['zero'; 'nine']",nine
544,5,"['zero'; 'nine']",zero
545,8,"['zero'; 'nine']",zero
546,3,"['eight'; 'one']",eight
547,6,"['one'; 'three']",three
548,2,"['two'; 'three']",three
549,3,"['one'; 'eight']",eight
550,9,"['three'; 'eight']",three
551,2,"['three'; 'two']",three
552,1,"['four'; 'three']",three
553,1,"['four'; 'three']",four
554,5,"['zero'; 'nine']",zero
555,2,"['three'; 'two']",three
556,1,"['three'; 'four']",four
557,3,"['one'; 'eight']",eight
558,2,"['two'; 'three']",three
559,8,"['nine'; 'zero']",zero
560,7,"['eight'; 'three']",three
561,3,"['eight'; 'one']",eight
562,7,"['eight'; 'three']",three
563,2,"['two'; 'three']",three
564,4,"['one'; 'six']",six
565,6,"['one'; 'three']",three
566,9,"['eight'; 'three']",three
567,7,"['three'; 'eight']",eight
568,2,"['three'; 'two']",three
569,4,"['one'; 'six']",six
570,2,"['two'; 'three']",three
571,8,"['nine'; 'zero']",zero
572,1,"['four'; 'three']",three
573,1,"['four'; 'three']",three
574,3,"['one'; 'eight']",eight
575,8,"['zero'; 'nine']",zero
576,4,"['six'; 'one']",six
577,0,"['one'; 'zero']",zero
578,6,"['three'; 'one']",three
579,5,"['nine'; 'zero']",nine
580,9,"['eight'; 'three']",three
581,3,"['eight'; 'one']",eight
582,0,"['one'; 'zero']",zero
583,9,"['eight'; 'three']",three
584,2,"['two'; 'three']",three
585,4,"['one'; 'six']",six
586,7,"['eight'; 'three']",eight
587,1,"['three'; 'four']",four
588,2,"['three'; 'two']",three
589,9,"['eight'; 'three']",three
590,4,"['one'; 'six']",six
591,2,"['three'; 'two']",three
592,6,"['three'; 'one']",three
593,1,"['three'; 'four']",four
594,8,"['nine'; 'zero']",zero
595,9,"['eight'; 'three']",eight
596,0,"['zero'; 'one']",zero
597,6,"['three'; 'one']",three
598,6,"['one'; 'three']",three
599,7,"['three'; 'eight']",eight
600,9,"['three'; 'eight']",eight
601,9,"['three'; 'eight']",eight
602,8,"['zero'; 'nine']",zero
603,0,"['one'; 'zero']",zero
604,1,"['four'; 'three']",three
605,4,"['one'; 'six']",six
606,4,"['one'; 'six']",six
607,6,"['three'; 'one']",three
608,7,"['three'; 'eight']",eight
609,1,"['three'; 'four']",four
610,5,"['nine'; 'zero']",zero
611,7,"['three'; 'eight']",eight
612,0,"['one'; 'zero']",zero
613,3,"['one'; 'eight']",eight
614,5,"['nine'; 'zero']",zero
615,8,"['zero'; 'nine']",zero
616,4,"['six'; 'one']",six
617,7,"['three'; 'eight']",eight
618,1,"['four'; 'three']",three
619,2,"['three'; 'two']",three
620,5,"['zero'; 'nine']",zero
621,9,"['three'; 'eight']",eight
622,5,"['nine'; 'zero']",zero
623,6,"['one'; 'three']",three
624,7,"['eight'; 'three']",eight
625,5,"['zero'; 'nine']",zero
626,9,"['eight'; 'three']",three
627,8,"['nine'; 'zero']",zero
628,8,"['zero'; 'nine']",zero
629,3,"['one'; 'eight']",eight
630,6,"['three'; 'one']",three
631,9,"['eight'; 'three']",three
632,7,"['three'; 'eight']",eight
633,0,"['one'; 'zero']",zero
634,7,"['eight'; 'three']",three
635,5,"['nine'; 'zero']",zero
636,7,"['three'; 'eight']",eight
637,1,"['three'; 'four']",three
638,1,"['four'; 'three']",three
639,0,"['one'; 'zero']",zero
640,7,"['eight'; 'three']",three
641,9,"['eight'; 'three']",three
642,2,"['three'; 'two']",three
643,3,"['one'; 'eight']",eight
644,7,"['three'; 'eight']",eight
645,3,"['eight'; 'one']",eight
646,2,"['three'; 'two']",three
647,4,"['one'; 'six']",six
648,1,"['four'; 'three']",three
649,6,"['three'; 'one']",three
650,2,"['two'; 'three']",three
651,7,"['three'; 'eight']",eight
652,5,"['nine'; 'zero']",zero
653,5,"['zero'; 'nine']",nine
654,7,"['eight'; 'three']",three
655,4,"['one'; 'six']",six
656,0,"['zero'; 'one']",zero
657,2,"['two'; 'three']",three
658,6,"['one'; 'three']",three
659,3,"['one'; 'eight']",eight
660,6,"['three'; 'one']",three
661,4,"['one'; 'six']",six
662,0,"['zero'; 'one']",zero
663,4,"['one'; 'six']",six
664,2,"['three'; 'two']",three
665,6,"['one'; 'three']",three
666,0,"['zero'; 'one']",zero
667,0,"['one'; 'zero']",zero
668,0,"['zero'; 'one']",one
669,0,"['zero'; 'one']",zero
670,3,"['eight'; 'one']",eight
671,1,"['four'; 'three']",three
672,6,"['one'; 'three']",three
673,2,"['three'; 'two']",three
674,2,"['two'; 'three']",three
675,3,"['one'; 'eight']",eight
676,1,"['three'; 'four']",four
677,4,"['six'; 'one']",six
678,1,"['four'; 'three']",three
679,5,"['zero'; 'nine']",zero
680,4,"['six'; 'one']",six
681,6,"['one'; 'three']",three
682,4,"['one'; 'six']",six
683,7,"['three'; 'eight']",eight
684,2,"['two'; 'three']",three
685,8,"['zero'; 'nine']",zero
686,7,"['three'; 'eight']",eight
687,9,"['three'; 'eight']",eight
688,2,"['three'; 'two']",three
689,0,"['zero'; 'one']",zero
690,5,"['zero'; 'nine']",zero
691,1,"['three'; 'four']",four
692,4,"['one'; 'six']",six
693,2,"['three'; 'two']",three
694,8,"['nine'; 'zero']",nine
695,3,"['one'; 'eight']",eight
696,2,"['three'; 'two']",three
697,4,"['six'; 'one']",six
698,1,"['four'; 'three']",three
699,5,"['zero'; 'nine']",nine
700,4,"['six'; 'one']",six
701,6,"['one'; 'three']",three
702,0,"['one'; 'zero']",zero
703,7,"['eight'; 'three']",three
704,9,"['eight'; 'three']",three
705,8,"['zero'; 'nine']",zero
706,4,"['six'; 'one']",six
707,9,"['three'; 'eight']",eight
708,8,"['zero'; 'nine']",zero
709,0,"['one'; 'zero']",zero
710,1,"['four'; 'three']",three
711,1,"['four'; 'three']",three
712,0,"['one'; 'zero']",zero
713,2,"['two'; 'three']",three
714,2,"['three'; 'two']",three
715,3,"['one'; 'eight']",eight
716,2,"['three'; 'two']",three
717,4,"['one'; 'six']",six
718,4,"['one'; 'six']",six
719,5,"['nine'; 'zero']",zero
720,8,"['zero'; 'nine']",zero
721,6,"['three'; 'one']",three
722,5,"['zero'; 'nine']",zero
723,7,"['three'; 'eight']",eight
724,7,"['eight'; 'three']",three
725,8,"['zero'; 'nine']",zero
726,8,"['nine'; 'zero']",zero
727,9,"['three'; 'eight']",eight
728,7,"['three'; 'eight']",eight
729,4,"['six'; 'one']",six
730,7,"['three'; 'eight']",eight
731,3,"['one'; 'eight']",eight
732,2,"['two'; 'three']",three
733,0,"['one'; 'zero']",zero
734,8,"['zero'; 'nine']",zero
735,6,"['one'; 'three']",three
736,8,"['nine'; 'zero']",zero
737,6,"['one'; 'three']",three
738,1,"['three'; 'four']",four
739,6,"['three'; 'one']",three
740,8,"['nine'; 'zero']",nine
741,9,"['three'; 'eight']",eight
742,4,"['six'; 'one']",six
743,0,"['one'; 'zero']",zero
744,9,"['eight'; 'three']",three
745,0,"['zero'; 'one']",zero
746,4,"['one'; 'six']",six
747,1,"['four'; 'three']",three
748,5,"['zero'; 'nine']",zero
749,4,"['six'; 'one']",six
750,7,"['three'; 'eight']",eight
751,5,"['nine'; 'zero']",zero
752,3,"['one'; 'eight']",eight
753,7,"['eight'; 'three']",three
754,4,"['one'; 'six']",six
755,9,"['eight'; 'three']",three
756,8,"['zero'; 'nine']",nine
757,5,"['zero'; 'nine']",zero
758,8,"['zero'; 'nine']",zero
759,6,"['one'; 'three']",three
760,3,"['eight'; 'one']",eight
761,8,"['zero'; 'nine']",zero
762,6,"['one'; 'three']",three
763,9,"['three'; 'eight']",eight
764,9,"['eight'; 'three']",three
765,1,"['four'; 'three']",three
766,8,"['nine'; 'zero']",zero
767,3,"['one'; 'eight']",eight
768,5,"['nine'; 'zero']",zero
769,8,"['nine'; 'zero']",zero
770,6,"['three'; 'one']",three
771,5,"['zero'; 'nine']",zero
772,9,"['eight'; 'three']",eight
773,7,"['three'; 'eight']",eight
774,2,"['three'; 'two']",three
775,5,"['zero'; 'nine']",zero
776,0,"['zero'; 'one']",zero
777,8,"['nine'; 'zero']",zero
778,5,"['nine'; 'zero']",zero
779,1,"['four'; 'three']",three
780,1,"['four'; 'three']",three
781,0,"['zero'; 'one']",zero
782,9,"['eight'; 'three']",three
783,1,"['four'; 'three']",three
784,8,"['zero'; 'nine']",zero
785,6,"['one'; 'three']",three
786,7,"['three'; 'eight']",eight
787,0,"['one'; 'zero']",zero
788,9,"['eight'; 'three']",eight
789,3,"['one'; 'eight']",eight
790,0,"['zero'; 'one']",zero
791,8,"['zero'; 'nine']",zero
792,8,"['zero'; 'nine']",zero
793,9,"['eight'; 'three']",three
794,6,"['one'; 'three']",three
795,7,"['three'; 'eight']",eight
796,8,"['zero'; 'nine']",nine
797,4,"['six'; 'one']",six
798,7,"['three'; 'eight']",eight
799,5,"['nine'; 'zero']",zero
800,9,"['eight'; 'three']",three
801,2,"['three'; 'two']",three
802,6,"['one'; 'three']",three
803,7,"['three'; 'eight']",eight
804,4,"['six'; 'one']",six
805,5,"['nine'; 'zero']",zero
806,9,"['three'; 'eight']",eight
807,2,"['two'; 'three']",three
808,3,"['eight'; 'one']",eight
