index,true_label,candidate_labels,complementary_label
39,84,"['bus'; 'castle'; 'tank'; 'forest'; 'butterfly']",tank
40,78,"['bottle'; 'wolf'; 'squirrel'; 'aquarium_fish'; 'pickup_truck']",wolf
41,45,"['crocodile'; 'rose'; 'wolf'; 'otter'; 'wardrobe']",rose
42,49,"['skyscraper'; 'lion'; 'dinosaur'; 'sea'; 'baby']",lion
43,97,"['oak_tree'; 'spider'; 'whale'; 'cattle'; 'sea']",spider
44,56,"['orchid'; 'plain'; 'oak_tree'; 'wardrobe'; 'bee']",wardrobe
45,76,"['dolphin'; 'forest'; 'mouse'; 'can'; 'lamp']",forest
46,11,"['can'; 'mountain'; 'pine_tree'; 'rocket'; 'wardrobe']",mountain
47,90,"['forest'; 'worm'; 'streetcar'; 'can'; 'chair']",worm
48,89,"['girl'; 'orchid'; 'bed'; 'apple'; 'leopard']",apple
49,78,"['bottle'; 'wolf'; 'pickup_truck'; 'squirrel'; 'aquarium_fish']",wolf
50,73,"['snail'; 'squirrel'; 'skunk'; 'bowl'; 'bed']",bowl
51,14,"['tank'; 'kangaroo'; 'bed'; 'worm'; 'dolphin']",kangaroo
52,87,"['streetcar'; 'possum'; 'forest'; 'tiger'; 'crab']",possum
53,9,"['butterfly'; 'mountain'; 'bridge'; 'bus'; 'lizard']",mountain
54,71,"['television'; 'bowl'; 'snail'; 'cloud'; 'bicycle']",bowl
55,6,"['orchid'; 'dinosaur'; 'skyscraper'; 'hamster'; 'pickup_truck']",hamster
56,47,"['motorcycle'; 'pear'; 'telephone'; 'ray'; 'table']",pear
57,20,"['plain'; 'sunflower'; 'tractor'; 'girl'; 'mountain']",tractor
58,98,"['oak_tree'; 'bear'; 'clock'; 'chair'; 'dolphin']",chair
59,47,"['table'; 'ray'; 'motorcycle'; 'pear'; 'telephone']",motorcycle
60,36,"['woman'; 'rabbit'; 'clock'; 'turtle'; 'forest']",clock
61,55,"['cockroach'; 'tank'; 'palm_tree'; 'lobster'; 'bridge']",lobster
62,72,"['camel'; 'mushroom'; 'dolphin'; 'elephant'; 'shark']",mushroom
63,43,"['rocket'; 'can'; 'worm'; 'tank'; 'plate']",worm
64,51,"['beaver'; 'beetle'; 'dinosaur'; 'streetcar'; 'bicycle']",streetcar
65,35,"['palm_tree'; 'apple'; 'pine_tree'; 'turtle'; 'chair']",apple
66,83,"['telephone'; 'ray'; 'aquarium_fish'; 'rose'; 'kangaroo']",aquarium_fish
67,33,"['tiger'; 'wolf'; 'rocket'; 'girl'; 'butterfly']",rocket
68,27,"['maple_tree'; 'otter'; 'oak_tree'; 'willow_tree'; 'skunk']",skunk
69,53,"['porcupine'; 'rose'; 'crocodile'; 'can'; 'telephone']",porcupine
70,92,"['sea'; 'tiger'; 'aquarium_fish'; 'butterfly'; 'bottle']",sea
71,50,"['trout'; 'bottle'; 'skyscraper'; 'cup'; 'apple']",skyscraper
72,15,"['bowl'; 'dolphin'; 'mountain'; 'hamster'; 'bridge']",hamster
73,89,"['bed'; 'orchid'; 'girl'; 'leopard'; 'apple']",leopard
74,36,"['clock'; 'forest'; 'turtle'; 'woman'; 'rabbit']",forest
75,18,"['tiger'; 'sunflower'; 'sweet_pepper'; 'bottle'; 'snake']",bottle
76,89,"['leopard'; 'girl'; 'apple'; 'orchid'; 'bed']",girl
77,46,"['keyboard'; 'oak_tree'; 'tractor'; 'tulip'; 'couch']",tractor
78,33,"['girl'; 'butterfly'; 'rocket'; 'tiger'; 'wolf']",butterfly
79,42,"['bowl'; 'bicycle'; 'porcupine'; 'woman'; 'wardrobe']",bicycle
80,39,"['rose'; 'apple'; 'chair'; 'road'; 'woman']",apple
81,64,"['apple'; 'mushroom'; 'chimpanzee'; 'beetle'; 'motorcycle']",chimpanzee
82,75,"['tulip'; 'forest'; 'crab'; 'lamp'; 'telephone']",lamp
83,38,"['motorcycle'; 'couch'; 'snake'; 'rabbit'; 'cattle']",couch
84,23,"['girl'; 'shark'; 'bicycle'; 'cup'; 'tulip']",shark
85,42,"['bicycle'; 'porcupine'; 'bowl'; 'woman'; 'wardrobe']",bowl
86,66,"['tank'; 'seal'; 'tulip'; 'wardrobe'; 'train']",tulip
87,77,"['lamp'; 'telephone'; 'pickup_truck'; 'kangaroo'; 'sweet_pepper']",kangaroo
88,49,"['skyscraper'; 'lion'; 'baby'; 'sea'; 'dinosaur']",lion
89,18,"['bottle'; 'sweet_pepper'; 'sunflower'; 'snake'; 'tiger']",bottle
90,46,"['oak_tree'; 'couch'; 'tractor'; 'keyboard'; 'tulip']",couch
91,15,"['mountain'; 'dolphin'; 'bowl'; 'bridge'; 'hamster']",bowl
92,35,"['apple'; 'turtle'; 'palm_tree'; 'pine_tree'; 'chair']",turtle
93,69,"['plate'; 'beetle'; 'skunk'; 'bee'; 'lamp']",beetle
94,95,"['keyboard'; 'man'; 'lobster'; 'bed'; 'crab']",bed
95,83,"['telephone'; 'rose'; 'kangaroo'; 'ray'; 'aquarium_fish']",kangaroo
96,75,"['telephone'; 'lamp'; 'forest'; 'tulip'; 'crab']",forest
97,99,"['tank'; 'leopard'; 'oak_tree'; 'clock'; 'wardrobe']",leopard
98,73,"['squirrel'; 'bowl'; 'skunk'; 'snail'; 'bed']",bowl
99,93,"['maple_tree'; 'rocket'; 'cattle'; 'beaver'; 'shrew']",maple_tree
100,55,"['bridge'; 'cockroach'; 'tank'; 'lobster'; 'palm_tree']",cockroach
101,39,"['chair'; 'rose'; 'apple'; 'road'; 'woman']",apple
102,4,"['rabbit'; 'snake'; 'seal'; 'dolphin'; 'bear']",rabbit
103,97,"['spider'; 'whale'; 'oak_tree'; 'cattle'; 'sea']",whale
104,61,"['sea'; 'bridge'; 'palm_tree'; 'bee'; 'table']",palm_tree
105,93,"['cattle'; 'shrew'; 'rocket'; 'beaver'; 'maple_tree']",rocket
106,51,"['streetcar'; 'beetle'; 'bicycle'; 'dinosaur'; 'beaver']",dinosaur
107,69,"['plate'; 'beetle'; 'lamp'; 'skunk'; 'bee']",beetle
108,56,"['wardrobe'; 'oak_tree'; 'orchid'; 'plain'; 'bee']",wardrobe
109,84,"['butterfly'; 'bus'; 'castle'; 'tank'; 'forest']",castle
110,59,"['rocket'; 'cockroach'; 'orchid'; 'castle'; 'pear']",castle
111,64,"['mushroom'; 'chimpanzee'; 'beetle'; 'motorcycle'; 'apple']",motorcycle
112,94,"['can'; 'caterpillar'; 'otter'; 'bed'; 'rose']",otter
113,4,"['rabbit'; 'snake'; 'seal'; 'bear'; 'dolphin']",seal
114,11,"['mountain'; 'rocket'; 'can'; 'pine_tree'; 'wardrobe']",pine_tree
115,33,"['wolf'; 'butterfly'; 'rocket'; 'girl'; 'tiger']",girl
116,68,"['skunk'; 'beetle'; 'willow_tree'; 'whale'; 'rose']",whale
117,38,"['couch'; 'motorcycle'; 'rabbit'; 'cattle'; 'snake']",couch
118,20,"['mountain'; 'girl'; 'tractor'; 'plain'; 'sunflower']",girl
119,33,"['rocket'; 'wolf'; 'butterfly'; 'tiger'; 'girl']",wolf
120,34,"['butterfly'; 'kangaroo'; 'worm'; 'sweet_pepper'; 'lizard']",butterfly
121,32,"['forest'; 'turtle'; 'aquarium_fish'; 'tiger'; 'sea']",tiger
122,46,"['tulip'; 'couch'; 'tractor'; 'oak_tree'; 'keyboard']",couch
123,53,"['porcupine'; 'crocodile'; 'can'; 'rose'; 'telephone']",porcupine
124,88,"['streetcar'; 'poppy'; 'boy'; 'bee'; 'flatfish']",boy
125,67,"['crocodile'; 'cockroach'; 'poppy'; 'house'; 'cattle']",poppy
126,70,"['chair'; 'beetle'; 'ray'; 'possum'; 'rabbit']",chair
127,64,"['apple'; 'beetle'; 'motorcycle'; 'chimpanzee'; 'mushroom']",motorcycle
128,53,"['porcupine'; 'can'; 'telephone'; 'rose'; 'crocodile']",porcupine
129,64,"['mushroom'; 'apple'; 'motorcycle'; 'chimpanzee'; 'beetle']",motorcycle
130,8,"['lizard'; 'chair'; 'woman'; 'cup'; 'hamster']",chair
131,96,"['tank'; 'elephant'; 'bus'; 'lobster'; 'television']",lobster
132,87,"['tiger'; 'crab'; 'streetcar'; 'possum'; 'forest']",crab
133,30,"['bicycle'; 'otter'; 'chair'; 'snail'; 'tiger']",chair
134,20,"['mountain'; 'girl'; 'sunflower'; 'plain'; 'tractor']",girl
135,30,"['chair'; 'bicycle'; 'tiger'; 'snail'; 'otter']",tiger
136,66,"['seal'; 'train'; 'tank'; 'tulip'; 'wardrobe']",tulip
137,19,"['flatfish'; 'rocket'; 'wardrobe'; 'clock'; 'chimpanzee']",chimpanzee
138,76,"['mouse'; 'lamp'; 'forest'; 'can'; 'dolphin']",forest
139,87,"['forest'; 'streetcar'; 'crab'; 'tiger'; 'possum']",crab
140,52,"['leopard'; 'bottle'; 'raccoon'; 'dolphin'; 'girl']",bottle
141,62,"['aquarium_fish'; 'wolf'; 'boy'; 'dolphin'; 'rose']",wolf
142,35,"['turtle'; 'palm_tree'; 'apple'; 'pine_tree'; 'chair']",palm_tree
143,63,"['chimpanzee'; 'poppy'; 'oak_tree'; 'crocodile'; 'plate']",poppy
144,40,"['baby'; 'leopard'; 'snail'; 'butterfly'; 'porcupine']",butterfly
145,4,"['rabbit'; 'seal'; 'bear'; 'dolphin'; 'snake']",rabbit
146,99,"['clock'; 'leopard'; 'wardrobe'; 'oak_tree'; 'tank']",leopard
147,63,"['crocodile'; 'plate'; 'chimpanzee'; 'oak_tree'; 'poppy']",oak_tree
148,74,"['tank'; 'seal'; 'skunk'; 'orange'; 'raccoon']",orange
149,53,"['crocodile'; 'can'; 'telephone'; 'porcupine'; 'rose']",porcupine
150,26,"['willow_tree'; 'seal'; 'flatfish'; 'rocket'; 'fox']",seal
151,95,"['man'; 'bed'; 'lobster'; 'keyboard'; 'crab']",keyboard
152,48,"['cup'; 'pickup_truck'; 'bicycle'; 'camel'; 'elephant']",camel
153,27,"['otter'; 'oak_tree'; 'skunk'; 'willow_tree'; 'maple_tree']",oak_tree
154,33,"['tiger'; 'wolf'; 'girl'; 'butterfly'; 'rocket']",girl
155,29,"['streetcar'; 'bee'; 'cattle'; 'wolf'; 'butterfly']",cattle
156,39,"['road'; 'rose'; 'woman'; 'apple'; 'chair']",rose
157,79,"['bridge'; 'bottle'; 'crocodile'; 'seal'; 'road']",bottle
158,32,"['aquarium_fish'; 'tiger'; 'sea'; 'forest'; 'turtle']",forest
159,46,"['couch'; 'tulip'; 'keyboard'; 'oak_tree'; 'tractor']",tulip
160,64,"['beetle'; 'apple'; 'motorcycle'; 'chimpanzee'; 'mushroom']",apple
161,28,"['possum'; 'dinosaur'; 'boy'; 'raccoon'; 'castle']",boy
162,85,"['fox'; 'bus'; 'willow_tree'; 'rose'; 'cattle']",rose
163,32,"['sea'; 'forest'; 'aquarium_fish'; 'turtle'; 'tiger']",forest
164,82,"['trout'; 'rocket'; 'snake'; 'kangaroo'; 'table']",kangaroo
165,78,"['aquarium_fish'; 'squirrel'; 'bottle'; 'pickup_truck'; 'wolf']",squirrel
166,39,"['rose'; 'road'; 'chair'; 'woman'; 'apple']",road
167,54,"['turtle'; 'shrew'; 'elephant'; 'plate'; 'oak_tree']",plate
168,28,"['dinosaur'; 'raccoon'; 'castle'; 'boy'; 'possum']",castle
169,66,"['tulip'; 'seal'; 'train'; 'tank'; 'wardrobe']",tulip
170,65,"['forest'; 'mountain'; 'pickup_truck'; 'hamster'; 'orchid']",hamster
171,72,"['mushroom'; 'shark'; 'elephant'; 'camel'; 'dolphin']",elephant
172,21,"['dinosaur'; 'tiger'; 'seal'; 'worm'; 'leopard']",worm
173,64,"['apple'; 'beetle'; 'chimpanzee'; 'mushroom'; 'motorcycle']",beetle
174,62,"['wolf'; 'dolphin'; 'boy'; 'rose'; 'aquarium_fish']",boy
175,72,"['camel'; 'elephant'; 'dolphin'; 'shark'; 'mushroom']",mushroom
176,0,"['beaver'; 'hamster'; 'sunflower'; 'camel'; 'whale']",camel
177,44,"['chimpanzee'; 'forest'; 'sea'; 'snake'; 'road']",forest
178,7,"['otter'; 'chimpanzee'; 'apple'; 'woman'; 'train']",apple
179,12,"['squirrel'; 'bowl'; 'sea'; 'kangaroo'; 'streetcar']",kangaroo
180,19,"['clock'; 'chimpanzee'; 'wardrobe'; 'flatfish'; 'rocket']",chimpanzee
181,11,"['rocket'; 'wardrobe'; 'mountain'; 'can'; 'pine_tree']",mountain
182,31,"['mountain'; 'plain'; 'road'; 'snail'; 'mouse']",snail
183,61,"['table'; 'bridge'; 'sea'; 'bee'; 'palm_tree']",palm_tree
184,79,"['seal'; 'road'; 'bottle'; 'bridge'; 'crocodile']",bottle
185,45,"['rose'; 'wolf'; 'otter'; 'wardrobe'; 'crocodile']",wardrobe
186,81,"['chair'; 'elephant'; 'maple_tree'; 'palm_tree'; 'hamster']",chair
187,79,"['crocodile'; 'seal'; 'bridge'; 'bottle'; 'road']",bridge
188,98,"['dolphin'; 'oak_tree'; 'chair'; 'bear'; 'clock']",chair
189,43,"['worm'; 'can'; 'tank'; 'rocket'; 'plate']",worm
190,46,"['oak_tree'; 'tulip'; 'keyboard'; 'couch'; 'tractor']",keyboard
191,67,"['poppy'; 'cattle'; 'house'; 'crocodile'; 'cockroach']",house
192,80,"['bicycle'; 'lizard'; 'can'; 'forest'; 'possum']",lizard
193,68,"['willow_tree'; 'beetle'; 'rose'; 'skunk'; 'whale']",beetle
194,74,"['seal'; 'raccoon'; 'orange'; 'skunk'; 'tank']",orange
195,48,"['camel'; 'cup'; 'pickup_truck'; 'elephant'; 'bicycle']",cup
196,81,"['elephant'; 'hamster'; 'palm_tree'; 'maple_tree'; 'chair']",hamster
197,94,"['rose'; 'caterpillar'; 'can'; 'bed'; 'otter']",caterpillar
198,86,"['lion'; 'tulip'; 'snail'; 'hamster'; 'crab']",lion
199,69,"['beetle'; 'bee'; 'lamp'; 'skunk'; 'plate']",skunk
200,39,"['rose'; 'woman'; 'apple'; 'chair'; 'road']",woman
201,73,"['bowl'; 'skunk'; 'squirrel'; 'snail'; 'bed']",bed
202,2,"['whale'; 'skyscraper'; 'television'; 'bridge'; 'rose']",whale
203,46,"['oak_tree'; 'tractor'; 'keyboard'; 'tulip'; 'couch']",tractor
204,49,"['baby'; 'lion'; 'skyscraper'; 'sea'; 'dinosaur']",lion
205,63,"['chimpanzee'; 'oak_tree'; 'plate'; 'crocodile'; 'poppy']",poppy
206,43,"['worm'; 'rocket'; 'plate'; 'can'; 'tank']",worm
207,14,"['worm'; 'bed'; 'kangaroo'; 'dolphin'; 'tank']",bed
208,49,"['skyscraper'; 'lion'; 'dinosaur'; 'sea'; 'baby']",lion
209,68,"['willow_tree'; 'skunk'; 'whale'; 'rose'; 'beetle']",whale
210,65,"['hamster'; 'orchid'; 'mountain'; 'pickup_truck'; 'forest']",pickup_truck
211,41,"['maple_tree'; 'beetle'; 'dolphin'; 'shark'; 'keyboard']",beetle
212,37,"['rabbit'; 'bus'; 'keyboard'; 'streetcar'; 'sunflower']",keyboard
213,45,"['wolf'; 'otter'; 'rose'; 'wardrobe'; 'crocodile']",wardrobe
214,36,"['turtle'; 'rabbit'; 'woman'; 'clock'; 'forest']",woman
215,21,"['tiger'; 'worm'; 'leopard'; 'seal'; 'dinosaur']",worm
216,77,"['sweet_pepper'; 'pickup_truck'; 'lamp'; 'kangaroo'; 'telephone']",kangaroo
217,37,"['bus'; 'keyboard'; 'sunflower'; 'rabbit'; 'streetcar']",keyboard
218,39,"['rose'; 'chair'; 'road'; 'woman'; 'apple']",chair
219,8,"['chair'; 'lizard'; 'cup'; 'hamster'; 'woman']",lizard
220,9,"['lizard'; 'bridge'; 'butterfly'; 'mountain'; 'bus']",lizard
221,62,"['wolf'; 'boy'; 'rose'; 'aquarium_fish'; 'dolphin']",wolf
222,86,"['lion'; 'hamster'; 'tulip'; 'crab'; 'snail']",lion
223,39,"['road'; 'chair'; 'woman'; 'rose'; 'apple']",rose
224,19,"['flatfish'; 'chimpanzee'; 'wardrobe'; 'clock'; 'rocket']",wardrobe
225,54,"['shrew'; 'oak_tree'; 'turtle'; 'plate'; 'elephant']",plate
226,39,"['woman'; 'rose'; 'road'; 'apple'; 'chair']",rose
227,28,"['raccoon'; 'boy'; 'possum'; 'dinosaur'; 'castle']",boy
228,11,"['pine_tree'; 'mountain'; 'wardrobe'; 'can'; 'rocket']",wardrobe
229,89,"['leopard'; 'orchid'; 'apple'; 'bed'; 'girl']",apple
230,90,"['worm'; 'forest'; 'chair'; 'can'; 'streetcar']",chair
231,90,"['worm'; 'forest'; 'can'; 'streetcar'; 'chair']",worm
232,79,"['bridge'; 'seal'; 'road'; 'bottle'; 'crocodile']",bottle
233,66,"['wardrobe'; 'tank'; 'seal'; 'tulip'; 'train']",tulip
234,81,"['chair'; 'palm_tree'; 'hamster'; 'elephant'; 'maple_tree']",hamster
235,21,"['seal'; 'dinosaur'; 'tiger'; 'leopard'; 'worm']",dinosaur
236,79,"['seal'; 'crocodile'; 'road'; 'bottle'; 'bridge']",road
237,40,"['snail'; 'porcupine'; 'leopard'; 'butterfly'; 'baby']",porcupine
238,29,"['bee'; 'cattle'; 'wolf'; 'streetcar'; 'butterfly']",cattle
239,22,"['lawn_mower'; 'dolphin'; 'oak_tree'; 'beetle'; 'beaver']",dolphin
240,13,"['bicycle'; 'couch'; 'maple_tree'; 'trout'; 'shrew']",couch
241,25,"['pine_tree'; 'castle'; 'fox'; 'sweet_pepper'; 'caterpillar']",castle
242,11,"['pine_tree'; 'rocket'; 'wardrobe'; 'mountain'; 'can']",mountain
243,38,"['couch'; 'rabbit'; 'cattle'; 'snake'; 'motorcycle']",couch
244,10,"['snake'; 'bed'; 'lobster'; 'fox'; 'man']",lobster
245,96,"['television'; 'elephant'; 'lobster'; 'bus'; 'tank']",elephant
246,54,"['shrew'; 'elephant'; 'turtle'; 'plate'; 'oak_tree']",plate
247,65,"['forest'; 'mountain'; 'hamster'; 'pickup_truck'; 'orchid']",hamster
248,39,"['road'; 'rose'; 'woman'; 'apple'; 'chair']",rose
249,40,"['porcupine'; 'baby'; 'butterfly'; 'leopard'; 'snail']",baby
250,42,"['porcupine'; 'wardrobe'; 'woman'; 'bicycle'; 'bowl']",wardrobe
251,48,"['pickup_truck'; 'cup'; 'elephant'; 'bicycle'; 'camel']",cup
252,48,"['pickup_truck'; 'elephant'; 'camel'; 'cup'; 'bicycle']",cup
253,51,"['beaver'; 'beetle'; 'streetcar'; 'dinosaur'; 'bicycle']",streetcar
254,11,"['rocket'; 'mountain'; 'wardrobe'; 'can'; 'pine_tree']",pine_tree
255,23,"['shark'; 'girl'; 'bicycle'; 'cup'; 'tulip']",girl
256,23,"['cup'; 'bicycle'; 'shark'; 'tulip'; 'girl']",shark
257,89,"['leopard'; 'girl'; 'orchid'; 'bed'; 'apple']",leopard
258,52,"['leopard'; 'girl'; 'raccoon'; 'dolphin'; 'bottle']",girl
259,46,"['tractor'; 'tulip'; 'keyboard'; 'couch'; 'oak_tree']",keyboard
260,2,"['whale'; 'television'; 'bridge'; 'skyscraper'; 'rose']",rose
261,95,"['bed'; 'man'; 'lobster'; 'keyboard'; 'crab']",keyboard
262,43,"['worm'; 'plate'; 'rocket'; 'can'; 'tank']",plate
263,86,"['crab'; 'snail'; 'tulip'; 'hamster'; 'lion']",lion
264,34,"['kangaroo'; 'worm'; 'butterfly'; 'lizard'; 'sweet_pepper']",worm
265,66,"['train'; 'tulip'; 'seal'; 'wardrobe'; 'tank']",tulip
266,18,"['tiger'; 'bottle'; 'snake'; 'sunflower'; 'sweet_pepper']",bottle
267,46,"['couch'; 'tractor'; 'oak_tree'; 'tulip'; 'keyboard']",tractor
268,66,"['seal'; 'train'; 'tulip'; 'tank'; 'wardrobe']",tulip
269,56,"['plain'; 'bee'; 'orchid'; 'oak_tree'; 'wardrobe']",bee
270,57,"['television'; 'beetle'; 'sweet_pepper'; 'bridge'; 'table']",beetle
271,1,"['butterfly'; 'whale'; 'flatfish'; 'dinosaur'; 'caterpillar']",butterfly
272,44,"['chimpanzee'; 'snake'; 'road'; 'forest'; 'sea']",road
273,11,"['mountain'; 'rocket'; 'wardrobe'; 'can'; 'pine_tree']",pine_tree
274,82,"['table'; 'trout'; 'kangaroo'; 'rocket'; 'snake']",trout
275,23,"['tulip'; 'bicycle'; 'girl'; 'cup'; 'shark']",shark
276,90,"['chair'; 'can'; 'streetcar'; 'forest'; 'worm']",chair
277,56,"['oak_tree'; 'wardrobe'; 'plain'; 'bee'; 'orchid']",wardrobe
278,19,"['rocket'; 'wardrobe'; 'flatfish'; 'chimpanzee'; 'clock']",wardrobe
279,68,"['willow_tree'; 'skunk'; 'beetle'; 'whale'; 'rose']",whale
280,66,"['tulip'; 'seal'; 'train'; 'wardrobe'; 'tank']",tulip
281,28,"['castle'; 'raccoon'; 'boy'; 'possum'; 'dinosaur']",raccoon
282,1,"['flatfish'; 'caterpillar'; 'butterfly'; 'whale'; 'dinosaur']",whale
283,57,"['television'; 'table'; 'beetle'; 'bridge'; 'sweet_pepper']",beetle
284,67,"['house'; 'crocodile'; 'cattle'; 'cockroach'; 'poppy']",house
285,5,"['tulip'; 'train'; 'crab'; 'table'; 'rose']",train
286,13,"['maple_tree'; 'couch'; 'shrew'; 'trout'; 'bicycle']",couch
287,78,"['bottle'; 'squirrel'; 'pickup_truck'; 'wolf'; 'aquarium_fish']",squirrel
288,6,"['orchid'; 'skyscraper'; 'hamster'; 'pickup_truck'; 'dinosaur']",skyscraper
289,84,"['bus'; 'castle'; 'butterfly'; 'tank'; 'forest']",castle
290,7,"['otter'; 'woman'; 'chimpanzee'; 'train'; 'apple']",woman
291,41,"['dolphin'; 'keyboard'; 'maple_tree'; 'beetle'; 'shark']",keyboard
292,65,"['forest'; 'hamster'; 'orchid'; 'mountain'; 'pickup_truck']",hamster
293,80,"['bicycle'; 'forest'; 'lizard'; 'can'; 'possum']",lizard
294,12,"['sea'; 'streetcar'; 'squirrel'; 'kangaroo'; 'bowl']",squirrel
295,50,"['cup'; 'apple'; 'trout'; 'bottle'; 'skyscraper']",skyscraper
296,63,"['poppy'; 'chimpanzee'; 'oak_tree'; 'plate'; 'crocodile']",plate
297,26,"['willow_tree'; 'seal'; 'rocket'; 'fox'; 'flatfish']",willow_tree
298,8,"['cup'; 'hamster'; 'woman'; 'lizard'; 'chair']",hamster
299,53,"['can'; 'rose'; 'telephone'; 'porcupine'; 'crocodile']",rose
300,60,"['elephant'; 'cloud'; 'bottle'; 'girl'; 'pine_tree']",bottle
301,99,"['oak_tree'; 'leopard'; 'tank'; 'wardrobe'; 'clock']",leopard
302,97,"['cattle'; 'spider'; 'sea'; 'whale'; 'oak_tree']",spider
303,85,"['bus'; 'willow_tree'; 'rose'; 'fox'; 'cattle']",rose
304,0,"['hamster'; 'beaver'; 'sunflower'; 'camel'; 'whale']",hamster
305,78,"['aquarium_fish'; 'wolf'; 'bottle'; 'squirrel'; 'pickup_truck']",wolf
306,31,"['road'; 'snail'; 'mouse'; 'mountain'; 'plain']",snail
307,10,"['bed'; 'snake'; 'fox'; 'man'; 'lobster']",lobster
308,2,"['television'; 'whale'; 'skyscraper'; 'rose'; 'bridge']",whale
309,7,"['woman'; 'apple'; 'otter'; 'chimpanzee'; 'train']",apple
310,43,"['tank'; 'can'; 'worm'; 'plate'; 'rocket']",Rock
311,83,"['telephone'; 'kangaroo'; 'ray'; 'rose'; 'aquarium_fish']",kangaroo
312,97,"['oak_tree'; 'spider'; 'sea'; 'whale'; 'cattle']",spider
313,91,"['rose'; 'whale'; 'orchid'; 'palm_tree'; 'train']",whale
314,82,"['snake'; 'rocket'; 'trout'; 'kangaroo'; 'table']",table
315,28,"['boy'; 'possum'; 'dinosaur'; 'castle'; 'raccoon']",raccoon
316,42,"['porcupine'; 'bicycle'; 'woman'; 'bowl'; 'wardrobe']",bicycle
317,0,"['sunflower'; 'camel'; 'beaver'; 'whale'; 'hamster']",camel
318,82,"['rocket'; 'table'; 'trout'; 'kangaroo'; 'snake']",table
319,5,"['train'; 'crab'; 'table'; 'tulip'; 'rose']",crab
320,68,"['willow_tree'; 'whale'; 'rose'; 'beetle'; 'skunk']",whale
321,60,"['bottle'; 'pine_tree'; 'elephant'; 'girl'; 'cloud']",elephant
322,30,"['chair'; 'bicycle'; 'tiger'; 'otter'; 'snail']",tiger
323,98,"['bear'; 'oak_tree'; 'dolphin'; 'clock'; 'chair']",chair
324,82,"['table'; 'rocket'; 'trout'; 'snake'; 'kangaroo']",trout
