index,true_label,candidate_labels,complementary_label
203,3,"['automobile'; 'ship'; 'cat'; 'airplane']",automobile
204,6,"['frog'; 'deer'; 'airplane'; 'truck']",airplane
205,9,"['automobile'; 'bird'; 'frog'; 'truck']",bird
206,1,"['cat'; 'dog'; 'bird'; 'automobile']",bird
207,3,"['airplane'; 'cat'; 'ship'; 'automobile']",airplane
208,9,"['bird'; 'truck'; 'frog'; 'automobile']",bird
209,6,"['truck'; 'deer'; 'frog'; 'airplane']",deer
210,6,"['deer'; 'frog'; 'truck'; 'airplane']",truck
211,7,"['frog'; 'bird'; 'truck'; 'dog']",truck
212,1,"['bird'; 'automobile'; 'dog'; 'cat']",bird
213,0,"['truck'; 'automobile'; 'airplane'; 'deer']",deer
214,9,"['automobile'; 'truck'; 'bird'; 'frog']",bird
215,5,"['ship'; 'frog'; 'horse'; 'cat']",frog
216,8,"['airplane'; 'bird'; 'dog'; 'cat']",dog
217,5,"['cat'; 'ship'; 'frog'; 'horse']",ship
218,2,"['airplane'; 'automobile'; 'frog'; 'ship']",frog
219,9,"['automobile'; 'bird'; 'truck'; 'frog']",bird
220,0,"['automobile'; 'truck'; 'deer'; 'airplane']",deer
221,8,"['airplane'; 'dog'; 'cat'; 'bird']",dog
222,8,"['bird'; 'dog'; 'cat'; 'airplane']",dog
223,0,"['deer'; 'automobile'; 'truck'; 'airplane']",deer
224,6,"['deer'; 'airplane'; 'truck'; 'frog']",airplane
225,9,"['bird'; 'automobile'; 'truck'; 'frog']",bird
226,1,"['dog'; 'bird'; 'automobile'; 'cat']",dog
227,1,"['bird'; 'automobile'; 'cat'; 'dog']",bird
228,6,"['deer'; 'truck'; 'frog'; 'airplane']",truck
229,3,"['ship'; 'cat'; 'airplane'; 'automobile']",ship
230,7,"['truck'; 'bird'; 'dog'; 'frog']",bird
231,6,"['airplane'; 'truck'; 'frog'; 'deer']",truck
232,6,"['deer'; 'truck'; 'airplane'; 'frog']",truck
233,0,"['truck'; 'automobile'; 'deer'; 'airplane']",deer
234,6,"['frog'; 'deer'; 'airplane'; 'truck']",airplane
235,6,"['truck'; 'airplane'; 'deer'; 'frog']",truck
236,1,"['bird'; 'dog'; 'cat'; 'automobile']",bird
237,7,"['truck'; 'dog'; 'bird'; 'frog']",dog
238,1,"['automobile'; 'bird'; 'cat'; 'dog']",bird
239,5,"['frog'; 'ship'; 'cat'; 'horse']",ship
240,8,"['dog'; 'bird'; 'cat'; 'airplane']",dog
241,3,"['automobile'; 'cat'; 'ship'; 'airplane']",ship
242,6,"['deer'; 'airplane'; 'frog'; 'truck']",airplane
243,6,"['frog'; 'airplane'; 'truck'; 'deer']",airplane
244,8,"['bird'; 'dog'; 'airplane'; 'cat']",airplane
245,6,"['frog'; 'truck'; 'airplane'; 'deer']",truck
246,8,"['bird'; 'dog'; 'cat'; 'airplane']",dog
247,4,"['airplane'; 'cat'; 'ship'; 'dog']",cat
248,6,"['frog'; 'deer'; 'airplane'; 'truck']",airplane
249,6,"['airplane'; 'deer'; 'truck'; 'frog']",deer
250,1,"['dog'; 'cat'; 'automobile'; 'bird']",dog
251,3,"['automobile'; 'cat'; 'ship'; 'airplane']",cat
252,8,"['airplane'; 'bird'; 'dog'; 'cat']",dog
253,3,"['ship'; 'airplane'; 'cat'; 'automobile']",ship
254,4,"['cat'; 'ship'; 'airplane'; 'dog']",ship
255,1,"['bird'; 'automobile'; 'cat'; 'dog']",bird
256,7,"['bird'; 'frog'; 'dog'; 'truck']",truck
257,1,"['cat'; 'automobile'; 'bird'; 'dog']",cat
258,3,"['ship'; 'airplane'; 'automobile'; 'cat']",ship
259,8,"['airplane'; 'cat'; 'dog'; 'bird']",cat
260,5,"['cat'; 'ship'; 'frog'; 'horse']",ship
261,1,"['automobile'; 'bird'; 'cat'; 'dog']",bird
262,1,"['automobile'; 'bird'; 'cat'; 'dog']",bird
263,4,"['cat'; 'airplane'; 'dog'; 'ship']",airplane
264,0,"['deer'; 'truck'; 'airplane'; 'automobile']",deer
265,9,"['automobile'; 'truck'; 'bird'; 'frog']",bird
266,3,"['ship'; 'automobile'; 'airplane'; 'cat']",ship
267,7,"['truck'; 'frog'; 'bird'; 'dog']",frog
268,4,"['cat'; 'airplane'; 'dog'; 'ship']",airplane
269,9,"['bird'; 'frog'; 'truck'; 'automobile']",bird
270,9,"['truck'; 'automobile'; 'frog'; 'bird']",frog
271,2,"['automobile'; 'airplane'; 'frog'; 'ship']",frog
272,4,"['dog'; 'airplane'; 'ship'; 'cat']",airplane
273,9,"['truck'; 'automobile'; 'frog'; 'bird']",frog
274,9,"['bird'; 'truck'; 'frog'; 'automobile']",bird
275,1,"['bird'; 'cat'; 'dog'; 'automobile']",bird
276,0,"['deer'; 'truck'; 'airplane'; 'automobile']",deer
277,5,"['cat'; 'frog'; 'ship'; 'horse']",ship
278,9,"['automobile'; 'truck'; 'frog'; 'bird']",frog
279,0,"['deer'; 'airplane'; 'automobile'; 'truck']",deer
280,8,"['airplane'; 'cat'; 'dog'; 'bird']",cat
281,2,"['frog'; 'automobile'; 'ship'; 'airplane']",automobile
282,1,"['bird'; 'cat'; 'dog'; 'automobile']",bird
283,2,"['frog'; 'airplane'; 'automobile'; 'ship']",airplane
284,0,"['deer'; 'automobile'; 'truck'; 'airplane']",deer
285,5,"['frog'; 'cat'; 'horse'; 'ship']",ship
286,6,"['deer'; 'frog'; 'truck'; 'airplane']",truck
287,3,"['ship'; 'automobile'; 'airplane'; 'cat']",ship
288,2,"['frog'; 'ship'; 'automobile'; 'airplane']",ship
289,7,"['bird'; 'frog'; 'truck'; 'dog']",truck
290,8,"['airplane'; 'bird'; 'dog'; 'cat']",dog
291,8,"['airplane'; 'bird'; 'dog'; 'cat']",dog
292,6,"['frog'; 'airplane'; 'truck'; 'deer']",airplane
293,0,"['airplane'; 'automobile'; 'truck'; 'deer']",deer
294,7,"['dog'; 'frog'; 'bird'; 'truck']",truck
295,9,"['truck'; 'frog'; 'bird'; 'automobile']",frog
296,4,"['dog'; 'airplane'; 'cat'; 'ship']",airplane
297,5,"['frog'; 'ship'; 'cat'; 'horse']",ship
298,6,"['deer'; 'truck'; 'frog'; 'airplane']",truck
299,4,"['airplane'; 'dog'; 'cat'; 'ship']",airplane
300,2,"['airplane'; 'frog'; 'automobile'; 'ship']",airplane
301,1,"['automobile'; 'dog'; 'bird'; 'cat']",dog
302,1,"['dog'; 'cat'; 'automobile'; 'bird']",dog
303,2,"['automobile'; 'frog'; 'ship'; 'airplane']",frog
304,1,"['cat'; 'dog'; 'bird'; 'automobile']",bird
305,5,"['horse'; 'ship'; 'cat'; 'frog']",ship
306,9,"['truck'; 'frog'; 'automobile'; 'bird']",frog
307,9,"['bird'; 'frog'; 'truck'; 'automobile']",bird
308,0,"['airplane'; 'truck'; 'automobile'; 'deer']",truck
309,8,"['bird'; 'airplane'; 'dog'; 'cat']",dog
310,4,"['airplane'; 'ship'; 'dog'; 'cat']",dog
311,1,"['automobile'; 'cat'; 'bird'; 'dog']",cat
312,1,"['bird'; 'automobile'; 'dog'; 'cat']",bird
313,6,"['airplane'; 'deer'; 'frog'; 'truck']",airplane
314,3,"['ship'; 'airplane'; 'automobile'; 'cat']",ship
315,3,"['airplane'; 'automobile'; 'ship'; 'cat']",airplane
316,9,"['automobile'; 'bird'; 'truck'; 'frog']",bird
317,0,"['truck'; 'deer'; 'airplane'; 'automobile']",deer
318,7,"['frog'; 'dog'; 'truck'; 'bird']",truck
319,9,"['automobile'; 'frog'; 'bird'; 'truck']",frog
320,7,"['dog'; 'truck'; 'bird'; 'frog']",truck
321,7,"['dog'; 'truck'; 'frog'; 'bird']",truck
322,9,"['bird'; 'truck'; 'frog'; 'automobile']",bird
323,1,"['bird'; 'cat'; 'automobile'; 'dog']",bird
324,5,"['frog'; 'cat'; 'ship'; 'horse']",ship
325,1,"['cat'; 'automobile'; 'bird'; 'dog']",cat
326,6,"['deer'; 'airplane'; 'frog'; 'truck']",airplane
327,6,"['frog'; 'truck'; 'airplane'; 'deer']",truck
328,8,"['dog'; 'airplane'; 'cat'; 'bird']",dog
329,7,"['dog'; 'truck'; 'bird'; 'frog']",truck
330,1,"['dog'; 'automobile'; 'bird'; 'cat']",dog
331,3,"['airplane'; 'cat'; 'ship'; 'automobile']",airplane
332,0,"['deer'; 'automobile'; 'airplane'; 'truck']",deer
333,3,"['automobile'; 'cat'; 'ship'; 'airplane']",ship
334,3,"['cat'; 'ship'; 'airplane'; 'automobile']",ship
335,2,"['automobile'; 'frog'; 'airplane'; 'ship']",frog
336,4,"['dog'; 'ship'; 'airplane'; 'cat']",ship
337,5,"['horse'; 'cat'; 'ship'; 'frog']",ship
338,7,"['dog'; 'truck'; 'bird'; 'frog']",truck
339,5,"['frog'; 'ship'; 'cat'; 'horse']",ship
340,9,"['automobile'; 'frog'; 'bird'; 'truck']",frog
341,0,"['deer'; 'automobile'; 'truck'; 'airplane']",deer
342,3,"['cat'; 'ship'; 'automobile'; 'airplane']",ship
343,4,"['ship'; 'airplane'; 'dog'; 'cat']",dog
344,0,"['automobile'; 'airplane'; 'deer'; 'truck']",deer
345,4,"['airplane'; 'dog'; 'ship'; 'cat']",ship
346,4,"['airplane'; 'cat'; 'dog'; 'ship']",cat
347,6,"['truck'; 'airplane'; 'deer'; 'frog']",truck
348,0,"['automobile'; 'deer'; 'airplane'; 'truck']",deer
349,0,"['truck'; 'deer'; 'airplane'; 'automobile']",deer
350,6,"['airplane'; 'frog'; 'truck'; 'deer']",truck
351,6,"['truck'; 'deer'; 'airplane'; 'frog']",truck
352,0,"['automobile'; 'truck'; 'airplane'; 'deer']",deer
353,8,"['dog'; 'bird'; 'cat'; 'airplane']",dog
354,1,"['bird'; 'dog'; 'automobile'; 'cat']",bird
355,6,"['airplane'; 'deer'; 'frog'; 'truck']",deer
356,2,"['ship'; 'automobile'; 'airplane'; 'frog']",ship
357,9,"['bird'; 'automobile'; 'truck'; 'frog']",bird
358,2,"['automobile'; 'ship'; 'frog'; 'airplane']",frog
359,5,"['horse'; 'ship'; 'cat'; 'frog']",ship
360,9,"['automobile'; 'truck'; 'bird'; 'frog']",bird
361,6,"['airplane'; 'frog'; 'deer'; 'truck']",deer
362,7,"['dog'; 'frog'; 'bird'; 'truck']",truck
363,4,"['airplane'; 'dog'; 'ship'; 'cat']",dog
364,1,"['cat'; 'dog'; 'automobile'; 'bird']",cat
365,8,"['airplane'; 'dog'; 'cat'; 'bird']",dog
366,7,"['truck'; 'bird'; 'frog'; 'dog']",bird
367,3,"['cat'; 'airplane'; 'automobile'; 'ship']",airplane
368,6,"['airplane'; 'truck'; 'frog'; 'deer']",truck
369,9,"['automobile'; 'frog'; 'bird'; 'truck']",frog
370,3,"['cat'; 'airplane'; 'automobile'; 'ship']",airplane
371,0,"['deer'; 'automobile'; 'truck'; 'airplane']",deer
372,4,"['cat'; 'dog'; 'airplane'; 'ship']",airplane
373,0,"['truck'; 'automobile'; 'deer'; 'airplane']",deer
374,5,"['ship'; 'cat'; 'frog'; 'horse']",frog
375,1,"['cat'; 'automobile'; 'dog'; 'bird']",cat
376,0,"['deer'; 'automobile'; 'airplane'; 'truck']",deer
377,3,"['cat'; 'airplane'; 'automobile'; 'ship']",airplane
378,4,"['ship'; 'airplane'; 'cat'; 'dog']",cat
379,8,"['cat'; 'bird'; 'airplane'; 'dog']",airplane
380,5,"['cat'; 'horse'; 'frog'; 'ship']",ship
381,4,"['dog'; 'cat'; 'airplane'; 'ship']",airplane
382,7,"['dog'; 'truck'; 'bird'; 'frog']",truck
383,2,"['ship'; 'automobile'; 'frog'; 'airplane']",frog
384,3,"['airplane'; 'automobile'; 'cat'; 'ship']",airplane
385,9,"['bird'; 'frog'; 'automobile'; 'truck']",bird
386,7,"['truck'; 'dog'; 'frog'; 'bird']",frog
387,6,"['deer'; 'airplane'; 'truck'; 'frog']",airplane
388,7,"['bird'; 'frog'; 'dog'; 'truck']",truck
389,1,"['dog'; 'automobile'; 'cat'; 'bird']",dog
390,4,"['cat'; 'ship'; 'airplane'; 'dog']",ship
391,7,"['frog'; 'dog'; 'truck'; 'bird']",truck
392,0,"['automobile'; 'airplane'; 'deer'; 'truck']",deer
393,1,"['dog'; 'automobile'; 'cat'; 'bird']",dog
394,7,"['bird'; 'frog'; 'dog'; 'truck']",truck
395,3,"['automobile'; 'ship'; 'airplane'; 'cat']",automobile
396,1,"['bird'; 'dog'; 'automobile'; 'cat']",bird
397,8,"['dog'; 'cat'; 'bird'; 'airplane']",dog
398,4,"['cat'; 'ship'; 'airplane'; 'dog']",ship
399,4,"['cat'; 'dog'; 'ship'; 'airplane']",ship
400,2,"['ship'; 'automobile'; 'frog'; 'airplane']",frog
401,0,"['airplane'; 'truck'; 'deer'; 'automobile']",deer
402,2,"['ship'; 'frog'; 'airplane'; 'automobile']",automobile
403,2,"['ship'; 'automobile'; 'airplane'; 'frog']",frog
404,0,"['airplane'; 'truck'; 'automobile'; 'deer']",deer
405,0,"['airplane'; 'truck'; 'automobile'; 'deer']",truck
406,9,"['automobile'; 'bird'; 'truck'; 'frog']",bird
407,0,"['truck'; 'deer'; 'airplane'; 'automobile']",deer
408,9,"['truck'; 'bird'; 'automobile'; 'frog']",bird
409,6,"['truck'; 'deer'; 'frog'; 'airplane']",deer
410,8,"['bird'; 'dog'; 'airplane'; 'cat']",dog
411,2,"['automobile'; 'ship'; 'airplane'; 'frog']",automobile
412,7,"['dog'; 'bird'; 'frog'; 'truck']",truck
413,7,"['frog'; 'truck'; 'dog'; 'bird']",truck
414,4,"['airplane'; 'cat'; 'ship'; 'dog']",cat
415,0,"['truck'; 'airplane'; 'deer'; 'automobile']",deer
416,3,"['cat'; 'ship'; 'airplane'; 'automobile']",ship
417,0,"['deer'; 'truck'; 'airplane'; 'automobile']",deer
418,8,"['bird'; 'dog'; 'cat'; 'airplane']",dog
419,9,"['bird'; 'frog'; 'automobile'; 'truck']",bird
420,4,"['ship'; 'cat'; 'airplane'; 'dog']",cat
421,2,"['airplane'; 'frog'; 'ship'; 'automobile']",ship
422,7,"['bird'; 'truck'; 'dog'; 'frog']",truck
423,2,"['frog'; 'airplane'; 'automobile'; 'ship']",airplane
424,5,"['ship'; 'frog'; 'horse'; 'cat']",frog
425,2,"['automobile'; 'frog'; 'airplane'; 'ship']",frog
426,5,"['ship'; 'frog'; 'cat'; 'horse']",frog
427,1,"['dog'; 'bird'; 'cat'; 'automobile']",dog
428,9,"['bird'; 'frog'; 'truck'; 'automobile']",bird
429,4,"['cat'; 'airplane'; 'ship'; 'dog']",airplane
430,8,"['bird'; 'dog'; 'cat'; 'airplane']",dog
431,5,"['ship'; 'frog'; 'horse'; 'cat']",frog
