index,true_label,candidate_labels,complementary_label
70,92,"['lamp'; 'clock'; 'camel']",lamp
71,50,"['palm_tree'; 'man'; 'shark']",palm_tree
72,15,"['house'; 'oak_tree'; 'snake']",Oak tree
73,89,"['man'; 'beetle'; 'caterpillar']",caterpillar
74,36,"['streetcar'; 'lizard'; 'pear']",streetcar
75,18,"['motorcycle'; 'flatfish'; 'orange']",orange
76,89,"['beetle'; 'man'; 'caterpillar']",caterpillar
77,46,"['snake'; 'tractor'; 'television']",tractor
78,33,"['mouse'; 'possum'; 'baby']",baby
79,42,"['wolf'; 'squirrel'; 'camel']",squirrel
80,39,"['can'; 'maple_tree'; 'crocodile']",maple_tree
81,64,"['raccoon'; 'dinosaur'; 'pickup_truck']",dinosaur
82,75,"['table'; 'possum'; 'caterpillar']",caterpillar
83,38,"['train'; 'house'; 'lawn_mower']",house
84,23,"['boy'; 'girl'; 'crocodile']",crocodile
85,42,"['squirrel'; 'wolf'; 'camel']",camel
86,66,"['snake'; 'lobster'; 'possum']",lobster
87,77,"['apple'; 'palm_tree'; 'baby']",palm_tree
88,49,"['otter'; 'castle'; 'lawn_mower']",castle
89,18,"['orange'; 'flatfish'; 'motorcycle']",motorcycle
90,46,"['snake'; 'television'; 'tractor']",tractor
91,15,"['snake'; 'oak_tree'; 'house']",Oak tree
92,35,"['bridge'; 'woman'; 'turtle']",turtle
93,69,"['skyscraper'; 'bicycle'; 'cloud']",bicycle
94,95,"['house'; 'possum'; 'couch']",possum
95,83,"['squirrel'; 'bee'; 'skunk']",squirrel
96,75,"['table'; 'caterpillar'; 'possum']",caterpillar
97,99,"['spider'; 'wolf'; 'keyboard']",keyboard
98,73,"['boy'; 'streetcar'; 'mountain']",streetcar
99,93,"['train'; 'tulip'; 'pine_tree']",tulip
100,55,"['crab'; 'flatfish'; 'bus']",bus
101,39,"['crocodile'; 'maple_tree'; 'can']",maple_tree
102,4,"['aquarium_fish'; 'crab'; 'can']",aquarium_fish
103,97,"['fox'; 'sweet_pepper'; 'cloud']",sweet_pepper
104,61,"['snake'; 'beetle'; 'bed']",bed
105,93,"['train'; 'pine_tree'; 'tulip']",tulip
106,51,"['bear'; 'pickup_truck'; 'beaver']",bear
107,69,"['skyscraper'; 'cloud'; 'bicycle']",bicycle
108,56,"['plain'; 'train'; 'turtle']",turtle
109,84,"['lizard'; 'rocket'; 'chair']",rocket
110,59,"['tulip'; 'tank'; 'pine_tree']",tank
111,64,"['pickup_truck'; 'dinosaur'; 'raccoon']",dinosaur
112,94,"['sunflower'; 'skyscraper'; 'skunk']",skyscraper
113,4,"['crab'; 'aquarium_fish'; 'can']",aquarium_fish
114,11,"['bear'; 'lawn_mower'; 'mouse']",bear
115,33,"['possum'; 'mouse'; 'baby']",possum
116,68,"['bottle'; 'bee'; 'couch']",couch
117,38,"['house'; 'lawn_mower'; 'train']",train
118,20,"['bed'; 'bee'; 'whale']",bee
119,33,"['baby'; 'possum'; 'mouse']",baby
120,34,"['snake'; 'sweet_pepper'; 'skyscraper']",skyscraper
121,32,"['maple_tree'; 'leopard'; 'orchid']",leopard
122,46,"['television'; 'tractor'; 'snake']",tractor
123,53,"['lion'; 'mountain'; 'caterpillar']",caterpillar
124,88,"['mountain'; 'whale'; 'train']",whale
125,67,"['crocodile'; 'aquarium_fish'; 'flatfish']",aquarium_fish
126,70,"['couch'; 'rabbit'; 'lamp']",couch
127,64,"['dinosaur'; 'raccoon'; 'pickup_truck']",pickup_truck
128,53,"['lion'; 'mountain'; 'caterpillar']",mountain
129,64,"['pickup_truck'; 'dinosaur'; 'raccoon']",dinosaur
130,8,"['rabbit'; 'oak_tree'; 'crab']",oak_tree
131,96,"['boy'; 'couch'; 'lion']",couch
132,87,"['table'; 'bus'; 'pear']",bus
133,30,"['lamp'; 'plain'; 'wardrobe']",lamp
134,20,"['whale'; 'bed'; 'bee']",whale
135,30,"['lamp'; 'wardrobe'; 'plain']",wardrobe
136,66,"['snake'; 'possum'; 'lobster']",lobster
137,19,"['road'; 'fox'; 'pear']",fox
138,76,"['bed'; 'snake'; 'butterfly']",butterfly
139,87,"['table'; 'pear'; 'bus']",pear
140,52,"['flatfish'; 'shrew'; 'worm']",shrew
141,62,"['television'; 'mushroom'; 'motorcycle']",mushroom
142,35,"['bridge'; 'woman'; 'turtle']",turtle
143,63,"['sweet_pepper'; 'rabbit'; 'motorcycle']",motorcycle
144,40,"['fox'; 'shrew'; 'crocodile']",fox
145,4,"['can'; 'aquarium_fish'; 'crab']",aquarium_fish
146,99,"['spider'; 'keyboard'; 'wolf']",keyboard
147,63,"['rabbit'; 'sweet_pepper'; 'motorcycle']",sweet_pepper
148,74,"['fox'; 'maple_tree'; 'pickup_truck']",pickup_truck
149,53,"['mountain'; 'lion'; 'caterpillar']",mountain
150,26,"['otter'; 'sweet_pepper'; 'turtle']",turtle
151,95,"['house'; 'possum'; 'couch']",couch
152,48,"['forest'; 'castle'; 'willow_tree']",castle
153,27,"['tank'; 'crab'; 'tractor']",tractor
154,33,"['possum'; 'mouse'; 'baby']",possum
155,29,"['telephone'; 'train'; 'can']",train
156,39,"['maple_tree'; 'can'; 'crocodile']",maple_tree
157,79,"['crab'; 'butterfly'; 'sunflower']",sunflower
158,32,"['maple_tree'; 'leopard'; 'orchid']",leopard
159,46,"['snake'; 'tractor'; 'television']",tractor
160,64,"['pickup_truck'; 'raccoon'; 'dinosaur']",dinosaur
161,28,"['mountain'; 'beetle'; 'orchid']",beetle
162,85,"['willow_tree'; 'crab'; 'butterfly']",willow_tree
163,32,"['leopard'; 'orchid'; 'maple_tree']",orchid
164,82,"['bear'; 'maple_tree'; 'tulip']",bear
165,78,"['spider'; 'bowl'; 'cattle']",bowl
166,39,"['crocodile'; 'can'; 'maple_tree']",crocodile
167,54,"['girl'; 'bear'; 'lobster']",bear
168,28,"['mountain'; 'beetle'; 'orchid']",beetle
169,66,"['lobster'; 'possum'; 'snake']",lobster
170,65,"['possum'; 'plate'; 'turtle']",plate
171,72,"['cockroach'; 'woman'; 'crocodile']",woman
172,21,"['skyscraper'; 'ray'; 'raccoon']",skyscraper
173,64,"['dinosaur'; 'raccoon'; 'pickup_truck']",dinosaur
174,62,"['television'; 'mushroom'; 'motorcycle']",television
175,72,"['crocodile'; 'woman'; 'cockroach']",woman
176,0,"['telephone'; 'dolphin'; 'leopard']",dolphin
177,44,"['lion'; 'television'; 'pickup_truck']",television
178,7,"['table'; 'maple_tree'; 'butterfly']",maple_tree
179,12,"['can'; 'crocodile'; 'rocket']",crocodile
180,19,"['road'; 'pear'; 'fox']",pear
181,11,"['bear'; 'mouse'; 'lawn_mower']",lawn_mower
182,31,"['beetle'; 'shark'; 'sea']",shark
183,61,"['snake'; 'bed'; 'beetle']",bed
184,79,"['crab'; 'sunflower'; 'butterfly']",sunflower
185,45,"['kangaroo'; 'crocodile'; 'hamster']",kangaroo
186,81,"['beaver'; 'tiger'; 'castle']",beaver
187,79,"['crab'; 'butterfly'; 'sunflower']",sunflower
188,98,"['squirrel'; 'flatfish'; 'house']",squirrel
189,43,"['cloud'; 'bear'; 'table']",table
190,46,"['snake'; 'television'; 'tractor']",television
191,67,"['aquarium_fish'; 'crocodile'; 'flatfish']",crocodile
192,80,"['lion'; 'dinosaur'; 'dolphin']",lion
193,68,"['couch'; 'bee'; 'bottle']",bee
194,74,"['maple_tree'; 'fox'; 'pickup_truck']",pickup_truck
195,48,"['forest'; 'willow_tree'; 'castle']",castle
196,81,"['castle'; 'tiger'; 'beaver']",tiger
197,94,"['sunflower'; 'skunk'; 'skyscraper']",skyscraper
198,86,"['motorcycle'; 'train'; 'camel']",camel
199,69,"['skyscraper'; 'cloud'; 'bicycle']",bicycle
200,39,"['crocodile'; 'maple_tree'; 'can']",maple_tree
201,73,"['mountain'; 'streetcar'; 'boy']",streetcar
202,2,"['chair'; 'possum'; 'lizard']",possum
203,46,"['television'; 'snake'; 'tractor']",snake
204,49,"['lawn_mower'; 'castle'; 'otter']",castle
205,63,"['motorcycle'; 'sweet_pepper'; 'rabbit']",sweet_pepper
206,43,"['cloud'; 'bear'; 'table']",table
207,14,"['bed'; 'tank'; 'dolphin']",tank
208,49,"['otter'; 'lawn_mower'; 'castle']",lawn_mower
209,68,"['bee'; 'bottle'; 'couch']",bottle
210,65,"['turtle'; 'possum'; 'plate']",plate
211,41,"['rocket'; 'bridge'; 'butterfly']",bridge
212,37,"['snail'; 'butterfly'; 'train']",train
213,45,"['crocodile'; 'hamster'; 'kangaroo']",hamster
214,36,"['streetcar'; 'lizard'; 'pear']",streetcar
215,21,"['skyscraper'; 'raccoon'; 'ray']",ray
216,77,"['palm_tree'; 'baby'; 'apple']",palm_tree
217,37,"['train'; 'butterfly'; 'snail']",butterfly
218,39,"['maple_tree'; 'can'; 'crocodile']",maple_tree
219,8,"['oak_tree'; 'crab'; 'rabbit']",crab
220,9,"['girl'; 'lawn_mower'; 'motorcycle']",girl
221,62,"['mushroom'; 'television'; 'motorcycle']",television
222,86,"['motorcycle'; 'camel'; 'train']",camel
223,39,"['crocodile'; 'can'; 'maple_tree']",crocodile
224,19,"['fox'; 'road'; 'pear']",pear
225,54,"['bear'; 'girl'; 'lobster']",lobster
226,39,"['crocodile'; 'can'; 'maple_tree']",crocodile
227,28,"['mountain'; 'orchid'; 'beetle']",mountain
228,11,"['mouse'; 'lawn_mower'; 'bear']",lawn_mower
229,89,"['beetle'; 'caterpillar'; 'man']",man
230,90,"['boy'; 'sunflower'; 'lobster']",lobster
231,90,"['sunflower'; 'lobster'; 'boy']",lobster
232,79,"['sunflower'; 'butterfly'; 'crab']",crab
233,66,"['snake'; 'lobster'; 'possum']",lobster
234,81,"['tiger'; 'beaver'; 'castle']",beaver
235,21,"['skyscraper'; 'ray'; 'raccoon']",skyscraper
236,79,"['crab'; 'sunflower'; 'butterfly']",sunflower
237,40,"['fox'; 'crocodile'; 'shrew']",fox
238,29,"['telephone'; 'can'; 'train']",train
239,22,"['bed'; 'mushroom'; 'chimpanzee']",chimpanzee
240,13,"['bee'; 'snake'; 'elephant']",elephant
241,25,"['rabbit'; 'sweet_pepper'; 'man']",sweet_pepper
242,11,"['bear'; 'lawn_mower'; 'mouse']",lawn_mower
243,38,"['lawn_mower'; 'train'; 'house']",train
244,10,"['crab'; 'spider'; 'poppy']",poppy
245,96,"['couch'; 'lion'; 'boy']",lion
246,54,"['lobster'; 'bear'; 'girl']",bear
247,65,"['possum'; 'plate'; 'turtle']",plate
248,39,"['maple_tree'; 'crocodile'; 'can']",crocodile
249,40,"['shrew'; 'crocodile'; 'fox']",crocodile
250,42,"['camel'; 'squirrel'; 'wolf']",camel
251,48,"['forest'; 'castle'; 'willow_tree']",castle
252,48,"['castle'; 'willow_tree'; 'forest']",castle
253,51,"['pickup_truck'; 'beaver'; 'bear']",beaver
254,11,"['bear'; 'lawn_mower'; 'mouse']",lawn_mower
255,23,"['crocodile'; 'girl'; 'boy']",girl
256,23,"['boy'; 'girl'; 'crocodile']",crocodile
257,89,"['caterpillar'; 'beetle'; 'man']",beetle
258,52,"['flatfish'; 'shrew'; 'worm']",shrew
259,46,"['television'; 'snake'; 'tractor']",snake
260,2,"['possum'; 'chair'; 'lizard']",chair
261,95,"['house'; 'possum'; 'couch']",couch
262,43,"['table'; 'bear'; 'cloud']",table
263,86,"['motorcycle'; 'train'; 'camel']",camel
264,34,"['sweet_pepper'; 'skyscraper'; 'snake']",skyscraper
265,66,"['snake'; 'lobster'; 'possum']",lobster
266,18,"['flatfish'; 'motorcycle'; 'orange']",motorcycle
267,46,"['snake'; 'television'; 'tractor']",tractor
268,66,"['lobster'; 'possum'; 'snake']",lobster
269,56,"['train'; 'turtle'; 'plain']",turtle
270,57,"['squirrel'; 'wardrobe'; 'bridge']",wardrobe
271,1,"['bee'; 'mouse'; 'turtle']",turtle
272,44,"['pickup_truck'; 'lion'; 'television']",lion
273,11,"['bear'; 'lawn_mower'; 'mouse']",lawn_mower
274,82,"['maple_tree'; 'bear'; 'tulip']",bear
275,23,"['girl'; 'boy'; 'crocodile']",crocodile
276,90,"['sunflower'; 'boy'; 'lobster']",boy
277,56,"['plain'; 'train'; 'turtle']",train
278,19,"['road'; 'pear'; 'fox']",pear
279,68,"['bottle'; 'bee'; 'couch']",couch
280,66,"['possum'; 'lobster'; 'snake']",lobster
281,28,"['mountain'; 'orchid'; 'beetle']",mountain
282,1,"['mouse'; 'turtle'; 'bee']",bee
283,57,"['wardrobe'; 'bridge'; 'squirrel']",wardrobe
284,67,"['aquarium_fish'; 'crocodile'; 'flatfish']",crocodile
285,5,"['flatfish'; 'tractor'; 'skunk']",tractor
286,13,"['snake'; 'bee'; 'elephant']",elephant
287,78,"['spider'; 'cattle'; 'bowl']",cattle
288,6,"['man'; 'rocket'; 'couch']",couch
289,84,"['rocket'; 'chair'; 'lizard']",lizard
290,7,"['table'; 'maple_tree'; 'butterfly']",maple_tree
291,41,"['bridge'; 'rocket'; 'butterfly']",rocket
292,65,"['plate'; 'possum'; 'turtle']",turtle
293,80,"['dinosaur'; 'lion'; 'dolphin']",lion
294,12,"['can'; 'rocket'; 'crocodile']",rocket
295,50,"['shark'; 'man'; 'palm_tree']",palm_tree
296,63,"['sweet_pepper'; 'motorcycle'; 'rabbit']",motorcycle
297,26,"['turtle'; 'sweet_pepper'; 'otter']",otter
298,8,"['oak_tree'; 'crab'; 'rabbit']",crab
299,53,"['caterpillar'; 'mountain'; 'lion']",mountain
300,60,"['bottle'; 'cloud'; 'caterpillar']",caterpillar
301,99,"['wolf'; 'keyboard'; 'spider']",keyboard
302,97,"['fox'; 'cloud'; 'sweet_pepper']",cloud
303,85,"['willow_tree'; 'butterfly'; 'crab']",butterfly
304,0,"['telephone'; 'leopard'; 'dolphin']",leopard
305,78,"['bowl'; 'spider'; 'cattle']",spider
306,31,"['shark'; 'beetle'; 'sea']",beetle
307,10,"['poppy'; 'spider'; 'crab']",spider
308,2,"['chair'; 'possum'; 'lizard']",possum
309,7,"['table'; 'maple_tree'; 'butterfly']",maple_tree
310,43,"['bear'; 'table'; 'cloud']",table
311,83,"['skunk'; 'squirrel'; 'bee']",squirrel
312,97,"['sweet_pepper'; 'cloud'; 'fox']",cloud
313,91,"['house'; 'telephone'; 'road']",house
314,82,"['bear'; 'maple_tree'; 'tulip']",bear
315,28,"['orchid'; 'mountain'; 'beetle']",mountain
316,42,"['squirrel'; 'camel'; 'wolf']",camel
317,0,"['telephone'; 'leopard'; 'dolphin']",leopard
318,82,"['maple_tree'; 'bear'; 'tulip']",bear
319,5,"['skunk'; 'tractor'; 'flatfish']",tractor
320,68,"['couch'; 'bottle'; 'bee']",couch
321,60,"['caterpillar'; 'cloud'; 'bottle']",caterpillar
322,30,"['lamp'; 'wardrobe'; 'plain']",wardrobe
323,98,"['flatfish'; 'house'; 'squirrel']",house
324,82,"['bear'; 'tulip'; 'maple_tree']",tulip
325,20,"['bee'; 'whale'; 'bed']",bed
326,64,"['raccoon'; 'pickup_truck'; 'dinosaur']",pickup_truck
327,66,"['lobster'; 'possum'; 'snake']",lobster
328,10,"['spider'; 'crab'; 'poppy']",spider
329,75,"['possum'; 'caterpillar'; 'table']",table
330,54,"['bear'; 'girl'; 'lobster']",lobster
331,57,"['wardrobe'; 'squirrel'; 'bridge']",squirrel
332,87,"['pear'; 'table'; 'bus']",table
333,66,"['possum'; 'lobster'; 'snake']",lobster
334,66,"['possum'; 'lobster'; 'snake']",lobster
335,73,"['streetcar'; 'boy'; 'mountain']",boy
336,54,"['girl'; 'bear'; 'lobster']",lobster
337,88,"['mountain'; 'train'; 'whale']",train
338,42,"['squirrel'; 'camel'; 'wolf']",camel
339,37,"['butterfly'; 'snail'; 'train']",train
340,80,"['dinosaur'; 'dolphin'; 'lion']",lion
341,87,"['table'; 'bus'; 'pear']",bus
342,3,"['lawn_mower'; 'lobster'; 'turtle']",lobster
343,29,"['telephone'; 'train'; 'can']",train
344,43,"['bear'; 'table'; 'cloud']",table
345,12,"['crocodile'; 'rocket'; 'can']",Rock
346,73,"['streetcar'; 'mountain'; 'boy']",mountain
347,96,"['boy'; 'lion'; 'couch']",lion
348,23,"['boy'; 'girl'; 'crocodile']",crocodile
349,96,"['couch'; 'boy'; 'lion']",boy
350,84,"['lizard'; 'rocket'; 'chair']",rocket
351,19,"['fox'; 'pear'; 'road']",pear
352,62,"['mushroom'; 'motorcycle'; 'television']",motorcycle
353,0,"['leopard'; 'dolphin'; 'telephone']",telephone
354,21,"['ray'; 'raccoon'; 'skyscraper']",skyscraper
355,11,"['mouse'; 'bear'; 'lawn_mower']",bear
356,36,"['lizard'; 'pear'; 'streetcar']",pear
357,64,"['pickup_truck'; 'raccoon'; 'dinosaur']",dinosaur
358,76,"['snake'; 'bed'; 'butterfly']",bed
359,60,"['caterpillar'; 'bottle'; 'cloud']",bottle
360,3,"['lobster'; 'turtle'; 'lawn_mower']",lawn_mower
361,80,"['dinosaur'; 'dolphin'; 'lion']",lion
362,82,"['maple_tree'; 'bear'; 'tulip']",bear
363,79,"['butterfly'; 'crab'; 'sunflower']",crab
364,26,"['turtle'; 'otter'; 'sweet_pepper']",sweet_pepper
365,65,"['plate'; 'possum'; 'turtle']",turtle
366,72,"['cockroach'; 'crocodile'; 'woman']",woman
367,11,"['mouse'; 'bear'; 'lawn_mower']",lawn_mower
368,15,"['oak_tree'; 'house'; 'snake']",house
369,31,"['sea'; 'beetle'; 'shark']",beetle
370,48,"['willow_tree'; 'forest'; 'castle']",forest
371,12,"['can'; 'crocodile'; 'rocket']",crocodile
372,91,"['telephone'; 'road'; 'house']",road
373,71,"['road'; 'train'; 'seal']",seal
374,87,"['table'; 'bus'; 'pear']",bus
375,77,"['apple'; 'baby'; 'palm_tree']",baby
376,15,"['house'; 'oak_tree'; 'snake']",house
377,7,"['butterfly'; 'maple_tree'; 'table']",maple_tree
378,58,"['mountain'; 'poppy'; 'otter']",poppy
379,51,"['beaver'; 'pickup_truck'; 'bear']",bear
380,55,"['flatfish'; 'bus'; 'crab']",bus
381,85,"['butterfly'; 'willow_tree'; 'crab']",butterfly
382,2,"['lizard'; 'possum'; 'chair']",lizard
383,3,"['turtle'; 'lawn_mower'; 'lobster']",lawn_mower
384,89,"['beetle'; 'caterpillar'; 'man']",man
385,10,"['poppy'; 'crab'; 'spider']",poppy
386,3,"['lobster'; 'lawn_mower'; 'turtle']",lawn_mower
387,11,"['bear'; 'lawn_mower'; 'mouse']",lawn_mower
388,20,"['whale'; 'bed'; 'bee']",whale
389,4,"['crab'; 'aquarium_fish'; 'can']",aquarium_fish
390,48,"['castle'; 'willow_tree'; 'forest']",forest
391,27,"['crab'; 'tank'; 'tractor']",tractor
392,48,"['castle'; 'forest'; 'willow_tree']",forest
393,7,"['table'; 'butterfly'; 'maple_tree']",table
394,67,"['flatfish'; 'crocodile'; 'aquarium_fish']",crocodile
395,3,"['lawn_mower'; 'turtle'; 'lobster']",lobster
396,65,"['possum'; 'turtle'; 'plate']",plate
397,56,"['train'; 'plain'; 'turtle']",turtle
398,9,"['motorcycle'; 'lawn_mower'; 'girl']",motorcycle
399,44,"['lion'; 'television'; 'pickup_truck']",television
400,95,"['couch'; 'house'; 'possum']",couch
401,46,"['snake'; 'television'; 'tractor']",tractor
402,83,"['skunk'; 'bee'; 'squirrel']",squirrel
403,40,"['shrew'; 'fox'; 'crocodile']",fox
404,58,"['mountain'; 'otter'; 'poppy']",otter
405,87,"['pear'; 'table'; 'bus']",table
406,59,"['tulip'; 'pine_tree'; 'tank']",tulip
407,18,"['flatfish'; 'orange'; 'motorcycle']",orange
408,48,"['castle'; 'willow_tree'; 'forest']",forest
409,5,"['tractor'; 'flatfish'; 'skunk']",skunk
410,88,"['whale'; 'train'; 'mountain']",train
411,26,"['sweet_pepper'; 'turtle'; 'otter']",turtle
412,21,"['skyscraper'; 'raccoon'; 'ray']",ray
413,24,"['tulip'; 'bee'; 'crab']",tulip
414,53,"['caterpillar'; 'mountain'; 'lion']",mountain
415,68,"['couch'; 'bottle'; 'bee']",bottle
416,49,"['lawn_mower'; 'otter'; 'castle']",castle
417,89,"['caterpillar'; 'man'; 'beetle']",man
418,96,"['lion'; 'boy'; 'couch']",boy
419,92,"['clock'; 'camel'; 'lamp']",camel
420,7,"['maple_tree'; 'butterfly'; 'table']",maple_tree
421,13,"['bee'; 'snake'; 'elephant']",elephant
422,99,"['spider'; 'wolf'; 'keyboard']",wolf
423,49,"['castle'; 'otter'; 'lawn_mower']",lawn_mower
424,22,"['chimpanzee'; 'bed'; 'mushroom']",chimpanzee
425,56,"['turtle'; 'plain'; 'train']",turtle
426,67,"['aquarium_fish'; 'flatfish'; 'crocodile']",crocodile
427,13,"['elephant'; 'bee'; 'snake']",elephant
428,97,"['cloud'; 'sweet_pepper'; 'fox']",sweet_pepper
429,6,"['man'; 'couch'; 'rocket']",couch
430,19,"['pear'; 'fox'; 'road']",fox
431,76,"['bed'; 'snake'; 'butterfly']",butterfly
432,65,"['plate'; 'possum'; 'turtle']",turtle
433,9,"['motorcycle'; 'girl'; 'lawn_mower']",girl
434,71,"['road'; 'train'; 'seal']",train
435,63,"['motorcycle'; 'rabbit'; 'sweet_pepper']",rabbit
436,71,"['train'; 'road'; 'seal']",seal
437,18,"['orange'; 'flatfish'; 'motorcycle']",motorcycle
438,55,"['flatfish'; 'crab'; 'bus']",bus
439,34,"['snake'; 'skyscraper'; 'sweet_pepper']",skyscraper
440,18,"['orange'; 'flatfish'; 'motorcycle']",motorcycle
441,0,"['dolphin'; 'telephone'; 'leopard']",telephone
442,56,"['plain'; 'train'; 'turtle']",train
443,23,"['crocodile'; 'girl'; 'boy']",girl
444,75,"['table'; 'possum'; 'caterpillar']",table
445,70,"['rabbit'; 'couch'; 'lamp']",couch
446,78,"['spider'; 'cattle'; 'bowl']",cattle
447,45,"['kangaroo'; 'crocodile'; 'hamster']",kangaroo
448,66,"['possum'; 'lobster'; 'snake']",lobster
449,91,"['road'; 'house'; 'telephone']",house
450,25,"['man'; 'sweet_pepper'; 'rabbit']",sweet_pepper
451,58,"['otter'; 'mountain'; 'poppy']",poppy
452,90,"['sunflower'; 'boy'; 'lobster']",boy
453,29,"['telephone'; 'train'; 'can']",train
454,68,"['bee'; 'couch'; 'bottle']",couch
455,35,"['bridge'; 'woman'; 'turtle']",turtle
456,54,"['bear'; 'girl'; 'lobster']",lobster
457,77,"['apple'; 'palm_tree'; 'baby']",palm_tree
458,97,"['cloud'; 'sweet_pepper'; 'fox']",sweet_pepper
459,0,"['leopard'; 'telephone'; 'dolphin']",telephone
460,70,"['lamp'; 'rabbit'; 'couch']",rabbit
461,75,"['caterpillar'; 'table'; 'possum']",table
462,60,"['caterpillar'; 'bottle'; 'cloud']",bottle
463,65,"['turtle'; 'plate'; 'possum']",plate
464,5,"['tractor'; 'skunk'; 'flatfish']",skunk
465,58,"['otter'; 'mountain'; 'poppy']",poppy
466,82,"['maple_tree'; 'tulip'; 'bear']",bear
467,49,"['otter'; 'lawn_mower'; 'castle']",lawn_mower
468,61,"['snake'; 'beetle'; 'bed']",bed
469,28,"['mountain'; 'beetle'; 'orchid']",beetle
470,44,"['lion'; 'television'; 'pickup_truck']",television
471,56,"['turtle'; 'plain'; 'train']",train
472,82,"['maple_tree'; 'tulip'; 'bear']",bear
473,61,"['bed'; 'snake'; 'beetle']",beetle
474,43,"['table'; 'bear'; 'cloud']",table
475,20,"['bed'; 'bee'; 'whale']",bee
476,38,"['house'; 'lawn_mower'; 'train']",house
477,85,"['willow_tree'; 'butterfly'; 'crab']",butterfly
478,87,"['table'; 'pear'; 'bus']",pear
479,49,"['otter'; 'castle'; 'lawn_mower']",castle
480,85,"['willow_tree'; 'crab'; 'butterfly']",crab
