index,true_label,candidate_labels,complementary_label
177,44,"['cockroach'; 'plate'; 'elephant'; 'bridge'; 'orange'; 'shrew']",orange
178,7,"['lizard'; 'mountain'; 'bus'; 'butterfly'; 'woman'; 'bridge']",mountain
179,12,"['kangaroo'; 'hamster'; 'bus'; 'dolphin'; 'bowl'; 'mountain']",hamster
180,19,"['tulip'; 'table'; 'bicycle'; 'shark'; 'cup'; 'lawn_mower']",shark
181,11,"['dolphin'; 'bed'; 'worm'; 'trout'; 'tank'; 'bicycle']",bed
182,31,"['couch'; 'chair'; 'cattle'; 'motorcycle'; 'woman'; 'rose']",couch
183,61,"['lamp'; 'crab'; 'forest'; 'ray'; 'shark'; 'skunk']",forest
184,79,"['lobster'; 'elephant'; 'bus'; 'sea'; 'oak_tree'; 'telephone']",lobster
185,45,"['man'; 'palm_tree'; 'otter'; 'bridge'; 'tank'; 'orange']",palm_tree
186,81,"['whale'; 'oak_tree'; 'leopard'; 'telephone'; 'bear'; 'clock']",whale
187,79,"['telephone'; 'elephant'; 'bus'; 'oak_tree'; 'lobster'; 'sea']",elephant
188,98,"['otter'; 'crab'; 'rose'; 'apple'; 'kangaroo'; 'hamster']",hamster
189,43,"['telephone'; 'crocodile'; 'can'; 'rose'; 'turtle'; 'porcupine']",rose
190,46,"['table'; 'sweet_pepper'; 'wardrobe'; 'television'; 'bee'; 'plain']",television
191,67,"['rose'; 'spider'; 'kangaroo'; 'chair'; 'palm_tree'; 'trout']",chair
192,80,"['chair'; 'dolphin'; 'clock'; 'cattle'; 'spider'; 'willow_tree']",cattle
193,68,"['sea'; 'ray'; 'kangaroo'; 'telephone'; 'table'; 'aquarium_fish']",ray
194,74,"['forest'; 'whale'; 'sunflower'; 'can'; 'palm_tree'; 'chair']",whale
195,48,"['cockroach'; 'castle'; 'pickup_truck'; 'elephant'; 'rocket'; 'otter']",castle
196,81,"['oak_tree'; 'clock'; 'whale'; 'leopard'; 'telephone'; 'bear']",whale
197,94,"['keyboard'; 'camel'; 'possum'; 'kangaroo'; 'tulip'; 'tank']",tulip
198,86,"['rabbit'; 'mushroom'; 'girl'; 'lizard'; 'sunflower'; 'television']",girl
199,69,"['tank'; 'castle'; 'bus'; 'forest'; 'butterfly'; 'willow_tree']",castle
200,39,"['pickup_truck'; 'camel'; 'cup'; 'bicycle'; 'lizard'; 'elephant']",cup
201,73,"['bed'; 'girl'; 'orchid'; 'leopard'; 'worm'; 'apple']",apple
202,2,"['skyscraper'; 'bed'; 'cup'; 'bridge'; 'beaver'; 'otter']",beaver
203,46,"['plain'; 'bee'; 'television'; 'wardrobe'; 'table'; 'sweet_pepper']",bee
204,49,"['pear'; 'elephant'; 'plain'; 'bottle'; 'girl'; 'cloud']",elephant
205,63,"['can'; 'pickup_truck'; 'telephone'; 'lamp'; 'sweet_pepper'; 'kangaroo']",kangaroo
206,43,"['rose'; 'porcupine'; 'turtle'; 'telephone'; 'crocodile'; 'can']",Phone
207,14,"['telephone'; 'train'; 'girl'; 'crocodile'; 'sweet_pepper'; 'tiger']",girl
208,49,"['bottle'; 'plain'; 'girl'; 'pear'; 'cloud'; 'elephant']",girl
209,68,"['telephone'; 'aquarium_fish'; 'table'; 'sea'; 'kangaroo'; 'ray']",table
210,65,"['crocodile'; 'possum'; 'rocket'; 'forest'; 'bottle'; 'bridge']",rocket
211,41,"['trout'; 'bottle'; 'beetle'; 'streetcar'; 'bicycle'; 'dinosaur']",dinosaur
212,37,"['couch'; 'tractor'; 'lamp'; 'wardrobe'; 'wolf'; 'tulip']",wolf
213,45,"['orange'; 'otter'; 'man'; 'bridge'; 'palm_tree'; 'tank']",palm_tree
214,36,"['forest'; 'snake'; 'road'; 'crocodile'; 'otter'; 'rose']",rose
215,21,"['castle'; 'rocket'; 'willow_tree'; 'seal'; 'flatfish'; 'fox']",castle
216,77,"['otter'; 'rose'; 'can'; 'shrew'; 'bed'; 'caterpillar']",bed
217,37,"['couch'; 'tulip'; 'wolf'; 'tractor'; 'wardrobe'; 'lamp']",wolf
218,39,"['camel'; 'elephant'; 'pickup_truck'; 'bicycle'; 'lizard'; 'cup']",cup
219,8,"['bed'; 'man'; 'wardrobe'; 'fox'; 'snake'; 'lobster']",lobster
220,9,"['sea'; 'can'; 'pine_tree'; 'mountain'; 'boy'; 'rocket']",mountain
221,62,"['forest'; 'dolphin'; 'tulip'; 'lamp'; 'telephone'; 'mouse']",forest
222,86,"['mushroom'; 'girl'; 'sunflower'; 'rabbit'; 'television'; 'lizard']",girl
223,39,"['lizard'; 'bicycle'; 'cup'; 'elephant'; 'camel'; 'pickup_truck']",bicycle
224,19,"['lawn_mower'; 'bicycle'; 'cup'; 'tulip'; 'shark'; 'table']",shark
225,54,"['seal'; 'porcupine'; 'tulip'; 'tank'; 'train'; 'wardrobe']",tank
226,39,"['pickup_truck'; 'bicycle'; 'camel'; 'elephant'; 'lizard'; 'cup']",cup
227,28,"['lizard'; 'kangaroo'; 'palm_tree'; 'butterfly'; 'pine_tree'; 'chair']",lizard
228,11,"['dolphin'; 'bicycle'; 'trout'; 'worm'; 'tank'; 'bed']",bicycle
229,89,"['otter'; 'rabbit'; 'snail'; 'wardrobe'; 'lamp'; 'lizard']",wardrobe
230,90,"['bed'; 'butterfly'; 'mountain'; 'flatfish'; 'shark'; 'cockroach']",butterfly
231,90,"['mountain'; 'bed'; 'flatfish'; 'butterfly'; 'shark'; 'cockroach']",bed
232,79,"['telephone'; 'elephant'; 'lobster'; 'sea'; 'oak_tree'; 'bus']",elephant
233,66,"['maple_tree'; 'can'; 'lizard'; 'bicycle'; 'elephant'; 'hamster']",can
234,81,"['leopard'; 'telephone'; 'oak_tree'; 'bear'; 'clock'; 'whale']",bear
235,21,"['rocket'; 'fox'; 'castle'; 'flatfish'; 'willow_tree'; 'seal']",castle
236,79,"['sea'; 'oak_tree'; 'telephone'; 'lobster'; 'bus'; 'elephant']",lobster
237,40,"['baby'; 'dinosaur'; 'sea'; 'skyscraper'; 'cup'; 'apple']",apple
238,29,"['turtle'; 'woman'; 'fox'; 'clock'; 'apple'; 'rabbit']",woman
239,22,"['maple_tree'; 'oak_tree'; 'willow_tree'; 'skunk'; 'dinosaur'; 'otter']",dinosaur
240,13,"['sunflower'; 'man'; 'chimpanzee'; 'maple_tree'; 'motorcycle'; 'pine_tree']",chimpanzee
241,25,"['mountain'; 'mouse'; 'bicycle'; 'plain'; 'road'; 'snail']",mountain
242,11,"['worm'; 'tank'; 'trout'; 'bed'; 'bicycle'; 'dolphin']",bed
243,38,"['telephone'; 'motorcycle'; 'oak_tree'; 'pear'; 'table'; 'ray']",table
244,10,"['streetcar'; 'maple_tree'; 'squirrel'; 'couch'; 'shrew'; 'kangaroo']",squirrel
245,96,"['orange'; 'can'; 'cockroach'; 'motorcycle'; 'tank'; 'telephone']",cockroach
246,54,"['seal'; 'train'; 'wardrobe'; 'porcupine'; 'tulip'; 'tank']",train
247,65,"['forest'; 'bridge'; 'possum'; 'crocodile'; 'bottle'; 'rocket']",bottle
248,39,"['cup'; 'elephant'; 'camel'; 'lizard'; 'bicycle'; 'pickup_truck']",elephant
249,40,"['apple'; 'cup'; 'sea'; 'dinosaur'; 'baby'; 'skyscraper']",cup
250,42,"['bottle'; 'dolphin'; 'raccoon'; 'girl'; 'beaver'; 'lion']",girl
251,48,"['pickup_truck'; 'cockroach'; 'castle'; 'rocket'; 'elephant'; 'otter']",castle
252,48,"['rocket'; 'cockroach'; 'castle'; 'otter'; 'elephant'; 'pickup_truck']",castle
253,51,"['boy'; 'dolphin'; 'chimpanzee'; 'porcupine'; 'wolf'; 'orange']",orange
254,11,"['tank'; 'bed'; 'trout'; 'bicycle'; 'worm'; 'dolphin']",trout
255,23,"['castle'; 'raccoon'; 'wolf'; 'possum'; 'bee'; 'boy']",raccoon
256,23,"['bee'; 'possum'; 'castle'; 'boy'; 'wolf'; 'raccoon']",castle
257,89,"['snail'; 'lamp'; 'otter'; 'rabbit'; 'lizard'; 'wardrobe']",wardrobe
258,52,"['poppy'; 'mushroom'; 'crocodile'; 'chimpanzee'; 'beetle'; 'motorcycle']",motorcycle
259,46,"['television'; 'wardrobe'; 'bee'; 'sweet_pepper'; 'plain'; 'table']",table
260,2,"['cup'; 'bed'; 'bridge'; 'otter'; 'beaver'; 'skyscraper']",otter
261,95,"['oak_tree'; 'mushroom'; 'tractor'; 'rose'; 'house'; 'lawn_mower']",tractor
262,43,"['can'; 'rose'; 'porcupine'; 'crocodile'; 'telephone'; 'turtle']",rose
263,86,"['rabbit'; 'girl'; 'lizard'; 'sunflower'; 'mushroom'; 'television']",girl
264,34,"['wardrobe'; 'woman'; 'bicycle'; 'bowl'; 'porcupine'; 'rocket']",woman
265,66,"['lizard'; 'can'; 'maple_tree'; 'hamster'; 'bicycle'; 'elephant']",can
266,18,"['beetle'; 'oak_tree'; 'dolphin'; 'beaver'; 'lawn_mower'; 'girl']",dolphin
267,46,"['table'; 'bee'; 'television'; 'sweet_pepper'; 'plain'; 'wardrobe']",bee
268,66,"['lizard'; 'bicycle'; 'hamster'; 'can'; 'elephant'; 'maple_tree']",bicycle
269,56,"['beetle'; 'lamp'; 'rose'; 'willow_tree'; 'bee'; 'whale']",bee
270,57,"['poppy'; 'chair'; 'skunk'; 'beetle'; 'road'; 'rabbit']",chair
271,1,"['whale'; 'rose'; 'butterfly'; 'television'; 'caterpillar'; 'dinosaur']",rose
272,44,"['shrew'; 'orange'; 'elephant'; 'bridge'; 'plate'; 'cockroach']",orange
273,11,"['trout'; 'bed'; 'bicycle'; 'tank'; 'dolphin'; 'worm']",bed
274,82,"['whale'; 'fox'; 'elephant'; 'bus'; 'train'; 'chair']",whale
275,23,"['castle'; 'wolf'; 'boy'; 'possum'; 'raccoon'; 'bee']",bee
276,90,"['cockroach'; 'butterfly'; 'mountain'; 'flatfish'; 'bed'; 'shark']",bed
277,56,"['rose'; 'beetle'; 'willow_tree'; 'whale'; 'bee'; 'lamp']",whale
278,19,"['shark'; 'cup'; 'table'; 'tulip'; 'bicycle'; 'lawn_mower']",cup
