index,true_label,candidate_labels,complementary_label
40,15,"['large natural outdoor scenes'; 'household furniture']",household furniture
41,13,"['large natural outdoor scenes'; 'people']",large natural outdoor scenes
42,10,"['insects'; 'people']",people
43,8,"['aquatic mammals'; 'vehicles 1']",aquatic mammals
44,17,"['medium-sized mammals'; 'food containers']",food containers
45,9,"['vehicles 1'; 'household furniture']",household furniture
46,14,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
47,18,"['vehicles 2'; 'large omnivores and herbivores']",Vehicles
48,19,"['fish'; 'large carnivores']",large carnivores
49,15,"['household furniture'; 'large natural outdoor scenes']",large natural outdoor scenes
50,1,"['large carnivores'; 'large man-made outdoor things']",large carnivores
51,7,"['trees'; 'large carnivores']",trees
52,5,"['fish'; 'aquatic mammals']",aquatic mammals
53,3,"['fruit and vegetables'; 'vehicles 1']",fruit and vegetables
54,10,"['insects'; 'people']",people
55,7,"['large carnivores'; 'trees']",trees
56,17,"['food containers'; 'medium-sized mammals']",food containers
57,6,"['flowers'; 'insects']",flowers
58,14,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
59,17,"['food containers'; 'medium-sized mammals']",food containers
60,16,"['flowers'; 'food containers']",food containers
61,0,"['fish'; 'fruit and vegetables']",fruit and vegetables
62,0,"['fish'; 'fruit and vegetables']",fruit and vegetables
63,8,"['aquatic mammals'; 'vehicles 1']",aquatic mammals
64,4,"['flowers'; 'people']",flowers
65,14,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
66,4,"['people'; 'flowers']",flowers
67,10,"['insects'; 'people']",people
68,15,"['household furniture'; 'large natural outdoor scenes']",large natural outdoor scenes
69,4,"['people'; 'flowers']",flowers
70,2,"['household electrical devices'; 'large carnivores']",household electrical devices
71,16,"['flowers'; 'food containers']",food containers
72,11,"['reptiles'; 'large carnivores']",large carnivores
73,19,"['large carnivores'; 'fish']",fish
74,16,"['food containers'; 'flowers']",flowers
75,7,"['trees'; 'large carnivores']",trees
76,19,"['large carnivores'; 'fish']",fish
77,14,"['large carnivores'; 'fruit and vegetables']",large carnivores
78,10,"['insects'; 'people']",people
79,8,"['aquatic mammals'; 'vehicles 1']",aquatic mammals
80,5,"['aquatic mammals'; 'fish']",fish
81,12,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
82,12,"['household electrical devices'; 'aquatic mammals']",aquatic mammals
83,11,"['reptiles'; 'large carnivores']",reptiles
84,10,"['insects'; 'people']",people
85,8,"['aquatic mammals'; 'vehicles 1']",aquatic mammals
86,12,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
87,13,"['people'; 'large natural outdoor scenes']",large natural outdoor scenes
88,10,"['insects'; 'people']",people
89,7,"['trees'; 'large carnivores']",trees
90,14,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
91,11,"['reptiles'; 'large carnivores']",reptiles
92,14,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
93,19,"['large carnivores'; 'fish']",fish
94,0,"['fruit and vegetables'; 'fish']",fish
95,4,"['people'; 'flowers']",flowers
96,12,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
97,13,"['people'; 'large natural outdoor scenes']",large natural outdoor scenes
98,1,"['large man-made outdoor things'; 'large carnivores']",large man-made outdoor things
99,15,"['household furniture'; 'large natural outdoor scenes']",large natural outdoor scenes
100,0,"['fruit and vegetables'; 'fish']",fish
101,5,"['aquatic mammals'; 'fish']",fish
102,0,"['fish'; 'fruit and vegetables']",fruit and vegetables
103,8,"['aquatic mammals'; 'vehicles 1']",aquatic mammals
104,3,"['vehicles 1'; 'fruit and vegetables']",fruit and vegetables
105,15,"['household furniture'; 'large natural outdoor scenes']",household furniture
106,4,"['people'; 'flowers']",flowers
107,19,"['fish'; 'large carnivores']",large carnivores
108,17,"['medium-sized mammals'; 'food containers']",food containers
109,6,"['insects'; 'flowers']",flowers
110,17,"['medium-sized mammals'; 'food containers']",food containers
111,12,"['household electrical devices'; 'aquatic mammals']",aquatic mammals
112,6,"['insects'; 'flowers']",flowers
113,0,"['fruit and vegetables'; 'fish']",fish
114,14,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
115,10,"['people'; 'insects']",insects
116,9,"['household furniture'; 'vehicles 1']",Vehicles
117,11,"['reptiles'; 'large carnivores']",large carnivores
118,6,"['insects'; 'flowers']",flowers
119,10,"['people'; 'insects']",insects
120,12,"['household electrical devices'; 'aquatic mammals']",aquatic mammals
121,1,"['large man-made outdoor things'; 'large carnivores']",large man-made outdoor things
122,14,"['fruit and vegetables'; 'large carnivores']",large carnivores
123,4,"['flowers'; 'people']",flowers
124,8,"['aquatic mammals'; 'vehicles 1']",aquatic mammals
125,1,"['large carnivores'; 'large man-made outdoor things']",large carnivores
126,2,"['large carnivores'; 'household electrical devices']",household electrical devices
127,12,"['household electrical devices'; 'aquatic mammals']",aquatic mammals
128,4,"['people'; 'flowers']",flowers
129,12,"['household electrical devices'; 'aquatic mammals']",aquatic mammals
130,18,"['vehicles 2'; 'large omnivores and herbivores']",vehicles 2
131,17,"['medium-sized mammals'; 'food containers']",food containers
132,5,"['aquatic mammals'; 'fish']",fish
133,0,"['fruit and vegetables'; 'fish']",fish
134,6,"['insects'; 'flowers']",flowers
135,0,"['fish'; 'fruit and vegetables']",fish
136,12,"['household electrical devices'; 'aquatic mammals']",aquatic mammals
137,11,"['large carnivores'; 'reptiles']",large carnivores
138,9,"['household furniture'; 'vehicles 1']",Vehicles
139,5,"['fish'; 'aquatic mammals']",aquatic mammals
140,17,"['medium-sized mammals'; 'food containers']",food containers
141,2,"['large carnivores'; 'household electrical devices']",household electrical devices
142,14,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
143,12,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
144,5,"['fish'; 'aquatic mammals']",aquatic mammals
145,0,"['fruit and vegetables'; 'fish']",fish
146,13,"['people'; 'large natural outdoor scenes']",large natural outdoor scenes
147,12,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
148,16,"['flowers'; 'food containers']",flowers
149,4,"['flowers'; 'people']",flowers
150,13,"['people'; 'large natural outdoor scenes']",people
151,0,"['fruit and vegetables'; 'fish']",fish
152,18,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
153,15,"['large natural outdoor scenes'; 'household furniture']",large natural outdoor scenes
154,10,"['people'; 'insects']",insects
155,15,"['household furniture'; 'large natural outdoor scenes']",large natural outdoor scenes
156,5,"['aquatic mammals'; 'fish']",fish
157,13,"['people'; 'large natural outdoor scenes']",large natural outdoor scenes
158,1,"['large man-made outdoor things'; 'large carnivores']",large man-made outdoor things
159,14,"['fruit and vegetables'; 'large carnivores']",large carnivores
160,12,"['household electrical devices'; 'aquatic mammals']",aquatic mammals
161,3,"['vehicles 1'; 'fruit and vegetables']",fruit and vegetables
162,19,"['large carnivores'; 'fish']",fish
163,1,"['large man-made outdoor things'; 'large carnivores']",large man-made outdoor things
164,2,"['large carnivores'; 'household electrical devices']",household electrical devices
165,15,"['household furniture'; 'large natural outdoor scenes']",household furniture
166,5,"['aquatic mammals'; 'fish']",fish
167,2,"['large carnivores'; 'household electrical devices']",household electrical devices
168,3,"['fruit and vegetables'; 'vehicles 1']",fruit and vegetables
169,12,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
170,16,"['flowers'; 'food containers']",flowers
171,0,"['fruit and vegetables'; 'fish']",fish
172,11,"['large carnivores'; 'reptiles']",large carnivores
173,12,"['household electrical devices'; 'aquatic mammals']",aquatic mammals
174,2,"['household electrical devices'; 'large carnivores']",household electrical devices
175,0,"['fruit and vegetables'; 'fish']",fish
176,4,"['flowers'; 'people']",flowers
177,15,"['large natural outdoor scenes'; 'household furniture']",large natural outdoor scenes
178,7,"['trees'; 'large carnivores']",trees
179,9,"['household furniture'; 'vehicles 1']",household furniture
180,11,"['reptiles'; 'large carnivores']",large carnivores
181,14,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
182,11,"['reptiles'; 'large carnivores']",large carnivores
183,3,"['fruit and vegetables'; 'vehicles 1']",fruit and vegetables
184,13,"['large natural outdoor scenes'; 'people']",people
185,13,"['people'; 'large natural outdoor scenes']",large natural outdoor scenes
186,19,"['fish'; 'large carnivores']",large carnivores
187,13,"['people'; 'large natural outdoor scenes']",large natural outdoor scenes
188,14,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
189,8,"['vehicles 1'; 'aquatic mammals']",aquatic mammals
190,14,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
191,1,"['large man-made outdoor things'; 'large carnivores']",large man-made outdoor things
192,16,"['food containers'; 'flowers']",flowers
193,9,"['household furniture'; 'vehicles 1']",Vehicles
194,16,"['food containers'; 'flowers']",flowers
195,18,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
196,19,"['large carnivores'; 'fish']",fish
197,6,"['flowers'; 'insects']",flowers
198,5,"['fish'; 'aquatic mammals']",aquatic mammals
199,19,"['large carnivores'; 'fish']",fish
200,5,"['fish'; 'aquatic mammals']",aquatic mammals
201,1,"['large carnivores'; 'large man-made outdoor things']",large carnivores
202,14,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
203,14,"['fruit and vegetables'; 'large carnivores']",large carnivores
204,10,"['people'; 'insects']",people
205,12,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
206,8,"['vehicles 1'; 'aquatic mammals']",aquatic mammals
207,7,"['trees'; 'large carnivores']",trees
208,10,"['people'; 'insects']",people
209,9,"['household furniture'; 'vehicles 1']",Vehicles
210,16,"['food containers'; 'flowers']",flowers
211,19,"['fish'; 'large carnivores']",large carnivores
212,9,"['household furniture'; 'vehicles 1']",household furniture
213,13,"['large natural outdoor scenes'; 'people']",large natural outdoor scenes
214,16,"['food containers'; 'flowers']",flowers
215,11,"['reptiles'; 'large carnivores']",large carnivores
216,13,"['large natural outdoor scenes'; 'people']",large natural outdoor scenes
217,9,"['household furniture'; 'vehicles 1']",household furniture
218,5,"['aquatic mammals'; 'fish']",fish
219,18,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
220,3,"['fruit and vegetables'; 'vehicles 1']",fruit and vegetables
221,2,"['household electrical devices'; 'large carnivores']",household electrical devices
222,5,"['fish'; 'aquatic mammals']",aquatic mammals
223,5,"['aquatic mammals'; 'fish']",aquatic mammals
224,11,"['reptiles'; 'large carnivores']",large carnivores
225,2,"['large carnivores'; 'household electrical devices']",household electrical devices
226,5,"['fish'; 'aquatic mammals']",aquatic mammals
227,3,"['vehicles 1'; 'fruit and vegetables']",fruit and vegetables
228,14,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
229,19,"['fish'; 'large carnivores']",fish
230,18,"['vehicles 2'; 'large omnivores and herbivores']",Vehicles
231,18,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
232,13,"['people'; 'large natural outdoor scenes']",large natural outdoor scenes
233,12,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
234,19,"['large carnivores'; 'fish']",fish
235,11,"['large carnivores'; 'reptiles']",large carnivores
236,13,"['large natural outdoor scenes'; 'people']",large natural outdoor scenes
237,5,"['fish'; 'aquatic mammals']",aquatic mammals
238,15,"['household furniture'; 'large natural outdoor scenes']",large natural outdoor scenes
239,5,"['aquatic mammals'; 'fish']",fish
240,18,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
241,6,"['insects'; 'flowers']",flowers
242,14,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
243,11,"['reptiles'; 'large carnivores']",reptiles
244,3,"['vehicles 1'; 'fruit and vegetables']",fruit and vegetables
245,17,"['food containers'; 'medium-sized mammals']",food containers
246,2,"['large carnivores'; 'household electrical devices']",household electrical devices
247,16,"['flowers'; 'food containers']",flowers
248,5,"['aquatic mammals'; 'fish']",fish
249,5,"['aquatic mammals'; 'fish']",fish
250,8,"['vehicles 1'; 'aquatic mammals']",aquatic mammals
251,18,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
252,18,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
253,4,"['flowers'; 'people']",flowers
254,14,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
255,10,"['people'; 'insects']",people
256,10,"['people'; 'insects']",people
257,19,"['fish'; 'large carnivores']",large carnivores
258,17,"['medium-sized mammals'; 'food containers']",food containers
259,14,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
260,14,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
261,0,"['fruit and vegetables'; 'fish']",fish
262,8,"['aquatic mammals'; 'vehicles 1']",aquatic mammals
263,5,"['fish'; 'aquatic mammals']",aquatic mammals
264,12,"['household electrical devices'; 'aquatic mammals']",household electrical devices
265,12,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
266,7,"['large carnivores'; 'trees']",trees
267,14,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
268,12,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
269,17,"['medium-sized mammals'; 'food containers']",food containers
270,4,"['flowers'; 'people']",flowers
271,1,"['large carnivores'; 'large man-made outdoor things']",large carnivores
272,15,"['household furniture'; 'large natural outdoor scenes']",large natural outdoor scenes
273,14,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
274,2,"['large carnivores'; 'household electrical devices']",household electrical devices
275,10,"['insects'; 'people']",people
276,18,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
277,17,"['food containers'; 'medium-sized mammals']",food containers
278,11,"['reptiles'; 'large carnivores']",reptiles
279,9,"['vehicles 1'; 'household furniture']",household furniture
280,12,"['household electrical devices'; 'aquatic mammals']",aquatic mammals
281,3,"['vehicles 1'; 'fruit and vegetables']",fruit and vegetables
282,1,"['large man-made outdoor things'; 'large carnivores']",large man-made outdoor things
283,4,"['flowers'; 'people']",flowers
284,1,"['large carnivores'; 'large man-made outdoor things']",large carnivores
285,6,"['flowers'; 'insects']",flowers
286,18,"['vehicles 2'; 'large omnivores and herbivores']",Vehicles
287,15,"['household furniture'; 'large natural outdoor scenes']",household furniture
288,7,"['trees'; 'large carnivores']",trees
289,6,"['insects'; 'flowers']",flowers
290,7,"['large carnivores'; 'trees']",trees
291,19,"['fish'; 'large carnivores']",fish
292,16,"['flowers'; 'food containers']",flowers
293,16,"['food containers'; 'flowers']",flowers
294,9,"['vehicles 1'; 'household furniture']",household furniture
295,16,"['flowers'; 'food containers']",flowers
296,12,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
297,13,"['people'; 'large natural outdoor scenes']",people
298,18,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
299,4,"['people'; 'flowers']",flowers
300,10,"['insects'; 'people']",people
301,13,"['large natural outdoor scenes'; 'people']",large natural outdoor scenes
302,8,"['vehicles 1'; 'aquatic mammals']",aquatic mammals
303,19,"['large carnivores'; 'fish']",fish
304,4,"['flowers'; 'people']",flowers
305,15,"['large natural outdoor scenes'; 'household furniture']",household furniture
306,11,"['reptiles'; 'large carnivores']",large carnivores
307,3,"['vehicles 1'; 'fruit and vegetables']",fruit and vegetables
308,14,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
309,7,"['trees'; 'large carnivores']",trees
310,8,"['vehicles 1'; 'aquatic mammals']",aquatic mammals
311,4,"['flowers'; 'people']",flowers
312,8,"['aquatic mammals'; 'vehicles 1']",aquatic mammals
313,1,"['large carnivores'; 'large man-made outdoor things']",large carnivores
314,2,"['household electrical devices'; 'large carnivores']",household electrical devices
315,3,"['fruit and vegetables'; 'vehicles 1']",fruit and vegetables
316,8,"['vehicles 1'; 'aquatic mammals']",aquatic mammals
317,4,"['people'; 'flowers']",flowers
318,2,"['household electrical devices'; 'large carnivores']",household electrical devices
319,6,"['flowers'; 'insects']",flowers
320,9,"['household furniture'; 'vehicles 1']",Vehicles
321,10,"['insects'; 'people']",people
322,0,"['fish'; 'fruit and vegetables']",fish
323,14,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
324,2,"['large carnivores'; 'household electrical devices']",large carnivores
325,6,"['insects'; 'flowers']",flowers
326,12,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
327,12,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
328,3,"['fruit and vegetables'; 'vehicles 1']",fruit and vegetables
329,12,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
330,2,"['household electrical devices'; 'large carnivores']",household electrical devices
331,4,"['people'; 'flowers']",flowers
332,5,"['aquatic mammals'; 'fish']",aquatic mammals
333,12,"['household electrical devices'; 'aquatic mammals']",aquatic mammals
334,12,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
335,1,"['large man-made outdoor things'; 'large carnivores']",large carnivores
336,2,"['large carnivores'; 'household electrical devices']",household electrical devices
337,8,"['aquatic mammals'; 'vehicles 1']",aquatic mammals
338,8,"['aquatic mammals'; 'vehicles 1']",aquatic mammals
339,9,"['vehicles 1'; 'household furniture']",household furniture
340,16,"['flowers'; 'food containers']",flowers
341,5,"['fish'; 'aquatic mammals']",aquatic mammals
342,8,"['vehicles 1'; 'aquatic mammals']",aquatic mammals
343,15,"['household furniture'; 'large natural outdoor scenes']",large natural outdoor scenes
344,8,"['aquatic mammals'; 'vehicles 1']",aquatic mammals
345,9,"['household furniture'; 'vehicles 1']",vehicles 1
346,1,"['large man-made outdoor things'; 'large carnivores']",large carnivores
347,17,"['medium-sized mammals'; 'food containers']",food containers
348,10,"['insects'; 'people']",people
349,17,"['food containers'; 'medium-sized mammals']",food containers
350,6,"['insects'; 'flowers']",flowers
351,11,"['reptiles'; 'large carnivores']",large carnivores
352,2,"['large carnivores'; 'household electrical devices']",household electrical devices
353,4,"['flowers'; 'people']",flowers
354,11,"['reptiles'; 'large carnivores']",large carnivores
355,14,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
356,16,"['flowers'; 'food containers']",food containers
357,12,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
358,9,"['vehicles 1'; 'household furniture']",household furniture
359,10,"['insects'; 'people']",people
360,8,"['vehicles 1'; 'aquatic mammals']",aquatic mammals
361,16,"['flowers'; 'food containers']",flowers
362,2,"['large carnivores'; 'household electrical devices']",household electrical devices
363,13,"['people'; 'large natural outdoor scenes']",large natural outdoor scenes
364,13,"['people'; 'large natural outdoor scenes']",large natural outdoor scenes
365,16,"['food containers'; 'flowers']",flowers
366,0,"['fruit and vegetables'; 'fish']",fish
367,14,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
368,11,"['reptiles'; 'large carnivores']",reptiles
369,11,"['large carnivores'; 'reptiles']",large carnivores
370,18,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
371,9,"['vehicles 1'; 'household furniture']",household furniture
372,1,"['large carnivores'; 'large man-made outdoor things']",large carnivores
373,10,"['insects'; 'people']",people
374,5,"['fish'; 'aquatic mammals']",aquatic mammals
375,13,"['people'; 'large natural outdoor scenes']",large natural outdoor scenes
376,11,"['reptiles'; 'large carnivores']",reptiles
377,7,"['large carnivores'; 'trees']",trees
378,18,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
379,4,"['people'; 'flowers']",flowers
380,0,"['fish'; 'fruit and vegetables']",fruit and vegetables
381,19,"['large carnivores'; 'fish']",fish
382,14,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
383,8,"['vehicles 1'; 'aquatic mammals']",aquatic mammals
384,19,"['large carnivores'; 'fish']",fish
385,3,"['fruit and vegetables'; 'vehicles 1']",fruit and vegetables
386,8,"['vehicles 1'; 'aquatic mammals']",aquatic mammals
387,14,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
388,6,"['flowers'; 'insects']",flowers
389,0,"['fish'; 'fruit and vegetables']",fruit and vegetables
390,18,"['vehicles 2'; 'large omnivores and herbivores']",Vehicles
391,15,"['household furniture'; 'large natural outdoor scenes']",household furniture
392,18,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
393,7,"['trees'; 'large carnivores']",large carnivores
394,1,"['large man-made outdoor things'; 'large carnivores']",large man-made outdoor things
395,8,"['vehicles 1'; 'aquatic mammals']",aquatic mammals
396,16,"['flowers'; 'food containers']",flowers
397,17,"['medium-sized mammals'; 'food containers']",food containers
398,3,"['vehicles 1'; 'fruit and vegetables']",fruit and vegetables
399,15,"['household furniture'; 'large natural outdoor scenes']",large natural outdoor scenes
400,0,"['fish'; 'fruit and vegetables']",fish
401,14,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
402,4,"['people'; 'flowers']",flowers
403,5,"['fish'; 'aquatic mammals']",aquatic mammals
404,18,"['vehicles 2'; 'large omnivores and herbivores']",Vehicles
405,5,"['aquatic mammals'; 'fish']",aquatic mammals
406,17,"['medium-sized mammals'; 'food containers']",food containers
407,7,"['large carnivores'; 'trees']",trees
408,18,"['vehicles 2'; 'large omnivores and herbivores']",Vehicles
409,6,"['insects'; 'flowers']",flowers
410,8,"['vehicles 1'; 'aquatic mammals']",aquatic mammals
411,13,"['people'; 'large natural outdoor scenes']",large natural outdoor scenes
412,11,"['large carnivores'; 'reptiles']",large carnivores
413,7,"['large carnivores'; 'trees']",large carnivores
414,4,"['flowers'; 'people']",flowers
415,9,"['vehicles 1'; 'household furniture']",vehicles 1
416,10,"['insects'; 'people']",people
417,19,"['large carnivores'; 'fish']",fish
418,17,"['food containers'; 'medium-sized mammals']",food containers
419,2,"['household electrical devices'; 'large carnivores']",household electrical devices
420,7,"['large carnivores'; 'trees']",trees
421,18,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
422,13,"['people'; 'large natural outdoor scenes']",people
423,10,"['insects'; 'people']",people
424,5,"['aquatic mammals'; 'fish']",aquatic mammals
425,17,"['food containers'; 'medium-sized mammals']",food containers
426,1,"['large man-made outdoor things'; 'large carnivores']",large man-made outdoor things
427,18,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
428,8,"['vehicles 1'; 'aquatic mammals']",aquatic mammals
429,7,"['trees'; 'large carnivores']",trees
430,11,"['large carnivores'; 'reptiles']",large carnivores
431,9,"['household furniture'; 'vehicles 1']",vehicles 1
432,16,"['food containers'; 'flowers']",flowers
433,3,"['fruit and vegetables'; 'vehicles 1']",fruit and vegetables
434,10,"['insects'; 'people']",people
435,12,"['household electrical devices'; 'aquatic mammals']",aquatic mammals
436,10,"['insects'; 'people']",people
437,7,"['trees'; 'large carnivores']",trees
438,0,"['fish'; 'fruit and vegetables']",fish
439,12,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
440,7,"['trees'; 'large carnivores']",trees
441,4,"['people'; 'flowers']",flowers
442,17,"['food containers'; 'medium-sized mammals']",food containers
443,10,"['people'; 'insects']",insects
444,12,"['household electrical devices'; 'aquatic mammals']",household electrical devices
445,2,"['large carnivores'; 'household electrical devices']",household electrical devices
446,15,"['large natural outdoor scenes'; 'household furniture']",household furniture
447,13,"['people'; 'large natural outdoor scenes']",large natural outdoor scenes
448,12,"['household electrical devices'; 'aquatic mammals']",aquatic mammals
449,1,"['large man-made outdoor things'; 'large carnivores']",large carnivores
450,6,"['insects'; 'flowers']",flowers
451,18,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
452,18,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
453,15,"['large natural outdoor scenes'; 'household furniture']",large natural outdoor scenes
454,9,"['vehicles 1'; 'household furniture']",household furniture
455,14,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
456,2,"['large carnivores'; 'household electrical devices']",household electrical devices
457,13,"['large natural outdoor scenes'; 'people']",large natural outdoor scenes
458,8,"['aquatic mammals'; 'vehicles 1']",aquatic mammals
459,4,"['people'; 'flowers']",flowers
460,2,"['large carnivores'; 'household electrical devices']",household electrical devices
461,12,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
462,10,"['people'; 'insects']",people
463,16,"['flowers'; 'food containers']",flowers
464,6,"['flowers'; 'insects']",flowers
465,18,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
466,2,"['household electrical devices'; 'large carnivores']",household electrical devices
467,10,"['people'; 'insects']",insects
468,3,"['vehicles 1'; 'fruit and vegetables']",fruit and vegetables
469,3,"['vehicles 1'; 'fruit and vegetables']",fruit and vegetables
470,15,"['large natural outdoor scenes'; 'household furniture']",large natural outdoor scenes
471,17,"['food containers'; 'medium-sized mammals']",food containers
472,2,"['household electrical devices'; 'large carnivores']",household electrical devices
473,3,"['vehicles 1'; 'fruit and vegetables']",fruit and vegetables
474,8,"['aquatic mammals'; 'vehicles 1']",aquatic mammals
475,6,"['flowers'; 'insects']",flowers
476,11,"['large carnivores'; 'reptiles']",large carnivores
477,19,"['large carnivores'; 'fish']",fish
478,5,"['aquatic mammals'; 'fish']",fish
479,10,"['insects'; 'people']",people
480,19,"['large carnivores'; 'fish']",fish
481,7,"['trees'; 'large carnivores']",large carnivores
482,7,"['trees'; 'large carnivores']",trees
483,8,"['aquatic mammals'; 'vehicles 1']",aquatic mammals
484,5,"['aquatic mammals'; 'fish']",fish
485,11,"['reptiles'; 'large carnivores']",large carnivores
486,0,"['fruit and vegetables'; 'fish']",fish
487,17,"['medium-sized mammals'; 'food containers']",food containers
488,0,"['fish'; 'fruit and vegetables']",fruit and vegetables
489,19,"['large carnivores'; 'fish']",fish
490,14,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
491,8,"['aquatic mammals'; 'vehicles 1']",aquatic mammals
492,7,"['large carnivores'; 'trees']",trees
493,14,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
494,10,"['people'; 'insects']",people
495,19,"['fish'; 'large carnivores']",fish
