index,true_label,candidate_labels,complementary_label
242,6,"['truck'; 'ship'; 'bird'; 'horse']",bird
243,6,"['truck'; 'ship'; 'horse'; 'bird']",horse
244,8,"['truck'; 'cat'; 'frog'; 'deer']",deer
245,6,"['truck'; 'bird'; 'horse'; 'ship']",ship
246,8,"['truck'; 'cat'; 'frog'; 'deer']",deer
247,4,"['truck'; 'automobile'; 'horse'; 'ship']",ship
248,6,"['truck'; 'bird'; 'ship'; 'horse']",bird
249,6,"['horse'; 'ship'; 'truck'; 'bird']",bird
250,1,"['ship'; 'frog'; 'deer'; 'horse']",ship
251,3,"['frog'; 'horse'; 'airplane'; 'dog']",dog
252,8,"['cat'; 'truck'; 'frog'; 'deer']",truck
253,3,"['frog'; 'dog'; 'airplane'; 'horse']",dog
254,4,"['truck'; 'automobile'; 'horse'; 'ship']",horse
255,1,"['horse'; 'deer'; 'frog'; 'ship']",ship
256,7,"['truck'; 'airplane'; 'frog'; 'cat']",cat
257,1,"['horse'; 'ship'; 'frog'; 'deer']",deer
258,3,"['dog'; 'airplane'; 'frog'; 'horse']",dog
259,8,"['truck'; 'cat'; 'frog'; 'deer']",deer
260,5,"['truck'; 'airplane'; 'automobile'; 'ship']",ship
261,1,"['horse'; 'deer'; 'ship'; 'frog']",ship
262,1,"['horse'; 'frog'; 'ship'; 'deer']",ship
263,4,"['ship'; 'automobile'; 'truck'; 'horse']",horse
264,0,"['dog'; 'horse'; 'automobile'; 'cat']",automobile
265,9,"['bird'; 'ship'; 'airplane'; 'automobile']",automobile
266,3,"['airplane'; 'frog'; 'horse'; 'dog']",dog
267,7,"['cat'; 'airplane'; 'truck'; 'frog']",truck
268,4,"['ship'; 'automobile'; 'truck'; 'horse']",horse
269,9,"['ship'; 'bird'; 'airplane'; 'automobile']",automobile
270,9,"['airplane'; 'ship'; 'automobile'; 'bird']",automobile
271,2,"['deer'; 'horse'; 'airplane'; 'dog']",airplane
272,4,"['horse'; 'automobile'; 'ship'; 'truck']",horse
273,9,"['airplane'; 'ship'; 'bird'; 'automobile']",automobile
274,9,"['airplane'; 'automobile'; 'ship'; 'bird']",automobile
275,1,"['deer'; 'horse'; 'frog'; 'ship']",ship
276,0,"['automobile'; 'dog'; 'horse'; 'cat']",horse
277,5,"['truck'; 'ship'; 'airplane'; 'automobile']",automobile
278,9,"['bird'; 'airplane'; 'automobile'; 'ship']",automobile
279,0,"['horse'; 'cat'; 'dog'; 'automobile']",automobile
280,8,"['deer'; 'cat'; 'truck'; 'frog']",truck
281,2,"['dog'; 'deer'; 'airplane'; 'horse']",airplane
282,1,"['ship'; 'horse'; 'frog'; 'deer']",ship
283,2,"['deer'; 'horse'; 'airplane'; 'dog']",dog
284,0,"['automobile'; 'cat'; 'dog'; 'horse']",automobile
285,5,"['automobile'; 'airplane'; 'ship'; 'truck']",truck
286,6,"['bird'; 'truck'; 'horse'; 'ship']",bird
287,3,"['dog'; 'horse'; 'airplane'; 'frog']",dog
288,2,"['airplane'; 'deer'; 'horse'; 'dog']",deer
289,7,"['truck'; 'cat'; 'frog'; 'airplane']",airplane
290,8,"['frog'; 'deer'; 'truck'; 'cat']",truck
291,8,"['truck'; 'cat'; 'frog'; 'deer']",truck
292,6,"['horse'; 'bird'; 'truck'; 'ship']",bird
293,0,"['dog'; 'horse'; 'automobile'; 'cat']",automobile
294,7,"['airplane'; 'truck'; 'frog'; 'cat']",truck
295,9,"['bird'; 'automobile'; 'airplane'; 'ship']",automobile
296,4,"['automobile'; 'truck'; 'ship'; 'horse']",horse
297,5,"['ship'; 'truck'; 'automobile'; 'airplane']",ship
298,6,"['ship'; 'truck'; 'horse'; 'bird']",bird
299,4,"['automobile'; 'ship'; 'horse'; 'truck']",horse
300,2,"['airplane'; 'horse'; 'deer'; 'dog']",horse
301,1,"['horse'; 'ship'; 'frog'; 'deer']",horse
302,1,"['ship'; 'deer'; 'horse'; 'frog']",ship
303,2,"['dog'; 'deer'; 'airplane'; 'horse']",airplane
304,1,"['ship'; 'frog'; 'deer'; 'horse']",ship
305,5,"['ship'; 'truck'; 'airplane'; 'automobile']",ship
306,9,"['ship'; 'airplane'; 'bird'; 'automobile']",automobile
307,9,"['automobile'; 'bird'; 'airplane'; 'ship']",automobile
308,0,"['dog'; 'cat'; 'horse'; 'automobile']",automobile
309,8,"['frog'; 'deer'; 'cat'; 'truck']",truck
310,4,"['horse'; 'ship'; 'automobile'; 'truck']",horse
311,1,"['deer'; 'horse'; 'frog'; 'ship']",ship
312,1,"['deer'; 'horse'; 'ship'; 'frog']",ship
313,6,"['truck'; 'ship'; 'horse'; 'bird']",bird
314,3,"['frog'; 'airplane'; 'dog'; 'horse']",dog
315,3,"['dog'; 'horse'; 'airplane'; 'frog']",dog
316,9,"['bird'; 'ship'; 'airplane'; 'automobile']",automobile
317,0,"['automobile'; 'horse'; 'cat'; 'dog']",dog
318,7,"['cat'; 'truck'; 'airplane'; 'frog']",Horse
319,9,"['automobile'; 'airplane'; 'bird'; 'ship']",automobile
320,7,"['airplane'; 'cat'; 'frog'; 'truck']",cat
321,7,"['airplane'; 'frog'; 'cat'; 'truck']",cat
322,9,"['automobile'; 'ship'; 'airplane'; 'bird']",automobile
323,1,"['ship'; 'frog'; 'deer'; 'horse']",ship
324,5,"['airplane'; 'ship'; 'truck'; 'automobile']",truck
325,1,"['frog'; 'horse'; 'ship'; 'deer']",ship
326,6,"['truck'; 'bird'; 'ship'; 'horse']",bird
327,6,"['ship'; 'truck'; 'horse'; 'bird']",bird
328,8,"['cat'; 'deer'; 'truck'; 'frog']",frog
329,7,"['frog'; 'cat'; 'airplane'; 'truck']",truck
330,1,"['ship'; 'horse'; 'frog'; 'deer']",ship
331,3,"['frog'; 'horse'; 'dog'; 'airplane']",dog
332,0,"['dog'; 'automobile'; 'horse'; 'cat']",automobile
333,3,"['horse'; 'dog'; 'airplane'; 'frog']",dog
334,3,"['horse'; 'dog'; 'frog'; 'airplane']",dog
335,2,"['airplane'; 'horse'; 'dog'; 'deer']",deer
336,4,"['ship'; 'horse'; 'automobile'; 'truck']",ship
337,5,"['ship'; 'airplane'; 'automobile'; 'truck']",truck
338,7,"['airplane'; 'cat'; 'frog'; 'truck']",cat
339,5,"['ship'; 'airplane'; 'automobile'; 'truck']",ship
340,9,"['automobile'; 'ship'; 'bird'; 'airplane']",automobile
341,0,"['automobile'; 'dog'; 'horse'; 'cat']",horse
342,3,"['horse'; 'frog'; 'dog'; 'airplane']",dog
343,4,"['truck'; 'ship'; 'horse'; 'automobile']",horse
344,0,"['horse'; 'dog'; 'automobile'; 'cat']",automobile
345,4,"['ship'; 'automobile'; 'truck'; 'horse']",horse
346,4,"['horse'; 'ship'; 'truck'; 'automobile']",horse
347,6,"['bird'; 'horse'; 'truck'; 'ship']",bird
348,0,"['dog'; 'cat'; 'horse'; 'automobile']",automobile
349,0,"['horse'; 'dog'; 'automobile'; 'cat']",automobile
350,6,"['ship'; 'horse'; 'truck'; 'bird']",bird
351,6,"['truck'; 'ship'; 'bird'; 'horse']",bird
352,0,"['horse'; 'dog'; 'automobile'; 'cat']",automobile
353,8,"['deer'; 'cat'; 'frog'; 'truck']",truck
354,1,"['horse'; 'deer'; 'ship'; 'frog']",ship
355,6,"['ship'; 'bird'; 'horse'; 'truck']",ship
356,2,"['deer'; 'dog'; 'horse'; 'airplane']",horse
357,9,"['bird'; 'ship'; 'airplane'; 'automobile']",automobile
358,2,"['airplane'; 'deer'; 'dog'; 'horse']",airplane
359,5,"['ship'; 'truck'; 'automobile'; 'airplane']",ship
360,9,"['airplane'; 'automobile'; 'ship'; 'bird']",automobile
361,6,"['horse'; 'bird'; 'ship'; 'truck']",bird
362,7,"['cat'; 'airplane'; 'truck'; 'frog']",truck
363,4,"['truck'; 'automobile'; 'horse'; 'ship']",horse
364,1,"['horse'; 'frog'; 'deer'; 'ship']",ship
365,8,"['deer'; 'cat'; 'frog'; 'truck']",truck
366,7,"['cat'; 'frog'; 'airplane'; 'truck']",truck
367,3,"['airplane'; 'frog'; 'horse'; 'dog']",dog
368,6,"['truck'; 'horse'; 'bird'; 'ship']",bird
369,9,"['ship'; 'bird'; 'airplane'; 'automobile']",automobile
370,3,"['airplane'; 'frog'; 'dog'; 'horse']",dog
371,0,"['cat'; 'automobile'; 'horse'; 'dog']",horse
372,4,"['ship'; 'automobile'; 'truck'; 'horse']",horse
373,0,"['horse'; 'cat'; 'automobile'; 'dog']",automobile
374,5,"['airplane'; 'truck'; 'ship'; 'automobile']",automobile
375,1,"['frog'; 'ship'; 'deer'; 'horse']",ship
376,0,"['dog'; 'cat'; 'automobile'; 'horse']",automobile
377,3,"['airplane'; 'horse'; 'frog'; 'dog']",dog
378,4,"['horse'; 'ship'; 'truck'; 'automobile']",horse
379,8,"['deer'; 'truck'; 'frog'; 'cat']",cat
380,5,"['airplane'; 'automobile'; 'ship'; 'truck']",truck
381,4,"['truck'; 'ship'; 'automobile'; 'horse']",horse
382,7,"['cat'; 'frog'; 'airplane'; 'truck']",truck
383,2,"['horse'; 'dog'; 'airplane'; 'deer']",airplane
384,3,"['horse'; 'dog'; 'airplane'; 'frog']",dog
385,9,"['airplane'; 'automobile'; 'bird'; 'ship']",automobile
386,7,"['airplane'; 'frog'; 'truck'; 'cat']",truck
387,6,"['horse'; 'bird'; 'truck'; 'ship']",bird
388,7,"['truck'; 'airplane'; 'frog'; 'cat']",cat
389,1,"['deer'; 'ship'; 'horse'; 'frog']",ship
390,4,"['truck'; 'horse'; 'automobile'; 'ship']",horse
391,7,"['cat'; 'airplane'; 'truck'; 'frog']",truck
392,0,"['horse'; 'automobile'; 'cat'; 'dog']",automobile
393,1,"['deer'; 'frog'; 'ship'; 'horse']",ship
394,7,"['airplane'; 'frog'; 'truck'; 'cat']",truck
395,3,"['frog'; 'airplane'; 'horse'; 'dog']",dog
396,1,"['horse'; 'ship'; 'deer'; 'frog']",ship
397,8,"['truck'; 'deer'; 'cat'; 'frog']",truck
398,4,"['automobile'; 'truck'; 'ship'; 'horse']",horse
399,4,"['truck'; 'horse'; 'automobile'; 'ship']",horse
400,2,"['dog'; 'deer'; 'horse'; 'airplane']",horse
401,0,"['dog'; 'automobile'; 'horse'; 'cat']",automobile
402,2,"['dog'; 'horse'; 'deer'; 'airplane']",airplane
403,2,"['airplane'; 'deer'; 'dog'; 'horse']",horse
404,0,"['horse'; 'dog'; 'automobile'; 'cat']",automobile
405,0,"['dog'; 'automobile'; 'cat'; 'horse']",automobile
406,9,"['airplane'; 'automobile'; 'ship'; 'bird']",automobile
407,0,"['dog'; 'horse'; 'cat'; 'automobile']",automobile
408,9,"['bird'; 'airplane'; 'ship'; 'automobile']",automobile
409,6,"['bird'; 'ship'; 'truck'; 'horse']",bird
410,8,"['cat'; 'frog'; 'truck'; 'deer']",truck
411,2,"['horse'; 'airplane'; 'deer'; 'dog']",deer
412,7,"['truck'; 'frog'; 'cat'; 'airplane']",cat
413,7,"['frog'; 'airplane'; 'cat'; 'truck']",cat
414,4,"['horse'; 'automobile'; 'ship'; 'truck']",horse
415,0,"['horse'; 'cat'; 'automobile'; 'dog']",automobile
416,3,"['frog'; 'horse'; 'airplane'; 'dog']",dog
417,0,"['cat'; 'automobile'; 'horse'; 'dog']",automobile
418,8,"['cat'; 'truck'; 'deer'; 'frog']",truck
419,9,"['airplane'; 'ship'; 'automobile'; 'bird']",automobile
420,4,"['horse'; 'truck'; 'automobile'; 'ship']",horse
421,2,"['horse'; 'dog'; 'airplane'; 'deer']",deer
422,7,"['cat'; 'truck'; 'airplane'; 'frog']",Horse
423,2,"['deer'; 'horse'; 'dog'; 'airplane']",dog
424,5,"['truck'; 'airplane'; 'ship'; 'automobile']",automobile
425,2,"['airplane'; 'dog'; 'deer'; 'horse']",deer
426,5,"['airplane'; 'automobile'; 'truck'; 'ship']",truck
427,1,"['ship'; 'horse'; 'frog'; 'deer']",ship
428,9,"['airplane'; 'bird'; 'automobile'; 'ship']",automobile
429,4,"['truck'; 'automobile'; 'horse'; 'ship']",horse
430,8,"['cat'; 'frog'; 'truck'; 'deer']",truck
431,5,"['automobile'; 'airplane'; 'ship'; 'truck']",truck
432,1,"['deer'; 'frog'; 'horse'; 'ship']",ship
433,7,"['airplane'; 'frog'; 'truck'; 'cat']",cat
