index,true_label,cluster_id,candidate_labels,complementary_label
182,5,9,"['bird'; 'truck'; 'automobile'; 'frog']",truck
183,5,6,"['airplane'; 'frog'; 'truck'; 'deer']",frog
184,1,8,"['airplane'; 'bird'; 'cat'; 'dog']",bird
185,0,5,"['cat'; 'frog'; 'horse'; 'ship']",horse
186,9,8,"['airplane'; 'bird'; 'cat'; 'dog']",bird
187,6,1,"['automobile'; 'cat'; 'bird'; 'dog']",bird
188,9,2,"['ship'; 'frog'; 'automobile'; 'airplane']",frog
189,0,0,"['automobile'; 'truck'; 'airplane'; 'deer']",deer
190,8,2,"['frog'; 'airplane'; 'automobile'; 'ship']",frog
191,7,5,"['horse'; 'cat'; 'ship'; 'frog']",ship
192,8,5,"['frog'; 'horse'; 'cat'; 'ship']",frog
193,8,6,"['truck'; 'deer'; 'frog'; 'airplane']",deer
194,2,0,"['airplane'; 'deer'; 'automobile'; 'truck']",deer
195,5,9,"['automobile'; 'frog'; 'truck'; 'bird']",frog
196,2,4,"['ship'; 'cat'; 'dog'; 'airplane']",dog
197,3,9,"['automobile'; 'bird'; 'truck'; 'frog']",truck
198,5,1,"['cat'; 'bird'; 'automobile'; 'dog']",automobile
199,0,3,"['airplane'; 'cat'; 'ship'; 'automobile']",cat
200,6,4,"['ship'; 'airplane'; 'cat'; 'dog']",dog
201,1,6,"['deer'; 'airplane'; 'frog'; 'truck']",frog
202,9,0,"['automobile'; 'truck'; 'airplane'; 'deer']",deer
203,3,0,"['deer'; 'truck'; 'automobile'; 'airplane']",truck
204,6,4,"['airplane'; 'cat'; 'dog'; 'ship']",airplane
205,9,2,"['airplane'; 'automobile'; 'ship'; 'frog']",frog
206,1,6,"['frog'; 'deer'; 'airplane'; 'truck']",frog
207,3,0,"['automobile'; 'deer'; 'airplane'; 'truck']",deer
208,9,2,"['ship'; 'frog'; 'airplane'; 'automobile']",frog
209,6,9,"['frog'; 'truck'; 'bird'; 'automobile']",truck
210,6,9,"['truck'; 'automobile'; 'bird'; 'frog']",truck
211,7,6,"['frog'; 'airplane'; 'deer'; 'truck']",airplane
212,1,7,"['truck'; 'bird'; 'frog'; 'dog']",bird
213,0,7,"['truck'; 'bird'; 'frog'; 'dog']",truck
214,9,6,"['frog'; 'truck'; 'airplane'; 'deer']",frog
215,5,1,"['cat'; 'bird'; 'dog'; 'automobile']",bird
216,8,9,"['frog'; 'bird'; 'automobile'; 'truck']",automobile
217,5,4,"['cat'; 'ship'; 'dog'; 'airplane']",ship
218,2,4,"['ship'; 'dog'; 'cat'; 'airplane']",ship
219,9,0,"['deer'; 'airplane'; 'truck'; 'automobile']",deer
220,0,1,"['automobile'; 'dog'; 'bird'; 'cat']",dog
221,8,5,"['ship'; 'horse'; 'frog'; 'cat']",horse
222,8,9,"['bird'; 'truck'; 'frog'; 'automobile']",truck
223,0,3,"['cat'; 'automobile'; 'ship'; 'airplane']",cat
224,6,8,"['dog'; 'airplane'; 'bird'; 'cat']",airplane
225,9,2,"['ship'; 'frog'; 'airplane'; 'automobile']",frog
226,1,0,"['truck'; 'airplane'; 'automobile'; 'deer']",deer
227,1,9,"['truck'; 'frog'; 'bird'; 'automobile']",frog
228,6,4,"['cat'; 'dog'; 'airplane'; 'ship']",airplane
229,3,9,"['frog'; 'bird'; 'truck'; 'automobile']",truck
230,7,8,"['airplane'; 'bird'; 'dog'; 'cat']",bird
231,6,5,"['cat'; 'ship'; 'frog'; 'horse']",ship
232,6,4,"['dog'; 'airplane'; 'cat'; 'ship']",airplane
233,0,4,"['cat'; 'dog'; 'airplane'; 'ship']",cat
234,6,1,"['bird'; 'dog'; 'cat'; 'automobile']",dog
235,6,9,"['bird'; 'truck'; 'frog'; 'automobile']",truck
236,1,4,"['dog'; 'airplane'; 'ship'; 'cat']",ship
237,7,7,"['bird'; 'frog'; 'dog'; 'truck']",truck
238,1,9,"['bird'; 'truck'; 'automobile'; 'frog']",frog
239,5,9,"['frog'; 'automobile'; 'truck'; 'bird']",truck
240,8,3,"['airplane'; 'cat'; 'automobile'; 'ship']",cat
241,3,6,"['truck'; 'airplane'; 'deer'; 'frog']",truck
242,6,8,"['bird'; 'cat'; 'dog'; 'airplane']",dog
243,6,1,"['automobile'; 'bird'; 'dog'; 'cat']",automobile
244,8,9,"['automobile'; 'frog'; 'truck'; 'bird']",frog
245,6,1,"['bird'; 'dog'; 'cat'; 'automobile']",dog
246,8,9,"['automobile'; 'frog'; 'bird'; 'truck']",frog
247,4,1,"['automobile'; 'bird'; 'cat'; 'dog']",bird
248,6,2,"['airplane'; 'automobile'; 'frog'; 'ship']",airplane
249,6,1,"['automobile'; 'dog'; 'cat'; 'bird']",dog
250,1,4,"['dog'; 'ship'; 'cat'; 'airplane']",ship
251,3,2,"['automobile'; 'ship'; 'airplane'; 'frog']",frog
252,8,5,"['horse'; 'frog'; 'ship'; 'cat']",horse
253,3,7,"['frog'; 'truck'; 'bird'; 'dog']",truck
254,4,7,"['dog'; 'truck'; 'frog'; 'bird']",truck
255,1,2,"['ship'; 'automobile'; 'airplane'; 'frog']",frog
256,7,6,"['deer'; 'frog'; 'truck'; 'airplane']",truck
257,1,4,"['ship'; 'airplane'; 'cat'; 'dog']",cat
258,3,8,"['dog'; 'cat'; 'airplane'; 'bird']",airplane
259,8,2,"['airplane'; 'frog'; 'ship'; 'automobile']",frog
260,5,3,"['airplane'; 'automobile'; 'cat'; 'ship']",cat
261,1,1,"['bird'; 'dog'; 'automobile'; 'cat']",bird
262,1,6,"['airplane'; 'deer'; 'truck'; 'frog']",deer
263,4,4,"['ship'; 'cat'; 'airplane'; 'dog']",cat
264,0,5,"['ship'; 'frog'; 'cat'; 'horse']",frog
265,9,2,"['airplane'; 'ship'; 'frog'; 'automobile']",frog
266,3,5,"['horse'; 'frog'; 'ship'; 'cat']",ship
267,7,8,"['dog'; 'bird'; 'cat'; 'airplane']",airplane
268,4,1,"['bird'; 'cat'; 'automobile'; 'dog']",automobile
269,9,2,"['ship'; 'airplane'; 'automobile'; 'frog']",frog
270,9,2,"['automobile'; 'airplane'; 'ship'; 'frog']",frog
271,2,2,"['automobile'; 'airplane'; 'ship'; 'frog']",frog
272,4,7,"['frog'; 'bird'; 'dog'; 'truck']",truck
273,9,4,"['cat'; 'ship'; 'airplane'; 'dog']",ship
274,9,2,"['ship'; 'airplane'; 'automobile'; 'frog']",frog
275,1,1,"['cat'; 'automobile'; 'dog'; 'bird']",cat
276,0,7,"['dog'; 'bird'; 'truck'; 'frog']",truck
277,5,1,"['cat'; 'bird'; 'automobile'; 'dog']",automobile
278,9,3,"['cat'; 'airplane'; 'automobile'; 'ship']",airplane
279,0,9,"['bird'; 'frog'; 'truck'; 'automobile']",truck
280,8,5,"['horse'; 'frog'; 'ship'; 'cat']",horse
281,2,0,"['truck'; 'airplane'; 'automobile'; 'deer']",truck
282,1,4,"['airplane'; 'ship'; 'cat'; 'dog']",cat
283,2,7,"['frog'; 'bird'; 'dog'; 'truck']",dog
284,0,5,"['frog'; 'ship'; 'cat'; 'horse']",frog
285,5,8,"['airplane'; 'dog'; 'bird'; 'cat']",airplane
286,6,4,"['cat'; 'ship'; 'dog'; 'airplane']",ship
287,3,4,"['dog'; 'ship'; 'cat'; 'airplane']",ship
288,2,5,"['frog'; 'ship'; 'horse'; 'cat']",ship
289,7,0,"['truck'; 'airplane'; 'deer'; 'automobile']",deer
290,8,5,"['frog'; 'horse'; 'ship'; 'cat']",frog
291,8,1,"['dog'; 'cat'; 'bird'; 'automobile']",dog
292,6,1,"['dog'; 'automobile'; 'bird'; 'cat']",automobile
293,0,6,"['deer'; 'airplane'; 'truck'; 'frog']",deer
294,7,7,"['frog'; 'bird'; 'truck'; 'dog']",truck
295,9,3,"['automobile'; 'airplane'; 'ship'; 'cat']",cat
296,4,3,"['automobile'; 'ship'; 'airplane'; 'cat']",ship
297,5,7,"['dog'; 'truck'; 'frog'; 'bird']",truck
298,6,8,"['bird'; 'cat'; 'dog'; 'airplane']",dog
299,4,4,"['ship'; 'cat'; 'airplane'; 'dog']",airplane
300,2,4,"['airplane'; 'cat'; 'dog'; 'ship']",airplane
301,1,4,"['cat'; 'ship'; 'airplane'; 'dog']",ship
302,1,2,"['frog'; 'automobile'; 'ship'; 'airplane']",frog
303,2,9,"['truck'; 'bird'; 'automobile'; 'frog']",truck
304,1,6,"['deer'; 'airplane'; 'truck'; 'frog']",airplane
305,5,8,"['dog'; 'cat'; 'airplane'; 'bird']",airplane
306,9,4,"['ship'; 'airplane'; 'dog'; 'cat']",dog
307,9,8,"['bird'; 'dog'; 'airplane'; 'cat']",airplane
308,0,6,"['truck'; 'deer'; 'frog'; 'airplane']",deer
309,8,3,"['automobile'; 'cat'; 'ship'; 'airplane']",cat
310,4,5,"['frog'; 'horse'; 'cat'; 'ship']",ship
311,1,6,"['airplane'; 'truck'; 'deer'; 'frog']",deer
312,1,4,"['cat'; 'dog'; 'airplane'; 'ship']",dog
313,6,4,"['cat'; 'dog'; 'ship'; 'airplane']",ship
314,3,1,"['automobile'; 'dog'; 'cat'; 'bird']",automobile
315,3,0,"['deer'; 'automobile'; 'truck'; 'airplane']",deer
316,9,2,"['frog'; 'airplane'; 'ship'; 'automobile']",frog
317,0,5,"['cat'; 'horse'; 'frog'; 'ship']",ship
318,7,0,"['automobile'; 'airplane'; 'truck'; 'deer']",deer
319,9,2,"['frog'; 'automobile'; 'ship'; 'airplane']",frog
320,7,1,"['dog'; 'automobile'; 'cat'; 'bird']",automobile
321,7,1,"['automobile'; 'dog'; 'bird'; 'cat']",dog
322,9,4,"['cat'; 'ship'; 'dog'; 'airplane']",ship
323,1,5,"['ship'; 'horse'; 'frog'; 'cat']",horse
324,5,1,"['cat'; 'bird'; 'automobile'; 'dog']",automobile
325,1,1,"['bird'; 'dog'; 'automobile'; 'cat']",dog
326,6,2,"['ship'; 'frog'; 'automobile'; 'airplane']",automobile
327,6,1,"['cat'; 'dog'; 'bird'; 'automobile']",automobile
328,8,9,"['frog'; 'bird'; 'truck'; 'automobile']",truck
329,7,3,"['airplane'; 'ship'; 'automobile'; 'cat']",cat
330,1,4,"['dog'; 'ship'; 'airplane'; 'cat']",ship
331,3,6,"['deer'; 'truck'; 'airplane'; 'frog']",truck
332,0,6,"['deer'; 'airplane'; 'frog'; 'truck']",deer
333,3,6,"['deer'; 'airplane'; 'truck'; 'frog']",airplane
334,3,1,"['automobile'; 'bird'; 'dog'; 'cat']",automobile
335,2,5,"['horse'; 'frog'; 'ship'; 'cat']",ship
336,4,1,"['dog'; 'bird'; 'automobile'; 'cat']",automobile
337,5,4,"['cat'; 'airplane'; 'ship'; 'dog']",airplane
338,7,2,"['airplane'; 'frog'; 'automobile'; 'ship']",frog
339,5,7,"['frog'; 'bird'; 'truck'; 'dog']",truck
340,9,0,"['truck'; 'automobile'; 'airplane'; 'deer']",deer
341,0,0,"['automobile'; 'airplane'; 'truck'; 'deer']",deer
342,3,8,"['cat'; 'dog'; 'bird'; 'airplane']",airplane
343,4,1,"['automobile'; 'cat'; 'bird'; 'dog']",cat
344,0,5,"['frog'; 'horse'; 'cat'; 'ship']",frog
345,4,8,"['dog'; 'cat'; 'airplane'; 'bird']",airplane
346,4,6,"['truck'; 'deer'; 'frog'; 'airplane']",frog
347,6,4,"['cat'; 'airplane'; 'ship'; 'dog']",airplane
348,0,7,"['bird'; 'truck'; 'frog'; 'dog']",truck
349,0,7,"['frog'; 'bird'; 'truck'; 'dog']",truck
350,6,7,"['truck'; 'bird'; 'dog'; 'frog']",truck
351,6,1,"['cat'; 'dog'; 'bird'; 'automobile']",automobile
352,0,0,"['truck'; 'airplane'; 'deer'; 'automobile']",deer
353,8,3,"['automobile'; 'cat'; 'ship'; 'airplane']",cat
354,1,8,"['bird'; 'airplane'; 'dog'; 'cat']",airplane
355,6,0,"['automobile'; 'deer'; 'airplane'; 'truck']",truck
356,2,0,"['automobile'; 'deer'; 'truck'; 'airplane']",truck
357,9,8,"['bird'; 'airplane'; 'cat'; 'dog']",bird
358,2,4,"['cat'; 'airplane'; 'dog'; 'ship']",airplane
359,5,1,"['automobile'; 'bird'; 'dog'; 'cat']",bird
360,9,5,"['horse'; 'ship'; 'frog'; 'cat']",horse
361,6,7,"['bird'; 'dog'; 'frog'; 'truck']",truck
362,7,6,"['deer'; 'truck'; 'airplane'; 'frog']",truck
363,4,7,"['dog'; 'frog'; 'bird'; 'truck']",truck
364,1,0,"['automobile'; 'airplane'; 'deer'; 'truck']",deer
365,8,6,"['frog'; 'airplane'; 'truck'; 'deer']",frog
366,7,4,"['airplane'; 'cat'; 'dog'; 'ship']",cat
367,3,0,"['deer'; 'airplane'; 'truck'; 'automobile']",deer
368,6,8,"['dog'; 'bird'; 'airplane'; 'cat']",airplane
369,9,6,"['deer'; 'airplane'; 'frog'; 'truck']",deer
370,3,0,"['truck'; 'automobile'; 'airplane'; 'deer']",deer
371,0,5,"['ship'; 'horse'; 'frog'; 'cat']",horse
372,4,4,"['ship'; 'dog'; 'cat'; 'airplane']",dog
373,0,7,"['bird'; 'dog'; 'frog'; 'truck']",dog
374,5,8,"['airplane'; 'cat'; 'dog'; 'bird']",airplane
375,1,2,"['airplane'; 'automobile'; 'frog'; 'ship']",frog
376,0,3,"['ship'; 'automobile'; 'cat'; 'airplane']",cat
377,3,5,"['cat'; 'ship'; 'frog'; 'horse']",ship
378,4,1,"['bird'; 'automobile'; 'cat'; 'dog']",automobile
379,8,6,"['truck'; 'frog'; 'airplane'; 'deer']",frog
380,5,7,"['dog'; 'bird'; 'truck'; 'frog']",truck
381,4,4,"['airplane'; 'dog'; 'ship'; 'cat']",airplane
382,7,8,"['cat'; 'bird'; 'airplane'; 'dog']",airplane
383,2,9,"['frog'; 'bird'; 'truck'; 'automobile']",truck
384,3,8,"['bird'; 'dog'; 'cat'; 'airplane']",dog
385,9,0,"['airplane'; 'automobile'; 'truck'; 'deer']",deer
386,7,4,"['dog'; 'ship'; 'airplane'; 'cat']",ship
387,6,4,"['ship'; 'dog'; 'cat'; 'airplane']",dog
388,7,2,"['automobile'; 'frog'; 'ship'; 'airplane']",frog
389,1,1,"['automobile'; 'cat'; 'dog'; 'bird']",cat
390,4,6,"['deer'; 'truck'; 'frog'; 'airplane']",truck
391,7,4,"['dog'; 'airplane'; 'ship'; 'cat']",airplane
392,0,0,"['airplane'; 'automobile'; 'deer'; 'truck']",deer
393,1,5,"['cat'; 'frog'; 'horse'; 'ship']",frog
394,7,2,"['airplane'; 'automobile'; 'ship'; 'frog']",frog
395,3,8,"['dog'; 'cat'; 'airplane'; 'bird']",airplane
396,1,1,"['automobile'; 'dog'; 'cat'; 'bird']",dog
397,8,0,"['airplane'; 'truck'; 'automobile'; 'deer']",deer
398,4,7,"['dog'; 'bird'; 'frog'; 'truck']",truck
399,4,1,"['cat'; 'automobile'; 'bird'; 'dog']",automobile
400,2,1,"['cat'; 'dog'; 'automobile'; 'bird']",automobile
401,0,3,"['cat'; 'ship'; 'automobile'; 'airplane']",cat
402,2,5,"['frog'; 'ship'; 'cat'; 'horse']",ship
403,2,5,"['cat'; 'horse'; 'frog'; 'ship']",ship
404,0,0,"['truck'; 'automobile'; 'deer'; 'airplane']",deer
405,0,4,"['dog'; 'cat'; 'airplane'; 'ship']",dog
