index,true_label,candidate_labels,complementary_label
123,53,"['palm_tree'; 'shark'; 'lobster'; 'bicycle'; 'elephant']",shark
124,88,"['boy'; 'cattle'; 'rose'; 'dinosaur'; 'dolphin']",rose
125,67,"['man'; 'cloud'; 'shrew'; 'castle'; 'snake']",castle
126,70,"['castle'; 'sunflower'; 'cloud'; 'keyboard'; 'poppy']",keyboard
127,64,"['boy'; 'dinosaur'; 'woman'; 'butterfly'; 'mushroom']",butterfly
128,53,"['shark'; 'lobster'; 'elephant'; 'bicycle'; 'palm_tree']",bicycle
129,64,"['dinosaur'; 'boy'; 'woman'; 'mushroom'; 'butterfly']",boy
130,8,"['snail'; 'train'; 'can'; 'leopard'; 'orchid']",leopard
131,96,"['lawn_mower'; 'motorcycle'; 'snail'; 'raccoon'; 'castle']",castle
132,87,"['dolphin'; 'lawn_mower'; 'elephant'; 'mushroom'; 'snake']",elephant
133,30,"['bee'; 'elephant'; 'ray'; 'orange'; 'raccoon']",orange
134,20,"['lizard'; 'sunflower'; 'bicycle'; 'elephant'; 'cup']",bicycle
135,30,"['bee'; 'orange'; 'ray'; 'elephant'; 'raccoon']",orange
136,66,"['lobster'; 'worm'; 'couch'; 'forest'; 'sweet_pepper']",couch
137,19,"['rocket'; 'otter'; 'train'; 'mountain'; 'castle']",otter
138,76,"['tiger'; 'bridge'; 'sunflower'; 'castle'; 'plate']",sunflower
139,87,"['mushroom'; 'lawn_mower'; 'snake'; 'dolphin'; 'elephant']",mushroom
140,52,"['pear'; 'porcupine'; 'snake'; 'beaver'; 'fox']",porcupine
141,62,"['lawn_mower'; 'plate'; 'aquarium_fish'; 'boy'; 'elephant']",aquarium_fish
142,35,"['rabbit'; 'orchid'; 'sweet_pepper'; 'snake'; 'wardrobe']",orchid
143,63,"['motorcycle'; 'elephant'; 'pine_tree'; 'maple_tree'; 'squirrel']",pine_tree
144,40,"['bicycle'; 'boy'; 'cup'; 'tank'; 'lobster']",boy
145,4,"['cattle'; 'girl'; 'caterpillar'; 'bottle'; 'rocket']",girl
146,99,"['mouse'; 'forest'; 'clock'; 'lamp'; 'woman']",clock
147,63,"['squirrel'; 'elephant'; 'maple_tree'; 'pine_tree'; 'motorcycle']",maple_tree
148,74,"['squirrel'; 'crab'; 'shark'; 'chair'; 'willow_tree']",chair
149,53,"['lobster'; 'bicycle'; 'palm_tree'; 'elephant'; 'shark']",bicycle
150,26,"['whale'; 'cloud'; 'cockroach'; 'lawn_mower'; 'porcupine']",lawn_mower
151,95,"['lawn_mower'; 'snail'; 'chimpanzee'; 'bus'; 'girl']",chimpanzee
152,48,"['sweet_pepper'; 'clock'; 'raccoon'; 'baby'; 'telephone']",raccoon
153,27,"['flatfish'; 'rocket'; 'shrew'; 'otter'; 'leopard']",rocket
154,33,"['can'; 'train'; 'pine_tree'; 'tank'; 'bottle']",tank
155,29,"['caterpillar'; 'cup'; 'worm'; 'beetle'; 'fox']",cup
156,39,"['snake'; 'mushroom'; 'girl'; 'fox'; 'bicycle']",girl
157,79,"['castle'; 'tulip'; 'lobster'; 'house'; 'bee']",lobster
158,32,"['woman'; 'possum'; 'bicycle'; 'crab'; 'raccoon']",bicycle
159,46,"['crab'; 'skyscraper'; 'bridge'; 'cup'; 'bee']",cup
160,64,"['woman'; 'butterfly'; 'dinosaur'; 'mushroom'; 'boy']",butterfly
161,28,"['shark'; 'tractor'; 'sweet_pepper'; 'mountain'; 'skunk']",skunk
162,85,"['streetcar'; 'kangaroo'; 'pear'; 'cup'; 'rabbit']",streetcar
163,32,"['woman'; 'raccoon'; 'bicycle'; 'possum'; 'crab']",woman
164,82,"['dolphin'; 'lawn_mower'; 'couch'; 'lamp'; 'bed']",couch
165,78,"['motorcycle'; 'raccoon'; 'pear'; 'skunk'; 'bottle']",pear
166,39,"['mushroom'; 'girl'; 'snake'; 'fox'; 'bicycle']",girl
167,54,"['mountain'; 'cloud'; 'pear'; 'bee'; 'shrew']",mountain
168,28,"['tractor'; 'sweet_pepper'; 'shark'; 'skunk'; 'mountain']",skunk
169,66,"['forest'; 'worm'; 'sweet_pepper'; 'lobster'; 'couch']",lobster
170,65,"['lawn_mower'; 'sunflower'; 'hamster'; 'castle'; 'poppy']",castle
171,72,"['seal'; 'sea'; 'orchid'; 'lamp'; 'palm_tree']",lamp
172,21,"['chair'; 'cup'; 'tulip'; 'camel'; 'streetcar']",tulip
173,64,"['dinosaur'; 'mushroom'; 'boy'; 'butterfly'; 'woman']",boy
174,62,"['aquarium_fish'; 'plate'; 'lawn_mower'; 'boy'; 'elephant']",lawn_mower
175,72,"['palm_tree'; 'lamp'; 'orchid'; 'sea'; 'seal']",palm_tree
176,0,"['television'; 'dolphin'; 'orange'; 'snake'; 'shrew']",dolphin
177,44,"['couch'; 'chimpanzee'; 'beaver'; 'sweet_pepper'; 'lobster']",sweet_pepper
178,7,"['rabbit'; 'hamster'; 'bus'; 'tank'; 'lawn_mower']",bus
179,12,"['lamp'; 'mushroom'; 'butterfly'; 'fox'; 'otter']",mushroom
180,19,"['train'; 'mountain'; 'otter'; 'castle'; 'rocket']",castle
181,11,"['mushroom'; 'beaver'; 'porcupine'; 'bowl'; 'snake']",beaver
182,31,"['can'; 'train'; 'bridge'; 'kangaroo'; 'clock']",train
183,61,"['maple_tree'; 'telephone'; 'tractor'; 'couch'; 'house']",couch
184,79,"['house'; 'bee'; 'tulip'; 'lobster'; 'castle']",lobster
185,45,"['maple_tree'; 'snake'; 'woman'; 'bee'; 'keyboard']",woman
186,81,"['cloud'; 'wardrobe'; 'tank'; 'beaver'; 'dinosaur']",beaver
187,79,"['bee'; 'lobster'; 'castle'; 'tulip'; 'house']",castle
188,98,"['chair'; 'train'; 'mushroom'; 'tank'; 'maple_tree']",train
189,43,"['streetcar'; 'rocket'; 'aquarium_fish'; 'otter'; 'maple_tree']",streetcar
190,46,"['cup'; 'bridge'; 'bee'; 'skyscraper'; 'crab']",bee
191,67,"['castle'; 'shrew'; 'snake'; 'man'; 'cloud']",man
192,80,"['cloud'; 'snake'; 'bottle'; 'castle'; 'sea']",snake
193,68,"['otter'; 'dolphin'; 'tulip'; 'rose'; 'rocket']",tulip
194,74,"['squirrel'; 'shark'; 'chair'; 'willow_tree'; 'crab']",chair
195,48,"['sweet_pepper'; 'telephone'; 'baby'; 'raccoon'; 'clock']",baby
196,81,"['beaver'; 'dinosaur'; 'wardrobe'; 'tank'; 'cloud']",wardrobe
197,94,"['tulip'; 'possum'; 'worm'; 'plate'; 'rabbit']",worm
198,86,"['apple'; 'kangaroo'; 'pickup_truck'; 'man'; 'rose']",kangaroo
199,69,"['plain'; 'whale'; 'bee'; 'lizard'; 'bridge']",whale
200,39,"['bicycle'; 'fox'; 'mushroom'; 'snake'; 'girl']",fox
201,73,"['aquarium_fish'; 'rocket'; 'shark'; 'maple_tree'; 'orange']",maple_tree
202,2,"['castle'; 'butterfly'; 'skyscraper'; 'chair'; 'cattle']",castle
203,46,"['bridge'; 'skyscraper'; 'crab'; 'cup'; 'bee']",crab
204,49,"['worm'; 'maple_tree'; 'cup'; 'cattle'; 'orchid']",cup
205,63,"['motorcycle'; 'maple_tree'; 'squirrel'; 'pine_tree'; 'elephant']",maple_tree
206,43,"['streetcar'; 'maple_tree'; 'aquarium_fish'; 'rocket'; 'otter']",aquarium_fish
207,14,"['can'; 'beaver'; 'motorcycle'; 'apple'; 'man']",beaver
208,49,"['cattle'; 'worm'; 'orchid'; 'cup'; 'maple_tree']",worm
209,68,"['rocket'; 'dolphin'; 'rose'; 'tulip'; 'otter']",rose
210,65,"['poppy'; 'sunflower'; 'castle'; 'hamster'; 'lawn_mower']",castle
211,41,"['kangaroo'; 'boy'; 'leopard'; 'dinosaur'; 'bear']",leopard
212,37,"['possum'; 'bottle'; 'tank'; 'woman'; 'camel']",camel
213,45,"['snake'; 'bee'; 'keyboard'; 'maple_tree'; 'woman']",keyboard
214,36,"['worm'; 'television'; 'mountain'; 'bed'; 'train']",television
215,21,"['cup'; 'chair'; 'tulip'; 'streetcar'; 'camel']",chair
216,77,"['otter'; 'mountain'; 'sunflower'; 'crocodile'; 'can']",mountain
217,37,"['camel'; 'tank'; 'possum'; 'bottle'; 'woman']",camel
218,39,"['snake'; 'mushroom'; 'fox'; 'bicycle'; 'girl']",fox
219,8,"['snail'; 'leopard'; 'orchid'; 'train'; 'can']",leopard
220,9,"['lobster'; 'castle'; 'pine_tree'; 'oak_tree'; 'road']",castle
221,62,"['aquarium_fish'; 'lawn_mower'; 'boy'; 'plate'; 'elephant']",elephant
222,86,"['rose'; 'apple'; 'pickup_truck'; 'man'; 'kangaroo']",kangaroo
223,39,"['fox'; 'bicycle'; 'mushroom'; 'snake'; 'girl']",bicycle
224,19,"['mountain'; 'castle'; 'train'; 'otter'; 'rocket']",castle
225,54,"['cloud'; 'mountain'; 'shrew'; 'bee'; 'pear']",shrew
226,39,"['mushroom'; 'snake'; 'fox'; 'bicycle'; 'girl']",bicycle
227,28,"['mountain'; 'skunk'; 'sweet_pepper'; 'shark'; 'tractor']",skunk
228,11,"['bowl'; 'beaver'; 'snake'; 'porcupine'; 'mushroom']",beaver
229,89,"['willow_tree'; 'snake'; 'oak_tree'; 'bus'; 'worm']",snake
230,90,"['squirrel'; 'lawn_mower'; 'dinosaur'; 'lamp'; 'rocket']",dinosaur
231,90,"['lamp'; 'rocket'; 'dinosaur'; 'squirrel'; 'lawn_mower']",squirrel
232,79,"['house'; 'lobster'; 'tulip'; 'castle'; 'bee']",castle
233,66,"['couch'; 'lobster'; 'forest'; 'sweet_pepper'; 'worm']",lobster
234,81,"['tank'; 'dinosaur'; 'beaver'; 'wardrobe'; 'cloud']",wardrobe
235,21,"['camel'; 'cup'; 'chair'; 'streetcar'; 'tulip']",cup
236,79,"['bee'; 'castle'; 'house'; 'lobster'; 'tulip']",castle
237,40,"['lobster'; 'bicycle'; 'boy'; 'cup'; 'tank']",boy
238,29,"['worm'; 'caterpillar'; 'fox'; 'beetle'; 'cup']",fox
239,22,"['whale'; 'pear'; 'elephant'; 'willow_tree'; 'orchid']",whale
240,13,"['lion'; 'television'; 'apple'; 'turtle'; 'tulip']",television
241,25,"['pine_tree'; 'beaver'; 'bottle'; 'can'; 'fox']",bottle
242,11,"['beaver'; 'snake'; 'porcupine'; 'bowl'; 'mushroom']",bowl
243,38,"['boy'; 'spider'; 'forest'; 'cattle'; 'bridge']",spider
244,10,"['raccoon'; 'shark'; 'bowl'; 'ray'; 'skyscraper']",skyscraper
245,96,"['castle'; 'raccoon'; 'lawn_mower'; 'motorcycle'; 'snail']",raccoon
246,54,"['bee'; 'shrew'; 'mountain'; 'cloud'; 'pear']",mountain
247,65,"['lawn_mower'; 'poppy'; 'castle'; 'hamster'; 'sunflower']",castle
248,39,"['bicycle'; 'fox'; 'snake'; 'mushroom'; 'girl']",fox
249,40,"['bicycle'; 'lobster'; 'cup'; 'boy'; 'tank']",lobster
250,42,"['butterfly'; 'possum'; 'tractor'; 'sea'; 'lamp']",tractor
251,48,"['telephone'; 'raccoon'; 'clock'; 'sweet_pepper'; 'baby']",raccoon
252,48,"['clock'; 'baby'; 'telephone'; 'sweet_pepper'; 'raccoon']",sweet_pepper
253,51,"['house'; 'boy'; 'lion'; 'bridge'; 'lizard']",lion
254,11,"['bowl'; 'mushroom'; 'snake'; 'porcupine'; 'beaver']",mushroom
255,23,"['bowl'; 'otter'; 'skunk'; 'snail'; 'leopard']",otter
256,23,"['snail'; 'leopard'; 'bowl'; 'otter'; 'skunk']",bowl
257,89,"['willow_tree'; 'worm'; 'bus'; 'snake'; 'oak_tree']",worm
258,52,"['fox'; 'beaver'; 'snake'; 'porcupine'; 'pear']",beaver
259,46,"['bridge'; 'skyscraper'; 'crab'; 'bee'; 'cup']",crab
260,2,"['castle'; 'cattle'; 'skyscraper'; 'butterfly'; 'chair']",castle
261,95,"['chimpanzee'; 'snail'; 'bus'; 'girl'; 'lawn_mower']",bus
262,43,"['otter'; 'aquarium_fish'; 'maple_tree'; 'rocket'; 'streetcar']",aquarium_fish
263,86,"['man'; 'pickup_truck'; 'rose'; 'kangaroo'; 'apple']",rose
264,34,"['plain'; 'skyscraper'; 'willow_tree'; 'shrew'; 'television']",skyscraper
265,66,"['forest'; 'worm'; 'lobster'; 'couch'; 'sweet_pepper']",lobster
266,18,"['pine_tree'; 'chimpanzee'; 'raccoon'; 'orchid'; 'camel']",chimpanzee
267,46,"['bridge'; 'bee'; 'crab'; 'cup'; 'skyscraper']",bee
268,66,"['couch'; 'forest'; 'lobster'; 'sweet_pepper'; 'worm']",lobster
269,56,"['plate'; 'forest'; 'motorcycle'; 'orchid'; 'train']",motorcycle
270,57,"['worm'; 'plain'; 'poppy'; 'whale'; 'turtle']",whale
271,1,"['bear'; 'train'; 'maple_tree'; 'sunflower'; 'keyboard']",keyboard
272,44,"['chimpanzee'; 'sweet_pepper'; 'lobster'; 'couch'; 'beaver']",lobster
273,11,"['beaver'; 'porcupine'; 'mushroom'; 'bowl'; 'snake']",bowl
274,82,"['dolphin'; 'lamp'; 'couch'; 'bed'; 'lawn_mower']",lamp
275,23,"['bowl'; 'snail'; 'skunk'; 'otter'; 'leopard']",snail
276,90,"['rocket'; 'squirrel'; 'lamp'; 'dinosaur'; 'lawn_mower']",rocket
277,56,"['plate'; 'motorcycle'; 'forest'; 'train'; 'orchid']",motorcycle
278,19,"['train'; 'castle'; 'otter'; 'rocket'; 'mountain']",castle
279,68,"['rose'; 'dolphin'; 'otter'; 'rocket'; 'tulip']",rocket
280,66,"['couch'; 'sweet_pepper'; 'worm'; 'lobster'; 'forest']",couch
281,28,"['mountain'; 'sweet_pepper'; 'shark'; 'skunk'; 'tractor']",skunk
282,1,"['bear'; 'train'; 'keyboard'; 'maple_tree'; 'sunflower']",train
283,57,"['whale'; 'worm'; 'turtle'; 'plain'; 'poppy']",whale
284,67,"['cloud'; 'snake'; 'man'; 'castle'; 'shrew']",man
285,5,"['keyboard'; 'cockroach'; 'wardrobe'; 'cattle'; 'tractor']",cockroach
286,13,"['television'; 'lion'; 'turtle'; 'apple'; 'tulip']",lion
287,78,"['motorcycle'; 'bottle'; 'raccoon'; 'pear'; 'skunk']",raccoon
288,6,"['bus'; 'bowl'; 'castle'; 'poppy'; 'bee']",castle
289,84,"['flatfish'; 'tractor'; 'cup'; 'chair'; 'tank']",tractor
290,7,"['lawn_mower'; 'rabbit'; 'tank'; 'bus'; 'hamster']",bus
291,41,"['leopard'; 'dinosaur'; 'kangaroo'; 'boy'; 'bear']",leopard
292,65,"['sunflower'; 'poppy'; 'castle'; 'lawn_mower'; 'hamster']",castle
293,80,"['bottle'; 'cloud'; 'snake'; 'castle'; 'sea']",castle
294,12,"['otter'; 'lamp'; 'butterfly'; 'fox'; 'mushroom']",lamp
295,50,"['palm_tree'; 'butterfly'; 'castle'; 'cloud'; 'wardrobe']",castle
296,63,"['motorcycle'; 'maple_tree'; 'pine_tree'; 'squirrel'; 'elephant']",maple_tree
297,26,"['whale'; 'porcupine'; 'cloud'; 'cockroach'; 'lawn_mower']",cloud
298,8,"['leopard'; 'can'; 'snail'; 'train'; 'orchid']",train
299,53,"['shark'; 'bicycle'; 'elephant'; 'lobster'; 'palm_tree']",bicycle
300,60,"['television'; 'bottle'; 'tulip'; 'porcupine'; 'castle']",tulip
301,99,"['lamp'; 'mouse'; 'clock'; 'woman'; 'forest']",forest
302,97,"['shrew'; 'mushroom'; 'baby'; 'cattle'; 'house']",mushroom
303,85,"['kangaroo'; 'streetcar'; 'cup'; 'pear'; 'rabbit']",cup
304,0,"['television'; 'orange'; 'shrew'; 'snake'; 'dolphin']",orange
305,78,"['bottle'; 'motorcycle'; 'raccoon'; 'skunk'; 'pear']",raccoon
306,31,"['bridge'; 'kangaroo'; 'can'; 'train'; 'clock']",kangaroo
307,10,"['raccoon'; 'shark'; 'skyscraper'; 'ray'; 'bowl']",skyscraper
308,2,"['chair'; 'cattle'; 'skyscraper'; 'butterfly'; 'castle']",castle
309,7,"['bus'; 'lawn_mower'; 'tank'; 'hamster'; 'rabbit']",hamster
310,43,"['streetcar'; 'rocket'; 'maple_tree'; 'aquarium_fish'; 'otter']",aquarium_fish
311,83,"['lion'; 'house'; 'streetcar'; 'sunflower'; 'wardrobe']",lion
312,97,"['cattle'; 'shrew'; 'mushroom'; 'house'; 'baby']",mushroom
313,91,"['pear'; 'crab'; 'cockroach'; 'elephant'; 'wardrobe']",cockroach
314,82,"['dolphin'; 'lawn_mower'; 'lamp'; 'bed'; 'couch']",lawn_mower
315,28,"['skunk'; 'sweet_pepper'; 'mountain'; 'tractor'; 'shark']",tractor
316,42,"['butterfly'; 'tractor'; 'lamp'; 'sea'; 'possum']",tractor
317,0,"['dolphin'; 'orange'; 'snake'; 'television'; 'shrew']",television
318,82,"['couch'; 'lawn_mower'; 'dolphin'; 'lamp'; 'bed']",couch
319,5,"['cockroach'; 'cattle'; 'wardrobe'; 'keyboard'; 'tractor']",cockroach
320,68,"['tulip'; 'dolphin'; 'rose'; 'rocket'; 'otter']",dolphin
321,60,"['bottle'; 'television'; 'tulip'; 'castle'; 'porcupine']",tulip
322,30,"['raccoon'; 'orange'; 'elephant'; 'ray'; 'bee']",orange
323,98,"['train'; 'mushroom'; 'maple_tree'; 'tank'; 'chair']",mushroom
