index,true_label,candidate_labels,complementary_label
34,4,"['horse', 'truck', 'ship', 'automobile']",truck
35,0,"['horse', 'cat', 'automobile', 'dog']",automobile
36,3,"['dog', 'frog', 'airplane', 'horse']",airplane
37,7,"['cat', 'airplane', 'truck', 'frog']",airplane
38,3,"['frog', 'airplane', 'horse', 'dog']",airplane
39,3,"['airplane', 'dog', 'frog', 'horse']",airplane
40,5,"['airplane', 'ship', 'automobile', 'truck']",ship
41,2,"['dog', 'airplane', 'horse', 'deer']",airplane
42,2,"['horse', 'deer', 'dog', 'airplane']",airplane
43,7,"['airplane', 'cat', 'truck', 'frog']",cat
44,1,"['deer', 'horse', 'ship', 'frog']",ship
45,1,"['frog', 'ship', 'deer', 'horse']",ship
46,1,"['frog', 'horse', 'deer', 'ship']",ship
47,2,"['airplane', 'horse', 'dog', 'deer']",airplane
48,2,"['dog', 'airplane', 'horse', 'deer']",airplane
49,0,"['horse', 'cat', 'dog', 'automobile']",horse
50,9,"['airplane', 'ship', 'bird', 'automobile']",bird
51,5,"['airplane', 'truck', 'ship', 'automobile']",ship
52,7,"['airplane', 'cat', 'truck', 'frog']",truck
53,9,"['automobile', 'bird', 'airplane', 'ship']",bird
54,2,"['horse', 'airplane', 'deer', 'dog']",horse
55,2,"['airplane', 'deer', 'horse', 'dog']",deer
56,5,"['airplane', 'ship', 'truck', 'automobile']",ship
57,2,"['airplane', 'dog', 'horse', 'deer']",airplane
58,4,"['ship', 'horse', 'automobile', 'truck']",truck
59,3,"['horse', 'airplane', 'frog', 'dog']",dog
60,1,"['horse', 'frog', 'ship', 'deer']",ship
61,1,"['ship', 'deer', 'horse', 'frog']",deer
62,8,"['truck', 'frog', 'cat', 'deer']",frog
63,2,"['deer', 'airplane', 'horse', 'dog']",airplane
64,1,"['frog', 'ship', 'deer', 'horse']",ship
65,1,"['horse', 'deer', 'frog', 'ship']",ship
66,4,"['truck', 'automobile', 'horse', 'ship']",truck
67,9,"['airplane', 'bird', 'ship', 'automobile']",bird
68,7,"['frog', 'cat', 'truck', 'airplane']",truck
69,8,"['frog', 'truck', 'deer', 'cat']",truck
70,5,"['automobile', 'truck', 'airplane', 'ship']",ship
71,9,"['ship', 'automobile', 'airplane', 'bird']",bird
72,6,"['horse', 'truck', 'ship', 'bird']",truck
73,7,"['truck', 'frog', 'cat', 'airplane']",frog
74,3,"['airplane', 'dog', 'frog', 'horse']",dog
75,1,"['ship', 'deer', 'horse', 'frog']",horse
76,9,"['ship', 'airplane', 'automobile', 'bird']",bird
77,0,"['automobile', 'cat', 'horse', 'dog']",automobile
78,3,"['airplane', 'frog', 'horse', 'dog']",frog
79,1,"['ship', 'deer', 'horse', 'frog']",deer
80,3,"['horse', 'airplane', 'frog', 'dog']",frog
81,5,"['airplane', 'ship', 'automobile', 'truck']",ship
82,4,"['horse', 'automobile', 'ship', 'truck']",automobile
83,5,"['truck', 'airplane', 'automobile', 'ship']",truck
84,7,"['truck', 'airplane', 'frog', 'cat']",frog
85,7,"['cat', 'airplane', 'truck', 'frog']",airplane
86,4,"['ship', 'truck', 'automobile', 'horse']",truck
87,7,"['truck', 'frog', 'airplane', 'cat']",frog
88,9,"['automobile', 'ship', 'bird', 'airplane']",ship
89,4,"['automobile', 'truck', 'ship', 'horse']",truck
90,2,"['horse', 'dog', 'deer', 'airplane']",airplane
91,3,"['horse', 'frog', 'airplane', 'dog']",airplane
92,8,"['frog', 'cat', 'truck', 'deer']",truck
93,0,"['automobile', 'dog', 'horse', 'cat']",dog
94,1,"['deer', 'horse', 'frog', 'ship']",ship
95,6,"['truck', 'ship', 'bird', 'horse']",truck
96,1,"['horse', 'frog', 'deer', 'ship']",ship
97,1,"['horse', 'ship', 'frog', 'deer']",ship
98,4,"['automobile', 'horse', 'ship', 'truck']",ship
99,1,"['horse', 'ship', 'frog', 'deer']",ship
100,8,"['cat', 'truck', 'frog', 'deer']",frog
101,3,"['horse', 'frog', 'dog', 'airplane']",frog
102,9,"['bird', 'automobile', 'airplane', 'ship']",bird
103,6,"['truck', 'bird', 'horse', 'ship']",truck
104,6,"['horse', 'bird', 'ship', 'truck']",ship
105,1,"['frog', 'horse', 'deer', 'ship']",ship
106,8,"['truck', 'frog', 'cat', 'deer']",frog
107,5,"['airplane', 'truck', 'ship', 'automobile']",ship
108,2,"['airplane', 'dog', 'deer', 'horse']",deer
109,9,"['airplane', 'bird', 'automobile', 'ship']",bird
110,9,"['ship', 'bird', 'automobile', 'airplane']",bird
111,8,"['cat', 'deer', 'frog', 'truck']",truck
112,1,"['horse', 'frog', 'ship', 'deer']",ship
113,7,"['truck', 'cat', 'frog', 'airplane']",truck
114,7,"['truck', 'cat', 'airplane', 'frog']",truck
115,0,"['horse', 'dog', 'cat', 'automobile']",horse
116,0,"['horse', 'dog', 'cat', 'automobile']",horse
117,6,"['bird', 'truck', 'horse', 'ship']",truck
118,9,"['airplane', 'bird', 'ship', 'automobile']",bird
119,1,"['ship', 'horse', 'deer', 'frog']",horse
120,2,"['dog', 'deer', 'airplane', 'horse']",airplane
121,2,"['dog', 'airplane', 'horse', 'deer']",airplane
122,9,"['ship', 'bird', 'automobile', 'airplane']",bird
123,2,"['airplane', 'dog', 'deer', 'horse']",dog
124,6,"['ship', 'truck', 'horse', 'bird']",horse
125,6,"['horse', 'bird', 'truck', 'ship']",truck
126,1,"['deer', 'frog', 'ship', 'horse']",ship
127,9,"['bird', 'ship', 'airplane', 'automobile']",bird
128,5,"['truck', 'airplane', 'automobile', 'ship']",ship
129,0,"['horse', 'automobile', 'cat', 'dog']",horse
130,4,"['horse', 'ship', 'truck', 'automobile']",ship
131,7,"['truck', 'cat', 'frog', 'airplane']",frog
132,6,"['horse', 'truck', 'bird', 'ship']",truck
133,7,"['cat', 'airplane', 'truck', 'frog']",airplane
134,1,"['deer', 'ship', 'frog', 'horse']",ship
135,8,"['frog', 'truck', 'cat', 'deer']",truck
136,1,"['horse', 'frog', 'deer', 'ship']",ship
137,1,"['ship', 'horse', 'frog', 'deer']",frog
138,2,"['deer', 'dog', 'horse', 'airplane']",airplane
139,8,"['frog', 'deer', 'cat', 'truck']",deer
140,1,"['frog', 'deer', 'horse', 'ship']",ship
141,3,"['horse', 'frog', 'airplane', 'dog']",airplane
142,3,"['horse', 'frog', 'airplane', 'dog']",airplane
143,6,"['horse', 'truck', 'ship', 'bird']",truck
144,2,"['dog', 'horse', 'airplane', 'deer']",airplane
145,4,"['truck', 'horse', 'ship', 'automobile']",ship
146,9,"['automobile', 'bird', 'airplane', 'ship']",bird
147,9,"['automobile', 'bird', 'airplane', 'ship']",bird
148,5,"['truck', 'automobile', 'airplane', 'ship']",ship
149,4,"['ship', 'automobile', 'truck', 'horse']",truck
150,3,"['airplane', 'dog', 'frog', 'horse']",airplane
151,6,"['truck', 'bird', 'horse', 'ship']",truck
152,7,"['cat', 'airplane', 'truck', 'frog']",airplane
153,4,"['automobile', 'horse', 'ship', 'truck']",ship
154,6,"['horse', 'truck', 'bird', 'ship']",truck
155,8,"['deer', 'truck', 'cat', 'frog']",deer
156,5,"['airplane', 'automobile', 'truck', 'ship']",ship
157,5,"['automobile', 'ship', 'truck', 'airplane']",ship
158,4,"['ship', 'automobile', 'truck', 'horse']",truck
159,3,"['horse', 'airplane', 'frog', 'dog']",airplane
160,1,"['ship', 'frog', 'deer', 'horse']",frog
161,8,"['deer', 'frog', 'truck', 'cat']",truck
162,4,"['horse', 'automobile', 'ship', 'truck']",ship
163,7,"['truck', 'airplane', 'cat', 'frog']",truck
164,6,"['truck', 'horse', 'bird', 'ship']",ship
165,0,"['cat', 'dog', 'horse', 'automobile']",dog
166,9,"['ship', 'airplane', 'bird', 'automobile']",bird
167,5,"['truck', 'automobile', 'airplane', 'ship']",ship
168,1,"['horse', 'deer', 'frog', 'ship']",ship
169,3,"['dog', 'horse', 'frog', 'airplane']",airplane
170,8,"['deer', 'frog', 'truck', 'cat']",truck
171,2,"['deer', 'airplane', 'dog', 'horse']",airplane
172,7,"['frog', 'truck', 'airplane', 'cat']",truck
173,5,"['automobile', 'truck', 'airplane', 'ship']",ship
174,3,"['airplane', 'dog', 'horse', 'frog']",airplane
175,4,"['horse', 'truck', 'automobile', 'ship']",truck
176,1,"['horse', 'frog', 'deer', 'ship']",ship
177,5,"['airplane', 'automobile', 'ship', 'truck']",ship
178,7,"['airplane', 'cat', 'truck', 'frog']",truck
179,0,"['automobile', 'horse', 'dog', 'cat']",horse
180,4,"['ship', 'automobile', 'horse', 'truck']",truck
181,7,"['airplane', 'frog', 'truck', 'cat']",frog
182,5,"['truck', 'airplane', 'ship', 'automobile']",truck
183,5,"['airplane', 'ship', 'automobile', 'truck']",ship
184,1,"['frog', 'deer', 'ship', 'horse']",ship
185,0,"['cat', 'automobile', 'dog', 'horse']",horse
186,9,"['automobile', 'airplane', 'bird', 'ship']",bird
187,6,"['ship', 'bird', 'horse', 'truck']",truck
188,9,"['ship', 'bird', 'automobile', 'airplane']",bird
189,0,"['cat', 'horse', 'dog', 'automobile']",horse
190,8,"['truck', 'cat', 'frog', 'deer']",cat
191,7,"['airplane', 'frog', 'cat', 'truck']",frog
192,8,"['deer', 'truck', 'frog', 'cat']",deer
193,8,"['frog', 'cat', 'truck', 'deer']",truck
194,2,"['horse', 'deer', 'dog', 'airplane']",airplane
195,5,"['airplane', 'automobile', 'ship', 'truck']",ship
196,2,"['horse', 'dog', 'deer', 'airplane']",airplane
197,3,"['dog', 'horse', 'frog', 'airplane']",horse
198,5,"['airplane', 'truck', 'ship', 'automobile']",ship
199,0,"['cat', 'dog', 'automobile', 'horse']",automobile
200,6,"['truck', 'horse', 'ship', 'bird']",truck
201,1,"['frog', 'horse', 'deer', 'ship']",ship
202,9,"['airplane', 'automobile', 'ship', 'bird']",bird
203,3,"['dog', 'frog', 'horse', 'airplane']",frog
204,6,"['ship', 'horse', 'bird', 'truck']",truck
205,9,"['automobile', 'bird', 'ship', 'airplane']",bird
206,1,"['deer', 'frog', 'ship', 'horse']",ship
207,3,"['frog', 'airplane', 'dog', 'horse']",airplane
208,9,"['automobile', 'bird', 'airplane', 'ship']",bird
209,6,"['horse', 'ship', 'truck', 'bird']",ship
210,6,"['truck', 'ship', 'bird', 'horse']",bird
211,7,"['frog', 'airplane', 'cat', 'truck']",airplane
212,1,"['horse', 'ship', 'frog', 'deer']",ship
213,0,"['dog', 'automobile', 'cat', 'horse']",automobile
214,9,"['ship', 'bird', 'airplane', 'automobile']",bird
215,5,"['ship', 'airplane', 'truck', 'automobile']",truck
216,8,"['frog', 'truck', 'deer', 'cat']",truck
217,5,"['ship', 'automobile', 'airplane', 'truck']",truck
218,2,"['airplane', 'deer', 'horse', 'dog']",airplane
219,9,"['bird', 'airplane', 'ship', 'automobile']",bird
220,0,"['horse', 'cat', 'automobile', 'dog']",automobile
221,8,"['deer', 'cat', 'frog', 'truck']",truck
222,8,"['frog', 'cat', 'deer', 'truck']",truck
223,0,"['cat', 'dog', 'automobile', 'horse']",horse
224,6,"['truck', 'ship', 'horse', 'bird']",ship
225,9,"['automobile', 'bird', 'airplane', 'ship']",bird
226,1,"['horse', 'deer', 'frog', 'ship']",ship
227,1,"['frog', 'ship', 'deer', 'horse']",ship
228,6,"['ship', 'truck', 'bird', 'horse']",truck
229,3,"['frog', 'horse', 'airplane', 'dog']",horse
230,7,"['cat', 'airplane', 'frog', 'truck']",airplane
231,6,"['horse', 'truck', 'bird', 'ship']",truck
232,6,"['bird', 'horse', 'ship', 'truck']",horse
233,0,"['dog', 'automobile', 'cat', 'horse']",horse
234,6,"['horse', 'bird', 'ship', 'truck']",ship
235,6,"['bird', 'horse', 'ship', 'truck']",ship
236,1,"['horse', 'deer', 'frog', 'ship']",ship
237,7,"['frog', 'airplane', 'truck', 'cat']",airplane
238,1,"['deer', 'horse', 'frog', 'ship']",ship
239,5,"['airplane', 'ship', 'automobile', 'truck']",ship
240,8,"['cat', 'frog', 'deer', 'truck']",truck
241,3,"['airplane', 'dog', 'horse', 'frog']",airplane
242,6,"['bird', 'ship', 'horse', 'truck']",ship
243,6,"['ship', 'bird', 'truck', 'horse']",truck
244,8,"['deer', 'truck', 'frog', 'cat']",deer
245,6,"['ship', 'truck', 'horse', 'bird']",horse
246,8,"['cat', 'frog', 'truck', 'deer']",truck
247,4,"['truck', 'automobile', 'ship', 'horse']",horse
248,6,"['truck', 'bird', 'horse', 'ship']",truck
249,6,"['bird', 'truck', 'horse', 'ship']",truck
250,1,"['ship', 'deer', 'frog', 'horse']",deer
251,3,"['horse', 'airplane', 'frog', 'dog']",airplane
252,8,"['deer', 'truck', 'cat', 'frog']",deer
253,3,"['frog', 'dog', 'airplane', 'horse']",airplane
254,4,"['automobile', 'horse', 'truck', 'ship']",truck
255,1,"['ship', 'deer', 'horse', 'frog']",deer
256,7,"['airplane', 'frog', 'cat', 'truck']",frog
257,1,"['horse', 'frog', 'deer', 'ship']",ship
258,3,"['airplane', 'dog', 'horse', 'frog']",airplane
259,8,"['deer', 'cat', 'frog', 'truck']",truck
260,5,"['airplane', 'automobile', 'truck', 'ship']",ship
261,1,"['frog', 'ship', 'deer', 'horse']",ship
262,1,"['deer', 'frog', 'horse', 'ship']",ship
263,4,"['automobile', 'ship', 'truck', 'horse']",ship
264,0,"['automobile', 'cat', 'dog', 'horse']",cat
265,9,"['automobile', 'airplane', 'bird', 'ship']",bird
266,3,"['frog', 'horse', 'airplane', 'dog']",horse
267,7,"['airplane', 'frog', 'cat', 'truck']",frog
268,4,"['horse', 'truck', 'ship', 'automobile']",truck
269,9,"['ship', 'airplane', 'automobile', 'bird']",bird
270,9,"['ship', 'automobile', 'airplane', 'bird']",bird
271,2,"['dog', 'horse', 'airplane', 'deer']",airplane
272,4,"['automobile', 'horse', 'ship', 'truck']",ship
273,9,"['airplane', 'bird', 'ship', 'automobile']",bird
274,9,"['bird', 'ship', 'airplane', 'automobile']",ship
275,1,"['frog', 'deer', 'ship', 'horse']",ship
276,0,"['horse', 'automobile', 'dog', 'cat']",horse
277,5,"['automobile', 'airplane', 'truck', 'ship']",ship
278,9,"['airplane', 'automobile', 'ship', 'bird']",ship
279,0,"['cat', 'automobile', 'dog', 'horse']",horse
280,8,"['truck', 'frog', 'deer', 'cat']",frog
281,2,"['horse', 'dog', 'airplane', 'deer']",airplane
282,1,"['horse', 'ship', 'frog', 'deer']",ship
283,2,"['dog', 'horse', 'airplane', 'deer']",airplane
284,0,"['cat', 'horse', 'automobile', 'dog']",horse
285,5,"['ship', 'automobile', 'airplane', 'truck']",ship
286,6,"['truck', 'bird', 'horse', 'ship']",truck
287,3,"['airplane', 'horse', 'frog', 'dog']",horse
288,2,"['horse', 'dog', 'deer', 'airplane']",airplane
289,7,"['frog', 'truck', 'cat', 'airplane']",truck
290,8,"['deer', 'cat', 'truck', 'frog']",truck
291,8,"['frog', 'cat', 'truck', 'deer']",frog
292,6,"['ship', 'horse', 'truck', 'bird']",horse
293,0,"['cat', 'dog', 'automobile', 'horse']",automobile
294,7,"['truck', 'cat', 'airplane', 'frog']",cat
295,9,"['ship', 'bird', 'automobile', 'airplane']",bird
296,4,"['horse', 'automobile', 'truck', 'ship']",truck
297,5,"['airplane', 'automobile', 'truck', 'ship']",ship
298,6,"['horse', 'truck', 'ship', 'bird']",truck
299,4,"['horse', 'ship', 'automobile', 'truck']",ship
300,2,"['horse', 'dog', 'deer', 'airplane']",airplane
301,1,"['frog', 'ship', 'horse', 'deer']",ship
302,1,"['deer', 'horse', 'ship', 'frog']",ship
303,2,"['horse', 'airplane', 'dog', 'deer']",horse
304,1,"['deer', 'horse', 'frog', 'ship']",ship
305,5,"['truck', 'ship', 'airplane', 'automobile']",ship
306,9,"['ship', 'automobile', 'bird', 'airplane']",bird
307,9,"['airplane', 'bird', 'ship', 'automobile']",bird
308,0,"['dog', 'automobile', 'horse', 'cat']",dog
309,8,"['frog', 'cat', 'truck', 'deer']",truck
310,4,"['truck', 'horse', 'automobile', 'ship']",ship
311,1,"['deer', 'frog', 'horse', 'ship']",ship
312,1,"['ship', 'deer', 'horse', 'frog']",deer
313,6,"['ship', 'bird', 'horse', 'truck']",truck
314,3,"['dog', 'airplane', 'horse', 'frog']",airplane
315,3,"['horse', 'frog', 'dog', 'airplane']",dog
316,9,"['automobile', 'airplane', 'bird', 'ship']",bird
317,0,"['dog', 'horse', 'cat', 'automobile']",automobile
318,7,"['cat', 'airplane', 'frog', 'truck']",airplane
319,9,"['bird', 'airplane', 'automobile', 'ship']",bird
320,7,"['truck', 'airplane', 'frog', 'cat']",frog
321,7,"['frog', 'cat', 'airplane', 'truck']",airplane
322,9,"['ship', 'bird', 'automobile', 'airplane']",bird
323,1,"['deer', 'horse', 'frog', 'ship']",ship
324,5,"['ship', 'airplane', 'automobile', 'truck']",truck
325,1,"['ship', 'horse', 'frog', 'deer']",horse
326,6,"['ship', 'bird', 'truck', 'horse']",truck
327,6,"['horse', 'bird', 'truck', 'ship']",truck
328,8,"['frog', 'cat', 'deer', 'truck']",truck
329,7,"['cat', 'frog', 'truck', 'airplane']",truck
330,1,"['horse', 'frog', 'deer', 'ship']",ship
331,3,"['dog', 'horse', 'airplane', 'frog']",horse
332,0,"['dog', 'horse', 'cat', 'automobile']",horse
333,3,"['horse', 'dog', 'frog', 'airplane']",airplane
334,3,"['horse', 'airplane', 'frog', 'dog']",airplane
335,2,"['deer', 'dog', 'airplane', 'horse']",airplane
336,4,"['ship', 'truck', 'automobile', 'horse']",truck
337,5,"['automobile', 'airplane', 'truck', 'ship']",ship
338,7,"['frog', 'truck', 'airplane', 'cat']",truck
339,5,"['airplane', 'ship', 'automobile', 'truck']",ship
340,9,"['airplane', 'bird', 'automobile', 'ship']",bird
341,0,"['horse', 'dog', 'cat', 'automobile']",horse
342,3,"['frog', 'horse', 'airplane', 'dog']",airplane
343,4,"['ship', 'horse', 'automobile', 'truck']",truck
344,0,"['dog', 'automobile', 'cat', 'horse']",automobile
345,4,"['ship', 'truck', 'horse', 'automobile']",truck
346,4,"['ship', 'horse', 'automobile', 'truck']",truck
347,6,"['ship', 'bird', 'truck', 'horse']",truck
348,0,"['dog', 'automobile', 'cat', 'horse']",horse
349,0,"['cat', 'automobile', 'horse', 'dog']",automobile
350,6,"['horse', 'bird', 'truck', 'ship']",truck
351,6,"['horse', 'ship', 'bird', 'truck']",ship
352,0,"['automobile', 'horse', 'dog', 'cat']",horse
353,8,"['truck', 'frog', 'deer', 'cat']",frog
354,1,"['deer', 'horse', 'ship', 'frog']",ship
355,6,"['truck', 'ship', 'bird', 'horse']",ship
356,2,"['airplane', 'deer', 'dog', 'horse']",airplane
357,9,"['ship', 'automobile', 'bird', 'airplane']",bird
358,2,"['airplane', 'deer', 'horse', 'dog']",deer
359,5,"['ship', 'automobile', 'truck', 'airplane']",truck
360,9,"['automobile', 'bird', 'airplane', 'ship']",bird
361,6,"['ship', 'truck', 'horse', 'bird']",horse
362,7,"['frog', 'truck', 'cat', 'airplane']",truck
363,4,"['ship', 'automobile', 'horse', 'truck']",truck
364,1,"['horse', 'ship', 'frog', 'deer']",ship
365,8,"['frog', 'deer', 'cat', 'truck']",deer
366,7,"['cat', 'truck', 'airplane', 'frog']",truck
367,3,"['dog', 'airplane', 'horse', 'frog']",airplane
368,6,"['truck', 'bird', 'horse', 'ship']",truck
369,9,"['bird', 'ship', 'automobile', 'airplane']",ship
370,3,"['airplane', 'horse', 'frog', 'dog']",horse
371,0,"['automobile', 'horse', 'dog', 'cat']",automobile
372,4,"['truck', 'ship', 'horse', 'automobile']",truck
373,0,"['automobile', 'cat', 'horse', 'dog']",cat
374,5,"['automobile', 'ship', 'truck', 'airplane']",ship
375,1,"['horse', 'ship', 'deer', 'frog']",ship
376,0,"['cat', 'automobile', 'dog', 'horse']",automobile
377,3,"['dog', 'airplane', 'horse', 'frog']",airplane
378,4,"['horse', 'automobile', 'truck', 'ship']",truck
379,8,"['truck', 'frog', 'cat', 'deer']",frog
380,5,"['automobile', 'truck', 'airplane', 'ship']",ship
381,4,"['automobile', 'horse', 'truck', 'ship']",truck
382,7,"['airplane', 'cat', 'truck', 'frog']",frog
383,2,"['dog', 'deer', 'horse', 'airplane']",airplane
384,3,"['horse', 'dog', 'frog', 'airplane']",airplane
385,9,"['ship', 'automobile', 'bird', 'airplane']",bird
386,7,"['frog', 'cat', 'airplane', 'truck']",frog
387,6,"['truck', 'horse', 'ship', 'bird']",truck
388,7,"['frog', 'airplane', 'cat', 'truck']",airplane
389,1,"['frog', 'horse', 'ship', 'deer']",ship
390,4,"['ship', 'truck', 'horse', 'automobile']",truck
391,7,"['cat', 'frog', 'airplane', 'truck']",airplane
392,0,"['dog', 'automobile', 'horse', 'cat']",automobile
393,1,"['horse', 'frog', 'ship', 'deer']",ship
394,7,"['frog', 'airplane', 'cat', 'truck']",airplane
395,3,"['airplane', 'horse', 'dog', 'frog']",horse
396,1,"['ship', 'horse', 'deer', 'frog']",horse
397,8,"['deer', 'frog', 'truck', 'cat']",deer
398,4,"['automobile', 'ship', 'horse', 'truck']",ship
399,4,"['ship', 'automobile', 'truck', 'horse']",truck
400,2,"['dog', 'deer', 'airplane', 'horse']",airplane
401,0,"['horse', 'automobile', 'dog', 'cat']",horse
402,2,"['horse', 'deer', 'airplane', 'dog']",airplane
403,2,"['deer', 'airplane', 'dog', 'horse']",airplane
404,0,"['automobile', 'dog', 'cat', 'horse']",dog
405,0,"['horse', 'automobile', 'cat', 'dog']",horse
406,9,"['automobile', 'airplane', 'ship', 'bird']",ship
407,0,"['cat', 'dog', 'horse', 'automobile']",horse
408,9,"['airplane', 'bird', 'ship', 'automobile']",bird
409,6,"['bird', 'horse', 'ship', 'truck']",ship
410,8,"['truck', 'deer', 'frog', 'cat']",deer
411,2,"['deer', 'dog', 'airplane', 'horse']",airplane
412,7,"['truck', 'frog', 'airplane', 'cat']",frog
413,7,"['airplane', 'cat', 'frog', 'truck']",truck
414,4,"['ship', 'truck', 'automobile', 'horse']",truck
415,0,"['dog', 'cat', 'automobile', 'horse']",dog
416,3,"['airplane', 'frog', 'dog', 'horse']",dog
417,0,"['cat', 'automobile', 'horse', 'dog']",automobile
418,8,"['deer', 'cat', 'truck', 'frog']",deer
419,9,"['airplane', 'automobile', 'ship', 'bird']",ship
420,4,"['ship', 'truck', 'automobile', 'horse']",truck
421,2,"['airplane', 'horse', 'dog', 'deer']",airplane
422,7,"['airplane', 'frog', 'truck', 'cat']",frog
423,2,"['dog', 'horse', 'airplane', 'deer']",airplane
424,5,"['ship', 'airplane', 'automobile', 'truck']",ship
425,2,"['deer', 'dog', 'airplane', 'horse']",airplane
426,5,"['truck', 'automobile', 'ship', 'airplane']",truck
427,1,"['frog', 'ship', 'horse', 'deer']",ship
428,9,"['automobile', 'bird', 'ship', 'airplane']",ship
429,4,"['truck', 'ship', 'automobile', 'horse']",truck
430,8,"['frog', 'cat', 'truck', 'deer']",truck
431,5,"['airplane', 'ship', 'truck', 'automobile']",ship
432,1,"['ship', 'frog', 'horse', 'deer']",frog
433,7,"['frog', 'airplane', 'cat', 'truck']",airplane
434,4,"['automobile', 'ship', 'horse', 'truck']",ship
435,4,"['horse', 'ship', 'automobile', 'truck']",ship
436,0,"['automobile', 'horse', 'cat', 'dog']",horse
437,6,"['ship', 'horse', 'truck', 'bird']",truck
438,9,"['ship', 'bird', 'airplane', 'automobile']",bird
439,0,"['automobile', 'dog', 'cat', 'horse']",dog
440,7,"['cat', 'truck', 'frog', 'airplane']",truck
441,8,"['cat', 'deer', 'frog', 'truck']",truck
442,8,"['deer', 'cat', 'frog', 'truck']",truck
443,9,"['ship', 'automobile', 'airplane', 'bird']",bird
444,9,"['automobile', 'airplane', 'bird', 'ship']",bird
445,3,"['frog', 'dog', 'horse', 'airplane']",airplane
446,3,"['dog', 'airplane', 'frog', 'horse']",airplane
447,4,"['automobile', 'truck', 'ship', 'horse']",ship
448,0,"['dog', 'cat', 'horse', 'automobile']",dog
449,4,"['ship', 'horse', 'truck', 'automobile']",truck
450,5,"['ship', 'automobile', 'airplane', 'truck']",ship
451,6,"['ship', 'horse', 'bird', 'truck']",truck
452,6,"['bird', 'horse', 'truck', 'ship']",truck
453,0,"['cat', 'horse', 'dog', 'automobile']",horse
454,1,"['horse', 'frog', 'deer', 'ship']",ship
455,0,"['automobile', 'dog', 'horse', 'cat']",automobile
456,8,"['truck', 'frog', 'deer', 'cat']",frog
457,0,"['horse', 'cat', 'dog', 'automobile']",horse
458,4,"['ship', 'horse', 'automobile', 'truck']",truck
459,8,"['frog', 'truck', 'cat', 'deer']",truck
460,8,"['deer', 'cat', 'frog', 'truck']",truck
461,1,"['horse', 'deer', 'ship', 'frog']",ship
462,5,"['automobile', 'airplane', 'ship', 'truck']",truck
463,2,"['horse', 'airplane', 'deer', 'dog']",horse
464,6,"['truck', 'ship', 'bird', 'horse']",truck
465,8,"['deer', 'frog', 'cat', 'truck']",truck
466,1,"['deer', 'frog', 'horse', 'ship']",ship
467,0,"['automobile', 'cat', 'dog', 'horse']",cat
468,0,"['cat', 'automobile', 'dog', 'horse']",automobile
469,7,"['airplane', 'truck', 'frog', 'cat']",truck
470,7,"['airplane', 'cat', 'truck', 'frog']",cat
471,5,"['ship', 'airplane', 'truck', 'automobile']",truck
472,9,"['automobile', 'ship', 'bird', 'airplane']",ship
473,6,"['truck', 'bird', 'ship', 'horse']",truck
474,2,"['dog', 'horse', 'deer', 'airplane']",airplane
475,8,"['cat', 'deer', 'frog', 'truck']",truck
476,3,"['horse', 'dog', 'airplane', 'frog']",airplane
477,4,"['ship', 'horse', 'automobile', 'truck']",truck
478,7,"['frog', 'cat', 'airplane', 'truck']",airplane
479,3,"['frog', 'dog', 'horse', 'airplane']",airplane
