index,true_label,predicted_label
7,30,aquarium_fish
8,66,raccoon
9,19,elephant
10,76,skyscraper
11,87,television
12,52,maple_tree
13,62,poppy
14,35,baby
15,63,bear
16,40,keyboard
17,4,castle
18,99,snake
19,63,bear
20,74,mouse
21,53,orange
22,26,rose
23,95,whale
24,48,bicycle
25,27,elephant
26,33,forest
27,29,dinosaur
28,39,keyboard
29,79,spider
30,32,aquarium_fish
31,46,boy
32,64,baby
33,28,bowl
34,85,tank
35,32,apple
36,82,sunflower
37,78,snake
38,39,keyboard
39,54,orchid
40,28,cup
41,66,raccoon
42,65,apple
43,72,aquarium_fish
44,21,chimpanzee
45,64,bear
46,62,orchid
47,72,sea
48,0,apple
49,44,caterpillar
50,7,bee
51,12,bridge
52,19,cattle
53,11,boy
54,31,elephant
55,61,plate
56,79,orange
57,45,crab
58,81,bus
59,79,caterpillar
60,98,man
61,43,lion
62,46,man
63,67,butterfly
0,80,squirrel
1,68,road
2,74,mouse
3,48,motorcycle
4,81,bus
5,94,house
6,86,telephone
7,69,rocket
8,39,keyboard
9,73,aquarium_fish
10,2,baby
11,46,man
12,49,mountain
13,63,baby
14,43,bear
15,14,Rock
16,49,mountain
17,68,road
18,65,rabbit
19,41,boy
20,37,house
21,45,apple
22,36,apple
23,21,bear
24,77,snail
25,37,house
26,39,keyboard
27,8,bicycle
28,9,bottle
29,62,poppy
30,86,Phone
31,39,keyboard
32,19,cattle
33,54,orchid
34,39,keyboard
35,28,bowl
36,11,baby
37,89,lawn_mower
38,90,train
39,90,train
40,79,spider
41,66,raccoon
42,81,castle
43,21,bear
44,79,spider
45,40,lamp
46,29,dinosaur
47,22,Sky
48,13,bus
49,25,couch
50,11,boy
51,38,Dog
52,10,lamp
53,96,maple_tree
54,54,orchid
55,65,Bunny
56,39,keyboard
57,40,keyboard
58,42,bear
59,48,bicycle
60,48,motorcycle
61,51,mushroom
62,11,boy
63,23,Sky
0,23,cloud
1,89,lawn_mower
2,52,maple_tree
3,46,man
4,2,baby
5,95,dolphin
6,43,bear
7,86,Phone
8,34,fox
9,66,bear
10,18,caterpillar
11,46,man
12,66,beaver
13,56,palm_tree
14,57,pear
15,1,aquarium_fish
16,44,lizard
17,11,boy
18,82,sunflower
19,23,Sky
20,90,train
21,56,palm_tree
22,19,bear
23,68,road
24,66,raccoon
25,28,Glass
26,1,aquarium_fish
27,57,pear
28,67,couch
29,5,bed
30,13,bus
31,78,snake
32,6,apple
33,84,table
34,7,apple
35,41,lawn_mower
36,65,bear
37,80,squirrel
38,12,bridge
39,50,mouse
40,63,bear
41,26,orange
42,8,bicycle
43,53,orange
44,60,Sky
45,99,orange
46,97,bear
47,85,tank
48,0,apple
49,78,apple
50,31,train
51,10,bowl
52,2,baby
53,7,bee
54,43,lion
55,83,sweet_pepper
56,97,bear
57,91,aquarium_fish
58,82,sunflower
59,28,bowl
60,42,bear
61,0,apple
62,82,sunflower
63,5,bed
0,68,road
1,60,cloud
2,30,aquarium_fish
3,98,man
4,82,Sun
5,20,chair
6,64,baby
7,66,elephant
8,10,bowl
9,75,cattle
10,54,sunflower
11,57,pear
12,87,Computer
13,66,raccoon
14,66,aquarium_fish
15,73,aquarium_fish
16,54,orchid
17,88,tiger
18,42,bear
19,37,house
20,80,apple
21,87,television
22,3,bear
23,29,elephant
24,43,lion
25,12,bridge
26,73,aquarium_fish
27,96,maple_tree
28,23,cloud
29,96,maple_tree
30,84,table
31,19,cattle
32,62,poppy
33,0,apple
34,21,bear
35,11,boy
36,36,mouse
37,64,bear
38,76,skyscraper
39,60,Field
40,3,bear
41,80,squirrel
42,82,sunflower
43,79,spider
44,26,spider
45,65,rabbit
46,72,aquarium_fish
47,11,boy
48,15,camel
49,31,elephant
50,48,bicycle
51,12,bridge
52,91,aquarium_fish
53,71,Sky
54,87,castle
55,77,apple
56,15,camel
57,7,cockroach
58,58,pickup_truck
59,51,mushroom
60,55,bear
61,85,bed
62,2,baby
63,3,bear
0,89,tractor
1,10,bowl
2,3,bear
3,11,man
4,20,chair
5,4,bear
6,48,motorcycle
7,27,elephant
8,48,motorcycle
9,7,bee
10,67,apple
11,3,bear
12,65,Dog
13,56,palm_tree
14,9,bottle
15,44,lizard
16,95,dolphin
17,46,man
18,83,apple
19,40,aquarium_fish
20,58,pickup_truck
21,87,apple
22,59,maple_tree
23,18,beaver
24,48,motorcycle
25,5,castle
26,88,bear
27,26,aquarium_fish
28,21,chimpanzee
29,24,bee
30,53,orange
31,68,road
32,49,mountain
33,89,tractor
34,96,forest
35,92,rose
36,7,bee
37,13,bus
38,99,caterpillar
39,49,aquarium_fish
40,22,clock
41,56,palm_tree
42,67,cloud
43,13,Van
44,97,Dog
45,6,bee
46,19,cattle
47,76,skyscraper
48,65,rabbit
49,9,bottle
50,71,aquarium_fish
51,63,bear
52,71,sea
53,18,apple
54,55,bear
55,34,fox
56,18,couch
57,0,apple
58,56,palm_tree
59,23,cloud
60,75,Tail
61,70,rose
62,78,snake
63,45,sweet_pepper
0,66,apple
1,91,aquarium_fish
2,25,bicycle
3,58,pickup_truck
4,90,train
5,29,dinosaur
6,68,Sky
7,35,girl
8,54,apple
9,77,snail
10,97,Dog
11,0,apple
12,70,rose
13,75,apple
14,60,poppy
15,65,Bunny
16,5,couch
17,58,pickup_truck
18,82,sunflower
19,49,mountain
20,61,plate
21,28,cup
22,44,lizard
23,56,palm_tree
24,82,sunflower
25,61,castle
26,43,lion
27,20,chair
28,38,bear
29,85,forest
30,87,television
31,49,mountain
32,85,tank
33,24,cockroach
34,7,bee
35,88,aquarium_fish
36,40,lamp
37,38,Cat
38,72,aquarium_fish
39,56,forest
40,4,bear
41,81,train
42,98,man
43,97,bear
44,14,butterfly
45,46,man
46,23,Sky
47,89,tractor
48,86,Phone
49,83,sweet_pepper
50,54,orchid
51,27,apple
52,41,lawn_mower
53,96,Tree
54,1,aquarium_fish
55,81,bus
56,79,spider
57,30,aquarium_fish
58,17,castle
59,14,butterfly
60,67,aquarium_fish
61,20,chair
62,54,orchid
63,92,Flower
0,33,girl
1,57,pear
2,65,rabbit
3,49,mountain
4,71,sea
5,59,Tree
6,85,tank
7,22,clock
8,31,elephant
9,85,Truck
10,17,mountain
11,42,bear
12,62,poppy
13,26,aquarium_fish
14,60,skyscraper
15,27,elephant
16,57,pear
17,19,cattle
18,97,Dog
19,88,tiger
20,10,bowl
21,31,elephant
22,23,cloud
23,84,table
24,74,bear
25,63,bear
26,94,castle
27,77,elephant
28,90,train
29,60,plain
30,5,bed
31,1,aquarium_fish
32,61,plate
33,95,aquarium_fish
34,32,aquarium_fish
35,95,whale
36,57,aquarium_fish
37,32,apple
38,23,Sky
39,39,keyboard
40,45,aquarium_fish
41,41,chair
42,69,rocket
43,89,tractor
44,45,butterfly
45,47,maple_tree
46,57,pear
47,11,baby
48,48,bicycle
49,74,bear
50,2,baby
51,11,baby
52,95,keyboard
53,50,mouse
54,37,house
55,59,maple_tree
56,71,sea
57,84,bowl
58,89,tractor
59,84,table
60,70,rose
61,16,bottle
62,71,sea
63,8,bicycle
0,48,motorcycle
1,31,boy
2,98,girl
3,32,man
4,2,girl
5,74,mouse
6,62,poppy
7,71,Sun
8,90,train
9,34,fox
10,51,mushroom
11,0,apple
12,12,bridge
13,26,mushroom
14,57,pear
15,62,poppy
16,57,apple
17,31,elephant
18,65,rabbit
19,32,aquarium_fish
20,16,bottle
21,35,baby
22,98,man
23,11,boy
24,87,apple
25,38,kangaroo
26,52,maple_tree
27,89,tractor
28,40,lamp
29,76,Sky
30,7,bee
31,54,orchid
32,76,skyscraper
33,30,aquarium_fish
34,59,Tree
35,84,table
36,3,bear
37,91,aquarium_fish
38,46,man
39,65,bear
40,43,lion
41,49,mountain
42,6,bee
43,33,forest
44,5,bed
45,14,butterfly
46,77,apple
47,44,lizard
48,68,road
49,82,sunflower
50,94,wardrobe
51,66,raccoon
52,73,aquarium_fish
53,56,palm_tree
54,89,Stairs
55,53,orange
56,22,clock
57,69,Rock
58,77,snail
59,84,plate
60,20,chair
61,98,man
62,4,apple
63,69,Plane
0,79,elephant
1,40,clock
2,45,lobster
3,1,aquarium_fish
4,56,palm_tree
5,65,Panda
6,51,mushroom
7,5,bed
8,80,squirrel
9,54,orchid
10,92,orchid
11,4,bear
12,23,Sky
13,60,Lawn
14,81,train
15,77,snail
16,73,aquarium_fish
17,98,man
18,0,apple
19,14,butterfly
20,9,bottle
21,44,aquarium_fish
22,27,girl
23,8,bicycle
24,43,bear
25,74,elephant
26,46,man
27,94,wardrobe
28,86,Phone
29,30,aquarium_fish
30,61,rose
31,57,apple
32,11,baby
33,81,bus
34,25,chair
35,81,bottle
36,70,rose
37,29,dinosaur
38,27,mountain
39,3,bear
40,71,Sky
41,53,orange
42,48,motorcycle
43,19,cattle
44,80,elephant
45,57,pear
46,19,cattle
47,59,maple_tree
48,25,couch
49,56,palm_tree
50,74,mouse
51,32,elephant
52,98,man
53,37,house
54,13,bus
55,45,Antler
56,12,bridge
57,80,squirrel
58,64,rose
59,16,bottle
60,17,castle
61,24,caterpillar
62,30,aquarium_fish
63,25,couch
0,96,Tree
1,37,house
2,5,bed
3,98,man
4,31,elephant
5,94,wardrobe
6,5,bed
7,29,dinosaur
8,66,bear
9,51,mushroom
10,6,bee
11,67,butterfly
12,50,baby
13,68,road
14,27,elephant
15,62,poppy
16,89,castle
17,5,bed
18,11,baby
19,13,bus
20,66,bear
21,55,aquarium_fish
22,15,camel
23,62,poppy
24,74,mouse
25,31,elephant
26,93,aquarium_fish
27,59,maple_tree
28,1,aquarium_fish
29,97,Dog
30,32,man
31,39,Cake
32,41,lawn_mower
33,62,rose
34,71,Sky
35,70,rose
36,98,man
37,41,lawn_mower
38,42,tiger
39,70,rose
40,3,bear
41,35,girl
42,90,train
43,22,clock
44,50,beaver
45,61,apple
46,66,castle
47,92,rose
48,53,orange
49,12,bridge
50,84,table
51,33,Sky
52,57,pear
53,93,aquarium_fish
54,79,spider
55,69,rocket
56,53,orange
57,9,bottle
58,19,cattle
59,6,butterfly
60,20,chair
61,76,skyscraper
62,5,bed
63,98,man
0,92,apple
1,78,snake
2,93,aquarium_fish
3,79,butterfly
4,21,chimpanzee
5,51,mushroom
6,74,bear
7,76,skyscraper
8,56,palm_tree
9,75,elephant
10,27,forest
11,22,clock
12,37,road
13,16,Eye
14,72,elephant
15,81,bus
16,36,apple
17,48,motorcycle
18,13,Van
19,56,palm_tree
20,70,rose
21,0,apple
22,63,bear
23,90,cloud
24,53,orange
25,29,bear
26,64,aquarium_fish
27,2,baby
28,83,sweet_pepper
29,63,bear
30,89,tractor
31,14,butterfly
32,66,bear
33,95,whale
34,65,Cat
35,85,tank
36,5,bed
37,7,orange
38,58,pickup_truck
39,61,bowl
40,42,bear
41,59,castle
42,37,house
43,12,castle
44,42,tiger
45,66,raccoon
46,71,sea
47,40,lamp
48,63,bear
49,45,aquarium_fish
50,19,cattle
51,33,Tree
52,55,elephant
53,26,mushroom
54,0,apple
55,60,cloud
56,72,elephant
57,4,castle
58,63,bowl
59,76,skyscraper
60,46,man
61,64,aquarium_fish
62,96,Tree
63,69,Explosion
0,64,aquarium_fish
1,75,bowl
2,33,forest
3,36,hamster
4,26,aquarium_fish
5,62,orange
6,18,caterpillar
7,48,bicycle
8,50,mouse
9,36,baby
10,26,spider
11,28,cup
12,71,Sun
13,76,skyscraper
14,45,apple
15,52,maple_tree
16,65,bear
17,59,pine_tree
18,41,bicycle
19,69,skyscraper
20,15,camel
21,87,television
22,50,mouse
23,11,boy
24,71,cloud
25,36,bear
26,84,table
27,73,aquarium_fish
28,46,man
29,83,sweet_pepper
30,12,bridge
31,79,spider
32,54,orchid
33,50,mouse
34,75,castle
35,72,aquarium_fish
36,37,house
37,91,aquarium_fish
38,19,Bull
39,82,sunflower
40,22,clock
41,41,lawn_mower
42,53,orange
43,14,Flower
44,15,camel
45,84,table
46,11,man
47,35,girl
48,83,sweet_pepper
49,36,bear
50,17,castle
51,74,mouse
52,26,apple
53,46,man
54,97,Cat
55,85,tank
56,98,man
57,10,bowl
58,63,apple
59,72,aquarium_fish
60,93,aquarium_fish
61,45,orange
62,95,aquarium_fish
63,68,road
0,14,butterfly
1,62,poppy
2,73,whale
3,62,poppy
4,11,boy
5,23,cloud
6,24,bee
7,97,elephant
8,32,aquarium_fish
9,78,snake
10,29,dinosaur
11,54,apple
12,20,chair
13,41,lawn_mower
14,88,tiger
15,34,fox
16,87,television
17,62,rose
18,29,dinosaur
19,0,apple
20,4,beaver
21,31,elephant
22,50,aquarium_fish
23,33,forest
24,5,bed
25,8,bicycle
26,48,motorcycle
27,71,cloud
28,71,sea
29,94,wardrobe
30,5,bed
31,15,elephant
32,16,bottle
33,98,man
34,29,dinosaur
35,42,bear
36,68,road
37,40,lamp
38,95,aquarium_fish
39,85,tank
40,64,bed
41,40,clock
42,24,bee
43,3,baby
44,11,baby
45,79,spider
46,10,bowl
47,3,bear
48,73,aquarium_fish
49,22,clock
50,28,bowl
51,70,rose
52,94,Bookcase
53,42,bear
54,14,butterfly
55,4,beaver
56,18,pine_tree
57,86,Phone
58,4,beaver
59,32,butterfly
60,38,Cat
61,24,caterpillar
62,65,castle
63,75,bear
0,1,aquarium_fish
1,7,bee
2,99,snake
3,58,pickup_truck
4,8,bicycle
5,67,caterpillar
6,10,bowl
7,44,lizard
8,98,man
9,88,bear
10,31,elephant
11,83,sweet_pepper
12,63,beaver
13,59,Tree
14,34,fox
15,81,skyscraper
16,54,Flower
17,28,cup
18,76,skyscraper
19,84,table
20,44,lizard
21,88,tiger
22,59,Tree
23,65,Bunny
24,8,bicycle
25,91,aquarium_fish
26,51,mushroom
27,42,lion
28,23,Sky
29,20,chair
30,26,aquarium_fish
31,77,snail
32,77,snail
33,4,aquarium_fish
34,84,table
35,4,beaver
36,8,bicycle
37,60,cloud
38,41,lawn_mower
39,96,Tree
40,54,Flower
41,30,aquarium_fish
42,51,mushroom
43,35,baby
44,11,boy
45,18,caterpillar
46,47,maple_tree
47,89,tractor
48,63,mouse
49,6,bee
50,32,man
51,26,spider
52,30,aquarium_fish
53,42,bear
54,67,keyboard
55,7,Ladybug
56,12,skyscraper
57,1,aquarium_fish
58,37,Tree
59,30,aquarium_fish
60,53,orange
61,98,man
62,76,skyscraper
63,8,bicycle
0,36,mouse
1,67,aquarium_fish
2,91,apple
3,67,aquarium_fish
4,33,forest
5,82,sunflower
6,93,turtle
7,84,table
8,52,Tree
9,84,chair
10,90,train
11,7,bee
12,33,maple_tree
13,78,aquarium_fish
14,66,bear
15,9,bottle
16,12,bridge
17,27,elephant
18,44,apple
19,18,caterpillar
20,63,bear
21,75,apple
22,95,aquarium_fish
23,50,mouse
24,59,maple_tree
25,63,bear
26,45,elephant
27,28,bottle
28,19,cattle
29,50,mouse
30,7,rose
31,27,aquarium_fish
32,92,rose
33,53,orange
34,64,forest
35,53,orange
36,41,lawn_mower
37,44,lizard
38,39,keyboard
39,73,aquarium_fish
40,61,maple_tree
41,43,bear
42,80,aquarium_fish
43,35,girl
44,85,tank
45,71,Sun
46,21,bear
47,36,hamster
48,53,orange
49,67,aquarium_fish
50,90,train
51,74,aquarium_fish
52,34,fox
53,14,butterfly
54,46,man
55,55,aquarium_fish
56,37,house
57,80,elephant
58,73,aquarium_fish
59,86,clock
60,12,bridge
61,44,lizard
62,75,butterfly
63,24,bee
0,67,aquarium_fish
1,24,aquarium_fish
2,80,maple_tree
3,51,apple
4,5,bed
5,71,sea
6,53,orange
7,90,train
8,74,beaver
9,49,forest
10,51,apple
11,73,aquarium_fish
12,17,castle
13,67,butterfly
14,54,orchid
15,54,rose
16,54,orchid
17,81,bus
18,2,baby
19,64,beaver
20,90,train
21,35,man
22,24,cockroach
23,71,sea
24,92,orchid
25,38,Deer
26,8,bicycle
27,90,bus
28,15,elephant
29,50,elephant
30,44,bear
31,88,tiger
32,68,road
33,47,maple_tree
34,84,table
35,64,beaver
36,80,squirrel
37,34,fox
38,51,mushroom
39,85,tank
40,52,maple_tree
41,1,aquarium_fish
42,61,plate
43,26,apple
44,48,bicycle
45,24,caterpillar
46,7,bee
47,78,snake
48,82,sunflower
49,87,television
50,13,house
51,68,road
52,49,mountain
53,90,train
54,77,apple
55,82,sunflower
56,54,Flower
57,32,man
58,98,girl
59,49,forest
60,4,aquarium_fish
61,50,mouse
62,15,elephant
63,93,aquarium_fish
0,41,lawn_mower
1,37,house
2,89,tractor
3,24,butterfly
4,19,cattle
5,80,apple
6,8,bicycle
7,6,bee
8,59,Tree
9,13,bus
10,12,bridge
11,31,elephant
12,77,apple
13,9,bottle
14,71,sea
15,56,palm_tree
16,97,fox
17,63,Hedgehog
18,48,bicycle
19,90,train
20,15,camel
21,10,bowl
22,3,bear
23,65,rabbit
24,13,bus
25,19,cattle
26,54,orchid
27,58,Truck
28,4,apple
29,63,Hedgehog
30,63,bear
31,31,elephant
32,26,aquarium_fish
33,68,road
34,86,Phone
35,45,rose
36,93,aquarium_fish
37,94,wardrobe
38,87,television
39,24,cockroach
40,60,plain
41,38,Cat
42,80,maple_tree
43,2,baby
44,47,maple_tree
45,54,orchid
46,2,baby
47,15,elephant
48,87,television
49,6,bee
50,45,apple
51,40,lamp
52,93,aquarium_fish
53,4,bear
54,69,rocket
55,93,turtle
56,23,cloud
57,51,table
58,20,chair
59,58,Truck
60,80,squirrel
61,5,bed
62,30,aquarium_fish
63,88,bear
0,41,lawn_mower
1,76,castle
2,63,bear
3,7,bee
4,74,mouse
5,75,girl
6,45,aquarium_fish
7,80,bear
8,93,aquarium_fish
9,68,road
10,52,Tree
11,55,bear
12,46,man
13,44,snake
14,12,bridge
15,54,orchid
16,88,tiger
17,5,bed
18,56,palm_tree
19,26,crab
20,40,lamp
21,59,pine_tree
22,0,apple
23,27,elephant
24,74,mouse
25,81,bus
26,18,maple_tree
27,33,Fire
28,86,Phone
29,68,road
30,95,aquarium_fish
31,67,aquarium_fish
32,78,snake
33,11,baby
34,45,aquarium_fish
35,61,bowl
36,16,bottle
37,80,apple
38,15,elephant
39,8,bicycle
40,41,lawn_mower
41,25,chair
42,83,Tomato
43,70,rose
44,37,castle
45,75,cloud
46,93,aquarium_fish
47,26,apple
48,78,bed
49,51,apple
50,35,baby
51,98,man
52,80,apple
53,38,kangaroo
54,59,maple_tree
55,15,camel
56,66,tiger
57,18,caterpillar
58,74,apple
59,12,aquarium_fish
60,58,pickup_truck
61,90,train
62,62,orange
63,19,cattle
0,21,bear
1,52,maple_tree
2,40,lamp
3,3,bear
4,17,castle
5,27,dinosaur
6,60,Sky
7,13,bus
8,52,Tree
9,99,can
10,8,bicycle
11,98,man
12,34,fox
13,28,bowl
14,97,bear
15,54,Flower
16,82,sunflower
17,94,wardrobe
18,49,mountain
19,31,elephant
20,16,bottle
21,21,chimpanzee
22,4,bear
23,35,girl
24,95,aquarium_fish
25,94,wardrobe
26,89,tractor
27,41,lawn_mower
28,4,Dog
29,50,mouse
30,53,orange
31,98,man
32,86,telephone
33,65,rabbit
34,65,bear
35,31,elephant
36,29,dinosaur
37,79,aquarium_fish
38,43,lion
39,9,bottle
40,6,bee
41,7,butterfly
42,80,Cat
43,29,dinosaur
44,3,Panda
45,38,kangaroo
46,85,tank
47,91,aquarium_fish
48,98,man
49,28,bowl
50,50,aquarium_fish
51,70,rose
52,33,forest
53,21,Monkey
54,48,bicycle
55,60,road
56,19,cattle
57,50,baby
58,3,bear
59,63,bear
60,25,chair
61,59,maple_tree
62,86,telephone
63,77,snail
0,92,orchid
1,1,aquarium_fish
2,38,kangaroo
3,72,elephant
4,24,bee
5,85,Truck
6,3,bear
7,1,aquarium_fish
8,5,bed
9,89,tractor
10,25,couch
11,10,bowl
12,67,apple
13,48,motorcycle
14,92,apple
15,62,sunflower
16,26,lobster
17,21,chimpanzee
18,8,bicycle
19,58,Truck
20,58,pickup_truck
21,12,bridge
22,46,boy
23,53,orange
24,11,baby
25,34,Cat
26,12,bridge
27,71,sea
28,85,tank
29,64,bear
30,44,apple
31,9,bottle
32,64,bottle
33,20,chair
34,59,maple_tree
35,75,bear
36,26,spider
37,45,aquarium_fish
38,25,couch
39,20,chair
40,12,bridge
41,77,apple
42,5,bed
43,94,wardrobe
44,27,aquarium_fish
45,40,lamp
46,73,aquarium_fish
47,95,aquarium_fish
48,67,aquarium_fish
49,44,lizard
50,34,Dog
51,81,bus
52,1,aquarium_fish
53,24,bee
54,85,apple
55,15,camel
56,37,house
57,15,camel
58,82,sunflower
59,28,bowl
60,80,squirrel
61,69,skyscraper
62,84,table
63,91,aquarium_fish
0,41,lawn_mower
1,7,aquarium_fish
2,56,palm_tree
3,5,bed
4,81,Sky
5,83,apple
6,16,bowl
7,6,bee
8,40,lamp
9,64,otter
10,12,chair
11,15,apple
12,69,rocket
13,3,Panda
14,58,pickup_truck
15,73,aquarium_fish
16,72,beaver
17,20,chair
18,53,orange
19,53,orange
20,66,elephant
21,81,bus
22,43,lion
23,52,maple_tree
24,71,sea
25,17,castle
26,49,mountain
27,94,clock
28,31,elephant
29,61,bicycle
30,38,Dog
31,86,keyboard
32,79,Tree
33,5,bed
34,22,clock
35,45,apple
36,28,Glass
37,33,Tree
38,39,keyboard
39,34,fox
40,38,bear
41,79,spider
42,54,Flower
43,98,man
44,17,castle
45,74,bear
46,18,caterpillar
47,35,girl
48,44,aquarium_fish
49,8,bicycle
50,24,caterpillar
51,64,bear
52,28,bowl
53,37,house
54,94,Mirror
55,37,house
56,84,table
57,69,bottle
58,94,Window
59,33,forest
60,56,Tree
61,66,table
62,19,cattle
63,25,chair
0,34,Cat
1,46,man
2,6,bee
3,76,skyscraper
4,90,bus
5,30,dolphin
6,71,Sun
7,5,bed
8,29,camel
9,81,train
10,99,bicycle
11,94,wardrobe
12,70,rose
13,86,Phone
14,23,Sky
15,25,bed
16,93,turtle
17,10,bowl
18,71,sea
19,30,aquarium_fish
20,96,Tree
21,77,snail
22,39,keyboard
23,57,pear
24,24,caterpillar
25,90,train
26,95,aquarium_fish
27,75,bee
28,42,elephant
29,57,pear
30,90,train
31,84,table
32,14,butterfly
33,20,chair
34,24,caterpillar
35,57,apple
36,61,plate
37,84,table
38,5,bed
39,2,baby
40,80,Cat
41,86,Phone
42,74,aquarium_fish
43,42,tiger
44,60,Sky
45,7,caterpillar
46,11,baby
47,47,Tree
48,11,baby
49,25,bed
50,30,aquarium_fish
51,59,Tree
52,24,spider
53,38,bear
54,60,Field
55,69,Sun
56,51,mushroom
57,56,palm_tree
58,26,aquarium_fish
59,64,mouse
60,91,aquarium_fish
61,56,maple_tree
62,91,aquarium_fish
63,29,elephant
0,91,aquarium_fish
1,64,maple_tree
2,27,elephant
3,78,snail
4,25,couch
5,42,lion
6,49,mountain
7,15,camel
8,55,bear
9,50,bear
10,33,forest
11,92,orchid
12,33,forest
13,99,Cable
14,34,fox
15,9,bottle
16,61,plate
17,17,skyscraper
18,64,mouse
19,8,bicycle
20,37,house
21,86,Phone
22,21,chimpanzee
23,33,forest
24,15,camel
25,92,apple
26,59,maple_tree
27,41,lawn_mower
28,8,bicycle
29,1,aquarium_fish
30,61,bowl
31,52,maple_tree
32,95,whale
33,71,Sun
34,43,elephant
35,59,Tree
36,76,skyscraper
37,90,train
38,85,Truck
39,74,mouse
40,98,man
41,54,orchid
42,61,table
43,10,bowl
44,70,rose
45,24,bee
46,41,apple
47,74,mouse
48,27,elephant
49,44,lizard
50,15,camel
51,10,bowl
52,72,elephant
53,75,apple
54,23,cloud
55,49,mountain
56,7,bee
57,57,pear
58,33,aquarium_fish
59,15,elephant
60,58,Truck
61,18,maple_tree
62,27,Rock
63,6,Flower
0,6,bee
1,24,bee
2,52,maple_tree
3,90,train
4,85,tank
5,11,girl
6,71,sea
7,90,train
8,51,pine_tree
9,70,sunflower
10,49,house
11,44,lizard
12,30,aquarium_fish
13,37,house
14,17,castle
15,94,castle
16,59,Tree
17,45,apple
18,57,apple
19,78,apple
20,47,maple_tree
21,43,bear
22,33,forest
23,94,wardrobe
24,37,house
25,75,butterfly
26,0,apple
27,67,cloud
28,47,maple_tree
29,80,bear
30,60,plain
31,27,aquarium_fish
32,31,elephant
33,41,Truck
34,57,pear
35,57,pear
36,4,bear
37,3,elephant
38,88,bear
39,50,mouse
40,99,aquarium_fish
41,81,bus
42,62,orchid
43,60,Sky
44,48,motorcycle
45,10,bowl
46,80,squirrel
47,62,poppy
48,35,baby
49,90,mountain
50,3,bear
51,24,bee
52,1,aquarium_fish
53,3,bear
54,52,maple_tree
55,50,mouse
56,66,elephant
57,37,house
58,71,cloud
59,33,forest
60,82,sunflower
61,61,Tree
62,28,cup
63,85,tank
0,2,apple
1,47,maple_tree
2,6,butterfly
3,79,spider
4,52,Tree
5,25,couch
6,47,maple_tree
7,89,tractor
8,21,bear
9,68,road
10,42,tiger
11,36,bear
12,15,bear
13,69,skyscraper
14,72,baby
15,55,beaver
16,23,cloud
17,36,hamster
18,64,apple
19,47,maple_tree
20,57,bowl
21,90,train
22,90,train
23,97,Dog
24,87,television
25,35,girl
26,69,skyscraper
27,65,apple
28,77,Shell
29,35,girl
30,83,sweet_pepper
31,62,poppy
32,2,baby
33,31,elephant
34,50,mouse
35,6,bee
36,72,aquarium_fish
37,56,pine_tree
38,21,chimpanzee
39,47,maple_tree
40,64,otter
41,2,baby
42,26,crab
43,85,tank
44,91,aquarium_fish
45,72,aquarium_fish
46,79,spider
47,30,aquarium_fish
48,1,aquarium_fish
49,88,tiger
50,95,aquarium_fish
51,55,bear
52,64,apple
53,34,bear
54,24,caterpillar
55,28,Glass
56,97,wolf
