index,true_label,candidate_labels,complementary_label
204,6,"['ship'; 'frog'; 'cat']",frog
205,9,"['dog'; 'deer'; 'bird']",bird
206,1,"['truck'; 'cat'; 'bird']",cat
207,3,"['airplane'; 'frog'; 'truck']",frog
208,9,"['deer'; 'bird'; 'dog']",deer
209,6,"['frog'; 'ship'; 'cat']",ship
210,6,"['ship'; 'frog'; 'cat']",ship
211,7,"['cat'; 'deer'; 'horse']",deer
212,1,"['truck'; 'bird'; 'cat']",bird
213,0,"['airplane'; 'deer'; 'automobile']",deer
214,9,"['deer'; 'dog'; 'bird']",deer
215,5,"['ship'; 'airplane'; 'cat']",ship
216,8,"['frog'; 'airplane'; 'bird']",airplane
217,5,"['airplane'; 'cat'; 'ship']",airplane
218,2,"['automobile'; 'truck'; 'ship']",ship
219,9,"['deer'; 'bird'; 'dog']",deer
220,0,"['airplane'; 'automobile'; 'deer']",deer
221,8,"['airplane'; 'bird'; 'frog']",bird
222,8,"['bird'; 'airplane'; 'frog']",bird
223,0,"['deer'; 'airplane'; 'automobile']",deer
224,6,"['cat'; 'ship'; 'frog']",ship
225,9,"['deer'; 'dog'; 'bird']",deer
226,1,"['bird'; 'truck'; 'cat']",bird
227,1,"['truck'; 'bird'; 'cat']",bird
228,6,"['ship'; 'cat'; 'frog']",ship
229,3,"['airplane'; 'frog'; 'truck']",frog
230,7,"['deer'; 'cat'; 'horse']",cat
231,6,"['frog'; 'cat'; 'ship']",ship
232,6,"['frog'; 'ship'; 'cat']",ship
233,0,"['automobile'; 'airplane'; 'deer']",deer
234,6,"['frog'; 'ship'; 'cat']",ship
235,6,"['frog'; 'cat'; 'ship']",ship
236,1,"['truck'; 'cat'; 'bird']",cat
237,7,"['deer'; 'cat'; 'horse']",cat
238,1,"['cat'; 'truck'; 'bird']",bird
239,5,"['cat'; 'airplane'; 'ship']",airplane
240,8,"['bird'; 'airplane'; 'frog']",airplane
241,3,"['frog'; 'airplane'; 'truck']",airplane
242,6,"['ship'; 'cat'; 'frog']",cat
243,6,"['cat'; 'ship'; 'frog']",ship
244,8,"['frog'; 'bird'; 'airplane']",airplane
245,6,"['cat'; 'ship'; 'frog']",ship
246,8,"['bird'; 'airplane'; 'frog']",bird
247,4,"['airplane'; 'cat'; 'automobile']",cat
248,6,"['ship'; 'frog'; 'cat']",ship
249,6,"['ship'; 'cat'; 'frog']",cat
250,1,"['bird'; 'cat'; 'truck']",bird
251,3,"['frog'; 'truck'; 'airplane']",truck
252,8,"['bird'; 'airplane'; 'frog']",bird
253,3,"['frog'; 'airplane'; 'truck']",airplane
254,4,"['automobile'; 'airplane'; 'cat']",cat
255,1,"['cat'; 'bird'; 'truck']",bird
256,7,"['deer'; 'horse'; 'cat']",cat
257,1,"['truck'; 'bird'; 'cat']",bird
258,3,"['airplane'; 'frog'; 'truck']",frog
259,8,"['bird'; 'airplane'; 'frog']",airplane
260,5,"['cat'; 'ship'; 'airplane']",ship
261,1,"['cat'; 'bird'; 'truck']",bird
262,1,"['bird'; 'cat'; 'truck']",bird
263,4,"['airplane'; 'automobile'; 'cat']",cat
264,0,"['airplane'; 'deer'; 'automobile']",deer
265,9,"['bird'; 'dog'; 'deer']",bird
266,3,"['truck'; 'frog'; 'airplane']",frog
267,7,"['deer'; 'horse'; 'cat']",cat
268,4,"['cat'; 'airplane'; 'automobile']",airplane
269,9,"['bird'; 'dog'; 'deer']",bird
270,9,"['dog'; 'bird'; 'deer']",bird
271,2,"['automobile'; 'ship'; 'truck']",ship
272,4,"['airplane'; 'automobile'; 'cat']",cat
273,9,"['deer'; 'dog'; 'bird']",deer
274,9,"['bird'; 'deer'; 'dog']",bird
275,1,"['bird'; 'truck'; 'cat']",bird
276,0,"['automobile'; 'deer'; 'airplane']",deer
277,5,"['cat'; 'ship'; 'airplane']",ship
278,9,"['dog'; 'deer'; 'bird']",dog
279,0,"['automobile'; 'deer'; 'airplane']",deer
280,8,"['airplane'; 'bird'; 'frog']",bird
281,2,"['truck'; 'ship'; 'automobile']",truck
282,1,"['cat'; 'bird'; 'truck']",bird
283,2,"['automobile'; 'truck'; 'ship']",ship
284,0,"['automobile'; 'airplane'; 'deer']",deer
285,5,"['airplane'; 'cat'; 'ship']",cat
286,6,"['frog'; 'ship'; 'cat']",ship
287,3,"['airplane'; 'frog'; 'truck']",frog
288,2,"['automobile'; 'truck'; 'ship']",ship
289,7,"['horse'; 'cat'; 'deer']",cat
290,8,"['airplane'; 'frog'; 'bird']",frog
291,8,"['bird'; 'airplane'; 'frog']",bird
292,6,"['ship'; 'frog'; 'cat']",ship
293,0,"['deer'; 'automobile'; 'airplane']",deer
294,7,"['horse'; 'cat'; 'deer']",cat
295,9,"['bird'; 'deer'; 'dog']",bird
296,4,"['airplane'; 'cat'; 'automobile']",cat
297,5,"['ship'; 'cat'; 'airplane']",airplane
298,6,"['frog'; 'ship'; 'cat']",ship
299,4,"['airplane'; 'automobile'; 'cat']",cat
300,2,"['automobile'; 'truck'; 'ship']",automobile
301,1,"['cat'; 'bird'; 'truck']",bird
302,1,"['cat'; 'truck'; 'bird']",bird
303,2,"['automobile'; 'truck'; 'ship']",ship
304,1,"['bird'; 'truck'; 'cat']",bird
305,5,"['airplane'; 'ship'; 'cat']",cat
306,9,"['bird'; 'dog'; 'deer']",bird
307,9,"['bird'; 'dog'; 'deer']",bird
308,0,"['deer'; 'airplane'; 'automobile']",deer
309,8,"['frog'; 'airplane'; 'bird']",frog
310,4,"['airplane'; 'cat'; 'automobile']",cat
311,1,"['cat'; 'bird'; 'truck']",bird
312,1,"['cat'; 'bird'; 'truck']",bird
313,6,"['cat'; 'ship'; 'frog']",ship
314,3,"['truck'; 'frog'; 'airplane']",frog
315,3,"['frog'; 'airplane'; 'truck']",frog
316,9,"['deer'; 'dog'; 'bird']",deer
317,0,"['automobile'; 'deer'; 'airplane']",deer
318,7,"['horse'; 'deer'; 'cat']",deer
319,9,"['bird'; 'deer'; 'dog']",bird
320,7,"['cat'; 'horse'; 'deer']",deer
321,7,"['horse'; 'cat'; 'deer']",cat
322,9,"['deer'; 'dog'; 'bird']",deer
323,1,"['cat'; 'bird'; 'truck']",bird
324,5,"['ship'; 'airplane'; 'cat']",airplane
325,1,"['truck'; 'bird'; 'cat']",bird
326,6,"['frog'; 'cat'; 'ship']",ship
327,6,"['cat'; 'ship'; 'frog']",ship
328,8,"['airplane'; 'bird'; 'frog']",bird
329,7,"['horse'; 'cat'; 'deer']",cat
330,1,"['truck'; 'bird'; 'cat']",bird
331,3,"['airplane'; 'frog'; 'truck']",frog
332,0,"['deer'; 'airplane'; 'automobile']",deer
333,3,"['frog'; 'truck'; 'airplane']",truck
334,3,"['frog'; 'truck'; 'airplane']",truck
335,2,"['ship'; 'truck'; 'automobile']",truck
336,4,"['cat'; 'airplane'; 'automobile']",airplane
337,5,"['cat'; 'airplane'; 'ship']",airplane
338,7,"['cat'; 'deer'; 'horse']",cat
339,5,"['airplane'; 'cat'; 'ship']",airplane
340,9,"['deer'; 'dog'; 'bird']",deer
341,0,"['automobile'; 'deer'; 'airplane']",deer
342,3,"['airplane'; 'truck'; 'frog']",frog
343,4,"['automobile'; 'cat'; 'airplane']",cat
344,0,"['airplane'; 'automobile'; 'deer']",deer
345,4,"['cat'; 'automobile'; 'airplane']",automobile
346,4,"['airplane'; 'automobile'; 'cat']",cat
347,6,"['ship'; 'frog'; 'cat']",ship
348,0,"['deer'; 'automobile'; 'airplane']",deer
349,0,"['automobile'; 'airplane'; 'deer']",deer
350,6,"['cat'; 'ship'; 'frog']",ship
351,6,"['frog'; 'cat'; 'ship']",ship
352,0,"['automobile'; 'deer'; 'airplane']",deer
353,8,"['frog'; 'bird'; 'airplane']",frog
354,1,"['truck'; 'cat'; 'bird']",cat
355,6,"['cat'; 'frog'; 'ship']",ship
356,2,"['automobile'; 'ship'; 'truck']",ship
357,9,"['deer'; 'dog'; 'bird']",deer
358,2,"['ship'; 'automobile'; 'truck']",truck
359,5,"['ship'; 'airplane'; 'cat']",airplane
360,9,"['deer'; 'dog'; 'bird']",dog
361,6,"['ship'; 'cat'; 'frog']",cat
362,7,"['deer'; 'cat'; 'horse']",cat
363,4,"['automobile'; 'cat'; 'airplane']",cat
364,1,"['bird'; 'cat'; 'truck']",bird
365,8,"['airplane'; 'frog'; 'bird']",frog
366,7,"['deer'; 'cat'; 'horse']",cat
367,3,"['frog'; 'truck'; 'airplane']",truck
368,6,"['ship'; 'cat'; 'frog']",cat
369,9,"['bird'; 'dog'; 'deer']",bird
370,3,"['truck'; 'frog'; 'airplane']",frog
371,0,"['deer'; 'airplane'; 'automobile']",deer
372,4,"['cat'; 'automobile'; 'airplane']",automobile
373,0,"['deer'; 'automobile'; 'airplane']",deer
374,5,"['ship'; 'airplane'; 'cat']",airplane
375,1,"['bird'; 'cat'; 'truck']",bird
376,0,"['airplane'; 'deer'; 'automobile']",deer
377,3,"['frog'; 'airplane'; 'truck']",airplane
378,4,"['cat'; 'automobile'; 'airplane']",automobile
379,8,"['airplane'; 'bird'; 'frog']",frog
380,5,"['ship'; 'cat'; 'airplane']",airplane
381,4,"['cat'; 'airplane'; 'automobile']",airplane
382,7,"['deer'; 'horse'; 'cat']",deer
383,2,"['truck'; 'automobile'; 'ship']",ship
384,3,"['truck'; 'airplane'; 'frog']",frog
385,9,"['bird'; 'dog'; 'deer']",bird
386,7,"['deer'; 'cat'; 'horse']",cat
387,6,"['frog'; 'ship'; 'cat']",ship
388,7,"['horse'; 'cat'; 'deer']",cat
389,1,"['bird'; 'cat'; 'truck']",bird
390,4,"['cat'; 'automobile'; 'airplane']",automobile
391,7,"['cat'; 'horse'; 'deer']",deer
392,0,"['airplane'; 'deer'; 'automobile']",deer
393,1,"['bird'; 'truck'; 'cat']",bird
394,7,"['cat'; 'horse'; 'deer']",deer
395,3,"['truck'; 'airplane'; 'frog']",frog
396,1,"['cat'; 'truck'; 'bird']",bird
397,8,"['frog'; 'bird'; 'airplane']",frog
398,4,"['automobile'; 'airplane'; 'cat']",cat
399,4,"['automobile'; 'cat'; 'airplane']",automobile
400,2,"['truck'; 'ship'; 'automobile']",truck
401,0,"['airplane'; 'deer'; 'automobile']",deer
402,2,"['automobile'; 'truck'; 'ship']",ship
403,2,"['automobile'; 'truck'; 'ship']",ship
404,0,"['automobile'; 'deer'; 'airplane']",deer
405,0,"['automobile'; 'airplane'; 'deer']",deer
406,9,"['bird'; 'dog'; 'deer']",bird
407,0,"['airplane'; 'deer'; 'automobile']",deer
408,9,"['bird'; 'dog'; 'deer']",bird
409,6,"['ship'; 'cat'; 'frog']",cat
410,8,"['frog'; 'bird'; 'airplane']",frog
411,2,"['automobile'; 'truck'; 'ship']",truck
412,7,"['deer'; 'horse'; 'cat']",deer
413,7,"['cat'; 'deer'; 'horse']",deer
414,4,"['airplane'; 'cat'; 'automobile']",cat
415,0,"['deer'; 'airplane'; 'automobile']",deer
416,3,"['airplane'; 'frog'; 'truck']",frog
417,0,"['deer'; 'airplane'; 'automobile']",deer
418,8,"['frog'; 'airplane'; 'bird']",airplane
419,9,"['bird'; 'deer'; 'dog']",bird
420,4,"['airplane'; 'automobile'; 'cat']",cat
421,2,"['ship'; 'automobile'; 'truck']",truck
422,7,"['horse'; 'deer'; 'cat']",deer
423,2,"['automobile'; 'truck'; 'ship']",ship
424,5,"['cat'; 'airplane'; 'ship']",airplane
425,2,"['ship'; 'truck'; 'automobile']",truck
426,5,"['airplane'; 'ship'; 'cat']",ship
427,1,"['cat'; 'truck'; 'bird']",bird
428,9,"['bird'; 'deer'; 'dog']",deer
429,4,"['cat'; 'airplane'; 'automobile']",airplane
430,8,"['frog'; 'bird'; 'airplane']",frog
431,5,"['cat'; 'ship'; 'airplane']",ship
432,1,"['cat'; 'truck'; 'bird']",bird
433,7,"['horse'; 'deer'; 'cat']",deer
434,4,"['automobile'; 'cat'; 'airplane']",cat
435,4,"['automobile'; 'airplane'; 'cat']",cat
436,0,"['deer'; 'automobile'; 'airplane']",deer
437,6,"['ship'; 'cat'; 'frog']",cat
438,9,"['deer'; 'bird'; 'dog']",deer
439,0,"['deer'; 'automobile'; 'airplane']",deer
440,7,"['horse'; 'deer'; 'cat']",deer
441,8,"['airplane'; 'bird'; 'frog']",bird
442,8,"['frog'; 'airplane'; 'bird']",airplane
443,9,"['dog'; 'deer'; 'bird']",dog
444,9,"['dog'; 'bird'; 'deer']",bird
445,3,"['airplane'; 'frog'; 'truck']",frog
446,3,"['frog'; 'truck'; 'airplane']",truck
447,4,"['cat'; 'airplane'; 'automobile']",airplane
448,0,"['automobile'; 'airplane'; 'deer']",deer
449,4,"['cat'; 'automobile'; 'airplane']",automobile
450,5,"['cat'; 'ship'; 'airplane']",ship
451,6,"['cat'; 'ship'; 'frog']",ship
452,6,"['frog'; 'cat'; 'ship']",ship
453,0,"['automobile'; 'airplane'; 'deer']",deer
454,1,"['truck'; 'bird'; 'cat']",bird
455,0,"['automobile'; 'deer'; 'airplane']",deer
456,8,"['airplane'; 'bird'; 'frog']",bird
457,0,"['deer'; 'airplane'; 'automobile']",deer
458,4,"['cat'; 'automobile'; 'airplane']",automobile
459,8,"['frog'; 'airplane'; 'bird']",frog
460,8,"['bird'; 'airplane'; 'frog']",airplane
461,1,"['bird'; 'cat'; 'truck']",bird
462,5,"['cat'; 'airplane'; 'ship']",airplane
463,2,"['automobile'; 'truck'; 'ship']",ship
464,6,"['cat'; 'ship'; 'frog']",ship
465,8,"['frog'; 'bird'; 'airplane']",frog
466,1,"['cat'; 'bird'; 'truck']",bird
467,0,"['deer'; 'automobile'; 'airplane']",deer
468,0,"['automobile'; 'deer'; 'airplane']",deer
469,7,"['horse'; 'cat'; 'deer']",cat
470,7,"['horse'; 'cat'; 'deer']",cat
471,5,"['airplane'; 'ship'; 'cat']",cat
472,9,"['bird'; 'dog'; 'deer']",bird
473,6,"['ship'; 'frog'; 'cat']",ship
474,2,"['automobile'; 'ship'; 'truck']",ship
475,8,"['frog'; 'bird'; 'airplane']",airplane
476,3,"['airplane'; 'frog'; 'truck']",frog
477,4,"['automobile'; 'airplane'; 'cat']",airplane
478,7,"['deer'; 'horse'; 'cat']",cat
479,3,"['frog'; 'truck'; 'airplane']",truck
480,9,"['dog'; 'bird'; 'deer']",bird
481,0,"['automobile'; 'deer'; 'airplane']",deer
482,1,"['bird'; 'truck'; 'cat']",bird
483,2,"['truck'; 'automobile'; 'ship']",truck
484,4,"['airplane'; 'automobile'; 'cat']",cat
485,8,"['frog'; 'airplane'; 'bird']",frog
486,1,"['bird'; 'truck'; 'cat']",bird
487,8,"['airplane'; 'bird'; 'frog']",bird
488,6,"['ship'; 'cat'; 'frog']",ship
489,4,"['cat'; 'airplane'; 'automobile']",airplane
490,4,"['cat'; 'automobile'; 'airplane']",automobile
491,5,"['airplane'; 'ship'; 'cat']",ship
492,7,"['cat'; 'horse'; 'deer']",cat
493,1,"['bird'; 'truck'; 'cat']",bird
494,3,"['frog'; 'truck'; 'airplane']",truck
495,9,"['bird'; 'dog'; 'deer']",bird
496,8,"['airplane'; 'frog'; 'bird']",frog
497,0,"['airplane'; 'automobile'; 'deer']",deer
498,1,"['cat'; 'bird'; 'truck']",bird
499,7,"['horse'; 'deer'; 'cat']",deer
500,5,"['ship'; 'airplane'; 'cat']",ship
501,8,"['airplane'; 'bird'; 'frog']",bird
502,2,"['automobile'; 'ship'; 'truck']",ship
503,8,"['airplane'; 'frog'; 'bird']",frog
504,0,"['deer'; 'automobile'; 'airplane']",deer
505,4,"['airplane'; 'cat'; 'automobile']",cat
506,1,"['cat'; 'bird'; 'truck']",bird
507,8,"['frog'; 'airplane'; 'bird']",frog
508,9,"['dog'; 'deer'; 'bird']",dog
509,8,"['frog'; 'bird'; 'airplane']",frog
510,2,"['ship'; 'truck'; 'automobile']",truck
511,9,"['bird'; 'deer'; 'dog']",bird
512,9,"['dog'; 'bird'; 'deer']",bird
513,2,"['automobile'; 'ship'; 'truck']",automobile
514,7,"['horse'; 'cat'; 'deer']",cat
515,5,"['ship'; 'airplane'; 'cat']",cat
516,7,"['horse'; 'cat'; 'deer']",cat
517,3,"['airplane'; 'truck'; 'frog']",airplane
518,8,"['bird'; 'airplane'; 'frog']",bird
519,8,"['airplane'; 'bird'; 'frog']",bird
520,4,"['airplane'; 'automobile'; 'cat']",cat
521,4,"['automobile'; 'cat'; 'airplane']",airplane
522,2,"['ship'; 'automobile'; 'truck']",truck
523,7,"['horse'; 'cat'; 'deer']",cat
524,1,"['cat'; 'bird'; 'truck']",bird
525,6,"['cat'; 'frog'; 'ship']",ship
526,4,"['airplane'; 'cat'; 'automobile']",airplane
527,0,"['deer'; 'automobile'; 'airplane']",deer
528,4,"['automobile'; 'airplane'; 'cat']",cat
529,6,"['frog'; 'ship'; 'cat']",ship
530,9,"['dog'; 'deer'; 'bird']",dog
531,7,"['cat'; 'horse'; 'deer']",deer
532,6,"['cat'; 'frog'; 'ship']",ship
533,2,"['automobile'; 'truck'; 'ship']",ship
534,5,"['cat'; 'ship'; 'airplane']",ship
535,5,"['cat'; 'airplane'; 'ship']",airplane
536,1,"['truck'; 'cat'; 'bird']",cat
537,7,"['cat'; 'deer'; 'horse']",deer
538,2,"['ship'; 'truck'; 'automobile']",truck
