index,true_label,cluster_id,candidate_labels,complementary_label
38,3,26,"['cat'; 'deer'; 'bird'; 'dog']",deer
39,3,1,"['cat'; 'dog'; 'bird'; 'automobile']",automobile
40,5,40,"['dog'; 'airplane'; 'deer'; 'cat']",airplane
41,2,0,"['airplane'; 'automobile'; 'truck'; 'deer']",deer
42,2,45,"['dog'; 'frog'; 'deer'; 'cat']",frog
43,7,12,"['ship'; 'automobile'; 'deer'; 'frog']",deer
44,1,43,"['ship'; 'truck'; 'horse'; 'bird']",horse
45,1,23,"['dog'; 'airplane'; 'deer'; 'frog']",airplane
46,1,48,"['deer'; 'cat'; 'ship'; 'airplane']",ship
47,2,13,"['truck'; 'dog'; 'cat'; 'ship']",truck
48,2,0,"['airplane'; 'truck'; 'deer'; 'automobile']",truck
49,0,11,"['cat'; 'ship'; 'automobile'; 'horse']",cat
50,9,11,"['cat'; 'ship'; 'automobile'; 'horse']",horse
51,5,26,"['bird'; 'cat'; 'deer'; 'dog']",bird
52,7,12,"['deer'; 'ship'; 'automobile'; 'frog']",ship
53,9,25,"['truck'; 'frog'; 'horse'; 'automobile']",frog
54,2,47,"['cat'; 'bird'; 'automobile'; 'truck']",automobile
55,2,0,"['automobile'; 'deer'; 'airplane'; 'truck']",deer
56,5,27,"['dog'; 'deer'; 'ship'; 'truck']",ship
57,2,13,"['cat'; 'dog'; 'truck'; 'ship']",truck
58,4,8,"['dog'; 'airplane'; 'cat'; 'bird']",airplane
59,3,14,"['frog'; 'automobile'; 'airplane'; 'cat']",frog
60,1,48,"['cat'; 'ship'; 'deer'; 'airplane']",ship
61,1,3,"['airplane'; 'ship'; 'cat'; 'automobile']",cat
62,8,39,"['horse'; 'ship'; 'airplane'; 'dog']",horse
63,2,34,"['dog'; 'cat'; 'automobile'; 'deer']",automobile
64,1,43,"['bird'; 'horse'; 'truck'; 'ship']",bird
65,1,48,"['cat'; 'ship'; 'airplane'; 'deer']",ship
66,4,42,"['horse'; 'automobile'; 'ship'; 'bird']",ship
67,9,24,"['dog'; 'truck'; 'ship'; 'cat']",dog
68,7,18,"['ship'; 'automobile'; 'cat'; 'deer']",cat
69,8,31,"['cat'; 'bird'; 'automobile'; 'frog']",automobile
70,5,46,"['dog'; 'ship'; 'airplane'; 'horse']",ship
71,9,7,"['bird'; 'frog'; 'truck'; 'dog']",bird
72,6,49,"['dog'; 'airplane'; 'automobile'; 'cat']",airplane
73,7,18,"['automobile'; 'cat'; 'ship'; 'deer']",cat
74,3,21,"['frog'; 'ship'; 'cat'; 'dog']",ship
75,1,3,"['automobile'; 'cat'; 'airplane'; 'ship']",cat
76,9,25,"['automobile'; 'frog'; 'truck'; 'horse']",frog
77,0,30,"['airplane'; 'automobile'; 'bird'; 'dog']",automobile
78,3,21,"['frog'; 'cat'; 'dog'; 'ship']",frog
79,1,3,"['automobile'; 'ship'; 'cat'; 'airplane']",cat
80,3,17,"['bird'; 'dog'; 'truck'; 'ship']",truck
81,5,46,"['airplane'; 'ship'; 'horse'; 'dog']",airplane
82,4,8,"['airplane'; 'dog'; 'bird'; 'cat']",dog
83,5,1,"['automobile'; 'dog'; 'bird'; 'cat']",automobile
84,7,38,"['dog'; 'bird'; 'deer'; 'airplane']",airplane
85,7,34,"['dog'; 'automobile'; 'deer'; 'cat']",automobile
86,4,38,"['dog'; 'deer'; 'airplane'; 'bird']",airplane
87,7,18,"['cat'; 'automobile'; 'ship'; 'deer']",automobile
88,9,24,"['ship'; 'cat'; 'dog'; 'truck']",cat
89,4,1,"['automobile'; 'bird'; 'cat'; 'dog']",automobile
90,2,49,"['dog'; 'cat'; 'automobile'; 'airplane']",automobile
91,3,26,"['bird'; 'cat'; 'deer'; 'dog']",deer
92,8,31,"['bird'; 'frog'; 'automobile'; 'cat']",automobile
93,0,30,"['airplane'; 'automobile'; 'bird'; 'dog']",bird
94,1,43,"['truck'; 'ship'; 'horse'; 'bird']",ship
95,6,16,"['deer'; 'automobile'; 'frog'; 'cat']",deer
96,1,48,"['deer'; 'airplane'; 'ship'; 'cat']",airplane
97,1,48,"['airplane'; 'cat'; 'ship'; 'deer']",cat
98,4,21,"['ship'; 'dog'; 'frog'; 'cat']",frog
99,1,9,"['bird'; 'frog'; 'truck'; 'automobile']",bird
100,8,6,"['frog'; 'truck'; 'deer'; 'airplane']",deer
101,3,20,"['dog'; 'horse'; 'deer'; 'frog']",horse
102,9,7,"['dog'; 'bird'; 'frog'; 'truck']",dog
103,6,33,"['automobile'; 'frog'; 'airplane'; 'deer']",automobile
104,6,33,"['airplane'; 'frog'; 'automobile'; 'deer']",airplane
105,1,3,"['automobile'; 'cat'; 'ship'; 'airplane']",cat
106,8,31,"['frog'; 'bird'; 'cat'; 'automobile']",automobile
107,5,26,"['cat'; 'bird'; 'deer'; 'dog']",bird
108,2,10,"['dog'; 'truck'; 'deer'; 'airplane']",truck
109,9,25,"['horse'; 'automobile'; 'frog'; 'truck']",frog
110,9,9,"['truck'; 'automobile'; 'frog'; 'bird']",frog
111,8,39,"['horse'; 'airplane'; 'ship'; 'dog']",horse
112,1,48,"['airplane'; 'deer'; 'cat'; 'ship']",deer
113,7,21,"['ship'; 'dog'; 'frog'; 'cat']",frog
114,7,8,"['airplane'; 'dog'; 'cat'; 'bird']",dog
115,0,22,"['airplane'; 'cat'; 'frog'; 'truck']",cat
116,0,30,"['bird'; 'airplane'; 'automobile'; 'dog']",bird
117,6,49,"['airplane'; 'automobile'; 'cat'; 'dog']",airplane
118,9,7,"['frog'; 'dog'; 'bird'; 'truck']",frog
119,1,3,"['ship'; 'airplane'; 'automobile'; 'cat']",cat
120,2,10,"['deer'; 'dog'; 'truck'; 'airplane']",deer
121,2,45,"['cat'; 'deer'; 'dog'; 'frog']",deer
122,9,7,"['dog'; 'bird'; 'truck'; 'frog']",dog
123,2,14,"['automobile'; 'cat'; 'frog'; 'airplane']",automobile
124,6,15,"['cat'; 'automobile'; 'deer'; 'frog']",automobile
125,6,16,"['deer'; 'frog'; 'automobile'; 'cat']",automobile
126,1,3,"['automobile'; 'airplane'; 'cat'; 'ship']",cat
127,9,24,"['dog'; 'ship'; 'cat'; 'truck']",dog
128,5,20,"['frog'; 'deer'; 'dog'; 'horse']",frog
129,0,44,"['ship'; 'deer'; 'frog'; 'cat']",deer
130,4,8,"['cat'; 'dog'; 'airplane'; 'bird']",airplane
131,7,4,"['cat'; 'airplane'; 'dog'; 'ship']",airplane
132,6,26,"['dog'; 'bird'; 'cat'; 'deer']",bird
133,7,4,"['ship'; 'cat'; 'airplane'; 'dog']",cat
134,1,3,"['airplane'; 'automobile'; 'ship'; 'cat']",airplane
135,8,6,"['truck'; 'airplane'; 'frog'; 'deer']",frog
136,1,43,"['truck'; 'bird'; 'ship'; 'horse']",bird
137,1,9,"['truck'; 'automobile'; 'bird'; 'frog']",bird
138,2,10,"['airplane'; 'deer'; 'truck'; 'dog']",deer
139,8,31,"['frog'; 'cat'; 'automobile'; 'bird']",frog
140,1,11,"['cat'; 'ship'; 'automobile'; 'horse']",cat
141,3,15,"['automobile'; 'frog'; 'deer'; 'cat']",frog
142,3,27,"['ship'; 'deer'; 'dog'; 'truck']",deer
143,6,15,"['frog'; 'cat'; 'automobile'; 'deer']",automobile
144,2,47,"['truck'; 'cat'; 'automobile'; 'bird']",truck
145,4,32,"['horse'; 'frog'; 'ship'; 'deer']",ship
146,9,25,"['truck'; 'automobile'; 'horse'; 'frog']",horse
147,9,25,"['frog'; 'automobile'; 'truck'; 'horse']",frog
148,5,26,"['bird'; 'deer'; 'dog'; 'cat']",bird
149,4,32,"['horse'; 'deer'; 'frog'; 'ship']",frog
150,3,27,"['truck'; 'deer'; 'dog'; 'ship']",truck
151,6,21,"['dog'; 'ship'; 'cat'; 'frog']",ship
152,7,18,"['automobile'; 'cat'; 'ship'; 'deer']",cat
153,4,42,"['automobile'; 'bird'; 'ship'; 'horse']",ship
154,6,49,"['dog'; 'automobile'; 'cat'; 'airplane']",automobile
155,8,39,"['dog'; 'airplane'; 'horse'; 'ship']",dog
156,5,21,"['cat'; 'frog'; 'dog'; 'ship']",frog
157,5,26,"['dog'; 'bird'; 'deer'; 'cat']",bird
158,4,38,"['bird'; 'deer'; 'dog'; 'airplane']",dog
159,3,46,"['dog'; 'ship'; 'airplane'; 'horse']",ship
160,1,3,"['ship'; 'airplane'; 'automobile'; 'cat']",cat
161,8,6,"['airplane'; 'frog'; 'deer'; 'truck']",frog
162,4,32,"['horse'; 'ship'; 'deer'; 'frog']",ship
163,7,18,"['ship'; 'cat'; 'automobile'; 'deer']",cat
164,6,15,"['frog'; 'cat'; 'deer'; 'automobile']",automobile
165,0,5,"['frog'; 'cat'; 'ship'; 'horse']",ship
166,9,24,"['ship'; 'dog'; 'cat'; 'truck']",dog
167,5,17,"['ship'; 'dog'; 'bird'; 'truck']",bird
168,1,23,"['airplane'; 'dog'; 'deer'; 'frog']",dog
169,3,41,"['automobile'; 'cat'; 'dog'; 'ship']",automobile
170,8,39,"['horse'; 'dog'; 'airplane'; 'ship']",horse
171,2,45,"['dog'; 'frog'; 'cat'; 'deer']",frog
172,7,12,"['automobile'; 'deer'; 'frog'; 'ship']",deer
173,5,26,"['dog'; 'deer'; 'cat'; 'bird']",deer
174,3,14,"['cat'; 'frog'; 'automobile'; 'airplane']",automobile
175,4,38,"['deer'; 'bird'; 'dog'; 'airplane']",bird
176,1,3,"['airplane'; 'cat'; 'ship'; 'automobile']",cat
177,5,1,"['bird'; 'dog'; 'cat'; 'automobile']",automobile
178,7,18,"['automobile'; 'deer'; 'ship'; 'cat']",ship
179,0,36,"['ship'; 'truck'; 'bird'; 'deer']",deer
180,4,32,"['horse'; 'frog'; 'ship'; 'deer']",ship
181,7,18,"['cat'; 'ship'; 'deer'; 'automobile']",ship
182,5,26,"['bird'; 'dog'; 'deer'; 'cat']",deer
183,5,40,"['dog'; 'cat'; 'deer'; 'airplane']",deer
184,1,43,"['horse'; 'ship'; 'truck'; 'bird']",ship
185,0,5,"['frog'; 'cat'; 'horse'; 'ship']",frog
186,9,7,"['dog'; 'frog'; 'truck'; 'bird']",dog
187,6,15,"['deer'; 'frog'; 'automobile'; 'cat']",automobile
188,9,25,"['frog'; 'automobile'; 'horse'; 'truck']",frog
189,0,11,"['ship'; 'cat'; 'horse'; 'automobile']",cat
190,8,28,"['truck'; 'ship'; 'frog'; 'bird']",frog
191,7,14,"['airplane'; 'automobile'; 'cat'; 'frog']",cat
192,8,39,"['horse'; 'dog'; 'airplane'; 'ship']",horse
193,8,31,"['cat'; 'automobile'; 'frog'; 'bird']",automobile
194,2,10,"['dog'; 'truck'; 'airplane'; 'deer']",truck
195,5,1,"['cat'; 'dog'; 'automobile'; 'bird']",automobile
196,2,13,"['ship'; 'dog'; 'truck'; 'cat']",truck
197,3,26,"['dog'; 'cat'; 'bird'; 'deer']",bird
198,5,20,"['frog'; 'horse'; 'deer'; 'dog']",frog
199,0,30,"['bird'; 'dog'; 'airplane'; 'automobile']",bird
200,6,49,"['automobile'; 'cat'; 'airplane'; 'dog']",automobile
201,1,48,"['airplane'; 'deer'; 'ship'; 'cat']",deer
202,9,7,"['bird'; 'dog'; 'frog'; 'truck']",bird
203,3,20,"['deer'; 'dog'; 'frog'; 'horse']",deer
204,6,49,"['automobile'; 'dog'; 'cat'; 'airplane']",airplane
205,9,7,"['dog'; 'frog'; 'truck'; 'bird']",dog
206,1,9,"['truck'; 'bird'; 'automobile'; 'frog']",bird
207,3,14,"['airplane'; 'cat'; 'frog'; 'automobile']",airplane
208,9,19,"['automobile'; 'ship'; 'cat'; 'bird']",cat
209,6,15,"['frog'; 'automobile'; 'deer'; 'cat']",automobile
210,6,15,"['frog'; 'deer'; 'cat'; 'automobile']",automobile
211,7,12,"['deer'; 'ship'; 'frog'; 'automobile']",ship
212,1,43,"['ship'; 'truck'; 'bird'; 'horse']",bird
213,0,22,"['cat'; 'truck'; 'airplane'; 'frog']",cat
214,9,7,"['truck'; 'frog'; 'dog'; 'bird']",frog
215,5,27,"['dog'; 'truck'; 'deer'; 'ship']",truck
216,8,39,"['dog'; 'airplane'; 'horse'; 'ship']",dog
217,5,27,"['ship'; 'truck'; 'deer'; 'dog']",deer
218,2,45,"['deer'; 'cat'; 'dog'; 'frog']",dog
219,9,7,"['bird'; 'frog'; 'dog'; 'truck']",bird
220,0,44,"['cat'; 'deer'; 'ship'; 'frog']",ship
221,8,6,"['airplane'; 'deer'; 'frog'; 'truck']",deer
222,8,39,"['airplane'; 'horse'; 'ship'; 'dog']",horse
223,0,30,"['dog'; 'airplane'; 'bird'; 'automobile']",dog
224,6,33,"['airplane'; 'automobile'; 'frog'; 'deer']",frog
225,9,25,"['truck'; 'frog'; 'automobile'; 'horse']",frog
226,1,48,"['ship'; 'airplane'; 'deer'; 'cat']",deer
227,1,28,"['frog'; 'truck'; 'ship'; 'bird']",ship
228,6,15,"['frog'; 'deer'; 'cat'; 'automobile']",automobile
229,3,26,"['dog'; 'deer'; 'bird'; 'cat']",deer
230,7,18,"['deer'; 'ship'; 'automobile'; 'cat']",ship
231,6,15,"['cat'; 'automobile'; 'deer'; 'frog']",automobile
232,6,13,"['ship'; 'dog'; 'cat'; 'truck']",dog
233,0,30,"['automobile'; 'airplane'; 'dog'; 'bird']",dog
234,6,26,"['cat'; 'dog'; 'bird'; 'deer']",dog
235,6,15,"['automobile'; 'deer'; 'cat'; 'frog']",automobile
236,1,19,"['ship'; 'bird'; 'automobile'; 'cat']",bird
237,7,12,"['automobile'; 'frog'; 'ship'; 'deer']",frog
238,1,3,"['airplane'; 'cat'; 'automobile'; 'ship']",cat
239,5,35,"['bird'; 'airplane'; 'dog'; 'horse']",airplane
240,8,39,"['airplane'; 'dog'; 'horse'; 'ship']",dog
241,3,17,"['ship'; 'truck'; 'dog'; 'bird']",bird
242,6,13,"['truck'; 'dog'; 'cat'; 'ship']",truck
243,6,15,"['cat'; 'deer'; 'automobile'; 'frog']",automobile
244,8,31,"['bird'; 'frog'; 'cat'; 'automobile']",automobile
245,6,33,"['automobile'; 'frog'; 'deer'; 'airplane']",deer
246,8,11,"['ship'; 'horse'; 'cat'; 'automobile']",horse
247,4,42,"['automobile'; 'ship'; 'horse'; 'bird']",ship
248,6,17,"['bird'; 'ship'; 'dog'; 'truck']",ship
249,6,1,"['cat'; 'automobile'; 'bird'; 'dog']",automobile
250,1,48,"['ship'; 'cat'; 'airplane'; 'deer']",cat
251,3,49,"['airplane'; 'dog'; 'automobile'; 'cat']",dog
252,8,6,"['deer'; 'airplane'; 'truck'; 'frog']",deer
253,3,14,"['frog'; 'automobile'; 'cat'; 'airplane']",automobile
254,4,42,"['ship'; 'horse'; 'automobile'; 'bird']",automobile
255,1,23,"['frog'; 'deer'; 'airplane'; 'dog']",airplane
256,7,12,"['deer'; 'ship'; 'automobile'; 'frog']",ship
257,1,48,"['ship'; 'deer'; 'cat'; 'airplane']",deer
258,3,20,"['deer'; 'dog'; 'frog'; 'horse']",frog
259,8,46,"['ship'; 'horse'; 'airplane'; 'dog']",horse
260,5,17,"['ship'; 'truck'; 'dog'; 'bird']",ship
261,1,48,"['deer'; 'ship'; 'cat'; 'airplane']",ship
262,1,9,"['frog'; 'bird'; 'automobile'; 'truck']",frog
263,4,29,"['bird'; 'horse'; 'airplane'; 'cat']",airplane
264,0,44,"['deer'; 'ship'; 'cat'; 'frog']",deer
265,9,7,"['frog'; 'truck'; 'bird'; 'dog']",frog
266,3,41,"['cat'; 'dog'; 'automobile'; 'ship']",automobile
267,7,18,"['ship'; 'automobile'; 'cat'; 'deer']",cat
268,4,21,"['dog'; 'frog'; 'ship'; 'cat']",ship
269,9,25,"['truck'; 'frog'; 'automobile'; 'horse']",frog
270,9,7,"['dog'; 'truck'; 'frog'; 'bird']",dog
271,2,0,"['automobile'; 'truck'; 'airplane'; 'deer']",deer
272,4,42,"['horse'; 'ship'; 'automobile'; 'bird']",ship
273,9,24,"['dog'; 'cat'; 'ship'; 'truck']",dog
274,9,7,"['truck'; 'bird'; 'dog'; 'frog']",bird
275,1,48,"['cat'; 'airplane'; 'deer'; 'ship']",airplane
276,0,44,"['ship'; 'deer'; 'frog'; 'cat']",deer
277,5,20,"['horse'; 'deer'; 'frog'; 'dog']",horse
278,9,7,"['frog'; 'truck'; 'bird'; 'dog']",frog
279,0,30,"['airplane'; 'bird'; 'automobile'; 'dog']",bird
280,8,6,"['frog'; 'deer'; 'airplane'; 'truck']",frog
281,2,10,"['deer'; 'truck'; 'dog'; 'airplane']",truck
282,1,43,"['horse'; 'bird'; 'truck'; 'ship']",horse
283,2,21,"['dog'; 'ship'; 'cat'; 'frog']",ship
284,0,5,"['ship'; 'cat'; 'frog'; 'horse']",cat
285,5,35,"['dog'; 'horse'; 'bird'; 'airplane']",horse
286,6,33,"['frog'; 'airplane'; 'automobile'; 'deer']",airplane
287,3,14,"['automobile'; 'cat'; 'frog'; 'airplane']",frog
288,2,10,"['dog'; 'airplane'; 'truck'; 'deer']",truck
289,7,12,"['deer'; 'automobile'; 'ship'; 'frog']",automobile
290,8,31,"['frog'; 'automobile'; 'bird'; 'cat']",automobile
291,8,39,"['horse'; 'ship'; 'airplane'; 'dog']",horse
292,6,27,"['deer'; 'ship'; 'dog'; 'truck']",ship
293,0,21,"['ship'; 'frog'; 'cat'; 'dog']",frog
294,7,12,"['frog'; 'deer'; 'automobile'; 'ship']",automobile
295,9,7,"['dog'; 'bird'; 'truck'; 'frog']",dog
296,4,42,"['horse'; 'bird'; 'automobile'; 'ship']",automobile
297,5,21,"['cat'; 'dog'; 'frog'; 'ship']",ship
298,6,1,"['cat'; 'bird'; 'dog'; 'automobile']",automobile
299,4,8,"['airplane'; 'dog'; 'cat'; 'bird']",dog
300,2,21,"['cat'; 'ship'; 'frog'; 'dog']",ship
301,1,7,"['truck'; 'bird'; 'dog'; 'frog']",bird
302,1,43,"['horse'; 'ship'; 'bird'; 'truck']",ship
303,2,22,"['airplane'; 'truck'; 'cat'; 'frog']",truck
304,1,19,"['bird'; 'automobile'; 'cat'; 'ship']",bird
305,5,32,"['deer'; 'horse'; 'ship'; 'frog']",ship
306,9,19,"['cat'; 'bird'; 'ship'; 'automobile']",bird
307,9,25,"['frog'; 'automobile'; 'horse'; 'truck']",frog
308,0,30,"['airplane'; 'dog'; 'bird'; 'automobile']",dog
309,8,31,"['frog'; 'automobile'; 'cat'; 'bird']",automobile
310,4,29,"['bird'; 'horse'; 'airplane'; 'cat']",horse
311,1,48,"['deer'; 'airplane'; 'cat'; 'ship']",deer
312,1,9,"['frog'; 'truck'; 'bird'; 'automobile']",frog
313,6,49,"['cat'; 'dog'; 'airplane'; 'automobile']",airplane
314,3,26,"['deer'; 'cat'; 'bird'; 'dog']",deer
315,3,14,"['automobile'; 'airplane'; 'frog'; 'cat']",frog
316,9,7,"['frog'; 'truck'; 'dog'; 'bird']",frog
317,0,22,"['airplane'; 'truck'; 'cat'; 'frog']",truck
318,7,12,"['ship'; 'automobile'; 'frog'; 'deer']",frog
319,9,7,"['frog'; 'truck'; 'bird'; 'dog']",frog
320,7,12,"['automobile'; 'ship'; 'deer'; 'frog']",ship
321,7,37,"['truck'; 'cat'; 'deer'; 'automobile']",truck
322,9,7,"['frog'; 'bird'; 'dog'; 'truck']",frog
323,1,3,"['airplane'; 'automobile'; 'cat'; 'ship']",cat
324,5,20,"['frog'; 'deer'; 'dog'; 'horse']",frog
325,1,23,"['airplane'; 'dog'; 'deer'; 'frog']",dog
326,6,16,"['automobile'; 'frog'; 'cat'; 'deer']",frog
327,6,33,"['deer'; 'frog'; 'airplane'; 'automobile']",airplane
328,8,39,"['airplane'; 'dog'; 'ship'; 'horse']",dog
329,7,29,"['bird'; 'airplane'; 'cat'; 'horse']",airplane
330,1,9,"['bird'; 'frog'; 'truck'; 'automobile']",bird
331,3,21,"['cat'; 'ship'; 'dog'; 'frog']",ship
332,0,30,"['airplane'; 'dog'; 'automobile'; 'bird']",dog
333,3,17,"['dog'; 'ship'; 'bird'; 'truck']",ship
334,3,27,"['ship'; 'truck'; 'dog'; 'deer']",deer
335,2,45,"['frog'; 'deer'; 'cat'; 'dog']",frog
336,4,42,"['bird'; 'horse'; 'automobile'; 'ship']",automobile
337,5,27,"['dog'; 'deer'; 'ship'; 'truck']",ship
338,7,1,"['cat'; 'automobile'; 'dog'; 'bird']",automobile
339,5,46,"['airplane'; 'dog'; 'ship'; 'horse']",airplane
340,9,7,"['frog'; 'truck'; 'bird'; 'dog']",frog
341,0,22,"['truck'; 'frog'; 'airplane'; 'cat']",frog
342,3,26,"['bird'; 'deer'; 'cat'; 'dog']",deer
343,4,38,"['bird'; 'airplane'; 'dog'; 'deer']",airplane
344,0,44,"['deer'; 'ship'; 'cat'; 'frog']",deer
345,4,26,"['cat'; 'deer'; 'dog'; 'bird']",bird
346,4,8,"['airplane'; 'dog'; 'bird'; 'cat']",dog
347,6,15,"['automobile'; 'frog'; 'cat'; 'deer']",automobile
348,0,22,"['frog'; 'airplane'; 'truck'; 'cat']",frog
349,0,22,"['frog'; 'truck'; 'cat'; 'airplane']",frog
350,6,26,"['deer'; 'cat'; 'dog'; 'bird']",dog
351,6,49,"['automobile'; 'cat'; 'airplane'; 'dog']",automobile
352,0,11,"['cat'; 'automobile'; 'horse'; 'ship']",horse
353,8,39,"['ship'; 'horse'; 'airplane'; 'dog']",horse
354,1,23,"['dog'; 'frog'; 'airplane'; 'deer']",frog
355,6,33,"['automobile'; 'deer'; 'frog'; 'airplane']",deer
356,2,17,"['truck'; 'dog'; 'ship'; 'bird']",truck
357,9,19,"['ship'; 'bird'; 'automobile'; 'cat']",bird
358,2,13,"['dog'; 'cat'; 'ship'; 'truck']",ship
359,5,26,"['deer'; 'bird'; 'cat'; 'dog']",deer
360,9,11,"['automobile'; 'cat'; 'horse'; 'ship']",cat
361,6,41,"['cat'; 'ship'; 'dog'; 'automobile']",ship
362,7,2,"['frog'; 'automobile'; 'airplane'; 'ship']",automobile
363,4,42,"['ship'; 'automobile'; 'bird'; 'horse']",bird
364,1,19,"['automobile'; 'ship'; 'bird'; 'cat']",ship
365,8,31,"['automobile'; 'frog'; 'cat'; 'bird']",frog
366,7,12,"['deer'; 'automobile'; 'ship'; 'frog']",automobile
367,3,21,"['dog'; 'cat'; 'ship'; 'frog']",ship
368,6,33,"['airplane'; 'automobile'; 'deer'; 'frog']",airplane
369,9,25,"['horse'; 'truck'; 'automobile'; 'frog']",horse
370,3,27,"['ship'; 'truck'; 'dog'; 'deer']",truck
371,0,11,"['cat'; 'horse'; 'ship'; 'automobile']",ship
372,4,38,"['airplane'; 'dog'; 'bird'; 'deer']",dog
373,0,44,"['cat'; 'ship'; 'frog'; 'deer']",ship
374,5,20,"['horse'; 'dog'; 'deer'; 'frog']",horse
375,1,3,"['cat'; 'airplane'; 'ship'; 'automobile']",airplane
376,0,5,"['ship'; 'cat'; 'frog'; 'horse']",cat
377,3,41,"['dog'; 'cat'; 'ship'; 'automobile']",ship
378,4,8,"['dog'; 'airplane'; 'cat'; 'bird']",airplane
379,8,31,"['bird'; 'automobile'; 'cat'; 'frog']",automobile
380,5,2,"['airplane'; 'ship'; 'automobile'; 'frog']",frog
381,4,42,"['ship'; 'horse'; 'bird'; 'automobile']",ship
382,7,4,"['airplane'; 'ship'; 'dog'; 'cat']",dog
383,2,47,"['truck'; 'cat'; 'bird'; 'automobile']",truck
384,3,26,"['dog'; 'cat'; 'bird'; 'deer']",bird
385,9,7,"['dog'; 'frog'; 'truck'; 'bird']",dog
386,7,4,"['cat'; 'dog'; 'airplane'; 'ship']",airplane
387,6,49,"['dog'; 'automobile'; 'airplane'; 'cat']",automobile
388,7,34,"['dog'; 'automobile'; 'cat'; 'deer']",automobile
389,1,48,"['cat'; 'ship'; 'deer'; 'airplane']",ship
390,4,29,"['bird'; 'horse'; 'cat'; 'airplane']",cat
391,7,12,"['automobile'; 'deer'; 'ship'; 'frog']",ship
392,0,36,"['deer'; 'truck'; 'ship'; 'bird']",deer
393,1,9,"['automobile'; 'bird'; 'truck'; 'frog']",bird
394,7,12,"['automobile'; 'frog'; 'deer'; 'ship']",frog
395,3,21,"['cat'; 'dog'; 'frog'; 'ship']",ship
396,1,19,"['cat'; 'ship'; 'bird'; 'automobile']",bird
397,8,11,"['ship'; 'cat'; 'horse'; 'automobile']",cat
398,4,42,"['ship'; 'automobile'; 'bird'; 'horse']",ship
399,4,38,"['airplane'; 'deer'; 'bird'; 'dog']",airplane
400,2,1,"['dog'; 'cat'; 'bird'; 'automobile']",automobile
401,0,22,"['airplane'; 'frog'; 'truck'; 'cat']",frog
402,2,47,"['automobile'; 'bird'; 'cat'; 'truck']",automobile
403,2,45,"['cat'; 'deer'; 'dog'; 'frog']",deer
404,0,5,"['frog'; 'cat'; 'horse'; 'ship']",ship
405,0,30,"['bird'; 'dog'; 'automobile'; 'airplane']",dog
406,9,25,"['frog'; 'horse'; 'truck'; 'automobile']",frog
407,0,5,"['horse'; 'frog'; 'cat'; 'ship']",ship
408,9,7,"['truck'; 'dog'; 'frog'; 'bird']",dog
